FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Martin,Dubravka,GLK,NEW,4400000,0,11,0.6875,1.5625E-07,2.5E-06,0,18838,0,7,0,11,0,0,0,2.5,332,-1,0,11,1,0.4,0,1.8,0,0,1,0,0,0.3,29681,0,-1,0,1,360,397,0,0,71,Liverpool,Man City,Man Utd,Everton,Southampton,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.5,0.3,0.5,0.3,9.1
Shane,Duffy,DEF,BHA,4100000,0,45,3.5,8.53658536585366E-07,1.09756097560976E-05,0,1675947,5,11,0,0,0,1,0,11,11399,1,0,45,-1,0.1,0,0.6,3,0,4,0,1,13.8,2373730,0,-1,0,1,1134,3520,0,0,241,Wolverhampton,Brentford F.C.,Chelsea,Everton,Crystal Palace,3.3,0,4.3,4.9,3.7,3.8,3.2,0,2.5,4,4.1,2.7,4.6,4.5,3.9,3.7,4.3,3.4,3.8,3.5,4.2,4.2,53.8
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,1868,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,-1,0,0,0,4,0,0,0,Liverpool,Man City,Man Utd,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4900000,0,50,3.6,7.3469387755102E-07,1.02040816326531E-05,0,522736,0,15,0,0,0,0,0,10.2,9428,-1,0,50,1,0.4,0,1.8,7,0,5,0,0,2.9,271218,0,-1,0,1,1260,35,0,0,274,Wolverhampton,Brentford F.C.,Chelsea,Everton,Crystal Palace,0,0,0,0,0,4,3.4,0,2.7,4.2,4.3,2.8,4.7,4.7,4.1,3.9,4.5,3.6,4,3.6,4.3,4.3,41.2
,Ederson,GLK,MCI,6000000,7,69,4.3,7.16666666666667E-07,1.15E-05,0,598351,2,9,0,24,0,0,0,11.5,2683,0,0,69,0,0.7,0,4.3,2,0,9,0,0,9.7,519605,0,-1,0,0,1440,6094,0,0,303,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,Arsenal,6.1,3.5,4.5,5.6,4.8,5.6,3.7,5.8,4.7,6.4,4.8,4.9,3.7,5.5,4.7,5.8,4.9,3.8,5.3,4.7,5.4,5.7,21.6
Odsonne,Edouard,FWD,CRY,6300000,8,45,2.8125,4.46428571428571E-07,7.14285714285714E-06,0,416641,0,11,0,0,0,3,0,7.1,1552,-2,0,45,2,0.4,0,2.5,4,0,4,0,2,1.8,540173,0,-1,0,1,782,3934,0,0,149,Southampton,Tottenham,Norwich,West Ham,Brighton,3.3,0,1.4,3.4,2.8,1.9,2.3,2.2,2,1.8,3.3,1.6,2.4,2.5,3.1,2.5,2.2,3.8,1.9,4,1.4,2.8,63.9
Samuel,Edozie,MID,MCI,4800000,0,0,0,0,0,0,1889,0,0,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0,708,0,-1,0,0,0,4,0,0,0,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conrad,Egan-Riley,DEF,MCI,4000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,-1,0,0,0,16,0,0,0,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5600000,0,19,1.1875,2.12053571428571E-07,3.39285714285714E-06,0,153151,2,7,0,0,0,1,0,3.4,283,-4,0,19,4,0.1,0,0.8,1,0,1,0,1,0.4,79939,0,-1,0,0,367,47,0,0,51,Norwich,Burnley,Chelsea,Leeds United F.C.,Brentford F.C.,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.9,0.6,0.7,0.6,0.7,0.6,0.6,0.9,0.6,0.9,0.6,22.2
Anthony,Elanga,MID,MUN,4800000,0,1,0.0625,1.30208333333333E-08,2.08333333333333E-07,0,2194,0,0,0,0,0,0,0,0.2,8,-2,0,1,2,0,0,0.2,0,0,0,0,0,0,1012,0,-1,0,0,14,8,0,0,2,Newcastle,Burnley,Wolverhampton,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,35374,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0.7,72650,0,-1,0,0,0,115,0,0,0,Wolverhampton,West Ham,Tottenham,Newcastle,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,9,0.5625,1.06132075471698E-07,1.69811320754717E-06,0,41503,0,1,0,0,0,0,0,1.7,21,-2,0,9,2,0,0,0,0,0,2,0,0,0.1,33368,0,-1,0,0,249,2,0,0,33,Newcastle,Tottenham,Leeds United F.C.,Leicester,Chelsea,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.5
,Elneny,MID,ARS,4400000,0,9,0.5625,1.27840909090909E-07,2.04545454545455E-06,0,61341,0,5,0,0,0,0,0,2,378,-1,0,9,1,0.3,0,1.2,0,0,0,0,1,0.4,32299,0,-1,0,0,150,225,0,0,36,West Ham,Leeds United F.C.,Norwich,Wolverhampton,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.6
Mohamed,Elyounoussi,MID,SOU,5400000,0,30,2.3,4.25925925925926E-07,5.55555555555556E-06,0,28077,2,9,0,0,0,1,0,5.6,113,-1,1,30,1,0.1,0,0.5,1,0,5,0,0,0.1,30780,0,-1,0,0,813,34,-1,0,62,Crystal Palace,West Ham,Tottenham,Newcastle,Wolverhampton,1.2,0,1.2,2,2.7,1.9,1.2,1.2,1.4,2,2.4,1.2,2.5,1.5,1.2,1.4,2,1.4,2.3,1.3,1.2,1.3,55.8
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2205,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Everton,Wolverhampton,Aston Villa,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,4900000,0,23,2.3,4.69387755102041E-07,4.69387755102041E-06,0,66452,2,14,0,0,0,0,0,4.7,780,-1,0,23,1,0.6,0,3,2,0,2,0,0,0.4,90910,0,-1,0,0,847,26,0,0,147,Liverpool,Crystal Palace,Southampton,Watford,Arsenal,0,3,2.3,1.2,1.2,3,2.4,2.1,2,2.1,1.9,2.6,1.9,2.6,2,1.3,2.4,2.1,1.9,2.4,2.5,1.5,29.3
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Norwich,Burnley,Chelsea,Leeds United F.C.,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4400000,0,7,0.4375,9.94318181818182E-08,1.59090909090909E-06,0,36014,3,6,0,0,0,0,0,1.6,77,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,27330,0,-1,0,0,369,16,0,0,52,Wolverhampton,West Ham,Tottenham,Newcastle,Norwich,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Jonny,Evans,DEF,LEI,5400000,0,19,1.9,3.51851851851852E-07,3.51851851851852E-06,0,26850,2,16,0,0,0,1,0,3.5,736,-1,0,19,1,0.5,0,2.6,0,0,0,0,1,0.2,25302,0,-1,0,0,751,20,0,0,137,Man City,Liverpool,Norwich,Burnley,Brighton,0,0,1.8,2.1,1.6,1.3,1.6,2.1,1.7,1.4,2.1,2,1.4,1.8,1.7,1.5,1,1.7,2.1,1.8,1,1.3,32.6
Eberechi,Eze,MID,CRY,5900000,0,2,0.125,2.11864406779661E-08,3.38983050847458E-07,0,6103,0,1,0,0,0,0,0,0.3,103,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.1,5755,0,-1,0,0,36,58,0,0,5,Southampton,Tottenham,Norwich,West Ham,Brighton,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Lukasz,Fabianski,GLK,WHU,5000000,11,64,3.8,7.6E-07,1.28E-05,0,151536,0,21,0,54,0,0,0,12.8,728,0,0,64,0,0.9,0,4.5,5,0,4,0,0,2.4,160375,0,-1,1,1,1530,6508,0,0,307,Arsenal,Southampton,Watford,Crystal Palace,Leeds United F.C.,4.1,0,4,2.8,3.1,5.2,4.7,3,3.6,3.9,3.9,5.1,4.7,4.6,4.9,4.9,4.7,5.3,5.4,4,5.2,4.6,43.1
,Fabinho,MID,LIV,5400000,0,33,2.0625,3.81944444444444E-07,6.11111111111111E-06,0,110952,4,10,0,0,0,1,0,6.1,340,-1,0,33,1,0.4,0,2,0,0,6,0,1,0.7,78825,0,-1,0,0,1008,241,0,0,180,Newcastle,Tottenham,Leeds United F.C.,Leicester,Chelsea,2,1.1,1.4,1.3,1.3,1.3,1.2,1.3,1.5,1.9,1,1.1,1.4,1,1.9,1,1.2,1.4,1.7,1.5,1.4,1.6,45.8
,Fabio Silva,FWD,WOL,5600000,1,8,0.5,8.92857142857143E-08,1.42857142857143E-06,0,67578,0,0,0,0,0,0,0,1.4,201,-4,0,8,4,0,0,0.2,0,0,0,0,0,0.4,24725,0,-1,0,0,37,224,0,0,23,Brighton,Chelsea,Watford,Arsenal,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
,Femenia,DEF,WAT,4300000,0,16,1.6,3.72093023255814E-07,3.72093023255814E-06,0,18793,1,20,0,0,0,0,0,3.7,176,-2,0,16,2,0.4,0,1.6,0,0,0,0,2,0.1,9605,0,-1,0,0,809,219,0,0,135,Wolverhampton,West Ham,Tottenham,Newcastle,Norwich,0,0,1.1,1.4,2.1,0.8,1.2,1.2,1.3,0.8,1.3,1.6,0.8,1.4,1.6,1.5,1.4,1.4,1.3,0.8,0.9,1.6,29.6
Evan,Ferguson,FWD,BHA,4500000,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,-1,0,0,0,49,0,0,0,Wolverhampton,Brentford F.C.,Chelsea,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ferguson,DEF,CRY,4500000,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,-1,0,0,0,5,0,0,0,Southampton,Tottenham,Norwich,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11600000,0,70,4.4,3.79310344827586E-07,6.03448275862069E-06,0,3806417,4,24,0,0,0,5,0,6,9385,-4,0,70,4,0.3,1,3.6,6,0,4,0,3,15.4,999881,0,-1,0,1,1379,2764,0,0,283,Newcastle,Burnley,Wolverhampton,Aston Villa,West Ham,0,0,5.5,5.1,4.7,4.4,3.5,5.2,5.1,4.3,5.3,3.4,4.5,3.4,3.9,4.3,5.2,3.7,3.9,4.9,3.1,4.3,137.6
Alvaro,Fernandez,GLK,BRE,4500000,0,21,1.3125,2.91666666666667E-07,4.66666666666667E-06,0,47000,0,13,0,27,0,0,0,4.7,909,0,0,21,0,0.8,0,3.6,2,0,1,0,0,0.8,103454,0,-1,0,0,630,1826,0,0,136,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,0,0,0.9,1.1,0.9,1.2,0.7,1.1,0.8,0.8,0.7,0.7,0.9,0.7,1.2,1,0.7,1.6,0.9,0.7,0.8,1.1,19.6
Federico,Fernandez,DEF,NEW,4300000,0,11,0.6875,1.59883720930233E-07,2.55813953488372E-06,0,15968,0,12,0,0,0,0,0,2.6,136,-2,0,11,2,0.2,0,1,0,0,0,0,1,0.1,6311,0,-1,0,0,521,11,0,0,91,Liverpool,Man City,Man Utd,Everton,Southampton,0,0,0,0,0,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.5,0.3,0.5,0.3,21.2
,Fernandinho,MID,MCI,4800000,1,20,1.25,2.60416666666667E-07,4.16666666666667E-06,0,49986,0,4,0,0,0,1,0,4.2,220,-2,0,20,2,0.4,0,1.8,2,0,1,0,0,0.4,35111,0,-1,0,0,311,137,0,0,75,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,Arsenal,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.9,0.6,1,0.6,0.8,19
Roberto,Firmino,FWD,LIV,8700000,0,35,4.4,5.05747126436782E-07,4.02298850574713E-06,0,822501,0,6,0,0,0,4,0,4,747,-3,0,35,3,0,0,0,5,0,2,0,1,2.1,451808,0,-1,0,1,367,351,0,0,155,Newcastle,Tottenham,Leeds United F.C.,Leicester,Chelsea,0,3.9,6.1,5.8,3.9,4.9,4.2,5.7,4.9,5.7,3.7,4.7,4.8,4.7,5.9,3.9,3.9,6,5.5,5,4.7,3.8,51.6
,Firpo,DEF,LEE,4700000,-1,9,0.8,1.70212765957447E-07,1.91489361702128E-06,0,72600,5,23,0,0,0,0,0,1.9,336,-3,0,9,3,0,0,0.2,2,0,1,0,0,0.3,25403,1,-1,0,0,814,17,0,0,85,Man City,Arsenal,Liverpool,Aston Villa,Burnley,0,0,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,30.1
Ashley,Fletcher,FWD,WAT,4900000,0,3,0.1875,3.8265306122449E-08,6.12244897959184E-07,0,35264,0,0,0,0,0,0,0,0.6,192,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.2,28434,0,-1,0,0,28,201,0,0,5,Wolverhampton,West Ham,Tottenham,Newcastle,Norwich,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Phil,Foden,MID,MCI,8000000,12,61,3.8125,4.765625E-07,7.625E-06,0,1222505,0,6,0,0,0,4,0,7.6,2593,0,0,61,0,0.4,0,3.5,6,0,4,0,4,7,1643417,0,-1,0,2,809,52923,0,0,219,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,Arsenal,3.8,4.1,3.6,3.4,2.5,2.9,3.6,3.6,4.1,4.1,3,3,3.1,3.6,3.8,2.4,4.4,4.8,3,5.1,2.9,4.5,105.9
Wesley,Fofana,DEF,LEI,4300000,0,0,0,0,0,0,42524,0,0,0,0,0,0,0,0,47,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2336,0,-1,0,0,0,9,0,0,0,Man City,Liverpool,Norwich,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,2,64,3.8,6.33333333333333E-07,1.06666666666667E-05,0,434693,3,17,0,0,0,4,0,10.7,3384,0,0,64,0,0.4,0,2.2,3,0,4,0,3,2.1,532133,0,-1,0,1,1309,1456,0,0,243,Arsenal,Southampton,Watford,Crystal Palace,Leeds United F.C.,2.6,0,4.6,4.5,3.1,3.7,3.5,4.7,3.4,5,4.2,2.3,4.4,2.9,3.9,3.4,4.5,3.3,4,4.1,2.6,3.6,91.6
Adam,Forshaw,MID,LEE,4500000,2,16,1,2.22222222222222E-07,3.55555555555556E-06,0,2936,2,15,0,0,0,0,0,3.6,60,0,0,16,0,0.4,0,2,0,0,2,0,0,0,4634,0,-1,0,0,649,71,0,0,78,Man City,Arsenal,Liverpool,Aston Villa,Burnley,0.5,0.5,0.5,0.6,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,23.4
Marcus,Forss,FWD,BRE,5300000,0,10,1.7,3.20754716981132E-07,1.88679245283019E-06,0,26759,0,4,0,0,0,0,0,1.9,260,-2,0,10,2,0.2,0,0.8,0,0,0,0,1,0.1,21188,0,-1,0,0,192,212,0,0,31,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,0,0,1.1,0.9,1.2,0.8,0.8,0.8,1.4,0.8,1.8,1.2,1.3,1.4,0.8,1.1,1.7,1.1,1.4,1.4,1.3,1.7,8.5
Fraser,Forster,GLK,SOU,4400000,0,0,0,0,0,0,64974,0,0,0,0,0,0,0,0,240,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,20822,0,-1,0,0,0,32,0,0,0,Crystal Palace,West Ham,Tottenham,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4100000,0,28,3.5,8.53658536585366E-07,6.82926829268293E-06,0,1123806,0,13,0,24,0,0,0,6.8,8289,1,0,28,-1,0.2,0,1,3,0,0,0,1,20.5,787459,0,-1,1,1,720,932,0,0,148,Wolverhampton,West Ham,Tottenham,Newcastle,Norwich,0,0,0,0,0,2.6,4.1,4.1,4.1,3,4.1,4.9,2.7,4.4,4.6,4.7,4.5,4.4,4.2,2.6,3.3,4.8,22.4
,Fosu,MID,BRE,5100000,0,0,0,0,0,0,8346,0,0,0,0,0,0,0,0,17,-4,0,0,4,0,0,0,0,0,0,0,0,0,1944,0,-1,0,0,0,6,0,0,0,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5300000,0,20,1.25,2.35849056603774E-07,3.77358490566038E-06,0,14859,0,7,0,0,0,0,0,3.8,50,-2,0,20,2,0.2,0,1.3,0,0,0,0,2,0.1,8560,0,-1,0,0,345,23,0,0,75,Liverpool,Man City,Man Utd,Everton,Southampton,0.6,0.6,0.6,0.6,0.6,1,0.6,0.7,0.9,0.6,0.6,0.6,0.6,0.9,0.6,0.8,0.6,0.6,0.6,0.6,0.8,0.6,18.2
,Fred,MID,MUN,5000000,0,44,3.4,6.8E-07,8.8E-06,0,130665,4,15,0,0,0,2,0,8.8,3152,0,0,44,0,1,0,5,4,0,4,0,2,1.7,226104,1,-1,0,1,1120,5476,0,0,196,Newcastle,Burnley,Wolverhampton,Aston Villa,West Ham,0,0,3.8,3.5,3.2,2.9,2.3,3.6,3.5,2.9,3.7,2.2,3,2.2,2.6,2.9,3.6,2.4,2.6,3.3,2,2.9,53.9
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.0625,1.42045454545455E-08,2.27272727272727E-07,0,10696,0,0,0,0,0,0,0,0.2,74,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,3929,0,-1,0,0,2,2,0,0,3,Arsenal,Southampton,Watford,Crystal Palace,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5200000,6,73,5.2,1E-06,1.40384615384615E-05,0,150414,2,13,0,0,0,2,0,14,2245,2,0,73,-2,0.9,0,4.5,8,0,8,0,0,4.9,525438,0,-1,0,2,1238,18420,0,0,312,West Ham,Leeds United F.C.,Norwich,Wolverhampton,Man City,7.6,5.5,5.2,6.8,7.7,5.3,7.7,5.5,0,7.6,7.5,3.6,6.6,4.5,4,7.5,4,7,5.8,7.8,3.8,7.8,54.4
Conor,Gallagher,MID,CRY,6200000,2,89,5.6,9.03225806451613E-07,1.43548387096774E-05,0,1121295,4,21,0,0,0,6,0,14.4,6912,7,0,89,-7,0.7,0,4.5,12,0,4,0,5,28.5,3479642,0,-1,0,4,1405,46761,0,0,315,Southampton,Tottenham,Norwich,West Ham,Brighton,8.3,0,4.3,8.4,6.4,5.3,5.1,6.1,5.1,6,8.2,6.6,5.5,5.9,7.6,5,4.5,7.2,5.5,8.2,4.7,6.1,139.4
Dwight,Gayle,FWD,NEW,5200000,0,3,0.1875,3.60576923076923E-08,5.76923076923077E-07,0,24472,0,0,0,0,0,0,0,0.6,86,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,14404,0,-1,0,0,21,107,0,0,8,Liverpool,Man City,Man Utd,Everton,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Jean-Philippe,Gbamin,MID,EVE,4400000,0,2,0.125,2.84090909090909E-08,4.54545454545455E-07,0,3749,0,2,0,0,0,0,0,0.5,12,-1,0,2,1,0,0,0,0,0,0,0,0,0,2542,0,-1,0,0,46,20,0,0,7,Chelsea,Burnley,Newcastle,Brighton,Norwich,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Joe,Gelhardt,FWD,LEE,4500000,1,14,0.875,1.94444444444444E-07,3.11111111111111E-06,0,90293,1,7,0,0,0,1,0,3.1,2393,0,0,14,0,0.3,0,1.5,2,0,0,0,1,1.8,229994,0,-1,0,0,179,7674,0,0,47,Man City,Arsenal,Liverpool,Aston Villa,Burnley,0.4,0.4,0.4,0.4,0.5,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,22.6
Saman,Ghoddos,MID,BRE,5300000,0,18,1.125,2.12264150943396E-07,3.39622641509434E-06,0,4832,2,3,0,0,0,1,0,3.4,28,-2,0,18,2,0.2,0,0.8,0,0,0,0,2,0,2565,0,-1,0,0,273,18,0,0,72,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,26.2
Dimitris,Giannoulis,DEF,NOR,4400000,0,22,1.375,3.125E-07,5E-06,0,8092,1,9,0,0,0,0,0,5,170,-1,0,22,1,0.2,0,1,2,0,2,0,1,0.1,4784,0,-1,0,0,487,24,0,0,116,Aston Villa,Arsenal,Crystal Palace,Leicester,Everton,1.1,0,1.4,0.7,0.7,1.1,0.7,1,1.3,1.2,0.7,1.2,0.9,1.2,0.9,1.1,0.9,0.8,0.7,1.1,0.8,1.8,22.4
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,33588,1,0,0,0,0,0,0,0.2,37,0,0,1,0,0,0,0,0,0,0,0,0,0.1,7872,0,-1,0,0,7,0,0,0,0,Brighton,Chelsea,Watford,Arsenal,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,1,24,1.8,4.09090909090909E-07,5.45454545454545E-06,0,7835,1,27,0,0,0,0,0,5.5,35,-1,0,24,1,0.4,0,1.8,0,0,3,0,0,0.1,3785,0,-1,0,0,1144,59,0,1,218,Aston Villa,Arsenal,Crystal Palace,Leicester,Everton,1.7,0,2,0.9,1,1.7,0.9,1.5,1.9,1.9,0.9,1.8,1.4,1.8,1.4,1.6,1.5,1.3,0.9,1.7,1.2,2.5,42.4
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,19210,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.3,24568,0,-1,0,0,0,41,0,0,0,Liverpool,Man City,Man Utd,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4400000,2,23,2.3,5.22727272727273E-07,5.22727272727273E-06,0,689158,2,21,0,0,0,0,0,5.2,3149,-1,0,23,1,0.5,0,2.3,1,0,1,0,1,4.6,418892,0,-1,0,0,873,1992,0,0,142,Aston Villa,Arsenal,Crystal Palace,Leicester,Everton,2.2,0,1.9,1.3,1.4,1.9,2,2.2,1.2,1.2,1.6,1.7,1.2,1.3,1.5,2.3,1.5,2.6,1.3,1.5,2,2,44.3
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Everton,Wolverhampton,Aston Villa,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,DEF,EVE,4800000,0,23,1.8,3.75E-07,4.79166666666667E-06,0,67776,3,25,0,0,0,0,0,4.8,161,-2,0,23,2,0.1,0,0.7,0,0,2,0,0,0.5,22529,0,-1,0,0,1129,138,0,0,170,Chelsea,Burnley,Newcastle,Brighton,Norwich,1.8,0,1.1,1.3,1.6,1.1,1.7,0.9,2,0.9,2,1.8,1.3,0.9,1.4,1.4,1.6,1.8,1.8,0.9,1.8,1.1,44.4
Pierluigi,Gollini,GLK,TOT,4300000,0,0,0,0,0,0,15496,0,0,0,0,0,0,0,0,49,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,6643,0,-1,0,0,0,36,0,0,0,Liverpool,Crystal Palace,Southampton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
