FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Trent,Alexander-Arnold,DEF,LIV,7500000,4,22,7.3,9.73333333333333E-07,2.93333333333333E-06,0,194412,0,1,0,0,0,0,0,2.9,11664,0,0,22,0,1,0,7.3,5,0,2,0,1,33.6,242551,0,-1,0,1,270,20322,0,0,98,Chelsea,Leeds United F.C.,Crystal Palace,Brentford F.C.,Man City,9.7,8.8,11,8.3,11,5.8,8.8,10.9,5.7,9.7,8.8,5.6,9.7,11,8.3,9.7,11,6,9.7,11,8.3,11,8.8,9.4,9.7,6.7,8.7,11,10.6,5.5,6.8,7.4,5.8,9.7,6.9,9.7,38.1
,Alisson,GLK,LIV,6000000,2,17,5.7,9.5E-07,2.83333333333333E-06,0,63941,0,1,0,8,0,0,0,2.8,4427,0,0,17,0,1,0,5.7,1,0,2,0,0,7.1,66789,0,-1,0,0,270,6825,0,0,71,Chelsea,Leeds United F.C.,Crystal Palace,Brentford F.C.,Man City,7.3,6.8,8.6,6.5,8.6,3.8,6.8,7.9,3.8,7.6,6.1,3.7,7.6,8.3,5.8,7.6,8.6,4,7.3,8.6,6.1,8.6,6.3,6.7,7.6,4.5,6.1,8.6,7.6,3.7,4.6,5.1,3.9,7.6,4.7,7.6,8.1
,Allan,MID,EVE,4500000,8,12,4,8.88888888888889E-07,2.66666666666667E-06,0,33642,0,3,0,0,0,0,0,2.7,2647,0,0,12,0,0.9,0,4,2,0,1,0,1,1.9,64967,0,-1,0,0,270,17399,0,0,53,Brighton,Burnley,Aston Villa,Norwich,Man Utd,2,5.2,2,4.4,2,3,6,4.5,2.8,2,2,2.5,4.7,2.1,2.5,6,2.9,5,3.8,3.4,5.1,2.7,4.5,2.7,6,2,5.4,2.5,2,3.5,5.2,2,3.4,2,4.7,3.7,15
Miguel,Almiron,MID,NEW,5500000,2,6,2,3.63636363636364E-07,1.09090909090909E-06,0,13639,0,8,0,0,0,0,0,1.1,927,0,0,6,0,0.4,0,2,0,0,0,0,0,0.4,7482,0,-1,0,0,270,207,0,0,23,Southampton,Man Utd,Leeds United F.C.,Watford,Wolverhampton,1.7,1,1.6,1,1.4,1,1,1.1,1,1.7,1.1,1.6,2,1,1,3,1.2,1,1,2.5,1,1.2,1.9,1,1,1.3,1,2,1,2.1,2.8,1,1,1,1.7,1,9.1
Marcos,Alonso,DEF,CHE,5600000,2,23,7.7,1.375E-06,4.10714285714286E-06,0,81861,0,1,0,0,0,1,0,4.1,5750,1,0,23,-1,1.4,0,7.7,3,0,2,0,0,9.9,483895,0,-1,0,1,265,59452,0,0,83,Liverpool,Aston Villa,Tottenham,Man City,Southampton,10.3,11.6,10.3,11.6,9.4,8.8,10.1,6.3,11.6,6.6,11.6,6.3,6.2,11.6,8,10.3,7.4,11.6,10.3,6,10.3,9.2,10.3,8.8,11.6,9.2,9,10.1,11.6,7.5,9.2,7.2,6.1,10.3,9.2,11.3,24.5
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,13967,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0.3,818,0,-1,0,0,0,0,0,0,0,Crystal Palace,Southampton,Man Utd,Leeds United F.C.,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,5000000,0,2,1,2E-07,4E-07,0,1563,0,1,0,0,0,0,0,0.4,112,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.1,1130,0,-1,0,0,71,47,0,0,12,Everton,Brentford F.C.,Leicester,Crystal Palace,Arsenal,0.5,0.5,1.1,0.5,0.6,0.5,1.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.7
Daniel,Amartey,DEF,LEI,4100000,2,8,2.7,6.58536585365854E-07,1.95121951219512E-06,0,120826,0,5,0,0,0,0,0,2,8874,1,0,8,-1,0.7,0,2.7,0,0,1,0,0,18.2,370430,0,-1,0,0,270,13816,0,0,57,Norwich,Man City,Brighton,Burnley,Crystal Palace,1.4,4.1,1.4,3.6,1.4,4.1,1.4,4.1,1.4,3.2,3.4,1.4,1.4,2.5,4.1,1.4,1.4,3.7,3,1.4,3.6,1.4,1.9,1.5,1.4,4,1.5,4.1,1.4,4,1.4,3.8,1.5,2.2,1.4,2.7,5.9
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,2835,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1173,0,-1,0,0,0,88,0,0,0,Liverpool,Aston Villa,Tottenham,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,1,7,3.5,7.77777777777778E-07,1.55555555555556E-06,0,6778,1,3,0,0,0,0,0,1.6,422,0,0,7,0,0.5,0,2.3,0,0,1,0,0,0.5,3285,0,-1,0,0,213,175,0,0,43,West Ham,Tottenham,Liverpool,Brighton,Leicester,1.8,5.2,3.1,4.7,5.2,3.5,3.4,1.8,5.2,1.9,5,2.4,3,3,3.6,1.8,3.5,4,2.6,1.8,4.9,2.1,2.1,4.3,4.8,3.5,5.2,1.8,5.2,1.8,1.8,5.2,1.8,4.6,1.8,5.2,8.1
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,9083,0,0,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,Everton,Brentford F.C.,Leicester,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,1,1,0.5,1.02040816326531E-07,2.04081632653061E-07,0,4967,0,0,0,0,0,0,0,0.2,214,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,1983,0,-1,0,0,9,125,0,0,0,Brighton,Burnley,Aston Villa,Norwich,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2
Michail,Antonio,FWD,WHU,7900000,11,40,13.3,1.68354430379747E-06,5.06329113924051E-06,0,120193,0,5,0,0,0,4,0,5.1,4125,4,-1,40,-4,1.7,1,13.3,8,0,0,0,4,45,1609508,0,-1,0,3,268,167895,1,0,153,Crystal Palace,Southampton,Man Utd,Leeds United F.C.,Brentford F.C.,12.8,12.4,12.8,15,12.8,12.4,12.64,13.8,13.36,13.52,11.1,12.8,14.9,15,13.52,14.8,12.8,13.8,14.3,12.8,15,12.8,13,12.8,14.8,15,12.8,14,12.8,12.5,12.8,13.1,14.8,13.52,12.8,15,54.7
Cameron,Archer,FWD,AVL,4500000,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,0,-1,0,0,0,1231,0,0,0,Brentford F.C.,Chelsea,Everton,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphonse,Areola,GLK,WHU,4900000,0,0,0,0,0,0,32679,0,0,0,0,0,0,0,0,2336,-1,0,0,1,0,0,0,0,0,0,0,0,1,6447,0,-1,0,0,0,552,0,0,0,Crystal Palace,Southampton,Man Utd,Leeds United F.C.,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4900000,0,0,0,0,0,0,8199,0,0,0,0,0,0,0,0,546,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1608,0,-1,0,0,0,108,0,0,0,Liverpool,Aston Villa,Tottenham,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,9900000,1,2,1,1.01010101010101E-07,2.02020202020202E-07,0,132944,0,4,0,0,0,0,0,0.2,3009,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,1.3,16578,0,-1,0,0,87,3755,0,0,5,Man City,Norwich,Burnley,Tottenham,Brighton,0.5,1,0.5,0.5,0.5,0.6,0.6,0.5,1.1,0.5,0.9,0.5,0.5,0.8,0.5,0.5,1,0.6,1.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.6,0.5,2.6
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,18747,0,0,0,0,0,0,0,0,995,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,6803,0,-1,0,0,0,418,0,0,0,Watford,Crystal Palace,Chelsea,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,6000000,2,5,1.7,2.83333333333333E-07,8.33333333333333E-07,0,28095,0,5,0,0,0,0,0,0.8,1716,0,0,5,0,0.3,0,1.7,0,0,0,0,0,0.7,19285,0,-1,0,0,202,568,0,0,11,West Ham,Tottenham,Liverpool,Brighton,Leicester,0.8,0.8,0.8,1.6,2.4,1.6,2.4,0.8,1.7,0.8,1.8,0.8,0.8,1.4,2.1,0.8,0.8,2.4,1.6,0.8,0.8,1.5,0.8,0.8,1.5,0.9,2.6,0.9,2.4,0.8,0.8,1.6,0.8,2.6,0.8,2.1,8.7
Luke,Ayling,DEF,LEE,4500000,6,13,4.3,9.55555555555556E-07,2.88888888888889E-06,0,118517,0,7,0,0,0,1,0,2.9,8649,0,0,13,0,1,0,4.3,0,0,1,0,0,13.3,242158,0,-1,0,0,240,11658,0,0,61,Burnley,Liverpool,Newcastle,West Ham,Watford,3.3,6.2,2.2,3.4,5.8,2.2,6.3,3.6,6.4,4.9,3.1,6.4,6.4,4,2.2,6.3,4.8,6.3,6.1,2.2,4.4,2.2,2.2,6.4,6.3,2.2,5.1,4.9,4.6,2.2,5.5,3.2,6.4,4.9,6,3.5,11.9
Cesar,Azpilicueta,DEF,CHE,6000000,2,14,4.7,7.83333333333333E-07,2.33333333333333E-06,0,53228,0,1,0,0,0,0,0,2.3,2892,0,0,14,0,0.8,0,4.7,0,0,2,0,0,4.1,37257,0,-1,0,0,246,3814,0,0,66,Liverpool,Aston Villa,Tottenham,Man City,Southampton,6.3,6.5,6.3,7,4.6,5,5.1,2.8,6.3,2.9,7,2.8,2.8,6.9,3.7,6.3,3.4,6.1,6.3,2.6,6.3,4.6,6.3,4.6,7,4.7,4.3,5.1,7,3.4,5.5,3.3,2.7,6.3,5.6,5.9,9.9
Kwadwo,Baah,MID,WAT,4500000,0,0,0,0,0,0,1915,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0.1,991,0,-1,0,0,0,70,0,0,0,Tottenham,Wolverhampton,Norwich,Newcastle,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4500000,3,5,1.7,3.77777777777778E-07,1.11111111111111E-06,0,22336,0,5,0,5,0,0,0,1.1,2040,0,0,5,0,0.4,0,1.7,0,0,0,0,0,2,13721,0,-1,0,0,241,1661,0,0,34,Tottenham,Wolverhampton,Norwich,Newcastle,Leeds United F.C.,1.5,2.3,0.8,1.1,0.8,1.9,0.8,1.2,1.2,2.6,0.8,1.5,2.6,0.8,0.8,2.1,1.2,0.8,2.6,0.8,1.4,0.8,1.8,0.8,1.3,2.3,0.8,0.9,0.8,2.1,2.3,0.8,1.8,0.8,2.4,0.8,1.4
Leon,Bailey,MID,AVL,6400000,0,4,2,3.125E-07,6.25E-07,0,138824,0,1,0,0,0,0,0,0.6,8765,-1,0,4,1,0.2,0,1.3,0,0,0,0,1,1.1,31241,0,-1,0,0,30,53,0,0,14,Brentford F.C.,Chelsea,Everton,Man Utd,Tottenham,0,1,1.4,1,1,2.3,1,1.1,1,1.5,1,3,3,1,1,2.2,1.3,1,1,1.3,1,1.8,1,2.6,1,1.9,1,1.9,1,1,1,1,1.8,1,2.2,1,5.6
Eric,Bailly,DEF,MUN,5000000,0,0,0,0,0,0,4041,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0.1,566,0,-1,0,0,0,111,0,0,0,Wolverhampton,Newcastle,West Ham,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Aston Villa,Brighton,Wolverhampton,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,5000000,0,2,1,2E-07,4E-07,0,20518,0,1,0,0,0,0,0,0.4,1565,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.5,23392,0,-1,0,0,69,553,0,0,2,Man City,Norwich,Burnley,Tottenham,Brighton,0.5,1,0.5,0.5,0.5,0.6,0.6,0.5,1.1,0.5,0.9,0.5,0.5,0.8,0.5,0.5,1,0.6,1.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.6,0.5,1.9
Patrick,Bamford,FWD,LEE,7900000,2,8,2.7,3.41772151898734E-07,1.0126582278481E-06,0,423755,1,7,0,0,0,0,0,1,29758,-1,0,8,1,0.3,0,2.7,0,0,1,0,1,13.6,112081,0,-1,0,0,226,5164,0,0,20,Burnley,Liverpool,Newcastle,West Ham,Watford,1.4,1.6,2.4,2.9,4.1,2.1,3.2,3.1,4.1,1.4,1.4,3.2,2.4,1.4,1.4,3.9,1.4,3.3,2.9,1.7,4.1,1.4,1.4,3.7,1.4,1.4,3.9,2.3,3.7,1.9,1.4,1.4,4.1,3.1,2.9,1.4,12.1
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,-1,0,0,0,58,0,0,0,West Ham,Tottenham,Liverpool,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,1673,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5194,0,-1,0,0,0,627,0,0,0,Crystal Palace,Southampton,Man Utd,Leeds United F.C.,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,5000000,1,1,0.5,1E-07,2E-07,0,1548,0,0,0,0,0,0,0,0.2,41,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,268,0,-1,0,0,1,24,0,0,3,Aston Villa,Brighton,Wolverhampton,Liverpool,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0
Phil,Bardsley,DEF,BUR,4000000,0,0,0,0,0,0,12037,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0.8,6412,0,-1,0,0,0,502,0,0,0,Leeds United F.C.,Everton,Arsenal,Leicester,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5400000,0,0,0,0,0,0,4501,0,0,0,0,0,0,0,0,264,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1030,0,-1,0,0,0,60,0,0,0,Liverpool,Aston Villa,Tottenham,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Barnes,FWD,BUR,5500000,1,4,1.3,2.36363636363636E-07,7.27272727272727E-07,0,51126,1,4,0,0,0,0,0,0.7,3078,0,0,4,0,0.2,0,1.3,0,0,1,0,0,1.9,40523,0,-1,0,0,170,1798,0,0,8,Leeds United F.C.,Everton,Arsenal,Leicester,Norwich,1,0.6,1.6,0.6,1.6,0.6,0.6,0.7,0.6,1.1,0.6,0.7,0.7,0.9,1.8,0.6,0.9,0.6,0.6,1.6,1.2,1.4,0.6,0.6,0.6,0.6,0.6,1.3,2,1.1,0.6,1.1,0.6,1.1,0.6,1.6,8.5
Harvey,Barnes,MID,LEI,6900000,2,7,2.3,3.33333333333333E-07,1.01449275362319E-06,0,379142,0,3,0,0,0,0,0,1,42068,-1,0,7,1,0.3,0,2.3,0,0,1,0,0,8.4,65894,0,-1,0,0,200,1050,0,0,7,Norwich,Man City,Brighton,Burnley,Crystal Palace,1.2,3.4,1.2,2.8,1.2,1.8,1.2,2.5,1.2,1.7,3.3,1.2,1.2,2.7,1.4,1.2,1.2,1.2,2.3,1.2,2,1.2,1.5,1.2,1.2,2.4,1.2,2.5,1.2,2.8,1.2,2.7,1.2,1.9,1.2,2.5,6.9
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,10203,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Liverpool,Aston Villa,Tottenham,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,0,1,0.5,1.13636363636364E-07,2.27272727272727E-07,0,22336,0,1,0,0,0,0,0,0.2,1558,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.9,2745,0,-1,0,0,45,172,-1,0,6,Newcastle,West Ham,Man City,Wolverhampton,Chelsea,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.2,0.7,0.2,0.2,0.8,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.7
Asmir,Begovic,GLK,EVE,4000000,0,0,0,0,0,0,12040,0,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,2.6,35471,0,-1,0,0,0,5582,0,0,0,Brighton,Burnley,Aston Villa,Norwich,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
