FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Douglas Luiz,MID,AVL,4500000,0,25,3.1,6.88888888888889E-07,5.55555555555556E-06,0,287807,2,8,0,0,0,0,0,5.6,4064,0,0,25,0,0,0,0.2,1,0,4,0,2,2.4,393747,0,-1,0,0,684,225,0,0,126,Brighton,Crystal Palace,Man City,Leicester,Liverpool,0,0,0,3,1.6,2.5,3.5,2.2,2,2.3,2.2,1.7,3.1,2.6,3.5,2.2,3.4,1.8,3,3.1,3.1,1.7,2.3,3.7,2.3,3.4,1.6,32.7
Kieran,Dowell,MID,NOR,5200000,0,8,0.727272727272727,1.3986013986014E-07,1.53846153846154E-06,0,4786,0,3,0,0,0,0,0,1.5,21,-3,0,8,3,0.2,0,1,0,0,1,0,0,0,1226,0,-1,0,0,206,9,0,0,15,Southampton,Wolverhampton,Newcastle,Tottenham,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.7
Tommy,Doyle,MID,MCI,4500000,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,-1,0,0,0,0,0,0,0,Everton,West Ham,Aston Villa,Watford,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody,Drameh,DEF,LEE,4000000,0,0,0,0,0,0,4132,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4677,0,-1,0,0,19,23,0,0,-3,Tottenham,Brighton,Crystal Palace,Brentford F.C.,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4400000,0,0,0,0,0,0,8296,0,0,0,0,0,0,0,0,76,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2976,0,-1,0,0,0,87,0,0,0,Brentford F.C.,Arsenal,Norwich,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,1,43,3.9,9.06976744186047E-07,1E-05,0,816008,4,10,0,0,0,1,0,10,32809,3,1,43,-3,0.2,0,0.8,3,0,4,0,1,23.2,2316709,0,-1,0,1,990,3057,-1,0,220,Aston Villa,Leeds United F.C.,West Ham,Southampton,Tottenham,3.8,4.8,5,3.7,5.2,2.9,5.4,4.2,5.6,4.7,4,4,4.3,3.3,4,4.3,3.6,4.7,5.2,4.1,4.7,5.2,3.5,4.5,3.5,4.9,3.9,49.3
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,1432,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,-1,0,0,0,5,0,0,0,Brentford F.C.,Arsenal,Norwich,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,5000000,1,42,3.5,7E-07,8.4E-06,0,337498,0,14,0,0,0,0,0,8.4,6344,0,0,42,0,0.2,0,1,7,0,4,0,0,4.7,246594,0,-1,0,1,1080,887,0,0,239,Aston Villa,Leeds United F.C.,West Ham,Southampton,Tottenham,3.2,4.1,4.3,3.2,4.6,2.4,4.7,3.6,4.8,4,3.4,3.4,3.7,2.8,3.4,3.7,3,4.1,4.5,3.5,4,4.7,2.9,3.8,2.9,4.3,3.3,35.6
,Ederson,GLK,MCI,6000000,6,49,4.5,7.5E-07,8.16666666666667E-06,0,525550,2,6,0,13,0,0,0,8.2,2914,0,0,49,0,0.6,0,3.5,2,0,7,0,0,9.1,400192,0,-1,0,0,990,2299,0,0,206,Everton,West Ham,Aston Villa,Watford,Wolverhampton,5.7,5.2,4.4,3.9,4,6.1,4.2,4.3,6.5,5.5,5.6,4.4,5.5,5.1,6.3,5.4,4.7,4.1,5.6,4.8,5.7,5.2,3.7,5.7,4.1,5.8,5.7,12
Odsonne,Edouard,FWD,CRY,6500000,1,31,2.81818181818182,4.33566433566434E-07,4.76923076923077E-06,0,294824,0,6,0,0,0,3,0,4.8,9910,0,0,31,0,0.3,0,1.8,4,0,3,0,0,2.9,514175,0,-1,0,1,511,943,0,0,115,Burnley,Aston Villa,Leeds United F.C.,Man Utd,Everton,2.2,3,2.8,2.9,3.1,2.8,2.9,1.9,3.4,2.5,2.2,2.1,2.4,2.3,1.4,3.3,2.2,2.2,2.9,3,2.7,2.1,3.8,1.8,3.6,1.5,2.6,45.5
Samuel,Edozie,MID,MCI,4800000,0,0,0,0,0,0,1751,0,0,0,0,0,0,0,0,6,-2,0,0,2,0,0,0,0,0,0,0,0,0,636,0,-1,0,0,0,6,0,0,0,Everton,West Ham,Aston Villa,Watford,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5600000,1,15,1.36363636363636,2.43506493506493E-07,2.67857142857143E-06,0,146128,2,6,0,0,0,1,0,2.7,330,-4,0,15,4,0.2,0,1,1,0,1,0,0,0.4,77040,0,-1,0,0,354,104,0,0,33,Brighton,Crystal Palace,Man City,Leicester,Liverpool,0.7,0.7,0.7,0.8,0.7,0.7,1,0.7,0.7,0.7,0.7,0.7,0.9,0.7,1,0.7,1,0.7,0.8,0.8,0.8,0.7,0.7,1.1,0.7,0.9,0.7,18.6
Anthony,Elanga,MID,MUN,4800000,0,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,701,0,-1,0,0,0,5,0,0,0,Watford,Chelsea,Arsenal,Crystal Palace,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,29538,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0.7,68115,0,-1,0,0,0,83,0,0,0,Man Utd,Leicester,Chelsea,Man City,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,9,0.818181818181818,1.54373927958834E-07,1.69811320754717E-06,0,41050,0,1,0,0,0,0,0,1.7,29,-2,0,9,2,0,0,0,0,0,2,0,0,0.1,33307,0,-1,0,0,249,6,0,0,33,Arsenal,Southampton,Everton,Wolverhampton,Aston Villa,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.5
,Elneny,MID,ARS,4400000,1,3,0.272727272727273,6.19834710743802E-08,6.81818181818182E-07,0,52886,0,2,0,0,0,0,0,0.7,257,-1,0,3,1,0.1,0,0.5,0,0,0,0,0,0.3,20973,0,-1,0,0,55,414,0,0,13,Liverpool,Newcastle,Man Utd,Everton,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Mohamed,Elyounoussi,MID,SOU,5500000,1,28,2.8,5.09090909090909E-07,5.09090909090909E-06,0,20546,1,7,0,0,0,1,0,5.1,383,0,0,28,0,0.4,0,2,1,0,5,0,0,0.2,29153,0,-1,0,0,744,75,0,0,56,Norwich,Liverpool,Leicester,Brighton,Arsenal,2.5,1.4,2.3,2,1.7,1.7,1.9,1.8,2.4,2.8,3,1.6,1.8,2.3,2.1,2.9,1.9,2.8,2.2,2,1.6,2.4,2.2,2.7,2.3,1.4,2.2,53.7
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2182,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Leicester,Man Utd,Watford,West Ham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,4900000,0,14,1.8,3.6734693877551E-07,2.85714285714286E-06,0,25741,1,13,0,0,0,0,0,2.9,442,-1,0,14,1,0.4,0,2.2,0,0,1,0,0,0.5,61811,0,-1,0,0,675,1317,0,0,110,Leeds United F.C.,Burnley,Brentford F.C.,Norwich,Brighton,1.8,1,1.5,1.5,1.6,0.9,1.8,1.4,0.9,0.9,1.8,1.7,1.2,1,1.5,1.3,1.6,1.6,1.4,1,0.9,1.5,1.7,1.1,1.7,1.4,1.1,24.8
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brighton,Crystal Palace,Man City,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4400000,0,7,0.636363636363636,1.44628099173554E-07,1.59090909090909E-06,0,33317,3,6,0,0,0,0,0,1.6,136,-1,0,7,1,0,0,0,0,0,0,0,0,0.2,26550,0,-1,0,0,369,53,0,0,52,Man Utd,Leicester,Chelsea,Man City,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.9
Jonny,Evans,DEF,LEI,5400000,0,6,0.545454545454545,1.01010101010101E-07,1.11111111111111E-06,0,15676,2,10,0,0,0,0,0,1.1,246,-1,0,6,1,0.2,0,1,0,0,0,0,0,0.2,10767,0,-1,0,0,476,317,0,0,63,Chelsea,Watford,Southampton,Aston Villa,Newcastle,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.5
Eberechi,Eze,MID,CRY,5900000,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,55,-1,0,0,1,0,0,0,0,0,0,0,0,0,2161,0,-1,0,0,0,199,0,0,0,Burnley,Aston Villa,Leeds United F.C.,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,5000000,3,40,3.3,6.6E-07,8E-06,0,120756,0,14,0,34,0,0,0,8,1524,0,0,40,0,0.8,0,4,2,0,3,0,0,2.3,122925,0,-1,0,0,1080,901,0,0,201,Wolverhampton,Man City,Brighton,Chelsea,Burnley,3.5,4.1,3.4,3.4,3.2,3.7,3.3,2.7,2.5,2.7,3.8,4.3,2,3,2.3,2.2,4.6,3.4,4.4,3.5,4.5,3.2,4.5,3.8,3.4,3.7,4.3,26.9
,Fabinho,MID,LIV,5400000,2,23,2.09090909090909,3.87205387205387E-07,4.25925925925926E-06,0,99868,3,9,0,0,0,1,0,4.3,524,-1,0,23,1,0.2,0,1,0,0,3,0,1,0.7,69910,0,-1,0,0,648,696,0,0,124,Arsenal,Southampton,Everton,Wolverhampton,Aston Villa,1.3,1.5,1.2,2.2,1.7,1.6,1.3,1.3,1.6,1.3,1,1.2,1.3,1.6,1.7,1.2,1,1.5,1,1.6,1,1.3,1.1,1.8,1.3,1.6,1.4,31
,Fabio Silva,FWD,WOL,5700000,0,7,0.636363636363636,1.11642743221691E-07,1.2280701754386E-06,0,62092,0,0,0,0,0,0,0,1.2,229,-3,0,7,3,0.1,0,0.5,0,0,0,0,0,0.4,20887,0,-1,0,0,36,112,0,0,20,West Ham,Norwich,Burnley,Liverpool,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,3.9
,Femenia,DEF,WAT,4300000,5,13,1.18181818181818,2.74841437632135E-07,3.02325581395349E-06,0,15730,1,9,0,0,0,0,0,3,25,-2,0,13,2,0.4,0,1.8,0,0,0,0,2,0.1,3317,0,-1,0,0,449,122,0,0,84,Man Utd,Leicester,Chelsea,Man City,Brentford F.C.,0.6,0.6,0.7,0.8,1,0.6,0.6,0.6,0.6,1.2,0.6,0.7,0.8,0.7,0.6,0.9,0.8,0.6,0.7,1,0.8,0.7,0.8,0.6,0.6,0.6,1,17.1
Nathan,Ferguson,DEF,CRY,4500000,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,-1,0,0,0,2,0,0,0,Burnley,Aston Villa,Leeds United F.C.,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11700000,2,54,4.5,3.84615384615385E-07,4.61538461538462E-06,0,3492618,3,21,0,0,0,4,0,4.6,27714,-3,0,54,3,0.2,1,2.8,4,0,2,0,3,18.1,913592,0,-1,0,1,1030,1273,0,0,237,Watford,Chelsea,Arsenal,Crystal Palace,Norwich,6.1,5,3.8,4.2,5.8,5.5,3.1,6,4.5,4,4.9,2.7,5.5,4.3,5,4.4,4.1,3.9,3.7,3.7,4.5,4.7,4.6,3,5.4,2.6,4.6,113.8
Alvaro,Fernandez,GLK,BRE,4500000,3,6,0.545454545454545,1.21212121212121E-07,1.33333333333333E-06,0,20273,0,8,0,12,0,0,0,1.3,974,0,0,6,0,0.3,0,1.5,0,0,0,0,0,0.6,62540,0,-1,0,0,270,252,0,0,56,Newcastle,Everton,Tottenham,Leeds United F.C.,Watford,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.1
Federico,Fernandez,DEF,NEW,4300000,0,5,0.454545454545455,1.05708245243129E-07,1.16279069767442E-06,0,13995,0,11,0,0,0,0,0,1.2,69,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,4991,0,-1,0,0,437,26,0,0,69,Brentford F.C.,Arsenal,Norwich,Burnley,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.3
,Fernandinho,MID,MCI,4800000,0,9,0.818181818181818,1.70454545454545E-07,1.875E-06,0,44183,0,2,0,0,0,0,0,1.9,184,-2,0,9,2,0,0,0.2,0,0,1,0,0,0.3,28850,0,-1,0,0,184,121,0,0,35,Everton,West Ham,Aston Villa,Watford,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.1
Roberto,Firmino,FWD,LIV,8800000,0,35,4.4,5E-07,3.97727272727273E-06,0,766853,0,6,0,0,0,4,0,4,9421,-2,0,35,2,0.1,0,1,5,0,2,0,1,2.7,449084,0,-1,0,1,367,152,0,0,155,Arsenal,Southampton,Everton,Wolverhampton,Aston Villa,0,0,0,0,0,5.6,4.8,5.8,6,3.6,3.9,4.2,5.3,5.3,5.4,4.6,4.1,5.3,4.3,5.6,4.2,4.1,5.1,6.1,4.9,4.7,3.6,51.6
,Firpo,DEF,LEE,4800000,0,8,1.3,2.70833333333333E-07,1.66666666666667E-06,0,68137,1,12,0,0,0,0,0,1.7,218,-2,0,8,2,0,0,0,2,0,1,0,0,0.3,23089,1,-1,0,0,464,14,0,0,63,Tottenham,Brighton,Crystal Palace,Brentford F.C.,Chelsea,0,1,0.8,0.9,1,0.9,1.1,1.1,0.9,0.8,0.8,0.6,0.6,0.7,0.7,1.5,0.6,0.9,0.7,0.7,0.6,0.9,0.6,1,0.7,0.9,1,18.2
Ashley,Fletcher,FWD,WAT,4900000,0,2,0.181818181818182,3.71057513914657E-08,4.08163265306122E-07,0,30029,0,0,0,0,0,0,0,0.4,231,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.2,23151,0,-1,0,0,9,143,0,0,3,Man Utd,Leicester,Chelsea,Man City,Brentford F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.2
Phil,Foden,MID,MCI,8300000,1,41,3.72727272727273,4.49069003285871E-07,4.93975903614458E-06,0,425855,0,5,0,0,0,3,0,4.9,32628,3,0,41,-3,0.7,0,6,3,0,3,0,2,13.7,1429191,0,-1,0,1,611,5864,0,0,133,Everton,West Ham,Aston Villa,Watford,Wolverhampton,0,2.6,3.2,4.2,3.7,3.6,4.2,3.5,3.7,3,2.5,3.7,2.8,4,3.6,2.9,2.5,3,2.9,3.7,1.9,4.7,4.1,3.3,4.1,3.1,4.2,66.5
Wesley,Fofana,DEF,LEI,4300000,0,0,0,0,0,0,41290,0,0,0,0,0,0,0,0,73,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2155,0,-1,0,0,0,13,0,0,0,Chelsea,Watford,Southampton,Aston Villa,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,1,52,4.3,7.16666666666667E-07,8.66666666666667E-06,0,350408,3,14,0,0,0,4,0,8.7,3367,0,0,52,0,0.9,0,5.5,3,0,3,0,2,2.2,456020,0,-1,0,1,1031,2634,0,0,193,Wolverhampton,Man City,Brighton,Chelsea,Burnley,5.9,3.4,3.4,2.9,4.8,3.9,4.9,4.6,5.4,3.9,4.2,4.9,4.7,4.8,4.8,4.3,3.1,4.9,4.2,3.7,4.8,4.8,4.3,4.1,5.1,2.8,4.7,81.9
Adam,Forshaw,MID,LEE,4500000,0,4,0.363636363636364,8.08080808080808E-08,8.88888888888889E-07,0,1784,0,1,0,0,0,0,0,0.9,16,0,0,4,0,0.2,0,0.8,0,0,0,0,0,0,1990,0,-1,0,0,128,33,0,0,21,Tottenham,Brighton,Crystal Palace,Brentford F.C.,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.9
Marcus,Forss,FWD,BRE,5300000,0,6,1.2,2.26415094339623E-07,1.13207547169811E-06,0,21504,0,4,0,0,0,0,0,1.1,179,-2,0,6,2,0.2,0,1,0,0,0,0,0,0.1,15450,0,-1,0,0,171,41,0,0,17,Newcastle,Everton,Tottenham,Leeds United F.C.,Watford,1,0.6,0.6,1,0.7,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.9,0.6,0.6,1,0.6,1,0.6,0.7,0.9,5.6
Fraser,Forster,GLK,SOU,4400000,0,0,0,0,0,0,55257,0,0,0,0,0,0,0,0,419,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,18470,0,-1,0,0,0,208,0,0,0,Norwich,Liverpool,Leicester,Brighton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4100000,5,28,3.5,8.53658536585366E-07,6.82926829268293E-06,0,849198,0,13,0,24,0,0,0,6.8,2394,1,0,28,-1,1.2,0,4.8,3,0,0,0,1,23.1,721349,0,-1,1,1,720,10949,0,0,148,Man Utd,Leicester,Chelsea,Man City,Brentford F.C.,3.2,3.1,3.9,4.2,4.7,3.3,3.6,3.6,3.6,4.9,2.8,3.8,4.1,3.9,3,4.5,4.3,3,4,4.8,4.3,3.9,4.3,3.7,2.8,2.9,4.7,22.4
,Fosu,MID,BRE,5100000,0,0,0,0,0,0,7586,0,0,0,0,0,0,0,0,24,-4,0,0,4,0,0,0,0,0,0,0,0,0,1755,0,-1,0,0,0,17,0,0,0,Newcastle,Everton,Tottenham,Leeds United F.C.,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5300000,4,16,1.45454545454545,2.74442538593482E-07,3.0188679245283E-06,0,9647,0,3,0,0,0,0,0,3,51,-2,0,16,2,0.4,0,2,0,0,0,0,2,0.1,3518,0,-1,0,0,217,155,0,0,54,Brentford F.C.,Arsenal,Norwich,Burnley,Leicester,0.7,0.7,1,1,0.8,0.7,0.7,0.7,0.7,0.8,0.9,0.7,0.7,1,0.7,0.8,0.7,0.7,0.9,0.7,0.8,0.8,0.9,0.7,0.7,0.8,0.8,12.6
,Fred,MID,MUN,4900000,0,19,2.1,4.28571428571429E-07,3.87755102040816E-06,0,82909,4,12,0,0,0,1,0,3.9,564,-1,0,19,1,0.2,0,1.2,0,0,2,0,0,0.4,68197,1,-1,0,0,760,187,0,0,98,Watford,Chelsea,Arsenal,Crystal Palace,Norwich,2.1,1.5,1.1,1.2,1.9,1.8,1,2,1.3,1.1,1.5,1,1.8,1.3,1.6,1.3,1.2,1.1,1,1,1.4,1.4,1.4,1,1.7,1,1.4,29.3
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.0909090909090909,2.06611570247934E-08,2.27272727272727E-07,0,9884,0,0,0,0,0,0,0,0.2,55,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,3496,0,-1,0,0,2,16,0,0,3,Wolverhampton,Man City,Brighton,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5100000,0,46,5.1,1E-06,9.01960784313725E-06,0,70913,1,8,0,0,0,1,0,9,5432,1,0,46,-1,1.1,0,5.5,6,0,5,0,0,2.3,226288,0,-1,0,1,810,6808,0,0,198,Liverpool,Newcastle,Man Utd,Everton,Southampton,6.7,5.4,6.9,5.9,6,6.6,6.1,5.6,5.3,7.1,6.1,6.7,5.7,6.9,6.7,6.9,4.2,5.6,4.8,4.5,6.8,4.8,6,6.4,7.4,4.5,7.1,33.7
Conor,Gallagher,MID,CRY,6000000,5,67,6.1,1.01666666666667E-06,1.11666666666667E-05,0,471827,3,14,0,0,0,4,0,11.2,2847,5,-1,67,-5,1.3,0,7.8,9,0,4,0,5,22.6,2318691,0,-1,0,3,955,110639,1,0,215,Burnley,Aston Villa,Leeds United F.C.,Man Utd,Everton,6.5,8.9,5.9,6.7,7.4,8.6,7.3,5.6,9,6.4,6.4,5.1,7,6.6,6.3,8.8,8.1,6.2,7.2,8,6.6,5.3,8.1,6.6,8.7,5.7,6.2,99.4
Dwight,Gayle,FWD,NEW,5300000,0,3,0.272727272727273,5.14579759862779E-08,5.66037735849057E-07,0,21146,0,0,0,0,0,0,0,0.6,132,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.1,11753,0,-1,0,0,21,58,0,0,8,Brentford F.C.,Arsenal,Norwich,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Jean-Philippe,Gbamin,MID,EVE,4500000,0,2,0.181818181818182,4.04040404040404E-08,4.44444444444444E-07,0,3394,0,2,0,0,0,0,0,0.4,12,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,2224,0,-1,0,0,46,18,0,0,7,Man City,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Joe,Gelhardt,FWD,LEE,4500000,0,5,0.454545454545455,1.01010101010101E-07,1.11111111111111E-06,0,48775,0,0,0,0,0,0,0,1.1,1484,0,0,5,0,0.2,0,1,0,0,0,0,1,1,119373,0,-1,0,0,40,2381,0,0,11,Tottenham,Brighton,Crystal Palace,Brentford F.C.,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
Saman,Ghoddos,MID,BRE,5300000,0,14,1.27272727272727,2.40137221269297E-07,2.64150943396226E-06,0,3776,2,3,0,0,0,1,0,2.6,55,-2,0,14,2,0.5,0,2.5,0,0,0,0,1,0,2083,0,-1,0,0,252,28,0,0,59,Newcastle,Everton,Tottenham,Leeds United F.C.,Watford,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.6,0.9,0.6,0.8,0.6,0.6,0.6,25.3
Dimitris,Giannoulis,DEF,NOR,4400000,0,16,1.45454545454545,3.30578512396694E-07,3.63636363636364E-06,0,6775,1,8,0,0,0,0,0,3.6,66,-1,0,16,1,0,0,0.2,2,0,2,0,0,0.1,3576,0,-1,0,0,380,15,0,0,85,Southampton,Wolverhampton,Newcastle,Tottenham,Man Utd,0.8,0.7,0.7,1.4,0.8,1.1,1,1.2,0.7,0.7,1.1,0.7,1,1.2,1.3,0.7,1.1,1,1.1,1.2,1,1.2,0.7,0.7,1,0.8,1.7,14
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,32469,1,0,0,0,0,0,0,0.2,41,0,0,1,0,0,0,0,0,0,0,0,0,0.1,7872,0,-1,0,0,7,0,0,0,0,West Ham,Norwich,Burnley,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
