FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Cody,Drameh,DEF,LEE,4000000,0,0,0,0,0,0,3345,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4281,0,-1,0,0,0,13,0,0,0,Wolverhampton,Norwich,Leicester,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4400000,0,0,0,0,0,0,7533,0,0,0,0,0,0,0,0,58,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1292,0,-1,0,0,0,15,0,0,0,Crystal Palace,Chelsea,Brighton,Brentford F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4400000,0,40,5,1.13636363636364E-06,9.09090909090909E-06,0,543004,3,5,0,0,0,1,0,9.1,15665,4,0,40,-4,0.7,0,3.2,3,0,4,0,1,25.2,2189225,0,-1,0,1,720,11142,0,0,177,Man City,Liverpool,Newcastle,Aston Villa,Leeds United F.C.,6.7,7.2,4.9,5.4,6.6,6.9,5.7,6.9,4,7.1,5.8,6.9,5.9,6.1,4.8,5.5,4.6,6.2,6.2,4.7,6.1,6.1,6.5,6.1,6.5,5.7,7.1,6.2,6.4,5.3,40.1
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,1225,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,-1,0,0,0,5,0,0,0,Crystal Palace,Chelsea,Brighton,Brentford F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,5000000,0,38,4.2,8.4E-07,7.6E-06,0,264567,0,9,0,0,0,0,0,7.6,4061,0,0,38,0,1,0,4.8,7,0,4,0,0,4.8,179095,0,-1,0,1,810,6020,0,0,190,Man City,Liverpool,Newcastle,Aston Villa,Leeds United F.C.,5.3,6,3.8,4.1,5.2,5.5,4.4,5.8,3,5.8,4.7,5.5,4.6,4.8,3.7,4.2,3.5,4.9,4.9,3.6,5.1,4.8,5.1,4.8,5.5,4.4,5.7,4.9,5,4.1,27.8
,Ederson,GLK,MCI,6000000,2,37,4.6,7.66666666666667E-07,6.16666666666667E-06,0,434026,1,4,0,10,0,0,0,6.2,5125,0,0,37,0,0.4,0,2.2,2,0,5,0,0,9.5,336708,0,-1,0,0,720,4137,0,0,151,Brighton,Crystal Palace,Man Utd,Everton,West Ham,5.1,6.2,5.7,6,5.5,3.8,3.1,4.3,6.6,3.2,5,6.2,4.5,5.6,4.1,6.1,4.8,6.9,4.3,6.3,3.3,5.7,4.5,6.3,5.5,4.6,4.8,5.2,5.3,6.3,9.6
Odsonne,Edouard,FWD,CRY,6500000,2,26,3.25,5E-07,4E-06,0,201490,0,6,0,0,0,3,0,4,6517,0,0,26,0,0.5,0,3.2,4,0,1,0,0,3.2,449291,0,-1,0,1,357,3877,0,0,102,Newcastle,Man City,Wolverhampton,Burnley,Aston Villa,4.8,1.6,2.7,2.7,3.7,2.9,2.7,4,3.8,3.5,2.1,4.4,3.3,2.2,2.8,2.7,2.6,1.9,4.4,3.1,3.3,3.1,4,2.6,2.4,4.6,2.2,4.9,1.6,3.7,36.8
Samuel,Edozie,MID,MCI,4800000,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,0,19,-2,1,0,2,0,0,0,0,0,0,0,0,0,539,0,-1,0,0,0,9,-1,0,0,Brighton,Crystal Palace,Man Utd,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5700000,1,12,1.5,2.63157894736842E-07,2.10526315789474E-06,0,137771,1,3,0,0,0,1,0,2.1,647,-3,0,12,3,0,0,0.2,1,0,1,0,0,0.5,74624,0,-1,0,0,252,78,0,0,29,Arsenal,West Ham,Southampton,Brighton,Crystal Palace,0.8,0.8,0.8,0.8,0.8,0.8,1.1,0.8,0.8,1.2,0.8,0.8,0.8,0.8,0.8,1,0.8,1.2,0.8,1.1,0.8,0.9,1.2,0.9,0.8,0.8,1.3,0.8,1.3,0.8,12.2
Anthony,Elanga,MID,MUN,4800000,0,0,0,0,0,0,1741,0,0,0,0,0,0,0,0,11,-2,0,0,2,0,0,0,0,0,0,0,0,0,568,0,-1,0,0,0,7,0,0,0,Liverpool,Tottenham,Man City,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,23155,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0.7,65995,0,-1,0,0,0,158,0,0,0,Everton,Southampton,Arsenal,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,9,1.125,2.12264150943396E-07,1.69811320754717E-06,0,40132,0,1,0,0,0,0,0,1.7,91,-2,0,9,2,0,0,0,0,0,2,0,0,0.1,33192,0,-1,0,0,249,10,0,0,33,Man Utd,Brighton,West Ham,Arsenal,Southampton,0,0,0,0,0,0.6,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18.5
,Elneny,MID,ARS,4500000,0,1,0.125,2.77777777777778E-08,2.22222222222222E-07,0,47782,0,2,0,0,0,0,0,0.2,409,0,0,1,0,0,0,0,0,0,0,0,0,0.4,18133,0,-1,0,0,45,184,0,0,2,Aston Villa,Leicester,Watford,Liverpool,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Mohamed,Elyounoussi,MID,SOU,5500000,1,21,3,5.45454545454545E-07,3.81818181818182E-06,0,14427,1,6,0,0,0,1,0,3.8,399,0,0,21,0,0.3,0,1.8,1,0,3,0,0,0.2,25093,0,-1,0,0,543,151,0,0,44,Burnley,Watford,Aston Villa,Norwich,Liverpool,3.2,2.5,3.1,2.7,1.6,3,2.3,1.8,1.9,2.1,2.2,2.7,3.4,3.7,2.1,1.8,2,2.3,3.5,1.9,3.1,2.4,2,2,2.7,2.3,3.4,2.6,1.6,2.3,41.2
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2136,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Norwich,Newcastle,Burnley,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,4900000,1,6,1,2.04081632653061E-07,1.22448979591837E-06,0,20327,1,9,0,0,0,0,0,1.2,283,-1,0,6,1,0.2,0,1,0,0,0,0,0,0.2,29434,0,-1,0,0,450,284,0,0,60,West Ham,Man Utd,Everton,Leeds United F.C.,Burnley,0.5,0.6,0.5,0.7,0.5,0.6,0.7,0.5,0.5,0.7,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.6,0.5,16.9
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Arsenal,West Ham,Southampton,Brighton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4500000,0,7,1.2,2.66666666666667E-07,1.55555555555556E-06,0,29398,3,6,0,0,0,0,0,1.6,336,0,0,7,0,0,0,0.2,0,0,0,0,0,0.2,25254,0,-1,0,0,369,9,0,0,52,Everton,Southampton,Arsenal,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,8.9
Jonny,Evans,DEF,LEI,5400000,1,3,0.375,6.94444444444444E-08,5.55555555555556E-07,0,12122,0,3,0,0,0,0,0,0.6,297,-1,0,3,1,0.1,0,0.5,0,0,0,0,0,0.1,4707,0,-1,0,0,161,29,0,0,27,Brentford F.C.,Arsenal,Leeds United F.C.,Chelsea,Watford,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2
Eberechi,Eze,MID,CRY,5900000,0,0,0,0,0,0,3082,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,1121,0,-1,0,0,0,23,0,0,0,Newcastle,Man City,Wolverhampton,Burnley,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,5000000,2,26,2.9,5.8E-07,5.2E-06,0,98079,0,10,0,25,0,0,0,5.2,852,0,0,26,0,0.6,0,3.2,0,0,2,0,0,1.9,75705,0,-1,0,0,765,425,0,0,141,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,3.8,2.4,2.9,3.5,2.9,2.2,2.2,2.9,2.9,2.8,2.4,2,2.1,2.9,3.6,1.7,2.1,1.9,1.5,3.9,2.7,3.9,2.5,4,2.7,3.4,2.8,3,3,3.2,17
,Fabinho,MID,LIV,5400000,0,19,2.375,4.39814814814815E-07,3.51851851851852E-06,0,82054,2,6,0,0,0,1,0,3.5,887,-1,0,19,1,0.3,0,1.5,0,0,2,0,1,0.8,63809,0,-1,0,0,479,919,0,0,93,Man Utd,Brighton,West Ham,Arsenal,Southampton,1.6,1.3,1.8,1.6,1.8,1.3,2.9,1.9,2.1,1.4,1.7,1.8,1.7,1.2,1.5,1.8,2,2.2,1.4,1.2,1.9,1.2,1.9,1.2,1.5,1.3,2,1.6,1.8,1.5,27.1
,Fabio Silva,FWD,WOL,5700000,0,5,0.625,1.09649122807018E-07,8.7719298245614E-07,0,57108,0,0,0,0,0,0,0,0.9,410,-3,0,5,3,0,0,0.2,0,0,0,0,0,0.4,18323,0,-1,0,0,34,216,0,0,17,Leeds United F.C.,Everton,Crystal Palace,West Ham,Norwich,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,3.9
,Femenia,DEF,WAT,4400000,0,6,0.75,1.70454545454545E-07,1.36363636363636E-06,0,14511,1,7,0,0,0,0,0,1.4,114,-1,0,6,1,0.1,0,0.5,0,0,0,0,1,0.1,3048,0,-1,0,0,269,2,0,0,39,Everton,Southampton,Arsenal,Man Utd,Leicester,0,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.7
Nathan,Ferguson,DEF,CRY,4500000,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,-1,0,0,0,3,0,0,0,Newcastle,Man City,Wolverhampton,Burnley,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11800000,0,43,5.4,4.57627118644068E-07,3.64406779661017E-06,0,3116649,2,10,0,0,0,4,0,3.6,36534,-2,0,43,2,0.2,1,2.5,4,0,1,0,2,22,846516,0,-1,0,1,714,1199,0,0,178,Liverpool,Tottenham,Man City,Watford,Chelsea,0,5.2,4.8,6.6,6,5.8,7,7,6.8,5.2,6.7,6.8,5.5,5.5,4.5,6.5,6.4,5.7,6.6,4,5.8,4.8,6.4,5,7.2,5.3,4.8,6.3,4.5,5.4,96.1
Alvaro,Fernandez,GLK,BRE,4500000,0,0,0,0,0,0,4182,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5959,0,-1,0,0,0,105,0,0,0,Leicester,Burnley,Norwich,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4400000,0,5,0.625,1.42045454545455E-07,1.13636363636364E-06,0,12360,0,11,0,0,0,0,0,1.1,114,-1,0,5,1,0.2,0,0.8,0,0,0,0,0,0.1,4575,0,-1,0,0,437,23,0,0,69,Crystal Palace,Chelsea,Brighton,Brentford F.C.,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,17.3
,Fernandinho,MID,MCI,4900000,1,9,1.125,2.29591836734694E-07,1.83673469387755E-06,0,39329,0,2,0,0,0,0,0,1.8,398,-1,0,9,1,0.2,0,0.8,0,0,1,0,0,0.4,26834,0,-1,0,0,184,144,0,0,35,Brighton,Crystal Palace,Man Utd,Everton,West Ham,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.6,0.8,0.6,0.7,9.1
Roberto,Firmino,FWD,LIV,8900000,0,31,5.2,5.84269662921348E-07,3.48314606741573E-06,0,476226,0,4,0,0,0,4,0,3.5,2691,-1,-1,31,1,0.6,0,5.5,5,0,1,0,1,4,273776,0,-1,0,1,214,24158,1,0,141,Man Utd,Brighton,West Ham,Arsenal,Southampton,7,4.9,7,6.4,6.2,6.5,7.5,6,7.1,5.9,7,6.9,4.6,4.7,5.8,6.8,6.9,7,6.1,5.3,6.2,6,6.8,4.7,5.1,6.5,6.8,6.3,6.2,4.3,40.1
,Firpo,DEF,LEE,4800000,0,8,1.3,2.70833333333333E-07,1.66666666666667E-06,0,59949,1,12,0,0,0,0,0,1.7,1062,-2,0,8,2,0.4,0,1.8,2,0,1,0,0,0.4,22804,1,-1,0,0,464,15,0,0,63,Wolverhampton,Norwich,Leicester,Tottenham,Brighton,0,0,0.6,1,0.7,0.9,0.9,0.8,0.6,1,1,0.9,0.9,0.8,0.7,0.6,0.6,1,1.5,0.6,1,0.8,0.8,0.6,0.8,0.6,1.1,0.6,0.8,1.1,18.2
Ashley,Fletcher,FWD,WAT,4900000,0,0,0,0,0,0,25841,0,0,0,0,0,0,0,0,295,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,20095,0,-1,0,0,0,165,0,0,0,Everton,Southampton,Arsenal,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Foden,MID,MCI,8100000,18,35,4.375,5.40123456790123E-07,4.32098765432099E-06,0,140332,0,3,0,0,0,3,0,4.3,2466,1,-1,35,-1,1,0,8.5,3,0,2,0,2,6.6,558531,0,-1,0,1,374,93505,1,0,108,Brighton,Crystal Palace,Man Utd,Everton,West Ham,3.9,5.9,3.3,4.4,3.9,3.2,4.1,4.7,5.2,4.2,5.4,4.3,3,3.8,3.8,4.1,4.4,4.9,2.8,4,3.1,4.4,4,3.2,5.8,5.6,3.3,6,3.7,5.6,56.5
Wesley,Fofana,DEF,LEI,4400000,0,0,0,0,0,0,39691,0,0,0,0,0,0,0,0,123,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1841,0,-1,0,0,0,18,0,0,0,Brentford F.C.,Arsenal,Leeds United F.C.,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,1,31,3.4,5.66666666666667E-07,5.16666666666667E-06,0,299355,2,10,0,0,0,2,0,5.2,4464,0,0,31,0,0.2,0,1.5,1,0,2,0,1,2.2,406078,0,-1,0,0,748,635,0,0,117,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,2.6,2.9,1.7,4.9,2,2.3,1.9,3.5,2.7,3.6,3,3.6,2.8,2.8,2.9,3.1,3.3,3.5,2.5,2.4,3.1,2.7,2.2,3.7,3.3,3.2,2.6,3.8,2.1,3.4,52.6
Adam,Forshaw,MID,LEE,4500000,0,1,0.125,2.77777777777778E-08,2.22222222222222E-07,0,1567,0,0,0,0,0,0,0,0.2,13,0,0,1,0,0,0,0.2,0,0,0,0,0,0,1649,0,-1,0,0,26,8,0,0,2,Wolverhampton,Norwich,Leicester,Tottenham,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Marcus,Forss,FWD,BRE,5300000,0,2,1,1.88679245283019E-07,3.77358490566038E-07,0,17861,0,0,0,0,0,0,0,0.4,144,-2,0,2,2,0,0,0.2,0,0,0,0,0,0.1,10948,0,-1,0,0,27,204,0,0,4,Leicester,Burnley,Norwich,Newcastle,Everton,0.5,0.6,0.5,0.7,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.8,0.5,0.6,0.5,0.5,0.6,2.8
Fraser,Forster,GLK,SOU,4400000,0,0,0,0,0,0,47486,0,0,0,0,0,0,0,0,263,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,13884,0,-1,0,0,0,114,0,0,0,Burnley,Watford,Aston Villa,Norwich,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4000000,1,10,2,5E-07,2.5E-06,0,776094,0,10,0,17,0,0,0,2.5,3336,0,0,10,0,0.4,0,1.8,0,0,0,0,0,22.3,556882,0,-1,0,0,450,8208,0,0,79,Everton,Southampton,Arsenal,Man Utd,Leicester,1.3,1.6,1.4,1.8,1,1.5,2,2.1,1.4,1.7,1.8,1.4,2.7,1,1.9,1.7,1.5,1.1,1.8,1.9,1.2,1.7,2,1.9,1.7,1.3,1.8,1,1.2,1.7,11.8
,Fosu,MID,BRE,5200000,0,0,0,0,0,0,7004,0,0,0,0,0,0,0,0,31,-3,0,0,3,0,0,0,0,0,0,0,0,0,1338,0,-1,0,0,0,26,0,0,0,Leicester,Burnley,Norwich,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5400000,2,10,1.25,2.31481481481481E-07,1.85185185185185E-06,0,8752,0,2,0,0,0,0,0,1.9,65,-1,0,10,1,0.1,0,0.8,0,0,0,0,1,0.1,2252,0,-1,0,0,133,21,0,0,28,Crystal Palace,Chelsea,Brighton,Brentford F.C.,Arsenal,0.6,0.6,0.6,0.6,0.6,0.9,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,5.8
,Fred,MID,MUN,4900000,0,14,2.3,4.69387755102041E-07,2.85714285714286E-06,0,76058,2,5,0,0,0,1,0,2.9,746,-1,0,14,1,0.2,0,0.8,0,0,1,0,0,0.4,61063,1,-1,0,0,501,92,0,0,75,Liverpool,Tottenham,Man City,Watford,Chelsea,0,1.3,1.2,1.9,1.6,1.5,2,2,2,1.3,1.9,1.9,1.4,1.4,1.2,1.8,1.8,1.5,1.8,1.2,1.5,1.2,1.8,1.2,2.1,1.3,1.2,1.7,1.2,1.4,20.7
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.125,2.84090909090909E-08,2.27272727272727E-07,0,9213,0,0,0,0,0,0,0,0.2,36,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,2954,0,-1,0,0,2,36,0,0,3,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
,Gabriel,DEF,ARS,5000000,2,26,4.3,8.6E-07,5.2E-06,0,28263,0,4,0,0,0,0,0,5.2,1498,0,0,26,0,0.6,0,2.8,3,0,3,0,0,0.8,71034,0,-1,0,0,540,1422,0,0,118,Aston Villa,Leicester,Watford,Liverpool,Newcastle,5.7,3.1,4.1,5.6,4.6,5.3,4,5.2,4.9,4.5,4.5,3.8,6,4.9,5.6,5.2,5,5.5,5.8,2.9,4.4,3.6,3.1,5.1,3.9,5.7,5,5.9,3,5.4,17.2
Conor,Gallagher,MID,CRY,5700000,2,38,4.8,8.42105263157895E-07,6.66666666666667E-06,0,346825,2,11,0,0,0,2,0,6.7,22159,2,0,38,-2,0.4,0,2.5,3,0,2,0,3,7.7,931315,0,-1,0,1,695,2871,0,0,117,Newcastle,Man City,Wolverhampton,Burnley,Aston Villa,6.9,2.4,5.6,4.2,6.5,3.5,3.4,5.3,6.4,4.3,3.1,7,4.7,4,3.9,4.6,4.5,4.7,6.7,6.2,5,4.4,5.9,3.9,2.9,6.1,4,6.5,3.3,4.8,60.5
Dwight,Gayle,FWD,NEW,5300000,0,2,0.25,4.71698113207547E-08,3.77358490566038E-07,0,18901,0,0,0,0,0,0,0,0.4,171,-2,0,2,2,0.1,0,0.5,0,0,0,0,0,0.1,10244,0,-1,0,0,20,99,0,0,5,Crystal Palace,Chelsea,Brighton,Brentford F.C.,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Jean-Philippe,Gbamin,MID,EVE,4500000,0,0,0,0,0,0,3021,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,0,-1,0,0,0,16,0,0,0,Watford,Wolverhampton,Tottenham,Man City,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Gelhardt,FWD,LEE,4500000,4,5,0.625,1.38888888888889E-07,1.11111111111111E-06,0,23371,0,0,0,0,0,0,0,1.1,607,0,0,5,0,0.3,0,1.2,0,0,0,0,1,0.4,49688,0,-1,0,0,40,3914,0,0,11,Wolverhampton,Norwich,Leicester,Tottenham,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.6
Saman,Ghoddos,MID,BRE,5300000,0,4,0.5,9.43396226415094E-08,7.54716981132075E-07,0,3180,0,1,0,0,0,0,0,0.8,23,-2,0,4,2,0,0,0.2,0,0,0,0,0,0,827,0,-1,0,0,103,30,0,0,19,Leicester,Burnley,Norwich,Newcastle,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.1
Dimitris,Giannoulis,DEF,NOR,4400000,0,15,1.875,4.26136363636364E-07,3.40909090909091E-06,0,5262,1,8,0,0,0,0,0,3.4,76,-1,0,15,1,0.8,0,3.5,2,0,2,0,0,0.1,2091,0,-1,0,0,364,90,0,0,84,Chelsea,Leeds United F.C.,Brentford F.C.,Southampton,Wolverhampton,1.5,1.8,1.9,1.5,0.9,0.9,1.8,1.7,1.7,1.5,1.8,0.9,0.9,1.5,0.9,1.6,1.9,1.8,1,1.6,1.2,1.4,1.4,1.7,1.6,1.2,0.9,1.3,1.5,2.5,13.8
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,30929,1,0,0,0,0,0,0,0.2,127,0,0,1,0,0,0,0,0,0,0,0,0,0.2,7872,0,-1,0,0,7,0,0,0,0,Leeds United F.C.,Everton,Crystal Palace,West Ham,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,-4,11,1.6,3.63636363636364E-07,2.5E-06,0,5048,0,19,0,0,0,0,0,2.5,145,-1,0,11,1,0.5,0,2.2,0,0,2,0,0,0.1,2202,0,-1,0,0,604,23,0,1,112,Chelsea,Leeds United F.C.,Brentford F.C.,Southampton,Wolverhampton,0,0,1.5,1.1,0.8,0.8,1.4,1.3,1.3,1.1,1.4,0.8,0.8,1.2,0.8,1.3,1.5,1.4,0.8,1.2,1,1.1,1.1,1.3,1.2,0.9,0.8,1,1.2,2,23.2
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,12580,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0.3,20694,0,-1,0,0,0,52,0,0,0,Crystal Palace,Chelsea,Brighton,Brentford F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
