FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,A.Armstrong,FWD,SOU,6000000,1,22,2.8,4.66666666666667E-07,3.66666666666667E-06,0,398974,0,10,0,0,0,1,0,3.7,9388,0,0,22,0,0.2,0,1.2,0,0,2,0,1,2.8,494055,0,-1,0,0,614,1176,0,0,64,Burnley,Watford,Aston Villa,Norwich,Liverpool,3.3,3.2,2.7,2.6,2,3.2,2.1,2.1,2,2,2.6,2.9,3.7,2.9,2.4,2,2.6,3,3.3,1.6,3.8,2.5,2.8,1.4,3,2.1,3.4,2.5,2,2.5,40.2
Max,Aarons,DEF,NOR,4400000,-3,15,1.7,3.86363636363636E-07,3.40909090909091E-06,0,117325,2,23,0,0,0,0,0,3.4,1920,-1,0,15,1,0.5,0,2.2,2,0,2,0,0,1.4,49918,1,-1,0,0,810,264,0,0,125,Chelsea,Leeds United F.C.,Brentford F.C.,Southampton,Wolverhampton,1.3,1.6,1.6,1.3,0.8,0.8,1.6,1.5,1.4,1.3,1.5,0.8,0.8,1.3,0.8,1.4,1.6,1.5,0.9,1.4,1.1,1.2,1.2,1.4,1.4,1,0.8,1.1,1.3,2.2,31.5
Tammy,Abraham,FWD,CHE,6500000,0,0,0,0,0,0,41260,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2438,0,-1,0,0,0,0,0,0,0,Norwich,Newcastle,Burnley,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Che,Adams,FWD,SOU,6800000,1,17,2.8,4.11764705882353E-07,2.5E-06,0,190043,0,6,0,0,0,0,0,2.5,665,-2,0,17,2,0.1,0,0.8,0,0,1,0,2,0.8,100871,0,-1,0,0,391,397,0,0,45,Burnley,Watford,Aston Villa,Norwich,Liverpool,3.3,3.2,2.7,2.6,2,3.2,2.1,2.1,2,2,2.6,2.9,3.7,2.9,2.4,2,2.6,3,3.3,1.6,3.8,2.5,2.8,1.4,3,2.1,3.4,2.5,2,2.5,23.8
,Adrian,GLK,LIV,4400000,0,0,0,0,0,0,13377,0,0,0,0,0,0,0,0,124,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,6795,0,-1,0,0,0,19,0,0,0,Man Utd,Brighton,West Ham,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayan,Ait Nouri,DEF,WOL,4300000,6,7,0.875,2.03488372093023E-07,1.62790697674419E-06,0,37403,0,0,0,0,0,0,0,1.6,108,-2,0,7,2,0.3,0,1.5,0,0,1,0,0,0.2,5371,0,-1,0,0,88,218,0,0,23,Leeds United F.C.,Everton,Crystal Palace,West Ham,Norwich,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.6,0.4,0.4,0.5,0.7,0.4,0.8,0.4,0.8,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.7,5
Kristoffer,Ajer,DEF,BRE,4500000,0,23,3.8,8.44444444444444E-07,5.11111111111111E-06,0,59026,1,5,0,0,0,0,0,5.1,790,0,0,23,0,0,0,0.2,1,0,3,0,0,1.1,86491,0,-1,0,0,520,420,0,0,98,Leicester,Burnley,Norwich,Newcastle,Everton,2.7,4.4,4,3.3,3.6,5.2,4.6,2.5,3.9,4.1,4.8,4.2,3.8,5.6,2.2,4.4,3.7,4.4,2.9,4.6,3.8,3.4,5,3.1,3.2,4.9,5.3,3.4,4.2,4.1,13.1
Nathan,Ake,DEF,MCI,4900000,0,14,1.75,3.57142857142857E-07,2.85714285714286E-06,0,45098,0,1,0,0,0,0,0,2.9,540,-1,0,14,1,0.3,0,1.5,0,0,2,0,0,0.5,34174,0,-1,0,0,270,261,0,0,64,Brighton,Crystal Palace,Man Utd,Everton,West Ham,1.1,1.5,1.3,1.5,1.3,0.9,0.9,0.9,1.7,0.9,1.1,1.6,0.9,1.3,0.9,1.5,1,2.3,0.9,1.6,0.9,1.3,0.9,1.7,1.3,1,1,1.1,1.2,1.6,6.7
Marc,Albrighton,MID,LEI,5300000,0,10,1.25,2.35849056603774E-07,1.88679245283019E-06,0,22286,1,2,0,0,0,1,0,1.9,599,-2,0,10,2,0,0,0.2,1,0,0,0,0,0.2,15639,0,-1,0,0,190,5,0,0,38,Brentford F.C.,Arsenal,Leeds United F.C.,Chelsea,Watford,0,0,0.6,0.6,0.8,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,1,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.8,0.6,0.6,0.6,0.7,11.1
Toby,Alderweireld,DEF,TOT,5000000,0,0,0,0,0,0,2114,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,West Ham,Man Utd,Everton,Leeds United F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent,Alexander-Arnold,DEF,LIV,7500000,0,41,6.8,9.06666666666667E-07,5.46666666666667E-06,0,1900574,0,4,0,0,0,0,0,5.5,4621,0,0,41,0,0.2,0,1.8,8,0,4,0,2,23.8,1197228,0,-1,0,2,513,19320,0,0,173,Man Utd,Brighton,West Ham,Arsenal,Southampton,9.7,8.3,10.1,9.3,8.8,9,10.2,9.4,7.8,8.9,9.2,7.5,10,7.8,7.5,7.5,9,9.1,8.9,8,9.8,8.4,7,8.7,8.3,9,7.4,9.3,8.8,6.5,63.5
,Alisson,GLK,LIV,6000000,0,35,5,8.33333333333333E-07,5.83333333333333E-06,0,398342,0,6,0,15,0,0,0,5.8,3534,0,0,35,0,0.1,0,0.5,4,0,4,0,0,7.5,380870,0,-1,0,1,630,3121,0,0,155,Man Utd,Brighton,West Ham,Arsenal,Southampton,7.1,5.5,6.9,6.4,5.7,5.9,7.1,6.2,4.9,6.5,6.6,4.8,6.9,5.8,4.8,4.7,6.1,6.5,6.1,5.3,6.7,6.2,4.4,6.1,5.4,5.9,4.7,6.9,5.7,4,15.8
,Allan,MID,EVE,4600000,1,27,3,6.52173913043478E-07,5.8695652173913E-06,0,418404,1,13,0,0,0,0,0,5.9,11936,1,0,27,-1,0.6,0,2.8,2,0,2,0,2,7,828919,0,-1,0,0,792,4668,0,0,131,Watford,Wolverhampton,Tottenham,Man City,Brentford F.C.,3.1,3.7,2.7,1.5,2.6,1.6,2.7,1.9,2.1,3,2.4,3.4,2.3,2.7,3.1,2.5,2.8,2.3,2.1,1.8,2.5,2.5,2.2,2,3.4,1.6,2,2.3,2.1,1.8,27.8
Miguel,Almiron,MID,NEW,5300000,1,14,1.8,3.39622641509434E-07,2.64150943396226E-06,0,46137,1,16,0,0,0,0,0,2.6,392,-2,0,14,2,0.2,0,1.2,0,0,0,0,0,0.3,28271,0,-1,0,0,599,152,0,0,75,Crystal Palace,Chelsea,Brighton,Brentford F.C.,Arsenal,0.9,0.9,0.9,0.9,0.9,1.7,1.5,0.9,0.9,0.9,0.9,0.9,0.9,1.5,0.9,1,1.5,0.9,1.1,1,0.9,1.6,0.9,1.1,1.4,1.1,0.9,0.9,1.2,1,25.8
Marcos,Alonso,DEF,CHE,5800000,0,39,6.5,1.12068965517241E-06,6.72413793103448E-06,0,1184949,2,2,0,0,0,1,0,6.7,158417,3,1,39,-3,0,0,0.2,4,0,4,0,1,18.9,2239810,0,-1,0,2,535,1612,-1,0,143,Norwich,Newcastle,Burnley,Leicester,Man Utd,8.5,7.1,8.5,7.2,7.8,6.9,9.8,8.6,8.2,9.8,8,7.7,7.7,8.5,8.7,9.5,8.7,7.2,6.8,8.8,7,8.8,7.2,8.4,8.7,7.4,8.6,5.8,9.4,6.3,46.1
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,23697,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0.2,818,0,-1,0,0,0,0,0,0,0,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4900000,0,3,0.375,7.6530612244898E-08,6.12244897959184E-07,0,4685,0,1,0,0,0,0,0,0.6,34,-1,0,3,1,0,0,0.2,0,0,0,0,0,0,2325,0,-1,0,0,90,7,0,0,14,Man City,Liverpool,Newcastle,Aston Villa,Leeds United F.C.,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
Daniel,Amartey,DEF,LEI,4000000,1,10,2,5E-07,2.5E-06,0,943651,0,7,0,0,0,0,0,2.5,7918,0,0,10,0,0.1,0,0.5,0,0,1,0,0,10.6,646106,0,-1,0,0,405,2422,0,0,74,Brentford F.C.,Arsenal,Leeds United F.C.,Chelsea,Watford,2.1,1.9,1.4,1.5,1.1,1.2,1.1,1.3,2.7,1.2,1.3,2,1.9,1.3,1.5,2,1.5,1.7,1.7,2,1.3,1.7,1.8,1.8,1,1.8,2.1,1.7,1,1.6,6.8
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,7415,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Norwich,Newcastle,Burnley,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,1,19,2.1,4.66666666666667E-07,4.22222222222222E-06,0,24310,3,12,0,0,0,0,0,4.2,476,0,0,19,0,0.2,0,1,1,0,2,0,0,0.5,20858,0,-1,0,0,753,79,0,0,136,Newcastle,Man City,Wolverhampton,Burnley,Aston Villa,1.6,1.1,1.3,1.1,2.2,1.2,1.6,2,2,1,1.9,2.3,1.8,1.3,2.4,1.2,1.9,1.9,2.2,1.5,2.4,1,2.3,1,1,2.3,1,1.4,1,2.2,20.4
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,0,-1,0,0,0,60,0,0,0,Crystal Palace,Chelsea,Brighton,Brentford F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,15434,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,Man City,Liverpool,Newcastle,Aston Villa,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,3,0.375,7.6530612244898E-08,6.12244897959184E-07,0,13271,0,3,0,0,0,0,0,0.6,92,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,5759,0,-1,0,0,65,2,0,0,5,Watford,Wolverhampton,Tottenham,Man City,Brentford F.C.,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.4
Michail,Antonio,FWD,WHU,8100000,1,51,6.4,7.90123456790123E-07,6.2962962962963E-06,0,2578943,2,8,0,0,0,5,0,6.3,20612,6,0,51,-6,0.4,1,3,11,0,2,0,4,45.6,4180445,0,-1,0,3,673,23800,0,1,192,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,8.1,7.2,5.9,9.6,6.7,6.4,4.1,8.7,8.4,8.3,7.9,8.8,8.1,8.4,9.3,8.1,8.8,8.4,5.6,8.1,7.7,8.2,8.2,9.2,8.3,6.6,8.2,8.7,6.9,8.5,100.3
Cameron,Archer,FWD,AVL,4500000,0,2,0.25,5.55555555555556E-08,4.44444444444444E-07,0,76561,0,0,0,0,0,0,0,0.4,2254,0,0,2,0,0.1,0,0.5,0,0,0,0,0,1.4,176189,0,-1,0,0,5,1949,0,0,5,Arsenal,West Ham,Southampton,Brighton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Alphonse,Areola,GLK,WHU,4800000,0,0,0,0,0,0,69977,0,0,0,0,0,0,0,0,364,-2,0,0,2,0,0,0,0,0,0,0,0,0.8,18154,0,-1,0,0,0,129,0,0,0,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.75,1.5625E-07,1.25E-06,0,21152,0,0,0,2,0,0,0,1.2,270,-2,0,6,2,0,0,0,0,0,1,0,0,0.3,10648,0,-1,0,0,90,52,0,0,25,Norwich,Newcastle,Burnley,Leicester,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.7
Harrison,Ashby,DEF,WHU,4000000,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,-1,0,0,0,71,0,0,0,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,10000000,6,37,4.6,4.6E-07,3.7E-06,0,295408,1,8,0,0,0,4,0,3.7,3772,0,-1,37,0,0.6,1,6,7,0,3,0,1,4,387224,0,-1,0,0,608,20965,1,0,134,Aston Villa,Leicester,Watford,Liverpool,Newcastle,5.7,5.1,6.6,4.2,6.8,5.3,4.7,5.8,5.1,5.4,5.2,4.2,5.2,4.2,6.6,5.7,3.1,4.6,4.5,5.5,6.4,3.5,4.1,4.8,4.4,5.7,5.3,6.8,5.3,6.1,64.7
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,45206,0,0,0,0,0,0,0,0,122,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,West Ham,Man Utd,Everton,Leeds United F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5900000,0,17,2.1,3.55932203389831E-07,2.88135593220339E-06,0,68182,0,11,0,0,0,0,0,2.9,926,-1,0,17,1,0.3,0,2,0,0,2,0,1,0.6,44802,0,-1,0,0,584,614,0,0,58,Newcastle,Man City,Wolverhampton,Burnley,Aston Villa,2.7,1,1.3,1.3,2,1.4,1.3,2.1,2,1.8,1,2.4,1.7,1,1.4,1.3,1.3,1,2.4,1.5,1.7,1.5,2.1,1.3,1.1,2.6,1,2.8,1,1.9,32.2
Luke,Ayling,DEF,LEE,4400000,0,12,2.4,5.45454545454545E-07,2.72727272727273E-06,0,1045544,0,12,0,0,0,1,0,2.7,7807,-1,0,12,1,0,0,0,0,0,0,0,0,4.6,512658,0,-1,0,0,448,57,0,0,74,Wolverhampton,Norwich,Leicester,Tottenham,Brighton,0,1.8,1.8,2.6,2,2.4,2.4,2.1,1.7,2.6,2.6,2.5,2.5,2.1,1.8,1.4,1.6,2.5,3.5,1.2,2.6,2.2,2.2,1.2,2.1,1.2,2.7,1.7,2.1,2.7,20.1
Cesar,Azpilicueta,DEF,CHE,6200000,0,42,5.2,8.38709677419355E-07,6.7741935483871E-06,0,259846,0,3,0,0,0,0,0,6.8,32420,2,0,42,-2,0.7,0,4.5,2,0,4,0,3,10.5,756631,0,-1,0,1,630,10244,0,0,182,Norwich,Newcastle,Burnley,Leicester,Man Utd,6.6,5.1,6.4,5.2,6.2,5,7.4,6.7,6,7.6,5.8,5.6,6.1,6.6,7,7.2,6.6,5.2,4.8,6.6,5,6.8,5.8,6.2,6.8,5.4,6.4,4.1,7.5,4.5,31
Kwadwo,Baah,MID,WAT,4500000,0,0,0,0,0,0,7310,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5495,0,-1,0,0,0,25,0,0,0,Everton,Southampton,Arsenal,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4400000,0,8,1,2.27272727272727E-07,1.81818181818182E-06,0,180885,0,7,0,12,0,0,0,1.8,1492,-1,0,8,1,0,0,0,0,0,0,0,0,1.4,123670,0,-1,0,0,360,87,0,0,60,Everton,Southampton,Arsenal,Man Utd,Leicester,0.5,0.5,0.5,0.6,0.5,0.5,0.7,0.7,0.5,0.6,0.6,0.5,1,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.7,0.6,0.5,0.5,0.6,0.5,0.5,0.5,9
Leon,Bailey,MID,AVL,6400000,4,18,2.25,3.515625E-07,2.8125E-06,0,206987,1,3,0,0,0,1,0,2.8,365,-1,0,18,1,0.2,0,1,1,0,0,0,3,0.6,55763,0,-1,0,0,129,1835,0,0,57,Arsenal,West Ham,Southampton,Brighton,Crystal Palace,1.1,1.3,1.2,1.6,1.1,1.4,2.1,1.1,1.5,2.3,1.3,1.1,1.4,1.4,1.1,1.9,1.4,2.2,1.2,2.1,1.2,1.8,2.2,1.8,1.1,1.2,2.5,1.3,2.4,1.1,16.6
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,8077,0,0,0,0,0,0,0,0,96,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2803,0,-1,0,0,0,41,0,0,0,Liverpool,Tottenham,Man City,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Leicester,Burnley,Norwich,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4800000,0,2,0.25,5.20833333333333E-08,4.16666666666667E-07,0,54645,0,1,0,0,0,0,0,0.4,557,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,46301,0,-1,0,0,69,409,0,0,2,Aston Villa,Leicester,Watford,Liverpool,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Patrick,Bamford,FWD,LEE,7800000,0,21,4.2,5.38461538461538E-07,2.69230769230769E-06,0,1891747,1,12,0,0,0,1,0,2.7,5587,-2,0,21,2,0,0,0,2,0,0,0,2,4.2,850463,0,-1,0,0,436,257,0,0,60,Wolverhampton,Norwich,Leicester,Tottenham,Brighton,0,4.6,5.6,3.7,3.9,5.9,3.9,2.7,2.8,5.3,3.7,5,5.8,4.7,6.2,3.1,4.2,5,5.3,4.5,5.9,5.1,5.1,5.1,2.6,3.6,4.5,3.9,4.1,4.5,37.7
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,2337,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,0,-1,0,0,0,90,0,0,0,Newcastle,Man City,Wolverhampton,Burnley,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,12349,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0.3,20121,0,-1,0,0,0,81,0,0,0,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,5000000,0,6,0.75,1.5E-07,1.2E-06,0,3462,0,0,0,0,0,0,0,1.2,51,0,0,6,0,0.1,0,0.5,0,0,2,0,0,0,1468,0,-1,0,0,188,1,0,1,9,Leicester,Burnley,Norwich,Newcastle,Everton,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,4.1
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,38319,0,0,0,0,0,0,0,0,371,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,21784,0,-1,0,0,0,949,0,0,0,Southampton,Brentford F.C.,Chelsea,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5300000,1,2,0.25,4.71698113207547E-08,3.77358490566038E-07,0,8960,0,0,0,0,0,0,0,0.4,80,-2,0,2,2,0.1,0,0.5,0,0,0,0,0,0.1,2592,0,-1,0,0,27,37,0,0,3,Norwich,Newcastle,Burnley,Leicester,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.8
Ashley,Barnes,FWD,BUR,5300000,0,9,1.1,2.07547169811321E-07,1.69811320754717E-06,0,167102,2,10,0,0,0,0,0,1.7,1479,-2,0,9,2,0.2,0,0.8,0,0,1,0,0,1.2,99844,0,-1,0,0,378,661,0,0,2,Southampton,Brentford F.C.,Chelsea,Crystal Palace,Tottenham,0.6,0.6,0.6,0.8,0.7,0.6,0.6,0.6,1,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,1,20
Harvey,Barnes,MID,LEI,6600000,0,16,2.3,3.48484848484848E-07,2.42424242424242E-06,0,876663,2,10,0,0,0,0,0,2.4,3210,-4,0,16,4,0.2,0,1.2,0,0,1,0,1,3.1,162855,0,-1,0,0,542,613,0,0,36,Brentford F.C.,Arsenal,Leeds United F.C.,Chelsea,Watford,1.7,1.7,1.3,1.2,2.1,1.5,1.2,2.3,1.7,1.2,1.2,1.2,2.4,1.6,1.5,1.2,1.3,2.6,1.4,1.9,1.2,1.3,1.2,2.3,1.7,2.1,1.2,1.5,1.6,2,36.8
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,13735,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Norwich,Newcastle,Burnley,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,1,19,3.2,7.27272727272727E-07,4.31818181818182E-06,0,56128,1,7,0,0,0,0,0,4.3,637,-1,0,19,1,0.5,0,2.2,3,0,2,0,0,0.8,29870,0,-1,0,0,495,290,0,0,107,Burnley,Watford,Aston Villa,Norwich,Liverpool,3.7,1.9,3.7,3,3.9,2.7,3.2,2.8,2,3.5,3.4,4.7,2.8,3.5,4,3.8,3.6,3.5,3.8,2.3,2.5,2.8,3,3.2,3.8,3.2,3.6,4.1,3.9,2,13
Asmir,Begovic,GLK,EVE,4000000,0,1,0.125,3.125E-08,2.5E-07,0,92867,0,3,0,1,0,0,0,0.2,978,0,0,1,0,0,0,0,0,0,0,0,0,3.4,180295,0,-1,0,0,90,373,0,0,9,Watford,Wolverhampton,Tottenham,Man City,Brentford F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,67596,0,0,0,0,0,0,0,0,110,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Aston Villa,Leicester,Watford,Liverpool,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6600000,1,48,6,9.09090909090909E-07,7.27272727272727E-06,0,1415895,0,9,0,0,0,3,0,7.3,40645,6,0,48,-6,0.3,0,2.2,8,0,2,0,2,34.5,3440596,0,-1,0,2,724,11631,0,0,185,Tottenham,Aston Villa,Liverpool,Wolverhampton,Man City,6.3,6.8,3.9,9,5,5.6,4.8,7.9,6.5,7.8,7,8,6.7,6.6,6.9,7.2,7.6,7.8,6,5.9,7.2,6.4,5.6,8.2,7.5,7.3,6.3,8.2,5.2,7.6,63.5
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Southampton,Brentford F.C.,Chelsea,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
