FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,1096,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,-1,0,0,0,13,0,0,0,Watford,Wolverhampton,Tottenham,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,5000000,0,19,3.8,7.6E-07,3.8E-06,0,210679,0,4,0,0,0,0,0,3.8,5081,0,0,19,0,0.7,0,3.3,2,0,2,0,0,4.4,88782,0,-1,0,0,450,2594,0,0,96,Crystal Palace,Arsenal,Norwich,Man City,Liverpool,3.6,4.5,4.3,4.1,5.7,3,3.4,3.6,3.9,4,4.8,2.8,4.7,3.3,4.1,3.5,5,3.6,3.6,3.5,3.4,5.1,2.7,4.2,3.8,3.9,4.9,5.2,3.3,5.7,4,5.1,2.7,8.1
,Ederson,GLK,MCI,6000000,6,34,5.7,9.5E-07,5.66666666666667E-06,0,282623,0,1,0,5,0,0,0,5.7,8585,0,0,34,0,1.1,0,6.7,2,0,5,0,0,10,227847,0,-1,0,0,540,18533,0,0,128,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,5.4,7,7.9,6.8,8.6,6.3,7.8,6.9,4.4,4.6,7.1,8,3.5,7.2,6.9,6.1,8.2,5.3,7.8,5.7,8.6,4.5,8.5,4.7,7.2,5.2,7.9,8.1,6.8,6.9,7.3,5.2,8.6,6.1
Odsonne,Edouard,FWD,CRY,6500000,0,13,2.6,4E-07,2E-06,0,103275,0,2,0,0,0,2,0,2,13628,0,0,13,0,0.7,0,4.3,3,0,0,0,0,3.2,348836,0,-1,0,1,31,4324,0,0,54,Brighton,Leicester,Arsenal,Newcastle,Man City,2.5,3,1.3,3.9,1.3,1.8,1.5,3.3,2.5,1.3,3,2.9,1.8,1.3,3.9,2.7,1.5,1.8,2.1,1.3,1.9,3.5,1.6,2.4,1.5,3,1.3,1.3,3.8,1.3,3.6,1.3,2.6,14.8
Samuel,Edozie,MID,MCI,4900000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0,438,0,-1,0,0,0,11,0,0,0,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5900000,0,11,2.2,3.72881355932203E-07,1.86440677966102E-06,0,118939,1,3,0,0,0,1,0,1.9,3840,-1,0,11,1,0,0,0,1,0,1,0,0,0.7,71676,0,-1,0,0,239,437,0,0,26,Man Utd,Tottenham,Wolverhampton,Arsenal,West Ham,1.1,1.1,1.9,1.1,1.5,1.1,1.6,1.1,1.8,2.2,1.1,1.1,2.5,2,1.1,1.1,1.5,1.1,1.7,1.1,2.1,1.1,2.3,1.1,2,1.5,1.9,1.1,1.1,2.5,1.1,3,1.1,12.1
Anthony,Elanga,MID,MUN,4900000,0,0,0,0,0,0,1482,0,0,0,0,0,0,0,0,21,-1,0,0,1,0,0,0,0,0,0,0,0,0,390,0,-1,0,0,0,17,0,0,0,Aston Villa,Everton,Leicester,Liverpool,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,16103,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0.8,61664,0,-1,0,0,0,807,0,0,0,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5400000,0,9,1.8,3.33333333333333E-07,1.66666666666667E-06,0,37525,0,1,0,0,0,0,0,1.7,800,-1,0,9,1,0.2,0,1,0,0,2,0,0,0.1,33031,0,-1,0,0,249,31,0,0,33,Brentford F.C.,Man City,Watford,Man Utd,Brighton,0,0,0,0,0,0.9,0.9,1.1,0.9,2.1,1.6,1.4,0.9,0.9,1.1,0.9,0.9,0.9,1,1.3,1.3,0.9,0.9,1.3,0.9,1,0.9,0.9,0.9,1.1,0.9,1.3,0.9,18.5
,Elneny,MID,ARS,4500000,0,1,0.2,4.44444444444444E-08,2.22222222222222E-07,0,41976,0,2,0,0,0,0,0,0.2,814,0,0,1,0,0,0,0,0,0,0,0,0,0.4,15063,0,-1,0,0,45,575,0,0,2,Tottenham,Brighton,Crystal Palace,Aston Villa,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Mohamed,Elyounoussi,MID,SOU,5500000,2,16,4,7.27272727272727E-07,2.90909090909091E-06,0,7305,0,3,0,0,0,1,0,2.9,743,0,0,16,0,0.5,0,2.7,1,0,2,0,0,0.2,16016,0,-1,0,0,360,639,0,0,39,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,Watford,3.9,3,3.4,5,3.7,5.7,3.9,2.4,4.3,3.2,3,3,3.2,2.9,3.9,5.2,5.7,3.7,2.9,2.4,3.5,5,2.5,4.2,4.1,3.6,4,4,4,5.8,3.5,2.1,3.6,34.5
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2060,0,0,0,0,0,0,0,0.2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Man City,Southampton,Brentford F.C.,Norwich,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,5000000,1,3,0.6,1.2E-07,6E-07,0,13551,0,6,0,0,0,0,0,0.6,1106,0,0,3,0,0.2,0,1,0,0,0,0,0,0.2,25761,0,-1,0,0,225,712,0,0,34,Arsenal,Aston Villa,Newcastle,West Ham,Man Utd,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,8.5
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man Utd,Tottenham,Wolverhampton,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4500000,1,7,1.2,2.66666666666667E-07,1.55555555555556E-06,0,19246,3,6,0,0,0,0,0,1.6,933,0,0,7,0,0.2,0,1,0,0,0,0,0,0.3,24314,0,-1,0,0,369,284,0,0,52,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0.9,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.1,1,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,8.9
Jonny,Evans,DEF,LEI,5400000,0,1,0.2,3.7037037037037E-08,1.85185185185185E-07,0,9769,0,1,0,0,0,0,0,0.2,185,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,2550,0,-1,0,0,29,268,0,0,7,Burnley,Crystal Palace,Man Utd,Brentford F.C.,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
Eberechi,Eze,MID,CRY,5900000,0,0,0,0,0,0,2687,0,0,0,0,0,0,0,0,51,-1,0,0,1,0,0,0,0,0,0,0,0,0,763,0,-1,0,0,0,34,0,0,0,Brighton,Leicester,Arsenal,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,5000000,3,16,2.7,5.4E-07,3.2E-06,0,74268,0,8,0,15,0,0,0,3.2,3487,0,0,16,0,0.8,0,4,0,0,1,0,0,2.1,63449,0,-1,0,0,540,2518,0,0,89,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,Aston Villa,3,2.3,1.8,3.8,1.7,3.4,3.5,2,2,2.5,2,2.8,2.7,2.2,1.8,1.8,2.5,2.6,1.8,1.8,2.1,1.9,3.9,3.5,3.5,2.3,2.9,2.3,2.2,3.1,2.3,2.8,2.8,12.1
,Fabinho,MID,LIV,5400000,5,18,3.6,6.66666666666667E-07,3.33333333333333E-06,0,58471,1,4,0,0,0,1,0,3.3,2378,-1,0,18,1,0.9,0,5,0,0,2,0,1,0.9,50136,0,-1,0,0,389,3065,0,0,87,Brentford F.C.,Man City,Watford,Man Utd,Brighton,3.4,2.7,3.6,2.4,2.3,2.8,2.9,3.4,2.2,5.3,4.5,4.1,2.8,2.5,3.5,2.9,2.3,2.9,3.2,3.9,3.8,2.9,2.1,3.9,2.2,3.1,2.1,2.5,2.5,3.4,2.8,3.7,2.9,23.3
,Fabio Silva,FWD,WOL,5800000,0,4,0.8,1.37931034482759E-07,6.89655172413793E-07,0,49565,0,0,0,0,0,0,0,0.7,1094,-2,0,4,2,0.1,0,0.5,0,0,0,0,0,0.5,15112,0,-1,0,0,18,309,0,0,11,Southampton,Newcastle,Aston Villa,Leeds United F.C.,Everton,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.5,0.4,2.3
,Femenia,DEF,WAT,4400000,2,6,1.2,2.72727272727273E-07,1.36363636363636E-06,0,11901,0,2,0,0,0,0,0,1.4,139,-1,0,6,1,0.3,0,1.5,0,0,0,0,1,0.1,1352,0,-1,0,0,124,245,0,0,29,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0.6,0.8,1.2,0.6,0.6,0.7,0.8,0.6,0.7,0.8,0.8,0.6,1.1,1,0.6,1.6,0.6,0.8,0.6,0.6,0.6,0.7,1,0.6,0.6,1.3,0.7,0.6,0.6,0.7,0.6,0.6,0.6,7.2
Nathan,Ferguson,DEF,CRY,4500000,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,-1,0,0,0,11,0,0,0,Brighton,Leicester,Arsenal,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11900000,0,33,5.5,4.6218487394958E-07,2.77310924369748E-06,0,2489030,2,5,0,0,0,4,0,2.8,131681,-1,0,33,1,0.3,1,3,4,0,1,0,0,29.1,786191,0,-1,0,1,534,6035,0,0,135,Aston Villa,Everton,Leicester,Liverpool,Tottenham,8.2,5.7,5.7,3.7,4.8,6,5.9,5,6.3,8.2,6.1,5.7,5.3,5.7,7.7,6.2,4.2,5,6.4,7.1,5.8,6.7,3.6,6.2,4,6.8,3.8,7.6,4.9,5.3,6.3,6.4,4.9,74
Alvaro,Fernandez,GLK,BRE,4500000,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4582,0,-1,0,0,0,177,0,0,0,Liverpool,West Ham,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4400000,2,4,1,2.27272727272727E-07,9.09090909090909E-07,0,10362,0,9,0,0,0,0,0,0.9,181,-1,0,4,1,0.2,0,0.7,0,0,0,0,0,0.2,3823,0,-1,0,0,347,105,0,0,57,Watford,Wolverhampton,Tottenham,Crystal Palace,Chelsea,0.5,0.6,1.4,0.5,0.6,0.5,0.6,0.5,0.7,0.6,0.5,0.8,0.7,0.7,0.5,0.5,0.5,0.5,0.6,1,0.5,0.5,0.5,0.5,1,0.9,0.5,0.5,0.5,1,0.5,0.8,0.5,16.3
,Fernandinho,MID,MCI,4900000,1,7,1.4,2.85714285714286E-07,1.42857142857143E-06,0,33008,0,1,0,0,0,0,0,1.4,1072,-1,0,7,1,0.3,0,1.7,0,0,1,0,0,0.4,23719,0,-1,0,0,163,380,0,0,28,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,0.7,0.7,1.2,0.7,1.5,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.9,0.7,0.7,0.8,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,1.1,0.9,0.7,1.3,0.7,1.4,8.6
Roberto,Firmino,FWD,LIV,8800000,1,10,2.5,2.84090909090909E-07,1.13636363636364E-06,0,451742,0,2,0,0,0,1,0,1.1,1874,-2,0,10,2,0,0,0.3,2,0,0,0,0,2,89676,0,-1,0,0,102,827,0,0,39,Brentford F.C.,Man City,Watford,Man Utd,Brighton,1.9,1.5,3,1.9,1.6,2.3,2,1.9,1.8,2.7,2.4,3.1,1.7,2.9,2.2,1.2,1.2,1.6,2.1,2.6,3.4,2,1.8,2.6,1.7,2.7,1.2,1.2,2,2.6,1.7,2.1,1.2,12
,Firpo,DEF,LEE,4800000,-1,0,0,0,0,0,45821,1,12,0,0,0,0,0,0,1378,-2,0,0,2,0,0,0.2,0,0,0,0,0,0.5,13502,1,-1,0,0,374,1169,0,0,31,West Ham,Watford,Southampton,Wolverhampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
Ashley,Fletcher,FWD,WAT,4900000,0,0,0,0,0,0,19183,0,0,0,0,0,0,0,0,706,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,14921,0,-1,0,0,0,371,0,0,0,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Foden,MID,MCI,7900000,3,4,0.8,1.0126582278481E-07,5.06329113924051E-07,0,74860,0,0,0,0,0,0,0,0.5,1609,-1,0,4,1,0.2,0,1.3,0,0,1,0,0,0.8,23925,0,-1,0,0,104,5432,0,0,13,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,10.3
Wesley,Fofana,DEF,LEI,4400000,0,0,0,0,0,0,37217,0,0,0,0,0,0,0,0,369,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1580,0,-1,0,0,0,35,0,0,0,Burnley,Crystal Palace,Man Utd,Brentford F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,1,26,4.3,7.16666666666667E-07,4.33333333333333E-06,0,203376,1,8,0,0,0,2,0,4.3,16932,0,0,26,0,0.3,0,2,1,0,1,0,1,3.2,388824,0,-1,0,0,523,4416,0,0,98,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,Aston Villa,4.3,3.3,2.8,4,3.1,2.2,6.4,2.6,3.4,4.2,4.8,3.6,5.2,4.8,4.4,3.6,3.6,3,4.4,4.3,5.5,4.1,2.9,6,3.5,3.7,4.2,5.3,3.6,4.2,4.6,3.9,4.7,43.4
Adam,Forshaw,MID,LEE,4500000,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,-1,0,0,0,54,0,0,0,West Ham,Watford,Southampton,Wolverhampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Forss,FWD,BRE,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,15147,0,0,0,0,0,0,0,0.2,403,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,8704,0,-1,0,0,4,271,0,0,1,Liverpool,West Ham,Chelsea,Leicester,Burnley,0.5,0.5,0.5,0.5,0.6,0.9,0.6,0.5,0.5,1,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.8,0.9,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.1
Fraser,Forster,GLK,SOU,4400000,0,0,0,0,0,0,38112,0,0,0,0,0,0,0,0,1026,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,10237,0,-1,0,0,0,336,0,0,0,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4000000,3,6,1.2,3E-07,1.5E-06,0,695534,0,2,0,9,0,0,0,1.5,7246,0,0,6,0,0.4,0,1.5,0,0,0,0,0,20.6,331085,0,-1,0,0,180,26925,0,0,35,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0.6,0.8,1.2,0.6,0.6,0.7,0.8,0.6,0.7,0.8,0.8,0.6,1.1,1,0.6,1.6,0.6,0.8,0.6,0.6,0.6,0.7,1,0.6,0.6,1.3,0.7,0.6,0.6,0.7,0.6,0.6,0.6,6.4
,Fosu,MID,BRE,5200000,0,0,0,0,0,0,6346,0,0,0,0,0,0,0,0,97,-3,0,0,3,0,0,0,0,0,0,0,0,0,966,0,-1,0,0,0,57,0,0,0,Liverpool,West Ham,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5400000,0,7,1.4,2.59259259259259E-07,1.2962962962963E-06,0,7789,0,1,0,0,0,0,0,1.3,132,-1,0,7,1,0.1,0,0.3,0,0,0,0,1,0.1,1887,0,-1,0,0,55,34,0,0,18,Watford,Wolverhampton,Tottenham,Crystal Palace,Chelsea,0.7,1.1,0.8,0.7,0.8,0.7,0.7,0.7,1.2,1.2,0.7,0.7,0.8,0.7,0.7,0.7,0.9,0.7,0.7,1.4,0.7,0.7,0.7,0.7,1.5,0.7,0.8,0.9,0.7,0.7,0.7,0.8,0.7,2.8
,Fred,MID,MUN,5000000,1,12,2.4,4.8E-07,2.4E-06,0,64248,2,4,0,0,0,1,0,2.4,1593,0,0,12,0,0.2,0,1.2,0,0,1,0,0,0.5,57624,1,-1,0,0,432,572,0,0,60,Aston Villa,Everton,Leicester,Liverpool,Tottenham,2.9,1.5,1.5,1.2,1.2,1.6,1.6,1.3,1.8,3,1.7,1.5,1.4,1.5,2.4,1.8,1.2,1.3,1.8,2.1,1.6,1.9,1.2,1.7,1.2,2,1.2,2.4,1.2,1.4,1.8,1.8,1.3,17.5
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.2,4.54545454545455E-08,2.27272727272727E-07,0,7575,0,0,0,0,0,0,0,0.2,536,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,2853,0,-1,0,0,2,7,0,0,3,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,Aston Villa,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
,Gabriel,DEF,ARS,5000000,2,17,5.7,1.14E-06,3.4E-06,0,11998,0,1,0,0,0,0,0,3.4,916,0,0,17,0,1.1,0,5.7,3,0,2,0,0,0.3,25034,0,-1,0,0,270,3722,0,0,69,Tottenham,Brighton,Crystal Palace,Aston Villa,Leicester,8.4,7.4,8.6,8.6,5.3,6.4,7.6,7,6.9,5.2,7.3,6.6,7.5,6.3,6.7,8.4,6.7,7.6,8.6,6.1,7.5,7.6,5.2,6.8,5,5.3,6.8,6,8.2,5.8,7.7,4.1,7.5,9.6
Conor,Gallagher,MID,CRY,5700000,0,28,7,1.2280701754386E-06,4.91228070175439E-06,0,162447,1,5,0,0,0,2,0,4.9,17253,2,0,28,-2,0.6,0,3.3,3,0,2,0,2,7.9,757918,0,-1,0,1,360,23345,0,0,81,Brighton,Leicester,Arsenal,Newcastle,Man City,8.8,10.5,4.5,10.5,3.5,9.5,5.9,10.5,5.6,3.6,9.3,10.5,5.7,4.3,10.5,8.5,6.2,6.7,5.8,5.4,10.1,10.5,8.8,9.6,5.4,10,5.5,3.5,9.2,6,10.4,3.8,8.6,41.7
Dwight,Gayle,FWD,NEW,5300000,1,1,0.2,3.77358490566038E-08,1.88679245283019E-07,0,16118,0,0,0,0,0,0,0,0.2,343,-2,1,1,2,0.1,0,0.3,0,0,0,0,0,0.2,8345,0,-1,0,0,7,180,-1,0,3,Watford,Wolverhampton,Tottenham,Crystal Palace,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Jean-Philippe,Gbamin,MID,EVE,4500000,0,0,0,0,0,0,2322,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,-1,0,0,0,46,0,0,0,Norwich,Man Utd,West Ham,Watford,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Gelhardt,FWD,LEE,4500000,0,0,0,0,0,0,14864,0,0,0,0,0,0,0,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0.3,36185,0,-1,0,0,0,868,0,0,0,West Ham,Watford,Southampton,Wolverhampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saman,Ghoddos,MID,BRE,5300000,0,3,0.6,1.13207547169811E-07,5.66037735849057E-07,0,2725,0,1,0,0,0,0,0,0.6,58,-2,0,3,2,0,0,0,0,0,0,0,0,0,628,0,-1,0,0,85,30,0,0,20,Liverpool,West Ham,Chelsea,Leicester,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.5
Dimitris,Giannoulis,DEF,NOR,4400000,1,2,0.4,9.09090909090909E-08,4.54545454545455E-07,0,4716,0,5,0,0,0,0,0,0.5,72,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.1,949,0,-1,0,0,139,13,0,0,28,Everton,Burnley,Brighton,Chelsea,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,4.5
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,27013,1,0,0,0,0,0,0,0.2,606,0,0,1,0,0,0,0,0,0,0,0,0,0.2,7872,0,-1,0,0,7,0,0,0,0,Southampton,Newcastle,Aston Villa,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,1,3,0.8,1.81818181818182E-07,6.81818181818182E-07,0,4239,0,12,0,0,0,0,0,0.7,112,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.1,1545,0,-1,0,0,360,33,0,0,59,Everton,Burnley,Brighton,Chelsea,Leeds United F.C.,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.7,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.5,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,1,16.5
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,9729,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0.4,19518,0,-1,0,0,0,141,0,0,0,Watford,Wolverhampton,Tottenham,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4500000,0,9,2.2,4.88888888888889E-07,2E-06,0,370262,0,13,0,0,0,0,0,2,16819,0,0,9,0,0.2,0,1,1,0,0,0,0,6.9,276518,0,-1,0,0,348,3444,0,0,67,Everton,Burnley,Brighton,Chelsea,Leeds United F.C.,1.1,1.5,1.3,1.1,1.4,1.2,2,1.6,1.2,1.1,1.2,2.6,1.1,1.6,1.1,1.2,1.4,1.3,2.7,1.5,1.1,1.4,1.3,1.3,1.7,1.4,2.2,1.1,2.3,1.1,1.2,2.4,1.6,12.1
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man City,Southampton,Brentford F.C.,Norwich,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
