FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Cody,Drameh,DEF,LEE,3900000,0,0,0,0,0,0,4843,1,0,0,0,0,0,0,0,83,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5711,0,-1,0,0,19,158,0,0,-3,Chelsea,Man City,Arsenal,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4400000,0,11,0.733333333333333,1.66666666666667E-07,2.5E-06,0,16216,0,7,0,11,0,0,0,2.5,484,-1,0,11,1,0.5,0,2.2,0,0,1,0,0,0.3,27749,0,-1,0,1,360,856,0,0,71,Leicester,Liverpool,Man City,Man Utd,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,8
Shane,Duffy,DEF,BHA,4100000,0,45,3.5,8.53658536585366E-07,1.09756097560976E-05,0,1509610,5,11,0,0,0,1,0,11,49832,1,0,45,-1,0.2,0,0.8,3,0,4,0,1,15.7,2367640,0,-1,0,1,1134,1122,0,0,241,Wolverhampton,Man Utd,Brentford F.C.,Chelsea,Everton,0,0,4,4.2,4.8,3.8,4,3.3,0,2.4,3.9,4.1,2.6,4.5,4.5,3.9,3.7,4.3,3.4,3.8,3.4,4.1,4.1,53.8
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,1806,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,-1,0,0,0,4,0,0,0,Leicester,Liverpool,Man City,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4900000,0,50,3.6,7.3469387755102E-07,1.02040816326531E-05,0,470500,0,15,0,0,0,0,0,10.2,11275,-1,1,50,1,0.4,0,2.2,7,0,5,0,0,3.5,271021,0,-1,0,1,1260,80,-1,0,274,Wolverhampton,Man Utd,Brentford F.C.,Chelsea,Everton,0,0,0,4.4,5,3.9,4.2,3.4,0,2.5,4.1,4.3,2.8,4.7,4.7,4.1,3.9,4.5,3.5,4,3.6,4.3,4.3,41.2
,Ederson,GLK,MCI,6000000,6,62,4.1,6.83333333333333E-07,1.03333333333333E-05,0,586042,2,9,0,21,0,0,0,10.3,3517,0,0,62,0,0.6,0,3.8,2,0,8,0,0,9.4,487700,0,-1,0,0,1350,8750,0,0,270,Wolverhampton,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,4.1,5.7,3.3,3.9,5.4,4.6,5.3,3.6,5.3,4.3,6.1,4.6,4.5,3.8,5.1,4.3,5.4,4.7,3.3,5,4.1,5.1,5.2,19.3
Odsonne,Edouard,FWD,CRY,6400000,0,35,2.33333333333333,3.64583333333333E-07,5.46875E-06,0,407064,0,8,0,0,0,3,0,5.5,3024,-1,0,35,1,0.2,0,1,4,0,4,0,0,1.8,528798,0,-1,0,1,619,1029,0,0,126,Everton,Southampton,Watford,Tottenham,Norwich,2.8,2.4,2.2,1.2,2.6,2.1,1.4,1.6,1.5,1.5,1.3,2.4,1.3,1.8,1.8,2.3,1.9,1.6,2.9,1.4,3,1.2,2.1,48.8
Samuel,Edozie,MID,MCI,4800000,0,0,0,0,0,0,1865,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0,693,0,-1,0,0,0,5,0,0,0,Wolverhampton,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5600000,0,19,1.26666666666667,2.26190476190476E-07,3.39285714285714E-06,0,151947,2,7,0,0,0,1,0,3.4,318,-4,0,19,4,0.2,0,1,1,0,1,0,1,0.4,79569,0,-1,0,0,367,112,0,0,51,Liverpool,Norwich,Burnley,Chelsea,Leeds United F.C.,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,1,0.6,0.9,0.6,0.8,0.7,0.8,0.6,0.6,1,0.6,1,0.6,22.2
Anthony,Elanga,MID,MUN,4800000,0,1,0.0666666666666667,1.38888888888889E-08,2.08333333333333E-07,0,2132,0,0,0,0,0,0,0,0.2,14,-2,0,1,2,0,0,0.2,0,0,0,0,0,0,954,0,-1,0,0,14,28,0,0,2,Norwich,Brentford F.C.,Brighton,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,34047,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0.7,72184,0,-1,0,0,0,144,0,0,0,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,9,0.6,1.13207547169811E-07,1.69811320754717E-06,0,41446,0,1,0,0,0,0,0,1.7,10,-2,0,9,2,0,0,0,0,0,2,0,0,0.1,33356,0,-1,0,0,249,1,0,0,33,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,Leicester,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.5
,Elneny,MID,ARS,4400000,0,9,0.6,1.36363636363636E-07,2.04545454545455E-06,0,59042,0,5,0,0,0,0,0,2,618,-1,0,9,1,0.3,0,1.4,0,0,0,0,1,0.4,31392,0,-1,0,0,150,443,0,0,36,Southampton,West Ham,Leeds United F.C.,Norwich,Wolverhampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.6
Mohamed,Elyounoussi,MID,SOU,5500000,1,30,2.3,4.18181818181818E-07,5.45454545454545E-06,0,27283,2,9,0,0,0,1,0,5.5,149,0,0,30,0,0.1,0,0.6,1,0,5,0,0,0.1,30685,0,-1,0,0,813,26,0,0,62,Arsenal,Crystal Palace,Brentford F.C.,West Ham,Tottenham,1.2,1.3,1.6,1.2,2,2.5,2.1,1.2,1.2,1.3,1.9,2.4,1.3,2.4,1.5,1.2,1.3,2,1.5,2.3,1.4,1.2,1.4,56
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2201,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,4900000,0,23,2.3,4.69387755102041E-07,4.69387755102041E-06,0,58905,2,14,0,0,0,0,0,4.7,2134,-1,0,23,1,0.6,0,3,2,0,2,0,0,0.5,90811,0,-1,0,0,847,46,0,0,147,Leicester,Liverpool,Crystal Palace,Southampton,Watford,0,1.3,2.9,2.5,1.2,1.2,2.9,2.3,2,1.9,2.1,1.8,2.7,1.8,2.5,1.9,1.3,2.5,2,1.8,2.4,2.4,1.5,29.3
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Liverpool,Norwich,Burnley,Chelsea,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4400000,0,7,0.466666666666667,1.06060606060606E-07,1.59090909090909E-06,0,35518,3,6,0,0,0,0,0,1.6,116,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,27262,0,-1,0,0,369,15,0,0,52,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Jonny,Evans,DEF,LEI,5400000,1,19,1.9,3.51851851851852E-07,3.51851851851852E-06,0,21825,2,16,0,0,0,1,0,3.5,432,-1,0,19,1,0.5,0,2.6,0,0,0,0,1,0.3,24981,0,-1,0,0,751,838,0,0,137,Newcastle,Tottenham,Everton,Man City,Liverpool,1.1,2.6,1.5,1.9,1.9,1.5,1.4,1.6,2.1,1.6,1.5,2.1,1.9,1.5,1.7,1.6,1.6,1,1.6,2.2,1.7,1,1.3,32.6
Eberechi,Eze,MID,CRY,5900000,0,2,0.133333333333333,2.25988700564972E-08,3.38983050847458E-07,0,5478,0,1,0,0,0,0,0,0.3,88,-1,0,2,1,0.1,0,0.4,0,0,0,0,0,0.1,5527,0,-1,0,0,36,136,0,0,5,Everton,Southampton,Watford,Tottenham,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Lukasz,Fabianski,GLK,WHU,5000000,6,53,3.3,6.6E-07,1.06E-05,0,146632,0,19,0,48,0,0,0,10.6,1467,0,0,53,0,0.6,0,3.2,2,0,4,0,0,2.3,149690,0,-1,0,0,1440,1011,0,0,272,Burnley,Arsenal,Norwich,Southampton,Watford,3.1,3.3,3.7,3.2,2.1,2.7,4.2,3.6,2.3,2.9,2.9,3,4.5,3.9,4,4,4,3.7,4.4,4.4,3.1,4.2,3.8,36.4
,Fabinho,MID,LIV,5400000,3,33,2.2,4.07407407407407E-07,6.11111111111111E-06,0,109397,4,10,0,0,0,1,0,6.1,477,-1,0,33,1,0.4,0,2.4,0,0,6,0,1,0.7,77938,0,-1,0,0,1008,397,0,0,180,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,Leicester,1.8,2.1,1.2,1.5,1.5,1.4,1.3,1.4,1.3,1.6,2.1,1.1,1.2,1.6,1.1,2,1.1,1.4,1.5,1.8,1.6,1.7,1.7,45.8
,Fabio Silva,FWD,WOL,5600000,0,7,0.466666666666667,8.33333333333333E-08,1.25E-06,0,66679,0,0,0,0,0,0,0,1.2,290,-4,0,7,4,0,0,0,0,0,0,0,0,0.4,23795,0,-1,0,0,36,198,0,0,20,Man City,Brighton,Chelsea,Watford,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
,Femenia,DEF,WAT,4300000,1,16,1.6,3.72093023255814E-07,3.72093023255814E-06,0,17549,1,20,0,0,0,0,0,3.7,238,-2,0,16,2,0.4,0,1.6,0,0,0,0,2,0.1,8687,0,-1,0,0,809,164,0,0,135,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,West Ham,1.3,0.9,1.3,1.1,1.3,2.1,0.8,1.3,1.2,1.3,0.9,1.2,1.6,0.8,1.4,1.6,1.5,1.4,1.4,1.2,0.8,0.9,1.5,29.6
Nathan,Ferguson,DEF,CRY,4500000,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,2,0,0,0,Everton,Southampton,Watford,Tottenham,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11600000,3,70,4.4,3.79310344827586E-07,6.03448275862069E-06,0,3711359,4,24,0,0,0,5,0,6,13428,-4,0,70,4,0.3,1,3.6,6,0,4,0,3,16.4,992461,0,-1,0,1,1379,3618,0,0,283,Norwich,Brentford F.C.,Brighton,Newcastle,Burnley,5.3,4.6,4.1,5.3,5,4.8,4.4,3.5,4.9,5.2,4.1,5.3,3.5,4.6,3.2,3.8,4.1,5.4,3.7,3.8,4.9,3.1,4.5,137.6
Alvaro,Fernandez,GLK,BRE,4500000,2,21,1.4,3.11111111111111E-07,4.66666666666667E-06,0,36149,0,13,0,27,0,0,0,4.7,1821,0,0,21,0,0.8,0,3.6,2,0,1,0,0,0.8,98748,0,-1,0,0,630,1628,0,0,136,Watford,Man Utd,Southampton,Brighton,Man City,0.7,0.8,0.7,1.1,1.1,1,1.4,0.7,1.2,1,0.9,0.7,0.8,0.9,0.7,1.3,1,0.7,1.7,1,0.8,0.9,1.2,19.6
Federico,Fernandez,DEF,NEW,4300000,0,11,0.733333333333333,1.70542635658915E-07,2.55813953488372E-06,0,15576,0,12,0,0,0,0,0,2.6,43,-2,0,11,2,0.3,0,1.2,0,0,0,0,1,0.1,6265,0,-1,0,0,521,26,0,0,91,Leicester,Liverpool,Man City,Man Utd,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,21.2
,Fernandinho,MID,MCI,4800000,0,19,1.26666666666667,2.63888888888889E-07,3.95833333333333E-06,0,48802,0,4,0,0,0,1,0,4,397,-2,0,19,2,0.4,0,2,2,0,1,0,0,0.4,34602,0,-1,0,0,277,269,0,0,67,Wolverhampton,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.9,0.6,0.9,0.6,0.8,15.7
Roberto,Firmino,FWD,LIV,8700000,0,35,4.4,5.05747126436782E-07,4.02298850574713E-06,0,819774,0,6,0,0,0,4,0,4,1111,-3,0,35,3,0,0,0,5,0,2,0,1,2.1,450909,0,-1,0,1,367,306,0,0,155,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,Leicester,0,0,3.9,6,5.8,3.8,4.6,4.4,5.4,4.8,5.6,3.9,4.6,5,4.6,5.9,4.2,4.2,5.9,5.6,4.9,4.8,3.8,51.6
,Firpo,DEF,LEE,4700000,0,10,0.9,1.91489361702128E-07,2.12765957446809E-06,0,71659,4,18,0,0,0,0,0,2.1,156,-3,0,10,3,0.1,0,0.4,2,0,1,0,0,0.3,24865,1,-1,0,0,742,100,0,0,82,Chelsea,Man City,Arsenal,Liverpool,Aston Villa,0.6,0.5,0.7,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.4,1,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.5,0.5,28.5
Ashley,Fletcher,FWD,WAT,4900000,0,3,0.2,4.08163265306122E-08,6.12244897959184E-07,0,34251,0,0,0,0,0,0,0,0.6,295,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.2,27689,0,-1,0,0,28,204,0,0,5,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Phil,Foden,MID,MCI,8000000,1,49,3.26666666666667,4.08333333333333E-07,6.125E-06,0,1196474,0,6,0,0,0,3,0,6.1,15070,0,1,49,0,0.2,0,1.8,5,0,3,0,3,5.9,1515805,0,-1,0,1,719,5301,-1,0,173,Wolverhampton,Leeds United F.C.,Newcastle,Leicester,Brentford F.C.,3.3,2.9,3.2,2.6,2.7,2.1,2.1,3,2.6,3.2,3.2,2.4,2.3,2.6,2.8,2.9,1.7,3.8,3.7,2.3,3.9,2.3,3.5,87.9
Wesley,Fofana,DEF,LEI,4300000,0,0,0,0,0,0,42345,0,0,0,0,0,0,0,0,60,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2314,0,-1,0,0,0,10,0,0,0,Newcastle,Tottenham,Everton,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,1,62,3.9,6.5E-07,1.03333333333333E-05,0,410913,3,16,0,0,0,4,0,10.3,4226,0,0,62,0,0.4,0,2.2,3,0,4,0,3,2.4,529099,0,-1,0,1,1226,1630,0,0,233,Burnley,Arsenal,Norwich,Southampton,Watford,3.9,2.8,4.9,4.7,4.5,3.5,3.8,3.4,4.8,3.6,5,4.3,2.4,4.5,3,3.9,3.5,4.5,3.3,4.1,4.2,2.7,3.8,90.1
Adam,Forshaw,MID,LEE,4500000,2,14,0.933333333333333,2.07407407407407E-07,3.11111111111111E-06,0,2600,2,8,0,0,0,0,0,3.1,99,0,0,14,0,0.4,0,2,0,0,2,0,0,0,4303,0,-1,0,0,559,125,0,0,69,Chelsea,Man City,Arsenal,Liverpool,Aston Villa,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.5
Marcus,Forss,FWD,BRE,5300000,4,10,1.7,3.20754716981132E-07,1.88679245283019E-06,0,25169,0,4,0,0,0,0,0,1.9,313,-2,0,10,2,0.2,0,0.8,0,0,0,0,1,0.1,19644,0,-1,0,0,192,526,0,0,31,Watford,Man Utd,Southampton,Brighton,Man City,1.7,1,1.1,1.1,0.9,1.2,0.8,0.8,0.9,1.3,0.8,1.6,1.2,1.3,1.5,0.8,1,1.7,1.1,1.3,1.2,1.3,1.6,8.5
Fraser,Forster,GLK,SOU,4400000,0,0,0,0,0,0,63365,0,0,0,0,0,0,0,0,634,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,20733,0,-1,0,0,0,25,0,0,0,Arsenal,Crystal Palace,Brentford F.C.,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4100000,0,28,3.5,8.53658536585366E-07,6.82926829268293E-06,0,1073314,0,13,0,24,0,0,0,6.8,11734,1,0,28,-1,0.2,0,1,3,0,0,0,1,21.1,784323,0,-1,1,1,720,1071,0,0,148,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,West Ham,0,0,0,0,0,0,2.5,4.1,4,4.2,3.2,3.9,4.8,2.8,4.4,4.7,4.6,4.3,4.3,4.1,2.9,3.1,4.7,22.4
,Fosu,MID,BRE,5100000,0,0,0,0,0,0,8251,0,0,0,0,0,0,0,0,26,-4,0,0,4,0,0,0,0,0,0,0,0,0,1901,0,-1,0,0,0,5,0,0,0,Watford,Man Utd,Southampton,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5300000,1,20,1.33333333333333,2.51572327044025E-07,3.77358490566038E-06,0,14282,0,7,0,0,0,0,0,3.8,130,-2,0,20,2,0.3,0,1.6,0,0,0,0,2,0.1,8495,0,-1,0,0,345,1,0,0,75,Leicester,Liverpool,Man City,Man Utd,Everton,0,0.7,0.7,0.7,0.7,0.7,1,0.7,0.8,0.9,0.7,0.7,0.7,0.7,1,0.7,0.9,0.7,0.7,0.7,0.7,0.8,0.7,16.8
,Fred,MID,MUN,5000000,3,44,3.4,6.8E-07,8.8E-06,0,97815,4,15,0,0,0,2,0,8.8,3211,0,-1,44,0,1,0,5,4,0,4,0,2,1.9,209551,1,-1,0,1,1120,8965,1,0,196,Norwich,Brentford F.C.,Brighton,Newcastle,Burnley,3.7,3.1,2.8,3.7,3.4,3.3,3,2.3,3.4,3.6,2.7,3.7,2.3,3.1,2.1,2.5,2.8,3.8,2.4,2.5,3.3,2,3,53.6
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.0666666666666667,1.51515151515152E-08,2.27272727272727E-07,0,10446,0,0,0,0,0,0,0,0.2,30,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,3915,0,-1,0,0,2,26,0,0,3,Burnley,Arsenal,Norwich,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5200000,11,67,5.2,1E-06,1.28846153846154E-05,0,139110,2,13,0,0,0,2,0,12.9,3313,2,-1,67,-2,0.8,0,4.2,8,0,7,0,0,3.8,423124,0,-1,0,2,1148,30942,1,0,287,Southampton,West Ham,Leeds United F.C.,Norwich,Wolverhampton,6.8,7.6,5.6,5.2,6.5,7.6,5.4,7.5,5.7,0,7.5,7.4,3.6,6.2,4.9,4.5,7.4,4.3,6.9,6,7.8,3.9,7.8,53.1
Conor,Gallagher,MID,CRY,6100000,0,72,5.1,8.36065573770492E-07,1.18032786885246E-05,0,1104279,4,18,0,0,0,4,0,11.8,27439,6,0,72,-6,0.3,0,2,9,0,4,0,5,24.2,3092135,0,-1,0,3,1225,12279,0,0,253,Everton,Southampton,Watford,Tottenham,Norwich,6.4,7.3,5.7,3.7,7.5,5.5,4.8,4.1,5.3,4.4,5,7.1,6.2,4.9,5.3,6.6,4.5,3.9,6.3,5,7.4,4.2,5.2,114.9
Dwight,Gayle,FWD,NEW,5200000,0,3,0.2,3.84615384615385E-08,5.76923076923077E-07,0,24021,0,0,0,0,0,0,0,0.6,114,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,13987,0,-1,0,0,21,108,0,0,8,Leicester,Liverpool,Man City,Man Utd,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Jean-Philippe,Gbamin,MID,EVE,4400000,0,2,0.133333333333333,3.03030303030303E-08,4.54545454545455E-07,0,3675,0,2,0,0,0,0,0,0.5,18,-1,0,2,1,0,0,0,0,0,0,0,0,0,2473,0,-1,0,0,46,14,0,0,7,Crystal Palace,Chelsea,Leicester,Burnley,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Joe,Gelhardt,FWD,LEE,4500000,7,13,0.866666666666667,1.92592592592593E-07,2.88888888888889E-06,0,81356,1,3,0,0,0,1,0,2.9,1914,0,0,13,0,0.4,0,1.6,2,0,0,0,1,1.4,188508,0,-1,0,0,134,8040,0,0,42,Chelsea,Man City,Arsenal,Liverpool,Aston Villa,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,22.1
Saman,Ghoddos,MID,BRE,5300000,4,18,1.2,2.26415094339623E-07,3.39622641509434E-06,0,4683,2,3,0,0,0,1,0,3.4,22,-2,0,18,2,0.2,0,0.8,0,0,0,0,2,0,2500,0,-1,0,0,273,26,0,0,72,Watford,Man Utd,Southampton,Brighton,Man City,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.8,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,26.2
Dimitris,Giannoulis,DEF,NOR,4400000,2,22,1.46666666666667,3.33333333333333E-07,5E-06,0,7665,1,9,0,0,0,0,0,5,30,-1,0,22,1,0.3,0,1.2,2,0,2,0,1,0.1,3905,0,-1,0,0,487,71,0,0,116,Man Utd,Aston Villa,West Ham,Arsenal,Crystal Palace,1,1.2,1,1.5,0.7,0.7,1.3,0.7,1.2,1.4,1.3,0.7,1.3,0.9,1.3,1,1.1,0.9,0.8,0.7,1.2,0.9,2,21.2
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,33375,1,0,0,0,0,0,0,0.2,40,0,0,1,0,0,0,0,0,0,0,0,0,0.1,7872,0,-1,0,0,7,0,0,0,0,Man City,Brighton,Chelsea,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,0,23,1.9,4.31818181818182E-07,5.22727272727273E-06,0,7573,1,25,0,0,0,0,0,5.2,59,-1,0,23,1,0.5,0,2,0,0,3,0,0,0.1,3662,0,-1,0,0,1054,26,0,1,199,Man Utd,Aston Villa,West Ham,Arsenal,Crystal Palace,0,1.8,1.5,2.2,1,1.1,1.9,1,1.8,2,1.9,1,1.9,1.4,1.9,1.5,1.7,1.4,1.3,1.1,1.8,1.3,2.7,37.4
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,18648,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0.3,24302,0,-1,0,0,0,40,0,0,0,Leicester,Liverpool,Man City,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4400000,2,21,2.3,5.22727272727273E-07,4.77272727272727E-06,0,668753,2,19,0,0,0,0,0,4.8,3139,-1,0,21,1,0.5,0,2.4,1,0,1,0,1,4.7,408214,0,-1,0,0,783,2842,0,0,130,Man Utd,Aston Villa,West Ham,Arsenal,Crystal Palace,1.4,2.2,1.2,2,1.3,1.4,1.9,1.9,2.3,1.2,1.2,1.6,1.6,1.2,1.3,1.5,2.2,1.3,2.5,1.3,1.5,2.1,2,37.9
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,DEF,EVE,4800000,0,22,1.8,3.75E-07,4.58333333333333E-06,0,66830,3,22,0,0,0,0,0,4.6,210,-2,0,22,2,0.1,0,0.6,0,0,2,0,0,0.5,22035,0,-1,0,0,1039,183,0,0,145,Crystal Palace,Chelsea,Leicester,Burnley,Newcastle,0.9,1.7,1.1,1,1.2,1.6,1,1.7,0.9,1.9,0.9,1.9,1.8,1.2,0.9,1.3,1.4,1.7,1.8,1.8,0.9,1.8,1.1,37.6
Pierluigi,Gollini,GLK,TOT,4300000,0,0,0,0,0,0,15263,0,0,0,0,0,0,0,0,58,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,6530,0,-1,0,0,0,35,0,0,0,Leicester,Liverpool,Crystal Palace,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
