FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Shane,Duffy,DEF,BHA,4100000,0,45,3.5,8.53658536585366E-07,1.09756097560976E-05,0,1858531,5,11,0,0,0,1,0,11,24926,1,0,45,-1,0.1,0,0.4,3,0,4,0,1,12.2,2414325,0,-1,0,1,1134,3604,0,0,241,Chelsea,Everton,Crystal Palace,Leicester,Watford,4.8,3.8,3.7,3.1,0,2.4,4,4,2.8,4.6,4.7,3.9,3.8,4.3,3.4,4,3.5,4.2,4.2,53.8
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,2093,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,-1,0,0,0,17,0,0,0,Southampton,Watford,Leeds United F.C.,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4900000,0,50,3.6,7.3469387755102E-07,1.02040816326531E-05,0,576989,0,15,0,0,0,0,0,10.2,4020,-1,0,50,1,0.1,0,0.4,7,0,5,0,0,2.3,271399,0,-1,0,1,1260,36,0,0,274,Chelsea,Everton,Crystal Palace,Leicester,Watford,0,0,3.9,3.2,0,2.5,4.2,4.2,3,4.8,4.8,4,3.9,4.4,3.6,4.2,3.7,4.4,4.4,41.2
,Ederson,GLK,MCI,6000000,9,86,4.5,7.5E-07,1.43333333333333E-05,0,651231,2,12,0,33,0,0,0,14.3,10352,0,0,86,0,0.8,0,5,4,0,11,0,0,10.4,639432,0,-1,0,0,1710,15572,0,0,372,Brentford F.C.,Arsenal,Chelsea,Southampton,Brentford F.C.,5.8,5.2,5.8,4.2,6.2,5.3,6.7,5.3,5.2,3.8,5.7,5,6.1,5.6,3.8,5.6,5,5.7,5.8,28.2
Odsonne,Edouard,FWD,CRY,6300000,14,61,3.38888888888889,5.37918871252205E-07,9.68253968253968E-06,0,444755,1,13,0,0,0,4,0,9.7,6690,-2,0,61,2,0.8,0,4.8,7,0,5,0,4,3.1,678088,0,-1,0,2,934,54949,0,0,202,Norwich,West Ham,Brighton,Liverpool,Norwich,4.5,3.9,2.5,3.1,3.1,2.6,2.6,4.3,2.3,3.1,3.4,4,3.1,2.9,5,2.6,5,2.2,3.8,83.5
Samuel,Edozie,MID,MCI,4800000,0,0,0,0,0,0,1956,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,736,0,-1,0,0,0,4,0,0,0,Brentford F.C.,Arsenal,Chelsea,Southampton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conrad,Egan-Riley,DEF,MCI,4000000,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,-1,0,0,0,10,0,0,0,Brentford F.C.,Arsenal,Chelsea,Southampton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5600000,0,20,1.11111111111111,1.98412698412698E-07,3.57142857142857E-06,0,156510,2,8,0,0,0,1,0,3.6,154,-4,0,20,4,0,0,0.2,1,0,1,0,1,0.4,80278,0,-1,0,0,381,81,0,0,54,Brentford F.C.,Man Utd,Everton,Leeds United F.C.,Newcastle,0,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,23.6
Anthony,Elanga,MID,MUN,4800000,0,1,0.0588235294117647,1.22549019607843E-08,2.08333333333333E-07,0,2343,0,0,0,0,0,0,0,0.2,19,-2,0,1,2,0,0,0.2,0,0,0,0,0,0,1148,0,-1,0,0,14,9,0,0,2,Burnley,Wolverhampton,Aston Villa,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,38982,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0.7,74848,0,-1,0,0,0,260,0,0,0,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,9,0.5,9.43396226415094E-08,1.69811320754717E-06,0,41641,0,1,0,0,0,0,0,1.7,25,-2,0,9,2,0,0,0,0,0,2,0,0,0.1,33413,0,-1,0,0,249,10,0,0,33,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.5
,Elneny,MID,ARS,4400000,0,10,0.526315789473684,1.19617224880383E-07,2.27272727272727E-06,0,66264,0,5,0,0,0,0,0,2.3,389,-1,0,10,1,0.2,0,1,0,0,0,0,1,0.4,34509,0,-1,0,0,165,185,0,0,39,Man City,Tottenham,Burnley,Wolverhampton,Brentford F.C.,0,0.3,0.3,0.3,0.3,0,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.8
Mohamed,Elyounoussi,MID,SOU,5400000,0,38,2.7,5E-07,7.03703703703704E-06,0,29625,2,11,0,0,0,2,0,7,287,-1,0,38,1,0.3,0,1.7,2,0,5,0,0,0.1,32701,0,-1,0,0,903,210,0,0,89,Tottenham,Newcastle,Wolverhampton,Man City,Tottenham,2.5,3.2,2.6,1.6,1.4,1.9,2.5,3,1.8,3,2,1.6,1.8,2.4,1.9,3,1.7,1.5,1.6,62.9
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2216,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Brighton,Liverpool,Man City,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,4900000,2,36,2.8,5.71428571428571E-07,7.3469387755102E-06,0,76692,3,17,0,0,0,0,0,7.3,3423,-1,0,36,1,0.9,0,4.2,4,0,3,0,1,1.1,164804,0,-1,0,1,1103,12586,0,0,212,Southampton,Watford,Arsenal,Chelsea,Southampton,1.6,1.4,3.8,3,2.8,2.8,2.9,2.6,3.5,2.5,3.5,2.7,1.9,3.2,2.7,2.6,3.2,3.3,2.2,48.2
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Man Utd,Everton,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4300000,0,7,0.4375,1.01744186046512E-07,1.62790697674419E-06,0,37378,3,6,0,0,0,0,0,1.6,363,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,29132,0,-1,0,0,369,577,0,0,52,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Jonny,Evans,DEF,LEI,5400000,0,19,1.11764705882353,2.06971677559913E-07,3.51851851851852E-06,0,31113,2,16,0,0,0,1,0,3.5,407,-1,0,19,1,0.3,0,1.8,0,0,0,0,1,0.2,25557,0,-1,0,0,751,81,0,0,137,Liverpool,Norwich,Burnley,Brighton,Liverpool,0,0,0,0.7,0.9,0.8,0.6,0.9,0.9,0.6,0.8,0.7,0.6,0.6,0.7,0.8,0.8,0.6,0.6,32.6
Eberechi,Eze,MID,CRY,5900000,0,2,0.111111111111111,1.88323917137476E-08,3.38983050847458E-07,0,7206,0,1,0,0,0,0,0,0.3,198,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,6633,0,-1,0,0,36,98,0,0,5,Norwich,West Ham,Brighton,Liverpool,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Lukasz,Fabianski,GLK,WHU,5000000,3,69,3.6,7.2E-07,1.38E-05,0,178887,0,25,0,61,0,0,0,13.8,5158,0,0,69,0,0.9,0,4.3,5,0,4,0,0,2.8,223063,0,-1,1,1,1710,4371,0,0,335,Watford,Crystal Palace,Leeds United F.C.,Man Utd,Watford,2.4,2.6,5,4.2,2.7,3,3.6,3.8,4.7,4.3,4.3,4.6,4.4,4.4,4.8,4.9,3.8,5,4.1,48.3
,Fabinho,MID,LIV,5400000,2,35,1.94444444444444,3.60082304526749E-07,6.48148148148148E-06,0,117364,4,11,0,0,0,1,0,6.5,317,-1,0,35,1,0.3,0,1.5,0,0,6,0,1,0.6,80093,0,-1,0,0,1071,447,0,0,200,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,1,1.1,1.2,1.1,1.1,1.3,1.7,0,1,1.2,1,1.7,1,1.2,1.3,1.5,1.3,1.2,1.5,48.7
,Fabio Silva,FWD,WOL,5600000,0,8,0.444444444444444,7.93650793650794E-08,1.42857142857143E-06,0,71474,0,0,0,0,0,0,0,1.4,265,-4,0,8,4,0,0,0.2,0,0,0,0,0,0.3,26673,0,-1,0,0,37,43,0,0,23,Man Utd,Southampton,Brentford F.C.,Arsenal,Tottenham,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
,Femenia,DEF,WAT,4300000,0,16,1.5,3.48837209302326E-07,3.72093023255814E-06,0,21203,1,22,0,0,0,0,0,3.7,270,-2,0,16,2,0.2,0,0.8,0,0,0,0,2,0.1,10638,0,-1,0,0,848,30,0,0,140,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,1.7,0.8,1.1,1.1,1.1,0.8,1.1,1.4,0.8,1.3,1.4,1.4,1.4,1.3,1.2,0.8,0.8,1.4,29.9
Evan,Ferguson,FWD,BHA,4500000,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,2931,0,-1,0,0,0,300,0,0,0,Chelsea,Everton,Crystal Palace,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ferguson,DEF,CRY,4500000,0,1,0.0555555555555556,1.23456790123457E-08,2.22222222222222E-07,0,946,0,0,0,0,0,0,0,0.2,28,0,0,1,0,0,0,0.2,0,0,0,0,0,0,941,0,-1,0,0,8,18,0,0,3,Norwich,West Ham,Brighton,Liverpool,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11600000,0,71,4.2,3.62068965517241E-07,6.12068965517241E-06,0,3966752,5,25,0,0,0,5,0,6.1,22163,-4,0,71,4,0.3,1,3.2,6,0,4,0,3,14.4,1084425,0,-1,0,1,1469,2284,0,0,293,Burnley,Wolverhampton,Aston Villa,West Ham,Burnley,4.8,4.4,4.4,3.2,4.8,4.6,4.1,4.9,3.1,4.1,3.1,3.5,4,4.8,3.4,3.7,4.5,2.9,4.1,141.8
Alvaro,Fernandez,GLK,BRE,4500000,2,25,1.47058823529412,3.26797385620915E-07,5.55555555555556E-06,0,63226,0,16,0,32,0,0,0,5.6,1561,0,0,25,0,0.4,0,2,2,0,1,0,0,0.7,116289,0,-1,0,0,810,1346,0,0,165,Man City,Aston Villa,Liverpool,Wolverhampton,Man City,1.4,1.1,1.4,0.9,1.3,1,0.9,0.8,0.9,1.1,0.7,1.3,1.2,0.7,1.7,1.1,0.9,0.9,1.4,23
Federico,Fernandez,DEF,NEW,4300000,0,11,0.578947368421053,1.34638922888617E-07,2.55813953488372E-06,0,17435,0,12,0,0,0,0,0,2.6,97,-2,0,11,2,0,0,0.2,0,0,0,0,1,0.1,6545,0,-1,0,0,521,8,0,0,91,Southampton,Watford,Leeds United F.C.,Everton,Aston Villa,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,21.2
,Fernandinho,MID,MCI,4800000,3,28,1.47368421052632,3.07017543859649E-07,5.83333333333333E-06,0,52549,1,7,0,0,0,1,0,5.8,390,-2,0,28,2,0.3,0,1.6,2,0,2,0,1,0.4,38520,0,-1,0,0,513,399,0,0,117,Brentford F.C.,Arsenal,Chelsea,Southampton,Brentford F.C.,0.7,0.7,0.7,0.8,0.8,1,0.9,0.7,0.7,0.7,0.7,0.8,0.7,1.1,1.1,0.7,1.2,0.7,1,31.1
Roberto,Firmino,FWD,LIV,8700000,1,41,3.7,4.25287356321839E-07,4.71264367816092E-06,0,851107,0,7,0,0,0,4,0,4.7,3251,-3,0,41,3,0.1,0,1,5,0,2,0,2,2.4,504483,0,-1,0,1,433,3024,0,0,171,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,4.3,2.9,3.9,3.1,4.4,3.7,4.6,0,3.9,3.6,3.8,5,2.9,3.3,4.7,4.7,3.9,3.7,2.9,56.8
,Firpo,DEF,LEE,4700000,0,9,0.8,1.70212765957447E-07,1.91489361702128E-06,0,74520,5,23,0,0,0,0,0,1.9,134,-3,0,9,3,0,0,0,2,0,1,0,0,0.3,26005,1,-1,0,0,814,208,0,0,85,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,30.1
Ashley,Fletcher,FWD,WAT,4900000,0,3,0.1875,3.8265306122449E-08,6.12244897959184E-07,0,37961,0,0,0,0,0,0,0,0.6,405,-1,0,3,1,0,0,0,0,0,0,0,0,0.2,31254,0,-1,0,0,28,291,0,0,5,West Ham,Tottenham,Newcastle,Norwich,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Phil,Foden,MID,MCI,8100000,11,73,3.84210526315789,4.74333983105913E-07,9.01234567901235E-06,0,1447083,0,6,0,0,0,5,0,9,21676,1,0,73,-1,0.6,0,4.6,9,0,5,0,4,9.6,2092190,0,-1,0,3,918,24286,0,0,253,Brentford F.C.,Arsenal,Chelsea,Southampton,Brentford F.C.,3.4,2.6,2.9,3.6,3.7,4.3,4,3.1,3.1,3.2,3.6,3.9,2.5,4.7,4.7,3.2,4.9,2.8,4.4,116.5
Wesley,Fofana,DEF,LEI,4300000,0,0,0,0,0,0,42973,0,0,0,0,0,0,0,0,75,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2427,0,-1,0,0,0,23,0,0,0,Liverpool,Norwich,Burnley,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,0,65,3.61111111111111,6.01851851851852E-07,1.08333333333333E-05,0,485190,3,18,0,0,0,4,0,10.8,9753,0,0,65,0,0.3,0,1.8,3,0,4,0,3,1.8,549829,0,-1,0,1,1354,327,0,0,247,Watford,Crystal Palace,Leeds United F.C.,Man Utd,Watford,0,0,0,3.2,4.4,2.8,4.6,4,2.1,4,2.4,3.7,3,4.3,2.9,3.5,3.9,2.4,3.2,92
Adam,Forshaw,MID,LEE,4500000,0,18,1,2.22222222222222E-07,4E-06,0,4566,2,19,0,0,0,0,0,4,100,0,0,18,0,0.4,0,2,0,0,2,0,0,0,6476,0,-1,0,0,739,65,0,0,91,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26
Marcus,Forss,FWD,BRE,5300000,0,10,1.7,3.20754716981132E-07,1.88679245283019E-06,0,29582,0,4,0,0,0,0,0,1.9,348,-2,0,10,2,0.2,0,0.8,0,0,0,0,1,0.1,23774,0,-1,0,0,192,189,0,0,31,Man City,Aston Villa,Liverpool,Wolverhampton,Man City,0.8,1.2,0.8,0.8,0.8,1.4,0.8,1.8,1.3,1.4,1.3,0.8,1.2,1.7,1.2,1.3,1.4,1.2,1.8,8.5
Fraser,Forster,GLK,SOU,4400000,8,9,0.5,1.13636363636364E-07,2.04545454545455E-06,0,69016,0,3,0,12,0,0,0,2,882,-1,0,9,1,0.3,0,1.5,3,0,0,0,0,0.7,27000,0,-1,0,0,180,3982,0,0,44,Tottenham,Newcastle,Wolverhampton,Man City,Tottenham,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,9.1
Ben,Foster,GLK,WAT,4100000,0,28,1.75,4.26829268292683E-07,6.82926829268293E-06,0,1291005,0,13,0,24,0,0,0,6.8,18350,1,0,28,-1,0,0,0,3,0,0,0,1,18.6,799774,0,-1,1,1,720,2790,0,0,148,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,0,0.9,1.4,1.4,1.4,1.1,1.4,1.8,0.9,1.6,1.8,1.8,1.7,1.7,1.5,0.9,1,1.7,22.4
,Fosu,MID,BRE,5100000,0,0,0,0,0,0,8494,0,0,0,0,0,0,0,0,14,-4,0,0,4,0,0,0,0,0,0,0,0,0,1973,0,-1,0,0,0,5,0,0,0,Man City,Aston Villa,Liverpool,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5300000,0,25,1.31578947368421,2.48262164846077E-07,4.71698113207547E-06,0,15773,1,14,0,0,0,0,0,4.7,155,-2,0,25,2,0.2,0,1.2,0,0,0,0,2,0.1,9795,0,-1,0,0,595,209,0,0,99,Southampton,Watford,Leeds United F.C.,Everton,Aston Villa,0,0.7,1,0.7,0.8,0.9,0.7,0.7,0.7,0.7,1,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,26.9
,Fred,MID,MUN,5000000,0,45,3.2,6.4E-07,9E-06,0,182455,4,16,0,0,0,2,0,9,6456,0,0,45,0,1,0,4.8,4,0,4,0,2,1.7,276257,1,-1,0,1,1165,3475,0,0,205,Burnley,Wolverhampton,Aston Villa,West Ham,Burnley,3.2,2.9,2.9,2.1,3.2,3.1,2.7,3.3,2,2.7,2,2.3,2.6,3.2,2.2,2.4,3,1.9,2.7,57.6
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.0555555555555556,1.26262626262626E-08,2.27272727272727E-07,0,10989,0,0,0,0,0,0,0,0.2,34,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,4148,0,-1,0,0,2,42,0,0,3,Watford,Crystal Palace,Leeds United F.C.,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5300000,0,81,5.1,9.62264150943396E-07,1.52830188679245E-05,0,265620,2,14,0,0,0,2,0,15.3,14627,3,0,81,-3,0.8,0,4.5,8,0,9,0,0,6.2,753433,0,-1,0,2,1418,21499,0,0,354,Man City,Tottenham,Burnley,Wolverhampton,Brentford F.C.,0,7.4,5.4,7.4,5.9,0,7.4,0,3.6,6.1,5.1,3.9,7.2,4.4,6.7,5.9,7.6,4.2,7.6,58.9
Conor,Gallagher,MID,CRY,6200000,0,91,5.4,8.70967741935484E-07,1.46774193548387E-05,0,1737217,4,24,0,0,0,6,0,14.7,163761,7,-1,91,-7,0.6,0,3.7,12,0,4,0,5,24.9,3803446,0,-1,0,4,1479,7186,1,0,326,Norwich,West Ham,Brighton,Liverpool,Norwich,0,0,4.9,5,6,4.6,5.7,7.9,6.5,5.2,5.7,6.9,4.4,4.3,7.1,5,8,4.8,5.9,143.4
Dwight,Gayle,FWD,NEW,5200000,0,4,0.210526315789474,4.04858299595142E-08,7.69230769230769E-07,0,27498,0,0,0,0,0,0,0,0.8,280,-3,0,4,3,0,0,0.2,0,0,0,0,0,0.2,19113,0,-1,0,0,28,365,0,0,11,Southampton,Watford,Leeds United F.C.,Everton,Aston Villa,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2
Jean-Philippe,Gbamin,MID,EVE,4400000,0,3,0.176470588235294,4.01069518716578E-08,6.81818181818182E-07,0,3934,0,2,0,0,0,0,0,0.7,22,-1,0,3,1,0,0,0.2,0,0,0,0,0,0,2738,0,-1,0,0,65,8,0,0,10,Brighton,Norwich,Aston Villa,Newcastle,Leeds United F.C.,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Joe,Gelhardt,FWD,LEE,4600000,0,18,1,2.17391304347826E-07,3.91304347826087E-06,0,162265,2,11,0,0,0,1,0,3.9,8963,1,0,18,-1,0.5,0,2.4,2,0,0,0,2,2.9,399909,0,-1,0,0,269,14814,0,0,54,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0.6,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,23
Saman,Ghoddos,MID,BRE,5300000,1,20,1.17647058823529,2.21975582685905E-07,3.77358490566038E-06,0,5065,2,3,0,0,0,1,0,3.8,29,-2,0,20,2,0.2,0,1.2,0,0,0,0,2,0,2684,0,-1,0,0,305,21,0,0,78,Man City,Aston Villa,Liverpool,Wolverhampton,Man City,0.6,0.7,0.6,0.7,0.6,0.8,0.6,0.8,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,27.7
Dimitris,Giannoulis,DEF,NOR,4400000,0,22,1.22222222222222,2.77777777777778E-07,5E-06,0,8947,1,12,0,0,0,0,0,5,108,-1,0,22,1,0.1,0,0.4,2,0,2,0,1,0.1,5118,0,-1,0,0,532,23,0,0,119,Crystal Palace,Leicester,Everton,Watford,Crystal Palace,0,0,0.9,0.6,0.7,1.1,1.1,0.6,1,0.8,0.9,0.8,0.8,0.8,0.6,0.6,0.9,0.7,1.3,22.7
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,34017,1,0,0,0,0,0,0,0.2,37,0,0,1,0,0,0,0,0,0,0,0,0,0.1,7872,0,-1,0,0,7,0,0,0,0,Man Utd,Southampton,Brentford F.C.,Arsenal,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,0,24,1.6,3.63636363636364E-07,5.45454545454545E-06,0,8624,2,35,0,0,0,0,0,5.5,154,-1,0,24,1,0.1,0,0.4,0,0,3,0,0,0.1,5049,0,-1,0,0,1324,320,0,1,243,Crystal Palace,Leicester,Everton,Watford,Crystal Palace,0.8,0.8,1.4,0.8,1.2,1.6,1.6,0.8,1.5,1.3,1.4,1.2,1.3,1.2,1,0.9,1.4,1.2,1.9,48.7
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,22973,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0.3,27572,0,-1,0,0,0,76,0,0,0,Southampton,Watford,Leeds United F.C.,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4400000,2,27,2.2,5E-07,6.13636363636364E-06,0,745512,2,29,0,0,0,0,0,6.1,5442,-1,0,27,1,0.4,0,1.8,1,0,1,0,1,4.2,436772,0,-1,0,0,1053,1231,0,0,166,Crystal Palace,Leicester,Everton,Watford,Crystal Palace,1.3,1.3,1.7,1.9,2.1,1.1,1.1,1.5,1.5,1.3,1.2,1.5,2,1.5,2.3,1.4,1.3,2.1,1.7,53.3
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,1124,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brighton,Liverpool,Man City,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,DEF,EVE,4800000,0,25,1.8,3.75E-07,5.20833333333333E-06,0,70916,3,26,0,0,0,0,0,5.2,461,-2,0,25,2,0.2,0,1,0,0,2,0,0,0.5,26791,0,-1,0,0,1219,654,0,0,179,Brighton,Norwich,Aston Villa,Newcastle,Leeds United F.C.,0,1.6,1.2,1.6,0.9,2,0.9,2,1.5,1.4,0.9,1.3,1.4,1.5,1.8,1.8,0.9,1.9,1.2,48.7
Pierluigi,Gollini,GLK,TOT,4300000,0,0,0,0,0,0,16473,0,0,0,0,0,0,0,0,137,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7343,0,-1,0,0,0,64,0,0,0,Southampton,Watford,Arsenal,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,4700000,0,3,0.166666666666667,3.54609929078014E-08,6.38297872340426E-07,0,59658,0,1,0,0,0,0,0,0.6,164,-3,0,3,3,0,0,0.2,0,0,0,0,0,0.4,17569,0,-1,0,0,14,124,0,0,9,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Charlie,Goode,DEF,BRE,3900000,0,10,0.588235294117647,1.50829562594268E-07,2.56410256410256E-06,0,187521,3,6,0,0,0,0,0,2.6,3639,-1,0,10,1,0.1,0,0.4,0,0,1,0,0,1.8,209600,0,-1,0,0,448,85,0,0,64,Man City,Aston Villa,Liverpool,Wolverhampton,Man City,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,16
Anthony,Gordon,MID,EVE,4500000,0,23,1.35294117647059,3.00653594771242E-07,5.11111111111111E-06,0,10316,1,13,0,0,0,0,0,5.1,329,0,0,23,0,0.5,0,2.2,0,0,1,0,1,0.1,15664,0,-1,0,0,695,340,0,0,75,Brighton,Norwich,Aston Villa,Newcastle,Leeds United F.C.,0,0.7,0.8,0.9,0.7,0.8,0.7,0.7,0.7,0.9,0.8,0.7,0.7,1,0.7,0.7,0.7,0.7,0.7,40.6
Kaide,Gordon,MID,LIV,4500000,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,-1,0,0,0,10,0,0,0,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
