FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jesse,Lingard,MID,MUN,6800000,0,18,1.38461538461538,2.03619909502262E-07,2.64705882352941E-06,0,136487,0,4,0,0,0,2,0,2.6,529,-2,0,18,2,0.1,0,0.5,1,0,0,0,0,1,51918,0,-1,0,0,77,202,0,0,62,Arsenal,Crystal Palace,Norwich,Brentford F.C.,Brighton,0.7,0.7,0.9,0.8,0.7,1,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.8,0.7,0.7,15.1
Tino,Livramento,DEF,SOU,4500000,1,50,3.6,8E-07,1.11111111111111E-05,0,545553,1,20,0,0,0,1,0,11.1,15890,5,1,50,-5,0.4,0,2,2,0,5,0,1,22.1,2223538,0,-1,0,0,1255,10343,-1,0,253,Leicester,Brighton,Arsenal,Crystal Palace,Brentford F.C.,3.4,4.5,3.6,2.7,4.5,3.8,5.3,3.4,3.3,4.8,4.2,4.3,4.8,4.4,2.8,2.9,3.2,4,4.5,5.3,4,4.1,4.3,5,3,54
Diego,Llorente,DEF,LEE,4500000,7,37,3.7,8.22222222222222E-07,8.22222222222222E-06,0,42891,3,8,0,0,0,1,0,8.2,1132,0,0,37,0,0.8,0,3.8,4,0,3,0,0,0.6,73061,0,-1,0,1,817,731,0,0,168,Crystal Palace,Brentford F.C.,Chelsea,Man City,Arsenal,4.1,4.5,5.1,4.4,5.3,4.8,4.6,4.3,4.2,3.4,3.1,3.8,4.1,5.4,3.3,4.4,3.6,3.9,2.4,4.6,3,4.8,4,4.5,4.6,25.8
Hugo,Lloris,GLK,TOT,5400000,1,51,3.9,7.22222222222222E-07,9.44444444444444E-06,0,648269,0,17,0,37,0,0,0,9.4,4658,-1,0,51,1,0.7,0,3.7,6,0,4,0,0,8.5,841182,0,-1,0,2,1094,3478,0,0,229,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,5,4.9,4.6,3.4,5.4,4.6,3,2.5,5.8,5.3,4.3,3.9,4.6,4.5,5.3,4.9,5.1,3.8,3.2,5,4.8,3.8,4.9,4.8,3.6,31.6
Giovani,Lo Celso,MID,TOT,5900000,0,9,0.75,1.27118644067797E-07,1.52542372881356E-06,0,15380,0,4,0,0,0,0,0,1.5,110,-1,0,9,1,0.1,0,0.3,0,0,0,0,0,0.1,6320,0,-1,0,0,208,4,0,0,34,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,15.4
Jurgen,Locadia,FWD,BHA,4400000,0,1,0.0769230769230769,1.74825174825175E-08,2.27272727272727E-07,0,59698,0,0,0,0,0,0,0,0.2,2863,-1,0,1,1,0,0,0.2,0,0,0,0,0,1.2,153600,0,-1,0,0,22,9621,0,0,0,West Ham,Southampton,Tottenham,Wolverhampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Ruben,Loftus-Cheek,MID,CHE,5400000,2,24,1.84615384615385,3.41880341880342E-07,4.44444444444444E-06,0,18664,0,4,0,0,0,0,0,4.4,537,-1,0,24,1,0.3,0,1.5,1,0,1,0,3,0.2,23773,0,-1,0,0,448,650,0,0,95,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,1.6,1,0.9,1,1.8,1.1,0.9,0.9,0.9,1,0,0,1.2,0.9,1.4,1.3,1.5,0.9,1.4,1.1,0.9,1,1.1,1.4,1.3,24.1
Andy,Lonergan,GLK,EVE,4000000,0,0,0,0,0,0,3350,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6084,0,-1,0,0,0,25,0,0,0,Liverpool,Arsenal,Crystal Palace,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4000000,0,0,0,0,0,0,12432,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7387,0,-1,0,0,0,95,0,0,0,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,5400000,0,1,0.0769230769230769,1.42450142450142E-08,1.85185185185185E-07,0,25422,0,0,0,0,0,0,0,0.2,257,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,16422,0,-1,0,0,16,274,0,0,2,Leicester,Brighton,Arsenal,Crystal Palace,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Ademola,Lookman,MID,LEI,6000000,1,19,1.46153846153846,2.43589743589744E-07,3.16666666666667E-06,0,10552,1,12,0,0,0,1,0,3.2,564,0,0,19,0,0.5,0,2.8,1,0,0,0,0,0.1,16524,0,-1,0,0,521,424,0,0,76,Southampton,Aston Villa,Newcastle,Tottenham,Everton,0.8,0.7,1,0.7,0.7,0.7,0.7,1,0.8,0.7,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.9,0.9,1,1,0.7,0.7,1,1,41.4
Imran,Louza,MID,WAT,5200000,1,4,0.307692307692308,5.91715976331361E-08,7.69230769230769E-07,0,2762,2,8,0,0,0,0,0,0.8,34,-3,0,4,3,0.2,0,0.8,0,0,0,0,0,0,872,0,-1,0,0,238,33,0,0,26,Chelsea,Man City,Brentford F.C.,Burnley,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.4
Matthew,Lowton,DEF,BUR,4400000,5,44,3.4,7.72727272727273E-07,1E-05,0,186665,2,20,0,0,0,1,0,10,1169,-1,0,44,1,0.6,0,2.7,4,0,2,0,3,1.7,134280,0,-1,0,1,1170,2956,0,0,222,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,3.1,2.3,4.2,2.6,2.6,4.4,4.1,3.8,3,3.4,3.7,4.7,3.8,2.6,4.1,4,3.5,4.4,2.9,3.6,3.1,2,4.2,4.1,3,53.7
,Lucas Moura,MID,TOT,6400000,1,25,2.1,3.28125E-07,3.90625E-06,0,150710,2,12,0,0,0,0,0,3.9,1631,-1,0,25,1,0.5,0,3,0,0,3,0,1,1.3,162687,0,-1,0,0,850,2677,0,0,98,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,1.4,2.1,1.2,1.3,1,1.8,1.3,1.6,1.8,1.2,2,1.8,1,1.1,1.6,1.3,1.3,2,1,1.4,1.3,1.4,1,1.9,1.4,49.2
Romelu,Lukaku,FWD,CHE,11500000,1,33,3.7,3.21739130434783E-07,2.8695652173913E-06,0,3688060,0,3,0,0,0,3,0,2.9,9157,0,0,33,0,0,0,0.5,5,0,4,0,0,9.6,3452772,0,-1,0,1,645,9017,0,0,130,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,5.2,4,4.2,4.2,3.8,3.4,2.9,2.4,3.5,3.5,0,0,3.6,3.8,4.1,4.6,4.2,2.9,3.8,4.7,3.2,4.2,2.5,5.1,4.6,60.1
,Lyanco,DEF,SOU,4400000,1,4,0.307692307692308,6.99300699300699E-08,9.09090909090909E-07,0,1209,0,5,0,0,0,0,0,0.9,17,-1,0,4,1,0.2,0,0.8,0,0,0,0,0,0,1145,0,-1,0,0,147,20,0,0,26,Leicester,Brighton,Arsenal,Crystal Palace,Brentford F.C.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
,M.Longstaff,MID,NEW,4500000,0,0,0,0,0,0,8989,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,0,-1,0,0,0,0,0,0,0,Norwich,Burnley,Leicester,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Mac Allister,MID,BHA,5400000,0,27,2.07692307692308,3.84615384615385E-07,5E-06,0,53485,1,4,0,0,0,2,0,5,349,-1,0,27,1,0,0,0.2,3,0,1,0,1,0.4,46054,0,-1,0,0,287,95,0,0,90,West Ham,Southampton,Tottenham,Wolverhampton,Man Utd,1.1,1.5,1.4,1.6,1.5,1.2,1.3,1.1,1.6,1.4,0,1.8,1.7,1.7,1.7,1,1,1.9,1.1,1.2,1.8,1.9,1,1.2,1.1,31.8
James,Maddison,MID,LEI,6700000,10,52,3.7,5.52238805970149E-07,7.76119402985075E-06,0,788909,0,16,0,0,0,3,0,7.8,4175,-3,-1,52,3,1,0,7,7,0,1,0,2,6.1,395813,0,-1,0,2,825,55704,1,0,176,Southampton,Aston Villa,Newcastle,Tottenham,Everton,3.8,3.2,4.2,3.4,2.9,2.6,1.9,4.3,3.7,3.1,2.2,2.8,4.5,3.4,3.2,2.9,3,3.8,3.8,4.2,4.1,3.1,3.4,4.3,4.2,66.5
Paris,Maghoma,MID,BRE,4500000,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,-1,0,0,0,26,0,0,0,Tottenham,Leeds United F.C.,Watford,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,MUN,5400000,0,23,2.1,3.88888888888889E-07,4.25925925925926E-06,0,774640,3,19,0,0,0,0,0,4.3,1684,-1,0,23,1,-0.1,0,-0.5,2,0,3,0,0,4.6,132486,0,-1,0,0,944,1734,0,1,162,Arsenal,Crystal Palace,Norwich,Brentford F.C.,Brighton,2.1,1.4,1.7,2.4,1.6,1.3,1.5,1.1,1.5,1.6,1.7,1.3,2.2,1,2.3,2.5,2.7,1,1.9,1.6,2,1.6,2.2,1.6,1.5,30.8
Riyad,Mahrez,MID,MCI,8600000,2,32,2.46153846153846,2.86225402504472E-07,3.72093023255814E-06,0,740029,0,4,0,0,0,2,0,3.7,2928,-4,0,32,4,0.2,0,2,0,0,1,0,2,2.5,287951,0,-1,0,0,471,2835,0,0,133,Aston Villa,Watford,Wolverhampton,Leeds United F.C.,Newcastle,1.5,2.2,2.2,1.8,2.2,1.7,1.9,1.4,1.2,1.9,1.6,2,1.9,1.4,1.4,1.6,1.7,1.9,1.2,2.4,2.4,1.5,2.4,1.4,2.3,61.7
Ainsley,Maitland-Niles,MID,ARS,5300000,0,12,0.923076923076923,1.74165457184325E-07,2.26415094339623E-06,0,6766,0,4,0,0,0,0,0,2.3,56,-2,0,12,2,0.2,0,1,0,0,2,0,0,0.1,2923,0,-1,0,0,263,43,0,0,44,Man Utd,Everton,Southampton,West Ham,Leeds United F.C.,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,9.3
Sadio,Mane,MID,LIV,12000000,2,76,5.4,4.5E-07,6.33333333333333E-06,0,463941,1,12,0,0,0,7,0,6.3,21380,0,0,76,0,0.4,0,4.8,2,0,7,0,2,4.7,491818,0,-1,0,1,1183,5664,0,0,212,Everton,Wolverhampton,Aston Villa,Newcastle,Tottenham,5.1,7.4,7,7.2,5.4,5.9,6.2,5.9,5.5,5.7,5.7,6.3,7.4,5.1,5.1,6,4.9,7.2,4.6,5.5,6.1,7,6.1,6.4,6.7,134.5
Javier,Manquillo,DEF,NEW,4000000,2,22,2.8,7E-07,5.5E-06,0,617606,2,14,0,0,0,1,0,5.5,6024,0,0,22,0,0.1,0,0.5,0,0,0,0,2,7.9,540054,0,-1,0,0,675,2610,0,0,110,Norwich,Burnley,Leicester,Liverpool,Man City,3,2.9,2.1,3.5,3.3,2.7,2.5,1.8,1.8,2.9,3.3,3.1,2.8,3.1,3,3.5,2.7,3.4,2.2,2.2,2.2,3.6,3,3.7,2.3,25.9
Fernando,Marcal,DEF,WOL,4200000,0,29,2.23076923076923,5.31135531135531E-07,6.9047619047619E-06,0,751604,2,8,0,0,0,0,0,6.9,7626,-3,1,29,3,0,0,0,3,0,2,0,2,2,874429,0,-1,0,1,684,264,-1,0,123,Burnley,Liverpool,Man City,Brighton,Chelsea,0,0,2.4,2.3,1.9,1.1,2.1,2.5,1.6,2.5,2.5,2.8,1.3,2.2,1.7,1.9,2.2,2,1.4,2.1,1.8,1.9,2.8,1.9,2.8,20.6
Solomon,March,MID,BHA,5300000,3,24,1.84615384615385,3.4833091436865E-07,4.52830188679245E-06,0,9694,1,10,0,0,0,0,0,4.5,101,-2,0,24,2,0.4,0,2,0,0,3,0,1,0.1,6206,0,-1,0,0,641,113,0,0,86,West Ham,Southampton,Tottenham,Wolverhampton,Man Utd,0.9,1.2,1.1,1.3,1.2,1,1.1,0.9,1.3,1.2,0,1.5,1.4,1.4,1.4,0.9,0.9,1.6,0.9,1,1.5,1.6,0.9,1,0.9,42
Pablo,Mari,DEF,ARS,4200000,0,1,0.0769230769230769,1.83150183150183E-08,2.38095238095238E-07,0,13114,1,4,0,0,0,0,0,0.2,37,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,5133,0,-1,0,0,180,19,0,0,35,Man Utd,Everton,Southampton,West Ham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
Dilan,Markanday,MID,TOT,4500000,0,0,0,0,0,0,979,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,0,-1,0,0,0,14,0,0,0,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Marques,DEF,WOL,4000000,0,0,0,0,0,0,26466,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.2,24271,0,-1,0,0,0,0,0,0,0,Burnley,Liverpool,Man City,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,FWD,MUN,7600000,0,12,0.923076923076923,1.21457489878543E-07,1.57894736842105E-06,0,137280,0,3,0,0,0,1,0,1.6,252,-4,0,12,4,0,0,0.2,2,0,0,0,0,0.6,24883,0,-1,0,0,197,442,0,0,35,Arsenal,Crystal Palace,Norwich,Brentford F.C.,Brighton,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14
Josh,Martin,MID,NOR,5000000,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Newcastle,Tottenham,Man Utd,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinelli,MID,ARS,5200000,0,16,1.23076923076923,2.36686390532544E-07,3.07692307692308E-06,0,32326,0,3,0,0,0,1,0,3.1,226,-3,0,16,3,0.3,0,1.8,0,0,0,0,1,0.2,14763,0,-1,0,0,185,683,0,0,52,Man Utd,Everton,Southampton,West Ham,Leeds United F.C.,0.6,0.6,0.9,0.6,0.6,0.6,0.8,0.6,0.6,0.9,0.6,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,18.7
Emiliano,Martinez,GLK,AVL,5500000,2,54,4.2,7.63636363636364E-07,9.81818181818182E-06,0,1798156,1,20,0,39,0,0,0,9.8,7305,0,0,54,0,0.5,0,3,7,0,4,0,0,13.8,356976,0,-1,1,1,1170,2114,0,0,264,Man City,Leicester,Liverpool,Norwich,Burnley,6,4.5,5,3.6,5.5,5.7,4.7,4.9,5.3,4,6.2,2.9,4,4.7,5,4.4,6.3,3.8,6.3,6,3.5,5.6,3.7,5.3,4.8,33.5
Adam,Masina,DEF,WAT,4300000,1,10,1.1,2.55813953488372E-07,2.32558139534884E-06,0,11894,0,15,0,0,0,0,0,2.3,133,-2,0,10,2,0.2,0,0.8,0,0,0,0,0,0.1,6519,0,-1,0,0,686,7,0,0,100,Chelsea,Man City,Brentford F.C.,Burnley,Crystal Palace,0,0,0,0.6,0.6,0.6,0.7,1.2,0.6,0.7,0.6,0.7,0.6,0.8,0.9,0.6,0.8,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.9,25.4
Arthur,Masuaku,DEF,WHU,4400000,1,4,0.307692307692308,6.99300699300699E-08,9.09090909090909E-07,0,4832,0,2,0,0,0,0,0,0.9,42,-1,0,4,1,0.2,0,1,0,0,0,0,0,0,2088,0,-1,0,0,90,55,0,0,18,Brighton,Chelsea,Burnley,Arsenal,Norwich,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.8
Juan,Mata,MID,MUN,4800000,0,0,0,0,0,0,5623,0,0,0,0,0,0,0,0,37,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3033,0,-1,0,0,0,38,0,0,0,Arsenal,Crystal Palace,Norwich,Brentford F.C.,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Mateta,FWD,CRY,5300000,0,2,0.153846153846154,2.90275761973875E-08,3.77358490566038E-07,0,14367,0,2,0,0,0,0,0,0.4,88,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,8624,0,-1,0,0,60,65,0,0,6,Leeds United F.C.,Man Utd,Everton,Southampton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Nemanja,Matic,MID,MUN,4500000,0,19,1.46153846153846,3.24786324786325E-07,4.22222222222222E-06,0,40341,0,9,0,0,0,0,0,4.2,406,0,0,19,0,0.2,0,1,0,0,0,0,2,0.3,38568,0,-1,0,0,471,454,0,0,97,Arsenal,Crystal Palace,Norwich,Brentford F.C.,Brighton,0.7,0.7,1,0.9,0.7,1.1,0.8,0.7,0.8,0.7,0.9,0.9,0.8,0.9,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.9,0.7,0.8,22.3
Joel,Matip,DEF,LIV,4900000,2,37,3.7,7.55102040816327E-07,7.55102040816327E-06,0,400184,0,10,0,0,0,0,0,7.6,4560,-1,1,37,1,0.4,0,2.2,0,0,5,0,0,2.3,493696,0,-1,0,0,900,1623,-1,0,198,Everton,Wolverhampton,Aston Villa,Newcastle,Tottenham,4,3.8,4.4,3.2,4.7,4.8,3.6,5.3,4.3,3.3,3.2,3.7,4.2,4.2,4.4,4.6,3.9,2.7,4.7,3.3,4.7,3,5.2,3.1,3.3,34.7
Remi,Matthews,GLK,CRY,4000000,0,0,0,0,0,0,12580,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0.2,23599,0,-1,0,0,0,73,0,0,0,Leeds United F.C.,Man Utd,Everton,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal,Maupay,FWD,BHA,6300000,8,46,3.5,5.55555555555556E-07,7.3015873015873E-06,0,539452,4,12,0,0,0,5,0,7.3,3533,-2,1,46,2,0.4,0,2.8,8,0,4,0,0,2.6,540426,0,-1,0,1,924,9973,-1,0,153,West Ham,Southampton,Tottenham,Wolverhampton,Man Utd,3.4,3.2,3.6,2.6,4.5,3,2.7,3.6,3.6,4.3,0,4.6,3.8,3.8,4.5,2.6,2.9,4.1,2.9,3.2,3.7,3.2,3.5,4.1,3.4,60.3
Konstantinos,Mavropanos,DEF,ARS,4500000,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man Utd,Everton,Southampton,West Ham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Mbete,DEF,MCI,4000000,0,0,0,0,0,0,1781,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,0,-1,0,0,0,36,0,0,0,Aston Villa,Watford,Wolverhampton,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Mbeumo,MID,BRE,5500000,1,37,2.8,5.09090909090909E-07,6.72727272727273E-06,0,347085,2,14,0,0,0,2,0,6.7,8692,0,1,37,0,0.3,0,1.8,1,0,4,0,0,3.4,544152,0,-1,0,0,1021,1792,-1,0,86,Tottenham,Leeds United F.C.,Watford,Man Utd,Southampton,2,2.1,2.7,1.6,2.5,2.3,1.4,2.6,1.4,2.4,1.6,2.4,1.9,2.7,2.7,2.5,2.4,2.3,1.7,2.9,2.1,2.5,2.7,1.9,2,61.7
James,McArthur,MID,CRY,4400000,0,33,3,6.81818181818182E-07,7.5E-06,0,376993,3,12,0,0,0,0,0,7.5,8995,-1,0,33,1,0.3,0,1.5,4,0,4,0,2,2.4,517121,0,-1,0,0,950,420,0,0,171,Leeds United F.C.,Man Utd,Everton,Southampton,Watford,0,0,0,0,0,1.8,3.6,2.3,2.1,1.6,2.5,2.3,2,3.3,2.9,2,2.6,3.1,2.2,1.7,2.7,2.3,3.5,1.9,2.2,42.2
James,McAtee,MID,MCI,4500000,0,1,0.0769230769230769,1.70940170940171E-08,2.22222222222222E-07,0,34,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,100,0,-1,0,0,3,14,0,0,2,Aston Villa,Watford,Wolverhampton,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam,McCarron,MID,LEE,4500000,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1369,0,-1,0,0,0,8,0,0,0,Crystal Palace,Brentford F.C.,Chelsea,Man City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4600000,2,50,3.6,7.82608695652174E-07,1.08695652173913E-05,0,171163,1,20,0,36,0,0,0,10.9,4623,1,0,50,-1,0.7,0,3,3,0,5,0,0,5,448546,0,-1,0,0,1260,4430,0,0,246,Leicester,Brighton,Arsenal,Crystal Palace,Brentford F.C.,3.4,4.5,3.6,2.7,4.5,3.8,5.3,3.4,3.3,4.8,4.2,4.3,4.8,4.4,2.8,2.9,3.2,4,4.5,5.3,4,4.1,4.3,5,3,30
John,McGinn,MID,AVL,5800000,2,48,3.7,6.37931034482759E-07,8.27586206896552E-06,0,134695,4,22,0,0,0,3,0,8.3,1978,-2,0,48,2,0.7,0,4.2,6,0,3,0,1,1.2,143482,0,-1,0,2,1119,5858,0,0,197,Man City,Leicester,Liverpool,Norwich,Burnley,3,3.7,1.8,3.2,4.6,2.9,2.4,2.9,3.2,2.2,3.9,3.4,4.8,2.7,4.8,2.2,4.4,3.7,4.1,2.4,2.9,4.9,2.9,4.4,1.9,65.7
Michael,McGovern,GLK,NOR,4000000,0,0,0,0,0,0,31124,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0.6,26184,0,-1,0,0,0,72,0,0,0,Newcastle,Tottenham,Man Utd,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart,McKinstry,MID,LEE,4400000,0,1,0.0769230769230769,1.74825174825175E-08,2.27272727272727E-07,0,15688,0,0,0,0,0,0,0,0.2,262,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.2,25191,0,-1,0,0,3,33,0,0,3,Crystal Palace,Brentford F.C.,Chelsea,Man City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny,McLean,MID,NOR,4900000,2,27,2.1,4.28571428571429E-07,5.51020408163265E-06,0,8304,1,23,0,0,0,0,0,5.5,397,-1,0,27,1,0.4,0,2.2,0,0,3,0,0,0.1,8700,0,-1,0,0,1125,229,0,0,131,Newcastle,Tottenham,Man Utd,Aston Villa,West Ham,1.5,1,1.2,2,1,1.8,1.1,1.2,1.6,1.6,1.8,1.1,1,1.3,1.4,1,1,1.2,1.9,1.3,2,1,1.3,1.7,1.6,37.3
Dwight,McNeil,MID,BUR,5800000,3,31,2.4,4.13793103448276E-07,5.3448275862069E-06,0,32923,1,20,0,0,0,0,0,5.3,208,-2,0,31,2,0.4,0,2.3,1,0,2,0,1,0.2,21544,0,-1,0,0,1154,382,0,0,186,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,2.2,1.9,1.5,2.5,1.4,2,1.7,1.4,1.8,1.2,1.5,1.2,1.5,1.4,1.3,1.6,2.4,1.3,1.8,1.2,2.2,2,2.4,1.3,2.5,68.3
Scott,McTominay,MID,MUN,5400000,0,19,1.7,3.14814814814815E-07,3.51851851851852E-06,0,48159,2,15,0,0,0,0,0,3.5,244,-1,0,19,1,0.1,0,0.8,0,0,2,0,0,0.3,20855,0,-1,0,0,758,583,0,0,112,Arsenal,Crystal Palace,Norwich,Brentford F.C.,Brighton,1,1,1.3,1.2,0.8,1.4,1,1,1,0.8,1.2,1.1,1,1.1,0.8,0.8,0.8,0.8,0.9,1.2,0.9,0.8,1.1,0.8,1,33.1
,Mebude,FWD,WAT,4500000,0,0,0,0,0,0,12769,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-1,0,0,0,0,0,0,0,Chelsea,Man City,Brentford F.C.,Burnley,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
