FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,A.Armstrong,FWD,SOU,6000000,2,45,3.5,5.83333333333333E-07,7.5E-06,0,554010,0,18,0,0,0,2,0,7.5,9538,0,0,45,0,0.8,0,4.5,3,0,4,0,3,4,749052,0,-1,0,1,1037,9731,0,0,129,Leicester,Brighton,Arsenal,Crystal Palace,Brentford F.C.,4.3,3.4,2.5,2.6,3.4,3,4,4.9,2.8,3.2,2.8,4.1,4.6,4.4,2.4,5,3.1,3.7,2.1,4.2,3,3.9,3.2,2.9,3.9,81.2
Max,Aarons,DEF,NOR,4300000,2,30,2.1,4.88372093023256E-07,6.97674418604651E-06,0,142443,3,28,0,0,0,0,0,7,1226,-2,0,30,2,0.8,0,3.5,2,0,3,0,1,1.2,64778,1,-1,0,0,1260,523,0,0,196,Newcastle,Tottenham,Man Utd,Aston Villa,West Ham,1,2.3,1.8,2.1,1.7,2.6,1.1,1.2,2.3,1,1.8,2.2,2.2,1,2.1,1.8,2.1,1.8,1.9,2,1.4,1.1,2.1,1.4,3,52.6
Tammy,Abraham,FWD,CHE,6500000,0,0,0,0,0,0,41791,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2438,0,-1,0,0,0,0,0,0,0,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Che,Adams,FWD,SOU,6800000,9,45,4.1,6.02941176470588E-07,6.61764705882353E-06,0,225579,0,12,0,0,0,3,0,6.6,1227,-2,0,45,2,0.8,0,5.2,7,0,3,0,2,1.2,171234,0,-1,0,0,767,12198,0,0,151,Leicester,Brighton,Arsenal,Crystal Palace,Brentford F.C.,5.3,4.3,3.2,3.4,4.3,3.8,5,5.9,3.6,4,3.6,5.1,5.6,5.5,3.2,5.9,3.9,4.6,2.7,5.2,3.8,4.9,4.1,3.7,4.9,58.5
,Adrian,GLK,LIV,4300000,0,0,0,0,0,0,16140,0,0,0,0,0,0,0,0,121,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7478,0,-1,0,0,0,46,0,0,0,Everton,Wolverhampton,Aston Villa,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayan,Ait Nouri,DEF,WOL,4300000,6,33,2.53846153846154,5.90339892665474E-07,7.67441860465116E-06,0,46067,1,3,0,0,0,0,0,7.7,1118,-2,0,33,2,1.3,0,5.5,3,0,4,0,1,0.6,43776,0,-1,0,0,538,2761,0,0,125,Burnley,Liverpool,Man City,Brighton,Chelsea,2.2,2.9,2.8,2.8,2.4,1.3,2.5,3,1.9,3,3,3.3,1.6,2.7,2.1,2.4,2.7,2.4,1.7,2.6,2.2,2.4,3.3,2.3,3.3,34.3
Kristoffer,Ajer,DEF,BRE,4400000,0,24,3.4,7.72727272727273E-07,5.45454545454545E-06,0,103159,1,6,0,0,0,0,0,5.5,1012,-1,0,24,1,0,0,0,1,0,3,0,0,0.6,90435,0,-1,0,0,565,5,0,0,101,Tottenham,Leeds United F.C.,Watford,Man Utd,Southampton,0,0,0,0,0,0,0,3.7,4.7,2.7,4.3,3.3,3.9,2.6,3.4,3.5,3.3,4.8,3.7,2.4,4.6,4.5,3.1,3.7,4.1,16.1
Nathan,Ake,DEF,MCI,4800000,2,17,1.30769230769231,2.72435897435897E-07,3.54166666666667E-06,0,54128,0,2,0,0,0,0,0,3.5,219,-2,0,17,2,0.2,0,0.8,0,0,2,0,0,0.4,37202,0,-1,0,0,374,198,0,0,81,Aston Villa,Watford,Wolverhampton,Leeds United F.C.,Newcastle,0.7,0.7,0.7,1.1,0.7,0.7,1,0.8,0.9,0.7,0.9,0.7,1.5,0.7,0.8,0.7,0.9,0.7,1.2,0.7,0.7,0.9,0.7,0.9,0.9,8.8
Marc,Albrighton,MID,LEI,5200000,0,13,1,1.92307692307692E-07,2.5E-06,0,26614,1,5,0,0,0,1,0,2.5,81,-3,0,13,3,0.2,0,0.8,1,0,0,0,0,0.1,16430,0,-1,0,0,295,50,0,0,52,Southampton,Aston Villa,Newcastle,Tottenham,Everton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,15.5
Toby,Alderweireld,DEF,TOT,5000000,0,0,0,0,0,0,2195,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent,Alexander-Arnold,DEF,LIV,8000000,2,90,7.5,9.375E-07,1.125E-05,0,2002963,1,10,0,0,0,1,0,11.2,6044,5,0,90,-5,1.2,0,9.5,15,0,7,0,7,38.9,2574189,0,-1,0,4,1053,42566,0,0,381,Everton,Wolverhampton,Aston Villa,Newcastle,Tottenham,9.4,10.3,11,9.1,9.6,10.2,9.8,11,9.5,9.2,9,9.7,10.5,9.2,10,10.3,9.1,8.1,10,9.2,10.7,8.7,10.5,8.9,9.2,118.4
,Alisson,GLK,LIV,6000000,2,60,4.6,7.66666666666667E-07,1E-05,0,506518,0,12,0,30,0,0,0,10,8203,0,0,60,0,0.7,0,4,5,0,7,0,0,7.7,497220,1,-1,0,1,1170,3763,0,0,287,Everton,Wolverhampton,Aston Villa,Newcastle,Tottenham,5.4,5.3,5.9,4.4,5.9,6.3,4.9,6.7,5.8,4.6,4.4,5.1,5.7,5.6,5.9,6.2,5.4,3.9,6.2,4.7,6.2,4.2,6.4,4.4,4.6,29.5
,Allan,MID,EVE,4500000,1,37,2.6,5.77777777777778E-07,8.22222222222222E-06,0,619615,2,23,0,0,0,0,0,8.2,8550,0,0,37,0,0.4,0,2,2,0,3,0,2,5.5,913040,0,-1,0,0,1232,6304,0,0,193,Liverpool,Arsenal,Crystal Palace,Chelsea,Leicester,1.3,2.5,1.5,1.6,2.1,1.8,2.8,2.1,1.9,2.8,2.1,2.2,1.8,1.6,1.4,2.6,2.1,1.3,1.7,2.5,1.3,1.6,1.7,2,1.3,40.5
Miguel,Almiron,MID,NEW,5200000,1,19,1.6,3.07692307692308E-07,3.65384615384615E-06,0,55094,1,20,0,0,0,0,0,3.7,361,-3,0,19,3,0.2,0,1,0,0,0,0,0,0.3,33640,0,-1,0,0,731,105,0,0,88,Norwich,Burnley,Leicester,Liverpool,Man City,1.3,1.2,0.8,0.8,0.8,0.8,0.8,0.9,1.3,0.8,1,1.2,0.8,0.9,0.8,0.8,1.1,0.8,1.1,0.9,1,0.8,0.8,1.1,0.9,29.9
Marcos,Alonso,DEF,CHE,5700000,1,42,5.2,9.12280701754386E-07,7.36842105263158E-06,0,2206137,3,4,0,0,0,1,0,7.4,7560,2,-1,42,-2,0.1,0,0.8,4,0,4,0,1,10.8,2581239,0,-1,0,2,702,19921,1,0,169,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,5,7.3,6.5,6.8,6.7,6.1,6.2,6.2,7.4,6.7,0,0,6,4.7,6.5,4.7,6.5,6,5.7,7.2,6.3,6.9,4.8,7.8,4.1,54.6
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,25564,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0.2,818,0,-1,0,0,0,0,0,0,0,Brighton,Chelsea,Burnley,Arsenal,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4800000,0,3,0.230769230769231,4.80769230769231E-08,6.25E-07,0,5232,0,1,0,0,0,0,0,0.6,21,-2,0,3,2,0,0,0,0,0,0,0,0,0,2465,0,-1,0,0,90,13,0,0,14,West Ham,Southampton,Tottenham,Wolverhampton,Man Utd,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Daniel,Amartey,DEF,LEI,3900000,0,12,1.5,3.84615384615385E-07,3.07692307692308E-06,0,1142842,1,13,0,0,0,0,0,3.1,8317,-1,0,12,1,0.1,0,0.2,0,0,1,0,0,9,721617,0,-1,0,0,605,2185,0,0,96,Southampton,Aston Villa,Newcastle,Tottenham,Everton,0.8,0.8,0.8,1.7,1,1.3,1.4,1,0.9,1.1,1.5,1.1,0.9,1.5,1.2,1.1,1.1,1.4,0.9,0.8,1.1,1.6,1.2,0.8,0.8,11.1
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,7799,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,0,40,3.3,7.33333333333333E-07,8.88888888888889E-06,0,49294,3,15,0,0,0,0,0,8.9,3282,0,0,40,0,0.8,0,3.8,3,0,4,0,2,0.5,48424,0,-1,0,0,1023,12,0,0,213,Leeds United F.C.,Man Utd,Everton,Southampton,Watford,0,0,0,0,0,3.8,3.9,4.1,3.5,4.6,2.7,3.7,4,3.8,2.8,4.3,2.1,4.7,2.6,2.9,4.4,2.2,2.6,2.4,3.7,32.2
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,1764,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,-1,0,0,0,23,0,0,0,Norwich,Burnley,Leicester,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,16007,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,West Ham,Southampton,Tottenham,Wolverhampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,3,0.230769230769231,4.70957613814757E-08,6.12244897959184E-07,0,14423,0,3,0,0,0,0,0,0.6,39,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,5823,0,-1,0,0,65,8,0,0,5,Liverpool,Arsenal,Crystal Palace,Chelsea,Leicester,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Michail,Antonio,FWD,WHU,8000000,1,66,5.1,6.375E-07,8.25E-06,0,3619410,3,15,0,0,0,6,0,8.2,120911,5,1,66,-5,0.2,1,1.8,12,0,3,0,4,42.2,4958295,0,-1,0,3,1168,15283,-1,1,233,Brighton,Chelsea,Burnley,Arsenal,Norwich,5.6,3.6,5.9,5,7,6.5,6.6,5.2,7.1,7.2,7,6.9,7.1,4.9,4.9,6.6,5.4,7.2,6,6.7,4.6,6.7,6,5.2,5.7,128.8
Cameron,Archer,FWD,AVL,4500000,0,3,0.230769230769231,5.12820512820513E-08,6.66666666666667E-07,0,114398,0,0,0,0,0,0,0,0.7,1965,0,0,3,0,0,0,0.2,0,0,0,0,0,1.3,205431,0,-1,0,0,24,1451,0,0,3,Man City,Leicester,Liverpool,Norwich,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Alphonse,Areola,GLK,WHU,4700000,0,0,0,0,0,0,78993,0,0,0,0,0,0,0,0,357,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,22360,0,-1,0,0,0,168,0,0,0,Brighton,Chelsea,Burnley,Arsenal,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.461538461538462,9.61538461538462E-08,1.25E-06,0,24705,0,0,0,2,0,0,0,1.2,120,-2,0,6,2,0,0,0,0,0,1,0,0,0.2,11911,0,-1,0,0,90,64,0,0,25,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.7
Harrison,Ashby,DEF,WHU,4000000,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,-1,0,0,0,116,0,0,0,Brighton,Chelsea,Burnley,Arsenal,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,9800000,0,41,3.4,3.46938775510204E-07,4.18367346938776E-06,0,672452,3,12,0,0,0,4,0,4.2,9311,-2,0,41,2,0.1,2,0.5,7,0,6,0,1,3.4,703550,0,-1,0,0,953,2513,0,0,127,Man Utd,Everton,Southampton,West Ham,Leeds United F.C.,3.7,2.8,4.1,3.7,3.2,2.8,3,3.2,2.4,4.2,2.4,0,3.4,2.9,3.8,4.3,2.1,2.3,3.4,2.4,3.9,2.6,4.6,3.7,4.5,82.5
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,46678,0,0,0,0,0,0,0,0,43,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,2,23,1.8,3.10344827586207E-07,3.96551724137931E-06,0,85330,1,14,0,0,0,0,0,4,729,-2,0,23,2,0.2,0,1.2,0,0,4,0,1,0.5,56238,0,-1,0,0,798,504,0,0,79,Leeds United F.C.,Man Utd,Everton,Southampton,Watford,1.3,1.5,1.8,1.5,1.5,0.9,1.7,1.3,1,1,1.1,1.1,0.9,1.6,0.9,1.1,1.5,1.6,1.4,1.1,1.8,0.9,2,0.9,1.4,44.9
Luke,Ayling,DEF,LEE,4300000,0,12,0.923076923076923,2.14669051878354E-07,2.7906976744186E-06,0,1171082,0,12,0,0,0,1,0,2.8,2332,-2,0,12,2,0,0,0,0,0,0,0,0,3.1,513317,0,-1,0,0,448,49,0,0,74,Crystal Palace,Brentford F.C.,Chelsea,Man City,Arsenal,0,0,0,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,20.1
Cesar,Azpilicueta,DEF,CHE,5700000,2,44,3.38461538461538,5.93792172739541E-07,7.71929824561404E-06,0,866113,0,4,0,0,0,0,0,7.7,4515,-3,1,44,3,0.1,0,0.5,2,0,4,0,3,3.8,795519,0,-1,0,1,698,2509,-1,0,192,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,2.6,4.2,3.8,3.7,3.7,3.2,3.4,4,4.4,4.4,0,0,3.2,2.4,3.6,2.4,3.5,3.4,3,4.3,3.5,3.8,2.5,4.6,2,32.3
Kwadwo,Baah,MID,WAT,4400000,0,0,0,0,0,0,11243,0,0,0,0,0,0,0,0,101,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,8813,0,-1,0,0,0,20,0,0,0,Chelsea,Man City,Brentford F.C.,Burnley,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4200000,1,10,0.769230769230769,1.83150183150183E-07,2.38095238095238E-06,0,215290,0,13,0,18,0,0,0,2.4,800,-3,0,10,3,0.1,0,0.5,0,0,0,0,0,1.1,139432,0,-1,0,0,540,5659,0,0,90,Chelsea,Man City,Brentford F.C.,Burnley,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.5,14
Leon,Bailey,MID,AVL,6400000,1,27,2.07692307692308,3.24519230769231E-07,4.21875E-06,0,227742,1,7,0,0,0,1,0,4.2,2004,-1,0,27,1,0.3,0,1.8,1,0,1,0,3,0.6,78427,0,-1,0,0,420,318,0,0,85,Man City,Leicester,Liverpool,Norwich,Burnley,0,0,0,1.2,2,1.1,1,1.1,1.3,1,1.6,1.3,2.1,1,2.1,1,1.9,1.5,1.7,1,1.1,2.2,1.1,1.9,1,37.2
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.0769230769230769,-1.56985871271586E-08,-2.04081632653061E-07,0,11678,1,3,0,0,0,0,0,-0.2,139,-1,0,-1,1,0,0,-0.2,0,0,0,0,0,0.1,7634,1,-1,0,0,135,293,0,0,4,Arsenal,Crystal Palace,Norwich,Brentford F.C.,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Tottenham,Leeds United F.C.,Watford,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4800000,0,2,0.153846153846154,3.20512820512821E-08,4.16666666666667E-07,0,64363,0,1,0,0,0,0,0,0.4,354,-2,0,2,2,0,0,0,0,0,0,0,0,0.3,53220,0,-1,0,0,69,378,0,0,2,Man Utd,Everton,Southampton,West Ham,Leeds United F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Patrick,Bamford,FWD,LEE,7700000,0,21,4.2,5.45454545454545E-07,2.72727272727273E-06,0,1966701,1,12,0,0,0,1,0,2.7,1314,-3,0,21,3,0,0,0,2,0,0,0,2,3.3,853030,0,-1,0,0,436,424,0,0,60,Crystal Palace,Brentford F.C.,Chelsea,Man City,Arsenal,0,0,0,3.5,5.2,3.5,5.2,5.3,4.2,5.9,3.5,4.4,4.8,5,5.3,5.5,3.9,5.1,5.3,2.7,3.7,4,3.6,4.3,4.4,37.7
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,3869,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4918,0,-1,0,0,0,28,0,0,0,Leeds United F.C.,Man Utd,Everton,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,16101,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0.2,21383,0,-1,0,0,0,75,0,0,0,Brighton,Chelsea,Burnley,Arsenal,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,0,8,0.615384615384615,1.25588697017268E-07,1.63265306122449E-06,0,3923,0,0,0,0,0,0,0,1.6,16,-1,0,8,1,0.1,0,0.5,0,0,2,0,0,0,1712,0,-1,0,0,209,20,0,1,19,Tottenham,Leeds United F.C.,Watford,Man Utd,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,51694,0,0,0,0,0,0,0,0,369,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,32336,0,-1,0,0,0,274,0,0,0,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,6,0.461538461538462,8.87573964497042E-08,1.15384615384615E-06,0,10678,0,0,0,0,0,0,0,1.2,96,-3,0,6,3,0.2,0,0.8,0,0,1,0,0,0.1,4277,0,-1,0,0,125,50,0,0,15,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.1
Ashley,Barnes,FWD,BUR,5200000,0,9,1.1,2.11538461538462E-07,1.73076923076923E-06,0,202849,2,10,0,0,0,0,0,1.7,1628,-3,1,9,3,0,0,0,0,0,1,0,0,0.8,108087,0,-1,0,0,378,48,-1,0,2,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,0,0,0,0,0,0.8,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.9,20
Harvey,Barnes,MID,LEI,6500000,2,35,2.9,4.46153846153846E-07,5.38461538461538E-06,0,952114,2,17,0,0,0,1,0,5.4,3392,-5,0,35,5,0.7,0,4.5,3,0,1,0,2,2.6,205492,0,-1,0,1,865,1950,0,0,81,Southampton,Aston Villa,Newcastle,Tottenham,Everton,2.6,2.2,2.9,2.3,1.9,1.7,1.4,3,2.6,2.1,1.4,1.8,3.2,2.3,2.2,2,2,2.6,2.6,2.9,2.8,2.1,2.3,3,2.9,71.3
Lewis,Bate,MID,LEE,4500000,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,-1,0,0,0,15,0,0,0,Crystal Palace,Brentford F.C.,Chelsea,Man City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,14022,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Watford,West Ham,Leeds United F.C.,Everton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,-1,0,0,0,14,0,0,0,Everton,Wolverhampton,Aston Villa,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,10,44,4,9.09090909090909E-07,1E-05,0,82360,3,14,0,0,0,1,0,10,1260,-1,0,44,1,1,0,4.2,10,0,4,0,0,0.8,60141,0,-1,0,1,894,1167,0,0,204,Leicester,Brighton,Arsenal,Crystal Palace,Brentford F.C.,0,5.2,4.3,3.2,5.2,4.5,5.9,4,3.9,5.5,4.7,5,5.5,5.1,3.3,3.5,3.7,4.7,5.2,6,4.7,4.8,4.9,5.6,3.5,34.5
Asmir,Begovic,GLK,EVE,4000000,0,1,0.0769230769230769,1.92307692307692E-08,2.5E-07,0,120997,0,3,0,1,0,0,0,0.2,838,0,0,1,0,0,0,0,0,0,0,0,0,3.1,191260,0,-1,0,0,90,828,0,0,9,Liverpool,Arsenal,Crystal Palace,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,69347,0,0,0,0,0,0,0,0,51,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Man Utd,Everton,Southampton,West Ham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6200000,3,63,4.84615384615385,7.81637717121588E-07,1.01612903225806E-05,0,2559752,0,14,0,0,0,3,0,10.2,72642,2,0,63,-2,0.3,0,2,8,0,4,0,3,23.9,3710009,0,-1,0,2,1114,6454,0,0,237,Brighton,Chelsea,Burnley,Arsenal,Norwich,4.9,3.9,5.3,4.2,6.5,6.3,6,4.7,5.2,5.4,6.4,5.2,6.4,5.9,3.2,6.2,4.5,5.4,5.3,6.1,4.9,5.8,5.6,4,5,84.5
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6400000,1,45,3.2,5E-07,7.03125E-06,0,167625,3,14,0,0,0,4,0,7,16729,-1,0,45,1,0.7,0,4.2,6,0,3,0,1,3.3,321144,0,-1,0,1,878,6128,0,0,152,Leeds United F.C.,Man Utd,Everton,Southampton,Watford,3.2,3.6,4.1,3.6,3.6,2.4,3.9,3.3,2.5,2.6,2.7,2.7,1.8,3.7,2.4,2.8,3.6,3.7,3.4,2.7,4.1,2.4,4.4,2.1,3.4,74.1
Steven,Bergwijn,MID,TOT,5900000,0,17,1.41666666666667,2.40112994350282E-07,2.88135593220339E-06,0,146408,0,2,0,0,0,0,0,2.9,218,-1,0,17,1,0,0,0,0,0,3,0,2,0.3,125081,0,-1,0,0,270,189,0,0,41,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,0.7,1.1,0.7,0.7,0.7,0.9,0.7,0.8,0.9,0.7,1.1,1,0.7,0.7,0.8,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.7,1,0.7,18.7
,Bernard,MID,EVE,5500000,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Liverpool,Arsenal,Crystal Palace,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
