FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Aaron,Lennon,MID,BUR,5000000,0,1,0.25,5E-08,2E-07,0,284,1,1,0,0,0,0,0,0.2,33,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,627,0,-1,0,0,41,16,0,0,1,Arsenal,Leicester,Norwich,Man City,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Bernd,Leno,GLK,ARS,4900000,0,4,1.3,2.6530612244898E-07,8.16326530612245E-07,0,110153,0,9,0,9,0,0,0,0.8,4522,-1,0,4,1,0.2,0,0.8,0,0,0,0,0,1.6,48486,0,-1,0,0,270,513,0,0,48,Burnley,Tottenham,Brighton,Crystal Palace,Aston Villa,0.6,2,0.6,1.2,1.4,0.6,0.8,1.1,0.8,0.6,0.6,0.9,0.8,0.6,0.6,0.9,1.4,1,1.1,0.9,0.6,1,1.4,0.6,1,0.6,0.6,0.8,0.6,1.1,0.6,1,0.6,0.7,7.9
Jamal,Lewis,DEF,NEW,4400000,0,1,0.25,5.68181818181818E-08,2.27272727272727E-07,0,6927,0,1,0,0,0,0,0,0.2,141,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.1,1591,0,-1,0,0,6,44,0,0,3,Leeds United F.C.,Watford,Wolverhampton,Tottenham,Crystal Palace,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Victor,Lindelof,DEF,MUN,4900000,0,7,1.75,3.57142857142857E-07,1.42857142857143E-06,0,37055,0,2,0,0,0,0,0,1.4,864,-1,0,7,1,0.1,0,0.5,0,0,0,0,1,0.5,17683,0,-1,0,0,180,145,0,0,35,West Ham,Aston Villa,Everton,Leicester,Liverpool,0.9,1.8,0.9,1.1,1.9,1.9,1.8,0.9,1,2.3,1.6,1,1.2,1.1,0.9,1.4,1.1,0.9,1,0.9,1.2,1.3,1.1,0.9,2.6,2.2,1.3,0.9,1.4,1.2,1.3,1.5,1.5,0.9,5.8
Jesse,Lingard,MID,MUN,6900000,0,7,1.75,2.53623188405797E-07,1.01449275362319E-06,0,82725,0,0,0,0,0,1,0,1,946,-1,0,7,1,0.3,0,1.8,0,0,0,0,0,1.1,10795,0,-1,0,0,28,556,0,0,23,West Ham,Aston Villa,Everton,Leicester,Liverpool,0.9,1.5,0.9,1,0.9,0.9,1.1,0.9,0.9,1.6,1.5,1,0.9,0.9,0.9,1.6,1,0.9,0.9,1,1.2,0.9,1.4,0.9,1.4,0.9,1.2,0.9,1.3,0.9,0.9,1,1.2,0.9,5.8
Tino,Livramento,DEF,SOU,4100000,5,15,3,7.31707317073171E-07,3.65853658536585E-06,0,189004,1,6,0,0,0,0,0,3.7,1884,1,0,15,-1,0.9,0,3.5,0,0,2,0,0,9.7,807632,0,-1,0,0,445,24666,0,0,84,Man City,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,2,2.8,2.3,3,3.3,1.5,3.9,2.3,4.2,3.1,2.7,2.8,1.7,3.1,2,4.5,2.6,4,4,3.2,2.8,2.3,3.2,1.8,2.7,2,2.9,3.4,4.5,3.3,3.7,2.7,3.9,2.5,15.3
Diego,Llorente,DEF,LEE,4500000,0,2,0.5,1.11111111111111E-07,4.44444444444444E-07,0,5616,1,2,0,0,0,0,0,0.4,325,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0.1,2526,0,-1,0,0,97,13,0,0,13,Newcastle,West Ham,Watford,Southampton,Wolverhampton,0,0,0,0,0,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.5
Hugo,Lloris,GLK,TOT,5600000,0,28,7,1.25E-06,5E-06,0,274968,0,3,0,13,0,0,0,5,9562,1,0,28,-1,0.8,0,4.5,6,0,3,0,0,10.9,649433,0,-1,0,2,360,4708,0,0,97,Chelsea,Arsenal,Aston Villa,Newcastle,West Ham,10.5,5.6,10.5,4,5.6,10.5,5.5,10.3,5.7,10.5,10.5,8.4,6.8,9.9,10.5,5.9,4.4,10.5,6.2,10.3,9.3,5.6,7.3,9.3,6.8,9.8,9.8,5.1,9.7,7,10.5,8,10.5,6.5,11.6
Giovani,Lo Celso,MID,TOT,5900000,0,2,0.5,8.47457627118644E-08,3.38983050847458E-07,0,9990,0,0,0,0,0,0,0,0.3,193,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,2337,0,-1,0,0,36,14,0,0,8,Chelsea,Arsenal,Aston Villa,Newcastle,West Ham,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,3
Jurgen,Locadia,FWD,BHA,4500000,0,0,0,0,0,0,7854,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0.4,39930,0,-1,0,0,0,2506,0,0,0,Leicester,Crystal Palace,Arsenal,Norwich,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben,Loftus-Cheek,MID,CHE,5400000,0,0,0,0,0,0,4217,0,0,0,0,0,0,0,0,53,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,550,0,-1,0,0,0,26,0,0,0,Tottenham,Man City,Southampton,Brentford F.C.,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Lonergan,GLK,EVE,4000000,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4159,0,-1,0,0,0,98,0,0,0,Aston Villa,Norwich,Man Utd,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4000000,0,0,0,0,0,0,6864,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2078,0,-1,0,0,0,39,0,0,0,Arsenal,Leicester,Norwich,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,5500000,0,0,0,0,0,0,16434,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7461,0,-1,0,0,0,40,0,0,0,Man City,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ademola,Lookman,MID,LEI,6000000,1,2,0.5,8.33333333333333E-08,3.33333333333333E-07,0,1852,0,0,0,0,0,0,0,0.3,114,0,0,2,0,0.2,0,1,0,0,0,0,0,0,3935,0,-1,0,0,18,176,0,0,3,Brighton,Burnley,Crystal Palace,Man Utd,Brentford F.C.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
Imran,Louza,MID,WAT,5300000,0,1,0.25,4.71698113207547E-08,1.88679245283019E-07,0,1745,0,2,0,0,0,0,0,0.2,38,-2,1,1,2,0,0,0.2,0,0,0,0,0,0,226,0,-1,0,0,45,7,-1,0,5,Norwich,Newcastle,Leeds United F.C.,Liverpool,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1
Matthew,Lowton,DEF,BUR,4400000,2,11,2.2,5E-07,2.5E-06,0,91945,0,9,0,0,0,0,0,2.5,1435,-1,0,11,1,0.6,0,2.5,1,0,0,0,1,1.6,27671,0,-1,0,0,450,748,0,0,68,Arsenal,Leicester,Norwich,Man City,Southampton,3.3,1.3,2.2,1.1,1.1,2.1,1.2,2.5,3.3,2.4,1.1,1.7,1.8,1.1,1.5,1.5,1.6,2.1,1.5,2.3,2.8,1.9,1.1,2.3,1.5,1.9,2.7,1.2,1.1,1.8,1.1,2.7,2.1,1.7,19.2
,Lucas Moura,MID,TOT,6500000,0,7,1.8,2.76923076923077E-07,1.07692307692308E-06,0,97994,2,3,0,0,0,0,0,1.1,4231,0,0,7,0,0.2,0,1.2,0,0,2,0,0,0.8,74308,0,-1,0,0,268,95,0,0,17,Chelsea,Arsenal,Aston Villa,Newcastle,West Ham,0,0,1.9,0.9,0.9,0.9,0.9,1.2,0.9,1.2,1.7,0.9,0.9,0.9,1.9,0.9,0.9,1.9,0.9,1.6,1.3,0.9,0.9,1,0.9,1.1,1.9,0.9,0.9,0.9,1.6,0.9,2,0.9,16.9
Romelu,Lukaku,FWD,CHE,11600000,0,23,7.7,6.63793103448276E-07,1.98275862068966E-06,0,711478,0,1,0,0,0,3,0,2,9927,1,0,23,-1,0.5,0,5.8,5,0,2,0,0,31.3,2274508,0,-1,0,1,270,52088,0,0,97,Tottenham,Man City,Southampton,Brentford F.C.,Norwich,6.4,11.1,11.3,7.2,11.6,8.2,11.6,9,11,8.2,9,10.7,11,11.4,6.3,9.7,7.6,5.2,11.6,10.3,11.6,6.9,11.2,8.3,11.6,8.7,9.2,8.6,9.6,11.2,9.2,9.5,8.8,11.6,39.3
,Lyanco,DEF,SOU,4500000,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,-1,0,0,0,19,0,0,0,Man City,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,M.Longstaff,MID,NEW,4500000,0,0,0,0,0,0,6994,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1349,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Watford,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Mac Allister,MID,BHA,5500000,0,17,4.25,7.72727272727273E-07,3.09090909090909E-06,0,29091,0,1,0,0,0,1,0,3.1,676,0,0,17,0,0.4,0,2,3,0,1,0,1,0.6,39893,0,-1,0,0,175,375,0,0,55,Leicester,Crystal Palace,Arsenal,Norwich,Man City,3.8,3.7,4.7,4.8,3.4,3.5,4.6,3.5,2.9,3.7,4.8,4.4,3.2,3.4,2.9,4.1,3.8,4.6,5,3.7,4.4,4.9,4.6,4.7,2.1,2.6,4.1,3.8,3.5,3.8,6.4,2.3,4.7,2.6,21.6
James,Maddison,MID,LEI,6800000,1,10,2,2.94117647058824E-07,1.47058823529412E-06,0,562565,0,6,0,0,0,0,0,1.5,6210,-2,0,10,2,0.3,0,1.8,0,0,1,0,0,5.3,87777,0,-1,0,0,344,2606,0,0,33,Brighton,Burnley,Crystal Palace,Man Utd,Brentford F.C.,1.3,2,1,1,1,1.9,1.2,1.5,1.7,1.2,1,1.9,1.8,1,1,1,1.6,1.3,1,1,1,2.2,1,1.1,1,1.1,1,1.9,1.2,1.9,1,1,1,1.5,9.2
Harry,Maguire,DEF,MUN,5400000,1,13,2.6,4.81481481481482E-07,2.40740740740741E-06,0,373730,1,4,0,0,0,0,0,2.4,7440,-1,0,13,1,0.5,0,2.8,1,0,1,0,0,9.2,93235,0,-1,0,0,406,2055,0,0,66,West Ham,Aston Villa,Everton,Leicester,Liverpool,1.7,3.2,1.8,2.1,3.3,2.9,3.2,1.3,1.9,3.8,2.9,1.9,2.3,2.1,1.3,2.6,2.1,1.5,2,1.7,2.2,2.4,2.1,1.6,3.9,3.7,2.4,1.6,2.5,2.3,2.4,2.8,2.7,1.4,13.2
Riyad,Mahrez,MID,MCI,8800000,1,13,3.25,3.69318181818182E-07,1.47727272727273E-06,0,533859,0,1,0,0,0,1,0,1.5,9110,-2,0,13,2,0.3,0,2.8,0,0,0,0,1,3.2,155555,0,-1,0,0,145,1469,0,0,65,Southampton,Chelsea,Liverpool,Burnley,Brighton,3.8,1.6,1.6,4.5,1.9,4.4,1.6,2.7,2.8,1.6,1.6,3.3,3.1,1.7,3.8,1.6,1.6,3.7,1.7,3.1,1.8,4.2,1.6,2.5,1.6,2.5,1.9,1.7,3.3,4.1,1.7,4.4,1.6,4.4,26.7
Ainsley,Maitland-Niles,MID,ARS,5400000,1,5,1.25,2.31481481481481E-07,9.25925925925926E-07,0,4237,0,1,0,0,0,0,0,0.9,90,-1,0,5,1,0.2,0,1.2,0,0,1,0,0,0.1,1184,0,-1,0,0,115,37,0,0,16,Burnley,Tottenham,Brighton,Crystal Palace,Aston Villa,0.6,1,0.6,1.1,1.1,0.6,1,0.6,1.1,0.6,0.6,0.9,0.6,0.6,0.6,0.7,0.8,0.6,1.2,0.7,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,5.7
Sadio,Mane,MID,LIV,11900000,8,32,6.4,5.3781512605042E-07,2.6890756302521E-06,0,214168,0,1,0,0,0,3,0,2.7,3184,-1,0,32,1,0.6,0,7.2,0,0,4,0,1,2.7,78429,0,-1,0,0,450,4273,0,0,80,Crystal Palace,Brentford F.C.,Man City,Watford,Man Utd,8.5,7.6,6.8,7.7,6.1,4.9,6.7,8.6,7.5,6.9,9.6,8.6,8.6,6.4,6,8.5,7.3,6,6.7,7.4,8.4,7.8,6.8,5.5,8.7,5,8,5,6.3,5.2,8.2,8.2,8.2,6.4,68.1
Javier,Manquillo,DEF,NEW,4000000,2,9,2.25,5.625E-07,2.25E-06,0,289805,0,3,0,0,0,1,0,2.2,3496,0,0,9,0,0.6,0,2.2,0,0,0,0,0,8.3,229098,0,-1,0,0,156,10243,0,0,36,Leeds United F.C.,Watford,Wolverhampton,Tottenham,Crystal Palace,2.1,1.1,2.4,3.4,1.1,2.4,1.9,2.2,1.5,2.3,2.3,1.3,2.8,2.8,2.4,1.1,1.1,1.9,1.6,1.6,2.8,1.1,1.5,1.9,1.2,2.6,2.1,1.9,2.2,1.2,2.9,1.1,3.4,1.1,8.5
Fernando,Marcal,DEF,WOL,4600000,1,19,3.8,8.26086956521739E-07,4.1304347826087E-06,0,109602,2,5,0,0,0,0,0,4.1,7989,1,0,19,-1,1,0,4.5,2,0,1,0,2,6.7,625688,0,-1,0,1,431,12528,0,0,76,Brentford F.C.,Southampton,Newcastle,Aston Villa,Leeds United F.C.,2.9,4.1,2.2,3.6,5.1,2,3.6,2.2,4.4,3.1,3.4,4,5.6,3.3,2.4,5,4.9,2.6,4.9,5,5.1,2.9,4,3.6,3.9,2.7,3.9,3,4,4,2.4,4.4,3,5.7,15.1
Solomon,March,MID,BHA,5400000,1,6,1.5,2.77777777777778E-07,1.11111111111111E-06,0,5564,1,1,0,0,0,0,0,1.1,61,-1,0,6,1,0.2,0,1,0,0,1,0,0,0.1,1926,0,-1,0,0,234,41,0,0,19,Leicester,Crystal Palace,Arsenal,Norwich,Man City,0.8,0.8,0.9,1,0.8,0.8,0.9,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.9,1,0.8,0.8,1,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.8,1.7,0.8,0.9,0.8,11.1
Pablo,Mari,DEF,ARS,4400000,0,1,0.5,1.13636363636364E-07,2.27272727272727E-07,0,9011,1,4,0,0,0,0,0,0.2,204,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,4347,0,-1,0,0,180,35,0,0,35,Burnley,Tottenham,Brighton,Crystal Palace,Aston Villa,0.2,0.8,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.9
Dilan,Markanday,MID,TOT,4500000,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,-1,0,0,0,59,0,0,0,Chelsea,Arsenal,Aston Villa,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Marques,DEF,WOL,4000000,0,0,0,0,0,0,18509,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0.3,24271,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Southampton,Newcastle,Aston Villa,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,FWD,MUN,7700000,0,4,1,1.2987012987013E-07,5.19480519480519E-07,0,117497,0,1,0,0,0,0,0,0.5,1023,-3,0,4,3,0.1,0,0.8,0,0,0,0,0,0.7,16876,0,-1,0,0,96,374,0,0,8,West Ham,Aston Villa,Everton,Leicester,Liverpool,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.8,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.8,0.9,0.5,0.6,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,5.3
Josh,Martin,MID,NOR,5000000,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Watford,Everton,Burnley,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinelli,MID,ARS,5300000,0,4,1,1.88679245283019E-07,7.54716981132075E-07,0,22927,0,3,0,0,0,0,0,0.8,532,-2,0,4,2,0.1,0,0.5,0,0,0,0,0,0.2,8012,0,-1,0,0,148,58,0,0,16,Burnley,Tottenham,Brighton,Crystal Palace,Aston Villa,0.5,0.7,0.5,0.8,0.8,0.5,0.7,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.1
Emiliano,Martinez,GLK,AVL,5500000,8,17,4.2,7.63636363636364E-07,3.09090909090909E-06,0,1461126,1,4,0,7,0,0,0,3.1,13885,0,0,17,0,0.7,0,3.8,2,0,2,0,0,14.5,61323,0,-1,0,0,360,2404,0,0,77,Everton,Man Utd,Tottenham,Wolverhampton,Arsenal,4.6,3.2,3.1,5.2,3.1,4.9,2.4,5.1,2.1,6.3,5.7,4.6,2.7,5.9,6,3.3,3.2,5.9,2.2,5.5,2.1,5.1,4,5.3,2.2,6.3,5,6.3,6,2.9,5.8,2.2,6.3,2.2,6.3
Adam,Masina,DEF,WAT,4500000,0,4,1.3,2.88888888888889E-07,8.88888888888889E-07,0,6799,0,5,0,0,0,0,0,0.9,264,0,0,4,0,0.2,0,0.8,0,0,0,0,0,0.1,4856,0,-1,0,0,270,42,0,0,41,Norwich,Newcastle,Leeds United F.C.,Liverpool,Everton,0.6,0.7,0.6,1.4,0.6,0.8,0.6,1,0.6,1,1.3,0.6,0.6,1.2,1.1,0.7,2,0.6,1,0.6,0.8,0.6,0.6,1.6,0.6,0.6,1.3,0.9,0.9,0.6,1,0.6,0.9,0.6,8.9
Arthur,Masuaku,DEF,WHU,4400000,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0,467,0,-1,0,0,0,62,0,0,0,Man Utd,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Mata,MID,MUN,4900000,0,0,0,0,0,0,3334,0,0,0,0,0,0,0,0,81,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1534,0,-1,0,0,0,34,0,0,0,West Ham,Aston Villa,Everton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Mateta,FWD,CRY,5400000,0,1,0.25,4.62962962962963E-08,1.85185185185185E-07,0,10011,0,2,0,0,0,0,0,0.2,232,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,5809,0,-1,0,0,56,108,0,0,5,Liverpool,Brighton,Leicester,Arsenal,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Nemanja,Matic,MID,MUN,4500000,0,5,1.25,2.77777777777778E-07,1.11111111111111E-06,0,17244,0,2,0,0,0,0,0,1.1,620,0,0,5,0,0.2,0,1,0,0,0,0,0,0.3,19200,0,-1,0,0,196,643,0,0,31,West Ham,Aston Villa,Everton,Leicester,Liverpool,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.9,0.6,0.6,0.6,0.6,1,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.8,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.7,0.6,9.9
Joel,Matip,DEF,LIV,5000000,0,20,5,1E-06,4E-06,0,133366,0,1,0,0,0,0,0,4,8609,0,0,20,0,0.7,0,3.5,0,0,3,0,0,3.8,362303,0,-1,0,0,360,7333,0,0,86,Crystal Palace,Brentford F.C.,Man City,Watford,Man Utd,6.4,6.7,6.8,4.5,6.7,4.7,5.5,7.5,5,5.4,7.5,6.8,4.5,6.2,5.3,6.3,6,5.5,5,5.4,5.5,5.6,6.2,4.5,7.5,5.8,4.8,5.4,5,4.1,4.2,7.5,5.7,4.9,19.1
Remi,Matthews,GLK,CRY,4000000,0,0,0,0,0,0,4143,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0.2,17374,0,-1,0,0,0,188,0,0,0,Liverpool,Brighton,Leicester,Arsenal,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal,Maupay,FWD,BHA,6500000,5,20,4,6.15384615384615E-07,3.07692307692308E-06,0,194451,1,3,0,0,0,3,0,3.1,3117,0,0,20,0,0.6,0,3.8,1,0,1,0,0,2.1,166282,0,-1,0,0,361,2039,0,0,94,Leicester,Crystal Palace,Arsenal,Norwich,Man City,3.4,3.4,4.6,5.6,3.3,3.8,5.2,3.1,4.4,4.5,4.3,4,2.5,4.4,2.3,2.8,4.8,4.2,4.5,2.5,5.4,4.7,4.2,5.3,2,2.6,4.9,3.8,3.2,3.4,5.8,3.3,6,3.4,25
Konstantinos,Mavropanos,DEF,ARS,4500000,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Burnley,Tottenham,Brighton,Crystal Palace,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Mbete,DEF,MCI,4000000,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,-1,0,0,0,59,0,0,0,Southampton,Chelsea,Liverpool,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Mbeumo,MID,BRE,5500000,8,17,3.4,6.18181818181818E-07,3.09090909090909E-06,0,81400,1,2,0,0,0,1,0,3.1,1039,0,0,17,0,0.6,0,3.5,0,0,3,0,0,0.7,56910,0,-1,0,0,420,2396,0,0,30,Wolverhampton,Liverpool,West Ham,Chelsea,Leicester,4.7,1.7,2.2,3.3,3.4,3.2,3.6,2.9,2.2,2,2.9,3.7,2.1,3,3.2,3,4,2,2.9,1.7,4,2.2,4,3,4.2,3.1,2.4,2.4,2.6,3.8,1.9,3.4,2.2,2.6,24.8
James,McArthur,MID,CRY,4500000,2,16,3.2,7.11111111111111E-07,3.55555555555556E-06,0,99979,0,6,0,0,0,0,0,3.6,3493,0,0,16,0,0.8,0,3.5,1,0,2,0,1,3.7,347606,0,-1,0,0,421,14509,0,0,84,Liverpool,Brighton,Leicester,Arsenal,Newcastle,1.6,2.5,3.7,1.6,4.3,1.6,3.2,1.9,4.3,1.7,1.6,2.6,3.7,1.6,1.6,3.9,2.8,1.9,1.7,1.7,1.6,3.6,4.4,3.2,3.4,1.7,4.3,1.8,1.6,3,1.7,4,1.6,2.5,17.7
Liam,McCarron,MID,LEE,4500000,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,-1,0,0,0,30,0,0,0,Newcastle,West Ham,Watford,Southampton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
