FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Ederson,GLK,MCI,6000000,8,28,5.6,9.33333333333333E-07,4.66666666666667E-06,0,238332,0,1,0,5,0,0,0,4.7,5429,0,0,28,0,1.1,0,6.5,2,0,4,0,0,9.8,175628,0,-1,0,0,450,4004,0,0,108,Southampton,Chelsea,Liverpool,Burnley,Brighton,7.8,4.5,6.4,8.4,6.4,8.4,5.3,6.8,7.3,3.5,3,7.5,8,2.8,8.1,5.3,4.5,8.4,4.1,8.2,4.6,8.4,3.8,8.4,3.4,7.5,3.9,7.9,7.5,7.5,5.5,7.3,3.9,8.4,5.7
Odsonne,Edouard,FWD,CRY,6500000,1,13,3.25,5E-07,2E-06,0,51490,0,2,0,0,0,2,0,2,11091,0,0,13,0,1,0,6.5,3,0,0,0,0,3.2,293261,0,-1,0,1,31,14530,0,0,54,Liverpool,Brighton,Leicester,Arsenal,Newcastle,1.6,3,3.7,1.6,4.9,1.6,2.9,2.1,4.3,3.4,1.8,3.8,3.8,2.6,1.6,4.9,3.7,2.4,2.1,3,1.6,3,4.7,2.9,3.7,2.4,4.6,1.8,2.1,4.8,1.7,4.9,1.6,3.6,14.8
Samuel,Edozie,MID,MCI,4900000,0,0,0,0,0,0,1218,0,0,0,0,0,0,0,0,24,-1,0,0,1,0,0,0,0,0,0,0,0,0,388,0,-1,0,0,0,2,0,0,0,Southampton,Chelsea,Liverpool,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5900000,0,11,2.75,4.66101694915254E-07,1.86440677966102E-06,0,99043,1,3,0,0,0,1,0,1.9,3699,-1,1,11,1,0.4,0,2.5,1,0,1,0,0,0.9,69433,0,-1,0,0,239,672,-1,0,26,Everton,Man Utd,Tottenham,Wolverhampton,Arsenal,2.1,1.4,1.4,2.6,1.4,2.2,1.4,2,1.4,2.8,3,1.4,1.4,3.7,3,1.4,1.4,2,1.4,2.4,1.4,3.3,1.4,3,1.4,3.5,2.4,3.4,1.4,1.4,3.2,1.4,3.5,1.4,12.1
Anthony,Elanga,MID,MUN,4900000,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,345,0,-1,0,0,0,5,0,0,0,West Ham,Aston Villa,Everton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,11226,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0.8,56961,0,-1,0,0,0,843,0,0,0,Norwich,Newcastle,Leeds United F.C.,Liverpool,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5500000,0,9,2.25,4.09090909090909E-07,1.63636363636364E-06,0,32578,0,1,0,0,0,0,0,1.6,2351,0,0,9,0,0.4,0,2,0,0,2,0,0,0.2,32914,0,-1,0,0,249,42,0,0,33,Crystal Palace,Brentford F.C.,Man City,Watford,Man Utd,0,0,0,0,0,1.1,1.3,1.9,1.5,1.3,2.9,1.9,1.9,1.2,1.1,1.9,1.4,1.1,1.3,1.5,1.9,1.6,1.3,1.1,1.9,1.1,1.7,1.1,1.2,1.1,1.7,1.7,1.7,1.2,18.5
,Elneny,MID,ARS,4500000,0,1,0.25,5.55555555555556E-08,2.22222222222222E-07,0,38113,0,2,0,0,0,0,0,0.2,814,0,0,1,0,0,0,0.2,0,0,0,0,0,0.4,13296,0,-1,0,0,45,88,0,0,2,Burnley,Tottenham,Brighton,Crystal Palace,Aston Villa,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Mohamed,Elyounoussi,MID,SOU,5500000,3,14,4.7,8.54545454545455E-07,2.54545454545455E-06,0,5114,0,2,0,0,0,1,0,2.5,158,0,0,14,0,0.6,0,3.5,1,0,2,0,0,0.1,9742,0,-1,0,0,270,346,0,0,33,Man City,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,2.4,5,3.8,4.6,6.7,4.1,6.5,4.6,3.2,5.7,3.8,3.5,3.4,4.6,3.4,6.3,6.5,6.8,5.2,3.2,3,4.1,5.9,3.2,6.1,4.8,4.4,5.6,6.5,4.9,6.5,4,2.7,4.8,30.4
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1970,0,0,0,0,0,0,0,0.2,24,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Tottenham,Man City,Southampton,Brentford F.C.,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,5000000,0,1,0.25,5E-08,2E-07,0,9870,0,3,0,0,0,0,0,0.2,433,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.2,21986,0,-1,0,0,90,730,0,0,14,Chelsea,Arsenal,Aston Villa,Newcastle,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.3
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Everton,Man Utd,Tottenham,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4500000,1,6,1.2,2.66666666666667E-07,1.33333333333333E-06,0,15299,3,6,0,0,0,0,0,1.3,489,0,0,6,0,0.3,0,1.2,0,0,0,0,0,0.3,22084,0,-1,0,0,354,410,0,0,49,Norwich,Newcastle,Leeds United F.C.,Liverpool,Everton,0.6,1,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.9,0.8,0.6,0.9,0.6,0.8,0.6,0.6,0.6,0.6,1,0.6,0.6,0.6,0.6,0.6,0.6,1,0.6,0.7,0.6,8.7
Jonny,Evans,DEF,LEI,5400000,0,1,0.25,4.62962962962963E-08,1.85185185185185E-07,0,8803,0,1,0,0,0,0,0,0.2,255,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.1,1529,0,-1,0,0,29,22,0,0,7,Brighton,Burnley,Crystal Palace,Man Utd,Brentford F.C.,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
Eberechi,Eze,MID,CRY,5900000,0,0,0,0,0,0,2482,0,0,0,0,0,0,0,0,45,-1,0,0,1,0,0,0,0,0,0,0,0,0,673,0,-1,0,0,0,22,0,0,0,Liverpool,Brighton,Leicester,Arsenal,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,5000000,3,13,2.6,5.2E-07,2.6E-06,0,61625,0,6,0,9,0,0,0,2.6,1229,0,0,13,0,0.6,0,3,0,0,1,0,0,1.9,39948,0,-1,0,0,406,2220,0,0,63,Man Utd,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,2.6,2.4,2.4,1.6,3.9,1.5,3.3,3.4,1.6,2.1,2.7,1.7,2.3,2.5,2.2,1.3,1.4,2.3,2.3,2.1,2.1,2,2.1,3.7,3.2,2.9,1.8,2.3,2.6,1.9,3.8,1.9,3.2,2.8,3.6
,Fabinho,MID,LIV,5400000,3,13,3.2,5.92592592592593E-07,2.40740740740741E-06,0,49468,1,1,0,0,0,1,0,2.4,1279,-1,0,13,1,0.6,0,3,0,0,2,0,0,0.8,35595,0,-1,0,0,299,2716,0,0,60,Crystal Palace,Brentford F.C.,Man City,Watford,Man Utd,3.2,2.7,2.3,2.7,2,1.6,2.3,3.2,2.6,2.3,4.6,3.2,3.2,2.1,2,3.2,2.5,1.9,2.3,2.6,3.3,2.8,2.3,1.8,3.3,1.6,2.9,1.6,2.1,1.6,3,3,3,2.2,19.1
,Fabio Silva,FWD,WOL,5800000,1,4,1,1.72413793103448E-07,6.89655172413793E-07,0,44114,0,0,0,0,0,0,0,0.7,963,-2,0,4,2,0.1,0,0.8,0,0,0,0,0,0.5,13781,0,-1,0,0,18,308,0,0,11,Brentford F.C.,Southampton,Newcastle,Aston Villa,Leeds United F.C.,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.6,0.5,2.3
,Femenia,DEF,WAT,4400000,4,4,1,2.27272727272727E-07,9.09090909090909E-07,0,11154,0,1,0,0,0,0,0,0.9,90,-1,0,4,1,0.2,0,1,0,0,0,0,1,0.1,747,0,-1,0,0,58,99,0,0,23,Norwich,Newcastle,Leeds United F.C.,Liverpool,Everton,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.7,0.5,0.7,0.9,0.5,0.5,0.8,0.7,0.5,1.5,0.5,0.6,0.5,0.5,0.5,0.5,1.1,0.5,0.5,0.9,0.6,0.6,0.5,0.6,0.5,0.6,0.5,6.4
Nathan,Ferguson,DEF,CRY,4500000,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,-1,0,0,0,6,0,0,0,Liverpool,Brighton,Leicester,Arsenal,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,12000000,1,32,6.4,5.33333333333333E-07,2.66666666666667E-06,0,2039451,2,4,0,0,0,4,0,2.7,30313,0,0,32,0,0.2,0,3,4,0,1,0,0,34.3,747282,0,-1,0,1,400,6106,0,0,113,West Ham,Aston Villa,Everton,Leicester,Liverpool,5.8,9.5,6.3,7.7,4.3,5.5,7.9,6.7,6.3,9.5,9.5,7.4,6.7,6,7.3,9.6,7.5,5.4,6.7,7.6,8.5,7.2,9,4.1,9.2,5.5,8.5,5.9,8.8,5.9,7.1,7.8,8.3,5.8,42.8
Alvaro,Fernandez,GLK,BRE,4500000,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3861,0,-1,0,0,0,87,0,0,0,Wolverhampton,Liverpool,West Ham,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4400000,0,2,0.7,1.59090909090909E-07,4.54545454545455E-07,0,8846,0,8,0,0,0,0,0,0.5,247,-1,1,2,1,0.1,0,0.5,0,0,0,0,0,0.2,3503,0,-1,0,0,257,51,-1,0,47,Leeds United F.C.,Watford,Wolverhampton,Tottenham,Crystal Palace,0.4,0.4,0.4,1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.7,0.4,10.9
,Fernandinho,MID,MCI,4900000,3,6,1.5,3.06122448979592E-07,1.22448979591837E-06,0,29190,0,1,0,0,0,0,0,1.2,578,-1,0,6,1,0.2,0,1,0,0,1,0,0,0.4,21266,0,-1,0,0,160,495,0,0,25,Southampton,Chelsea,Liverpool,Burnley,Brighton,1.2,0.8,0.8,1.5,0.8,1.4,0.8,0.8,0.8,0.8,0.8,1,0.9,0.8,1.2,0.8,0.8,1.1,0.8,0.9,0.8,1.4,0.8,0.8,0.8,0.8,0.8,0.8,1,1.3,0.8,1.5,0.8,1.5,8.6
Roberto,Firmino,FWD,LIV,8800000,0,9,3,3.40909090909091E-07,1.02272727272727E-06,0,436664,0,1,0,0,0,1,0,1,4301,-2,0,9,2,0.1,0,0.5,2,0,0,0,0,2.1,88174,0,-1,0,0,80,128,0,0,38,Crystal Palace,Brentford F.C.,Man City,Watford,Man Utd,0,0,2.2,3.6,2.8,1.7,2.9,3.2,2.3,3.1,3.9,2.9,3.7,1.9,3.4,2.8,1.7,1.5,2.1,2.3,3.1,3.9,2.3,2.3,3.4,2.2,3.8,1.5,1.9,2.3,3.5,2.7,2.7,1.6,10.5
,Firpo,DEF,LEE,4800000,1,1,0.2,4.16666666666667E-08,2.08333333333333E-07,0,40613,1,10,0,0,0,0,0,0.2,745,-2,0,1,2,0.1,0,0.5,0,0,0,0,0,0.5,9693,0,-1,0,0,284,657,0,0,30,Newcastle,West Ham,Watford,Southampton,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.3
Ashley,Fletcher,FWD,WAT,4900000,0,0,0,0,0,0,16156,0,0,0,0,0,0,0,0,493,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,13011,0,-1,0,0,0,334,0,0,0,Norwich,Newcastle,Leeds United F.C.,Liverpool,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Foden,MID,MCI,7900000,1,1,0.25,3.16455696202532E-08,1.26582278481013E-07,0,69296,0,0,0,0,0,0,0,0.1,844,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.7,10395,0,-1,0,0,18,942,0,0,1,Southampton,Chelsea,Liverpool,Burnley,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1
Wesley,Fofana,DEF,LEI,4400000,0,0,0,0,0,0,35453,0,0,0,0,0,0,0,0,415,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,1444,0,-1,0,0,0,45,0,0,0,Brighton,Burnley,Crystal Palace,Man Utd,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,1,24,4.8,8E-07,4E-06,0,151528,0,6,0,0,0,2,0,4,5168,0,0,24,0,0.8,0,4.8,1,0,1,0,1,3.5,356505,0,-1,0,0,402,6903,0,0,93,Man Utd,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,3.9,4.7,4.6,3.8,6.3,3.4,2.7,7.1,2.5,3.8,5.6,5.1,3.7,6,5.7,4.4,3.7,4.7,3.3,6.1,5.1,6.6,5,3.5,6.6,3.5,4.1,4.3,6.8,4.1,6.6,4.9,5.3,5.2,33.5
Adam,Forshaw,MID,LEE,4500000,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0,-1,0,0,0,9,0,0,0,Newcastle,West Ham,Watford,Southampton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Forss,FWD,BRE,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,13287,0,0,0,0,0,0,0,0.2,293,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,7463,0,-1,0,0,4,111,0,0,1,Wolverhampton,Liverpool,West Ham,Chelsea,Leicester,0.7,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.8,0.9,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.8,0.8,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.1
Fraser,Forster,GLK,SOU,4500000,0,0,0,0,0,0,33078,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0.9,8537,0,-1,0,0,0,216,0,0,0,Man City,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4000000,3,3,0.75,1.875E-07,7.5E-07,0,669070,0,1,0,4,0,0,0,0.8,2943,0,0,3,0,0.2,0,0.8,0,0,0,0,0,19.7,225231,0,-1,0,0,90,12727,0,0,18,Norwich,Newcastle,Leeds United F.C.,Liverpool,Everton,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,1.1,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.8
,Fosu,MID,BRE,5200000,0,0,0,0,0,0,5939,0,0,0,0,0,0,0,0,78,-3,0,0,3,0,0,0,0,0,0,0,0,0,766,0,-1,0,0,0,42,0,0,0,Wolverhampton,Liverpool,West Ham,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5400000,1,7,1.75,3.24074074074074E-07,1.2962962962963E-06,0,7174,0,1,0,0,0,0,0,1.3,81,-1,0,7,1,0.3,0,1.5,0,0,0,0,1,0.1,1655,0,-1,0,0,55,42,0,0,18,Leeds United F.C.,Watford,Wolverhampton,Tottenham,Crystal Palace,1,0.9,1.5,1.6,0.9,1.4,0.9,1,0.9,1.5,1.8,0.9,0.9,1.2,0.9,0.9,0.9,1.6,0.9,0.9,1.7,0.9,0.9,0.9,0.9,1.7,0.9,1.2,1.4,0.9,0.9,0.9,1.7,0.9,2.8
,Fred,MID,MUN,5000000,1,10,2.5,5E-07,2E-06,0,57391,1,3,0,0,0,1,0,2,1251,0,0,10,0,0.2,0,0.8,0,0,1,0,0,0.6,55169,1,-1,0,0,301,353,0,0,53,West Ham,Aston Villa,Everton,Leicester,Liverpool,1.2,2.7,1.4,1.8,1.2,1.2,1.9,1.5,1.4,2.7,2.6,1.8,1.5,1.3,1.7,2.8,1.8,1.2,1.5,1.9,2.2,1.7,2.4,1.2,2.5,1.2,2.2,1.3,2.3,1.2,1.6,1.9,2.1,1.2,12.8
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.25,5.68181818181818E-08,2.27272727272727E-07,0,5911,0,0,0,0,0,0,0,0.2,154,-1,1,1,1,0,0,0,0,0,0,0,0,0.1,2685,0,-1,0,0,2,99,-1,0,3,Man Utd,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
,Gabriel,DEF,ARS,5000000,7,15,3.75,7.5E-07,3E-06,0,7233,0,0,0,0,0,0,0,3,541,0,0,15,0,0.8,0,3.8,3,0,2,0,0,0.2,14312,0,-1,0,0,180,1381,0,0,55,Burnley,Tottenham,Brighton,Crystal Palace,Aston Villa,2,5.6,3.6,5.4,5.6,2.6,4.3,4.3,4.2,2.8,1.9,4.5,4.1,3,2.4,4.4,5.6,3,5,4.4,2.3,4.8,5.3,1.9,4.8,1.9,1.9,4.3,2.1,5.1,2,4.7,1.9,3.8,6.2
Conor,Gallagher,MID,CRY,5600000,2,28,7,1.25E-06,5E-06,0,109886,1,5,0,0,0,2,0,5,5522,1,0,28,-1,1.3,0,7,3,0,2,0,2,5.7,526248,0,-1,0,1,360,36889,0,0,81,Liverpool,Brighton,Leicester,Arsenal,Newcastle,4.3,8.1,10.5,4.7,10.5,3.5,9.3,6.1,10.5,6.1,4,8.4,10.5,5.5,4.3,10.5,8.8,6.7,6.2,6.3,5.4,10.4,10.5,9.3,10,6,10.5,6.5,4.7,9.2,6.2,10.5,4.2,8.1,41.6
Dwight,Gayle,FWD,NEW,5400000,0,0,0,0,0,0,14139,0,0,0,0,0,0,0,0,399,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7457,0,-1,0,0,0,188,0,0,0,Leeds United F.C.,Watford,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,4500000,0,0,0,0,0,0,1734,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,0,-1,0,0,0,53,0,0,0,Aston Villa,Norwich,Man Utd,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Gelhardt,FWD,LEE,4500000,0,0,0,0,0,0,10249,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0.3,30011,0,-1,0,0,0,904,0,0,0,Newcastle,West Ham,Watford,Southampton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saman,Ghoddos,MID,BRE,5400000,0,3,0.75,1.38888888888889E-07,5.55555555555556E-07,0,2440,0,1,0,0,0,0,0,0.6,58,-1,0,3,1,0.1,0,0.8,0,0,0,0,0,0,538,0,-1,0,0,85,10,0,0,20,Wolverhampton,Liverpool,West Ham,Chelsea,Leicester,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,7.5
Dimitris,Giannoulis,DEF,NOR,4400000,0,1,0.25,5.68181818181818E-08,2.27272727272727E-07,0,4316,0,5,0,0,0,0,0,0.2,54,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,894,0,-1,0,0,135,12,0,0,24,Watford,Everton,Burnley,Brighton,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,4.1
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,24248,1,0,0,0,0,0,0,0.2,513,0,0,1,0,0,0,0,0,0,0,0,0,0.2,7872,0,-1,0,0,7,0,0,0,0,Brentford F.C.,Southampton,Newcastle,Aston Villa,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,0,2,0.7,1.59090909090909E-07,4.54545454545455E-07,0,3679,0,10,0,0,0,0,0,0.5,96,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,1400,0,-1,0,0,270,26,0,0,46,Watford,Everton,Burnley,Brighton,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,13.9
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,7913,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0.4,18741,0,-1,0,0,0,156,0,0,0,Leeds United F.C.,Watford,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4500000,3,9,2.2,4.88888888888889E-07,2E-06,0,315994,0,13,0,0,0,0,0,2,5835,0,0,9,0,0.4,0,1.8,1,0,0,0,0,7.3,249422,0,-1,0,0,348,3567,0,0,67,Watford,Everton,Burnley,Brighton,Chelsea,2.1,1.1,1.4,1.1,1.1,1.4,1.1,1.9,1.6,1.3,1.1,1.1,2.3,1.1,2.3,1.1,1.4,1.2,1.1,2.3,1.7,1.1,1.3,1.4,1.3,1.8,1.4,2.4,1.1,2.3,1.1,1.3,2.4,2.2,11.9
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,962,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Tottenham,Man City,Southampton,Brentford F.C.,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,DEF,EVE,4800000,0,2,0.5,1.04166666666667E-07,4.16666666666667E-07,0,44604,1,4,0,0,0,0,0,0.4,452,-2,0,2,2,0.1,0,0.5,0,0,0,0,0,0.5,6549,0,-1,0,0,139,604,0,0,14,Aston Villa,Norwich,Man Utd,West Ham,Watford,0.2,0.2,0.2,0.2,0.2,0.3,0.7,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,4.8
