FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bruno Guimaraes,MID,NEW,5000000,1,54,1.54285714285714,3.08571428571429E-07,1.08E-05,0,87608,4,12,0,0,0,4,0,10.8,5740,0,0,54,0,1.3,0,6.4,8,0,3,0,1,1.9,253474,0,-1,0,2,851,7856,0,0,200,Man City,Arsenal,Burnley,,,0.8,0.8,0.8,76.4
Lewis,Brunt,MID,LEI,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,643,0,1,0,0,0,0,0,0.2,14,0,0,1,0,0,0,0.2,0,0,0,0,0,0,932,0,-1,0,0,23,15,0,0,2,Everton,Norwich,Watford,Chelsea,Southampton,0,0,0,0.6
,Bryan,MID,TOT,5700000,0,9,1,1.75438596491228E-07,1.57894736842105E-06,0,13718,0,1,0,0,0,0,0,1.6,2,-3,0,9,3,0,0,0,0,0,0,0,0,0.1,5361,0,-1,0,0,86,0,0,0,32,Liverpool,Arsenal,Burnley,Norwich,,0,0,0,8.5
,Buendia,MID,AVL,6100000,15,97,3,4.91803278688525E-07,1.59016393442623E-05,0,529993,1,27,0,0,0,3,0,15.9,1017,-4,0,97,4,0.8,0,5,8,0,7,0,6,1.2,208656,0,-1,0,3,1691,17687,0,0,344,Burnley,Liverpool,Crystal Palace,Burnley,Man City,4.4,6,1.5,147.6
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,24985,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0.1,27969,0,-1,0,0,0,115,0,0,0,Chelsea,Man City,Norwich,Liverpool,,0,0,0,0
Dan,Burn,DEF,NEW,4400000,-1,84,3.1,7.04545454545455E-07,1.90909090909091E-05,0,206226,8,29,0,0,0,1,0,19.1,2063,-1,0,84,1,0.8,0,3.4,6,0,8,0,1,1,291697,0,-1,0,1,2281,1090,0,0,416,Man City,Arsenal,Burnley,,,3.7,3.8,2.9,89.4
Jack,Butland,GLK,CRY,4400000,6,25,0.735294117647059,1.67112299465241E-07,5.68181818181818E-06,0,156975,0,9,0,11,0,0,0,5.7,141,-1,0,25,1,0.3,0,1.5,3,0,1,0,0,0.4,148714,0,-1,1,1,585,1200,0,0,104,Watford,Aston Villa,Everton,Man Utd,,0.4,0.8,0.4,12
Sam,Byram,DEF,NOR,4400000,1,19,0.558823529411765,1.27005347593583E-07,4.31818181818182E-06,0,4672,2,24,0,0,0,0,0,4.3,43,-1,0,19,1,0.2,0,0.8,0,0,2,0,0,0,3863,0,-1,0,0,898,13,0,0,152,West Ham,Leicester,Wolverhampton,Tottenham,,0.6,0.3,0.3,37.7
Willy,Caballero,GLK,SOU,4200000,0,2,0.0571428571428571,1.36054421768707E-08,4.76190476190476E-07,0,8449,1,5,0,6,0,0,0,0.5,60,-3,0,2,3,0,0,0,0,0,0,0,0,0,10387,0,-1,0,0,180,36,0,0,23,Brentford F.C.,Liverpool,Leicester,,,0,0,0,5.4
Moises,Caicedo,MID,BHA,4500000,9,23,0.657142857142857,1.46031746031746E-07,5.11111111111111E-06,0,1782,1,5,0,0,0,1,0,5.1,123,0,0,23,0,0.8,0,3.8,1,0,3,0,1,0,4725,0,-1,0,0,509,1699,0,0,107,Man Utd,Leeds United F.C.,West Ham,,,0.3,0.3,0.3,23.4
Dominic,Calvert-Lewin,FWD,EVE,7700000,1,42,3,3.8961038961039E-07,5.45454545454545E-06,0,2113072,2,21,0,0,0,3,0,5.5,1340,-3,0,42,3,0,1,0.2,5,0,3,0,1,2.8,1449553,0,-1,0,0,1011,1699,0,0,119,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,5.5,6.5,2,65.8
Chem,Campbell,MID,WOL,4400000,0,1,0.0294117647058824,6.68449197860963E-09,2.27272727272727E-07,0,37697,0,0,0,0,0,0,0,0.2,107,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,40688,0,-1,0,0,12,35,0,0,5,Chelsea,Man City,Norwich,Liverpool,,0,0,0,0.6
Joao Pedro Cavaco,Cancelo,DEF,MCI,7200000,14,199,5.9,8.19444444444444E-07,2.76388888888889E-05,0,2804074,7,21,0,0,0,1,0,27.6,10420,12,0,199,-12,0.7,0,5.2,27,0,19,0,11,40.9,5605007,0,-1,0,6,3047,17043,0,0,800,Newcastle,Wolverhampton,West Ham,Aston Villa,,15.1,7.3,7.6,227.5
Sergi,Canos,MID,BRE,5500000,0,78,2.6,4.72727272727273E-07,1.41818181818182E-05,0,454530,6,35,0,0,0,2,0,14.2,431,0,0,78,0,0,0,0,5,0,8,0,3,1,419272,1,-1,0,1,2061,9,0,0,258,Southampton,Everton,Leeds United F.C.,,,0,0,2.1,106.5
Todd,Cantwell,MID,NOR,5300000,0,10,1.2,2.26415094339623E-07,1.88679245283019E-06,0,72474,2,15,0,0,0,0,0,1.9,14,-2,0,10,2,0,0,0,0,0,0,0,0,0.2,28054,0,-1,0,0,438,0,0,0,48,West Ham,Leicester,Wolverhampton,Tottenham,,0,0,0,10.3
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,200790,0,0,0,0,0,0,0,0,812,-1,0,0,1,0,0,0,0,0,0,0,0,1.4,293894,0,-1,0,0,0,391,0,0,0,Newcastle,Wolverhampton,West Ham,Aston Villa,,0,0,0,0
Matthew,Cash,DEF,AVL,5300000,3,136,3.9,7.35849056603774E-07,2.56603773584906E-05,0,987006,8,45,0,0,0,3,0,25.7,7159,3,0,136,-3,0.7,0,3.8,11,0,13,0,3,12,1818416,0,-1,0,3,3107,41506,0,0,586,Burnley,Liverpool,Crystal Palace,Burnley,Man City,9.9,9.2,5.1,154.3
,Casilla,GLK,LEE,4500000,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Arsenal,Chelsea,Brighton,Brentford F.C.,,0,0,0,0
Timothy,Castagne,DEF,LEI,5300000,9,65,2.7,5.09433962264151E-07,1.22641509433962E-05,0,197370,1,28,0,0,0,1,0,12.3,1370,-2,0,65,2,0.6,0,3.2,6,0,5,0,0,1.4,223357,0,-1,0,1,1875,6797,0,0,331,Everton,Norwich,Watford,Chelsea,Southampton,5.9,4.6,2.8,66.2
Craig,Cathcart,DEF,WAT,4200000,3,50,1.7,4.04761904761905E-07,1.19047619047619E-05,0,65086,3,50,0,0,0,0,0,11.9,270,-3,0,50,3,0.2,0,1,1,0,3,0,1,0.2,68337,0,-1,0,0,2304,212,0,0,380,Crystal Palace,Everton,Leicester,Chelsea,,2.4,1.1,1.6,58.5
Edinson,Cavani,FWD,MUN,8400000,1,32,2.3,2.73809523809524E-07,3.80952380952381E-06,0,629484,0,9,0,0,0,2,0,3.8,220,-1,0,32,1,0,0,0.3,2,0,1,0,1,1.6,169104,0,-1,0,0,670,101,0,0,99,Brighton,Crystal Palace,,,,2,0,1.5,46.7
,Cedric,DEF,ARS,4200000,2,33,0.970588235294118,2.3109243697479E-07,7.85714285714286E-06,0,51408,3,21,0,0,0,0,0,7.9,628,-3,0,33,3,0.3,0,1.2,0,0,3,0,0,0.4,63585,0,-1,0,0,1250,455,0,0,243,Leeds United F.C.,Tottenham,Newcastle,Everton,,1.1,0.5,0.7,59.7
Nathaniel,Chalobah,MID,WAT,5000000,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,-1,0,0,0,0,0,0,0,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,0
Trevoh,Chalobah,DEF,CHE,4700000,7,97,2.85294117647059,6.07008760951189E-07,2.06382978723404E-05,0,902157,2,8,0,0,0,3,0,20.6,3083,-3,0,97,3,0.5,0,2.3,11,0,9,0,1,2.4,949353,0,-1,0,3,1357,673,0,0,384,Wolverhampton,Leeds United F.C.,Leicester,Watford,,5.8,2.6,1.9,59.4
,Chamberlain,MID,LIV,5800000,0,42,1.23529411764706,2.12981744421907E-07,7.24137931034483E-06,0,34641,0,7,0,0,0,2,0,7.2,74,-2,0,42,2,0,0,0,2,0,3,0,1,0.2,35298,0,-1,0,0,777,16,0,0,148,Tottenham,Aston Villa,Southampton,Wolverhampton,,1.2,0.6,0.7,54
Calum,Chambers,DEF,AVL,4200000,6,38,1.15151515151515,2.74170274170274E-07,9.04761904761905E-06,0,49076,1,11,0,0,0,1,0,9,276,-3,0,38,3,0.7,0,2.8,2,0,4,0,0,0.4,46954,0,-1,0,1,779,1196,0,0,166,Burnley,Liverpool,Crystal Palace,Burnley,Man City,1.9,1.4,0.9,26.7
Kgaogelo,Chauke,MID,SOU,4500000,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,-1,0,0,0,7,0,0,0,Brentford F.C.,Liverpool,Leicester,,,0,0,0,0
Daniel,Chesters,MID,WHU,4500000,0,1,0.0285714285714286,6.34920634920635E-09,2.22222222222222E-07,0,181,0,0,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,319,0,-1,0,0,1,6,0,0,3,Norwich,Man City,Brighton,,,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5600000,0,54,9,1.60714285714286E-06,9.64285714285714E-06,0,2372616,0,2,0,0,0,3,0,9.6,414,-4,0,54,4,0,0,0,5,0,4,0,1,3,1606031,0,-1,0,2,540,23,0,0,158,Wolverhampton,Leeds United F.C.,Leicester,Watford,,0,0,0,54
,Chiquinho,MID,WOL,5500000,11,19,0.558823529411765,1.01604278074866E-07,3.45454545454545E-06,0,778,0,5,0,0,0,0,0,3.5,44,0,0,19,0,0.5,0,2.8,2,0,0,0,3,0,1245,0,-1,0,0,158,337,0,0,60,Chelsea,Man City,Norwich,Liverpool,,0.6,0.3,0.3,23.9
Hamza,Choudhury,MID,LEI,4400000,0,8,0.242424242424242,5.50964187327824E-08,1.81818181818182E-06,0,16698,1,4,0,0,0,0,0,1.8,26,-1,0,8,1,0,0,0,0,0,1,0,0,0.1,12535,0,-1,0,0,284,25,0,0,41,Everton,Norwich,Watford,Chelsea,Southampton,0.2,0.2,0.1,5.3
Benjamin,Chrisene,MID,AVL,4500000,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,-1,0,0,0,8,0,0,0,Burnley,Liverpool,Crystal Palace,Burnley,Man City,0,0,0,0
Andreas,Christensen,DEF,CHE,4600000,6,69,2.02941176470588,4.41176470588235E-07,1.5E-05,0,589890,2,11,0,0,0,0,0,15,450,-4,0,69,4,0.2,0,1,3,0,9,0,0,1.4,575888,0,-1,0,0,1494,280,0,0,343,Wolverhampton,Leeds United F.C.,Leicester,Watford,,3.4,1.5,1.1,41.9
Carney,Chukwuemeka,MID,AVL,4500000,2,15,0.454545454545455,1.01010101010101E-07,3.33333333333333E-06,0,8597,0,5,0,0,0,0,0,3.3,44,0,0,15,0,0.1,0,0.5,0,0,0,0,1,0.1,8421,0,-1,0,0,235,77,0,0,44,Burnley,Liverpool,Crystal Palace,Burnley,Man City,0.4,0.4,0.2,14.5
Ciaran,Clark,DEF,NEW,4400000,0,14,1.1,2.5E-07,3.18181818181818E-06,0,20234,2,27,0,0,0,0,0,3.2,16,-1,0,14,1,0,0,0,1,0,0,0,1,0.1,12817,0,-1,0,0,1012,1,0,1,131,Man City,Arsenal,Burnley,,,0,0,0,33.1
Tom,Cleverley,MID,WAT,4800000,1,46,1.7,3.54166666666667E-07,9.58333333333333E-06,0,29437,2,36,0,0,0,0,0,9.6,72,-2,0,46,2,0.2,0,0.8,0,0,2,0,2,0.1,23542,0,-1,0,0,1521,13,0,0,190,Crystal Palace,Everton,Leicester,Chelsea,,0,0.9,0.8,64.6
Nathaniel,Clyne,DEF,CRY,4300000,7,49,1.44117647058824,3.3515731874145E-07,1.13953488372093E-05,0,15388,1,8,0,0,0,0,0,11.4,878,-2,0,49,2,1.3,0,5.5,3,0,5,0,1,0.7,51231,0,-1,0,0,1081,12095,0,0,215,Watford,Aston Villa,Everton,Man Utd,,0.7,1.4,1.1,25.9
Conor,Coady,DEF,WOL,4800000,8,136,3.8,7.91666666666667E-07,2.83333333333333E-05,0,1535845,4,39,0,0,0,4,0,28.3,7092,3,0,136,-3,0.5,0,2.5,10,0,11,0,0,14.1,2228384,0,-1,0,1,3226,13807,0,0,658,Chelsea,Man City,Norwich,Liverpool,,10,4,5,96.3
Seamus,Coleman,DEF,EVE,4900000,7,79,2.8,5.71428571428571E-07,1.61224489795918E-05,0,175748,4,45,0,0,0,1,0,16.1,636,-1,0,79,1,0.6,0,3,6,0,7,0,1,1,196296,0,-1,0,2,2483,4714,0,0,416,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,3.6,6.5,2.3,81.7
Nathan,Collins,DEF,BUR,4300000,1,50,1.47058823529412,3.41997264021888E-07,1.16279069767442E-05,0,21551,2,22,0,0,0,2,0,11.6,995,-2,0,50,2,1.1,0,4.6,1,0,5,0,0,0.5,53453,0,-1,0,1,1400,1176,0,1,244,Aston Villa,Tottenham,Aston Villa,Newcastle,,1,1.8,0.8,67.2
Aaron,Connolly,FWD,BHA,5300000,0,5,1.2,2.26415094339623E-07,9.43396226415094E-07,0,32718,0,1,0,0,0,0,0,0.9,14,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,19775,0,-1,0,0,154,0,0,0,12,Man Utd,Leeds United F.C.,West Ham,,,0,0,0,3.1
Kamil,Conteh,MID,WAT,4500000,0,0,0,0,0,0,6898,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,14430,0,-1,0,0,0,0,0,0,0,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,0
Liam,Cooper,DEF,LEE,4400000,1,57,3,6.81818181818182E-07,1.29545454545455E-05,0,81588,4,24,0,0,0,0,0,13,191,-1,0,57,1,0.4,0,1.8,5,0,5,0,2,0.2,67232,0,-1,0,1,1634,117,0,0,337,Arsenal,Chelsea,Brighton,Brentford F.C.,,6.5,3.1,3.4,51.5
Jack,Cork,MID,BUR,4400000,2,42,1.23529411764706,2.80748663101604E-07,9.54545454545455E-06,0,24434,4,22,0,0,0,1,0,9.5,224,-1,0,42,1,0.8,0,3.6,3,0,6,0,0,0.1,21920,0,-1,0,1,1400,248,0,0,125,Aston Villa,Tottenham,Aston Villa,Newcastle,,0.6,1.2,0.8,31.1
Maxwel,Cornet,MID,BUR,5800000,6,88,2.58823529411765,4.46247464503043E-07,1.51724137931034E-05,0,562617,2,20,0,0,0,8,0,15.2,705,-2,0,88,2,0.3,1,1.8,7,0,5,0,1,0.7,601159,0,-1,0,2,1500,2903,0,0,214,Aston Villa,Tottenham,Aston Villa,Newcastle,,2.1,3.3,2.6,113.3
,Costa,MID,LEE,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,15093,0,0,0,0,0,0,0,0.2,3,-1,0,1,1,0,0,0,0,0,0,0,0,0,1668,0,-1,0,0,21,0,0,0,1,Arsenal,Chelsea,Brighton,Brentford F.C.,,0,0,0,0
Dara,Costelloe,MID,BUR,4500000,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,-1,0,0,0,38,0,0,0,Aston Villa,Tottenham,Aston Villa,Newcastle,,0,0,0,0
Vladimir,Coufal,DEF,WHU,4700000,6,71,2.7,5.74468085106383E-07,1.51063829787234E-05,0,1460509,2,32,0,0,0,0,0,15.1,721,-3,0,71,3,0.6,0,3,3,0,6,0,4,3.1,722179,0,-1,0,1,2037,658,0,1,371,Norwich,Man City,Brighton,,,2,3.5,2.7,90.2
,Coutinho,MID,AVL,7100000,3,72,2.18181818181818,3.0729833546735E-07,1.01408450704225E-05,0,2052850,0,16,0,0,0,4,0,10.1,26892,1,0,72,-1,0.3,0,2.2,7,0,6,0,3,12.2,3121234,0,-1,0,2,1148,21176,0,0,244,Burnley,Liverpool,Crystal Palace,Burnley,Man City,2.7,3.7,1.1,99.7
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,7958,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,0,-1,0,0,0,0,0,0,0,Norwich,Man City,Brighton,,,0,0,0,0
Matthew,Cox,GLK,BRE,4000000,0,0,0,0,0,0,140520,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0.1,144228,0,-1,0,0,0,50,0,0,0,Southampton,Everton,Leeds United F.C.,,,0,0,0,0
Matthew,Craig,MID,TOT,4500000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-1,0,0,0,7,0,0,0,Liverpool,Arsenal,Burnley,Norwich,,0,0,0,0
Aaron,Cresswell,DEF,WHU,5400000,6,113,3.9,7.22222222222222E-07,2.09259259259259E-05,0,1955282,3,33,0,0,0,2,0,20.9,5147,-1,1,113,1,0.5,0,2.5,17,0,7,0,4,7.8,1203703,0,-1,0,1,2546,2754,-1,0,552,Norwich,Man City,Brighton,,,3.6,5.5,4.6,125.1
Charlie,Cresswell,DEF,LEE,4000000,0,4,0.117647058823529,2.94117647058824E-08,1E-06,0,52320,1,4,0,0,0,0,0,1,143,0,0,4,0,0,0,0,0,0,0,0,0,0.3,64123,0,-1,0,0,140,133,0,0,19,Arsenal,Chelsea,Brighton,Brentford F.C.,,0.2,0.1,0.1,3.3
,Cucho,FWD,WAT,4900000,0,61,1.79411764705882,3.66146458583433E-07,1.24489795918367E-05,0,619589,3,33,0,0,0,5,0,12.4,4139,-1,0,61,1,0,0,0,8,0,1,0,2,1.8,683223,1,-1,0,1,1120,426,0,0,245,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0.9,98.5
Marc,Cucurella,DEF,BHA,4900000,12,120,3.6,7.3469387755102E-07,2.44897959183673E-05,0,547240,6,37,0,0,0,1,0,24.5,1603,-1,0,120,1,1.1,0,5.4,19,0,11,0,1,3.4,815118,0,-1,0,1,2909,28851,0,0,634,Man Utd,Leeds United F.C.,West Ham,,,3.8,4.6,4.9,145.1
Tiago,Cukur,FWD,WAT,4500000,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,-1,0,0,0,146,0,0,0,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,0
Luke,Cundle,MID,WOL,4400000,1,7,0.205882352941176,4.67914438502674E-08,1.59090909090909E-06,0,11691,0,1,0,0,0,0,0,1.6,50,-1,0,7,1,0,0,0.2,0,0,1,0,0,0.1,12009,0,-1,0,0,179,8,0,0,32,Chelsea,Man City,Norwich,Liverpool,,0.2,0.1,0.1,5.1
Patrick,Cutrone,FWD,WOL,5000000,0,0,0,0,0,0,17125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,-1,0,0,0,0,0,0,0,Chelsea,Man City,Norwich,Liverpool,,0,0,0,0
Patson,Daka,FWD,LEI,7000000,9,69,2.09090909090909,2.98701298701299E-07,9.85714285714286E-06,0,494868,2,20,0,0,0,5,0,9.9,1569,-5,0,69,5,0.4,0,2.5,8,0,3,0,3,1.4,477859,0,-1,0,1,1143,7157,0,0,211,Everton,Norwich,Watford,Chelsea,Southampton,4.3,2.9,2.2,88.6
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,-1,0,0,0,0,0,0,0,Everton,Norwich,Watford,Chelsea,Southampton,0,0,0,0
Stuart,Dallas,MID,LEE,4900000,0,80,2.4,4.89795918367347E-07,1.63265306122449E-05,0,1178276,5,66,0,0,0,1,0,16.3,2041,-6,0,80,6,0.2,0,1,6,0,5,0,1,2.7,301633,0,-1,0,0,2920,24,0,0,473,Arsenal,Chelsea,Brighton,Brentford F.C.,,0,0,0,141.8
,Dalot,DEF,MUN,4200000,-1,53,1.47222222222222,3.50529100529101E-07,1.26190476190476E-05,0,522603,3,28,0,0,0,0,0,12.6,4403,-3,0,53,3,0.4,0,1.5,5,0,5,0,0,1.5,638416,0,-1,0,0,1719,659,0,0,370,Brighton,Crystal Palace,,,,1.2,0,0.7,80.9
Karl,Darlow,GLK,NEW,4500000,0,20,0.571428571428571,1.26984126984127E-07,4.44444444444444E-06,0,80091,1,15,0,24,0,0,0,4.4,103,0,0,20,0,0,0,0,3,0,0,0,0,0.3,46221,0,-1,0,0,720,54,0,0,110,Man City,Arsenal,Burnley,,,0.3,0.3,0.3,15.8
Pelenda Joshua,Dasilva,MID,BRE,5300000,1,5,0.142857142857143,2.69541778975741E-08,9.43396226415094E-07,0,2341,0,5,0,0,0,0,0,0.9,11,-2,0,5,2,0.2,0,0.8,0,0,0,0,0,0,1165,0,-1,0,0,187,12,0,1,17,Southampton,Everton,Leeds United F.C.,,,0.1,0.1,0.1,6.6
Ben,Davies,DEF,LIV,4000000,0,0,0,0,0,0,25007,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1080,0,-1,0,0,0,0,0,0,0,Tottenham,Aston Villa,Southampton,Wolverhampton,,0,0,0,0
Ben,Davies,DEF,TOT,4500000,1,88,3.4,7.55555555555556E-07,1.95555555555556E-05,0,262847,5,30,0,0,0,1,0,19.6,2789,0,0,88,0,0.4,0,2,3,0,9,0,2,2.9,490825,0,-1,0,1,2276,3203,0,0,422,Liverpool,Arsenal,Burnley,Norwich,,8.4,4.2,3.1,86.9
Tom,Davies,MID,EVE,4800000,0,11,0.333333333333333,6.94444444444444E-08,2.29166666666667E-06,0,11554,0,5,0,0,0,1,0,2.3,12,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6286,0,-1,0,0,154,37,0,0,39,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,0.4,0.4,0.2,15
Keinan,Davis,FWD,AVL,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,421712,0,0,0,0,0,0,0,0.2,546,0,0,1,0,0,0,0,0,0,0,0,0,1.5,347758,0,-1,0,0,11,0,0,0,2,Burnley,Liverpool,Crystal Palace,Burnley,Man City,0,0,0,0.1
Craig,Dawson,DEF,WHU,4900000,9,88,2.8,5.71428571428571E-07,1.79591836734694E-05,0,171004,4,38,0,0,0,2,0,18,1710,-1,0,88,1,0.5,0,2.5,1,0,6,0,3,0.8,206350,0,-1,0,0,2572,263,0,1,449,Norwich,Man City,Brighton,,,0,3.7,2.8,110.4
Lucas,De Bolle,MID,NEW,4400000,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,1049,0,-1,0,0,0,28,0,0,0,Man City,Arsenal,Burnley,,,0,0,0,0
Kevin,De Bruyne,MID,MCI,12000000,30,188,5.52941176470588,4.6078431372549E-07,1.56666666666667E-05,0,2056563,2,18,0,0,0,15,0,15.7,9581,0,-1,188,0,0.8,0,9,32,0,13,0,7,12.2,2848552,0,-1,0,4,2016,66999,1,0,691,Newcastle,Wolverhampton,West Ham,Aston Villa,,14.4,4.9,6.4,285.7
David,de Gea,GLK,MUN,5000000,0,130,3.5,7E-07,2.6E-05,0,1594943,0,56,0,125,0,0,0,26,17738,0,1,130,0,0.4,0,2.2,7,0,8,0,0,8.9,1944106,0,-1,2,2,3330,1042,-1,0,655,Brighton,Crystal Palace,,,,4.3,0,2.9,94.2
Troy,Deeney,FWD,WAT,5400000,0,2,1,1.85185185185185E-07,3.7037037037037E-07,0,261531,0,1,0,0,0,0,0,0.4,19,-1,0,2,1,0,0,0,0,0,0,0,0,0.3,36912,0,-1,0,0,23,0,0,0,5,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,2.7
Liam,Delap,FWD,MCI,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,22952,0,0,0,0,0,0,0,0.2,736,0,0,1,0,0,0,0,0,0,0,0,0,0.3,43455,0,-1,0,0,8,438,0,0,2,Newcastle,Wolverhampton,West Ham,Aston Villa,,1,0.5,0.5,0.1
,Dele,MID,EVE,6200000,0,32,0.96969696969697,1.56402737047898E-07,5.16129032258064E-06,0,458206,4,19,0,0,0,1,0,5.2,248,-3,0,32,3,0,0,0.2,1,0,3,0,0,1,384099,0,-1,0,0,874,129,0,0,96,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,1,1,0.5,41.5
Ayotomiwa,Dele-Bashiru,MID,WAT,4500000,0,0,0,0,0,0,3283,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,0
Fabian,Delph,MID,EVE,4200000,5,18,0.545454545454545,1.2987012987013E-07,4.28571428571429E-06,0,130581,2,6,0,0,0,0,0,4.3,3282,-3,0,18,3,0.4,0,1.8,0,0,3,0,0,1.2,209649,0,-1,0,0,660,6556,0,0,118,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,0.6,0.6,0.3,19
Leander,Dendoncker,MID,WOL,4600000,11,74,2.6,5.65217391304348E-07,1.60869565217391E-05,0,64383,4,26,0,0,0,2,0,16.1,356,-4,0,74,4,0.8,0,3.8,5,0,5,0,3,0.3,69289,0,-1,0,1,1856,904,0,0,303,Chelsea,Man City,Norwich,Liverpool,,3.1,2.3,1.3,77.4
Emmanuel,Dennis,FWD,WAT,5900000,2,134,4.1,6.94915254237288E-07,2.27118644067797E-05,0,4374677,7,60,0,0,0,10,0,22.7,113883,9,0,134,-9,0.6,0,3.4,21,0,3,0,7,27.5,6587910,0,-1,0,4,2579,3422,0,1,425,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,205.2
Halil,Dervisoglu,FWD,BRE,5400000,0,0,0,0,0,0,4385,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1259,0,-1,0,0,0,0,0,0,0,Southampton,Everton,Leeds United F.C.,,,0,0,0,0
Alfie,Devine,MID,TOT,4500000,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,-1,0,0,0,8,0,0,0,Liverpool,Arsenal,Burnley,Norwich,,0,0,0,0
Kiernan,Dewsbury-Hall,MID,LEI,4400000,5,63,2.5,5.68181818181818E-07,1.43181818181818E-05,0,81303,4,25,0,0,0,1,0,14.3,2638,-1,0,63,1,0.4,0,1.8,4,0,7,0,2,1.7,232488,0,-1,0,1,1859,2047,0,0,313,Everton,Norwich,Watford,Chelsea,Southampton,4.8,3.7,2.4,101.9
Amad,Diallo,MID,MUN,5000000,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,-1,0,0,0,0,0,0,0,Brighton,Crystal Palace,,,,0,0,0,0
