FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Yves,Bissouma,MID,BHA,4400000,3,39,1.9,4.31818181818182E-07,8.86363636363636E-06,0,1738057,8,26,0,0,0,0,0,8.9,3054,-1,0,39,1,0.3,0,1.3,3,0,3,0,1,5,1147587,0,-1,0,0,1632,742,0,0,250,Liverpool,Tottenham,Norwich,Arsenal,Tottenham,2.1,0,1.5,1,2,1.4,1.6,1,1.1,1,54.3
Lamare,Bogarde,DEF,AVL,4000000,0,0,0,0,0,0,8766,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0.1,11178,0,-1,0,0,0,58,0,0,0,West Ham,Arsenal,Wolverhampton,Tottenham,Liverpool,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4900000,0,6,0.214285714285714,4.3731778425656E-08,1.22448979591837E-06,0,12690,0,0,0,0,0,0,0,1.2,198,-1,0,6,1,0.2,0,1,0,0,1,0,0,0.1,8471,0,-1,0,0,90,799,0,0,24,Everton,Leeds United F.C.,Aston Villa,Newcastle,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Jarrod,Bowen,MID,WHU,6800000,0,153,5.5,8.08823529411765E-07,2.25E-05,0,2862193,3,34,0,0,0,8,0,22.5,242790,3,1,153,-3,0.2,0,1.2,16,0,7,0,13,12.7,3898061,0,-1,0,4,2361,1036,-1,0,437,Aston Villa,Tottenham,Everton,Brentford F.C.,Burnley,0,0,6.9,5.6,7.4,4.9,6.2,6.6,5,6.1,219.4
Conor,Bradley,DEF,LIV,4000000,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,-1,0,0,0,20,0,0,0,Brighton,Arsenal,Watford,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0
Jarrad,Branthwaite,DEF,EVE,4000000,0,9,0.36,9E-08,2.25E-06,0,42449,0,6,0,0,0,1,0,2.2,399,0,0,9,0,0,0,0,1,0,0,0,0,0.3,53758,0,-1,0,0,190,147,0,0,37,Wolverhampton,Newcastle,West Ham,Burnley,Man Utd,0.4,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.3
Nathan,Broadhead,FWD,EVE,4500000,0,0,0,0,0,0,5360,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,0,-1,0,0,0,0,0,0,0,Wolverhampton,Newcastle,West Ham,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0
Armando,Broja,FWD,SOU,5500000,1,81,3.2,5.81818181818182E-07,1.47272727272727E-05,0,941293,1,28,0,0,0,6,0,14.7,64120,5,0,81,-5,0.3,0,1.8,11,0,4,0,2,13.6,2217513,0,-1,0,1,1510,10148,0,0,217,Watford,Leeds United F.C.,Chelsea,Arsenal,Burnley,4,0,3.6,2.4,6,2.9,3.5,2.7,2.8,3,96.5
Josh,Brownhill,MID,BUR,4300000,2,54,2.2,5.11627906976744E-07,1.25581395348837E-05,0,775218,8,30,0,0,0,1,0,12.6,5813,-2,0,54,2,0.9,0,3.8,3,0,5,0,1,2.6,682778,0,-1,0,1,2010,5044,0,0,276,Brentford F.C.,Man City,Everton,Norwich,West Ham,1.4,0,2.7,1.8,3,1.6,2.1,1.6,1.2,1.9,94.1
,Bruno Guimaraes,MID,NEW,4900000,1,16,0.592592592592593,1.20937263794407E-07,3.26530612244898E-06,0,17059,1,2,0,0,0,1,0,3.3,862,-1,0,16,1,0.5,0,2.3,3,0,0,0,0,0.2,35554,0,-1,0,0,197,865,0,0,55,Chelsea,Everton,Tottenham,Wolverhampton,Leicester,0.6,0,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,17.9
Lewis,Brunt,MID,LEI,4500000,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,-1,0,0,0,38,0,0,0,Arsenal,Brentford F.C.,Man Utd,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0
,Bryan,MID,TOT,5700000,0,9,1,1.75438596491228E-07,1.57894736842105E-06,0,13578,0,1,0,0,0,0,0,1.6,24,-3,0,9,3,0,0,0,0,0,0,0,0,0.1,5361,0,-1,0,0,86,0,0,0,32,Man Utd,Brighton,West Ham,Newcastle,Aston Villa,0,0,0,0,0,0,0,0,0,0,8.5
,Buendia,MID,AVL,6200000,4,73,2.9,4.67741935483871E-07,1.17741935483871E-05,0,515526,1,25,0,0,0,2,0,11.8,1002,-3,0,73,3,0.3,0,1.8,5,0,6,0,4,1,184214,0,-1,0,2,1463,915,0,0,273,West Ham,Arsenal,Wolverhampton,Tottenham,Liverpool,1.6,2.2,2.8,2.5,1.7,1.9,3.1,2.6,2.7,1.5,122.2
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,23674,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,25873,0,-1,0,0,0,182,0,0,0,Everton,Leeds United F.C.,Aston Villa,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0
Dan,Burn,DEF,NEW,4400000,2,58,3.1,7.04545454545455E-07,1.31818181818182E-05,0,149819,6,16,0,0,0,1,0,13.2,3439,-1,0,58,1,0.6,0,2.7,2,0,5,0,1,0.6,206853,0,-1,0,0,1561,1808,0,0,279,Chelsea,Everton,Tottenham,Wolverhampton,Leicester,7,0,3.1,3,6.1,2.7,4.4,4,3.7,3.5,61.8
Jack,Butland,GLK,CRY,4400000,0,19,0.678571428571429,1.54220779220779E-07,4.31818181818182E-06,0,152999,0,9,0,10,0,0,0,4.3,296,-1,0,19,1,0.2,0,1,3,0,0,0,0,0.4,146628,0,-1,1,1,495,90,0,0,81,Man City,Arsenal,Leicester,Newcastle,Leeds United F.C.,0.5,0,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,10.9
Sam,Byram,DEF,NOR,4400000,0,3,0.107142857142857,2.43506493506494E-08,6.81818181818182E-07,0,3694,2,9,0,0,0,0,0,0.7,20,-1,0,3,1,0,0,0.2,0,0,0,0,0,0,2343,0,-1,0,0,268,1,0,0,35,Leeds United F.C.,Brighton,Burnley,Man Utd,Newcastle,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.7
Willy,Caballero,GLK,SOU,4200000,0,2,0.0714285714285714,1.70068027210884E-08,4.76190476190476E-07,0,7589,1,5,0,6,0,0,0,0.5,45,-3,1,2,3,0,0,0,0,0,0,0,0,0,9583,0,-1,0,0,180,39,-1,0,23,Watford,Leeds United F.C.,Chelsea,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,5.4
Moises,Caicedo,MID,BHA,4500000,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,-1,0,0,0,0,0,0,0,Liverpool,Tottenham,Norwich,Arsenal,Tottenham,0,0,0,0,0,0,0,0,0,0,0
Dominic,Calvert-Lewin,FWD,EVE,7700000,0,31,3.4,4.41558441558442E-07,4.02597402597403E-06,0,2002940,2,16,0,0,0,3,0,4,5971,-3,0,31,3,0.1,1,0.6,5,0,2,0,0,3.1,1372863,0,-1,0,0,747,1219,0,0,93,Wolverhampton,Newcastle,West Ham,Burnley,Man Utd,6.7,0,5.7,3.6,4.3,2,2.6,3.4,3.8,2.4,58.3
Chem,Campbell,MID,WOL,4400000,0,0,0,0,0,0,36428,0,0,0,0,0,0,0,0,154,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,39934,0,-1,0,0,0,151,0,0,0,Everton,Leeds United F.C.,Aston Villa,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,6900000,9,162,6,8.69565217391304E-07,2.34782608695652E-05,0,2543628,5,17,0,0,0,1,0,23.5,70271,9,1,162,-9,0.8,0,5.2,26,0,15,0,8,34.6,4943177,0,-1,0,6,2417,12139,-1,0,649,Crystal Palace,Burnley,Liverpool,Wolverhampton,Brighton,6.7,0,7.9,8.4,16,6.1,7.7,6.8,7.5,8.1,182.5
Sergi,Canos,MID,BRE,5500000,3,76,2.7,4.90909090909091E-07,1.38181818181818E-05,0,442962,6,35,0,0,0,2,0,13.8,740,0,0,76,0,0.4,0,2.2,5,0,8,0,3,1.2,417693,1,-1,0,1,2047,672,0,0,252,Burnley,Leicester,Chelsea,West Ham,Watford,2.5,1.7,1.7,2,2.8,2.2,1.8,2.6,1.7,2.2,105.1
Todd,Cantwell,MID,NOR,5300000,0,10,1.2,2.26415094339623E-07,1.88679245283019E-06,0,72089,2,15,0,0,0,0,0,1.9,78,-2,0,10,2,0,0,0,0,0,0,0,0,0.2,28054,0,-1,0,0,438,0,0,0,48,Leeds United F.C.,Brighton,Burnley,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,10.3
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,181924,0,0,0,0,0,0,0,0,882,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,284882,0,-1,0,0,0,865,0,0,0,Crystal Palace,Burnley,Liverpool,Wolverhampton,Brighton,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5200000,1,118,4.2,8.07692307692308E-07,2.26923076923077E-05,0,637325,8,35,0,0,0,3,0,22.7,7371,2,0,118,-2,1.9,0,9.8,11,0,11,0,3,10.8,1204748,0,-1,0,3,2477,94598,0,0,486,West Ham,Arsenal,Wolverhampton,Tottenham,Liverpool,5.1,5.5,5,5.8,6,4,4.8,5.4,4.7,5.4,128.8
,Casilla,GLK,LEE,4500000,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Norwich,Wolverhampton,Southampton,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0
Timothy,Castagne,DEF,LEI,5300000,0,29,1.8,3.39622641509434E-07,5.47169811320755E-06,0,155902,1,21,0,0,0,0,0,5.5,380,-2,0,29,2,0,0,0,1,0,2,0,0,0.4,103738,0,-1,0,0,1271,27,0,0,177,Arsenal,Brentford F.C.,Man Utd,Crystal Palace,Newcastle,0,0,1.3,1.3,2.2,1.4,1.3,1.8,0.9,1.4,36.7
Craig,Cathcart,DEF,WAT,4300000,1,45,1.7,3.95348837209302E-07,1.04651162790698E-05,0,52719,3,48,0,0,0,0,0,10.5,1214,-2,0,45,2,0.6,0,2.5,1,0,3,0,1,0.3,65179,0,-1,0,0,2185,85,0,0,362,Southampton,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,0.9,0,1.9,1.5,1.5,2,1.4,1,1,1.9,55.3
Edinson,Cavani,FWD,MUN,8400000,1,30,2.5,2.97619047619048E-07,3.57142857142857E-06,0,624426,0,6,0,0,0,2,0,3.6,621,-1,0,30,1,0,0,0.2,2,0,1,0,1,1.7,168192,0,-1,0,0,610,262,0,0,94,Tottenham,Leicester,Everton,Norwich,Liverpool,1.9,0,2.5,2.4,4,1.7,2.2,2.3,1.3,1.9,41.3
,Cedric,DEF,ARS,4200000,7,19,0.76,1.80952380952381E-07,4.52380952380952E-06,0,29304,2,14,0,0,0,0,0,4.5,294,-3,0,19,3,0.5,0,2.2,0,0,2,0,0,0.3,25592,0,-1,0,0,739,1645,0,0,136,Leicester,Liverpool,Aston Villa,Crystal Palace,Brighton,1.1,0.4,0.4,0.4,0.8,0.4,0.4,0.5,0.4,0.5,30.3
Nathaniel,Chalobah,MID,WAT,5000000,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,-1,0,0,0,0,0,0,0,Southampton,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,0,0,0,0,0,0,0,0,0,0,0
Trevoh,Chalobah,DEF,CHE,4700000,9,83,3.07407407407407,6.54058313632782E-07,1.76595744680851E-05,0,791369,2,8,0,0,0,3,0,17.7,4628,-3,0,83,3,1.4,0,6.5,9,0,7,0,1,2.2,833447,0,-1,0,3,1177,10717,0,0,325,Newcastle,Brentford F.C.,Southampton,Leeds United F.C.,Arsenal,2.3,0,3.6,2.4,7,3.9,3.3,2.7,3.4,2,51.4
,Chamberlain,MID,LIV,5800000,0,42,1.55555555555556,2.68199233716475E-07,7.24137931034483E-06,0,33399,0,7,0,0,0,2,0,7.2,230,-2,0,42,2,0.1,0,0.4,2,0,3,0,1,0.2,34979,0,-1,0,0,777,40,0,0,148,Brighton,Arsenal,Watford,Man City,Aston Villa,1.6,0,1.2,0.8,1.6,1,0.9,0.9,0.8,1,54
Calum,Chambers,DEF,AVL,4200000,1,27,1,2.38095238095238E-07,6.42857142857143E-06,0,35523,0,11,0,0,0,1,0,6.4,625,-3,0,27,3,1.1,0,4.6,2,0,2,0,0,0.4,31320,0,-1,0,1,621,3742,0,0,126,West Ham,Arsenal,Wolverhampton,Tottenham,Liverpool,0.6,0.6,0.5,0.7,1,0.5,0.5,0.6,0.5,0.8,24.1
Kgaogelo,Chauke,MID,SOU,4500000,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,-1,0,0,0,12,0,0,0,Watford,Leeds United F.C.,Chelsea,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0
Daniel,Chesters,MID,WHU,4500000,0,1,0.0357142857142857,7.93650793650794E-09,2.22222222222222E-07,0,65,0,0,0,0,0,0,0,0.2,15,0,0,1,0,0,0,0.2,0,0,0,0,0,0,184,0,-1,0,0,1,18,0,0,3,Aston Villa,Tottenham,Everton,Brentford F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5600000,0,54,9,1.60714285714286E-06,9.64285714285714E-06,0,2365556,0,2,0,0,0,3,0,9.6,1044,-4,0,54,4,0,0,0,5,0,4,0,1,3.1,1605614,0,-1,0,2,540,37,0,0,158,Newcastle,Brentford F.C.,Southampton,Leeds United F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,54
,Chiquinho,MID,WOL,5500000,0,6,0.214285714285714,3.8961038961039E-08,1.09090909090909E-06,0,435,0,0,0,0,0,0,0,1.1,27,0,0,6,0,0.1,0,0.8,0,0,0,0,1,0,649,0,-1,0,0,47,54,0,0,13,Everton,Leeds United F.C.,Aston Villa,Newcastle,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.1
Hamza,Choudhury,MID,LEI,4400000,0,7,0.28,6.36363636363636E-08,1.59090909090909E-06,0,16025,1,4,0,0,0,0,0,1.6,62,-1,0,7,1,0.2,0,0.8,0,0,1,0,0,0.1,12025,0,-1,0,0,283,39,0,0,38,Arsenal,Brentford F.C.,Man Utd,Crystal Palace,Newcastle,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,5.2
Benjamin,Chrisene,MID,AVL,4500000,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,-1,0,0,0,17,0,0,0,West Ham,Arsenal,Wolverhampton,Tottenham,Liverpool,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,4600000,7,57,2.11111111111111,4.58937198067633E-07,1.23913043478261E-05,0,575721,2,9,0,0,0,0,0,12.4,824,-4,0,57,4,0.9,0,4,3,0,7,0,0,1.4,565384,0,-1,0,0,1269,866,0,0,284,Newcastle,Brentford F.C.,Southampton,Leeds United F.C.,Arsenal,1.2,0,2.1,1.3,4,2.3,1.9,1.5,1.9,1.1,35.6
Carney,Chukwuemeka,MID,AVL,4500000,0,13,0.481481481481481,1.06995884773663E-07,2.88888888888889E-06,0,7832,0,3,0,0,0,0,0,2.9,56,0,0,13,0,0,0,0,0,0,0,0,1,0,7630,0,-1,0,0,186,65,0,0,39,West Ham,Arsenal,Wolverhampton,Tottenham,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.5
Ciaran,Clark,DEF,NEW,4400000,0,14,0.518518518518518,1.17845117845118E-07,3.18181818181818E-06,0,19864,2,27,0,0,0,0,0,3.2,38,-1,0,14,1,0,0,0,1,0,0,0,1,0.1,12649,0,-1,0,0,1012,4,0,1,131,Chelsea,Everton,Tottenham,Wolverhampton,Leicester,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,33.1
Tom,Cleverley,MID,WAT,4800000,0,41,1.8,3.75E-07,8.54166666666667E-06,0,28359,2,28,0,0,0,0,0,8.5,132,-2,0,41,2,0.4,0,2,0,0,2,0,2,0.1,23021,0,-1,0,0,1362,28,0,0,172,Southampton,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,1.1,0,0.9,1,1,0.9,1.2,1.1,1,0.9,63.5
Nathaniel,Clyne,DEF,CRY,4300000,6,20,0.714285714285714,1.66112956810631E-07,4.65116279069767E-06,0,9327,1,4,0,0,0,0,0,4.7,99,-2,0,20,2,0.8,0,3.6,0,0,2,0,0,0.1,5064,0,-1,0,0,541,238,0,0,95,Man City,Arsenal,Leicester,Newcastle,Leeds United F.C.,0.5,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.4
Conor,Coady,DEF,WOL,4800000,14,122,4.2,8.75E-07,2.54166666666667E-05,0,963627,2,23,0,0,0,3,0,25.4,4178,3,0,122,-3,0.9,0,4.3,9,0,11,0,0,18,1850434,0,-1,0,1,2596,106947,0,0,554,Everton,Leeds United F.C.,Aston Villa,Newcastle,Man City,5.2,5.5,4.6,3.8,5.4,5.7,4.7,6,4.4,5.6,75.3
Seamus,Coleman,DEF,EVE,4900000,2,51,2.4,4.89795918367347E-07,1.04081632653061E-05,0,146782,2,41,0,0,0,1,0,10.4,3251,-1,0,51,1,0.2,0,1,5,0,3,0,1,0.7,141948,0,-1,0,2,1853,719,0,0,287,Wolverhampton,Newcastle,West Ham,Burnley,Man Utd,3.9,0,4.4,2.3,2.2,2.8,2.9,1.5,2.8,1.8,66.7
Nathan,Collins,DEF,BUR,4300000,-2,19,0.730769230769231,1.6994633273703E-07,4.41860465116279E-06,0,11392,1,13,0,0,0,0,0,4.4,220,-2,0,19,2,0.2,0,0.7,0,0,3,0,0,0.1,7983,0,-1,0,0,770,19,0,1,126,Brentford F.C.,Man City,Everton,Norwich,West Ham,0,0,0,0.4,0.8,0.4,0.4,0.4,0.4,0.4,28
Aaron,Connolly,FWD,BHA,5300000,0,5,1.2,2.26415094339623E-07,9.43396226415094E-07,0,32425,0,1,0,0,0,0,0,0.9,34,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,19775,0,-1,0,0,154,0,0,0,12,Liverpool,Tottenham,Norwich,Arsenal,Tottenham,0,0,0,0,0,0,0,0,0,0,3.1
Kamil,Conteh,MID,WAT,4500000,0,0,0,0,0,0,6723,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.1,14430,0,-1,0,0,0,0,0,0,0,Southampton,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,0,0,0,0,0,0,0,0,0,0,0
Liam,Cooper,DEF,LEE,4400000,0,41,1.46428571428571,3.32792207792208E-07,9.31818181818182E-06,0,78821,4,20,0,0,0,0,0,9.3,128,-1,0,41,1,0,0,0,4,0,3,0,2,0.2,63303,0,-1,0,1,1274,78,0,0,253,Norwich,Wolverhampton,Southampton,Watford,Chelsea,1,1,1,0.7,1.4,0.7,1.6,0.9,1.1,1.1,39.7
Jack,Cork,MID,BUR,4400000,0,22,0.846153846153846,1.92307692307692E-07,5E-06,0,22907,2,15,0,0,0,0,0,5,166,-1,0,22,1,0.2,0,1,0,0,4,0,0,0.1,19557,0,-1,0,0,880,38,0,0,50,Brentford F.C.,Man City,Everton,Norwich,West Ham,0.4,0,0.8,0.4,0.8,0.4,0.4,0.4,0.4,0.4,13.3
Maxwel,Cornet,MID,BUR,5900000,2,64,2.46153846153846,4.17209908735332E-07,1.08474576271186E-05,0,465045,2,15,0,0,0,6,0,10.8,3198,-1,0,64,1,0.2,0,1.2,5,0,4,0,0,0.7,513159,0,-1,0,1,1096,384,0,0,152,Brentford F.C.,Man City,Everton,Norwich,West Ham,1.7,0,3.1,2.2,3.6,1.9,2.5,1.9,1.4,2.3,74.8
,Costa,MID,LEE,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,15035,0,0,0,0,0,0,0,0.2,3,-1,0,1,1,0,0,0,0,0,0,0,0,0,1668,0,-1,0,0,21,0,0,0,1,Norwich,Wolverhampton,Southampton,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0
Vladimir,Coufal,DEF,WHU,4700000,0,58,2.6,5.53191489361702E-07,1.23404255319149E-05,0,1431530,2,27,0,0,0,0,0,12.3,5341,-3,0,58,3,0,0,0,3,0,5,0,3,3.3,711745,0,-1,0,1,1677,61,0,1,300,Aston Villa,Tottenham,Everton,Brentford F.C.,Burnley,0,0,0,0,0,3,3,1.9,3.7,2.4,77.8
,Coutinho,MID,AVL,7500000,2,57,2.11111111111111,2.81481481481482E-07,7.6E-06,0,520731,0,7,0,0,0,4,0,7.6,13809,5,-1,57,-5,0.8,0,6,7,0,4,0,3,25.3,2679320,0,-1,0,2,683,82283,1,0,185,West Ham,Arsenal,Wolverhampton,Tottenham,Liverpool,1.1,1.3,1.7,1.5,1.1,1.1,1.9,1.6,1.7,1.1,68.7
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,7913,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,0,-1,0,0,0,0,0,0,0,Aston Villa,Tottenham,Everton,Brentford F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cox,GLK,BRE,4000000,0,0,0,0,0,0,138575,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0.1,142498,0,-1,0,0,0,197,0,0,0,Burnley,Leicester,Chelsea,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5400000,1,92,4.2,7.77777777777778E-07,1.7037037037037E-05,0,1816053,1,23,0,0,0,1,0,17,12674,-1,0,92,1,0.8,0,4.5,15,0,6,0,4,7.8,1041563,0,-1,0,1,1916,8945,0,0,432,Aston Villa,Tottenham,Everton,Brentford F.C.,Burnley,0,4.6,6,5.1,5.9,5.4,5.7,4,5.9,5,99.7
Charlie,Cresswell,DEF,LEE,4000000,0,4,0.142857142857143,3.57142857142857E-08,1E-06,0,49763,0,3,0,0,0,0,0,1,244,0,0,4,0,0,0,0,0,0,0,0,0,0.3,61291,0,-1,0,0,95,297,0,0,17,Norwich,Wolverhampton,Southampton,Watford,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2
,Cucho,FWD,WAT,5000000,12,59,2.10714285714286,4.21428571428571E-07,1.18E-05,0,424906,2,31,0,0,0,5,0,11.8,4421,0,0,59,0,0.8,0,4.2,8,0,1,0,2,1.9,503235,1,-1,0,1,1005,17395,0,0,243,Southampton,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,1.6,0,1.1,2.3,1.6,1.3,1.6,1.5,1.9,1.2,92.7
Marc,Cucurella,DEF,BHA,5000000,2,83,3.2,6.4E-07,1.66E-05,0,433990,4,31,0,0,0,0,0,16.6,13355,0,0,83,0,0.2,0,0.8,14,0,7,0,1,2.8,669656,0,-1,0,1,2279,1467,0,0,469,Liverpool,Tottenham,Norwich,Arsenal,Tottenham,8.1,0,3,3.4,8,3,3.6,3.1,3.8,4.1,111.6
Luke,Cundle,MID,WOL,4400000,0,4,0.142857142857143,3.24675324675325E-08,9.09090909090909E-07,0,11288,0,0,0,0,0,0,0,0.9,44,-1,0,4,1,0,0,0,0,0,1,0,0,0.1,11692,0,-1,0,0,84,22,0,0,15,Everton,Leeds United F.C.,Aston Villa,Newcastle,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2
Patrick,Cutrone,FWD,WOL,5000000,0,0,0,0,0,0,17077,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,-1,0,0,0,0,0,0,0,Everton,Leeds United F.C.,Aston Villa,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0
Patson,Daka,FWD,LEI,7100000,0,50,3.6,5.07042253521127E-07,7.04225352112676E-06,0,441424,1,13,0,0,0,4,0,7,5834,-4,0,50,4,0.1,0,1,5,0,2,0,3,1.7,444281,0,-1,0,1,758,8304,0,0,159,Arsenal,Brentford F.C.,Man Utd,Crystal Palace,Newcastle,2.8,4,3.6,4,7.3,3.8,2.6,4.9,4.5,4.6,67.2
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,-1,0,0,0,0,0,0,0,Arsenal,Brentford F.C.,Man Utd,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0
Stuart,Dallas,MID,LEE,4900000,2,69,2.4,4.89795918367347E-07,1.40816326530612E-05,0,1149697,5,62,0,0,0,1,0,14.1,1153,-6,0,69,6,0.4,0,1.8,6,0,3,0,1,3,295983,0,-1,0,0,2515,701,0,0,421,Norwich,Wolverhampton,Southampton,Watford,Chelsea,2.4,2,2.3,2.3,1.4,1.5,1.2,1.2,1.8,1.6,125.3
,Dalot,DEF,MUN,4300000,1,42,1.5,3.48837209302326E-07,9.76744186046512E-06,0,444487,2,13,0,0,0,0,0,9.8,5676,-2,0,42,2,0.3,0,1.4,5,0,4,0,0,1.7,590072,0,-1,0,0,1089,905,0,0,250,Tottenham,Leicester,Everton,Norwich,Liverpool,1.2,0,0.9,1.1,2.5,1,1.2,1.2,1.3,0.8,50.2
Karl,Darlow,GLK,NEW,4500000,0,20,0.740740740740741,1.64609053497942E-07,4.44444444444444E-06,0,76137,1,15,0,24,0,0,0,4.4,295,0,0,20,0,0,0,0,3,0,0,0,0,0.3,44179,0,-1,0,0,720,136,0,0,110,Chelsea,Everton,Tottenham,Wolverhampton,Leicester,0.8,0,0.4,0.4,0.8,0.4,0.6,0.5,0.4,0.4,15.8
Pelenda Joshua,Dasilva,MID,BRE,5300000,0,2,0.0714285714285714,1.34770889487871E-08,3.77358490566038E-07,0,2153,0,4,0,0,0,0,0,0.4,26,-2,0,2,2,0,0,0,0,0,0,0,0,0,991,0,-1,0,0,134,23,0,1,9,Burnley,Leicester,Chelsea,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,4.4
Ben,Davies,DEF,LIV,4000000,0,0,0,0,0,0,24841,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1080,0,-1,0,0,0,0,0,0,0,Brighton,Arsenal,Watford,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0
