FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Trent,Alexander-Arnold,DEF,LIV,7600000,1,52,6.5,8.55263157894737E-07,6.84210526315789E-06,0,1927413,0,6,0,0,0,0,0,6.8,15156,1,0,52,-1,0.6,0,4.2,9,0,5,0,3,28.1,1574225,0,-1,0,2,693,32656,0,0,234,Brighton,West Ham,Arsenal,Southampton,Everton,7.6,9.4,8.9,8,8.9,9.8,9,7.2,8.3,8.8,7.4,9.4,7.4,7.4,6.8,8.8,8.7,8.5,7.8,9.6,7.5,6.3,8.5,7.8,8.4,7.4,9.2,8.1,6.4,72.9
,Alisson,GLK,LIV,6000000,2,44,4.9,8.16666666666667E-07,7.33333333333333E-06,0,424097,0,8,0,22,0,0,0,7.3,9591,0,0,44,0,0.4,0,2.5,4,0,5,0,0,7.9,434989,0,-1,0,1,810,6182,0,0,202,Brighton,West Ham,Arsenal,Southampton,Everton,5.4,6.5,6.4,5.3,6.2,7.1,6.1,4.8,6.3,6.3,4.9,6.9,5.6,4.9,4.5,6.1,6.3,6.1,5.2,7,5,4.1,6.2,5.2,5.8,4.9,6.9,5.4,4.1,18.6
,Allan,MID,EVE,4600000,0,27,3,6.52173913043478E-07,5.8695652173913E-06,0,485861,1,13,0,0,0,0,0,5.9,14269,1,0,27,-1,0.2,0,1,2,0,2,0,2,6.4,850047,0,-1,0,0,792,3296,0,0,131,Wolverhampton,Tottenham,Man City,Brentford F.C.,Liverpool,3.9,2.8,1.5,2.7,1.5,2.6,1.9,2.1,2.8,2.6,3.3,2,2.7,3.2,2.8,2.7,2.4,2.1,1.8,2.6,2.8,2,1.8,3.1,1.5,1.9,2.4,2,1.8,27.5
Miguel,Almiron,MID,NEW,5300000,1,15,1.7,3.20754716981132E-07,2.83018867924528E-06,0,49258,1,18,0,0,0,0,0,2.8,538,-2,0,15,2,0.1,0,0.7,0,0,0,0,0,0.3,29033,0,-1,0,0,622,178,0,0,78,Chelsea,Brighton,Brentford F.C.,Arsenal,Norwich,0.8,0.9,0.8,0.8,1.5,1.3,0.9,0.8,0.8,0.8,0.8,0.9,1.3,0.8,0.9,1.4,0.8,1,0.8,0.8,1.3,0.8,1.1,1.2,1,0.8,0.8,1.1,1,26.7
Marcos,Alonso,DEF,CHE,5600000,0,39,4.33333333333333,7.73809523809524E-07,6.96428571428571E-06,0,1725599,2,2,0,0,0,1,0,7,116465,1,1,39,-1,0,0,0,4,0,4,0,1,12.6,2248008,0,-1,0,2,535,1220,-1,0,143,Newcastle,Burnley,Leicester,Man Utd,Watford,4,4.9,4,4.2,4,5.4,5.4,4.9,6,4.3,4.6,5.2,5.2,6.2,5.9,5.5,4,3.8,5.1,4,5.2,4.8,4.5,5.2,4.4,5.2,3.5,5.6,3.4,46.1
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,24367,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0.2,818,0,-1,0,0,0,0,0,0,0,Aston Villa,Liverpool,Wolverhampton,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4900000,0,3,0.333333333333333,6.80272108843537E-08,6.12244897959184E-07,0,4897,0,1,0,0,0,0,0,0.6,37,-1,0,3,1,0,0,0,0,0,0,0,0,0,2368,0,-1,0,0,90,3,0,0,14,Liverpool,Newcastle,Aston Villa,Leeds United F.C.,West Ham,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
Daniel,Amartey,DEF,LEI,3900000,0,11,1.8,4.61538461538462E-07,2.82051282051282E-06,0,999830,0,10,0,0,0,0,0,2.8,15612,-1,0,11,1,0.2,0,0.8,0,0,1,0,0,10.2,673055,0,-1,0,0,495,5305,0,0,89,Arsenal,Leeds United F.C.,Chelsea,Watford,Southampton,1.7,1.2,1.4,0.9,1,0.9,1.1,2.4,1.2,1.2,1.6,1.6,1.2,1.3,1.8,1.2,1.6,1.5,1.6,1.2,1.4,1.4,1.5,0.9,1.6,1.7,1.4,0.9,1.3,9.4
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,7580,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Newcastle,Burnley,Leicester,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,6,25,2.5,5.55555555555556E-07,5.55555555555556E-06,0,27438,3,12,0,0,0,0,0,5.6,290,0,0,25,0,0.4,0,2,1,0,3,0,0,0.4,21791,0,-1,0,0,843,470,0,0,159,Man City,Wolverhampton,Burnley,Aston Villa,Leeds United F.C.,1.7,1.9,1.6,2.9,1.7,1.9,2.7,2.5,1.2,2.4,3,2.4,2.1,3,1.7,2.5,2.6,2.7,2.1,3.1,1.2,3,1.2,1.7,3,1.3,1.8,1.2,2.3,21.9
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,908,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,0,-1,0,0,0,19,0,0,0,Chelsea,Brighton,Brentford F.C.,Arsenal,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,15675,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,Liverpool,Newcastle,Aston Villa,Leeds United F.C.,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,3,0.333333333333333,6.80272108843537E-08,6.12244897959184E-07,0,13759,0,3,0,0,0,0,0,0.6,92,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,5776,0,-1,0,0,65,6,0,0,5,Wolverhampton,Tottenham,Man City,Brentford F.C.,Liverpool,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.4
Michail,Antonio,FWD,WHU,8200000,2,59,6.6,8.04878048780488E-07,7.19512195121951E-06,0,2665670,2,9,0,0,0,6,0,7.2,37691,7,0,59,-7,0.4,1,3,12,0,3,0,4,48.4,4515736,0,-1,0,3,808,42372,0,1,223,Aston Villa,Liverpool,Wolverhampton,Man City,Brighton,7.6,6.4,9.9,7.2,7.2,4.8,8.9,7.9,9,8.3,9.2,7.8,9,9.6,8.4,8.9,8.8,6.7,8.1,8.9,8.2,8.6,9.5,8.7,6.3,8.6,8.7,7.8,9.1,115.8
Cameron,Archer,FWD,AVL,4500000,0,2,0.222222222222222,4.93827160493827E-08,4.44444444444444E-07,0,89422,0,0,0,0,0,0,0,0.4,2627,0,0,2,0,0,0,0.2,0,0,0,0,0,1.4,184443,0,-1,0,0,5,1944,0,0,5,West Ham,Southampton,Brighton,Crystal Palace,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Alphonse,Areola,GLK,WHU,4800000,0,0,0,0,0,0,73000,0,0,0,0,0,0,0,0,846,-2,0,0,2,0,0,0,0,0,0,0,0,0.7,19715,0,-1,0,0,0,371,0,0,0,Aston Villa,Liverpool,Wolverhampton,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.666666666666667,1.38888888888889E-07,1.25E-06,0,22547,0,0,0,2,0,0,0,1.2,333,-2,0,6,2,0,0,0,0,0,1,0,0,0.3,11150,0,-1,0,0,90,119,0,0,25,Newcastle,Burnley,Leicester,Man Utd,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.7
Harrison,Ashby,DEF,WHU,4000000,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0,-1,0,0,0,157,0,0,0,Aston Villa,Liverpool,Wolverhampton,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,10000000,2,39,4.3,4.3E-07,3.9E-06,0,338539,1,8,0,0,0,4,0,3.9,9966,0,0,39,0,0.6,1,5.7,7,0,4,0,1,5.2,527282,0,-1,0,0,698,33497,0,0,139,Leicester,Watford,Liverpool,Newcastle,Man Utd,4.7,6.1,3.6,6.3,4.7,4.5,5.2,4.5,4.9,4.5,4.2,4.9,3.7,5.7,5.3,2.5,4.3,3.9,5.3,5.9,3.2,3.4,4.5,3.7,4.8,4,6.4,5,5.7,74.9
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,45852,0,0,0,0,0,0,0,0,137,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Man Utd,Everton,Leeds United F.C.,Burnley,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5900000,1,18,2,3.38983050847458E-07,3.05084745762712E-06,0,74509,1,11,0,0,0,0,0,3.1,1016,-1,0,18,1,0.3,0,1.8,0,0,3,0,1,0.5,48361,0,-1,0,0,648,935,0,0,62,Man City,Wolverhampton,Burnley,Aston Villa,Leeds United F.C.,1,1.3,1.2,2,1.4,1.3,2,1.7,1.8,1,2.2,1.4,1.1,1.2,1.2,1.2,1,2,1.5,1.6,1.6,1.9,1.3,1.2,2.4,1,2.4,1,1.6,33.8
Luke,Ayling,DEF,LEE,4300000,0,12,1.33333333333333,3.10077519379845E-07,2.7906976744186E-06,0,1099525,0,12,0,0,0,1,0,2.8,10511,-2,1,12,2,0,0,0,0,0,0,0,0,3.9,512901,0,-1,0,0,448,45,-1,0,74,Norwich,Leicester,Tottenham,Brighton,Crystal Palace,0,0,0,0,0,0.9,0.8,0.7,1.1,1,1,0.9,0.7,0.7,0.7,0.7,0.8,1.6,0.7,1.1,0.9,0.8,0.7,0.9,0.7,1.1,0.7,0.8,1.1,20.1
Cesar,Azpilicueta,DEF,CHE,6100000,0,42,5.2,8.52459016393443E-07,6.88524590163934E-06,0,504556,0,3,0,0,0,0,0,6.9,64515,1,0,42,-1,0.3,0,2,2,0,4,0,3,7.8,775692,0,-1,0,1,630,2542,0,0,182,Newcastle,Burnley,Leicester,Man Utd,Watford,5.3,6.3,5.3,5.5,5.3,7,6.9,6.3,7.6,5.6,6,6.3,6.7,7.4,7.5,7,5.3,5,6.6,5.3,6.7,6,5.9,6.7,5.8,6.7,4.6,7.1,4.6,31
Kwadwo,Baah,MID,WAT,4400000,0,0,0,0,0,0,8326,0,0,0,0,0,0,0,0,264,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,7359,0,-1,0,0,0,615,0,0,0,Southampton,Arsenal,Man Utd,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4300000,0,8,0.888888888888889,2.0671834625323E-07,1.86046511627907E-06,0,191794,0,7,0,12,0,0,0,1.9,2471,-2,0,8,2,0,0,0,0,0,0,0,0,1.2,124788,0,-1,0,0,360,181,0,0,60,Southampton,Arsenal,Man Utd,Leicester,Chelsea,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.4,0.4,0.5,0.4,0.8,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.5,9
Leon,Bailey,MID,AVL,6400000,2,20,2.22222222222222,3.47222222222222E-07,3.125E-06,0,209986,1,5,0,0,0,1,0,3.1,908,-1,0,20,1,0.2,0,1.5,1,0,0,0,3,0.6,63316,0,-1,0,0,200,1600,0,0,68,West Ham,Southampton,Brighton,Crystal Palace,Man City,1.3,1.2,1.4,1.1,1.5,2,1.1,1.4,2.1,1.3,1.1,1.3,1.3,1.1,1.9,1.4,2.1,1.2,2.1,1.1,1.9,2.2,2,1.1,1.2,2.5,1.2,2.2,1.1,21.9
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,8616,0,0,0,0,0,0,0,0,130,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2987,0,-1,0,0,0,48,0,0,0,Tottenham,Man City,Watford,Chelsea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Burnley,Norwich,Newcastle,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4800000,0,2,0.222222222222222,4.62962962962963E-08,4.16666666666667E-07,0,58087,0,1,0,0,0,0,0,0.4,863,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,49069,0,-1,0,0,69,524,0,0,2,Leicester,Watford,Liverpool,Newcastle,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Patrick,Bamford,FWD,LEE,7700000,0,21,4.2,5.45454545454545E-07,2.72727272727273E-06,0,1926564,1,12,0,0,0,1,0,2.7,6680,-3,1,21,3,0,0,0,2,0,0,0,2,3.8,851491,0,-1,0,0,436,109,-1,0,60,Norwich,Leicester,Tottenham,Brighton,Crystal Palace,0,0,0,0,0,4,2.5,3,5.1,3.6,5.4,5.5,4,6.1,3.3,4.5,4.5,5.6,4.6,5.9,5.2,4.9,5.3,2.7,3.4,4.6,3.5,4.2,4.6,37.7
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,2841,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,4221,0,-1,0,0,0,65,0,0,0,Man City,Wolverhampton,Burnley,Aston Villa,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,13656,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0.3,20580,0,-1,0,0,0,114,0,0,0,Aston Villa,Liverpool,Wolverhampton,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,0,6,0.666666666666667,1.36054421768707E-07,1.22448979591837E-06,0,3690,0,0,0,0,0,0,0,1.2,38,-1,1,6,1,0,0,0.2,0,0,2,0,0,0,1494,0,-1,0,0,188,5,-1,1,9,Burnley,Norwich,Newcastle,Everton,Tottenham,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.1
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,42464,0,0,0,0,0,0,0,0,1150,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,27887,0,-1,0,0,0,575,0,0,0,Brentford F.C.,Chelsea,Crystal Palace,Tottenham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,1,3,0.333333333333333,6.41025641025641E-08,5.76923076923077E-07,0,9398,0,0,0,0,0,0,0,0.6,97,-3,0,3,3,0.1,0,0.7,0,0,0,0,0,0.1,3000,0,-1,0,0,53,118,0,0,7,Newcastle,Burnley,Leicester,Man Utd,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.9
Ashley,Barnes,FWD,BUR,5300000,0,9,1.1,2.07547169811321E-07,1.69811320754717E-06,0,177071,2,10,0,0,0,0,0,1.7,2187,-2,0,9,2,0.1,0,0.3,0,0,1,0,0,1.1,104794,0,-1,0,0,378,849,0,0,2,Brentford F.C.,Chelsea,Crystal Palace,Tottenham,Wolverhampton,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.9,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.6,0.9,20
Harvey,Barnes,MID,LEI,6500000,1,17,2.1,3.23076923076923E-07,2.61538461538462E-06,0,911205,2,10,0,0,0,0,0,2.6,4377,-5,1,17,5,0.2,0,1.2,0,0,1,0,1,2.7,165747,0,-1,0,0,587,816,-1,0,35,Arsenal,Leeds United F.C.,Chelsea,Watford,Southampton,1.5,1.1,1,1.7,1.3,1.1,2,1.6,1.1,1,1,2,1.4,1.1,1,1,2.4,1.1,1.5,1,1.1,1.2,1.8,1.6,1.9,1,1.3,1.6,1.7,48.4
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,13864,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Newcastle,Burnley,Leicester,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,8,27,3.9,8.86363636363636E-07,6.13636363636364E-06,0,60512,1,7,0,0,0,0,0,6.1,545,-1,0,27,1,1.1,0,4.7,5,0,3,0,0,0.8,33010,0,-1,0,0,585,1438,0,0,137,Watford,Aston Villa,Norwich,Liverpool,Leicester,2.9,5,4,5.2,3.7,4.4,3.9,2.9,4.6,4.2,5.8,3.9,4.8,5.3,4.5,4.4,4.7,5.1,3.2,3.4,3.9,4,4.6,5.2,4.7,4.8,5.3,5.1,2.9,17.1
Asmir,Begovic,GLK,EVE,4000000,0,1,0.111111111111111,2.77777777777778E-08,2.5E-07,0,100714,0,3,0,1,0,0,0,0.2,1908,0,0,1,0,0,0,0,0,0,0,0,0,3.3,183346,0,-1,0,0,90,783,0,0,9,Wolverhampton,Tottenham,Man City,Brentford F.C.,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,68315,0,0,0,0,0,0,0,0,143,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Leicester,Watford,Liverpool,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
