FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Cameron,Archer,FWD,AVL,4500000,0,3,1,2.22222222222222E-07,6.66666666666667E-07,0,197706,0,0,0,0,0,0,0,0.7,1657,0,0,3,0,0,0,0,0,0,0,0,0,1.1,271066,0,-1,0,0,24,0,0,0,3,Leeds United F.C.,Newcastle,Watford,Brighton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Alphonse,Areola,GLK,WHU,4700000,0,2,0.0869565217391304,1.85013876040703E-08,4.25531914893617E-07,0,196076,0,1,0,2,0,0,0,0.4,330,-3,0,2,3,0.1,0,0.5,0,0,0,0,0,0.7,139706,0,-1,0,0,90,104,0,0,11,Watford,Leicester,Newcastle,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kepa,Arrizabalaga,GLK,CHE,4700000,0,19,0.791666666666667,1.68439716312057E-07,4.04255319148936E-06,0,49871,0,2,0,11,0,0,0,4,1738,-3,0,19,3,0.9,0,4.3,1,0,2,0,0,0.5,61961,0,-1,0,0,360,330,0,0,89,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,0,0,0.4,0,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.6
Harrison,Ashby,DEF,WHU,4000000,0,1,0.0434782608695652,1.08695652173913E-08,2.5E-07,0,2821,0,1,0,0,0,0,0,0.2,31,0,0,1,0,0,0,0,0,0,0,0,0,0,3951,0,-1,0,0,6,11,0,0,4,Watford,Leicester,Newcastle,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Pierre-Emerick,Aubameyang,FWD,ARS,9600000,0,44,3.1,3.22916666666667E-07,4.58333333333333E-06,0,886501,3,16,0,0,0,4,0,4.6,661,-4,0,44,4,0,2,0,7,0,6,0,1,1.4,742898,0,-1,0,0,1036,0,0,0,131,Wolverhampton,Brentford F.C.,Wolverhampton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,47483,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Southampton,Wolverhampton,Man City,Burnley,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,0,-1,0,0,0,42,0,0,0,Southampton,Wolverhampton,Man City,Burnley,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,1,48,2.3,3.96551724137931E-07,8.27586206896552E-06,0,304052,1,25,0,0,0,1,0,8.3,1274,-2,0,48,2,0.1,0,0.7,1,0,5,0,3,0.8,297618,0,-1,0,0,1348,795,0,0,169,Norwich,Brentford F.C.,Chelsea,Watford,Burnley,1.7,1.6,3.6,2.3,1.3,1.7,1.5,2.1,1.8,1.8,2.9,1.4,2.7,1.3,2,83.9
Luke,Ayling,DEF,LEE,4300000,1,28,2.2,5.11627906976744E-07,6.51162790697674E-06,0,1227475,0,35,0,0,0,1,0,6.5,845,-2,0,28,2,0.5,0,2.3,3,0,0,0,2,2.9,559274,0,-1,0,0,1168,843,0,0,221,Aston Villa,Everton,Man Utd,Liverpool,Tottenham,1.6,1.8,4.3,2.9,1.3,1.8,2,1.8,1.2,2.5,1.1,2.8,1.8,2.1,2.2,56.1
Cesar,Azpilicueta,DEF,CHE,5600000,0,67,3.9,6.96428571428571E-07,1.19642857142857E-05,0,956909,0,11,0,0,0,0,0,12,1411,-4,0,67,4,0.6,0,3.3,2,0,6,0,3,3.3,844395,0,-1,0,1,1389,749,0,0,332,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,0,0,3.2,0,5,3.2,4,5.2,3.5,5,5.1,4.5,4.1,4.8,3,68.4
Kwadwo,Baah,MID,WAT,4300000,0,0,0,0,0,0,14067,0,0,0,0,0,0,0,0,78,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,10680,0,-1,0,0,0,83,0,0,0,West Ham,Brighton,Aston Villa,Crystal Palace,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4300000,0,22,1.04761904761905,2.43632336655592E-07,5.11627906976744E-06,0,342905,0,26,0,41,0,0,0,5.1,4753,-2,0,22,2,0,0,0.2,0,0,0,0,0,2.3,369382,0,-1,0,0,990,103,0,0,175,West Ham,Brighton,Aston Villa,Crystal Palace,Man Utd,0.7,0.6,1,0.6,0.7,0.5,0.6,0.9,0.7,0.7,0.9,0.8,0.5,0.5,0.8,30.2
Leon,Bailey,MID,AVL,6300000,0,27,1.28571428571429,2.04081632653061E-07,4.28571428571429E-06,0,246049,1,7,0,0,0,1,0,4.3,95,-2,0,27,2,0,0,0,1,0,1,0,3,0.4,78877,0,-1,0,0,420,9,0,0,85,Leeds United F.C.,Newcastle,Watford,Brighton,Southampton,0,0,0.9,0.6,0.8,0.6,0.7,0.8,0.7,0.6,0.6,0.9,0.6,0.9,0.6,37.2
Eric,Bailly,DEF,MUN,4900000,0,2,0.0909090909090909,1.85528756957328E-08,4.08163265306122E-07,0,16914,1,4,0,0,0,0,0,0.4,45,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,10898,1,-1,0,0,216,8,0,0,22,Burnley,Southampton,Brighton,Leeds United F.C.,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man City,Crystal Palace,Arsenal,Newcastle,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4700000,0,2,1,2.12765957446809E-07,4.25531914893617E-07,0,78660,0,1,0,0,0,0,0,0.4,116,-3,0,2,3,0,0,0,0,0,0,0,0,0.3,62383,0,-1,0,0,69,0,0,0,2,Wolverhampton,Brentford F.C.,Wolverhampton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
Patrick,Bamford,FWD,LEE,7700000,0,25,4.2,5.45454545454545E-07,3.24675324675325E-06,0,2012600,2,12,0,0,0,2,0,3.2,534,-3,0,25,3,0,0,0,2,0,0,0,2,3,877696,0,-1,0,0,458,34,0,0,82,Aston Villa,Everton,Man Utd,Liverpool,Tottenham,0,0,0,0,0,5.5,3.9,5.6,5.5,3.7,3.8,4,3.5,4.8,4.6,44.1
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,5051,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5786,0,-1,0,0,0,22,0,0,0,Norwich,Brentford F.C.,Chelsea,Watford,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,19850,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0.2,23131,0,-1,0,0,0,20,0,0,0,Watford,Leicester,Newcastle,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,0,30,1.30434782608696,2.66193433895297E-07,6.12244897959184E-06,0,8741,0,13,0,0,0,1,0,6.1,84,-1,0,30,1,0.2,0,1,2,0,2,0,0,0.1,8568,0,-1,0,0,810,6,0,1,101,Man City,Crystal Palace,Arsenal,Newcastle,Norwich,0.7,0.9,0.7,0.9,0.8,0.9,0.7,0.7,0.7,0.9,0.7,0.7,0.8,0.7,0.7,33.8
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,65410,0,0,0,0,0,0,0,0,184,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,38307,0,-1,0,0,0,79,0,0,0,Man Utd,Liverpool,Brighton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,7,0.291666666666667,5.60897435897436E-08,1.34615384615385E-06,0,12505,0,1,0,0,0,0,0,1.3,23,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,5416,0,-1,0,0,150,11,0,0,18,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.3
Ashley,Barnes,FWD,BUR,5200000,1,10,0.526315789473684,1.01214574898785E-07,1.92307692307692E-06,0,220907,2,10,0,0,0,0,0,1.9,123,-3,0,10,3,0.1,0,0.3,0,0,1,0,0,0.6,110158,0,-1,0,0,380,382,0,0,5,Man Utd,Liverpool,Brighton,Tottenham,Crystal Palace,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.1
Harvey,Barnes,MID,LEI,6500000,0,59,3.7,5.69230769230769E-07,9.07692307692308E-06,0,1052542,2,21,0,0,0,2,0,9.1,883,-5,0,59,5,0.5,0,3.3,4,0,3,0,5,2.1,262201,0,-1,0,1,1103,419,0,0,154,Liverpool,West Ham,Wolverhampton,Leeds United F.C.,Arsenal,2.1,3.1,4.2,0,3.5,2.5,3.6,3.1,4.4,3.8,3.9,2.7,3.4,4.4,4.2,95
Lewis,Bate,MID,LEE,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,128585,0,2,0,0,0,0,0,0.2,22,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,131074,0,-1,0,0,42,8,0,0,2,Aston Villa,Everton,Man Utd,Liverpool,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,14207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,20917,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20992,0,-1,0,0,0,6,0,0,0,Leicester,Burnley,Norwich,Leeds United F.C.,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,-1,64,3.6,8.18181818181818E-07,1.45454545454545E-05,0,138213,5,27,0,0,0,3,0,14.5,1332,-1,0,64,1,0.5,0,2.2,12,0,4,0,0,1.1,139385,1,-1,0,1,1504,1986,0,0,305,Tottenham,Man Utd,Everton,Norwich,Aston Villa,4.1,3.8,4.7,4,3.3,3,4.1,4,5,5,3.8,4.2,4.3,5.3,2.8,68.9
Asmir,Begovic,GLK,EVE,4000000,0,1,0.05,1.25E-08,2.5E-07,0,175321,0,3,0,1,0,0,0,0.2,1224,0,0,1,0,0,0,0,0,0,0,0,0,2.7,209789,0,-1,0,0,90,134,0,0,9,Newcastle,Leeds United F.C.,Southampton,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,70338,0,0,0,0,0,0,0,0,7,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Wolverhampton,Brentford F.C.,Wolverhampton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,5900000,1,90,3.91304347826087,6.63227708179808E-07,1.52542372881356E-05,0,3931558,0,19,0,0,0,5,0,15.3,9314,-1,0,90,1,0,0,0.2,9,0,6,0,4,12.3,4062763,0,-1,0,2,1495,2753,0,0,307,Watford,Leicester,Newcastle,Wolverhampton,Liverpool,4.8,3.2,4.9,4.2,2.2,4.3,2.9,3.8,3.4,4.7,3.1,3.9,4.3,2.9,3.7,118.5
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man Utd,Liverpool,Brighton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo,Bentancur,MID,TOT,5000000,1,1,0.05,1E-08,2E-07,0,593,0,2,0,0,0,0,0,0.2,205,0,0,1,0,0.2,0,1,0,0,0,0,0,0,3577,0,-1,0,0,30,832,0,0,5,Southampton,Wolverhampton,Man City,Burnley,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Christian,Benteke,FWD,CRY,6100000,0,54,2.45454545454545,4.02384500745156E-07,8.85245901639344E-06,0,491311,3,19,0,0,0,4,0,8.9,2103,-4,0,54,4,0.1,0,0.7,6,0,4,0,1,1.6,485284,0,-1,0,1,1084,944,0,0,166,Norwich,Brentford F.C.,Chelsea,Watford,Burnley,1.9,1.7,4.1,2.6,1.4,1.9,1.6,2.4,2,2,3.2,1.6,3,1.5,2.2,91.9
Steven,Bergwijn,MID,TOT,5900000,1,36,1.8,3.05084745762712E-07,6.10169491525424E-06,0,156302,1,4,0,0,0,2,0,6.1,973,-1,0,36,1,0.9,0,5.3,3,0,3,0,2,0.4,142305,0,-1,0,1,417,936,0,0,91,Southampton,Wolverhampton,Man City,Burnley,Leeds United F.C.,1.5,1.4,1.8,0.9,1.2,0.9,1.1,1.7,0.9,1.2,0.9,1.2,0.9,1.6,1.2,38.8
,Bernard,MID,EVE,5500000,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Newcastle,Leeds United F.C.,Southampton,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,BHA,4000000,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Watford,Man Utd,Burnley,Aston Villa,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,MID,MCI,7400000,3,111,4.8,6.48648648648649E-07,1.5E-05,0,2018420,5,13,0,0,0,7,0,15,79215,4,1,111,-4,0.4,0,2.7,13,0,12,0,4,23.4,3855118,0,-1,0,3,1973,8824,-1,0,479,Brentford F.C.,Norwich,Tottenham,Everton,Man Utd,5.3,5.9,5.6,4.2,4.4,4.5,5.2,5.2,4.1,6.1,6.3,4.3,6.3,3.9,5.6,173.9
