FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Anthony,Elanga,MID,MUN,4800000,1,2,0.111111111111111,2.31481481481481E-08,4.16666666666667E-07,0,2435,0,0,0,0,0,0,0,0.4,59,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0,1226,0,-1,0,0,20,71,0,0,7,Wolverhampton,Aston Villa,Brentford F.C.,West Ham,Burnley,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,41636,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0.6,75674,0,-1,0,0,0,300,0,0,0,Tottenham,Newcastle,Burnley,Norwich,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,9,0.473684210526316,8.93743793445879E-08,1.69811320754717E-06,0,41711,0,1,0,0,0,0,0,1.7,55,-2,0,9,2,0,0,0,0,0,2,0,0,0.1,33450,0,-1,0,0,249,27,0,0,33,Chelsea,Brentford F.C.,Crystal Palace,Leicester,Burnley,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.5
,Elneny,MID,ARS,4400000,1,11,0.578947368421053,1.31578947368421E-07,2.5E-06,0,68574,0,6,0,0,0,0,0,2.5,1646,-1,0,11,1,0.1,0,0.5,0,0,0,0,1,0.3,34800,0,-1,0,0,171,48,0,0,42,Man City,Tottenham,Burnley,Wolverhampton,Brentford F.C.,0,0,0,0.3,0,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.1
Mohamed,Elyounoussi,MID,SOU,5400000,0,38,2.7,5E-07,7.03703703703704E-06,0,30689,2,11,0,0,0,2,0,7,363,-1,0,38,1,0.4,0,2,2,0,5,0,0,0.1,33136,0,-1,0,0,903,177,0,0,89,Brentford F.C.,Wolverhampton,Man City,Tottenham,Man Utd,2.1,2.5,1.5,1.4,1.8,2.4,3.1,1.8,3,2,1.5,1.7,2.3,1.8,3.1,1.7,1.6,1.6,62.9
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2220,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Liverpool,Man City,Brighton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,5000000,8,44,3.1,6.2E-07,8.8E-06,0,95859,3,17,0,0,0,0,0,8.8,9833,0,-1,44,0,1,0,5.2,6,0,4,0,1,1.8,229719,0,-1,0,1,1193,31792,1,0,246,Watford,Arsenal,Leicester,Chelsea,Southampton,1.6,6.3,3.6,3.2,3.2,3.5,2.9,4,2.8,3.9,3.2,2.2,3.7,3.3,3.2,3.5,3.8,2.7,62.1
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Man Utd,Everton,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4300000,0,7,0.411764705882353,9.57592339261286E-08,1.62790697674419E-06,0,38943,3,6,0,0,0,0,0,1.6,793,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,30913,0,-1,0,0,369,713,0,0,52,Tottenham,Newcastle,Burnley,Norwich,West Ham,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Jonny,Evans,DEF,LEI,5400000,0,19,1.05555555555556,1.95473251028807E-07,3.51851851851852E-06,0,32755,2,16,0,0,0,1,0,3.5,949,-1,0,19,1,0,0,0,0,0,0,0,1,0.2,25699,0,-1,0,0,751,95,0,0,137,Burnley,Tottenham,Brighton,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.5,0.6,0.7,0.7,0.5,0.5,32.6
Eberechi,Eze,MID,CRY,5900000,0,2,0.105263157894737,1.78412132024978E-08,3.38983050847458E-07,0,7833,0,1,0,0,0,0,0,0.3,355,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,7396,0,-1,0,0,36,623,0,0,5,West Ham,Brighton,Liverpool,Norwich,Brentford F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Lukasz,Fabianski,GLK,WHU,5000000,2,71,3.5,7E-07,1.42E-05,0,204825,0,27,0,65,0,0,0,14.2,12790,0,0,71,0,0.7,0,3.6,5,0,4,0,0,3.6,323965,0,-1,1,1,1800,13322,0,0,353,Crystal Palace,Norwich,Leeds United F.C.,Man Utd,Watford,6.5,4.7,3.8,2.6,3,3.4,3.5,4.5,4,4.2,4.4,4.5,4.2,4.7,4.7,3.7,4.7,4,51.3
,Fabinho,MID,LIV,5400000,2,37,1.94736842105263,3.60623781676413E-07,6.85185185185185E-06,0,118752,4,13,0,0,0,1,0,6.9,924,-1,0,37,1,0.2,0,1,0,0,6,0,1,0.6,82192,0,-1,0,0,1161,1662,0,0,210,Chelsea,Brentford F.C.,Crystal Palace,Leicester,Burnley,1,1.2,1,1.3,1.2,1.8,0,1,1.1,1,1.8,1,1.1,1.3,1.4,1.4,1.1,1.5,50.3
,Fabio Silva,FWD,WOL,5600000,1,9,0.5,8.92857142857143E-08,1.60714285714286E-06,0,72408,0,0,0,0,0,0,0,1.6,611,-4,0,9,4,0.1,0,0.7,0,0,0,0,0,0.3,27727,0,-1,0,0,46,985,0,0,25,Man Utd,Southampton,Brentford F.C.,Arsenal,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
Josh,Feeney,DEF,AVL,4000000,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,-1,0,0,0,87,0,0,0,Brentford F.C.,Man Utd,Everton,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Femenia,DEF,WAT,4300000,0,16,1.5,3.48837209302326E-07,3.72093023255814E-06,0,22446,1,22,0,0,0,0,0,3.7,443,-2,0,16,2,0,0,0,0,0,0,0,2,0.1,10722,0,-1,0,0,848,15,0,0,140,Tottenham,Newcastle,Burnley,Norwich,West Ham,0,0,1.1,1.1,1.1,0.8,1,1.4,0.8,1.2,1.4,1.4,1.3,1.4,1.2,0.8,0.9,1.4,29.9
Evan,Ferguson,FWD,BHA,4500000,0,0,0,0,0,0,2783,0,0,0,0,0,0,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,5283,0,-1,0,0,0,1845,0,0,0,Everton,Crystal Palace,Chelsea,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ferguson,DEF,CRY,4500000,0,1,0.0526315789473684,1.16959064327485E-08,2.22222222222222E-07,0,1026,0,0,0,0,0,0,0,0.2,42,0,0,1,0,0,0,0.2,0,0,0,0,0,0,1037,0,-1,0,0,8,56,0,0,3,West Ham,Brighton,Liverpool,Norwich,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11600000,1,72,4,3.44827586206897E-07,6.20689655172414E-06,0,4012046,5,26,0,0,0,5,0,6.2,23058,-4,0,72,4,0.1,1,0.7,6,0,4,0,3,15.2,1160890,0,-1,0,1,1499,71852,0,0,293,Wolverhampton,Aston Villa,Brentford F.C.,West Ham,Burnley,4,7.8,3,4.3,4.2,3.5,4.6,2.9,3.8,2.7,3.5,3.5,4.7,3,3.3,4.1,2.7,3.7,145.2
Alvaro,Fernandez,GLK,BRE,4500000,2,27,2.5,5.55555555555556E-07,6E-06,0,73875,0,21,0,39,0,0,0,6,5357,0,0,27,0,0.3,0,1.5,2,0,1,0,0,1,154015,1,-1,0,0,990,3403,0,0,191,Aston Villa,Southampton,Liverpool,Man Utd,Wolverhampton,4.1,5.1,2,3,2.3,2.2,2,2.3,2.5,1.8,3.1,2.6,1.4,3.4,2.4,2,2.2,2.9,28.9
Federico,Fernandez,DEF,NEW,4300000,0,11,0.578947368421053,1.34638922888617E-07,2.55813953488372E-06,0,17830,0,12,0,0,0,0,0,2.6,219,-2,0,11,2,0,0,0,0,0,0,0,1,0.1,6563,0,-1,0,0,521,12,0,0,91,Watford,Leeds United F.C.,Everton,Aston Villa,West Ham,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,21.2
,Fernandinho,MID,MCI,4800000,0,28,1.4,2.91666666666667E-07,5.83333333333333E-06,0,54470,1,7,0,0,0,1,0,5.8,1221,-2,0,28,2,0.4,0,1.8,2,0,2,0,1,0.4,39722,0,-1,0,0,513,442,0,0,117,Arsenal,Chelsea,Southampton,Brentford F.C.,Norwich,0.7,0.7,0.7,0.7,0.9,0.8,0.7,0.7,0.7,0.7,0.7,0.7,1,1,0.7,1.1,0.7,0.9,31.1
Roberto,Firmino,FWD,LIV,8700000,0,41,3.7,4.25287356321839E-07,4.71264367816092E-06,0,870136,0,7,0,0,0,4,0,4.7,11964,-3,0,41,3,0.2,0,1.5,5,0,2,0,2,2.6,538207,0,-1,0,1,433,29026,0,0,171,Chelsea,Brentford F.C.,Crystal Palace,Leicester,Burnley,2.8,3.9,3,4.8,3.6,4.8,0,4.1,3.5,3.8,5.1,2.8,3.2,4.8,4.5,3.9,3.5,2.9,56.8
,Firpo,DEF,LEE,4700000,2,11,0.8,1.70212765957447E-07,2.34042553191489E-06,0,75346,5,24,0,0,0,0,0,2.3,484,-3,0,11,3,0.1,0,0.3,2,0,1,0,0,0.3,27060,1,-1,0,0,904,325,0,0,101,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,34.3
Ashley,Fletcher,FWD,WAT,4900000,0,3,0.176470588235294,3.60144057623049E-08,6.12244897959184E-07,0,39629,0,0,0,0,0,0,0,0.6,972,-1,0,3,1,0,0,0,0,0,0,0,0,0.2,32414,0,-1,0,0,28,604,0,0,5,Tottenham,Newcastle,Burnley,Norwich,West Ham,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Phil,Foden,MID,MCI,8000000,0,73,3.65,4.5625E-07,9.125E-06,0,1634035,0,6,0,0,0,5,0,9.1,90063,0,1,73,0,0.6,0,4.8,9,0,5,0,4,8.1,2166368,0,-1,0,3,918,14338,-1,0,253,Arsenal,Chelsea,Southampton,Brentford F.C.,Norwich,0,2.6,3.3,3.1,4.1,3.6,2.8,2.8,2.9,3.2,3.5,2.4,4.2,4.3,2.8,4.6,2.7,3.9,116.5
Wesley,Fofana,DEF,LEI,4300000,0,0,0,0,0,0,43168,0,0,0,0,0,0,0,0,137,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2479,0,-1,0,0,0,39,0,0,0,Burnley,Tottenham,Brighton,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,0,65,3.42105263157895,5.70175438596491E-07,1.08333333333333E-05,0,514164,3,18,0,0,0,4,0,10.8,9132,0,0,65,0,0.1,0,0.6,3,0,4,0,3,1.5,551067,0,-1,0,1,1354,1089,0,0,247,Crystal Palace,Norwich,Leeds United F.C.,Man Utd,Watford,6.7,3.1,2.9,4,2.6,4.2,3.5,1.8,3.6,2.3,3.2,2.8,3.8,2.7,3.1,3.7,2.1,2.9,92
Adam,Forshaw,MID,LEE,4500000,2,20,1.11111111111111,2.46913580246914E-07,4.44444444444444E-06,0,6112,2,20,0,0,0,0,0,4.4,1326,0,0,20,0,0.4,0,2,0,0,2,0,0,0,7859,0,-1,0,0,829,1248,0,0,98,Burnley,West Ham,Newcastle,Aston Villa,Everton,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,27.6
Marcus,Forss,FWD,BRE,5300000,0,10,1.7,3.20754716981132E-07,1.88679245283019E-06,0,30916,0,4,0,0,0,0,0,1.9,683,-2,0,10,2,0,0,0,0,0,0,0,1,0.1,24799,0,-1,0,0,192,397,0,0,31,Aston Villa,Southampton,Liverpool,Man Utd,Wolverhampton,2.3,1.8,0.8,0.8,1.4,0.8,1.8,1.4,1.4,1.3,0.8,1.1,1.7,1.1,1.3,1.3,1.2,1.7,8.5
Fraser,Forster,GLK,SOU,4400000,3,12,0.631578947368421,1.43540669856459E-07,2.72727272727273E-06,0,74651,0,4,0,15,0,0,0,2.7,1508,-1,0,12,1,0.7,0,3,3,0,0,0,0,0.7,36865,0,-1,0,0,270,2310,0,0,57,Brentford F.C.,Wolverhampton,Man City,Tottenham,Man Utd,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.5,0.3,11.4
Ben,Foster,GLK,WAT,4100000,0,28,1.64705882352941,4.01721664275466E-07,6.82926829268293E-06,0,1368015,0,13,0,24,0,0,0,6.8,39531,1,0,28,-1,0,0,0,3,0,0,0,1,17.7,811802,0,-1,1,1,720,7025,0,0,148,Tottenham,Newcastle,Burnley,Norwich,West Ham,0,0,1.3,1.3,1.3,0.9,1.2,1.6,0.8,1.4,1.7,1.6,1.5,1.6,1.3,0.8,1,1.6,22.4
,Fosu,MID,BRE,5100000,0,0,0,0,0,0,8569,0,0,0,0,0,0,0,0,49,-4,0,0,4,0,0,0,0,0,0,0,0,0,2010,0,-1,0,0,0,14,0,0,0,Aston Villa,Southampton,Liverpool,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5300000,0,25,1.31578947368421,2.48262164846077E-07,4.71698113207547E-06,0,16589,1,14,0,0,0,0,0,4.7,286,-2,0,25,2,0.3,0,1.7,0,0,0,0,2,0.1,10073,0,-1,0,0,595,221,0,0,99,Watford,Leeds United F.C.,Everton,Aston Villa,West Ham,0,1,0.7,0.7,0.9,0.7,0.7,0.7,0.7,1,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,26.9
,Fred,MID,MUN,4900000,0,46,3.1,6.3265306122449E-07,9.38775510204082E-06,0,215222,4,16,0,0,0,2,0,9.4,13883,-1,1,46,1,0.1,0,0.7,4,0,4,0,2,1.5,284734,1,-1,0,1,1166,4404,-1,0,208,Wolverhampton,Aston Villa,Brentford F.C.,West Ham,Burnley,2.7,5.3,1.9,2.9,2.9,2.3,3.2,1.9,2.6,1.7,2.4,2.4,3.3,2,2.2,2.7,1.8,2.5,57.6
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.0526315789473684,1.19617224880383E-08,2.27272727272727E-07,0,11197,0,0,0,0,0,0,0,0.2,134,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,4404,0,-1,0,0,2,127,0,0,3,Crystal Palace,Norwich,Leeds United F.C.,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5300000,-3,78,4.6,8.67924528301887E-07,1.47169811320755E-05,0,346649,2,16,0,0,0,2,0,14.7,51659,3,0,78,-3,0.5,0,2.8,8,0,9,0,0,5.7,798814,0,-1,0,2,1476,19991,0,1,353,Man City,Tottenham,Burnley,Wolverhampton,Brentford F.C.,6.6,4.9,6.5,5.1,0,6.6,0,3.1,5.6,4.2,3.2,6.3,3.6,5.7,5.3,6.9,3.5,6.7,59.1
Conor,Gallagher,MID,CRY,6100000,0,91,5.4,8.85245901639344E-07,1.49180327868852E-05,0,2422057,4,24,0,0,0,6,0,14.9,167638,6,1,91,-6,0.2,0,1,12,0,4,0,5,17.4,3829208,0,-1,0,4,1479,22987,-1,0,326,West Ham,Brighton,Liverpool,Norwich,Brentford F.C.,6,4.7,5.3,5.8,4.4,5.7,7.8,6.1,5.2,5.6,6.9,4.2,4,6.9,4.7,8,4.5,6,143.4
Dwight,Gayle,FWD,NEW,5200000,0,4,0.210526315789474,4.04858299595142E-08,7.69230769230769E-07,0,28899,0,0,0,0,0,0,0,0.8,672,-3,0,4,3,0.1,0,0.3,0,0,0,0,0,0.1,20218,0,-1,0,0,28,646,0,0,11,Watford,Leeds United F.C.,Everton,Aston Villa,West Ham,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2
Jean-Philippe,Gbamin,MID,EVE,4400000,0,3,0.176470588235294,4.01069518716578E-08,6.81818181818182E-07,0,4028,0,2,0,0,0,0,0,0.7,54,-1,0,3,1,0.1,0,0.5,0,0,0,0,0,0,2787,0,-1,0,0,65,20,0,0,10,Brighton,Norwich,Aston Villa,Newcastle,Leeds United F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Joe,Gelhardt,FWD,LEE,4600000,4,22,1.22222222222222,2.65700483091787E-07,4.78260869565217E-06,0,223789,2,11,0,0,0,1,0,4.8,35029,1,0,22,-1,0.7,0,3,2,0,0,0,3,2.6,447097,0,-1,0,0,301,21015,0,0,65,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0,0,0.6,0.6,0.7,0.7,0.7,1,0.6,0.9,0.9,0.6,0.6,0.6,0.6,0.6,0.6,27
Saman,Ghoddos,MID,BRE,5300000,1,21,1.16666666666667,2.20125786163522E-07,3.9622641509434E-06,0,5193,2,3,0,0,0,1,0,4,76,-2,0,21,2,0.2,0,0.8,0,0,0,0,2,0,2839,0,-1,0,0,341,74,0,0,82,Aston Villa,Southampton,Liverpool,Man Utd,Wolverhampton,1.2,1.2,0.6,0.6,0.8,0.6,0.8,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,28.6
Dimitris,Giannoulis,DEF,NOR,4400000,0,22,1.15789473684211,2.63157894736842E-07,5E-06,0,9341,1,12,0,0,0,0,0,5,157,-1,0,22,1,0,0,0,2,0,2,0,1,0.1,5130,0,-1,0,0,532,10,0,0,119,West Ham,Everton,Watford,Crystal Palace,Man City,0.7,0.8,0.6,0.7,1,0.9,0.6,0.9,0.7,0.8,0.7,0.8,0.6,0.6,0.6,0.8,0.7,1.2,22.7
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,34200,1,0,0,0,0,0,0,0.2,116,0,0,1,0,0,0,0,0,0,0,0,0,0.1,7872,0,-1,0,0,7,0,0,0,0,Man Utd,Southampton,Brentford F.C.,Arsenal,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,0,24,1.6,3.63636363636364E-07,5.45454545454545E-06,0,9292,2,35,0,0,0,0,0,5.5,139,-1,0,24,1,0,0,0.2,0,0,3,0,0,0.1,5337,0,-1,0,0,1324,175,0,1,243,West Ham,Everton,Watford,Crystal Palace,Man City,1.2,1.4,0.8,1.2,1.6,1.6,0.8,1.5,1.2,1.4,1.2,1.3,1.1,1,0.9,1.4,1.1,1.9,48.7
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,24156,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0.3,27851,0,-1,0,0,0,176,0,0,0,Watford,Leeds United F.C.,Everton,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4300000,0,27,2.2,5.11627906976744E-07,6.27906976744186E-06,0,778729,2,29,0,0,0,0,0,6.3,18425,-2,1,27,2,0.3,0,1.5,1,0,1,0,1,4,452404,0,-1,0,0,1053,14124,-1,0,166,West Ham,Everton,Watford,Crystal Palace,Man City,0,0,0,2.2,1.1,1.1,1.4,1.4,1.1,1.2,1.4,2,1.4,2.3,1.3,1.3,1.9,1.7,53.3
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,1127,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Liverpool,Man City,Brighton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,DEF,EVE,4800000,1,26,1.7,3.54166666666667E-07,5.41666666666667E-06,0,74060,3,29,0,0,0,0,0,5.4,1738,-2,0,26,2,0.3,0,1.5,0,0,2,0,0,0.6,37947,0,-1,0,0,1309,1641,0,0,199,Brighton,Norwich,Aston Villa,Newcastle,Leeds United F.C.,1.4,1.1,1.4,0.8,1.8,0.8,1.8,1.4,1.2,0.8,1.2,1.2,1.4,1.6,1.6,0.8,1.7,1,53.6
Pierluigi,Gollini,GLK,TOT,4300000,0,0,0,0,0,0,17012,0,0,0,0,0,0,0,0,330,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7516,0,-1,0,0,0,98,0,0,0,Watford,Arsenal,Leicester,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,4700000,0,3,0.157894736842105,3.35946248600224E-08,6.38297872340426E-07,0,60087,0,1,0,0,0,0,0,0.6,313,-3,0,3,3,0,0,0.2,0,0,0,0,0,0.4,18090,0,-1,0,0,14,390,0,0,9,Chelsea,Brentford F.C.,Crystal Palace,Leicester,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Charlie,Goode,DEF,BRE,3900000,0,10,0.555555555555556,1.42450142450142E-07,2.56410256410256E-06,0,202456,3,6,0,0,0,0,0,2.6,9014,-1,0,10,1,0,0,0,0,0,1,0,0,1.6,211620,0,-1,0,0,448,1254,0,0,64,Aston Villa,Southampton,Liverpool,Man Utd,Wolverhampton,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,16
Anthony,Gordon,MID,EVE,4500000,14,37,2.17647058823529,4.83660130718954E-07,8.22222222222222E-06,0,17659,1,16,0,0,0,2,0,8.2,6411,0,0,37,0,2.1,0,9.5,2,0,1,0,1,0.5,46798,0,-1,0,1,785,28573,0,0,113,Brighton,Norwich,Aston Villa,Newcastle,Leeds United F.C.,1.5,1.7,1.9,1.6,1.7,1.3,1.1,1.1,1.8,1.7,1.1,1.3,2.2,1.1,1.2,1.1,1.5,1.1,55.4
Kaide,Gordon,MID,LIV,4500000,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,-1,0,0,0,68,0,0,0,Chelsea,Brentford F.C.,Crystal Palace,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan,Gosling,MID,WAT,4700000,0,1,0.0588235294117647,1.25156445556946E-08,2.12765957446809E-07,0,5413,0,2,0,0,0,0,0,0.2,85,-3,0,1,3,0,0,0,0,0,0,0,0,0,1659,0,-1,0,0,21,55,0,0,3,Tottenham,Newcastle,Burnley,Norwich,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Andre,Gray,FWD,WAT,5400000,0,0,0,0,0,0,24098,0,0,0,0,0,0,0,0,37,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5584,0,-1,0,0,0,0,0,0,0,Tottenham,Newcastle,Burnley,Norwich,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archie,Gray,MID,LEE,4500000,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,-1,0,0,0,92,0,0,0,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demarai,Gray,MID,EVE,5500000,2,68,4,7.27272727272727E-07,1.23636363636364E-05,0,2078387,3,23,0,0,0,5,0,12.4,47030,0,0,68,0,0.2,0,1,2,0,3,0,3,11.7,2937433,0,-1,0,0,1328,36374,0,0,247,Brighton,Norwich,Aston Villa,Newcastle,Leeds United F.C.,4,4.3,4.8,4.1,4.2,3.5,3,2.7,4.6,4.4,2.7,3.5,5.3,2.1,3.3,3.1,3.9,2.5,115.3
Jack,Grealish,MID,MCI,7600000,0,52,3.7,4.86842105263158E-07,6.84210526315789E-06,0,2485049,1,3,0,0,0,2,0,6.8,12962,-4,0,52,4,0.3,0,2.2,0,0,10,0,2,7.9,1229475,0,-1,0,0,1061,3684,0,0,210,Arsenal,Chelsea,Southampton,Brentford F.C.,Norwich,2.4,2.7,3.4,3.2,4.2,3.7,2.9,2.9,3,3.3,3.5,2.4,4.3,4.4,2.9,4.7,2.7,4,119.5
Mason,Greenwood,MID,MUN,7200000,1,55,3.7,5.13888888888889E-07,7.63888888888889E-06,0,2159252,1,16,0,0,0,4,0,7.6,10849,-3,0,55,3,0.2,0,1.3,4,0,1,0,2,5.3,1813191,0,-1,0,1,1030,21667,0,0,181,Wolverhampton,Aston Villa,Brentford F.C.,West Ham,Burnley,3.5,7,2.6,3.8,3.8,3.1,4.1,2.5,3.4,2.3,3.1,3.1,4.2,2.7,2.9,3.6,2.4,3.3,88.1
Sam,Greenwood,FWD,LEE,4500000,0,1,0.0555555555555556,1.23456790123457E-08,2.22222222222222E-07,0,242467,0,1,0,0,0,0,0,0.2,7674,0,0,1,0,0.1,0,0.3,0,0,0,0,0,1.8,314176,0,-1,0,0,12,4897,0,0,2,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
