FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Lewis,Dunk,DEF,BHA,4900000,0,50,3.6,7.3469387755102E-07,1.02040816326531E-05,0,567701,0,15,0,0,0,0,0,10.2,3256,-1,0,50,1,0.1,0,0.5,7,0,5,0,0,2.4,271344,0,-1,0,1,1260,19,0,0,274,Brentford F.C.,Chelsea,Everton,Crystal Palace,Leicester,0,0,0,3.9,3.3,0,2.8,4.1,4,3.1,4.6,4.9,3.9,3.9,4.6,3.5,4.3,3.5,4.5,4.3,41.2
,Ederson,GLK,MCI,6000000,2,77,4.3,7.16666666666667E-07,1.28333333333333E-05,0,633981,2,12,0,30,0,0,0,12.8,4432,0,0,77,0,0.7,0,4,2,0,10,0,0,10.2,603983,0,-1,0,0,1620,7327,0,0,347,Leicester,Brentford F.C.,Arsenal,Chelsea,Southampton,4.3,5.7,4.7,5.6,3.8,5.8,4.8,6.4,4.9,4.9,3.7,5.3,4.7,5.8,5.2,3.8,5.3,4.7,5.3,5.5,26.4
Odsonne,Edouard,FWD,CRY,6300000,2,47,2.76470588235294,4.38842203548086E-07,7.46031746031746E-06,0,435031,0,13,0,0,0,3,0,7.5,2097,-2,0,47,2,0.5,0,3,4,0,4,0,2,2,569808,0,-1,0,1,844,7512,0,0,155,Tottenham,Norwich,West Ham,Brighton,Liverpool,1.4,3.4,2.9,1.9,2.3,2.3,2,1.8,3.2,1.7,2.3,2.6,3,2.5,2.1,3.8,1.9,3.9,1.5,2.7,65.7
Samuel,Edozie,MID,MCI,4800000,0,0,0,0,0,0,1941,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,725,0,-1,0,0,0,1,0,0,0,Leicester,Brentford F.C.,Arsenal,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conrad,Egan-Riley,DEF,MCI,4000000,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,-1,0,0,0,5,0,0,0,Leicester,Brentford F.C.,Arsenal,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5600000,1,20,1.17647058823529,2.10084033613445E-07,3.57142857142857E-06,0,156159,2,8,0,0,0,1,0,3.6,167,-4,0,20,4,0,0,0.2,1,0,1,0,1,0.4,80136,0,-1,0,0,381,24,0,0,54,Chelsea,Brentford F.C.,Man Utd,Everton,Leeds United F.C.,0.6,0,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.8,0.6,23.6
Anthony,Elanga,MID,MUN,4800000,0,1,0.0625,1.30208333333333E-08,2.08333333333333E-07,0,2307,0,0,0,0,0,0,0,0.2,12,-2,0,1,2,0,0,0.2,0,0,0,0,0,0,1119,0,-1,0,0,14,13,0,0,2,Newcastle,Burnley,Wolverhampton,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,37611,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0.7,74203,0,-1,0,0,0,223,0,0,0,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,9,0.5,9.43396226415094E-08,1.69811320754717E-06,0,41606,0,1,0,0,0,0,0,1.7,11,-2,0,9,2,0,0,0,0,0,2,0,0,0.1,33399,0,-1,0,0,249,3,0,0,33,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.5
,Elneny,MID,ARS,4400000,1,10,0.555555555555556,1.26262626262626E-07,2.27272727272727E-06,0,65358,0,5,0,0,0,0,0,2.3,307,-1,0,10,1,0.2,0,1,0,0,0,0,1,0.4,34189,0,-1,0,0,165,130,0,0,39,Norwich,Man City,Tottenham,Burnley,Wolverhampton,0.3,0,0.3,0.3,0.3,0.3,0,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.8
Mohamed,Elyounoussi,MID,SOU,5400000,8,38,2.7,5E-07,7.03703703703704E-06,0,29173,2,11,0,0,0,2,0,7,72,-1,0,38,1,0.4,0,2,2,0,5,0,0,0.1,31364,0,-1,0,0,903,446,0,0,89,West Ham,Tottenham,Newcastle,Wolverhampton,Man City,1.4,2.4,3.2,2.6,1.6,1.4,1.8,2.5,3,1.7,3.1,2,1.6,1.8,2.4,1.9,3,1.7,1.5,1.6,62.9
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2213,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Aston Villa,Brighton,Liverpool,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,4900000,11,34,2.8,5.71428571428571E-07,6.93877551020408E-06,0,71576,3,16,0,0,0,0,0,6.9,505,-1,0,34,1,1,0,4.8,4,0,3,0,1,0.6,110775,0,-1,0,1,1027,12344,0,0,199,Crystal Palace,Southampton,Watford,Arsenal,Chelsea,3.1,1.6,1.4,3.8,3.2,2.8,2.8,2.9,2.6,3.5,2.6,3.5,2.7,1.9,3.1,2.8,2.4,3.2,3.3,2.2,46.8
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Chelsea,Brentford F.C.,Man Utd,Everton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4300000,0,7,0.4375,1.01744186046512E-07,1.62790697674419E-06,0,36752,3,6,0,0,0,0,0,1.6,108,-2,1,7,2,0,0,0,0,0,0,0,0,0.1,27711,0,-1,0,0,369,313,-1,0,52,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Jonny,Evans,DEF,LEI,5400000,0,19,1.9,3.51851851851852E-07,3.51851851851852E-06,0,30387,2,16,0,0,0,1,0,3.5,275,-1,0,19,1,0.5,0,2.6,0,0,0,0,1,0.2,25454,0,-1,0,0,751,13,0,0,137,Man City,Liverpool,Norwich,Burnley,Brighton,0,0,1.6,1.3,1.5,2.1,1.8,1.6,2,2,1.3,1.8,1.7,1.5,1,1.6,1.9,1.8,1,1.3,32.6
Eberechi,Eze,MID,CRY,5900000,0,2,0.117647058823529,1.99401794616152E-08,3.38983050847458E-07,0,6882,0,1,0,0,0,0,0,0.3,84,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,6183,0,-1,0,0,36,124,0,0,5,Tottenham,Norwich,West Ham,Brighton,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Lukasz,Fabianski,GLK,WHU,5000000,2,66,3.7,7.4E-07,1.32E-05,0,169426,0,24,0,57,0,0,0,13.2,2479,0,0,66,0,0.9,0,4.3,5,0,4,0,0,2.6,197726,0,-1,1,1,1620,6574,0,0,320,Southampton,Watford,Crystal Palace,Leeds United F.C.,Man Utd,3.9,2.6,2.9,5.2,4.4,3,3.1,3.8,3.9,4.8,4.5,4.4,4.8,4.6,4.6,5,5.2,3.8,5.1,4.4,44.9
,Fabinho,MID,LIV,5400000,0,33,1.83333333333333,3.39506172839506E-07,6.11111111111111E-06,0,116837,4,10,0,0,0,1,0,6.1,399,-1,0,33,1,0.3,0,1.4,0,0,6,0,1,0.6,79073,0,-1,0,0,1008,79,0,0,180,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,0,1,1,1,1,1,1.2,1.5,0,1,1.1,0.9,1.6,0.9,1,1.2,1.4,1.2,1.1,1.4,45.8
,Fabio Silva,FWD,WOL,5600000,0,8,0.444444444444444,7.93650793650794E-08,1.42857142857143E-06,0,70940,0,0,0,0,0,0,0,1.4,226,-4,0,8,4,0,0,0.2,0,0,0,0,0,0.3,26591,0,-1,0,0,37,32,0,0,23,Man Utd,Southampton,Brentford F.C.,Arsenal,Tottenham,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
,Femenia,DEF,WAT,4300000,0,16,1.6,3.72093023255814E-07,3.72093023255814E-06,0,20745,1,20,0,0,0,0,0,3.7,72,-2,0,16,2,0.2,0,0.8,0,0,0,0,2,0.1,10105,0,-1,0,0,809,193,0,0,135,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,1.4,1.9,0.8,1.2,1.2,1.2,0.9,1.3,1.6,0.8,1.4,1.6,1.6,1.4,1.4,1.3,0.8,0.9,1.6,29.6
Evan,Ferguson,FWD,BHA,4500000,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,0,-1,0,0,0,230,0,0,0,Brentford F.C.,Chelsea,Everton,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ferguson,DEF,CRY,4500000,1,1,0.0588235294117647,1.30718954248366E-08,2.22222222222222E-07,0,882,0,0,0,0,0,0,0,0.2,13,0,0,1,0,0,0,0.2,0,0,0,0,0,0,873,0,-1,0,0,8,29,0,0,3,Tottenham,Norwich,West Ham,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11600000,0,70,4.4,3.79310344827586E-07,6.03448275862069E-06,0,3880038,4,24,0,0,0,5,0,6,6941,-4,0,70,4,0.3,1,3.2,6,0,4,0,3,15.4,1081823,0,-1,0,1,1379,1824,0,0,283,Newcastle,Burnley,Wolverhampton,Aston Villa,West Ham,5.5,5.1,4.7,4.5,3.6,5.2,4.9,4.4,5.3,3.3,4.2,3.4,3.7,4.3,5.2,3.5,3.8,4.9,3.1,4.5,137.6
Alvaro,Fernandez,GLK,BRE,4500000,2,23,1.4375,3.19444444444444E-07,5.11111111111111E-06,0,58749,0,15,0,30,0,0,0,5.1,1044,0,0,23,0,0.8,0,3.4,2,0,1,0,0,0.7,112633,0,-1,0,0,720,1364,0,0,152,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,1.1,1.3,1,1.4,0.8,1.2,1,0.9,0.8,0.9,1.1,0.7,1.4,1.1,0.7,1.6,1.1,0.8,0.9,1.3,21.6
Federico,Fernandez,DEF,NEW,4300000,0,11,0.611111111111111,1.42118863049096E-07,2.55813953488372E-06,0,17201,0,12,0,0,0,0,0,2.6,90,-2,0,11,2,0.2,0,1,0,0,0,0,1,0.1,6535,0,-1,0,0,521,2,0,0,91,Man Utd,Everton,Southampton,Watford,Leeds United F.C.,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,21.2
,Fernandinho,MID,MCI,4800000,4,25,1.38888888888889,2.89351851851852E-07,5.20833333333333E-06,0,51849,1,7,0,0,0,1,0,5.2,167,-2,0,25,2,0.5,0,2.3,2,0,1,0,1,0.4,36831,0,-1,0,0,423,674,0,0,104,Leicester,Brentford F.C.,Arsenal,Chelsea,Southampton,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1,1.1,0.7,1.1,0.7,0.9,25.6
Roberto,Firmino,FWD,LIV,8700000,0,40,4,4.59770114942529E-07,4.59770114942529E-06,0,845444,0,7,0,0,0,4,0,4.6,1244,-3,0,40,3,0.1,0,1,5,0,2,0,2,2.3,495871,0,-1,0,1,413,2743,0,0,168,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,0,5.1,3.2,4.3,3.7,5.1,4.2,5.1,0,4.4,4.2,4.2,5.4,3.3,3.5,5.2,5.1,4.2,4.1,3.3,55.4
,Firpo,DEF,LEE,4700000,0,9,0.8,1.70212765957447E-07,1.91489361702128E-06,0,74197,5,23,0,0,0,0,0,1.9,70,-3,0,9,3,0,0,0,2,0,1,0,0,0.3,25745,1,-1,0,0,814,38,0,0,85,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,30.1
Ashley,Fletcher,FWD,WAT,4900000,0,3,0.1875,3.8265306122449E-08,6.12244897959184E-07,0,37240,0,0,0,0,0,0,0,0.6,192,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.2,30373,0,-1,0,0,28,299,0,0,5,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Phil,Foden,MID,MCI,8100000,1,62,3.44444444444444,4.25240054869685E-07,7.65432098765432E-06,0,1368004,0,6,0,0,0,4,0,7.7,33016,1,0,62,-1,0.4,0,3,6,0,4,0,4,9.9,2048308,0,-1,0,2,828,3357,0,0,221,Leicester,Brentford F.C.,Arsenal,Chelsea,Southampton,2.9,2.8,2,2.4,3,3,3.6,3.3,2.6,2.5,2.7,2.9,3.2,2.1,4,4.2,2.7,4.3,2.4,3.7,106.1
Wesley,Fofana,DEF,LEI,4300000,0,0,0,0,0,0,42851,0,0,0,0,0,0,0,0,45,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2392,0,-1,0,0,0,10,0,0,0,Man City,Liverpool,Norwich,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,1,65,3.6,6E-07,1.08333333333333E-05,0,470358,3,18,0,0,0,4,0,10.8,3636,0,0,65,0,0.4,0,2.2,3,0,4,0,3,1.9,546840,0,-1,0,1,1354,777,0,0,247,Southampton,Watford,Crystal Palace,Leeds United F.C.,Man Utd,4.2,4,2.8,3.7,3.1,4.5,2.8,4.6,4,2,4,2.3,3.7,3,4.3,2.8,3.6,3.8,2.4,3.2,92
Adam,Forshaw,MID,LEE,4500000,0,18,1,2.22222222222222E-07,4E-06,0,4290,2,19,0,0,0,0,0,4,85,0,0,18,0,0.4,0,2,0,0,2,0,0,0,6372,0,-1,0,0,739,40,0,0,91,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26
Marcus,Forss,FWD,BRE,5300000,0,10,1.7,3.20754716981132E-07,1.88679245283019E-06,0,28820,0,4,0,0,0,0,0,1.9,214,-2,0,10,2,0.2,0,0.8,0,0,0,0,1,0.1,23396,0,-1,0,0,192,134,0,0,31,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,1.1,0.8,1.2,0.8,0.8,0.8,1.4,0.8,1.8,1.3,1.3,1.4,0.8,1.1,1.7,1.1,1.4,1.3,1.2,1.8,8.5
Fraser,Forster,GLK,SOU,4400000,1,1,0.0588235294117647,1.33689839572193E-08,2.27272727272727E-07,0,67476,0,2,0,2,0,0,0,0.2,212,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.6,21661,0,-1,0,0,90,640,0,0,13,West Ham,Tottenham,Newcastle,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Ben,Foster,GLK,WAT,4100000,0,28,3.5,8.53658536585366E-07,6.82926829268293E-06,0,1205599,0,13,0,24,0,0,0,6.8,15646,1,0,28,-1,0,0,0,3,0,0,0,1,19.6,795033,0,-1,1,1,720,1087,0,0,148,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,0,0,2.7,4,4,4,3.1,4.1,4.7,2.7,4.4,4.6,4.8,4.5,4.5,4.2,2.7,3.1,4.7,22.4
,Fosu,MID,BRE,5100000,0,0,0,0,0,0,8465,0,0,0,0,0,0,0,0,7,-4,0,0,4,0,0,0,0,0,0,0,0,0,1961,0,-1,0,0,0,1,0,0,0,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5300000,0,23,1.27777777777778,2.41090146750524E-07,4.33962264150943E-06,0,15465,1,13,0,0,0,0,0,4.3,56,-2,0,23,2,0.2,0,0.8,0,0,0,0,2,0.1,9264,0,-1,0,0,521,97,0,0,92,Man Utd,Everton,Southampton,Watford,Leeds United F.C.,0.6,0.6,0.6,1,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.9,0.6,0.8,0.6,0.7,0.6,0.6,0.7,0.6,23.9
,Fred,MID,MUN,5000000,0,44,3.4,6.8E-07,8.8E-06,0,167709,4,15,0,0,0,2,0,8.8,2465,0,0,44,0,1,0,5,4,0,4,0,2,1.8,266533,1,-1,0,1,1120,5601,0,0,196,Newcastle,Burnley,Wolverhampton,Aston Villa,West Ham,3.9,3.5,3.2,3.1,2.4,3.6,3.4,3,3.7,2.2,2.8,2.2,2.5,2.9,3.6,2.3,2.5,3.4,2,3,53.9
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.0588235294117647,1.33689839572193E-08,2.27272727272727E-07,0,10927,0,0,0,0,0,0,0,0.2,20,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,4062,0,-1,0,0,2,38,0,0,3,Southampton,Watford,Crystal Palace,Leeds United F.C.,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5300000,6,81,5.1,9.62264150943396E-07,1.52830188679245E-05,0,206544,2,14,0,0,0,2,0,15.3,16633,3,0,81,-3,0.8,0,4.5,8,0,9,0,0,6.4,723318,0,-1,0,2,1418,10908,0,0,354,Norwich,Man City,Tottenham,Burnley,Wolverhampton,5.3,0,7.5,5.3,7.5,5.7,0,7.4,0,3.6,6.1,4.6,4,7.2,4.1,6.8,5.6,7.6,4,7.6,58.9
Conor,Gallagher,MID,CRY,6100000,2,91,5.4,8.85245901639344E-07,1.49180327868852E-05,0,1546195,4,24,0,0,0,6,0,14.9,22413,6,0,91,-6,0.7,0,4.4,12,0,4,0,5,25.6,3643152,0,-1,0,4,1479,35868,0,0,326,Tottenham,Norwich,West Ham,Brighton,Liverpool,3.8,7.9,6.3,5.2,5,6,4.8,5.6,7.8,6.6,5.2,5.9,6.9,4.6,4.4,7,5.1,7.9,4.7,5.7,143.4
Dwight,Gayle,FWD,NEW,5200000,0,3,0.166666666666667,3.20512820512821E-08,5.76923076923077E-07,0,26892,0,0,0,0,0,0,0,0.6,131,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,18025,0,-1,0,0,21,138,0,0,8,Man Utd,Everton,Southampton,Watford,Leeds United F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Jean-Philippe,Gbamin,MID,EVE,4400000,0,3,0.176470588235294,4.01069518716578E-08,6.81818181818182E-07,0,3901,0,2,0,0,0,0,0,0.7,17,-1,0,3,1,0,0,0.2,0,0,0,0,0,0,2708,0,-1,0,0,65,17,0,0,10,Newcastle,Brighton,Norwich,Aston Villa,Newcastle,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Joe,Gelhardt,FWD,LEE,4600000,0,18,1,2.17391304347826E-07,3.91304347826087E-06,0,142796,2,11,0,0,0,1,0,3.9,3926,1,0,18,-1,0.5,0,2.4,2,0,0,0,2,2.8,370488,0,-1,0,0,269,7898,0,0,54,Burnley,West Ham,Newcastle,Aston Villa,Everton,0,0,0.6,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,23
Saman,Ghoddos,MID,BRE,5300000,1,19,1.1875,2.24056603773585E-07,3.58490566037736E-06,0,5003,2,3,0,0,0,1,0,3.6,11,-2,0,19,2,0.2,0,1,0,0,0,0,2,0,2650,0,-1,0,0,297,13,0,0,75,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.8,0.7,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.7,0.6,0.6,27.6
Dimitris,Giannoulis,DEF,NOR,4400000,0,22,1.29411764705882,2.94117647058824E-07,5E-06,0,8745,1,9,0,0,0,0,0,5,40,-1,0,22,1,0.3,0,1.2,2,0,2,0,1,0.1,5000,0,-1,0,0,487,40,0,0,116,Arsenal,Crystal Palace,Leicester,Everton,Watford,1.2,0.6,0.6,1,0.6,0.9,1.2,1.1,0.6,1,0.9,1,0.9,0.9,0.9,0.7,0.6,1,0.8,1.4,22.4
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,33936,1,0,0,0,0,0,0,0.2,33,0,0,1,0,0,0,0,0,0,0,0,0,0.1,7872,0,-1,0,0,7,0,0,0,0,Man Utd,Southampton,Brentford F.C.,Arsenal,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,0,24,1.7,3.86363636363636E-07,5.45454545454545E-06,0,8302,1,32,0,0,0,0,0,5.5,87,-1,0,24,1,0.2,0,0.8,0,0,3,0,0,0.1,4498,0,-1,0,0,1234,145,0,1,231,Arsenal,Crystal Palace,Leicester,Everton,Watford,1.7,0.8,0.8,1.6,0.8,1.3,1.8,1.7,0.8,1.6,1.4,1.6,1.4,1.4,1.4,1.1,0.9,1.6,1.3,2.1,44.6
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,22096,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0.3,27389,0,-1,0,0,0,45,0,0,0,Man Utd,Everton,Southampton,Watford,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4400000,2,25,2.3,5.22727272727273E-07,5.68181818181818E-06,0,734281,2,26,0,0,0,0,0,5.7,2871,-1,0,25,1,0.4,0,1.8,1,0,1,0,1,4.3,432832,0,-1,0,0,963,1431,0,0,150,Arsenal,Crystal Palace,Leicester,Everton,Watford,1.8,1.4,1.4,1.8,2.1,2.2,1.2,1.2,1.5,1.6,1.3,1.2,1.6,2.2,1.5,2.4,1.4,1.5,2.2,1.8,49.3
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Aston Villa,Brighton,Liverpool,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,DEF,EVE,4800000,0,25,1.8,3.75E-07,5.20833333333333E-06,0,70167,3,26,0,0,0,0,0,5.2,161,-2,0,25,2,0.2,0,1,0,0,2,0,0,0.5,24617,0,-1,0,0,1219,454,0,0,179,Newcastle,Brighton,Norwich,Aston Villa,Newcastle,0,1.3,1.5,1.1,1.6,0.9,2,0.9,2,1.6,1.4,0.9,1.3,1.4,1.5,1.8,1.8,0.9,1.8,1.1,48.7
Pierluigi,Gollini,GLK,TOT,4300000,0,0,0,0,0,0,16175,0,0,0,0,0,0,0,0,98,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7212,0,-1,0,0,0,58,0,0,0,Crystal Palace,Southampton,Watford,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,4700000,0,3,0.166666666666667,3.54609929078014E-08,6.38297872340426E-07,0,59416,0,1,0,0,0,0,0,0.6,57,-3,0,3,3,0,0,0.2,0,0,0,0,0,0.4,17359,0,-1,0,0,14,106,0,0,9,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Charlie,Goode,DEF,BRE,3900000,0,10,0.625,1.6025641025641E-07,2.56410256410256E-06,0,180065,3,6,0,0,0,0,0,2.6,2498,-1,0,10,1,0.4,0,1.6,0,0,1,0,0,1.8,209409,0,-1,0,0,448,85,0,0,64,Brighton,Man City,Aston Villa,Liverpool,Wolverhampton,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,16
Anthony,Gordon,MID,EVE,4500000,0,23,1.35294117647059,3.00653594771242E-07,5.11111111111111E-06,0,9749,1,13,0,0,0,0,0,5.1,146,0,0,23,0,0.5,0,2.2,0,0,1,0,1,0.1,13703,0,-1,0,0,695,490,0,0,75,Newcastle,Brighton,Norwich,Aston Villa,Newcastle,0,1.1,0.7,0.7,0.9,0.7,0.8,0.7,0.7,0.7,0.9,0.8,0.7,0.7,1,0.7,0.7,0.7,0.7,0.7,40.6
Kaide,Gordon,MID,LIV,4500000,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,-1,0,0,0,11,0,0,0,Leicester,Chelsea,Brentford F.C.,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan,Gosling,MID,WAT,4700000,0,1,0.0625,1.32978723404255E-08,2.12765957446809E-07,0,5227,0,2,0,0,0,0,0,0.2,15,-3,0,1,3,0,0,0,0,0,0,0,0,0,1506,0,-1,0,0,21,22,0,0,3,West Ham,Tottenham,Newcastle,Norwich,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
