FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Lewis,Dunk,DEF,BHA,4800000,2,92,2.42105263157895,5.04385964912281E-07,1.91666666666667E-05,0,658755,3,33,0,0,0,1,0,19.2,0,-2,0,92,2,0,0,0,7,0,10,0,0,2.3,357320,0,-1,0,1,2573,0,0,1,537,Crystal Palace,Arsenal,Norwich,Man City,Liverpool,2.3,1.8,1.7,2.4,1.7,1.7,2.6,1.9,3.1,3,1.8,1.9,2.8,2.5,1.7,0,2.5,0,2.9,2.4,1.9,5,1.7,0,3.5,2.6,2.3,1.4,6,0,2.4,2.1,4.8,2.2,2,2.5,2.3,3,96.1
,Ederson,GLK,MCI,6200000,1,155,4.07894736842105,6.57894736842105E-07,2.5E-05,0,1092177,3,26,0,60,0,0,0,25,0,2,0,155,-2,0,0,0,4,0,20,0,0,12.1,1212851,0,-1,0,0,3330,0,0,0,701,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,3.9,4.7,3.3,5.8,5,5.1,5.1,5.4,4.6,4.7,4.5,5.1,5.8,4.2,3.4,5.2,5.6,3.3,4.7,5.1,4.7,5.8,3.9,5.8,4.2,5.4,4.3,5.3,3.9,0,4.6,5.8,5.4,4.3,4.9,8.5,5.1,5,56.1
Odsonne,Edouard,FWD,CRY,6000000,1,87,2.28947368421053,3.81578947368421E-07,1.45E-05,0,1469963,4,19,0,0,0,6,0,14.5,0,-5,0,87,5,0,0,0,9,0,9,0,4,2.9,1672653,0,-1,0,2,1554,0,0,0,280,Brighton,Leicester,Arsenal,Newcastle,Man City,2,1.3,2,1.8,2.1,2.1,2.3,1.5,2.1,1.3,1.8,1.7,2,2.2,1.8,2.3,2.3,0,1.3,2.5,2.1,1.7,1.6,2.1,1.7,3.7,2.1,1.4,1.7,0,2,1.9,1.6,2.7,1.9,2.6,3.5,2.2,127.6
Samuel,Edozie,MID,MCI,4700000,0,0,0,0,0,0,2192,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,937,0,-1,0,0,0,0,0,0,0,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conrad,Egan-Riley,DEF,MCI,4000000,0,1,7.23362913010526E-29,1.80840728252632E-35,2.5E-07,0,643,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,867,0,-1,0,0,3,0,0,0,5,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Pierre,Ekwah,DEF,WHU,4000000,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,EVE,5600000,0,22,1.59139840862316E-27,2.84178287254135E-34,3.92857142857143E-06,0,162874,2,8,0,0,0,1,0,3.9,0,-4,0,22,4,0,0,0,1,0,1,0,1,0.3,83955,0,-1,0,0,392,0,0,0,61,Norwich,Man Utd,West Ham,Watford,Wolverhampton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4
Anthony,Elanga,MID,MUN,4800000,2,59,4.26784118676211E-27,8.89133580575439E-34,1.22916666666667E-05,0,145567,0,17,0,0,0,2,0,12.3,0,-2,0,59,2,0,0,0,2,0,4,0,3,0.8,210903,0,-1,0,0,1208,0,0,0,193,Aston Villa,Everton,Leicester,Liverpool,Tottenham,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.2
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,55545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,79104,0,-1,0,0,0,0,0,0,0,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,12,8.68035495612632E-28,1.63780282191063E-34,2.26415094339623E-06,0,49962,0,2,0,0,0,0,0,2.3,0,-2,0,12,2,0,0,0,0,0,2,0,0,0.1,42468,0,-1,0,0,344,0,0,0,52,Brentford F.C.,Man City,Watford,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9
,Elneny,MID,ARS,4400000,2,27,1.95307986512842E-27,4.43881787529186E-34,6.13636363636364E-06,0,77648,1,17,0,0,0,0,0,6.1,0,-1,0,27,1,0,0,0,0,0,0,0,2,0.4,46697,0,-1,0,0,801,0,0,0,156,Tottenham,Brighton,Crystal Palace,Aston Villa,Leicester,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4
Mohamed,Elyounoussi,MID,SOU,5400000,2,90,2.36842105263158,4.3859649122807E-07,1.66666666666667E-05,0,61999,4,35,0,0,0,4,0,16.7,0,-1,0,90,1,0,0,0,6,0,8,0,3,0.2,68854,0,-1,0,0,2039,0,0,0,243,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,Watford,1.9,1.6,1.5,2.5,1.3,2.2,1.2,1.9,2.2,2,2,1.9,1.2,1.7,1.9,1.3,1.6,0,1.2,1.7,1.8,1.8,1.3,1.3,1.3,1.9,2.4,3.8,2.5,0,1.5,1.6,3.5,1.5,2,1.4,1.3,1.3,148.4
,Emerson,DEF,CHE,4500000,0,1,0.0263157894736842,5.84795321637427E-09,2.22222222222222E-07,0,2241,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Man City,Southampton,Brentford F.C.,Norwich,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,4600000,6,102,2.68421052631579,5.83524027459954E-07,2.21739130434783E-05,0,335375,5,26,0,0,0,1,0,22.2,0,-4,0,102,4,0,0,0,8,0,10,0,1,2.5,548967,0,-1,0,1,2282,0,0,0,489,Arsenal,Aston Villa,Newcastle,West Ham,Man Utd,1.7,3.8,2.7,2.2,3.4,2.5,2.7,1.7,2.9,2.9,2.3,3.2,0,3.3,2.7,0,0,3.8,2.5,2,1.7,2,2.8,2.6,2.9,5.6,2.7,2.8,4.9,3.4,2.2,2.2,3,2.8,2.5,6.3,3,2.2,121.1
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man Utd,Tottenham,Wolverhampton,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,BRE,5600000,2,43,3.11046052594526E-27,5.55439379633083E-34,7.67857142857143E-06,0,99005,1,10,0,0,0,1,0,7.7,0,1,0,43,-1,0,0,0,2,0,4,0,4,1.8,258104,0,-1,0,0,938,0,0,0,221,Liverpool,West Ham,Chelsea,Leicester,Burnley,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8
Oghenekaro Peter,Etebo,MID,WAT,4300000,0,10,7.23362913010526E-28,1.68223933258262E-34,2.32558139534884E-06,0,54548,3,8,0,0,0,0,0,2.3,0,-2,0,10,2,0,0,0,0,0,0,0,0,0.2,49976,0,-1,0,0,396,0,0,0,58,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Jonny,Evans,DEF,LEI,5400000,2,39,2.82111536074105E-27,5.22428770507603E-34,7.22222222222222E-06,0,46628,3,23,0,0,0,1,0,7.2,0,-1,0,39,1,0,0,0,0,0,2,0,1,0.3,51588,0,-1,0,0,1346,0,0,0,257,Burnley,Crystal Palace,Man Utd,Brentford F.C.,Arsenal,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8
Eberechi,Eze,MID,CRY,5900000,1,31,2.24242503033263E-27,3.80072039039429E-34,5.25423728813559E-06,0,127765,1,8,0,0,0,1,0,5.3,0,-1,0,31,1,0,0,0,2,0,3,0,1,0.1,134473,0,-1,0,0,599,0,0,0,125,Brighton,Leicester,Arsenal,Newcastle,Man City,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2
Lukasz,Fabianski,GLK,WHU,5000000,2,136,3.57894736842105,7.15789473684211E-07,2.72E-05,0,398488,2,50,0,114,0,0,0,27.2,0,0,0,136,0,0,0,0,9,0,8,0,0,2.8,445018,0,-1,3,3,3330,0,0,0,661,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,Aston Villa,4.4,3.2,4.5,3.4,3.5,4,4.9,3.6,4.5,3.4,5.1,3.7,4.4,4.5,4.9,3.8,3.9,0,3.9,2.8,7.4,4.7,3.7,3.5,3.2,3.4,4.4,4.4,4.1,3.8,4.3,4.3,4.5,4.3,4.5,3.5,5.1,3.8,91.8
,Fabinho,MID,LIV,5400000,0,97,7.0166202562021E-27,1.29937412151891E-33,1.7962962962963E-05,0,231852,7,18,0,0,0,5,0,18,0,-1,0,97,1,0,0,0,7,0,15,0,1,0.9,210957,0,-1,0,0,2311,0,0,0,438,Brentford F.C.,Man City,Watford,Man Utd,Brighton,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4
,Fabio Silva,FWD,WOL,5600000,0,30,2.17008873903158E-27,3.87515846255639E-34,5.35714285714286E-06,0,97317,0,7,0,0,0,0,0,5.4,0,-4,0,30,4,0,0,0,0,0,0,0,1,0.4,60803,0,-1,0,0,562,0,0,0,43,Southampton,Newcastle,Aston Villa,Leeds United F.C.,Everton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Josh,Feeney,DEF,AVL,4000000,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0,-1,0,0,0,0,0,0,0,Man Utd,Tottenham,Wolverhampton,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Femenia,DEF,WAT,4300000,1,53,1.39473684210526,3.24357405140759E-07,1.23255813953488E-05,0,49896,2,49,0,0,0,0,0,12.3,0,-2,0,53,2,0,0,0,1,0,2,0,5,0.1,43842,0,-1,0,0,2143,0,0,0,385,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,1.1,1,1.1,0.7,1.1,0.7,0.9,1.7,0.8,0.9,0.9,1.1,0.7,1.3,1.4,1,0,0,0,1.3,1.1,0.7,1.9,1.1,1.1,1.6,0.8,1.9,0.7,0,1.4,1.2,1.3,1.2,1.1,1.7,0.9,1,87.7
Evan,Ferguson,FWD,BHA,4500000,0,1,7.23362913010526E-29,1.60747314002339E-35,2.22222222222222E-07,0,65940,0,1,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,100291,0,-1,0,0,22,0,0,0,4,Crystal Palace,Arsenal,Norwich,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Nathan,Ferguson,DEF,CRY,4500000,0,1,7.23362913010526E-29,1.60747314002339E-35,2.22222222222222E-07,0,1579,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1502,0,-1,0,0,8,0,0,0,3,Brighton,Leicester,Arsenal,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11600000,1,151,3.97368421052632,3.42558983666062E-07,1.30172413793103E-05,0,5596231,10,54,0,0,0,10,0,13,0,-4,0,151,4,0,2,0,15,0,8,0,7,13.5,2639954,0,-1,0,2,3110,0,0,0,626,Aston Villa,Everton,Leicester,Liverpool,Tottenham,2.9,4.1,4.2,4.4,4.5,4.4,4.3,3.1,3,3.1,3,4.5,3,3.8,4.4,4.2,0,0,4,4.8,4.7,6.9,3.7,4,8.7,3.5,5.2,2.3,3.9,0,3.9,3.5,7.3,6.8,4.1,3.4,0,3.6,311.2
Alvaro,Fernandez,GLK,BRE,4500000,0,31,2.24242503033263E-27,4.98316673407251E-34,6.88888888888889E-06,0,139409,0,24,0,49,0,0,0,6.9,0,0,0,31,0,0,0,0,2,0,1,0,0,0.4,164504,1,-1,0,0,1080,0,0,0,218,Liverpool,West Ham,Chelsea,Leicester,Burnley,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2
Federico,Fernandez,DEF,NEW,4300000,0,11,7.95699204311579E-28,1.85046326584088E-34,2.55813953488372E-06,0,19557,0,12,0,0,0,0,0,2.6,0,-2,0,11,2,0,0,0,0,0,0,0,1,0.1,7585,0,-1,0,0,521,0,0,0,91,Watford,Wolverhampton,Tottenham,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2
,Fernandinho,MID,MCI,4700000,1,45,3.25513310854737E-27,6.92581512456887E-34,9.57446808510638E-06,0,62805,1,12,0,0,0,2,0,9.6,0,-3,0,45,3,0,0,0,2,0,3,0,1,0.3,46459,0,-1,0,0,956,0,0,0,209,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7
Roberto,Firmino,FWD,LIV,8700000,4,62,1.63157894736842,1.87537810042347E-07,7.1264367816092E-06,0,1121151,3,9,0,0,0,5,0,7.1,0,-3,0,62,3,0,0,0,5,0,5,0,4,2.4,764471,0,-1,0,1,980,0,0,0,270,Brentford F.C.,Man City,Watford,Man Utd,Brighton,1,0.8,0.9,1,1.4,0.9,0.9,1.3,1,1.2,0.9,1.1,1.4,1.1,0.8,1.2,1.2,0.8,0,1.1,0.8,1.2,0.8,1.4,1,3.1,0,1.2,1.8,0,1.6,0.8,1.3,1.4,0.9,1.9,1.1,1,108.3
,Firpo,DEF,LEE,4700000,2,22,1.59139840862316E-27,3.38595406090034E-34,4.68085106382979E-06,0,81097,11,49,0,0,0,0,0,4.7,0,-3,0,22,3,0,0,0,4,0,1,0,2,0.3,30822,1,-1,0,0,1709,0,0,0,219,West Ham,Watford,Southampton,Wolverhampton,Norwich,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1
Ashley,Fletcher,FWD,WAT,4800000,0,3,0.0789473684210526,1.64473684210526E-08,6.25E-07,0,51653,0,0,0,0,0,0,0,0.6,0,-2,0,3,2,0,0,0,0,0,0,0,0,0.2,41060,0,-1,0,0,28,0,0,0,5,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Marcelo,Flores,MID,ARS,4500000,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,-1,0,0,0,0,0,0,0,Tottenham,Brighton,Crystal Palace,Aston Villa,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Foden,MID,MCI,7900000,2,137,3.60526315789474,4.56362425049967E-07,1.73417721518987E-05,0,2470123,1,16,0,0,0,9,0,17.3,0,-1,0,137,1,0,0,0,11,0,13,0,6,7.6,2916929,0,-1,0,3,2125,0,0,0,483,Chelsea,Liverpool,Burnley,Brighton,Crystal Palace,2.7,3.8,3.4,3.5,4.4,2.5,2,4.2,2.9,3.8,2.7,3.7,3.2,3.1,3.9,4.1,3.7,3.4,3.4,2.8,2.6,3.2,3.2,3.5,3.7,3.4,3,3.4,3.1,0,3.5,2.6,3.6,4.6,3,7.6,2.5,3.8,225.5
Wesley,Fofana,DEF,LEI,4300000,2,17,1.22971695211789E-27,2.85980686539045E-34,3.95348837209302E-06,0,70508,2,7,0,0,0,0,0,4,0,-2,0,17,2,0,0,0,2,0,1,0,0,0.9,85806,0,-1,0,0,630,0,0,0,112,Burnley,Crystal Palace,Man Utd,Brentford F.C.,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4
Shaqai,Forde,FWD,WAT,4500000,0,0,0,0,0,0,15394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,32527,0,-1,0,0,0,0,0,0,0,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,5900000,2,117,3.07894736842105,5.2185548617306E-07,1.98305084745763E-05,0,590788,4,38,0,0,0,6,0,19.8,0,-1,0,117,1,0,0,0,5,0,8,0,4,1.3,617175,0,-1,0,1,2795,0,0,0,480,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,Aston Villa,2.7,2.5,3.3,2.4,3.7,2.3,2.8,2.3,2.6,2.4,2,2.7,1.5,2.9,2.5,2.7,2,0,3.1,3.1,5.9,2.9,2.1,3.7,2,3.3,3.3,1.5,3,2,2.9,2.2,3.3,1.9,2.6,2.9,2,2.3,182.7
Adam,Forshaw,MID,LEE,4500000,0,38,2.74877906944E-27,6.10839793208889E-34,8.44444444444444E-06,0,137134,5,41,0,0,0,0,0,8.4,0,0,0,38,0,0,0,0,0,0,2,0,1,0.1,140297,0,-1,0,0,1526,0,0,0,204,West Ham,Watford,Southampton,Wolverhampton,Norwich,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.3
Marcus,Forss,FWD,BRE,5300000,0,11,0.289473684210526,5.4617676266137E-08,2.07547169811321E-06,0,35389,0,4,0,0,0,0,0,2.1,0,-2,0,11,2,0,0,0,0,0,0,0,1,0.1,25518,0,-1,0,0,203,0,0,0,35,Liverpool,West Ham,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7
Fraser,Forster,GLK,SOU,4400000,0,57,1.5,3.40909090909091E-07,1.29545454545455E-05,0,154522,1,35,0,68,0,0,0,13,0,-1,0,57,1,0,0,0,6,0,3,0,0,1.2,156746,0,-1,0,1,1710,0,0,0,330,Wolverhampton,Chelsea,Leeds United F.C.,Burnley,Watford,0.8,1.5,0.9,0.9,0.9,1.2,1.2,1.3,1.3,0.8,1.1,0.8,1.6,1,1.3,1,0.8,0,1.2,1.3,1.4,0.9,1.6,1,0.9,1.1,1.1,1.6,0.9,0,1.1,1.4,2.3,1,1,1.1,1.9,0.8,56.2
Ben,Foster,GLK,WAT,4200000,0,81,2.13157894736842,5.07518796992481E-07,1.92857142857143E-05,0,1779747,0,49,0,70,0,0,0,19.3,0,2,0,81,-2,0,0,0,9,0,4,0,1,19.7,1417262,0,-1,1,3,2340,0,0,0,433,Newcastle,Leeds United F.C.,Liverpool,Everton,Southampton,2.2,2,2.1,1.4,2.1,1.5,1.9,3,1.6,1.8,1.7,2.1,1.4,2.4,2.6,2,0,0,0,2.5,2.2,1.1,3.6,2.1,2.2,3.3,1.7,3.8,1.4,0,2.6,2.3,2.4,2.2,2.2,3.4,1.8,2,57
,Fosu,MID,BRE,5100000,0,1,7.23362913010526E-29,1.41835865296182E-35,1.96078431372549E-07,0,9065,0,0,0,0,0,0,0,0.2,0,-4,0,1,4,0,0,0,0,0,0,0,0,0,2458,0,-1,0,0,16,0,0,0,4,Liverpool,West Ham,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Ryan,Fraser,MID,NEW,5100000,0,78,2.05263157894737,4.02476780185759E-07,1.52941176470588E-05,0,238527,3,23,0,0,0,2,0,15.3,0,-4,0,78,4,0,0,0,8,0,5,0,5,0.3,247027,0,-1,0,1,1459,0,0,0,263,Watford,Wolverhampton,Tottenham,Crystal Palace,Chelsea,1.8,1.1,1,1,1.2,1.6,1.4,1.4,1.2,1.3,1.1,1.5,1,1.9,1.8,1,1,1,1.4,0,0,2,1.2,1.5,1.6,1,1.1,2.8,2.2,0,1,1.8,3,1.5,1,1,1.3,1.4,99.2
,Fred,MID,MUN,4900000,2,93,2.44736842105263,4.99462943071966E-07,1.89795918367347E-05,0,373780,5,31,0,0,0,4,0,19,0,-1,0,93,1,0,0,0,8,0,7,0,5,0.8,382905,1,-1,0,1,2026,0,0,0,426,Aston Villa,Everton,Leicester,Liverpool,Tottenham,1.3,1.9,2,2.1,2.2,2.1,2,1.4,1.4,1.4,1.3,2.2,1.3,1.8,2.1,2,0,0,1.9,2.4,2.3,3.1,1.7,1.9,4.2,1.6,2.6,1.2,1.8,0,1.8,1.6,3.7,3.1,1.9,1.6,0,1.7,119.8
Ryan,Fredericks,DEF,WHU,4400000,0,7,5.06354039107368E-28,1.15080463433493E-34,1.59090909090909E-06,0,12633,1,6,0,0,0,0,0,1.6,0,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,6101,0,-1,0,0,303,0,0,0,38,Leeds United F.C.,Brentford F.C.,Everton,Tottenham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
,Gabriel,DEF,ARS,5300000,8,146,3.84210526315789,7.24925521350546E-07,2.75471698113208E-05,0,1014553,6,38,0,0,0,5,0,27.5,0,3,0,146,-3,0,0,0,16,0,13,0,0,7.4,1601760,0,-1,0,5,3063,0,0,1,682,Tottenham,Brighton,Crystal Palace,Aston Villa,Leicester,3.5,5.2,4.7,4.3,4.6,5,4.2,4.3,4.6,3.5,3.9,4.8,3.8,4.1,4,4.4,5.5,4.5,3.8,0,5.5,0,5,4.1,0,10.2,0,3.1,9.8,3.8,3.5,5,8.3,4.9,4.8,9.5,3,4.7,134.7
Conor,Gallagher,MID,CRY,6000000,3,140,3.68421052631579,6.14035087719298E-07,2.33333333333333E-05,0,3852922,10,38,0,0,0,8,0,23.3,0,5,0,140,-5,0,0,0,16,0,11,0,6,11.2,4656284,0,-1,0,4,2843,0,0,0,469,Brighton,Leicester,Arsenal,Newcastle,Man City,3.4,2,3.9,2.8,3.8,3.8,3.5,2.7,4.3,2,4.3,3.6,3.9,3.1,2.8,3.8,4,0,2.8,4.5,3.3,3,2.7,3.8,2.9,7.3,4.3,3.5,2.7,0,3.4,2.7,3.6,3.8,3.3,4.7,6.3,3.5,197.9
,Garnacho,MID,MUN,4500000,1,2,1.44672582602105E-28,3.21494628004678E-35,4.44444444444444E-07,0,306,0,0,0,0,0,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,849,0,-1,0,0,12,0,0,0,5,Aston Villa,Everton,Leicester,Liverpool,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5200000,0,7,5.06354039107368E-28,9.7375776751417E-35,1.34615384615385E-06,0,38063,1,0,0,0,0,0,0,1.3,0,-3,0,7,3,0,0,0,0,0,0,0,0,0.2,29968,0,-1,0,0,34,0,0,0,22,Watford,Wolverhampton,Tottenham,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
Jean-Philippe,Gbamin,MID,EVE,4400000,0,3,2.17008873903158E-28,4.93201986143541E-35,6.81818181818182E-07,0,4784,0,2,0,0,0,0,0,0.7,0,-1,0,3,1,0,0,0,0,0,0,0,0,0,3330,0,-1,0,0,65,0,0,0,10,Norwich,Man Utd,West Ham,Watford,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
