FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast,ICTIndex
Axel,Tuanzebe,DEF,MUN,4400000,0,14,1.6,3.63636363636364E-07,3.18181818181818E-06,0,63164,1,10,0,0,0,0,0,3.2,24,-1,0,14,1,0,0,0,0,0,1,0,0,0.3,23217,0,-1,0,0,505,0,0,0,86,Crystal Palace,,,,,0,0,11.5
Ozan,Tufan,MID,WAT,5000000,0,10,1.4,2.8E-07,2E-06,0,2305,0,9,0,0,0,0,0,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,2095,0,-1,0,0,334,0,0,0,22,Leicester,Chelsea,,,,0,0,9
Ed,Turns,DEF,BHA,4000000,0,0,0,0,0,0,129781,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,132460,0,-1,0,0,0,15,0,0,0,Leeds United F.C.,West Ham,,,,0,0,0
Harry,Tyrer,GLK,EVE,4000000,0,0,0,0,0,0,4494,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7149,0,-1,0,0,0,16,0,0,0,Brentford F.C.,Crystal Palace,Arsenal,,,0,0,0
Christos,Tzolis,MID,NOR,4800000,0,16,0.444444444444444,9.25925925925926E-08,3.33333333333333E-06,0,9170,0,9,0,0,0,0,0,3.3,4,-2,0,16,2,0,0,0.2,0,0,0,0,0,0,5422,0,-1,0,0,326,2,0,0,58,Wolverhampton,Tottenham,,,,0.2,0.2,24.1
Harvey,Vale,MID,CHE,4500000,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,-1,0,0,0,17,0,0,0,Leicester,Watford,,,,0,0,0
Yan,Valery,DEF,SOU,3900000,0,9,0.25,6.41025641025641E-08,2.30769230769231E-06,0,65011,0,7,0,0,0,0,0,2.3,652,-1,0,9,1,0.1,0,0.2,0,0,1,0,0,0.8,106623,0,-1,0,0,369,762,0,0,62,Liverpool,Leicester,,,,0.1,0.1,9.3
Donny,van de Beek,MID,EVE,5700000,0,25,0.714285714285714,1.2531328320802E-07,4.3859649122807E-06,0,106836,1,11,0,0,0,1,0,4.4,163,-3,0,25,3,0,0,0,1,0,2,0,0,0.3,109528,0,-1,0,0,497,28,0,0,95,Brentford F.C.,Crystal Palace,Arsenal,,,0.8,0.4,27.8
Virgil,van Dijk,DEF,LIV,6800000,0,183,5.4,7.94117647058824E-07,2.69117647058824E-05,0,1934348,3,21,0,0,0,3,0,26.9,54009,3,0,183,-3,0.7,0,4.5,13,0,21,0,3,19.1,2201652,0,-1,0,5,3060,828,0,0,803,Southampton,Wolverhampton,,,,0,7,133.1
Raphael,Varane,DEF,MUN,5500000,0,75,3.4,6.18181818181818E-07,1.36363636363636E-05,0,687991,0,22,0,0,0,1,0,13.6,616,0,0,75,0,0.6,0,3.4,9,0,5,0,1,2.3,699887,0,-1,0,2,1829,1816,0,0,378,Crystal Palace,,,,,0,2.7,58.5
Jamie,Vardy,FWD,LEI,10300000,13,121,5.3,5.14563106796117E-07,1.1747572815534E-05,0,4258593,2,25,0,0,0,14,0,11.7,5437,-2,0,121,2,0.4,0,4.1,23,0,4,0,2,11.1,3770945,1,-1,0,5,1634,29898,0,0,440,Watford,Chelsea,Southampton,,,11.7,7.8,149.7
Joel,Veltman,DEF,BHA,4200000,2,87,2.6,6.19047619047619E-07,2.07142857142857E-05,0,383872,6,38,0,0,0,0,0,20.7,1375,-3,0,87,3,0.8,0,3.2,5,0,8,0,1,1.4,229226,0,-1,0,0,2784,1830,0,0,524,Leeds United F.C.,West Ham,,,,2.9,3.1,95.8
Jannik,Vestergaard,DEF,LEI,4700000,0,11,0.314285714285714,6.68693009118541E-08,2.34042553191489E-06,0,143101,2,16,0,0,0,0,0,2.3,66,-3,0,11,3,0,0,0,0,0,1,0,0,0.4,61611,0,-1,0,0,563,51,0,0,115,Watford,Chelsea,Southampton,,,0.4,0.2,19
Joao,Virginia,GLK,EVE,4000000,0,0,0,0,0,0,113567,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5871,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Crystal Palace,Arsenal,,,0,0,0
Nikola,Vlasic,MID,WHU,5600000,0,30,0.833333333333333,1.48809523809524E-07,5.35714285714286E-06,0,9584,0,10,0,0,0,1,0,5.4,6,-4,0,30,4,0,0,0.2,0,0,1,0,0,0,9952,0,-1,0,0,549,5,0,0,98,Man City,Brighton,,,,0.4,0.4,32.3
Matej,Vydra,FWD,BUR,5200000,0,46,2.1,4.03846153846154E-07,8.84615384615385E-06,0,148321,1,7,0,0,0,2,0,8.8,2132,-3,0,46,3,0.4,0,2.2,4,0,2,0,3,0.5,119721,0,-1,0,0,665,39,0,0,138,Tottenham,Aston Villa,Newcastle,,,0,0,48.4
Theo,Walcott,MID,SOU,5800000,0,12,0.333333333333333,5.74712643678161E-08,2.06896551724138E-06,0,22309,0,8,0,0,0,0,0,2.1,12,-2,0,12,2,0,0,0,0,0,0,0,0,0.1,7422,0,-1,0,0,376,28,0,0,28,Liverpool,Leicester,,,,0.2,0.2,9.7
Kyle,Walker,DEF,MCI,5400000,0,85,4.2,7.77777777777778E-07,1.57407407407407E-05,0,1031440,1,14,0,0,0,0,0,15.7,2258,-1,0,85,1,0,0,0,5,0,10,0,2,4.7,847705,0,-1,0,0,1755,57,0,0,403,West Ham,Aston Villa,,,,0,0,63.2
Kyle,Walker-Peters,DEF,SOU,4800000,1,82,2.6,5.41666666666667E-07,1.70833333333333E-05,0,203082,5,45,0,0,0,1,0,17.1,1051,-2,0,82,2,0.2,0,1,7,0,6,0,3,1.1,232211,0,-1,0,1,2540,560,0,0,469,Liverpool,Leicester,,,,3.8,1.6,124.9
Sam,Waller,GLK,BUR,4000000,0,0,0,0,0,0,2072,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3309,0,-1,0,0,0,49,0,0,0,Tottenham,Aston Villa,Newcastle,,,0,0,0
Aaron,Wan-Bissaka,DEF,MUN,5100000,0,41,2,3.92156862745098E-07,8.03921568627451E-06,0,803826,2,35,0,0,0,0,0,8,291,-4,0,41,4,0,0,0,3,0,3,0,0,3,243255,0,-1,0,0,1793,162,0,0,329,Crystal Palace,,,,,0,1.1,73.3
Danny,Ward,GLK,LEI,4000000,3,3,0.0857142857142857,2.14285714285714E-08,7.5E-07,0,266104,0,1,0,4,0,0,0,0.8,528,0,0,3,0,0.1,0,0.4,0,0,0,0,0,3.4,240857,0,-1,0,0,90,616,0,0,17,Watford,Chelsea,Southampton,,,0,0,3.2
Joel,Ward,DEF,CRY,4500000,0,67,2.5,5.55555555555556E-07,1.48888888888889E-05,0,39602,8,37,0,0,0,0,0,14.9,326,0,0,67,0,0.4,0,2,2,0,8,0,0,0.2,34892,0,-1,0,0,2396,48,0,0,399,Aston Villa,Everton,Man Utd,,,3.7,2.7,63.2
James,Ward-Prowse,MID,SOU,6400000,2,152,4.3,6.71875E-07,2.375E-05,0,1267540,3,61,0,0,0,9,0,23.8,6712,-1,0,152,1,0.8,0,5.2,21,0,7,0,5,5.5,1385858,0,-1,0,3,3125,3426,0,1,740,Liverpool,Leicester,,,,3.6,3.1,248.9
Ollie,Watkins,FWD,AVL,7500000,8,124,3.8,5.06666666666667E-07,1.65333333333333E-05,0,2951895,7,44,0,0,0,11,0,16.5,25195,0,0,124,0,0.6,0,4.3,17,0,10,0,2,9.9,3482015,0,-1,0,1,2783,6943,0,0,427,Crystal Palace,Burnley,Man City,,,8.5,3.2,233.8
Adam,Webster,DEF,BHA,4300000,1,57,1.58333333333333,3.68217054263566E-07,1.32558139534884E-05,0,117440,5,19,0,0,0,2,0,13.3,116,-2,0,57,2,0.1,0,0.6,6,0,4,0,0,0.3,91382,0,-1,0,2,1339,77,0,0,250,Leeds United F.C.,West Ham,,,,1.4,1.5,55.1
Wout,Weghorst,FWD,BUR,6300000,1,53,2.9,4.6031746031746E-07,8.41269841269841E-06,0,973623,3,19,0,0,0,2,0,8.4,9415,-2,0,53,2,0.3,0,1.8,6,0,6,0,3,4.4,1382453,0,-1,0,1,1384,2506,0,0,136,Tottenham,Aston Villa,Newcastle,,,4.3,3,72.6
Danny,Welbeck,FWD,BHA,5900000,7,78,3.2,5.42372881355932E-07,1.32203389830508E-05,0,92521,0,15,0,0,0,5,0,13.2,2040,-1,0,78,1,1.1,0,6.4,11,0,5,0,3,1.2,172242,0,-1,0,1,1379,16202,0,0,211,Leeds United F.C.,West Ham,,,,4.1,3.2,101.5
Reece,Welch,DEF,EVE,4000000,0,0,0,0,0,0,2183,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2656,0,-1,0,0,0,34,0,0,0,Brentford F.C.,Crystal Palace,Arsenal,,,0,0,0
Timo,Werner,FWD,CHE,8600000,0,62,3,3.48837209302326E-07,7.2093023255814E-06,0,773803,1,17,0,0,0,4,0,7.2,14742,-4,0,62,4,0.3,0,2.3,5,0,5,0,2,2.8,614023,0,-1,0,1,1278,122,0,0,175,Leicester,Watford,,,,0,0,112.7
,Wesley,FWD,AVL,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,27265,0,0,0,0,0,0,0,0.2,3,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,9629,0,-1,0,0,1,0,0,0,2,Crystal Palace,Burnley,Man City,,,0,0,0
Ashley,Westwood,MID,BUR,5200000,0,63,2.3,4.42307692307692E-07,1.21153846153846E-05,0,105520,7,40,0,0,0,0,0,12.1,86,-3,0,63,3,0,0,0,2,0,4,0,4,0.2,65837,0,-1,0,0,2286,5,0,0,303,Tottenham,Aston Villa,Newcastle,,,0,0,96.5
Charlie,Whitaker,MID,EVE,4500000,0,0,0,0,0,0,1355,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,-1,0,0,0,21,0,0,0,Brentford F.C.,Crystal Palace,Arsenal,,,0,0,0
Ben,White,DEF,ARS,4600000,-2,107,3.3,7.17391304347826E-07,2.32608695652174E-05,0,2548663,3,35,0,0,0,0,0,23.3,6844,1,0,107,-1,0,0,0.2,9,0,13,0,0,12.5,1829944,1,-1,0,0,2880,3418,0,0,557,Newcastle,Everton,,,,2.1,4.2,92.5
Harvey,White,MID,TOT,4400000,0,0,0,0,0,0,21703,0,0,0,0,0,0,0,0,24,-1,0,0,1,0,0,0,0,0,0,0,0,0,22802,0,-1,0,0,0,51,0,0,0,Burnley,Norwich,,,,0,0,0
Joe,White,MID,NEW,4400000,0,0,0,0,0,0,33709,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,35452,0,-1,0,0,0,0,0,0,0,Arsenal,Burnley,,,,0,0,0
Brandon,Williams,DEF,NOR,3900000,0,36,1.4,3.58974358974359E-07,9.23076923076923E-06,0,833446,8,52,0,0,0,0,0,9.2,1913,-1,0,36,1,0,0,0,4,0,2,0,1,4.6,1016276,0,-1,0,0,2119,1368,0,0,346,Wolverhampton,Tottenham,,,,1,1.1,74.5
,Willian,MID,ARS,6300000,0,0,0,0,0,0,20538,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,914,0,-1,0,0,0,0,0,0,0,Newcastle,Everton,,,,0,0,0
Joseph,Willock,MID,NEW,5400000,0,79,2.7,5E-07,1.46296296296296E-05,0,559378,0,37,0,0,0,2,0,14.6,1688,-6,0,79,6,0.2,0,1.2,3,0,6,0,3,0.8,505027,0,-1,0,0,2037,11,0,0,248,Arsenal,Burnley,,,,0,0,101.3
Ben,Wilmot,DEF,WAT,4500000,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Leicester,Chelsea,,,,0,0,0
Callum,Wilson,FWD,NEW,7100000,2,62,1.72222222222222,2.42566510172144E-07,8.73239436619718E-06,0,1160887,4,31,0,0,0,6,0,8.7,326,-4,0,62,4,0.1,0,0.6,11,0,3,0,0,1.2,708638,0,-1,0,0,1296,6903,0,0,162,Arsenal,Burnley,,,,1.3,1,78.2
Joshua,Wilson-Esbrand,DEF,MCI,3900000,0,0,0,0,0,0,15279,0,0,0,0,0,0,0,0,194,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,23557,0,-1,0,0,0,387,0,0,0,West Ham,Aston Villa,,,,0,0,0
Harry,Winks,MID,TOT,4400000,0,32,0.888888888888889,2.02020202020202E-07,7.27272727272727E-06,0,190425,2,15,0,0,0,0,0,7.3,230,-1,0,32,1,0.1,0,0.4,1,0,1,0,2,1,164242,0,-1,0,0,887,46,0,0,172,Burnley,Norwich,,,,0.4,0.4,38.7
Yoane,Wissa,MID,BRE,5700000,11,86,2.38888888888889,4.19103313840156E-07,1.50877192982456E-05,0,23496,0,20,0,0,0,7,0,15.1,202,-3,0,86,3,0.9,0,5.2,5,0,3,0,1,0.1,25787,0,-1,0,1,1178,3622,0,0,259,Everton,Leeds United F.C.,,,,1.3,1.9,79.6
Chris,Wood,FWD,NEW,6300000,0,90,2.7,4.28571428571429E-07,1.42857142857143E-05,0,1028558,1,41,0,0,0,5,0,14.3,4728,-7,0,90,7,0.2,0,1,8,0,6,0,0,2.1,958149,0,-1,0,0,2676,1127,0,0,225,Arsenal,Burnley,,,,0,2,130.1
Ben,Woodburn,MID,LIV,4500000,0,0,0,0,0,0,3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,0,-1,0,0,0,0,0,0,0,Southampton,Wolverhampton,,,,0,0,0
Freddie,Woodman,GLK,NEW,4300000,0,9,2.2,5.11627906976744E-07,2.09302325581395E-06,0,66206,0,12,0,10,0,0,0,2.1,34,-2,0,9,2,0,0,0,0,0,0,0,0,0.3,50848,0,-1,1,0,360,0,0,0,64,Arsenal,Burnley,,,,0,0,9
Granit,Xhaka,MID,ARS,4800000,1,58,2.2,4.58333333333333E-07,1.20833333333333E-05,0,96128,10,37,0,0,0,1,0,12.1,516,-2,0,58,2,0.5,0,2.5,3,0,6,0,2,0.4,48223,0,-1,0,0,2265,336,0,1,322,Newcastle,Everton,,,,1.4,1.9,112.6
Andriy,Yarmolenko,MID,WHU,5000000,1,24,0.666666666666667,1.33333333333333E-07,4.8E-06,0,24907,1,3,0,0,0,1,0,4.8,25,-5,0,24,5,0.3,0,1.5,0,0,1,0,0,0.1,10557,0,-1,0,0,294,29,0,0,70,Man City,Brighton,,,,0.3,0.3,28.5
Ashley,Young,DEF,AVL,4700000,0,49,1.4,2.97872340425532E-07,1.04255319148936E-05,0,123755,2,19,0,0,0,0,0,10.4,275,-3,0,49,3,0.3,0,1.2,0,0,4,0,2,0.5,77287,1,-1,0,0,1232,60,0,0,222,Crystal Palace,Burnley,Man City,,,2,1.3,50.2
Nathan,Young-Coombes,FWD,BRE,4500000,0,1,0.0277777777777778,6.17283950617284E-09,2.22222222222222E-07,0,113562,0,0,0,0,0,0,0,0.2,1779,0,0,1,0,0,0,0.2,0,0,0,0,0,1,201966,0,-1,0,0,3,2324,0,0,2,Everton,Leeds United F.C.,,,,0,0,0
Wilfried,Zaha,MID,CRY,6900000,2,137,4.4,6.3768115942029E-07,1.98550724637681E-05,0,1458669,3,31,0,0,0,13,0,19.9,20732,-1,0,137,1,0.6,2,4,10,0,10,0,1,9.5,1706977,0,-1,0,2,2579,3260,0,1,385,Aston Villa,Everton,Man Utd,,,7.6,4.7,229.9
Jan,Zamburek,MID,BRE,4400000,0,0,0,0,0,0,96255,0,0,0,0,0,0,0,0,89,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,68354,0,-1,0,0,0,0,0,0,0,Everton,Leeds United F.C.,,,,0,0,0
,Zanka,DEF,BRE,4500000,0,18,2.2,4.88888888888889E-07,4E-06,0,11368,2,10,0,0,0,1,0,4,13,0,0,18,0,0,0,0,0,0,1,0,0,0,11246,0,-1,0,0,516,7,0,0,84,Everton,Leeds United F.C.,,,,0,0,21.1
Andi,Zeqiri,FWD,BHA,4500000,0,0,0,0,0,0,85462,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.2,77446,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,West Ham,,,,0,0,0
Christoph,Zimmermann,DEF,NOR,4400000,0,0,0,0,0,0,8960,0,5,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,2824,0,-1,0,0,102,27,0,0,14,Wolverhampton,Tottenham,,,,0,0,2.8
Oleksandr,Zinchenko,DEF,MCI,5300000,1,55,1.52777777777778,2.88259958071279E-07,1.0377358490566E-05,0,182731,0,8,0,0,0,0,0,10.4,1244,-2,0,55,2,0.7,0,3.5,4,0,5,0,3,1.3,159201,0,-1,0,1,999,4680,0,0,260,West Ham,Aston Villa,,,,1.2,1,59.5
Philip,Zinckernagel,MID,WAT,5500000,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Leicester,Chelsea,,,,0,0,0
Hakim,Ziyech,MID,CHE,7300000,0,75,2.08333333333333,2.85388127853881E-07,1.02739726027397E-05,0,256302,3,10,0,0,0,4,0,10.3,507,-2,0,75,2,0.1,0,1,9,0,7,0,3,0.8,256952,0,-1,0,1,1131,551,0,0,256,Leicester,Watford,,,,1.3,1.7,115.2
Kurt,Zouma,DEF,WHU,5400000,1,65,2.8,5.18518518518518E-07,1.2037037037037E-05,0,249292,1,26,0,0,0,1,0,12,252,-1,0,65,1,0.4,0,2,5,0,5,0,0,1.2,197132,1,-1,0,0,1988,1299,0,0,374,Man City,Brighton,,,,3.7,2.8,66.2
