FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Andre Gomes,MID,EVE,4900000,0,14,0.608695652173913,1.24223602484472E-07,2.85714285714286E-06,0,16661,3,14,0,0,0,0,0,2.9,41,-1,0,14,1,0,0,0.2,0,0,0,0,1,0.1,8343,0,-1,0,0,496,17,0,0,38,Man City,Tottenham,Wolverhampton,Newcastle,Watford,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,28.1
Vincent,Angelini,GLK,WAT,4000000,0,0,0,0,0,0,23288,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,25504,0,-1,0,0,0,60,0,0,0,Man Utd,Arsenal,Wolverhampton,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,7600000,4,110,4.2,5.52631578947368E-07,1.44736842105263E-05,0,6598621,5,31,0,0,0,8,0,14.5,90243,1,1,110,-1,0.3,1,2.5,13,0,7,0,8,33.8,7231282,0,-1,0,4,2290,10966,-1,1,360,Wolverhampton,Liverpool,Aston Villa,Tottenham,Everton,3.7,3.2,5,3.5,5.9,4.4,5,3.4,4.7,4.9,4,4.5,203.2
Cameron,Archer,FWD,AVL,4500000,0,3,1,2.22222222222222E-07,6.66666666666667E-07,0,213891,0,0,0,0,0,0,0,0.7,1403,0,0,3,0,0,0,0,0,0,0,0,0,1,271066,0,-1,0,0,24,0,0,0,3,Brighton,Southampton,Leeds United F.C.,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Alphonse,Areola,GLK,WHU,4700000,0,2,0.0769230769230769,1.6366612111293E-08,4.25531914893617E-07,0,198826,0,1,0,2,0,0,0,0.4,236,-3,0,2,3,0,0,0,0,0,0,0,0,0.7,140753,0,-1,0,0,90,85,0,0,11,Wolverhampton,Liverpool,Aston Villa,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,2
Kepa,Arrizabalaga,GLK,CHE,4600000,0,19,0.76,1.65217391304348E-07,4.1304347826087E-06,0,63302,0,2,0,11,0,0,0,4.1,944,-4,1,19,4,0,0,0,1,0,2,0,0,0.4,64099,0,-1,0,0,360,70,-1,0,89,Burnley,Newcastle,Norwich,Brentford F.C.,Southampton,0,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.6
Harrison,Ashby,DEF,WHU,4000000,0,1,0.0384615384615385,9.61538461538462E-09,2.5E-07,0,3147,0,1,0,0,0,0,0,0.2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,4180,0,-1,0,0,6,19,0,0,4,Wolverhampton,Liverpool,Aston Villa,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Pierre-Emerick,Aubameyang,FWD,ARS,9600000,0,44,3.1,3.22916666666667E-07,4.58333333333333E-06,0,892588,3,16,0,0,0,4,0,4.6,603,-4,0,44,4,0,2,0,7,0,6,0,1,1.3,742898,0,-1,0,0,1036,0,0,0,131,Watford,Leicester,Liverpool,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,92.9
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,47580,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Everton,Man Utd,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,-1,0,0,0,34,0,0,0,Leeds United F.C.,Everton,Man Utd,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach,Awe,DEF,ARS,4000000,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,-1,0,0,0,72,0,0,0,Watford,Leicester,Liverpool,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,0,56,2.3,3.96551724137931E-07,9.6551724137931E-06,0,316930,1,25,0,0,0,1,0,9.7,1838,-2,0,56,2,0.3,0,1.8,1,0,7,0,4,0.8,309860,0,-1,0,0,1526,587,0,0,200,Burnley,Wolverhampton,Man City,Newcastle,Arsenal,2.1,1.5,1.6,1.5,2,2,1.8,3,1.5,2.4,1.5,1.9,91.4
Luke,Ayling,DEF,LEE,4300000,0,26,1.5,3.48837209302326E-07,6.04651162790698E-06,0,1243643,2,52,0,0,0,1,0,6,1935,-2,0,26,2,0,0,-0.2,3,0,0,0,2,2.8,568479,0,-1,0,0,1528,643,0,0,257,Tottenham,Leicester,Aston Villa,Norwich,Wolverhampton,1.5,2,1,1,1,0.8,1.5,0.8,1.7,0.9,1.1,1.2,63.5
Cesar,Azpilicueta,DEF,CHE,5600000,0,67,3.9,6.96428571428571E-07,1.19642857142857E-05,0,978596,0,11,0,0,0,0,0,12,2495,-4,0,67,4,0,0,0,2,0,6,0,3,3.2,854388,0,-1,0,1,1389,1102,0,0,332,Burnley,Newcastle,Norwich,Brentford F.C.,Southampton,0,4.9,3.4,4.2,5.2,3.4,5.1,5.2,4.5,3.9,4.9,3,68.4
Kwadwo,Baah,MID,WAT,4300000,0,0,0,0,0,0,15142,0,0,0,0,0,0,0,0,110,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11973,0,-1,0,0,0,149,0,0,0,Man Utd,Arsenal,Wolverhampton,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4200000,0,22,0.88,2.0952380952381E-07,5.23809523809524E-06,0,390647,0,26,0,41,0,0,0,5.2,4510,-3,0,22,3,0,0,0,0,0,0,0,0,1.8,370893,0,-1,0,0,990,126,0,0,175,Man Utd,Arsenal,Wolverhampton,Southampton,Everton,0.5,1,0.4,0.5,0.7,0.6,0.6,0.7,0.5,0.4,0.4,0.7,30.2
Leon,Bailey,MID,AVL,6300000,0,28,1.16666666666667,1.85185185185185E-07,4.44444444444444E-06,0,246731,2,8,0,0,0,1,0,4.4,109,-2,0,28,2,0,0,0.2,1,0,1,0,3,0.4,79786,0,-1,0,0,457,171,0,0,83,Brighton,Southampton,Leeds United F.C.,West Ham,Arsenal,0.6,1.3,0.6,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.7,0.6,38.9
Eric,Bailly,DEF,MUN,4900000,0,2,0.0769230769230769,1.56985871271586E-08,4.08163265306122E-07,0,17311,1,4,0,0,0,0,0,0.4,46,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,11077,1,-1,0,0,216,25,0,0,22,Watford,Man City,Tottenham,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,3.7
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Newcastle,Norwich,Burnley,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4700000,0,2,1,2.12765957446809E-07,4.25531914893617E-07,0,80110,0,1,0,0,0,0,0,0.4,139,-3,0,2,3,0,0,0,0,0,0,0,0,0.3,62383,0,-1,0,0,69,0,0,0,2,Watford,Leicester,Liverpool,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,1.9
Patrick,Bamford,FWD,LEE,7700000,0,25,4.2,5.45454545454545E-07,3.24675324675325E-06,0,2017237,2,12,0,0,0,2,0,3.2,467,-3,0,25,3,0,0,0,2,0,0,0,2,2.9,877994,0,-1,0,0,458,45,0,0,82,Tottenham,Leicester,Aston Villa,Norwich,Wolverhampton,0,0,0,0,0,5.4,3.7,3.9,4,3.5,4.8,4.4,44.1
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,5317,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6154,0,-1,0,0,0,31,0,0,0,Burnley,Wolverhampton,Man City,Newcastle,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,20518,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.2,23385,0,-1,0,0,0,31,0,0,0,Wolverhampton,Liverpool,Aston Villa,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,0,32,1.23076923076923,2.51177394034537E-07,6.53061224489796E-06,0,9485,0,14,0,0,0,1,0,6.5,57,-1,0,32,1,0.1,0,0.5,2,0,2,0,0,0,8694,0,-1,0,0,836,13,0,1,108,Newcastle,Norwich,Burnley,Leicester,Chelsea,0.8,0.7,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.7,0.6,0.6,34.4
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,67872,0,0,0,0,0,0,0,0,187,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,39538,0,-1,0,0,0,97,0,0,0,Crystal Palace,Leicester,Chelsea,Brentford F.C.,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,7,0.28,5.38461538461539E-08,1.34615384615385E-06,0,12757,0,1,0,0,0,0,0,1.3,39,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,5553,0,-1,0,0,150,16,0,0,18,Burnley,Newcastle,Norwich,Brentford F.C.,Southampton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.3
Ashley,Barnes,FWD,BUR,5200000,1,14,0.608695652173913,1.17056856187291E-07,2.69230769230769E-06,0,224381,2,10,0,0,0,0,0,2.7,545,-3,0,14,3,0.1,0,0.7,0,0,1,0,0,0.7,118527,0,-1,0,0,400,613,0,0,14,Crystal Palace,Leicester,Chelsea,Brentford F.C.,Southampton,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.2
Harvey,Barnes,MID,LEI,6500000,0,65,3.6,5.53846153846154E-07,1E-05,0,1063996,2,24,0,0,0,2,0,10,877,-5,0,65,5,0.2,0,1.5,4,0,3,0,6,2.1,271056,0,-1,0,1,1204,874,0,0,172,Burnley,Leeds United F.C.,Arsenal,Brentford F.C.,Man Utd,3.3,3.6,2.4,3.6,2.8,4,3.4,3.9,2.6,3.6,4.2,4.1,108.6
Lewis,Bate,MID,LEE,4500000,0,1,0.04,8.88888888888889E-09,2.22222222222222E-07,0,128760,0,2,0,0,0,0,0,0.2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,131207,0,-1,0,0,42,11,0,0,2,Tottenham,Leicester,Aston Villa,Norwich,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,14234,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,-1,0,0,0,0,0,0,0,Burnley,Newcastle,Norwich,Brentford F.C.,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,21020,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,21069,0,-1,0,0,0,7,0,0,0,West Ham,Brighton,Arsenal,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,6,77,3.7,8.40909090909091E-07,1.75E-05,0,158481,5,28,0,0,0,3,0,17.5,2117,-1,0,77,1,0.7,0,3,12,0,6,0,0,1.6,204244,1,-1,0,1,1729,7855,0,0,364,Norwich,Aston Villa,Newcastle,Watford,Burnley,4.2,7.1,3.2,4,4.2,5.1,5,4,4.2,4.4,5.4,3,77.6
Asmir,Begovic,GLK,EVE,4000000,0,1,0.0434782608695652,1.08695652173913E-08,2.5E-07,0,190718,0,3,0,1,0,0,0,0.2,1502,0,0,1,0,0,0,0,0,0,0,0,0,2.5,211256,0,-1,0,0,90,118,0,0,9,Man City,Tottenham,Wolverhampton,Newcastle,Watford,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,70491,0,0,0,0,0,0,0,0,20,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Watford,Leicester,Liverpool,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,5900000,0,93,3.57692307692308,6.0625814863103E-07,1.57627118644068E-05,0,4025294,0,20,0,0,0,5,0,15.8,10009,-1,0,93,1,0.2,0,1,9,0,6,0,4,11.6,4096544,0,-1,0,2,1578,1708,0,0,315,Wolverhampton,Liverpool,Aston Villa,Tottenham,Everton,3.6,1.8,3.8,2.6,3.6,2.9,4.1,2.7,3.4,3.7,2.5,3.3,126
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Crystal Palace,Leicester,Chelsea,Brentford F.C.,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo,Bentancur,MID,TOT,4900000,0,5,0.208333333333333,4.25170068027211E-08,1.02040816326531E-06,0,4684,1,6,0,0,0,0,0,1,1123,-1,1,5,1,0.2,0,1,0,0,0,0,0,0,7733,0,-1,0,0,255,24,-1,0,29,Leeds United F.C.,Everton,Man Utd,Brighton,West Ham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.9
Christian,Benteke,FWD,CRY,6100000,0,54,2.07692307692308,3.40479192938209E-07,8.85245901639344E-06,0,519330,3,19,0,0,0,4,0,8.9,2580,-4,0,54,4,0,0,0,6,0,4,0,1,1.4,493836,0,-1,0,1,1084,333,0,0,166,Burnley,Wolverhampton,Man City,Newcastle,Arsenal,1.8,1.2,1.3,1.3,1.7,1.7,1.5,2.6,1.2,2.1,1.2,1.6,91.9
Steven,Bergwijn,MID,TOT,5900000,1,39,1.625,2.75423728813559E-07,6.61016949152542E-06,0,165751,1,4,0,0,0,2,0,6.6,1175,-1,0,39,1,0.1,0,0.8,3,0,3,0,2,0.4,149527,0,-1,0,1,459,151,0,0,99,Leeds United F.C.,Everton,Man Utd,Brighton,West Ham,0.8,1.1,1.7,0.9,1.4,0.8,1,0.8,1,0.8,1.3,1,42.1
,Bernard,MID,EVE,5500000,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man City,Tottenham,Wolverhampton,Newcastle,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,BHA,4000000,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Aston Villa,Newcastle,Liverpool,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,MID,MCI,7300000,3,122,4.7,6.43835616438356E-07,1.67123287671233E-05,0,2588961,5,16,0,0,0,7,0,16.7,45834,3,0,122,-3,0.5,0,3.5,13,0,14,0,5,19.1,4040502,0,-1,0,3,2227,9643,0,0,520,Everton,Man Utd,Crystal Palace,Brighton,Burnley,4.1,4.2,4.6,5,5.2,3.8,5.9,5.8,4.3,6.1,3.9,5.4,199.5
Ryan,Bertrand,DEF,LEI,4600000,0,4,0.173913043478261,3.78071833648393E-08,8.69565217391304E-07,0,148326,1,7,0,0,0,0,0,0.9,95,-4,0,4,4,0,0,0,0,0,0,0,0,0.3,19209,0,-1,0,0,337,6,0,0,32,Burnley,Leeds United F.C.,Arsenal,Brentford F.C.,Man Utd,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Marcus,Bettinelli,GLK,CHE,4000000,0,0,0,0,0,0,4306,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,5854,0,-1,0,0,0,31,0,0,0,Burnley,Newcastle,Norwich,Brentford F.C.,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
