FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jamie,Bowden,MID,TOT,4500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-1,0,0,0,5,0,0,0,Newcastle,Aston Villa,Brighton,Brentford F.C.,Leicester,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6800000,13,166,5.7,8.38235294117647E-07,2.44117647058824E-05,0,3223285,3,35,0,0,0,9,0,24.4,13526,3,0,166,-3,0.6,0,4.3,19,0,7,0,14,10.8,3985375,0,-1,0,5,2430,81605,0,0,472,Everton,Brentford F.C.,Burnley,Chelsea,Arsenal,7.3,5.5,7.9,5.1,6.6,6.9,5.4,6.6,227.3
Conor,Bradley,DEF,LIV,4000000,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,2,0,0,0,Watford,Man City,Man Utd,Everton,Newcastle,0,0,0,0,0,0,0,0,0
Jarrad,Branthwaite,DEF,EVE,4000000,0,9,0.333333333333333,8.33333333333333E-08,2.25E-06,0,43781,0,6,0,0,0,1,0,2.2,201,0,0,9,0,0,0,0,1,0,0,0,0,0.3,54379,0,-1,0,0,190,113,0,0,37,West Ham,Burnley,Man Utd,Leicester,Liverpool,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.2,10.3
Nathan,Broadhead,FWD,EVE,4500000,0,0,0,0,0,0,5368,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,0,-1,0,0,0,0,0,0,0,West Ham,Burnley,Man Utd,Leicester,Liverpool,0,0,0,0,0,0,0,0,0
Armando,Broja,FWD,SOU,5500000,2,83,3.2,5.81818181818182E-07,1.50909090909091E-05,0,1177324,1,29,0,0,0,6,0,15.1,68560,5,0,83,-5,0.3,0,1.7,11,0,4,0,2,13.1,2286790,0,-1,0,1,1599,2654,0,0,220,Leeds United F.C.,Chelsea,Arsenal,Burnley,Brighton,0,0,5.9,3,3.4,2.7,2.7,2.9,100.3
Josh,Brownhill,MID,BUR,4300000,2,56,2.2,5.11627906976744E-07,1.30232558139535E-05,0,796344,8,32,0,0,0,1,0,13,3444,-2,0,56,2,0.3,0,1.3,3,0,5,0,1,2.8,718377,0,-1,0,1,2100,3342,0,0,279,Man City,Everton,Norwich,West Ham,Southampton,2.8,1.8,3,1.6,2.1,1.6,2.7,2,95.2
,Bruno Guimaraes,MID,NEW,4900000,1,19,0.655172413793103,1.33708655876144E-07,3.87755102040816E-06,0,20359,1,5,0,0,0,1,0,3.9,678,-1,0,19,1,0.7,0,3.5,3,0,0,0,0,0.2,40145,0,-1,0,0,318,897,0,0,75,Tottenham,Wolverhampton,Leicester,Crystal Palace,Norwich,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,26.3
Lewis,Brunt,MID,LEI,4500000,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,-1,0,0,0,16,0,0,0,Man Utd,Crystal Palace,Newcastle,Everton,Aston Villa,0,0,0,0,0,0,0,0,0
,Bryan,MID,TOT,5700000,0,9,1,1.75438596491228E-07,1.57894736842105E-06,0,13635,0,1,0,0,0,0,0,1.6,14,-3,0,9,3,0,0,0,0,0,0,0,0,0.1,5361,0,-1,0,0,86,0,0,0,32,Newcastle,Aston Villa,Brighton,Brentford F.C.,Leicester,0,0,0,0,0,0,0,0,8.5
,Buendia,MID,AVL,6200000,1,76,2.8,4.51612903225806E-07,1.2258064516129E-05,0,520825,1,26,0,0,0,2,0,12.3,938,-3,0,76,3,0.3,0,2,5,0,6,0,4,1,185736,0,-1,0,2,1547,91,0,0,283,Wolverhampton,Tottenham,Leicester,Norwich,Burnley,2.7,2.3,0,1.8,2.9,4.1,5.2,1.4,127.8
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,24043,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0.1,26278,0,-1,0,0,0,87,0,0,0,Aston Villa,Newcastle,Burnley,Brighton,Chelsea,0,0,0,0,0,0,0,0,0
Dan,Burn,DEF,NEW,4400000,-1,59,2.8,6.36363636363636E-07,1.34090909090909E-05,0,161054,7,22,0,0,0,1,0,13.4,1013,-1,0,59,1,0.5,0,2,2,0,5,0,1,0.6,213471,0,-1,0,0,1741,1986,0,0,302,Tottenham,Wolverhampton,Leicester,Crystal Palace,Norwich,2.6,2.7,5.4,2.2,4,3.5,3.3,2.9,72.4
Jack,Butland,GLK,CRY,4400000,0,19,0.655172413793103,1.48902821316614E-07,4.31818181818182E-06,0,154314,0,9,0,10,0,0,0,4.3,138,-1,0,19,1,0,0,0,3,0,0,0,0,0.4,146879,0,-1,1,1,495,39,0,0,81,Arsenal,Leicester,Newcastle,Leeds United F.C.,Southampton,0.3,0.3,0.3,0.4,0.3,0.3,0.6,0.3,10.9
Sam,Byram,DEF,NOR,4400000,6,9,0.310344827586207,7.05329153605016E-08,2.04545454545455E-06,0,3743,2,9,0,0,0,0,0,2,16,-1,0,9,1,0.5,0,2,0,0,1,0,0,0,2429,0,-1,0,0,358,42,0,0,57,Brighton,Burnley,Man Utd,Newcastle,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,18.7
Willy,Caballero,GLK,SOU,4200000,0,2,0.0689655172413793,1.64203612479475E-08,4.76190476190476E-07,0,7793,1,5,0,6,0,0,0,0.5,35,-3,0,2,3,0,0,0,0,0,0,0,0,0,9825,0,-1,0,0,180,54,0,0,23,Leeds United F.C.,Chelsea,Arsenal,Burnley,Brighton,0,0,0,0,0,0,0,0,5.4
Moises,Caicedo,MID,BHA,4500000,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,-1,0,0,0,0,0,0,0,Norwich,Arsenal,Tottenham,Man City,Southampton,0,0,0,0,0,0,0,0,0
Dominic,Calvert-Lewin,FWD,EVE,7700000,2,37,3.4,4.41558441558442E-07,4.80519480519481E-06,0,2022829,2,18,0,0,0,3,0,4.8,4962,-3,0,37,3,0.2,1,1.6,5,0,2,0,1,3.7,1436944,0,-1,0,0,838,1692,0,0,112,West Ham,Burnley,Man Utd,Leicester,Liverpool,5.7,3.6,4.4,2.1,2.7,7.3,7.7,2.5,63.2
Chem,Campbell,MID,WOL,4400000,0,0,0,0,0,0,36839,0,0,0,0,0,0,0,0,79,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,40217,0,-1,0,0,0,68,0,0,0,Aston Villa,Newcastle,Burnley,Brighton,Chelsea,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,7000000,6,168,6,8.57142857142857E-07,2.4E-05,0,2623425,5,17,0,0,0,1,0,24,11624,10,0,168,-10,1.1,0,7.5,26,0,16,0,8,38.5,5175007,0,-1,0,6,2507,18680,0,0,668,Burnley,Liverpool,Brighton,Watford,Leeds United F.C.,7.8,8.3,7.7,6.2,7.7,7.1,7.4,8,186
Sergi,Canos,MID,BRE,5500000,1,77,2.7,4.90909090909091E-07,1.4E-05,0,446315,6,35,0,0,0,2,0,14,519,0,0,77,0,0.2,0,1.3,5,0,8,0,3,1.1,418865,1,-1,0,1,2049,52,0,0,255,Chelsea,West Ham,Watford,Tottenham,Man Utd,1.7,2.1,2.8,2.2,1.8,2.7,1.7,2.3,105.2
Todd,Cantwell,MID,NOR,5300000,0,10,1.2,2.26415094339623E-07,1.88679245283019E-06,0,72242,2,15,0,0,0,0,0,1.9,22,-2,0,10,2,0,0,0,0,0,0,0,0,0.2,28054,0,-1,0,0,438,0,0,0,48,Brighton,Burnley,Man Utd,Newcastle,Aston Villa,0,0,0,0,0,0,0,0,10.3
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,185924,0,0,0,0,0,0,0,0,611,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,288293,0,-1,0,0,0,559,0,0,0,Burnley,Liverpool,Brighton,Watford,Leeds United F.C.,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5300000,1,121,4,7.54716981132075E-07,2.28301886792453E-05,0,724174,8,38,0,0,0,3,0,22.8,20858,3,0,121,-3,1,0,5.5,11,0,11,0,3,9.4,1363463,0,-1,0,3,2657,10503,0,0,502,Wolverhampton,Tottenham,Leicester,Norwich,Burnley,4.8,5.3,0,3.7,4.5,10.6,9.6,5.2,135.3
,Casilla,GLK,LEE,4500000,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Southampton,Watford,Crystal Palace,Man City,Arsenal,0,0,0,0,0,0,0,0,0
Timothy,Castagne,DEF,LEI,5300000,2,45,2.5,4.71698113207547E-07,8.49056603773585E-06,0,157136,1,22,0,0,0,1,0,8.5,365,-2,0,45,2,1,0,5.3,3,0,3,0,0,0.6,117313,0,-1,0,1,1424,9126,0,0,224,Man Utd,Crystal Palace,Newcastle,Everton,Aston Villa,2.2,2.2,3.5,2.4,2.2,5.2,4.5,2.3,44.9
Craig,Cathcart,DEF,WAT,4300000,0,45,1.7,3.95348837209302E-07,1.04651162790698E-05,0,56955,3,48,0,0,0,0,0,10.5,317,-2,0,45,2,0.1,0,0.3,1,0,3,0,1,0.3,65566,0,-1,0,0,2185,43,0,0,362,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,Burnley,2,1.5,1.5,2,1.4,2.4,1.1,1.8,55.3
Edinson,Cavani,FWD,MUN,8400000,0,30,2.5,2.97619047619048E-07,3.57142857142857E-06,0,626485,0,6,0,0,0,2,0,3.6,508,-1,0,30,1,0.1,0,0.5,2,0,1,0,1,1.7,168554,0,-1,0,0,610,28,0,0,94,Leicester,Everton,Norwich,Liverpool,Arsenal,0,0,4,1.8,2.2,2.4,1.4,1.8,41.3
,Cedric,DEF,ARS,4200000,1,25,0.892857142857143,2.12585034013605E-07,5.95238095238095E-06,0,31557,3,16,0,0,0,0,0,6,407,-3,0,25,3,0.8,0,3.2,0,0,3,0,0,0.3,35057,0,-1,0,0,894,1739,0,0,173,Crystal Palace,Brighton,Southampton,Chelsea,Man Utd,0.4,0.5,1,0.4,0.5,1,0.4,0.6,36.4
Nathaniel,Chalobah,MID,WAT,5000000,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,-1,0,0,0,0,0,0,0,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,Burnley,0,0,0,0,0,0,0,0,0
Trevoh,Chalobah,DEF,CHE,4700000,0,83,2.96428571428571,6.30699088145897E-07,1.76595744680851E-05,0,812668,2,8,0,0,0,3,0,17.7,8380,-3,0,83,3,1.1,0,5.3,9,0,7,0,1,3,920899,0,-1,0,3,1177,4304,0,0,325,Brentford F.C.,Southampton,Arsenal,West Ham,Everton,3.5,2.3,3.2,3.8,3,5.9,6,1.9,51.4
,Chamberlain,MID,LIV,5800000,0,42,1.44827586206897,2.49702734839477E-07,7.24137931034483E-06,0,33849,0,7,0,0,0,2,0,7.2,111,-2,0,42,2,0,0,0,2,0,3,0,1,0.2,35085,0,-1,0,0,777,18,0,0,148,Watford,Man City,Man Utd,Everton,Newcastle,1,0.7,0.7,0.9,0.8,1.5,0.7,0.8,54
Calum,Chambers,DEF,AVL,4200000,0,27,0.931034482758621,2.21674876847291E-07,6.42857142857143E-06,0,40042,0,11,0,0,0,1,0,6.4,980,-3,0,27,3,0.9,0,3.8,2,0,2,0,0,0.4,38575,0,-1,0,1,621,823,0,0,126,Wolverhampton,Tottenham,Leicester,Norwich,Burnley,0.5,0.6,0,0.5,0.5,1.4,1.1,0.7,24.1
Kgaogelo,Chauke,MID,SOU,4500000,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,-1,0,0,0,24,0,0,0,Leeds United F.C.,Chelsea,Arsenal,Burnley,Brighton,0,0,0,0,0,0,0,0,0
Daniel,Chesters,MID,WHU,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,102,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,244,0,-1,0,0,1,17,0,0,3,Everton,Brentford F.C.,Burnley,Chelsea,Arsenal,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5600000,0,54,9,1.60714285714286E-06,9.64285714285714E-06,0,2367934,0,2,0,0,0,3,0,9.6,469,-4,0,54,4,0,0,0,5,0,4,0,1,3,1605721,0,-1,0,2,540,19,0,0,158,Brentford F.C.,Southampton,Arsenal,West Ham,Everton,0,0,0,0,0,0,0,0,54
,Chiquinho,MID,WOL,5500000,1,8,0.266666666666667,4.84848484848485E-08,1.45454545454545E-06,0,565,0,0,0,0,0,0,0,1.5,19,0,0,8,0,0.3,0,1.5,0,0,0,0,1,0,758,0,-1,0,0,49,10,0,0,20,Aston Villa,Newcastle,Burnley,Brighton,Chelsea,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,13
Hamza,Choudhury,MID,LEI,4400000,1,8,0.296296296296296,6.73400673400673E-08,1.81818181818182E-06,0,16219,1,4,0,0,0,0,0,1.8,43,-1,0,8,1,0.1,0,0.3,0,0,1,0,0,0.1,12179,0,-1,0,0,284,28,0,0,41,Man Utd,Crystal Palace,Newcastle,Everton,Aston Villa,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,5.3
Benjamin,Chrisene,MID,AVL,4500000,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,-1,0,0,0,5,0,0,0,Wolverhampton,Tottenham,Leicester,Norwich,Burnley,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,4600000,0,57,2.03571428571429,4.42546583850932E-07,1.23913043478261E-05,0,578659,2,9,0,0,0,0,0,12.4,689,-4,0,57,4,0.7,0,3,3,0,7,0,0,1.4,567588,0,-1,0,0,1269,204,0,0,284,Brentford F.C.,Southampton,Arsenal,West Ham,Everton,2,1.2,1.8,2.2,1.7,3.3,3.3,1,35.6
Carney,Chukwuemeka,MID,AVL,4500000,0,13,0.448275862068966,9.96168582375479E-08,2.88888888888889E-06,0,8038,0,3,0,0,0,0,0,2.9,42,0,0,13,0,0,0,0,0,0,0,0,1,0.1,7820,0,-1,0,0,186,34,0,0,39,Wolverhampton,Tottenham,Leicester,Norwich,Burnley,0.2,0.2,0,0.2,0.2,0.4,0.4,0.2,11.5
Ciaran,Clark,DEF,NEW,4400000,0,14,0.482758620689655,1.09717868338558E-07,3.18181818181818E-06,0,19964,2,27,0,0,0,0,0,3.2,20,-1,0,14,1,0,0,0,1,0,0,0,1,0.1,12677,0,-1,0,0,1012,4,0,1,131,Tottenham,Wolverhampton,Leicester,Crystal Palace,Norwich,0,0,0,0,0,0.2,0.2,0.2,33.1
Tom,Cleverley,MID,WAT,4800000,1,42,1.8,3.75E-07,8.75E-06,0,28681,2,29,0,0,0,0,0,8.8,39,-2,0,42,2,0.2,0,1,0,0,2,0,2,0.1,23132,0,-1,0,0,1374,18,0,0,174,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,Burnley,0.9,1,1,0.9,1.2,2.2,1,1,63.9
Nathaniel,Clyne,DEF,CRY,4300000,6,26,0.896551724137931,2.0850040096231E-07,6.04651162790698E-06,0,9784,1,4,0,0,0,0,0,6,110,-2,0,26,2,1.4,0,6,0,0,3,0,0,0.1,9080,0,-1,0,0,631,1196,0,0,116,Arsenal,Leicester,Newcastle,Leeds United F.C.,Southampton,0.5,0.4,0.4,0.6,0.4,0.4,0.8,0.5,11
Conor,Coady,DEF,WOL,4900000,1,124,4,8.16326530612245E-07,2.53061224489796E-05,0,1076014,3,27,0,0,0,3,0,25.3,18172,4,0,124,-4,1.1,0,5.5,9,0,11,0,0,17.5,2075857,0,-1,0,1,2776,16693,0,0,571,Aston Villa,Newcastle,Burnley,Brighton,Chelsea,4.2,3.6,0,5.4,4.3,5.7,4,5.4,78.3
Seamus,Coleman,DEF,EVE,4900000,0,58,2.6,5.30612244897959E-07,1.18367346938776E-05,0,155964,2,41,0,0,0,1,0,11.8,2856,-1,0,58,1,0.4,0,1.8,6,0,4,0,1,0.8,157759,0,-1,0,2,1943,192,0,0,312,West Ham,Burnley,Man Utd,Leicester,Liverpool,4.9,2.7,2.5,3.1,3.3,3.3,5.6,2.2,72.4
Nathan,Collins,DEF,BUR,4300000,0,19,0.703703703703704,1.6365202411714E-07,4.41860465116279E-06,0,11895,1,13,0,0,0,0,0,4.4,32,-2,0,19,2,-0.2,0,-0.7,0,0,3,0,0,0.1,8061,0,-1,0,0,770,36,0,1,126,Man City,Everton,Norwich,West Ham,Southampton,0.9,0.4,0.8,0.4,0.4,0.4,0.8,0.4,28
Aaron,Connolly,FWD,BHA,5300000,0,5,1.2,2.26415094339623E-07,9.43396226415094E-07,0,32515,0,1,0,0,0,0,0,0.9,15,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,19775,0,-1,0,0,154,0,0,0,12,Norwich,Arsenal,Tottenham,Man City,Southampton,0,0,0,0,0,0,0,0,3.1
Kamil,Conteh,MID,WAT,4500000,0,0,0,0,0,0,6799,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.1,14430,0,-1,0,0,0,0,0,0,0,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,Burnley,0,0,0,0,0,0,0,0,0
Liam,Cooper,DEF,LEE,4400000,2,43,2.7,6.13636363636364E-07,9.77272727272727E-06,0,79310,4,21,0,0,0,0,0,9.8,47,-1,0,43,1,0.1,0,0.5,4,0,3,0,2,0.2,64116,0,-1,0,1,1364,90,0,0,268,Southampton,Watford,Crystal Palace,Man City,Arsenal,2.6,1.9,0,1.8,3.7,5.9,2.8,2.8,41.5
Jack,Cork,MID,BUR,4400000,2,24,0.888888888888889,2.02020202020202E-07,5.45454545454545E-06,0,23337,2,17,0,0,0,0,0,5.5,63,-1,0,24,1,0.2,0,0.7,0,0,4,0,0,0.1,19860,0,-1,0,0,950,43,0,0,60,Man City,Everton,Norwich,West Ham,Southampton,0.8,0.4,0.8,0.4,0.5,0.4,0.8,0.5,14
Maxwel,Cornet,MID,BUR,5900000,1,65,2.40740740740741,4.08035153797866E-07,1.10169491525424E-05,0,475515,2,15,0,0,0,6,0,11,1751,-1,0,65,1,0.2,0,1,5,0,4,0,0,0.8,529862,0,-1,0,1,1141,907,0,0,154,Man City,Everton,Norwich,West Ham,Southampton,3.1,2.1,3.4,1.9,2.4,1.9,3.1,2.3,74.9
,Costa,MID,LEE,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,15052,0,0,0,0,0,0,0,0.2,5,-1,0,1,1,0,0,0,0,0,0,0,0,0,1668,0,-1,0,0,21,0,0,0,1,Southampton,Watford,Crystal Palace,Man City,Arsenal,0,0,0,0,0,0,0,0,0
Vladimir,Coufal,DEF,WHU,4700000,0,58,2.6,5.53191489361702E-07,1.23404255319149E-05,0,1447882,2,27,0,0,0,0,0,12.3,920,-3,0,58,3,0,0,0,3,0,5,0,3,3.1,712112,0,-1,0,1,1677,237,0,1,300,Everton,Brentford F.C.,Burnley,Chelsea,Arsenal,3.1,2.5,3.1,2.9,3,1.9,3.7,2.6,77.8
,Coutinho,MID,AVL,7300000,2,61,2.10344827586207,2.8814359943316E-07,8.35616438356164E-06,0,887799,0,10,0,0,0,4,0,8.4,115696,3,1,61,-3,0.5,0,4,7,0,4,0,3,21.4,2800548,0,-1,0,2,846,5833,-1,0,201,Wolverhampton,Tottenham,Leicester,Norwich,Burnley,1.7,1.4,0,1.1,1.9,2.7,3.3,1.1,76.5
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,7927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,0,-1,0,0,0,0,0,0,0,Everton,Brentford F.C.,Burnley,Chelsea,Arsenal,0,0,0,0,0,0,0,0,0
Matthew,Cox,GLK,BRE,4000000,0,0,0,0,0,0,139199,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0.1,143490,0,-1,0,0,0,24,0,0,0,Chelsea,West Ham,Watford,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5400000,9,102,4.2,7.77777777777778E-07,1.88888888888889E-05,0,1838191,2,27,0,0,0,2,0,18.9,2055,-1,0,102,1,0.7,0,3.7,17,0,6,0,4,8,1105107,0,-1,0,1,2096,21473,0,0,467,Everton,Brentford F.C.,Burnley,Chelsea,Arsenal,6,5,6,5.3,5.8,4,6,5.2,108.6
Charlie,Cresswell,DEF,LEE,4000000,0,4,0.133333333333333,3.33333333333333E-08,1E-06,0,50514,1,4,0,0,0,0,0,1,146,0,0,4,0,0,0,0,0,0,0,0,0,0.3,62279,0,-1,0,0,140,167,0,0,19,Southampton,Watford,Crystal Palace,Man City,Arsenal,0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,3.3
,Cucho,FWD,WAT,5100000,1,60,2.06896551724138,4.05679513184584E-07,1.17647058823529E-05,0,443486,3,32,0,0,0,5,0,11.8,3930,1,-1,60,-1,0.8,0,4.3,8,0,1,0,2,3.1,622833,1,-1,0,1,1082,33152,1,0,244,Liverpool,Leeds United F.C.,Brentford F.C.,Man City,Burnley,1.1,2.2,1.6,1.2,1.5,3.3,1.8,1.2,97.7
Marc,Cucurella,DEF,BHA,5000000,8,91,3.4,6.8E-07,1.82E-05,0,467587,4,31,0,0,0,0,0,18.2,3231,0,0,91,0,0.7,0,3.3,16,0,8,0,1,2.7,683512,0,-1,0,1,2369,3032,0,0,498,Norwich,Arsenal,Tottenham,Man City,Southampton,3.2,4,8.7,3.2,4.1,3.4,4.2,4.4,119.9
Luke,Cundle,MID,WOL,4400000,0,4,0.133333333333333,3.03030303030303E-08,9.09090909090909E-07,0,11384,0,0,0,0,0,0,0,0.9,20,-1,0,4,1,0,0,0,0,0,1,0,0,0.1,11764,0,-1,0,0,84,13,0,0,15,Aston Villa,Newcastle,Burnley,Brighton,Chelsea,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,2
Patrick,Cutrone,FWD,WOL,5000000,0,0,0,0,0,0,17094,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,-1,0,0,0,0,0,0,0,Aston Villa,Newcastle,Burnley,Brighton,Chelsea,0,0,0,0,0,0,0,0,0
Patson,Daka,FWD,LEI,7100000,1,52,1.92592592592593,2.71257172665623E-07,7.32394366197183E-06,0,465695,1,13,0,0,0,4,0,7.3,3397,-4,0,52,4,0.1,0,0.7,5,0,2,0,3,1.4,448331,0,-1,0,1,763,888,0,0,166,Man Utd,Crystal Palace,Newcastle,Everton,Aston Villa,1.3,1.5,2.6,1.5,1,3.9,2.8,1.9,67.4
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,-1,0,0,0,0,0,0,0,Man Utd,Crystal Palace,Newcastle,Everton,Aston Villa,0,0,0,0,0,0,0,0,0
Stuart,Dallas,MID,LEE,4900000,2,73,2.4,4.89795918367347E-07,1.48979591836735E-05,0,1155104,5,65,0,0,0,1,0,14.9,999,-6,0,73,6,0.4,0,2,6,0,3,0,1,3,298623,0,-1,0,0,2695,263,0,0,446,Southampton,Watford,Crystal Palace,Man City,Arsenal,2.3,2.3,0,1.5,1.2,2.7,1.8,1.5,132.4
,Dalot,DEF,MUN,4200000,2,44,1.51724137931034,3.61247947454844E-07,1.04761904761905E-05,0,466764,2,14,0,0,0,0,0,10.5,1606,-3,0,44,3,0.4,0,1.5,5,0,4,0,0,1.7,596817,0,-1,0,0,1179,2966,0,0,266,Leicester,Everton,Norwich,Liverpool,Arsenal,0.9,1.1,2.6,1.1,1.3,1.3,1.3,0.8,56.8
Karl,Darlow,GLK,NEW,4500000,0,20,0.689655172413793,1.53256704980843E-07,4.44444444444444E-06,0,77304,1,15,0,24,0,0,0,4.4,128,0,0,20,0,0,0,0,3,0,0,0,0,0.3,44794,0,-1,0,0,720,165,0,0,110,Tottenham,Wolverhampton,Leicester,Crystal Palace,Norwich,0.3,0.3,0.6,0.3,0.6,0.4,0.4,0.3,15.8
Pelenda Joshua,Dasilva,MID,BRE,5300000,0,2,0.0666666666666667,1.25786163522013E-08,3.77358490566038E-07,0,2247,0,4,0,0,0,0,0,0.4,17,-2,0,2,2,0,0,0,0,0,0,0,0,0,1053,0,-1,0,0,134,6,0,1,9,Chelsea,West Ham,Watford,Tottenham,Man Utd,0,0,0,0,0,0,0,0,4.4
Ben,Davies,DEF,LIV,4000000,0,0,0,0,0,0,24897,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1080,0,-1,0,0,0,0,0,0,0,Watford,Man City,Man Utd,Everton,Newcastle,0,0,0,0,0,0,0,0,0
Ben,Davies,DEF,TOT,4400000,8,72,3.4,7.72727272727273E-07,1.63636363636364E-05,0,212580,3,27,0,0,0,1,0,16.4,1271,-1,0,72,1,1,0,4.6,3,0,7,0,2,1.8,337478,0,-1,0,1,1826,5180,0,0,344,Newcastle,Aston Villa,Brighton,Brentford F.C.,Leicester,3.3,3.2,3.9,3.8,3.7,8.4,4.5,3,71.8
Tom,Davies,MID,EVE,4800000,0,11,0.407407407407407,8.48765432098765E-08,2.29166666666667E-06,0,11413,0,5,0,0,0,1,0,2.3,9,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6139,0,-1,0,0,154,3,0,0,39,West Ham,Burnley,Man Utd,Leicester,Liverpool,0,0,0,0,0,0.4,0.4,0.2,15
Keinan,Davis,FWD,AVL,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,414202,0,0,0,0,0,0,0,0.2,433,0,0,1,0,0,0,0,0,0,0,0,0,1.5,347758,0,-1,0,0,11,0,0,0,2,Wolverhampton,Tottenham,Leicester,Norwich,Burnley,0,0,0,0,0,0,0,0,0.1
Craig,Dawson,DEF,WHU,4900000,2,77,2.8,5.71428571428571E-07,1.57142857142857E-05,0,127532,4,34,0,0,0,2,0,15.7,1802,-1,0,77,1,0.5,0,2.3,1,0,5,0,2,1.1,193443,0,-1,0,0,2241,1162,0,0,390,Everton,Brentford F.C.,Burnley,Chelsea,Arsenal,3.5,2.8,3.5,3.3,3.3,2.1,4,2.9,97
Lucas,De Bolle,MID,NEW,4400000,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,584,0,-1,0,0,0,34,0,0,0,Tottenham,Wolverhampton,Leicester,Crystal Palace,Norwich,0,0,0,0,0,0,0,0,0
