FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Trent,Alexander-Arnold,DEF,LIV,8100000,9,99,7.6,9.38271604938272E-07,1.22222222222222E-05,0,2027399,1,10,0,0,0,1,0,12.2,7275,6,-1,99,-6,1.2,0,9.4,18,0,8,0,7,40,2691206,0,-1,0,4,1143,43099,1,0,411,Wolverhampton,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,10.6,11,9.2,9.5,10.6,10,11,9.9,9.3,9.3,9.9,10.5,9.3,10.1,10.4,9.4,8.3,10.1,9.4,10.6,8.7,10.9,9.1,9.6,127.9
,Alisson,GLK,LIV,6000000,6,66,4.7,7.83333333333333E-07,1.1E-05,0,525589,0,12,0,31,0,0,0,11,5361,0,0,66,0,0.7,0,4.4,5,0,8,0,0,7.7,513506,1,-1,0,1,1260,8234,0,0,311,Wolverhampton,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,5.5,6.1,4.6,5.9,6.6,5.1,6.8,6.1,4.7,4.6,5.4,5.9,5.8,6.1,6.2,5.3,4,6.3,5,6.4,4.3,6.7,4.5,4.9,30.1
,Allan,MID,EVE,4500000,0,37,2.6,5.77777777777778E-07,8.22222222222222E-06,0,652582,2,23,0,0,0,0,0,8.2,12820,0,0,37,0,0.4,0,1.6,2,0,3,0,2,5.4,933480,0,-1,0,0,1232,6871,0,0,193,Arsenal,Crystal Palace,Chelsea,Leicester,Burnley,2.4,1.6,1.6,2,1.9,2.8,2,2.1,2.6,2.1,2.2,1.9,1.5,1.3,2.6,2.3,1.4,1.6,2.6,1.3,1.5,1.8,2,1.3,40.6
Miguel,Almiron,MID,NEW,5200000,3,22,1.7,3.26923076923077E-07,4.23076923076923E-06,0,56562,1,20,0,0,0,0,0,4.2,347,-3,0,22,3,0.2,0,1.2,0,0,1,0,0,0.2,34093,0,-1,0,0,815,176,0,0,96,Burnley,Leicester,Liverpool,Man City,Man Utd,1.3,0.9,0.8,0.8,0.8,0.8,1,1.5,0.8,1.1,1.3,0.8,0.8,1,0.8,1.3,0.8,1.3,1,1.1,0.8,0.8,1.2,1,38.9
Marcos,Alonso,DEF,CHE,5700000,1,43,4.8,8.42105263157895E-07,7.54385964912281E-06,0,2275229,3,6,0,0,0,1,0,7.5,39760,2,0,43,-2,0.2,0,1,4,0,4,0,1,10.3,2617670,0,-1,0,2,773,2240,0,0,179,West Ham,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,0,6.3,6.2,6,5.5,5.6,5.8,6.7,6.5,0,0,5.2,4.3,5.9,4.3,5.9,5.8,5,6.5,5.8,6.4,4.5,6.8,3.7,58.4
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,25809,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0.2,818,0,-1,0,0,0,0,0,0,0,Chelsea,Burnley,Arsenal,Norwich,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4800000,0,3,0.214285714285714,4.46428571428571E-08,6.25E-07,0,5293,0,1,0,0,0,0,0,0.6,27,-2,0,3,2,0,0,0,0,0,0,0,0,0,2490,0,-1,0,0,90,3,0,0,14,Southampton,Tottenham,Wolverhampton,Man Utd,Brentford F.C.,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Daniel,Amartey,DEF,LEI,3800000,0,12,0.857142857142857,2.25563909774436E-07,3.15789473684211E-06,0,1173466,1,13,0,0,0,0,0,3.2,8544,-2,0,12,2,0.1,0,0.2,0,0,1,0,0,9.1,760216,0,-1,0,0,605,17677,0,0,96,Aston Villa,Newcastle,Tottenham,Everton,Man City,0.4,0.4,0.8,0.4,0.5,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.5,0.4,0.4,11.1
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,7842,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,West Ham,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,0,40,3.3,7.33333333333333E-07,8.88888888888889E-06,0,56447,3,15,0,0,0,0,0,8.9,1129,0,0,40,0,0.5,0,2.2,3,0,4,0,2,0.4,48474,0,-1,0,0,1023,27,0,0,213,Man Utd,Everton,Southampton,Watford,Tottenham,0,0,3.5,1.7,3.6,4,4.1,3.3,4.6,2.7,3.5,4.2,3.9,2.7,4.4,1.9,4.8,2.5,3,4.6,2.1,2.7,2.4,3.5,32.2
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,0,-1,0,0,0,7,0,0,0,Burnley,Leicester,Liverpool,Man City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,16076,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,Southampton,Tottenham,Wolverhampton,Man Utd,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,3,0.214285714285714,4.3731778425656E-08,6.12244897959184E-07,0,14524,0,3,0,0,0,0,0,0.6,27,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,5912,0,-1,0,0,65,47,0,0,5,Arsenal,Crystal Palace,Chelsea,Leicester,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Michail,Antonio,FWD,WHU,7900000,5,71,5.1,6.45569620253165E-07,8.9873417721519E-06,0,4000570,3,17,0,0,0,6,0,9,50827,4,1,71,-4,0.3,1,2.4,12,0,3,0,5,38.9,5055222,0,-1,0,3,1258,71431,-1,1,254,Chelsea,Burnley,Arsenal,Norwich,Southampton,3.7,6.1,5.2,6.9,6.5,6.6,5.2,7.2,6.9,7,6.9,7.1,5,4.9,6.3,4.6,7.2,6,6.6,4.7,6.7,6.2,5.3,5.8,137.2
Cameron,Archer,FWD,AVL,4500000,0,3,0.214285714285714,4.76190476190476E-08,6.66666666666667E-07,0,120646,0,0,0,0,0,0,0,0.7,2162,0,0,3,0,0,0,0,0,0,0,0,0,1.3,211464,0,-1,0,0,24,1721,0,0,3,Leicester,Liverpool,Norwich,Burnley,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Alphonse,Areola,GLK,WHU,4700000,0,0,0,0,0,0,80280,0,0,0,0,0,0,0,0,539,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,22987,0,-1,0,0,0,320,0,0,0,Chelsea,Burnley,Arsenal,Norwich,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.428571428571429,8.92857142857143E-08,1.25E-06,0,25098,0,0,0,2,0,0,0,1.2,153,-2,0,6,2,0,0,0,0,0,1,0,0,0.2,12111,0,-1,0,0,90,88,0,0,25,West Ham,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.7
Harrison,Ashby,DEF,WHU,4000000,0,0,0,0,0,0,1311,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,0,-1,0,0,0,149,0,0,0,Chelsea,Burnley,Arsenal,Norwich,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,9700000,0,43,3.3,3.4020618556701E-07,4.43298969072165E-06,0,725905,3,15,0,0,0,4,0,4.4,9470,-3,0,43,3,0.1,2,0.8,7,0,6,0,1,2.9,714030,0,-1,0,0,1031,5055,0,0,130,Everton,Southampton,West Ham,Leeds United F.C.,Norwich,2.9,3.9,3.6,3,2.8,2.9,3.1,1.8,4,2.3,0,3.5,2.8,3.6,4.2,2,2.1,3.3,2.4,3.5,2.5,4.5,3.2,4.4,91
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,46835,0,0,0,0,0,0,0,0,60,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Norwich,Brighton,Leicester,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,2,25,1.8,3.10344827586207E-07,4.31034482758621E-06,0,87923,1,15,0,0,0,0,0,4.3,774,-2,0,25,2,0.3,0,1.5,0,0,4,0,1,0.5,58463,0,-1,0,0,881,1078,0,0,81,Man Utd,Everton,Southampton,Watford,Tottenham,1.3,1.8,1.6,1.5,0.9,1.7,1.4,0.9,1,1.1,1,0.9,1.6,0.9,1.2,1.2,1.7,1.4,1.1,1.9,0.9,2.1,0.9,1.4,47.9
Luke,Ayling,DEF,LEE,4300000,7,19,1.35714285714286,3.15614617940199E-07,4.41860465116279E-06,0,1179047,0,14,0,0,0,1,0,4.4,1699,-2,0,19,2,0.3,0,1.4,3,0,0,0,1,3,514521,0,-1,0,0,538,956,0,0,102,Brentford F.C.,Chelsea,Man City,Arsenal,Liverpool,1.1,1.2,0.9,1.4,1.1,1.1,1,0.8,0.7,0.7,0.8,0.8,1.7,0.7,1,0.7,0.8,0.7,1.1,0.7,1.2,0.8,1,0.9,30.9
Cesar,Azpilicueta,DEF,CHE,5700000,0,44,3.14285714285714,5.51378446115288E-07,7.71929824561404E-06,0,889445,0,4,0,0,0,0,0,7.7,8371,-3,0,44,3,0.1,0,0.5,2,0,4,0,3,3.6,800279,0,-1,0,1,698,1342,0,0,192,West Ham,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,3.7,3.7,3.4,3.3,3,3,3.7,4,4.2,0,0,2.7,2.2,3.2,2.2,3.2,3.3,2.6,3.8,3.1,3.6,2.3,3.9,1.8,32.3
Kwadwo,Baah,MID,WAT,4400000,0,0,0,0,0,0,11712,0,0,0,0,0,0,0,0,142,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,8877,0,-1,0,0,0,32,0,0,0,Man City,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4200000,4,14,1,2.38095238095238E-07,3.33333333333333E-06,0,219200,0,16,0,27,0,0,0,3.3,1166,-3,0,14,3,0.3,0,1.2,0,0,0,0,0,1.4,165041,0,-1,0,0,630,12975,0,0,118,Man City,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,0.7,0.6,0.5,0.5,0.5,0.6,1,0.5,0.6,0.5,0.6,0.5,0.6,0.8,0.5,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.8,21.1
Leon,Bailey,MID,AVL,6400000,0,27,1.92857142857143,3.01339285714286E-07,4.21875E-06,0,236451,1,7,0,0,0,1,0,4.2,2430,-1,0,27,1,0.2,0,1.2,1,0,1,0,3,0.5,78481,0,-1,0,0,420,25,0,0,85,Leicester,Liverpool,Norwich,Burnley,Chelsea,0,0,0,0,0,1,1,1,1,1.4,1.2,1.9,1,1.8,1,1.6,1.4,1.5,1,1,1.9,1.1,1.7,1,37.2
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.0714285714285714,-1.45772594752187E-08,-2.04081632653061E-07,0,12575,1,3,0,0,0,0,0,-0.2,306,-1,0,-1,1,0,0,0.2,0,0,0,0,0,0.1,8097,1,-1,0,0,135,181,0,0,4,Crystal Palace,Norwich,Brentford F.C.,Brighton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Watford,Man Utd,Southampton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4800000,0,2,0.142857142857143,2.97619047619048E-08,4.16666666666667E-07,0,65755,0,1,0,0,0,0,0,0.4,536,-2,0,2,2,0,0,0,0,0,0,0,0,0.3,54365,0,-1,0,0,69,435,0,0,2,Everton,Southampton,West Ham,Leeds United F.C.,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Patrick,Bamford,FWD,LEE,7700000,4,25,4.2,5.45454545454545E-07,3.24675324675325E-06,0,1970673,2,12,0,0,0,2,0,3.2,1389,-3,0,25,3,0.1,0,0.8,2,0,0,0,2,3.4,864468,0,-1,0,0,458,8932,0,0,82,Brentford F.C.,Chelsea,Man City,Arsenal,Liverpool,4.7,3.1,3.4,5.5,3.3,5.1,5.4,4.1,5.9,3.3,4.5,4.8,4.7,5.2,5.6,3.7,5.3,5.1,3,3.5,4.2,3.5,4.5,4.2,44.1
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,4082,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4986,0,-1,0,0,0,29,0,0,0,Man Utd,Everton,Southampton,Watford,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,16608,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0.2,21690,0,-1,0,0,0,158,0,0,0,Chelsea,Burnley,Arsenal,Norwich,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,9,18,1.28571428571429,2.62390670553936E-07,3.6734693877551E-06,0,3992,0,2,0,0,0,1,0,3.7,28,-1,0,18,1,0.6,0,3,2,0,2,0,0,0,2024,0,-1,0,0,311,270,0,1,46,Leeds United F.C.,Watford,Man Utd,Southampton,Brighton,0.6,0.9,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.8,0.6,0.8,0.8,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.6,12.7
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,54775,0,0,0,0,0,0,0,0,969,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,32751,0,-1,0,0,0,33,0,0,0,Newcastle,West Ham,Watford,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,6,0.428571428571429,8.24175824175824E-08,1.15384615384615E-06,0,10999,0,0,0,0,0,0,0,1.2,128,-3,0,6,3,0,0,0,0,0,1,0,0,0.1,4393,0,-1,0,0,125,47,0,0,15,West Ham,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.1
Ashley,Barnes,FWD,BUR,5200000,0,9,1.1,2.11538461538462E-07,1.73076923076923E-06,0,207620,2,10,0,0,0,0,0,1.7,1452,-3,0,9,3,0,0,0,0,0,1,0,0,0.8,108331,0,-1,0,0,378,62,0,0,2,Newcastle,West Ham,Watford,Aston Villa,Everton,0,0,0,0,0,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,20
Harvey,Barnes,MID,LEI,6500000,8,43,3.3,5.07692307692308E-07,6.61538461538462E-06,0,964074,2,19,0,0,0,2,0,6.6,2277,-5,0,43,5,0.8,0,5.2,4,0,1,0,2,2.6,213073,0,-1,0,1,955,4241,0,0,103,Aston Villa,Newcastle,Tottenham,Everton,Man City,2.7,3.6,2.9,2.6,2.1,1.6,3.6,3.2,2.6,1.8,2.3,3.9,2.8,2.8,2.4,2.5,2.9,3.4,3.5,3.3,2.4,2.9,3.7,3.5,82.5
Lewis,Bate,MID,LEE,4500000,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,-1,0,0,0,21,0,0,0,Brentford F.C.,Chelsea,Man City,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,14049,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,West Ham,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,-1,0,0,0,17,0,0,0,Wolverhampton,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,0,44,4,9.09090909090909E-07,1E-05,0,95899,3,14,0,0,0,1,0,10,4442,-1,0,44,1,0.5,0,2.2,10,0,4,0,0,0.7,60680,0,-1,0,1,894,57,0,0,204,Brighton,Arsenal,Crystal Palace,Brentford F.C.,West Ham,0,0,0,0,0,6,4,3.9,5.6,4.6,4.7,5.5,5,3.5,3.5,3.9,4.6,5.3,6,4.6,5,4.9,5.6,3.6,34.5
Asmir,Begovic,GLK,EVE,4000000,0,1,0.0714285714285714,1.78571428571429E-08,2.5E-07,0,124438,0,3,0,1,0,0,0,0.2,1281,0,0,1,0,0,0,0,0,0,0,0,0,3.1,194016,0,-1,0,0,90,920,0,0,9,Arsenal,Crystal Palace,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,69528,0,0,0,0,0,0,0,0,64,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Everton,Southampton,West Ham,Leeds United F.C.,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6000000,1,64,4.57142857142857,7.61904761904762E-07,1.06666666666667E-05,0,2866246,0,14,0,0,0,3,0,10.7,105956,0,1,64,0,0.3,0,1.8,8,0,4,0,3,20.5,3723307,0,-1,0,2,1119,4769,-1,0,240,Chelsea,Burnley,Arsenal,Norwich,Southampton,3.6,5,3.8,6,5.8,5.6,4.3,4.9,4.6,5.9,4.8,5.9,5.5,3,5.5,3.8,4.9,4.5,5.5,4.4,5.3,5.3,3.5,4.7,84.4
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Newcastle,West Ham,Watford,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6400000,2,47,3.1,4.84375E-07,7.34375E-06,0,220691,3,14,0,0,0,4,0,7.3,10668,-1,0,47,1,0.7,0,4.2,6,0,4,0,1,3,342683,0,-1,0,1,944,11692,0,0,155,Man Utd,Everton,Southampton,Watford,Tottenham,3,4,3.6,3.4,1.7,3.8,3.2,2.3,2.5,2.6,2.4,1.9,3.6,2.1,2.8,3,3.7,3.2,2.7,4.1,2.2,4.3,1.9,3.2,79.1
