FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Shane,Duffy,DEF,BHA,4300000,0,43,3.9,9.06976744186047E-07,1E-05,0,944434,4,10,0,0,0,1,0,10,28219,3,0,43,-3,0.2,0,0.8,3,0,4,0,1,21.9,2334770,0,-1,0,1,990,1618,0,0,220,Leeds United F.C.,West Ham,Southampton,Tottenham,Wolverhampton,5,4.7,3.6,5.4,3.4,5.2,4.4,5.6,4.5,4.3,3.9,4.7,2.9,4.4,4.9,3.4,5,5,4.6,4.5,5,3.8,4.1,4,4.8,4.5,49.3
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,-1,0,0,0,3,0,0,0,Arsenal,Norwich,Burnley,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,5000000,6,48,3.7,7.4E-07,9.6E-06,0,365100,0,14,0,0,0,0,0,9.6,2229,0,0,48,0,0.5,0,2.5,7,0,5,0,0,4.5,251651,0,-1,0,1,1170,833,0,0,263,Leeds United F.C.,West Ham,Southampton,Tottenham,Wolverhampton,4.7,4.4,3.3,5.1,3.1,4.8,4.1,5.2,4.2,3.9,3.6,4.3,2.6,4.1,4.5,3.1,4.7,4.7,4.2,4.2,4.8,3.5,3.8,3.7,4.5,4.2,36.8
,Ederson,GLK,MCI,6000000,2,51,4.2,7E-07,8.5E-06,0,538767,2,7,0,15,0,0,0,8.5,2062,0,0,51,0,0.6,0,3.5,2,0,7,0,0,9.1,414515,0,-1,0,0,1080,2364,0,0,224,West Ham,Aston Villa,Watford,Wolverhampton,Leeds United F.C.,5.2,3.9,3.1,4,5.7,3.7,3.8,5.8,4.8,5.3,3.8,5.1,4.5,6,4.8,4.6,3.7,5.4,4.4,5.5,4.4,3.5,5.2,3.9,5.1,5.5,12.7
Odsonne,Edouard,FWD,CRY,6500000,1,32,2.66666666666667,4.1025641025641E-07,4.92307692307692E-06,0,332946,0,7,0,0,0,3,0,4.9,5997,0,0,32,0,0.2,0,1.5,4,0,3,0,0,2.5,518534,0,-1,0,1,529,568,0,0,117,Aston Villa,Leeds United F.C.,Man Utd,Everton,Southampton,2.9,2.4,2.6,3,2.7,2.7,1.7,3.1,2.5,1.8,1.9,2,2,1.4,3.2,1.7,2.1,2.7,2.7,2.6,1.9,3.4,1.8,3.5,1.4,2.6,47.6
Samuel,Edozie,MID,MCI,4800000,0,0,0,0,0,0,1782,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0,651,0,-1,0,0,0,5,0,0,0,West Ham,Aston Villa,Watford,Wolverhampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,5600000,4,19,1.58333333333333,2.82738095238095E-07,3.39285714285714E-06,0,147760,2,7,0,0,0,1,0,3.4,196,-4,0,19,4,0.3,0,1.8,1,0,1,0,1,0.4,77880,0,-1,0,0,367,194,0,0,51,Crystal Palace,Man City,Leicester,Liverpool,Norwich,0.8,0.8,1,0.8,0.8,1.4,0.8,0.8,0.8,0.8,0.8,1.1,0.8,1.4,0.8,1.3,0.8,1.1,0.9,1.1,0.8,0.8,1.4,0.8,1.3,0.8,22.2
Anthony,Elanga,MID,MUN,4800000,0,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,6,-2,0,0,2,0,0,0,0,0,0,0,0,0,731,0,-1,0,0,0,9,0,0,0,Chelsea,Arsenal,Crystal Palace,Norwich,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,30644,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0.7,68680,0,-1,0,0,0,78,0,0,0,Leicester,Chelsea,Man City,Brentford F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5300000,0,9,0.75,1.41509433962264E-07,1.69811320754717E-06,0,41191,0,1,0,0,0,0,0,1.7,25,-2,0,9,2,0,0,0,0,0,2,0,0,0.1,33322,0,-1,0,0,249,1,0,0,33,Southampton,Everton,Wolverhampton,Aston Villa,Newcastle,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.5
,Elneny,MID,ARS,4400000,1,4,0.333333333333333,7.57575757575757E-08,9.09090909090909E-07,0,54051,0,2,0,0,0,0,0,0.9,196,-1,0,4,1,0.2,0,0.8,0,0,0,0,0,0.3,22697,0,-1,0,0,60,320,0,0,17,Newcastle,Man Utd,Everton,Southampton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.9
Mohamed,Elyounoussi,MID,SOU,5500000,0,28,2.8,5.09090909090909E-07,5.09090909090909E-06,0,22810,1,7,0,0,0,1,0,5.1,277,0,0,28,0,0.3,0,1.8,1,0,5,0,0,0.2,29696,0,-1,0,0,744,85,0,0,56,Liverpool,Leicester,Brighton,Arsenal,Crystal Palace,1.4,2.2,2.2,1.6,1.8,2,1.7,2.5,2.9,2.8,1.7,1.8,2.2,2.3,3.1,1.7,3,2.3,1.8,1.8,2.5,2,2.8,2.2,1.4,2.2,53.7
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2185,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Man Utd,Watford,West Ham,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,4900000,0,15,1.7,3.46938775510204E-07,3.06122448979592E-06,0,30177,2,14,0,0,0,0,0,3.1,389,-1,0,15,1,0.6,0,2.7,0,0,1,0,0,0.5,68128,0,-1,0,0,765,667,0,0,119,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,0,1.4,1.5,1.3,0.9,1.8,1.3,0.8,0.8,1.8,1.6,1.2,1,1.3,1.2,1.6,1.4,1.4,1,0.8,1.5,1.5,0.9,1.6,1.4,1,28
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Crystal Palace,Man City,Leicester,Liverpool,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4400000,0,7,0.583333333333333,1.32575757575758E-07,1.59090909090909E-06,0,33929,3,6,0,0,0,0,0,1.6,62,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,26773,0,-1,0,0,369,35,0,0,52,Leicester,Chelsea,Man City,Brentford F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.9
Jonny,Evans,DEF,LEI,5400000,4,10,0.833333333333333,1.54320987654321E-07,1.85185185185185E-06,0,17598,2,12,0,0,0,0,0,1.9,261,-1,0,10,1,0.3,0,1.5,0,0,0,0,1,0.2,11610,0,-1,0,0,566,25,0,0,89,Watford,Southampton,Aston Villa,Newcastle,Tottenham,0,0.4,0.4,0.4,0.7,0.4,0.5,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.7,0.4,0.4,0.4,14.5
Eberechi,Eze,MID,CRY,5900000,1,1,0.0833333333333333,1.41242937853107E-08,1.69491525423729E-07,0,3865,0,1,0,0,0,0,0,0.2,62,-1,0,1,1,0,0,0.2,0,0,0,0,0,0,3152,0,-1,0,0,30,282,0,0,2,Aston Villa,Leeds United F.C.,Man Utd,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
Lukasz,Fabianski,GLK,WHU,5000000,3,43,3.3,6.6E-07,8.6E-06,0,129002,0,16,0,40,0,0,0,8.6,866,0,0,43,0,0.5,0,2.5,2,0,3,0,0,2.2,125230,0,-1,0,0,1170,502,0,0,220,Man City,Brighton,Chelsea,Burnley,Arsenal,3.9,3.8,3.8,3.1,3.5,3.7,3,2.1,2.6,4.1,4.1,2.3,3,2.6,2.7,4.5,3.9,4.2,3.9,4.2,3.6,4.4,4.2,3.2,4,4,26.9
,Fabinho,MID,LIV,5400000,3,26,2.16666666666667,4.01234567901235E-07,4.81481481481482E-06,0,102450,3,9,0,0,0,1,0,4.8,534,-1,0,26,1,0.3,0,1.8,0,0,4,0,1,0.7,72856,0,-1,0,0,738,420,0,0,141,Southampton,Everton,Wolverhampton,Aston Villa,Newcastle,1.8,1.2,2.1,1.9,1.8,1.3,1.4,1.6,1.5,1.1,1.3,1.3,1.7,1.9,1.2,1.1,1.5,1.1,1.9,1.1,1.3,1.4,1.9,1.5,1.7,1.7,36.2
,Fabio Silva,FWD,WOL,5700000,0,7,0.583333333333333,1.0233918128655E-07,1.2280701754386E-06,0,63232,0,0,0,0,0,0,0,1.2,190,-3,0,7,3,0.1,0,0.5,0,0,0,0,0,0.4,21603,0,-1,0,0,36,122,0,0,20,Norwich,Burnley,Liverpool,Man City,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.9
,Femenia,DEF,WAT,4300000,0,13,1.08333333333333,2.51937984496124E-07,3.02325581395349E-06,0,15930,1,13,0,0,0,0,0,3,28,-2,0,13,2,0.4,0,1.8,0,0,0,0,2,0.1,3969,0,-1,0,0,539,57,0,0,97,Leicester,Chelsea,Man City,Brentford F.C.,Burnley,0.5,0.7,0.8,0.8,0.5,0.6,0.5,0.6,1.2,0.5,0.7,0.6,0.7,0.5,0.7,0.8,0.5,0.7,0.8,0.8,0.6,0.7,0.6,0.5,0.5,0.8,17.1
Nathan,Ferguson,DEF,CRY,4500000,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,-1,0,0,0,4,0,0,0,Aston Villa,Leeds United F.C.,Man Utd,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11600000,0,54,4.5,3.87931034482759E-07,4.6551724137931E-06,0,3586203,3,21,0,0,0,4,0,4.7,7678,-4,0,54,4,0.2,1,2.5,4,0,2,0,3,17.1,920017,0,-1,0,1,1030,1598,0,0,237,Chelsea,Arsenal,Crystal Palace,Norwich,Brentford F.C.,5.1,4.2,4.6,5.6,5.4,3.6,5.9,5,4.5,4.6,3.2,5.5,4.8,4.6,5,3.8,4.2,3.5,3.7,4.3,5.1,4.2,3.3,5,3,4.6,113.8
Alvaro,Fernandez,GLK,BRE,4500000,7,13,1.08333333333333,2.40740740740741E-07,2.88888888888889E-06,0,25414,0,8,0,17,0,0,0,2.9,592,0,0,13,0,0.7,0,3.2,0,0,1,0,0,0.5,63979,0,-1,0,0,360,181,0,0,89,Everton,Tottenham,Leeds United F.C.,Watford,Man Utd,0.6,1,0.7,0.5,0.5,0.5,0.8,0.6,0.6,1,0.5,0.8,0.5,0.7,0.5,0.6,0.5,0.5,1,0.5,0.5,1,0.8,0.5,0.7,0.6,8.1
Federico,Fernandez,DEF,NEW,4300000,0,5,0.416666666666667,9.68992248062016E-08,1.16279069767442E-06,0,14408,0,11,0,0,0,0,0,1.2,56,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,5081,0,-1,0,0,437,28,0,0,69,Arsenal,Norwich,Burnley,Leicester,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.3
,Fernandinho,MID,MCI,4800000,6,15,1.25,2.60416666666667E-07,3.125E-06,0,45193,0,3,0,0,0,1,0,3.1,141,-2,0,15,2,0.3,0,1.5,0,0,1,0,0,0.3,29274,0,-1,0,0,187,98,0,0,58,West Ham,Aston Villa,Watford,Wolverhampton,Leeds United F.C.,0.6,0.6,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.8,0.6,0.8,9.1
Roberto,Firmino,FWD,LIV,8800000,0,35,4.4,5E-07,3.97727272727273E-06,0,795943,0,6,0,0,0,4,0,4,3649,-2,0,35,2,0.1,0,0.5,5,0,2,0,1,2.4,449474,0,-1,0,1,367,62,0,0,155,Southampton,Everton,Wolverhampton,Aston Villa,Newcastle,0,0,0,0,0,4.6,6,6.1,3.7,4,4.2,5.3,5.3,5.5,4.1,4.5,4.7,4.8,5.9,4.1,3.9,5.4,5.9,5,4.7,3.8,51.6
,Firpo,DEF,LEE,4700000,0,9,1.1,2.34042553191489E-07,1.91489361702128E-06,0,68960,2,13,0,0,0,0,0,1.9,129,-3,0,9,3,0,0,0.2,2,0,1,0,0,0.3,23355,1,-1,0,0,540,86,0,0,65,Brighton,Crystal Palace,Brentford F.C.,Chelsea,Man City,0.7,0.6,0.7,0.8,0.7,0.9,0.8,0.8,0.7,0.6,0.6,0.6,0.6,0.6,1.2,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.7,0.8,19.5
Ashley,Fletcher,FWD,WAT,4900000,1,3,0.25,5.10204081632653E-08,6.12244897959184E-07,0,31018,0,0,0,0,0,0,0,0.6,130,-1,0,3,1,0.2,0,0.8,0,0,0,0,0,0.2,24224,0,-1,0,0,28,179,0,0,5,Leicester,Chelsea,Man City,Brentford F.C.,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.2
Phil,Foden,MID,MCI,8200000,0,41,3.41666666666667,4.16666666666667E-07,5E-06,0,711832,0,5,0,0,0,3,0,5,45639,2,1,41,-2,0.2,0,1.5,3,0,3,0,2,10.8,1455137,0,-1,0,1,611,1062,-1,0,133,West Ham,Aston Villa,Watford,Wolverhampton,Leeds United F.C.,0,2.6,3.6,3.5,3.1,3.6,2.9,3.2,2.3,2.3,3.2,2.6,3.3,3.3,2.4,2.4,2.6,2.8,3.3,1.7,3.9,3.9,2.6,3.8,2.5,3.9,69.8
Wesley,Fofana,DEF,LEI,4300000,0,0,0,0,0,0,41653,0,0,0,0,0,0,0,0,54,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2199,0,-1,0,0,0,11,0,0,0,Watford,Southampton,Aston Villa,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,2,54,4.2,7E-07,9E-06,0,366012,3,16,0,0,0,4,0,9,1743,0,0,54,0,0.9,0,5.2,3,0,3,0,2,2.2,467331,0,-1,0,1,1121,2888,0,0,209,Man City,Brighton,Chelsea,Burnley,Arsenal,3,3.8,3.2,4.6,3.4,5.2,4.9,4.9,3.7,4.1,4.4,5.2,4.4,5,4.7,2.7,5.1,3.7,4.1,4.4,5.1,4.1,4.4,4.6,3.1,4.1,81.9
Adam,Forshaw,MID,LEE,4500000,3,8,0.666666666666667,1.48148148148148E-07,1.77777777777778E-06,0,1872,1,3,0,0,0,0,0,1.8,12,0,0,8,0,0.4,0,1.8,0,0,1,0,0,0,2366,0,-1,0,0,289,99,0,0,46,Brighton,Crystal Palace,Brentford F.C.,Chelsea,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.3
Marcus,Forss,FWD,BRE,5300000,0,6,1.2,2.26415094339623E-07,1.13207547169811E-06,0,22504,0,4,0,0,0,0,0,1.1,71,-2,0,6,2,0.2,0,0.8,0,0,0,0,0,0.1,15879,0,-1,0,0,171,109,0,0,17,Everton,Tottenham,Leeds United F.C.,Watford,Man Utd,0.7,0.6,0.9,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.7,1,0.6,0.6,1,0.6,1,0.6,0.7,0.8,5.6
Fraser,Forster,GLK,SOU,4400000,0,0,0,0,0,0,56941,0,0,0,0,0,0,0,0,218,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,19432,0,-1,0,0,0,116,0,0,0,Liverpool,Leicester,Brighton,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4100000,0,28,3.5,8.53658536585366E-07,6.82926829268293E-06,0,862348,0,13,0,24,0,0,0,6.8,2713,1,0,28,-1,1.1,0,4.5,3,0,0,0,1,23.5,763994,0,-1,1,1,720,6133,0,0,148,Leicester,Chelsea,Man City,Brentford F.C.,Burnley,3.1,4.2,4.5,4.5,3.3,3.8,3.3,4,5,2.7,4.1,3.8,4.3,2.9,4.3,4.7,2.8,4.4,4.7,4.5,4,4.1,4,2.7,2.9,4.7,22.4
,Fosu,MID,BRE,5100000,0,0,0,0,0,0,7741,0,0,0,0,0,0,0,0,22,-4,0,0,4,0,0,0,0,0,0,0,0,0,1825,0,-1,0,0,0,5,0,0,0,Everton,Tottenham,Leeds United F.C.,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5300000,2,18,1.5,2.83018867924528E-07,3.39622641509434E-06,0,10091,0,5,0,0,0,0,0,3.4,78,-2,0,18,2,0.4,0,2,0,0,0,0,2,0.1,4639,0,-1,0,0,307,359,0,0,69,Arsenal,Norwich,Burnley,Leicester,Liverpool,0.8,1.1,1.1,0.8,0.8,0.8,0.8,0.8,0.8,1.1,0.8,0.8,1.1,0.8,0.8,0.8,0.8,1,0.8,1,0.8,0.9,0.8,0.8,0.9,0.9,15.8
,Fred,MID,MUN,4900000,0,19,2.1,4.28571428571429E-07,3.87755102040816E-06,0,85762,4,12,0,0,0,1,0,3.9,468,-1,0,19,1,0.2,0,1,0,0,2,0,0,0.4,69149,1,-1,0,0,760,98,0,0,98,Chelsea,Arsenal,Crystal Palace,Norwich,Brentford F.C.,0,1.2,1.4,1.8,1.7,1,2,1.5,1.4,1.4,1,1.8,1.4,1.4,1.6,1.1,1.2,1,1,1.3,1.6,1.2,1,1.6,1,1.4,29.3
Ryan,Fredericks,DEF,WHU,4400000,0,1,0.0833333333333333,1.89393939393939E-08,2.27272727272727E-07,0,10041,0,0,0,0,0,0,0,0.2,21,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,3585,0,-1,0,0,2,21,0,0,3,Man City,Brighton,Chelsea,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5100000,8,54,5.4,1.05882352941176E-06,1.05882352941176E-05,0,90581,1,8,0,0,0,1,0,10.6,2905,1,0,54,-1,1.4,0,7,8,0,6,0,0,2.6,270610,0,-1,0,1,900,8343,0,0,228,Newcastle,Man Utd,Everton,Southampton,West Ham,6.3,7.2,6.1,6.9,7.7,6.2,5.8,6.3,7.8,6.1,7.6,5.6,7.1,7.3,7.6,4,6.1,5,4.8,7.6,4.9,7.1,6.5,8,4.7,8.1,38.2
Conor,Gallagher,MID,CRY,6100000,2,69,5.8,9.50819672131148E-07,1.13114754098361E-05,0,501475,3,16,0,0,0,4,0,11.3,10864,6,0,69,-6,1.3,0,7.8,9,0,4,0,5,28,2811206,0,-1,0,3,1045,37980,0,0,229,Aston Villa,Leeds United F.C.,Man Utd,Everton,Southampton,8.5,5.2,6.2,7.2,8.2,6.8,5.2,8.6,6.4,5.7,4.8,6.4,6.2,6,8.4,7.3,5.8,6.9,7.6,6.2,4.8,7.3,6.3,8.5,5.1,6.1,104.9
Dwight,Gayle,FWD,NEW,5300000,0,3,0.25,4.71698113207547E-08,5.66037735849057E-07,0,21954,0,0,0,0,0,0,0,0.6,133,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.1,12189,0,-1,0,0,21,16,0,0,8,Arsenal,Norwich,Burnley,Leicester,Liverpool,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Jean-Philippe,Gbamin,MID,EVE,4500000,0,2,0.166666666666667,3.7037037037037E-08,4.44444444444444E-07,0,3470,0,2,0,0,0,0,0,0.4,5,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,2291,0,-1,0,0,46,13,0,0,7,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Joe,Gelhardt,FWD,LEE,4500000,0,6,0.5,1.11111111111111E-07,1.33333333333333E-06,0,55707,1,2,0,0,0,0,0,1.3,1048,0,0,6,0,0,0,0.2,0,0,0,0,1,1.1,138823,0,-1,0,0,126,2587,0,0,14,Brighton,Crystal Palace,Brentford F.C.,Chelsea,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.2
Saman,Ghoddos,MID,BRE,5300000,0,14,1.16666666666667,2.20125786163522E-07,2.64150943396226E-06,0,4114,2,3,0,0,0,1,0,2.6,23,-2,0,14,2,0.4,0,2.2,0,0,0,0,1,0,2294,0,-1,0,0,252,30,0,0,59,Everton,Tottenham,Leeds United F.C.,Watford,Man Utd,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,25.3
Dimitris,Giannoulis,DEF,NOR,4400000,0,16,1.33333333333333,3.03030303030303E-07,3.63636363636364E-06,0,7143,1,8,0,0,0,0,0,3.6,48,-1,0,16,1,0,0,0.2,2,0,2,0,0,0.1,3648,0,-1,0,0,380,6,0,0,85,Wolverhampton,Newcastle,Tottenham,Man Utd,Aston Villa,0.7,0.7,1.2,0.8,1.1,0.8,1.2,0.7,0.7,1.1,0.7,0.9,1.1,1.1,0.7,0.9,0.8,1,0.9,0.9,0.9,0.7,0.7,1,0.7,1.6,14
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,32708,1,0,0,0,0,0,0,0.2,27,0,0,1,0,0,0,0,0,0,0,0,0,0.1,7872,0,-1,0,0,7,0,0,0,0,Norwich,Burnley,Liverpool,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4400000,5,20,2,4.54545454545455E-07,4.54545454545455E-06,0,6743,1,21,0,0,0,0,0,4.5,34,-1,0,20,1,0.5,0,2.2,0,0,3,0,0,0.1,2951,0,-1,0,0,874,42,0,1,169,Wolverhampton,Newcastle,Tottenham,Man Utd,Aston Villa,1.3,1,2.2,1.6,2,1.6,2.2,1,1.2,2,1,1.7,2.1,2.1,1,1.8,1.6,1.9,1.8,1.8,1.8,1.3,1.1,1.8,1.3,2.8,30.4
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,15790,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0.3,22634,0,-1,0,0,0,28,0,0,0,Arsenal,Norwich,Burnley,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4400000,2,16,1.33333333333333,3.03030303030303E-07,3.63636363636364E-06,0,623088,1,14,0,0,0,0,0,3.6,1532,-1,0,16,1,0.4,0,1.8,1,0,1,0,1,4.7,359863,0,-1,0,0,523,3367,0,0,101,Wolverhampton,Newcastle,Tottenham,Man Utd,Aston Villa,0.9,0.7,0.7,0.7,1,0.7,0.8,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1,0.7,0.9,0.7,0.7,0.8,0.8,23.1
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man Utd,Watford,West Ham,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,DEF,EVE,4800000,1,21,2.1,4.375E-07,4.375E-06,0,63320,2,17,0,0,0,0,0,4.4,203,-2,0,21,2,0.5,0,2.2,0,0,2,0,0,0.5,20452,0,-1,0,0,859,65,0,0,135,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,Chelsea,2.1,2.4,2.4,1.1,2.2,1.3,1.4,1.4,2.1,1.4,2.2,1.1,2.3,1.1,2.3,2.3,1.4,1,1.7,1.7,1.8,2.2,2.1,1.3,1.9,1.5,33.5
Pierluigi,Gollini,GLK,TOT,4300000,0,0,0,0,0,0,14434,0,0,0,0,0,0,0,0,50,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,5909,0,-1,0,0,0,31,0,0,0,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
