FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jean-Philippe,Mateta,FWD,CRY,5300000,1,47,1.51612903225806,2.86062081558125E-07,8.86792452830189E-06,0,85312,1,10,0,0,0,4,0,8.9,8547,-2,0,47,2,0.6,0,3,4,0,4,0,1,2.8,321158,0,-1,0,0,835,26649,0,0,157,Newcastle,Leeds United F.C.,Southampton,Watford,Aston Villa,0.8,1.5,0.8,1.3,1.7,1.1,65.2
Nemanja,Matic,MID,MUN,4300000,3,36,1.16129032258065,2.7006751687922E-07,8.37209302325581E-06,0,69316,2,21,0,0,0,0,0,8.4,805,-2,0,36,2,0.3,0,1.5,0,0,1,0,2,0.4,71235,0,-1,0,0,1106,1138,0,0,194,Norwich,Liverpool,Arsenal,Chelsea,Brentford F.C.,1.3,1.2,0.6,0.6,0,0.6,40.3
Joel,Matip,DEF,LIV,5000000,6,127,4.9,9.8E-07,2.54E-05,0,685189,1,18,0,0,0,1,0,25.4,6664,0,0,127,0,0.9,0,4.7,9,0,15,0,2,5.5,1055596,0,-1,0,3,2340,28145,0,0,611,Man Utd,Everton,Newcastle,Tottenham,Aston Villa,6.4,7,4.1,12.7,0,6.2,104.4
Remi,Matthews,GLK,CRY,3900000,0,0,0,0,0,0,29475,0,0,0,0,0,0,0,0,265,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,60587,0,-1,0,0,0,428,0,0,0,Newcastle,Leeds United F.C.,Southampton,Watford,Aston Villa,0,0,0,0,0,0,0
Neal,Maupay,FWD,BHA,6400000,1,95,3.3,5.15625E-07,1.484375E-05,0,1725354,6,29,0,0,0,8,0,14.8,25324,-1,0,95,1,0,1,0.2,11,0,7,0,3,6,2022035,0,-1,0,2,2133,3628,0,0,292,Tottenham,Man City,Southampton,Wolverhampton,Man Utd,5.6,3.5,3.1,3,4.3,3.4,135.9
Konstantinos,Mavropanos,DEF,ARS,4500000,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Southampton,Chelsea,Man Utd,West Ham,Leeds United F.C.,0,0,0,0,0,0,0
Luke,Mbete,DEF,MCI,3900000,0,0,0,0,0,0,3740,0,0,0,0,0,0,0,0,47,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4469,0,-1,0,0,0,73,0,0,0,Brighton,Watford,Leeds United F.C.,Newcastle,West Ham,0,0,0,0,0,0,0
Bryan,Mbeumo,MID,BRE,5200000,2,107,3.6,6.92307692307692E-07,2.05769230769231E-05,0,702920,4,40,0,0,0,4,0,20.6,7227,-3,0,107,3,1.5,0,8,6,0,7,0,7,1.8,762073,0,-1,0,1,2480,10458,0,0,290,Watford,Tottenham,Man Utd,Southampton,Everton,4.3,3.4,2.7,4,2.7,3.5,170.5
James,McArthur,MID,CRY,4300000,1,46,2.6,6.04651162790698E-07,1.06976744186047E-05,0,527342,3,14,0,0,0,0,0,10.7,499,-2,0,46,2,0.2,0,1,5,0,4,0,3,1.1,562400,0,-1,0,0,1247,559,0,0,246,Newcastle,Leeds United F.C.,Southampton,Watford,Aston Villa,1.8,2.2,1.7,2.7,3.3,1.8,59.3
James,McAtee,MID,MCI,4400000,0,2,0.0645161290322581,1.46627565982405E-08,4.54545454545455E-07,0,431,0,0,0,0,0,0,0,0.5,5,-1,0,2,1,0,0,0,0,0,0,0,0,0,522,0,-1,0,0,18,10,0,0,3,Brighton,Watford,Leeds United F.C.,Newcastle,West Ham,0,0,0,0,0,0,0
Kasey,McAteer,MID,LEI,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,204,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,227,0,-1,0,0,2,0,0,0,3,Newcastle,Everton,Aston Villa,Tottenham,Everton,0,0,0,0,0,0,0
Liam,McCarron,MID,LEE,4400000,0,1,0.03125,7.10227272727273E-09,2.27272727272727E-07,0,1671,0,1,0,0,0,0,0,0.2,4,-1,0,1,1,0,0,0,0,0,0,0,0,0,1764,0,-1,0,0,9,4,0,0,3,Crystal Palace,Man City,Arsenal,Chelsea,Brighton,0,0,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4300000,0,53,1.70967741935484,3.97599399849963E-07,1.23255813953488E-05,0,527118,1,21,0,39,0,0,0,12.3,353,-2,0,53,2,0,0,0,3,0,5,0,0,1.2,471371,0,-1,0,0,1350,187,0,0,260,Arsenal,Burnley,Brighton,Crystal Palace,Brentford F.C.,2.8,1.4,1.3,1.3,0,0.9,31.7
Jon,McCracken,GLK,NOR,4000000,0,0,0,0,0,0,52655,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,57357,0,-1,0,0,0,46,0,0,0,Man Utd,Newcastle,Aston Villa,West Ham,Leicester,0,0,0,0,0,0,0
Thomas,McGill,GLK,BHA,4000000,0,0,0,0,0,0,1219,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,0,-1,0,0,0,40,0,0,0,Tottenham,Man City,Southampton,Wolverhampton,Man Utd,0,0,0,0,0,0,0
John,McGinn,MID,AVL,5600000,0,84,3,5.35714285714286E-07,1.5E-05,0,341291,8,40,0,0,0,3,0,15,646,-4,1,84,4,0.3,0,1.5,8,0,8,0,2,0.9,319177,0,-1,0,2,2460,367,-1,0,384,Leicester,Norwich,Burnley,Liverpool,Crystal Palace,0,2,3.1,4.5,5.9,1.6,144.6
Michael,McGovern,GLK,NOR,3900000,0,0,0,0,0,0,93131,0,0,0,0,0,0,0,0,986,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,136292,0,-1,0,0,0,1454,0,0,0,Man Utd,Newcastle,Aston Villa,West Ham,Leicester,0,0,0,0,0,0,0
Stuart,McKinstry,MID,LEE,4300000,0,1,0.03125,7.26744186046512E-09,2.32558139534884E-07,0,55516,0,0,0,0,0,0,0,0.2,341,-2,0,1,2,0,0,0,0,0,0,0,0,0.4,78001,0,-1,0,0,3,69,0,0,3,Crystal Palace,Man City,Arsenal,Chelsea,Brighton,0,0,0,0,0,0,0
Kenny,McLean,MID,NOR,4900000,2,67,2.2,4.48979591836735E-07,1.36734693877551E-05,0,20362,3,59,0,0,0,1,0,13.7,155,-1,0,67,1,0.5,0,2.3,0,0,6,0,0,0.1,19987,0,-1,0,0,2617,276,0,0,291,Man Utd,Newcastle,Aston Villa,West Ham,Leicester,1.2,2,1.5,2.7,1.8,1.5,86.4
Dwight,McNeil,MID,BUR,5500000,2,68,2.2,4E-07,1.23636363636364E-05,0,73124,1,41,0,0,0,0,0,12.4,491,-5,1,68,5,0.2,0,1,1,0,7,0,1,0.3,66825,0,-1,0,0,2496,71,-1,0,366,West Ham,Southampton,Wolverhampton,Watford,Aston Villa,3,1.7,2.1,1.7,2.7,2,134.9
Scott,McTominay,MID,MUN,5400000,0,57,2.3,4.25925925925926E-07,1.05555555555556E-05,0,117683,9,28,0,0,0,1,0,10.6,402,-1,0,57,1,0,0,0,2,0,7,0,2,0.3,90959,0,-1,0,1,1936,221,0,0,301,Norwich,Liverpool,Arsenal,Chelsea,Brentford F.C.,3.3,2.4,1.6,1.8,0,1.6,91.6
,Mebude,FWD,WAT,4500000,0,0,0,0,0,0,14121,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Man City,Burnley,Crystal Palace,Everton,0,0,0,0,0,0,0
Ben,Mee,DEF,BUR,4700000,0,74,3.5,7.4468085106383E-07,1.57446808510638E-05,0,577900,3,25,0,0,0,3,0,15.7,1771,-3,0,74,3,0,0,0,3,0,6,0,0,0.8,570722,1,-1,0,2,1839,36,0,0,325,West Ham,Southampton,Wolverhampton,Watford,Aston Villa,0,0,0,0,0,3.3,76.6
Hannibal,Mejbri,MID,MUN,4500000,0,0,0,0,0,0,283,1,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,-1,0,0,6,126,0,0,-1,Norwich,Liverpool,Arsenal,Chelsea,Brentford F.C.,0,0,0,0,0,0,0
Benjamin,Mendy,DEF,MCI,5200000,0,3,0.0967741935483871,1.86104218362283E-08,5.76923076923077E-07,0,75930,0,1,0,0,0,0,0,0.6,48,-3,0,3,3,0,0,0,1,0,0,0,0,0.3,18494,0,-1,0,0,78,36,0,0,22,Brighton,Watford,Leeds United F.C.,Newcastle,West Ham,0,0,0,0,0,0,4.6
Edouard,Mendy,GLK,CHE,6100000,0,108,4,6.55737704918033E-07,1.77049180327869E-05,0,1707767,3,25,0,62,0,0,0,17.7,6634,1,0,108,-1,0.3,0,2,3,0,12,0,0,11.5,1560581,0,-1,0,0,2430,9243,0,0,470,Arsenal,West Ham,Man Utd,Everton,Wolverhampton,4.8,10.5,4.6,9.4,4.2,3.1,46.9
Nampalys,Mendy,MID,LEI,4300000,4,13,0.448275862068966,1.04250200481155E-07,3.02325581395349E-06,0,303991,1,7,0,0,0,0,0,3,1183,-2,0,13,2,0.5,0,2,0,0,1,0,0,1.1,341971,0,-1,0,0,517,1154,0,0,78,Newcastle,Everton,Aston Villa,Tottenham,Everton,0.4,0.2,0.2,0.4,0.4,0.2,7.9
Illan,Meslier,GLK,LEE,4800000,0,84,2.6,5.41666666666667E-07,1.75E-05,0,357744,2,68,0,118,0,0,0,17.5,646,-2,0,84,2,0.9,0,4.5,4,0,4,0,0,2,201719,0,-1,0,1,2844,802,0,0,599,Crystal Palace,Man City,Arsenal,Chelsea,Brighton,0,1.8,3.5,5.2,2.6,2.7,89.9
Luka,Milivojevic,MID,CRY,5300000,0,16,0.516129032258065,9.73828362751065E-08,3.0188679245283E-06,0,10320,1,13,0,0,0,0,0,3,40,-2,0,16,2,0.1,0,0.3,0,0,1,0,0,0,3548,1,-1,0,0,657,9,0,0,100,Newcastle,Leeds United F.C.,Southampton,Watford,Aston Villa,0,0.3,0.3,0.3,0.6,0.3,25.8
James,Milner,MID,LIV,4900000,1,32,1.03225806451613,2.10664911125741E-07,6.53061224489796E-06,0,17445,2,5,0,0,0,0,0,6.5,24,-1,0,32,1,0.1,0,0.7,1,0,3,0,1,0.1,11917,0,-1,0,0,632,16,0,0,150,Man Utd,Everton,Newcastle,Tottenham,Aston Villa,0.5,0.5,0.5,1,0,0.5,43.4
Yerry,Mina,DEF,EVE,4900000,1,17,0.566666666666667,1.15646258503401E-07,3.46938775510204E-06,0,66421,3,9,0,0,0,0,0,3.5,38,-1,0,17,1,0,0,0.2,0,0,1,0,0,0.3,27203,0,-1,0,0,737,86,0,0,108,Leicester,Liverpool,Chelsea,Leicester,Watford,0.3,0.3,0.3,0.6,0.6,0.3,20.8
Takumi,Minamino,MID,LIV,5100000,0,19,0.612903225806452,1.20177103099304E-07,3.72549019607843E-06,0,22438,1,0,0,0,0,2,0,3.7,50,-4,0,19,4,0,0,0,0,0,0,0,0,0.1,14699,0,-1,0,0,88,17,0,0,62,Man Utd,Everton,Newcastle,Tottenham,Aston Villa,0.3,0.3,0.3,0.6,0,0.3,15
Tyrone,Mings,DEF,AVL,5000000,0,100,3.4,6.8E-07,2E-05,0,1157196,9,41,0,0,0,1,0,20,4029,0,0,100,0,0.1,0,0.5,12,0,9,0,4,5.9,938512,0,-1,0,3,2558,4447,0,0,495,Leicester,Norwich,Burnley,Liverpool,Crystal Palace,0,3,3.5,8.5,7.5,4.5,95.6
Tyrick,Mitchell,DEF,CRY,4500000,2,99,3.1,6.88888888888889E-07,2.2E-05,0,220487,1,39,0,0,0,0,0,22,2533,0,0,99,0,0.7,0,3,6,0,9,0,2,1.5,291789,0,-1,0,1,2814,3098,0,0,509,Newcastle,Leeds United F.C.,Southampton,Watford,Aston Villa,1.9,3.9,2.2,2.4,5.5,3.4,102.1
Jakub,Moder,MID,BHA,4500000,0,58,2.1,4.66666666666667E-07,1.28888888888889E-05,0,157112,1,23,0,0,0,0,0,12.9,943,0,0,58,0,0,0,0.2,0,0,5,0,3,0.6,162050,0,-1,0,0,1694,19,0,0,227,Tottenham,Man City,Southampton,Wolverhampton,Man Utd,0,0,0,0,0,1.2,90.3
Kris,Moore,DEF,LEE,4000000,0,0,0,0,0,0,21595,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,22124,0,-1,0,0,0,20,0,0,0,Crystal Palace,Man City,Arsenal,Chelsea,Brighton,0,0,0,0,0,0,0
James,Morris,DEF,WAT,4000000,0,0,0,0,0,0,3525,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,4830,0,-1,0,0,0,212,0,0,0,Brentford F.C.,Man City,Burnley,Crystal Palace,Everton,0,0,0,0,0,0,0
Tyler,Morton,MID,LIV,4500000,0,1,0.032258064516129,7.16845878136201E-09,2.22222222222222E-07,0,712,1,1,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,792,0,-1,0,0,65,2,0,0,4,Man Utd,Everton,Newcastle,Tottenham,Aston Villa,0,0,0,0,0,0,0.6
,Mosquera,DEF,WOL,4400000,0,0,0,0,0,0,2871,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,1366,0,-1,0,0,0,22,0,0,0,Burnley,Brighton,Chelsea,Norwich,Liverpool,0,0,0,0,0,0,0
Louie,Moulden,GLK,WOL,4000000,0,0,0,0,0,0,36279,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40045,0,-1,0,0,0,0,0,0,0,Burnley,Brighton,Chelsea,Norwich,Liverpool,0,0,0,0,0,0,0
Mason,Mount,MID,CHE,7600000,4,148,5.5,7.23684210526316E-07,1.94736842105263E-05,0,4516310,3,22,0,0,0,10,0,19.5,8559,1,0,148,-1,1.1,0,8.3,14,0,9,0,10,16.8,4248479,0,-1,0,5,1910,181114,0,0,518,Arsenal,West Ham,Man Utd,Everton,Wolverhampton,5.4,11.6,5.8,12.5,5.7,6.8,222.3
,Moutinho,MID,WOL,4900000,0,84,2.9,5.91836734693878E-07,1.71428571428571E-05,0,202761,3,25,0,0,0,2,0,17.1,1223,-1,0,84,1,0.3,0,1.5,7,0,11,0,1,0.8,218938,0,-1,0,1,2436,693,0,0,435,Burnley,Brighton,Chelsea,Norwich,Liverpool,0,2.8,2,2.2,2.8,1.5,111.2
Bali,Mumba,DEF,NOR,3900000,0,0,0,0,0,0,32553,0,3,0,0,0,0,0,0,51,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18099,0,-1,0,0,45,0,0,0,6,Man Utd,Newcastle,Aston Villa,West Ham,Leicester,0,0,0,0,0,0,1.3
Jacob,Murphy,MID,NEW,4700000,2,51,1.64516129032258,3.50034317089911E-07,1.08510638297872E-05,0,149720,4,32,0,0,0,1,0,10.9,337,-3,0,51,3,0.2,0,1,0,0,1,0,3,0.4,152564,0,-1,0,0,1276,135,0,0,176,Leicester,Crystal Palace,Norwich,Liverpool,Man City,2.2,1,0.8,0.8,0.9,0.9,69.3
Enock,Mwepu,MID,BHA,5900000,2,52,1.67741935483871,2.843083652269E-07,8.8135593220339E-06,0,23830,2,11,0,0,0,2,0,8.8,970,-1,0,52,1,0.7,0,4.2,5,0,2,0,5,0.1,23014,0,-1,0,1,857,666,0,0,174,Tottenham,Man City,Southampton,Wolverhampton,Man Utd,1.7,1.1,1.3,0.8,1,0.8,45.5
Vitalii,Mykolenko,DEF,EVE,4900000,2,19,0.633333333333333,1.29251700680272E-07,3.87755102040816E-06,0,5943,0,9,0,0,0,0,0,3.9,243,-1,0,19,1,0.8,0,4,3,0,1,0,1,0.1,9960,0,-1,0,1,539,607,0,0,94,Leicester,Liverpool,Chelsea,Leicester,Watford,0.3,0.4,0.3,0.6,0.7,0.3,18.7
,N.Williams,DEF,LIV,3800000,0,4,4,1.05263157894737E-06,1.05263157894737E-06,0,113631,0,0,0,0,0,0,0,1.1,205,-2,0,4,2,0,0,0,0,0,0,0,1,0.6,76418,0,-1,0,0,7,0,0,0,17,Man Utd,Everton,Newcastle,Tottenham,Aston Villa,0,0,0,0,0,0,3.1
Marvelous,Nakamba,MID,AVL,4400000,0,16,0.516129032258065,1.17302052785924E-07,3.63636363636364E-06,0,31838,4,16,0,0,0,0,0,3.6,24,-1,0,16,1,0,0,0,0,0,1,0,0,0.1,24666,0,-1,0,0,754,38,0,0,96,Leicester,Norwich,Burnley,Liverpool,Crystal Palace,0,0.3,0.3,0.6,0.6,0.3,15.9
Marc,Navarro,DEF,WAT,4000000,0,0,0,0,0,0,47629,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4081,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Man City,Burnley,Crystal Palace,Everton,0,0,0,0,0,0,0
Wilfred,Ndidi,MID,LEI,4800000,0,41,2.2,4.58333333333333E-07,8.54166666666667E-06,0,167629,4,26,0,0,0,0,0,8.5,333,-2,0,41,2,0,0,0,0,0,5,0,1,0.8,84256,0,-1,0,0,1617,12,0,0,240,Newcastle,Everton,Aston Villa,Tottenham,Everton,0,0,0,0,0,0,57
Tanguy,Ndombele,MID,TOT,5700000,0,22,2.4,4.21052631578947E-07,3.85964912280702E-06,0,46075,1,11,0,0,0,1,0,3.9,64,-3,0,22,3,0,0,0,0,0,0,0,1,0.2,28911,0,-1,0,0,481,0,0,0,85,Brighton,Brentford F.C.,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,30.4
Ben,Nelson,DEF,LEI,4000000,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,-1,0,0,0,54,0,0,0,Newcastle,Everton,Aston Villa,Tottenham,Everton,0,0,0,0,0,0,0
Reiss,Nelson,MID,ARS,5000000,0,1,1,2E-07,2E-07,0,1071,0,1,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,468,0,-1,0,0,19,0,0,0,4,Southampton,Chelsea,Man Utd,West Ham,Leeds United F.C.,0,0,0,0,0,0,3.6
,Neto,MID,WOL,6200000,0,7,0.21875,3.52822580645161E-08,1.12903225806452E-06,0,13141,1,5,0,0,0,0,0,1.1,110,-3,0,7,3,0.1,0,0.5,0,0,0,0,0,0,13408,0,-1,0,0,156,137,0,0,26,Burnley,Brighton,Chelsea,Norwich,Liverpool,0,0.1,0.1,0.1,0.1,0.1,15.2
,Neves,MID,WOL,5200000,0,86,3.1,5.96153846153846E-07,1.65384615384615E-05,0,300497,9,22,0,0,0,4,0,16.5,2185,-3,0,86,3,0,0,0,7,0,9,0,2,0.9,245589,0,-1,0,0,2268,26,0,0,445,Burnley,Brighton,Chelsea,Norwich,Liverpool,0,0,0,2.4,3.1,1.7,112.8
Jeremy,Ngakia,DEF,WAT,4200000,0,20,0.645161290322581,1.53609831029186E-07,4.76190476190476E-06,0,6009,0,9,0,0,0,0,0,4.8,29,-3,0,20,3,0,0,0,0,0,1,0,0,0,3314,0,-1,0,0,626,28,0,0,91,Brentford F.C.,Man City,Burnley,Crystal Palace,Everton,0.3,0.4,0.3,0.6,0.3,0.4,17
Edward,Nketiah,FWD,ARS,5400000,15,30,1,1.85185185185185E-07,5.55555555555556E-06,0,51880,1,9,0,0,0,2,0,5.6,1067,-1,0,30,1,0.8,0,4.2,3,0,0,0,1,0.6,84958,0,-1,0,1,325,24963,0,0,97,Southampton,Chelsea,Man Utd,West Ham,Leeds United F.C.,1,0.5,0.5,1.3,0.5,0.7,32.9
Nicolas,Nkoulou,DEF,WAT,4400000,0,5,0.161290322580645,3.66568914956012E-08,1.13636363636364E-06,0,1042,0,2,0,0,0,0,0,1.1,12,-1,0,5,1,0,0,0,0,0,0,0,0,0,990,0,-1,0,0,167,29,0,0,27,Brentford F.C.,Man City,Burnley,Crystal Palace,Everton,0.1,0.1,0.1,0.2,0.1,0.1,3.5
Niels,Nkounkou,DEF,EVE,4000000,0,0,0,0,0,0,1810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,0,-1,0,0,0,0,0,0,0,Leicester,Liverpool,Chelsea,Leicester,Watford,0,0,0,0,0,0,0
,Nlundulu,FWD,SOU,4500000,0,0,0,0,0,0,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Arsenal,Burnley,Brighton,Crystal Palace,Brentford F.C.,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,4300000,0,11,0.34375,7.99418604651163E-08,2.55813953488372E-06,0,124639,0,2,0,0,0,1,0,2.6,508,-2,0,11,2,0.1,1,0.3,1,0,0,0,0,0.6,109282,0,-1,0,0,143,852,0,0,33,Burnley,Chelsea,Arsenal,Norwich,Man City,0.2,0.2,0.2,0.2,0.2,0.2,8.5
Christian,N?rgaard,MID,BRE,5000000,10,88,2.8,5.6E-07,1.76E-05,0,201607,7,47,0,0,0,3,0,17.6,320,0,0,88,0,1,0,5,4,0,7,0,2,0.6,198907,0,-1,0,0,2804,1696,0,0,433,Watford,Tottenham,Man Utd,Southampton,Everton,3,2.3,1.8,2.8,1.8,2.4,137.8
Mathias,Normann,MID,NOR,4500000,2,47,1.51612903225806,3.36917562724014E-07,1.04444444444444E-05,0,63713,4,29,0,0,0,1,0,10.4,240,0,0,47,0,0.8,0,3.7,3,0,4,0,2,0.1,69847,0,-1,0,0,1337,662,0,0,175,Man Utd,Newcastle,Aston Villa,West Ham,Leicester,0.8,1.1,0.8,1.6,1,0.8,51.5
Will,Norris,GLK,BUR,4300000,0,0,0,0,0,0,10648,0,0,0,0,0,0,0,0,26,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5680,0,-1,0,0,0,10,0,0,0,West Ham,Southampton,Wolverhampton,Watford,Aston Villa,0,0,0,0,0,0,0
Michael,Obafemi,FWD,SOU,4500000,0,0,0,0,0,0,1010661,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,2.2,256598,0,-1,0,0,0,0,0,0,0,Arsenal,Burnley,Brighton,Crystal Palace,Brentford F.C.,0,0,0,0,0,0,0
Martin,?degaard,MID,ARS,5600000,7,114,3.8,6.78571428571429E-07,2.03571428571429E-05,0,933980,3,30,0,0,0,6,0,20.4,16798,1,0,114,-1,0.7,0,4,8,0,11,0,4,6.4,1445684,0,-1,0,2,2242,9595,0,0,446,Southampton,Chelsea,Man Utd,West Ham,Leeds United F.C.,6.3,3.3,2.5,6.6,3.4,4.1,187.1
Odeluga,Offiah,DEF,BHA,4000000,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,-1,0,0,0,11,0,0,0,Tottenham,Man City,Southampton,Wolverhampton,Man Utd,0,0,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4900000,0,40,1.25,2.55102040816327E-07,8.16326530612245E-06,0,90202,1,11,0,0,0,1,0,8.2,71,-1,0,40,1,0,0,0,6,0,3,0,0,0.3,81519,0,-1,0,1,921,6,0,0,182,Burnley,Chelsea,Arsenal,Norwich,Man City,0,0,0,0,0,0.8,24
Mazeed,Ogungbo,DEF,ARS,4000000,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,-1,0,0,0,41,0,0,0,Southampton,Chelsea,Man Utd,West Ham,Leeds United F.C.,0,0,0,0,0,0,0
Armstrong,Oko-Flex,MID,WHU,4400000,0,0,0,0,0,0,21234,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,21697,0,-1,0,0,0,34,0,0,0,Burnley,Chelsea,Arsenal,Norwich,Man City,0,0,0,0,0,0,0
Arthur,Okonkwo,GLK,ARS,3900000,0,0,0,0,0,0,39719,0,0,0,0,0,0,0,0,694,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,99632,0,-1,0,0,0,1260,0,0,0,Southampton,Chelsea,Man Utd,West Ham,Leeds United F.C.,0,0,0,0,0,0,0
Michael,Olise,MID,CRY,5400000,1,66,2.12903225806452,3.9426523297491E-07,1.22222222222222E-05,0,100876,3,14,0,0,0,2,0,12.2,705,-1,0,66,1,0.1,0,0.3,8,0,3,0,5,0.3,117293,0,-1,0,0,998,292,0,0,250,Newcastle,Leeds United F.C.,Southampton,Watford,Aston Villa,1.3,1.6,1.2,2,2.4,1.3,81
Robin,Olsen,GLK,AVL,4000000,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2793,0,-1,0,0,0,123,0,0,0,Leicester,Norwich,Burnley,Liverpool,Crystal Palace,0,0,0,0,0,0,0
Andrew,Omobamidele,DEF,NOR,3900000,0,14,2.8,7.17948717948718E-07,3.58974358974359E-06,0,466411,1,9,0,0,0,1,0,3.6,1059,-1,0,14,1,0,0,0,3,0,0,0,0,2.1,482990,0,-1,0,1,381,182,0,0,74,Man Utd,Newcastle,Aston Villa,West Ham,Leicester,0,0,0,0,0,0,16.8
Tobi,Omole,DEF,TOT,3900000,0,0,0,0,0,0,9429,0,0,0,0,0,0,0,0,102,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,12745,0,-1,0,0,0,139,0,0,0,Brighton,Brentford F.C.,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0
Tyler,Onyango,MID,EVE,4500000,0,3,0.1,2.22222222222222E-08,6.66666666666667E-07,0,481,0,0,0,0,0,0,0,0.7,7,0,0,3,0,0,0,0,0,0,0,0,0,0,666,0,-1,0,0,27,8,0,0,8,Leicester,Liverpool,Chelsea,Leicester,Watford,0,0,0,0,0,0,1.9
Frank,Onyeka,MID,BRE,4900000,0,35,1.09375,2.23214285714286E-07,7.14285714285714E-06,0,17005,4,19,0,0,0,0,0,7.1,43,-1,0,35,1,0,0,0,0,0,3,0,2,0.1,13470,0,-1,0,0,1040,5,0,0,117,Watford,Tottenham,Man Utd,Southampton,Everton,0,0,0,0,0,0.5,33.7
Tommi,O'Reilly,MID,AVL,4500000,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,-1,0,0,0,22,0,0,0,Leicester,Norwich,Burnley,Liverpool,Crystal Palace,0,0,0,0,0,0,0
Divock,Origi,FWD,LIV,4800000,0,16,3.2,6.66666666666667E-07,3.33333333333333E-06,0,226972,0,0,0,0,0,2,0,3.3,1314,-2,0,16,2,0,0,0,3,0,0,0,0,1.1,191618,0,-1,0,0,71,1147,0,0,64,Man Utd,Everton,Newcastle,Tottenham,Aston Villa,3.3,4.1,2.6,5.8,0,2.6,19.8
Owen,Otasowie,MID,WOL,4500000,0,0,0,0,0,0,17190,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1028,0,-1,0,0,0,0,0,0,0,Burnley,Brighton,Chelsea,Norwich,Liverpool,0,0,0,0,0,0,0
