FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,-1,0,0,0,11,0,0,0,Man Utd,Leeds United F.C.,Watford,Wolverhampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,5000000,8,17,4.2,8.4E-07,3.4E-06,0,158141,0,3,0,0,0,0,0,3.4,12687,0,0,17,0,1,0,5,2,0,2,0,0,4.7,58410,0,-1,0,0,360,7912,0,0,82,Brentford F.C.,Leicester,Crystal Palace,Arsenal,Norwich,5.1,5.5,3.8,5,4.8,6.3,6.3,4,3.9,4.8,3.6,4,5.2,4.6,5.1,6.3,3.9,3.7,4.1,3.5,4.3,3.1,5.2,4.7,2.9,4.8,3,4.8,5.7,5.9,3.8,5.3,4.7,4.8,2.9,6.2
,Ederson,GLK,MCI,6000000,6,20,5,8.33333333333333E-07,3.33333333333333E-06,0,208514,0,1,0,3,0,0,0,3.3,16857,0,0,20,0,0.8,0,5,0,0,3,0,0,9.8,142090,0,-1,0,0,360,18812,0,0,77,Leicester,Southampton,Chelsea,Liverpool,Burnley,2.5,7,2.5,2.5,7.5,2.5,7.3,2.5,6.1,6,2.5,2.5,7.5,7.5,2.5,7.5,2.5,2.5,7.5,2.5,7.5,2.5,7.5,2.5,7.5,2.5,7.3,2.5,7.5,2.5,7.5,2.5,7.2,2.5,7.5,3.5
Odsonne,Edouard,FWD,CRY,6500000,12,12,4,6.15384615384615E-07,1.84615384615385E-06,0,16555,0,0,0,0,0,2,0,1.8,13000,0,0,12,0,1.8,0,12,3,0,0,0,0,1.9,154772,0,-1,0,1,6,140881,0,0,51,Tottenham,Liverpool,Brighton,Leicester,Arsenal,3.3,2.5,3.6,5.6,4.1,6,2,3.9,4,5.3,4.5,2.8,4.9,4.9,3.9,2.3,6,4.1,3.3,2.5,4.5,2,3.1,6,2.9,6,4.1,5.1,2.3,3.9,6,3.4,6,2.9,4.1,10
Samuel,Edozie,MID,MCI,4900000,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,0,62,-1,1,0,1,0,0,0,0,0,0,0,0,0,362,0,-1,0,0,0,30,-1,0,0,Leicester,Southampton,Chelsea,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar,El Ghazi,MID,AVL,6000000,0,11,3.7,6.16666666666667E-07,1.83333333333333E-06,0,81795,1,3,0,0,0,1,0,1.8,8622,0,0,11,0,0.6,0,3.3,1,0,1,0,0,1.1,65390,0,-1,0,0,239,2548,0,0,26,Chelsea,Everton,Man Utd,Tottenham,Wolverhampton,1.8,3.6,1.8,1.9,4.4,2.8,2.9,2.5,2.7,1.9,5.6,5.3,1.8,2.6,5.6,3.7,2.1,1.8,2.5,2.3,4,2.3,5.6,2.1,4.2,1.8,4.1,3,3.1,2,1.9,4.6,3,4,1.8,12.1
Anthony,Elanga,MID,MUN,4900000,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,96,-1,0,0,1,0,0,0,0,0,0,0,0,0,318,0,-1,0,0,0,27,0,0,0,Newcastle,West Ham,Aston Villa,Everton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,GLK,WAT,4000000,0,0,0,0,0,0,8396,0,0,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0.7,47954,0,-1,0,0,0,8094,0,0,0,Wolverhampton,Norwich,Newcastle,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,5500000,3,9,2.2,4E-07,1.63636363636364E-06,0,21489,0,1,0,0,0,0,0,1.6,8025,0,0,9,0,0.5,0,2.7,0,0,2,0,0,0.3,32793,0,-1,0,0,249,4667,0,0,33,Leeds United F.C.,Crystal Palace,Brentford F.C.,Man City,Watford,0,0,0,0,0,1.1,1.1,1.2,1.3,1.4,1.5,1.9,1.4,1.9,1.2,1.2,1.2,1.1,1.6,1.2,2,1.9,1.5,1.8,1.1,1.4,1.1,2.4,1.1,1.2,1.1,1.5,1.1,1.6,1.4,18.2
,Elneny,MID,ARS,4500000,0,1,0.333333333333333,7.40740740740741E-08,2.22222222222222E-07,0,33226,0,2,0,0,0,0,0,0.2,3975,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.5,12917,0,-1,0,0,45,322,0,0,2,Norwich,Burnley,Tottenham,Brighton,Crystal Palace,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4
Mohamed,Elyounoussi,MID,SOU,5500000,3,11,5.5,1E-06,2E-06,0,3958,0,2,0,0,0,1,0,2,567,0,0,11,0,0.7,0,3.7,1,0,1,0,0,0.1,8419,0,-1,0,0,180,937,0,0,28,West Ham,Man City,Wolverhampton,Chelsea,Leeds United F.C.,4.8,2.8,7,4.1,6.5,8.2,5,7.1,5.8,4.1,8.2,4.6,6.1,4.4,7.5,4.2,5.1,8.1,6.4,8.2,4.5,3.3,5.9,7.3,4.4,8.2,6.1,4.9,6.2,6.7,4.8,6.5,3.9,3.5,4.4,23.8
,Emerson,DEF,CHE,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1896,0,0,0,0,0,0,0,0.2,72,0,0,1,0,0,0,0,0,0,0,0,0,0,868,0,-1,0,0,4,0,0,0,3,Aston Villa,Tottenham,Man City,Southampton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Emerson Royal,DEF,TOT,5000000,1,1,0.333333333333333,6.66666666666667E-08,2E-07,0,7382,0,3,0,0,0,0,0,0.2,1822,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,19110,0,-1,0,0,90,3327,0,0,14,Crystal Palace,Chelsea,Arsenal,Aston Villa,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.3
Bjorn,Engels,DEF,AVL,4500000,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Chelsea,Everton,Man Utd,Tottenham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Peter,Etebo,MID,WAT,4500000,1,5,1.2,2.66666666666667E-07,1.11111111111111E-06,0,12162,3,6,0,0,0,0,0,1.1,1665,0,0,5,0,0.3,0,1.3,0,0,0,0,0,0.3,17939,0,-1,0,0,346,3030,0,0,46,Wolverhampton,Norwich,Newcastle,Leeds United F.C.,Liverpool,0.9,0.6,1.1,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.7,1.8,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.7,1,0.6,1.4,0.6,1.2,0.6,8.5
Jonny,Evans,DEF,LEI,5400000,1,1,0.333333333333333,6.17283950617284E-08,1.85185185185185E-07,0,8064,0,1,0,0,0,0,0,0.2,258,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,1011,0,-1,0,0,29,498,0,0,7,Man City,Brighton,Burnley,Crystal Palace,Man Utd,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.4
Eberechi,Eze,MID,CRY,5900000,0,0,0,0,0,0,2289,0,0,0,0,0,0,0,0,140,-1,0,0,1,0,0,0,0,0,0,0,0,0,582,0,-1,0,0,0,66,0,0,0,Tottenham,Liverpool,Brighton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,5000000,6,10,2.5,5E-07,2E-06,0,51242,0,5,0,3,0,0,0,2,5132,0,0,10,0,0.5,0,2.5,0,0,1,0,0,2,34725,0,-1,0,0,360,2919,0,0,47,Southampton,Man Utd,Leeds United F.C.,Brentford F.C.,Everton,1.6,2.4,2,3.5,1.4,3.3,1.6,2.8,2.4,1.2,2,2.1,1.6,2.6,2.4,1.8,1.2,1.5,2.4,2.2,2.7,1.4,1.9,2.3,3.5,2.4,3.4,1.4,2.2,2.7,1.6,2.6,2,3.8,2.5,3.6
,Fabinho,MID,LIV,5400000,7,10,3.33333333333333,6.17283950617284E-07,1.85185185185185E-06,0,44582,1,1,0,0,0,1,0,1.9,2227,-1,0,10,1,0.6,0,3,0,0,1,0,0,0.7,22844,0,-1,0,0,209,7360,0,0,44,Leeds United F.C.,Crystal Palace,Brentford F.C.,Man City,Watford,2.8,2.4,2.2,5,2.8,1.8,1.7,2.3,2.6,2.7,2.9,3.6,2.8,3.5,2.5,2.5,2.4,2.3,3.1,2.4,3.7,3.6,3,3.4,1.7,2.7,1.7,4.2,1.7,2.5,2.1,2.9,1.7,3.1,2.8,14.4
,Fabio Silva,FWD,WOL,5900000,0,3,1,1.69491525423729E-07,5.08474576271186E-07,0,38965,0,0,0,0,0,0,0,0.5,3388,-1,0,3,1,0.1,0,0.7,0,0,0,0,0,0.6,11928,0,-1,0,0,10,1051,0,0,8,Watford,Brentford F.C.,Southampton,Newcastle,Aston Villa,0.5,0.5,0.5,1,0.5,0.7,0.5,0.5,0.5,0.8,0.9,0.5,0.5,0.5,0.5,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.9,0.6,0.6,1.5,0.5,0.5,0.5,0.9,0.5,2
,Femenia,DEF,WAT,4400000,0,0,0,0,0,0,9979,0,0,0,0,0,0,0,0,786,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,606,0,-1,0,0,0,13,0,0,0,Wolverhampton,Norwich,Newcastle,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ferguson,DEF,CRY,4500000,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,-1,0,0,0,17,0,0,0,Tottenham,Liverpool,Brighton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,12000000,8,31,7.8,6.5E-07,2.58333333333333E-06,0,1665572,2,3,0,0,0,4,0,2.6,264391,0,0,31,0,0.3,0,3.7,4,0,1,0,0,38.7,715926,0,-1,0,1,354,29906,0,0,105,Newcastle,West Ham,Aston Villa,Everton,Leicester,11.7,7.5,11.1,9.5,7.8,6,7.8,11.7,8.3,7.3,10.7,10.3,9.5,7,7.8,8.8,11.7,10.7,7.8,8,8.8,10.8,8.5,11.7,4.2,8.5,7.3,11.7,8.9,11.3,10.1,11.6,8.4,9.9,7.8,42.8
Alvaro,Fernandez,GLK,BRE,4500000,0,0,0,0,0,0,1687,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3417,0,-1,0,0,0,282,0,0,0,Brighton,Wolverhampton,Liverpool,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4500000,0,2,0.7,1.55555555555556E-07,4.44444444444444E-07,0,7489,0,8,0,0,0,0,0,0.4,683,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0.2,2855,0,-1,0,0,257,241,0,0,47,Man Utd,Leeds United F.C.,Watford,Wolverhampton,Tottenham,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,1,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.5,0.4,0.4,0.4,10.9
,Fernandinho,MID,MCI,4900000,1,3,1,2.04081632653061E-07,6.12244897959184E-07,0,26216,0,1,0,0,0,0,0,0.6,1888,-1,1,3,1,0.2,0,0.8,0,0,0,0,0,0.4,19239,0,-1,0,0,96,1693,-1,0,13,Leicester,Southampton,Chelsea,Liverpool,Burnley,0.5,0.7,0.5,0.5,1.2,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.5,1,0.5,0.5,0.6,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.2,0.5,0.9,0.5,0.7,5.5
Roberto,Firmino,FWD,LIV,8800000,0,9,3,3.40909090909091E-07,1.02272727272727E-06,0,408316,0,1,0,0,0,1,0,1,20937,-2,0,9,2,0.1,0,0.7,2,0,0,0,0,2.5,87790,0,-1,0,0,80,403,0,0,38,Leeds United F.C.,Crystal Palace,Brentford F.C.,Man City,Watford,0,0,0,0,0,2.4,1.6,2.7,2.6,2.5,3.3,2.5,2.8,4.1,2,3.8,2,1.5,2.5,2,3.1,3.3,3.9,3.4,1.9,2.8,1.9,4.5,1.5,2.5,2.5,3.6,1.5,2.9,1.8,10.5
,Firpo,DEF,LEE,4800000,1,0,0,0,0,0,36726,0,9,0,0,0,0,0,0,1792,-2,0,0,2,0.1,0,0.3,0,0,0,0,0,0.5,6264,0,-1,0,0,194,1239,0,0,21,Liverpool,Newcastle,West Ham,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
Ashley,Fletcher,FWD,WAT,4900000,0,0,0,0,0,0,13721,0,0,0,0,0,0,0,0,1552,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,10925,0,-1,0,0,0,2006,0,0,0,Wolverhampton,Norwich,Newcastle,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Foden,MID,MCI,7900000,0,0,0,0,0,0,66347,0,0,0,0,0,0,0,0,1825,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,5392,0,-1,0,0,0,2339,0,0,0,Leicester,Southampton,Chelsea,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,4400000,0,0,0,0,0,0,33780,0,0,0,0,0,0,0,0,1130,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,1314,0,-1,0,0,0,136,0,0,0,Man City,Brighton,Burnley,Crystal Palace,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,MID,WHU,6000000,3,23,5.8,9.66666666666667E-07,3.83333333333333E-06,0,109727,0,5,0,0,0,2,0,3.8,20548,0,0,23,0,1,0,5.8,1,0,1,0,1,3.4,314516,0,-1,0,0,356,36228,0,0,94,Southampton,Man Utd,Leeds United F.C.,Brentford F.C.,Everton,6.4,4.3,5.8,7.7,6,5.2,5.3,3.5,7.3,2.9,4.6,6.3,6.8,7,7.5,7,5.9,5.2,6.7,4,8.7,5.2,8.3,7.2,4.9,7.3,5.3,5.9,4.7,8.7,4.9,6.9,6.7,8.7,5.7,33.5
Adam,Forshaw,MID,LEE,4500000,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0,-1,0,0,0,128,0,0,0,Liverpool,Newcastle,West Ham,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Forss,FWD,BRE,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,11671,0,0,0,0,0,0,0,0.2,852,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,6802,0,-1,0,0,4,451,0,0,1,Brighton,Wolverhampton,Liverpool,West Ham,Chelsea,0.5,0.5,0.5,0.5,0.5,0.8,0.5,1.1,0.5,0.6,0.5,0.5,1.4,0.5,0.5,0.5,1.5,0.7,0.5,0.5,0.5,0.5,0.5,1.2,0.5,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,1.1,0.1
Fraser,Forster,GLK,SOU,4500000,0,0,0,0,0,0,27911,0,0,0,0,0,0,0,0,2615,0,0,0,0,0,0,0,0,0,0,0,0,0.9,7705,0,-1,0,0,0,573,0,0,0,West Ham,Man City,Wolverhampton,Chelsea,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4000000,0,0,0,0,0,0,602502,0,0,0,0,0,0,0,0,54166,0,0,0,0,0,0,0,0,0,0,0,0,20.1,184416,0,-1,0,0,0,11481,0,0,0,Wolverhampton,Norwich,Newcastle,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fosu,MID,BRE,5300000,0,0,0,0,0,0,5550,0,0,0,0,0,0,0,0,163,-2,0,0,2,0,0,0,0,0,0,0,0,0,594,0,-1,0,0,0,110,0,0,0,Brighton,Wolverhampton,Liverpool,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5400000,0,6,2,3.7037037037037E-07,1.11111111111111E-06,0,6416,0,1,0,0,0,0,0,1.1,817,-1,0,6,1,0.3,0,1.5,0,0,0,0,1,0.1,1428,0,-1,0,0,27,23,0,0,16,Man Utd,Leeds United F.C.,Watford,Wolverhampton,Tottenham,0,0,0,0,0,1,1.5,1,2,1,1.9,2.6,1,1,3,1,1,1,2.7,1,1.4,1.8,1,1,1,1,1.6,1,1.8,2.4,1,1,1,1.7,1,2.5
,Fred,MID,MUN,5000000,0,9,3,6E-07,1.8E-06,0,50345,1,2,0,0,0,1,0,1.8,6260,0,0,9,0,0.1,0,0.7,0,0,1,0,0,0.6,53669,1,-1,0,0,255,1113,0,0,41,Newcastle,West Ham,Aston Villa,Everton,Leicester,3.6,1.6,2.9,2.2,1.7,1.5,1.7,4.5,1.9,1.5,2.7,2.6,2.3,1.5,1.7,2,4.1,2.9,1.7,1.7,2.6,2.8,1.9,4.2,1.5,1.9,1.5,3.7,2,3.1,2.5,3.2,1.9,2.4,1.7,12.8
Ryan,Fredericks,DEF,WHU,4500000,0,1,0.333333333333333,7.40740740740741E-08,2.22222222222222E-07,0,5158,0,0,0,0,0,0,0,0.2,469,0,0,1,0,0,0,0.2,0,0,0,0,0,0.1,2377,0,-1,0,0,2,265,0,0,3,Southampton,Man Utd,Leeds United F.C.,Brentford F.C.,Everton,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0
,Gabriel,DEF,ARS,5000000,8,8,2.66666666666667,5.33333333333333E-07,1.6E-06,0,4841,0,0,0,0,0,0,0,1.6,675,0,0,8,0,0.5,0,2.7,2,0,1,0,0,0.2,7014,0,-1,0,0,90,3236,0,0,28,Norwich,Burnley,Tottenham,Brighton,Crystal Palace,2.7,1.8,3.6,2.7,2.3,2.6,1.5,3,3.8,2.2,2.4,1.6,2.1,1.5,2.2,2.2,2.6,4,3.6,3,2.6,1.7,3.8,3.1,1.3,3.1,1.7,1.6,2.2,1.8,2.6,1.6,2.7,1.3,1.6,3.1
Conor,Gallagher,MID,CRY,5600000,8,26,8.7,1.55357142857143E-06,4.64285714285714E-06,0,53038,1,2,0,0,0,2,0,4.6,19560,1,-1,26,-1,1.6,0,8.7,3,0,2,0,2,3.7,312647,0,-1,0,1,270,191991,1,0,77,Tottenham,Liverpool,Brighton,Leicester,Arsenal,10.5,7.8,9.7,13,10.4,13,4.4,12.4,8.9,13,9.1,6.4,11.6,12.9,8.4,8.3,13,10,9,7.8,9.8,7.4,12,13,10.4,13,8.9,12.4,8.3,9.5,12.5,9.9,13,8.3,9.3,36.7
Dwight,Gayle,FWD,NEW,5400000,0,0,0,0,0,0,12451,0,0,0,0,0,0,0,0,1029,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,6283,0,-1,0,0,0,640,0,0,0,Man Utd,Leeds United F.C.,Watford,Wolverhampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,4500000,0,0,0,0,0,0,1427,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,0,-1,0,0,0,235,0,0,0,Burnley,Aston Villa,Norwich,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Gelhardt,FWD,LEE,4500000,0,0,0,0,0,0,7160,0,0,0,0,0,0,0,0,1516,0,0,0,0,0,0,0,0,0,0,0,0,0.2,22200,0,-1,0,0,0,5917,0,0,0,Liverpool,Newcastle,West Ham,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saman,Ghoddos,MID,BRE,5400000,0,3,1,1.85185185185185E-07,5.55555555555556E-07,0,2143,0,1,0,0,0,0,0,0.6,135,-1,0,3,1,0.2,0,1,0,0,0,0,0,0,495,0,-1,0,0,85,37,0,0,20,Brighton,Wolverhampton,Liverpool,West Ham,Chelsea,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.6,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1.5,0.6,0.5,0.6,0.5,0.5,0.5,0.8,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,7.5
Dimitris,Giannoulis,DEF,NOR,4400000,0,1,0.333333333333333,7.57575757575757E-08,2.27272727272727E-07,0,3705,0,5,0,0,0,0,0,0.2,526,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,842,0,-1,0,0,135,13,0,0,24,Arsenal,Watford,Everton,Burnley,Brighton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,4.1
Morgan,Gibbs-White,MID,WOL,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,20839,1,0,0,0,0,0,0,0.2,2254,0,0,1,0,0,0,0,0,0,0,0,0,0.3,7872,0,-1,0,0,7,0,0,0,0,Watford,Brentford F.C.,Southampton,Newcastle,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Ben,Gibson,DEF,NOR,4500000,0,2,0.7,1.55555555555556E-07,4.44444444444444E-07,0,3106,0,10,0,0,0,0,0,0.4,300,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.1,1281,0,-1,0,0,270,91,0,0,46,Arsenal,Watford,Everton,Burnley,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.9,13.9
Mark,Gillespie,GLK,NEW,4000000,0,0,0,0,0,0,6726,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0.4,16603,0,-1,0,0,0,1212,0,0,0,Man Utd,Leeds United F.C.,Watford,Wolverhampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,NOR,4500000,0,6,2,4.44444444444444E-07,1.33333333333333E-06,0,258323,0,10,0,0,0,0,0,1.3,29787,0,0,6,0,0.3,0,1.3,0,0,0,0,0,7.7,219193,0,-1,0,0,258,19913,0,0,40,Arsenal,Watford,Everton,Burnley,Brighton,1.2,2.5,1,1.3,1,1,1.4,1,1.5,1.6,1,1,1,1.6,1,1.5,1,1,1.2,1,1.4,3,1,1,1.8,1,1.3,1,2.5,1,2,1,1,1.3,1,4.6
Olivier,Giroud,FWD,CHE,6500000,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Aston Villa,Tottenham,Man City,Southampton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
