FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5400000,0,13,1.625,3.00925925925926E-07,2.40740740740741E-06,0,515301,2,6,0,0,0,1,0,2.4,8122,-1,0,13,1,0,0,0,0,0,1,0,0,3.8,247495,0,-1,0,0,289,70,0,0,57,Burnley,Fulham,Man Utd,West Brom,Southampton,0,0,1.8,1.3,0.8,0.8,0.8,0.9,0.8,1.7,1.1,1,1.1,1.3,0.8,1.5,1.2,1.3,1,1.4,1.1,0.8,1.6,0.9,1,0.8,0.8,1,0.8,10.8
Marc,Albrighton,MID,LEI,5300000,0,8,0.888888888888889,1.67714884696017E-07,1.50943396226415E-06,0,11703,0,4,0,0,0,0,0,1.5,105,-2,0,8,2,0.2,0,1.2,0,0,0,0,0,0.1,3661,0,-1,0,0,260,65,0,0,41,Fulham,Sheffield United,Brighton,Everton,Tottenham,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.3
Toby,Alderweireld,DEF,TOT,5400000,0,26,4.3,7.96296296296296E-07,4.81481481481482E-06,0,156400,0,5,0,0,0,0,0,4.8,5753,-1,0,26,1,0.7,0,3.8,3,0,3,0,0,1.5,56512,0,-1,0,0,530,71,0,0,116,Chelsea,Arsenal,Crystal Palace,Liverpool,Leicester,0,0,0,0,3,5.6,4.2,2.7,6.4,5.7,5.2,5.3,2.7,4.4,6.2,5.9,3.5,5.4,6.4,3.4,4.8,4.2,4.3,5.3,3.6,5.6,4.7,3.2,5.8,18.7
Trent,Alexander-Arnold,DEF,LIV,7200000,0,21,2.6,3.61111111111111E-07,2.91666666666667E-06,0,3010576,1,16,0,0,0,0,0,2.9,56930,-3,1,21,3,0.1,0,0.7,4,0,1,0,1,14.4,387122,0,-1,0,0,690,181,-1,0,144,Brighton,Wolverhampton,Fulham,Tottenham,Crystal Palace,0,0,0,0,0,2.8,1.7,1.3,2.2,2.8,2.1,2.3,2,3.4,2.2,1.8,2.1,2.7,2.1,1.7,2.8,2.1,2.1,1.7,3.2,2.2,2.1,2.1,3.4,45.1
Ezgjan,Alioski,DEF,LEE,4400000,6,26,2.88888888888889,6.56565656565657E-07,5.90909090909091E-06,0,39320,0,6,0,0,0,0,0,5.9,396,-1,0,26,1,0.9,0,4,4,0,3,0,0,0.5,23886,0,-1,0,1,435,2928,0,0,100,Everton,Chelsea,West Ham,Newcastle,Man Utd,2.3,2.7,2.4,1.4,4.3,1.9,3.1,3.2,1.9,1.7,2.6,3.3,1.5,3.2,3.9,3.2,1.7,3.4,1.4,3,2,4,3.2,2.5,3,1.4,3.2,1.9,2.5,25.5
,Alisson,GLK,LIV,5900000,1,32,4,6.77966101694915E-07,5.42372881355932E-06,0,769176,1,8,0,15,0,0,0,5.4,5617,-1,0,32,1,0.6,0,3.7,3,0,2,0,0,7.4,280220,0,-1,1,1,720,3670,0,0,144,Brighton,Wolverhampton,Fulham,Tottenham,Crystal Palace,3.8,5.4,3.8,3.3,3.8,5.1,3.4,2.4,4.3,5.1,4.1,4.4,3.9,5.7,4.3,3.6,4.2,5,4.1,3.5,5.1,4,4.1,3.4,5.7,4.2,4.1,4.2,5.9,17.3
,Allan,MID,EVE,5300000,1,15,1.7,3.20754716981132E-07,2.83018867924528E-06,0,139409,4,15,0,0,0,0,0,2.8,1130,-2,0,15,2,0.2,0,1.2,0,0,1,0,0,1,78371,0,-1,0,0,810,541,0,0,104,Leeds United F.C.,Burnley,Chelsea,Leicester,Arsenal,0.8,1.4,0.8,1,0.8,1.6,0.8,0.9,0.8,1.2,0.8,0.9,1.2,1,1.1,0.8,1.1,0.9,1.2,1,1.1,1,0.8,1.1,0.8,0.9,1.5,1,0.8,24
Bamidele,Alli,MID,TOT,7400000,0,2,0.222222222222222,3.003003003003E-08,2.7027027027027E-07,0,240894,0,0,0,0,0,0,0,0.3,452,-6,0,2,6,0,0,0,0,0,0,0,0,0.6,18365,0,-1,0,0,66,273,0,0,8,Chelsea,Arsenal,Crystal Palace,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Miguel,Almiron,MID,NEW,5700000,3,18,2,3.50877192982456E-07,3.15789473684211E-06,0,64350,1,7,0,0,0,0,0,3.2,435,-3,0,18,3,0.4,0,2.2,0,0,2,0,1,0.4,18871,0,-1,0,0,482,308,0,0,69,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,Fulham,1,1.7,1.4,1.7,1.3,1,1,1,2.3,1.6,1,1.4,1.2,1.3,1.4,1.4,1.2,1.5,1,1.5,1,2,1.1,1,1,1.5,1,1.7,1.4,27.9
Marcos,Alonso,DEF,CHE,5700000,0,2,0.222222222222222,3.89863547758285E-08,3.50877192982456E-07,0,177031,1,6,0,0,0,0,0,0.4,1148,-3,0,2,3,0,0,0,0,0,0,0,0,1.6,37963,0,-1,0,0,225,225,0,0,36,Tottenham,Leeds United F.C.,Everton,Wolverhampton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Steven,Alzate,MID,BHA,4400000,0,9,1,2.27272727272727E-07,2.04545454545455E-06,0,94521,1,11,0,0,0,0,0,2,1448,-1,1,9,1,0,0,0,0,0,1,0,0,0.7,113636,0,-1,0,0,350,94,-1,0,59,Liverpool,Southampton,Leicester,Fulham,Sheffield United,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,16.1
Daniel,Amartey,DEF,LEI,3900000,0,0,0,0,0,0,90407,1,4,0,0,0,0,0,0,759,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,40900,0,-1,0,0,144,156,0,0,19,Fulham,Sheffield United,Brighton,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Ethan,Ampadu,DEF,SHU,4400000,0,8,0.888888888888889,2.02020202020202E-07,1.81818181818182E-06,0,46335,0,6,0,0,0,0,0,1.8,677,-1,0,8,1,0.2,0,0.7,0,0,0,0,0,0.5,16043,0,-1,0,0,364,20,0,0,55,West Brom,Leicester,Southampton,Man Utd,Brighton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.7,0.4,0.4,0.5,0.4,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,11.7
Joachim,Andersen,DEF,FUL,4500000,2,11,1.22222222222222,2.71604938271605E-07,2.44444444444444E-06,0,359,0,5,0,0,0,0,0,2.4,24,0,0,11,0,0.6,0,2.8,0,0,1,0,0,0,678,0,-1,0,0,360,25,0,0,61,Leicester,Man City,Liverpool,Brighton,Newcastle,0.7,1,1.1,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.8,1.1,0.6,1,0.9,0.9,0.6,0.6,0.6,0.6,1.1,0.6,5.1
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,-1,0,0,0,91,0,0,0,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,28496,0,0,0,0,0,0,0,0,65,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11530,0,-1,0,0,0,20,0,0,0,Liverpool,Southampton,Leicester,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,1,10,1.11111111111111,2.05761316872428E-07,1.85185185185185E-06,0,35827,1,7,0,0,0,0,0,1.9,249,-1,0,10,1,0.1,0,0.5,0,0,1,0,0,0.3,20150,0,-1,0,0,385,95,0,0,37,Leeds United F.C.,Burnley,Chelsea,Leicester,Arsenal,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,9.8
,Anguissa,MID,FUL,4500000,5,24,2.4,5.33333333333333E-07,5.33333333333333E-06,0,175569,1,13,0,0,0,0,0,5.3,2493,0,0,24,0,0.6,0,2.8,0,0,1,0,2,1.8,233540,0,-1,0,0,743,507,0,0,140,Leicester,Man City,Liverpool,Brighton,Newcastle,1.7,1.2,1.4,1.6,1.9,2.1,1.6,2.3,1.2,1.4,1.7,1.7,1.3,1.8,1.6,2.6,1.2,1.2,1.4,1.5,1.9,1.9,1.8,1.2,1.6,2.2,1.2,1.6,1.8,36.7
Michail,Antonio,FWD,WHU,6200000,0,27,4.5,7.25806451612903E-07,4.35483870967742E-06,0,694166,1,8,0,0,0,3,0,4.4,2471,-3,0,27,3,0,0,0,5,0,2,0,0,2,132749,0,-1,0,0,481,640,0,0,77,Aston Villa,Man Utd,Leeds United F.C.,Crystal Palace,Chelsea,0,0,5.5,6.8,4.4,5.1,4,5.4,5.4,4.7,5.4,5.7,6,5.6,5.7,3.7,4.5,4.1,6.2,4.1,3.8,4.3,5.9,3.6,5.4,5.4,5.8,5,5.4,52.1
Alphonse,Areola,GLK,FUL,4500000,2,25,2.8,6.22222222222222E-07,5.55555555555556E-06,0,80737,0,16,0,35,0,0,0,5.6,1162,0,0,25,0,0.8,0,3.5,0,0,1,0,0,1.3,64137,0,-1,0,0,810,698,0,0,159,Leicester,Man City,Liverpool,Brighton,Newcastle,2.6,3.3,3.7,2.2,2,2.4,2.5,2.5,3,1.9,2.3,2.5,2.1,3,1.7,2.5,2.3,2.9,3.7,1.9,3.4,3.2,3.2,1.8,2.1,2.4,1.4,3.7,1.8,24.4
Stuart,Armstrong,MID,SOU,5500000,2,33,4.1,7.45454545454545E-07,6E-06,0,34399,0,9,0,0,0,1,0,6,2415,0,0,33,0,0.9,0,4.8,2,0,4,0,2,0.7,55173,0,-1,0,1,690,2801,0,0,113,Man Utd,Brighton,Sheffield United,Arsenal,Man City,3.2,3.5,5.7,3.7,3.8,3.2,4.4,3.8,3.8,3.5,4.1,2.9,3.3,3.9,4.7,3.8,3.2,5,4.1,3.4,5.1,3.5,4.8,2.4,3.6,2,5,3.8,3.2,34.2
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.666666666666667,1.38888888888889E-07,1.25E-06,0,158234,0,6,0,8,0,0,0,1.2,569,-2,0,6,2,0,0,0,0,0,0,0,0,0.7,43400,0,-1,0,0,270,50,0,0,40,Tottenham,Leeds United F.C.,Everton,Wolverhampton,West Ham,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,5680,0,0,0,0,0,0,0,0,21,-3,0,0,3,0,0,0,0,0,0,0,0,0,890,0,-1,0,0,0,1,0,0,0,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11600000,2,35,3.5,3.01724137931034E-07,3.01724137931034E-06,0,2838816,2,12,0,0,0,2,0,3,33244,-4,0,35,4,0.3,0,3.8,1,0,3,0,1,10.9,458224,0,-1,0,0,896,789,0,0,117,Wolverhampton,Tottenham,Burnley,Southampton,Everton,2.9,3.6,3.2,3,3.4,2.1,3.7,3.7,3,2.6,2.7,1.8,3.1,4,2.2,2.1,3.7,4.5,1.8,3.4,2.1,4.9,3.1,2.7,4,3.3,3.4,2.4,2.4,55.4
Serge,Aurier,DEF,TOT,5200000,6,25,2.77777777777778,5.34188034188034E-07,4.80769230769231E-06,0,282249,0,4,0,0,0,1,0,4.8,968,-3,0,25,3,0.6,0,3,1,0,2,0,1,1.8,139842,0,-1,0,0,360,2593,0,0,104,Chelsea,Arsenal,Crystal Palace,Liverpool,Leicester,2.6,2.1,2.8,3.4,1.4,3.1,2.1,1.4,3.9,3.1,2.9,2.9,1.4,2.2,3.8,3.2,1.7,2.9,3.7,1.7,2.5,2.2,2.2,2.8,1.8,3,2.4,1.5,3.2,23.9
Charlie,Austin,FWD,WBA,5100000,0,0,0,0,0,0,63241,0,0,0,0,0,0,0,0,245,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,10964,0,-1,0,0,0,142,0,0,0,Sheffield United,Crystal Palace,Newcastle,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5700000,2,24,3,5.26315789473684E-07,4.21052631578947E-06,0,418018,0,9,0,0,0,1,0,4.2,3136,-3,0,24,3,0.7,0,4,2,0,2,0,1,1.9,103499,0,-1,0,0,584,1535,0,0,62,Newcastle,West Brom,Tottenham,West Ham,Liverpool,3.3,2.1,2.4,1.6,3.7,2.7,2.7,3.7,2.1,1.7,2.7,2.8,2.6,2.3,3,2.6,3.9,2.3,3.5,3,2.3,2.3,1.5,2.4,3,2.9,2.3,2.6,2,24.4
Luke,Ayling,DEF,LEE,4500000,5,28,2.8,6.22222222222222E-07,6.22222222222222E-06,0,225978,2,17,0,0,0,0,0,6.2,2194,0,0,28,0,0.6,0,2.8,1,0,4,0,0,3.8,229234,0,-1,0,0,879,2329,0,0,183,Everton,Chelsea,West Ham,Newcastle,Man Utd,2.2,2.6,2.3,1.4,4.1,1.8,3,3,1.8,1.6,2.5,3.1,1.4,3.1,3.7,3,1.7,3.2,1.4,2.8,1.9,3.8,3,2.4,2.8,1.4,3.1,1.8,2.4,48.4
Cesar,Azpilicueta,DEF,CHE,5800000,0,17,1.88888888888889,3.25670498084291E-07,2.93103448275862E-06,0,379867,1,3,0,0,0,0,0,2.9,4488,-2,0,17,2,0,0,0,0,0,2,0,1,3.1,75766,0,-1,0,0,320,537,0,0,72,Tottenham,Leeds United F.C.,Everton,Wolverhampton,West Ham,0.9,0.9,1,1.6,1.4,2,0.9,1.9,1.7,1.4,1.5,1,1.6,1.6,0.9,0.9,1.4,0.9,1.6,1.8,1.4,1.4,0.9,1.7,1.3,2.1,1.3,0.9,2.2,14.4
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.125,-2.55102040816327E-08,-2.04081632653061E-07,0,20361,1,7,0,0,0,0,0,-0.2,130,-1,0,-1,1,0,0,0,0,0,0,0,0,0.2,8178,0,-1,0,0,98,13,0,0,11,Southampton,West Ham,Man City,Sheffield United,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian,Balbuena,DEF,WHU,4400000,0,33,4.7,1.06818181818182E-06,7.5E-06,0,44227,1,6,0,0,0,1,0,7.5,1630,-1,0,33,1,0.9,0,4,0,0,4,0,0,1.7,145389,0,-1,0,0,630,4015,0,0,139,Aston Villa,Man Utd,Leeds United F.C.,Crystal Palace,Chelsea,4.7,5.6,5.6,7,4.9,4.6,3.5,4.2,6,5,5.3,6.6,7,5.3,5.2,3.9,6.2,4.1,7,5.8,5.7,4.5,4.8,4.1,5.7,4.2,5.4,5.6,5,18.6
George,Baldock,DEF,SHU,5200000,2,17,1.7,3.26923076923077E-07,3.26923076923077E-06,0,241009,1,16,0,0,0,0,0,3.3,2448,-3,0,17,3,0.2,0,1.3,0,0,0,0,1,1.7,39993,0,-1,0,0,900,193,0,0,125,West Brom,Leicester,Southampton,Man Utd,Brighton,1.3,0.8,0.8,1.2,1.2,0.8,1.3,1.2,0.8,0.8,2,1.8,1.2,0.8,1.4,1.2,1.6,0.9,1.4,0.8,1.3,1.2,1.3,0.8,1.3,1.6,0.8,1,0.9,44.6
Gareth,Bale,MID,TOT,9500000,0,13,1.44444444444444,1.52046783625731E-07,1.36842105263158E-06,0,114911,0,3,0,0,0,1,0,1.4,5159,0,0,13,0,0.3,0,3,3,0,1,0,0,0.7,154433,0,-1,0,0,115,547,0,0,33,Chelsea,Arsenal,Crystal Palace,Liverpool,Leicester,0.9,0.7,0.7,0.7,0.7,0.8,0.7,0.7,1.1,1.5,0.7,1,0.7,0.7,0.7,0.9,0.7,0.7,1,0.7,1.1,0.7,0.9,0.9,0.8,1.1,0.7,0.7,1,13.8
Patrick,Bamford,FWD,LEE,6100000,2,62,6.2,1.01639344262295E-06,1.01639344262295E-05,0,1070744,1,16,0,0,0,7,0,10.2,60389,6,0,62,-6,0.5,0,3.2,9,0,4,0,2,35.1,3053923,0,-1,0,1,850,22234,0,0,199,Everton,Chelsea,West Ham,Newcastle,Man Utd,8.9,7.8,5.7,6.7,9.3,6.4,8.6,9,7.3,6.8,9.3,9.3,7.3,8.6,8.7,7,4.8,7.6,4.8,8.7,6.9,7.9,7.8,6.3,9.3,5,9,7.3,7.3,90.3
Phil,Bardsley,DEF,BUR,4500000,0,1,0.125,2.77777777777778E-08,2.22222222222222E-07,0,34783,2,8,0,0,0,0,0,0.2,292,0,0,1,0,0,0,0,0,0,0,0,0,0.2,10644,0,-1,0,0,270,20,0,0,24,Man City,Everton,Arsenal,Aston Villa,Wolverhampton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Ross,Barkley,MID,AVL,5900000,0,32,4,6.77966101694915E-07,5.42372881355932E-06,0,321271,0,9,0,0,0,2,0,5.4,25750,-1,1,32,1,0.4,0,2.5,4,0,2,0,1,2.6,461832,0,-1,0,1,494,322,-1,0,116,West Ham,Newcastle,Wolverhampton,Burnley,West Brom,0,0,4.2,3.1,4.9,2.8,4.6,4.7,2,2.6,5.7,3.8,2.5,2.2,4.9,2,5.2,2.7,5.2,6,3,3.2,2,3.2,4.6,2,3.4,4.7,2,57.8
Ashley,Barnes,FWD,BUR,6000000,2,11,1.8,3E-07,1.83333333333333E-06,0,12394,1,12,0,0,0,0,0,1.8,226,0,0,11,0,0.2,0,1.3,0,0,2,0,0,0.1,7945,0,-1,0,0,461,158,0,0,8,Man City,Everton,Arsenal,Aston Villa,Wolverhampton,1.1,1.2,1.4,1.7,0.9,1.5,1.3,1.5,1.3,1,0.9,1.1,1,1.1,1.5,1.2,1.5,0.9,1.5,0.9,1,1.1,1.8,0.9,0.9,1.6,0.9,1.3,1.8,24.6
Harvey,Barnes,MID,LEI,6900000,6,42,4.2,6.08695652173913E-07,6.08695652173913E-06,0,532170,0,11,0,0,0,3,0,6.1,7560,-1,0,42,1,0.6,0,4.2,4,0,2,0,1,4.1,535287,0,-1,0,0,718,3468,0,0,109,Fulham,Sheffield United,Brighton,Everton,Tottenham,3.9,6.3,3.1,3.4,4.8,2.2,3.3,5.3,2.7,3.8,4.6,2.8,4.7,4.2,2.7,5.2,3,4.9,4.7,5.8,2.7,4.6,4.1,3.8,3.7,3.3,4.7,4.6,2.2,54.4
