FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5500000,0,13,3.2,5.81818181818182E-07,2.36363636363636E-06,0,369321,2,6,0,0,0,1,0,2.4,19715,0,0,13,0,0.3,0,1.7,0,0,1,0,0,5.7,241373,0,-1,0,0,289,1969,0,0,57,Sheffield United,Liverpool,Tottenham,Burnley,Fulham,3,4,3.3,2.8,2.9,4.8,3.4,1.6,1.9,1.9,2.6,2.4,4,3,3,3.8,3.6,1.7,3,3.1,3.9,3.3,3.2,4.6,1.9,3.8,2.5,3.3,2.5,2.9,3,2.3,10.8
Marc,Albrighton,MID,LEI,5300000,0,3,0.5,9.43396226415094E-08,5.66037735849057E-07,0,10410,0,0,0,0,0,0,0,0.6,179,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.1,2897,0,-1,0,0,35,34,0,0,13,Leeds United F.C.,Wolverhampton,Liverpool,Fulham,Sheffield United,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Toby,Alderweireld,DEF,TOT,5400000,2,13,3.2,5.92592592592593E-07,2.40740740740741E-06,0,120720,0,5,0,0,0,0,0,2.4,1519,-1,0,13,1,0.5,0,2.8,2,0,1,0,0,1.8,40723,0,-1,0,0,360,1675,0,0,67,Brighton,West Brom,Man City,Chelsea,Arsenal,1.6,3.7,3.2,3.4,2.1,4.1,4.3,1.6,4,1.7,1.6,4.5,3.7,2.8,3.7,1.6,2.1,4.7,4.1,1.7,2.7,3.8,1.6,3.6,2.6,2.7,4.1,1.8,3.9,2,1.6,4.8,11.9
Trent,Alexander-Arnold,DEF,LIV,7400000,2,19,2.7,3.64864864864865E-07,2.56756756756757E-06,0,1704735,1,15,0,0,0,0,0,2.6,95314,-1,0,19,1,0.1,0,1,4,0,1,0,1,31.9,373501,0,-1,0,0,628,6625,0,0,138,West Ham,Man City,Leicester,Brighton,Wolverhampton,2.5,3.4,1.7,2.2,2.5,2.5,1.4,2.5,2.7,2.1,1.4,2.2,3.3,2.5,2.5,1.9,3.8,3.6,1.8,2.2,2.2,2.5,2,2.3,2,2.4,1.5,4.1,1.9,2.2,2.9,3.2,41.6
Ezgjan,Alioski,DEF,LEE,4400000,0,10,1.66666666666667,3.78787878787879E-07,2.27272727272727E-06,0,31845,0,1,0,0,0,0,0,2.3,528,-1,0,10,1,0.5,0,2.3,1,0,1,0,0,0.5,14742,0,-1,0,0,156,615,0,0,37,Leicester,Crystal Palace,Arsenal,Everton,Chelsea,0.8,1.6,0.8,0.9,1.2,0.8,0.8,2.5,0.8,1.4,1.5,0.8,0.8,1.3,2.2,0.8,1,1.4,1.5,0.8,1.5,0.8,1.5,0.8,2.3,1.1,1.5,1.4,0.8,1.8,0.8,0.8,9.9
,Alisson,GLK,LIV,5900000,2,21,4.2,7.11864406779661E-07,3.55932203389831E-06,0,724149,0,6,0,8,0,0,0,3.6,7095,-1,0,21,1,0.2,0,1,2,0,1,0,0,7.4,241551,0,-1,1,1,450,3738,0,0,91,West Ham,Man City,Leicester,Brighton,Wolverhampton,4.7,5.3,3.5,4.4,4.8,4.8,2.8,4.9,5.1,4.3,2.5,4.3,5.1,4.8,4.8,3.8,5.9,6.3,3.6,4.4,4.4,4.8,4,4.5,4,4.7,3.1,6.3,3.8,4.4,5.5,5.8,10.8
,Allan,MID,EVE,5400000,1,11,1.8,3.33333333333333E-07,2.03703703703704E-06,0,124956,2,9,0,0,0,0,0,2,1977,-1,0,11,1,0.2,0,1.3,0,0,1,0,0,1.1,72616,0,-1,0,0,540,968,0,0,67,Newcastle,Man Utd,Fulham,Leeds United F.C.,Burnley,1.3,0.9,1.3,0.9,1.7,0.9,1.9,1,1.6,0.9,0.9,1,0.9,0.9,0.9,1.4,1.1,1.1,0.9,1.2,0.9,1.2,1.1,0.9,1.1,0.9,0.9,0.9,1,1.6,1,0.9,15.4
Bamidele,Alli,MID,TOT,7500000,0,2,0.333333333333333,4.44444444444444E-08,2.66666666666667E-07,0,235200,0,0,0,0,0,0,0,0.3,1021,-5,0,2,5,0,0,0.2,0,0,0,0,0,0.6,16763,0,-1,0,0,66,277,0,0,8,Brighton,West Brom,Man City,Chelsea,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
Miguel,Almiron,MID,NEW,5700000,3,12,2,3.50877192982456E-07,2.10526315789474E-06,0,58239,1,5,0,0,0,0,0,2.1,711,-3,0,12,3,0.3,0,1.7,0,0,1,0,1,0.4,16277,0,-1,0,0,300,194,0,0,58,Everton,Southampton,Chelsea,Crystal Palace,Aston Villa,1,1.2,1,1,1.4,1.1,2.1,1,1.1,1,1,2.3,1.3,1,1.4,1,1,1.3,1.7,1,1.6,1,1.7,1,2.4,1,1,1,2.6,1,1.4,1.9,22.7
Marcos,Alonso,DEF,CHE,5800000,0,2,0.333333333333333,5.74712643678161E-08,3.44827586206897E-07,0,155589,1,6,0,0,0,0,0,0.3,4095,-2,0,2,2,0,0,0,0,0,0,0,0,1.9,34947,0,-1,0,0,225,553,0,0,36,Burnley,Sheffield United,Newcastle,Tottenham,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.5
Steven,Alzate,MID,BHA,4500000,0,9,1.5,3.33333333333333E-07,2E-06,0,76436,1,11,0,0,0,0,0,2,2649,0,0,9,0,0.1,0,0.3,0,0,1,0,0,1,112312,0,-1,0,0,350,208,0,0,59,Tottenham,Burnley,Aston Villa,Liverpool,Southampton,1.1,0.8,0.8,0.8,0.8,1.6,1.1,1,0.9,0.8,0.8,0.8,1.3,0.8,0.8,0.8,1.5,0.8,0.8,0.9,0.8,0.8,0.8,1,0.8,0.8,1.4,0.8,0.9,0.8,0.8,0.8,16.1
Daniel,Amartey,DEF,LEI,4000000,0,0,0,0,0,0,77370,1,4,0,0,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,1,39307,0,-1,0,0,144,94,0,0,19,Leeds United F.C.,Wolverhampton,Liverpool,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Ethan,Ampadu,DEF,SHU,4400000,2,6,1,2.27272727272727E-07,1.36363636363636E-06,0,37625,0,5,0,0,0,0,0,1.4,1247,-1,1,6,1,0.2,0,0.8,0,0,0,0,0,0.6,15094,0,-1,0,0,303,369,-1,0,44,Man City,Chelsea,West Ham,West Brom,Leicester,0,0,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.7,0.6,0.5,0.5,1.4,1,0.5,0.5,0.5,0.5,0.6,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,9.6
Joachim,Andersen,DEF,FUL,4500000,6,6,1,2.22222222222222E-07,1.33333333333333E-06,0,178,0,0,0,0,0,0,0,1.3,5,0,0,6,0,0.4,0,2,0,0,1,0,0,0,215,0,-1,0,0,90,6,0,0,22,West Brom,West Ham,Everton,Leicester,Man City,0,0,0.5,1,1.1,0.6,0.5,0.5,0.5,0.6,0.7,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.9,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,1.4,0.5,0
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,27281,0,0,0,0,0,0,0,0,153,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11155,0,-1,0,0,0,32,0,0,0,Tottenham,Burnley,Aston Villa,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5500000,1,9,1.8,3.27272727272727E-07,1.63636363636364E-06,0,30877,1,6,0,0,0,0,0,1.6,944,0,0,9,0,0.1,0,0.7,0,0,1,0,0,0.3,19209,0,-1,0,0,362,268,0,0,33,Newcastle,Man Utd,Fulham,Leeds United F.C.,Burnley,0,0.9,1.3,0.9,1.7,0.9,1.9,1,1.6,0.9,0.9,1,0.9,0.9,0.9,1.4,1.1,1.1,0.9,1.2,0.9,1.2,1.1,0.9,1.1,0.9,0.9,0.9,1,1.6,1,0.9,9.1
,Anguissa,MID,FUL,4500000,3,16,2.3,5.11111111111111E-07,3.55555555555556E-06,0,143255,1,11,0,0,0,0,0,3.6,4211,0,0,16,0,0.4,0,2,0,0,1,0,1,2.1,225181,0,-1,0,0,542,461,0,0,99,West Brom,West Ham,Everton,Leicester,Man City,1.6,1.7,1.4,3,1.3,1.2,1.2,2.2,1.5,2.1,2.7,1.2,1.2,1.9,1.9,1.2,1.2,1.6,2.1,1.2,1.2,1.2,1.2,1.6,1.2,1.6,1.2,1.6,1.4,1.4,1.9,1.2,26.6
Michail,Antonio,FWD,WHU,6200000,0,27,4.5,7.25806451612903E-07,4.35483870967742E-06,0,612024,1,8,0,0,0,3,0,4.4,23045,-3,1,27,3,0.7,0,4.2,5,0,2,0,0,3.1,125668,0,-1,0,0,481,882,-1,0,77,Liverpool,Fulham,Sheffield United,Aston Villa,Man Utd,0,0,0,0,0,6.6,6.1,4.3,5.2,4.3,5.1,5.5,4.6,6,5.2,5.5,6.3,5.3,3.9,4.5,4,6.8,4.2,4,3.4,6.5,3.5,6.6,4.9,6.5,5.7,5,52.1
Alphonse,Areola,GLK,FUL,4500000,6,17,2.8,6.22222222222222E-07,3.77777777777778E-06,0,66129,0,11,0,23,0,0,0,3.8,1664,0,0,17,0,0.8,0,3.8,0,0,1,0,0,1.3,51385,0,-1,0,0,540,923,0,0,109,West Brom,West Ham,Everton,Leicester,Man City,2.4,3,1.5,4.1,3.9,3,1.6,2.6,1.6,3,3.5,3,1.7,2.8,2.7,1.4,2.2,1.8,2.1,3.1,3.3,3.5,1.4,3.5,2.2,2.8,1.4,2.4,1.9,1.5,4.2,1.4,16.2
Stuart,Armstrong,MID,SOU,5500000,5,19,3.8,6.90909090909091E-07,3.45454545454545E-06,0,20885,0,6,0,0,0,0,0,3.5,270,0,0,19,0,0.6,0,3.5,0,0,3,0,2,0.2,8478,0,-1,0,0,422,735,0,0,57,Aston Villa,Newcastle,Wolverhampton,Man Utd,Brighton,2.7,3.3,3,2.7,3.2,5.1,2.6,3.2,3.7,3.5,3,4,4.9,3.7,2.2,3.2,3.7,3.6,3.3,2.7,4.4,3.4,3.5,4.1,3.1,3.4,2.1,2.8,1.9,3.9,3.1,2.9,20.7
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,2,4.16666666666667E-07,1.25E-06,0,148049,0,6,0,8,0,0,0,1.2,2370,-2,0,6,2,0.1,0,0.7,0,0,0,0,0,0.8,42971,0,-1,0,0,270,30,0,0,40,Burnley,Sheffield United,Newcastle,Tottenham,Leeds United F.C.,0,0,1.5,1,1,1,1.7,1.4,1.6,1.1,2.6,2.6,1.7,1.4,1.2,1.7,1.5,1,1,2.3,1,1.7,1.9,1.5,1.8,1,1.7,1.2,2.7,1.5,1,2,5
Christian,Atsu,MID,NEW,5300000,0,0,0,0,0,0,5172,0,0,0,0,0,0,0,0,122,-2,0,0,2,0,0,0,0,0,0,0,0,0,840,0,-1,0,0,0,2,0,0,0,Everton,Southampton,Chelsea,Crystal Palace,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11700000,8,28,4,3.41880341880342E-07,2.39316239316239E-06,0,2547686,2,7,0,0,0,2,0,2.4,19120,-3,0,28,3,0.3,0,3.5,1,0,2,0,1,13.7,365618,0,-1,0,0,626,10852,0,0,104,Man Utd,Aston Villa,Leeds United F.C.,Wolverhampton,Tottenham,4,2.1,4.8,3.5,4.3,4,4.2,3.5,3.2,4.1,3.9,3.3,3.2,3,2.5,3.8,3.5,3,3.1,5.8,5.4,2.2,3.7,2.9,5.2,3.8,3.9,4.5,4.3,3.4,2.7,3.3,39
Serge,Aurier,DEF,TOT,5200000,0,13,2.16666666666667,4.16666666666667E-07,2.5E-06,0,226368,0,4,0,0,0,1,0,2.5,10975,-3,0,13,3,0.6,0,3.2,1,0,0,0,1,2.4,129690,0,-1,0,0,180,1795,0,0,60,Brighton,West Brom,Man City,Chelsea,Arsenal,1.1,2.1,2.2,1.9,1.1,2.4,2.5,1.1,2.3,1.1,1.1,2.7,2.1,1.5,2.1,1.1,1.1,3.2,2.3,1.1,1.4,2.2,1.1,2,1.8,1.4,2.3,1.1,2.2,1.1,1.1,3.2,18.4
Charlie,Austin,FWD,WBA,5100000,0,0,0,0,0,0,59397,0,0,0,0,0,0,0,0,496,-4,1,0,4,0,0,0,0,0,0,0,0,0.2,9536,0,-1,0,0,0,151,-1,0,0,Fulham,Tottenham,Man Utd,Sheffield United,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5700000,1,12,2.4,4.21052631578947E-07,2.10526315789474E-06,0,391642,0,7,0,0,0,0,0,2.1,3392,-3,0,12,3,0.1,0,0.3,0,0,1,0,1,1.8,75185,0,-1,0,0,359,812,0,0,16,Wolverhampton,Leeds United F.C.,Burnley,Newcastle,West Brom,1.2,1.7,2.6,1.9,2,1.6,1.6,2.3,1.9,1.4,2.4,1.4,1.4,1.6,1.3,2.5,2.5,2,2.5,2.2,2.7,2.5,2,1.7,1.4,1.3,3,1.8,2.2,1.3,1.8,1.8,10.7
Luke,Ayling,DEF,LEE,4500000,0,17,2.8,6.22222222222222E-07,3.77777777777778E-06,0,166231,1,9,0,0,0,0,0,3.8,2919,0,0,17,0,0.5,0,2.3,1,0,2,0,0,4.4,208930,0,-1,0,0,540,4429,0,0,105,Leicester,Crystal Palace,Arsenal,Everton,Chelsea,1.4,3.3,1.8,2.1,2.7,1.7,1.4,4.2,1.5,3,3.3,1.4,1.4,2.9,4.2,1.4,2.4,3.1,3.3,1.4,3.3,1.4,3.3,1.6,4.1,2.4,2.5,3,1.4,3.7,1.7,1.9,30.2
Cesar,Azpilicueta,DEF,CHE,5900000,0,17,2.83333333333333,4.80225988700565E-07,2.88135593220339E-06,0,300415,1,3,0,0,0,0,0,2.9,11577,-1,0,17,1,0.4,0,2.3,0,0,2,0,1,4.1,67053,0,-1,0,0,320,2132,0,0,72,Burnley,Sheffield United,Newcastle,Tottenham,Leeds United F.C.,3.4,2.3,2.6,1.4,1.4,1.7,2.9,2.4,2.7,2,3.7,4.1,3,2.4,2.1,3,2.7,1.4,1.4,3.2,1.7,2.8,3.2,2.6,3,1.8,3,2.2,3.8,2.6,1.6,3.4,14.4
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.2,-4.08163265306122E-08,-2.04081632653061E-07,0,18023,1,7,0,0,0,0,0,-0.2,606,-1,0,-1,1,-0.1,0,-0.5,0,0,0,0,0,0.2,8063,0,-1,0,0,98,10,0,0,11,Arsenal,Everton,West Brom,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian,Balbuena,DEF,WHU,4400000,1,21,4.2,9.54545454545455E-07,4.77272727272727E-06,0,26272,1,6,0,0,0,1,0,4.8,2217,-1,0,21,1,0.9,0,3.8,0,0,2,0,0,1.1,84039,0,-1,0,0,450,8714,0,0,90,Liverpool,Fulham,Sheffield United,Aston Villa,Man Utd,5.6,4,4.8,3.6,4.7,5.1,5.4,4.3,3.4,2.8,3.4,4.6,3.9,5.3,5.5,5.8,5.2,4.1,2.5,5.7,2.6,6.3,4.5,5.2,3.1,4.7,3.5,5.8,3.2,4.8,4.8,3.4,14.8
George,Baldock,DEF,SHU,5300000,2,13,1.9,3.58490566037736E-07,2.45283018867925E-06,0,205266,1,10,0,0,0,0,0,2.5,4221,-2,0,13,2,0.4,0,2.2,0,0,0,0,1,2.1,34111,0,-1,0,0,630,294,0,0,82,Man City,Chelsea,West Ham,West Brom,Leicester,2.5,1.2,1.3,1.4,1,1,2.2,1.4,1,1.9,1.6,1,1,2.8,2.5,1.4,1,1.6,1.6,1.8,1,2.4,1,1.5,1.4,1.6,1,1.6,1.8,1,1.3,1.1,25.6
Gareth,Bale,MID,TOT,9500000,9,10,1.66666666666667,1.75438596491228E-07,1.05263157894737E-06,0,63218,0,3,0,0,0,1,0,1.1,4223,0,0,10,0,0.3,0,2.5,3,0,0,0,0,1,129843,0,-1,0,0,38,6072,0,0,25,Brighton,West Brom,Man City,Chelsea,Arsenal,0.8,1.3,0.8,1.1,0.8,0.8,0.8,0.8,1.2,0.8,0.8,1.1,1.8,0.8,1.3,0.8,0.8,0.9,1.2,0.8,0.8,1.1,0.8,1.5,0.8,1.1,1.5,0.9,1.7,0.8,0.8,2.1,9.1
Patrick,Bamford,FWD,LEE,6000000,0,49,8.2,1.36666666666667E-06,8.16666666666667E-06,0,711281,1,8,0,0,0,6,0,8.2,12244,5,-1,49,-5,1,0,6.3,8,0,2,0,2,32.3,2473351,0,-1,0,1,490,75323,1,0,177,Leicester,Crystal Palace,Arsenal,Everton,Chelsea,6.5,11.8,8.1,12,11.3,7.6,7.3,12.3,7.3,12,12.3,9.5,7.7,12.3,12.3,8.9,9.2,11.6,10.8,6,12.1,6.8,12.3,8.4,11.5,9,7.2,12.3,6.9,12.3,11.2,8.9,59
Phil,Bardsley,DEF,BUR,4500000,0,1,0.3,6.66666666666667E-08,2.22222222222222E-07,0,30310,2,8,0,0,0,0,0,0.2,1156,0,0,1,0,0,0,0,0,0,0,0,0,0.3,10321,0,-1,0,0,270,9,0,0,24,Chelsea,Brighton,Crystal Palace,Man City,Everton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Ross,Barkley,MID,AVL,6000000,2,24,4.8,8E-07,4E-06,0,97138,0,9,0,0,0,2,0,4,21252,0,0,24,0,0.9,0,5.5,3,0,1,0,0,4.4,372043,0,-1,0,1,400,11288,0,0,85,Southampton,Arsenal,Brighton,West Ham,Newcastle,4.1,5.4,3.1,5.7,3,5.8,4,6,3.1,5.4,6.1,2.4,3.8,7.2,4.9,3.2,3.5,6.2,2.5,7,3.4,6.6,7.2,3.7,4.2,2.9,4.3,5.5,2.4,4.5,6.5,3,38.4
Ashley,Barnes,FWD,BUR,6000000,2,7,1.8,3E-07,1.16666666666667E-06,0,9228,1,7,0,0,0,0,0,1.2,275,0,0,7,0,0.3,0,2,0,0,1,0,0,0.1,5360,0,-1,0,0,312,314,0,0,3,Chelsea,Brighton,Crystal Palace,Man City,Everton,0.9,2,1.3,1.2,0.9,1.2,1.5,0.9,2,1.1,1,1.5,1.3,0.9,1.1,0.9,1,1.8,1.1,2.1,0.9,1.4,0.9,1.1,0.9,2.2,1,0.9,1.9,0.9,1,1.8,18.9
