FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Issa,Diop,DEF,WHU,4500000,0,2,0.333333333333333,7.40740740740741E-08,4.44444444444444E-07,0,72707,0,4,0,0,0,0,0,0.4,1185,0,0,2,0,0,0,0,0,0,0,0,0,0.7,8581,0,-1,0,0,180,189,0,0,25,Liverpool,Fulham,Sheffield United,Aston Villa,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.3
Moussa,Djenepo,MID,SOU,5400000,0,14,2.33333333333333,4.32098765432099E-07,2.59259259259259E-06,0,15043,1,5,0,0,0,1,0,2.6,236,-1,1,14,1,0.2,0,1.2,0,0,1,0,1,0.1,11978,0,-1,0,0,233,32,-1,0,37,Aston Villa,Newcastle,Wolverhampton,Man Utd,Brighton,1.2,1.5,1.3,1.2,1.5,2.6,1.2,1.4,1.7,1.6,1.4,1.9,2.5,1.7,1.2,1.5,1.7,1.7,1.5,1.2,2.1,1.5,1.6,2,1.4,1.6,1.2,1.2,1.2,1.9,1.4,1.3,8.7
Matt,Doherty,DEF,TOT,5800000,2,12,2.4,4.13793103448276E-07,2.06896551724138E-06,0,1101997,1,5,0,0,0,0,0,2.1,11247,-2,0,12,2,0.3,0,2,0,0,1,0,0,8.8,139474,0,-1,0,0,435,3231,0,0,57,Brighton,West Brom,Man City,Chelsea,Arsenal,1.2,2.5,2.4,2.2,1.3,2.7,2.9,1.2,2.7,1.2,1.2,3.1,2.5,1.8,2.5,1.2,1.3,3.6,2.7,1.2,1.7,2.5,1.2,2.4,1.9,1.7,2.7,1.2,2.6,1.2,1.2,3.6,17.9
Abdoulaye,Doucoure,MID,EVE,5300000,1,15,2.1,3.9622641509434E-07,2.83018867924528E-06,0,151254,2,11,0,0,0,0,0,2.8,3034,-2,1,15,2,0.2,0,1.3,0,0,1,0,1,1.2,68095,0,-1,0,0,558,657,-1,0,103,Newcastle,Man Utd,Fulham,Leeds United F.C.,Burnley,1.7,1,1.7,1,2.1,1.1,2.4,1.3,2,1.1,1.2,1.3,1.2,1,1.1,1.8,1.4,1.4,1,1.6,1.1,1.5,1.4,1.2,1.4,1,1.1,1,1.3,2.1,1.3,1,29.6
Barry,Douglas,DEF,LEE,3900000,0,0,0,0,0,0,687938,0,0,0,0,0,0,0,0,16089,-1,0,0,1,0,0,0,0,0,0,0,0,6.3,153057,0,-1,0,0,0,580,0,0,0,Leicester,Crystal Palace,Arsenal,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,5,16,2.7,5.51020408163265E-07,3.26530612244898E-06,0,19836,2,9,0,0,0,0,0,3.3,457,-1,1,16,1,0.5,0,2.5,0,0,3,0,1,0.3,11324,0,-1,0,0,525,456,-1,0,71,Southampton,Arsenal,Brighton,West Ham,Newcastle,1.6,2.3,1.4,2.5,1.4,2.5,1.5,2.6,1.4,2.2,2.7,1.4,1.5,3.6,2,1.4,1.4,2.7,1.4,3.2,1.4,3,3.5,1.4,1.7,1.4,1.7,2.3,1.4,1.8,2.9,1.4,20.1
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,4917,0,0,0,0,0,0,0,0,218,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3617,0,-1,0,0,0,258,0,0,0,Sheffield United,Liverpool,Tottenham,Burnley,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,1910,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2820,0,-1,0,0,0,67,0,0,0,Chelsea,Brighton,Crystal Palace,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4900000,0,0,0,0,0,0,16021,0,0,0,0,0,0,0,0,246,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1006,0,-1,0,0,0,27,0,0,0,Everton,Southampton,Chelsea,Crystal Palace,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4400000,0,0,0,0,0,0,4646,0,0,0,0,0,0,0,0,50,-1,0,0,1,0,0,0,0,0,0,0,0,0,461,0,-1,0,0,0,4,0,0,0,Tottenham,Burnley,Aston Villa,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,105,0,-1,0,0,0,3,0,0,0,Everton,Southampton,Chelsea,Crystal Palace,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4800000,0,5,1,2.08333333333333E-07,1.04166666666667E-06,0,405961,1,11,0,0,0,0,0,1,13093,-2,0,5,2,-0.1,0,-0.3,1,0,1,0,0,3.2,59585,1,-1,0,0,450,42,0,1,62,Tottenham,Burnley,Aston Villa,Liverpool,Southampton,0,0,0.7,0.6,0.5,1,0.6,0.5,0.6,0.5,0.5,1.1,0.6,0.5,0.5,0.7,0.8,0.5,0.5,0.5,0.5,0.5,0.5,1.4,0.5,0.5,0.5,0.5,0.6,0.5,0.9,0.5,11.5
Jimmy,Dunne,DEF,BUR,4100000,0,8,1.6,3.90243902439024E-07,1.95121951219512E-06,0,274795,0,5,0,0,0,1,0,2,21766,1,0,8,-1,0,0,0,0,0,0,0,0,7.3,703624,0,-1,0,0,180,2525,0,0,35,Chelsea,Brighton,Crystal Palace,Man City,Everton,0.8,1.2,1.1,2.2,0.8,1.3,1.6,0.8,1.3,0.8,0.8,1.5,1.4,0.8,1.1,1.7,0.8,1.4,0.8,1.4,0.8,0.8,0.8,0.8,0.8,2.4,1.4,0.8,1.4,0.8,1.1,1.2,12.6
,Ederson,GLK,MCI,6000000,6,21,3.5,5.83333333333333E-07,3.5E-06,0,160583,0,8,0,13,0,0,0,3.5,5717,0,0,21,0,0.8,0,5,0,0,2,0,0,5.9,177615,0,-1,0,0,540,3660,0,0,99,Sheffield United,Liverpool,Tottenham,Burnley,Fulham,3.4,4.6,3.8,3.2,3.3,5.2,3.9,1.8,2.3,2.3,3,2.8,4.5,3.4,3.4,4.3,4.1,2,3.5,3.6,4.2,3.8,3.6,5.1,2.2,4.3,2.8,3.8,2.9,3.3,3.4,2.7,10.8
Kyle,Edwards,MID,WBA,4800000,0,4,0.666666666666667,1.38888888888889E-07,8.33333333333333E-07,0,1702,0,3,0,0,0,0,0,0.8,28,-2,1,4,2,0.1,0,0.5,0,0,0,0,0,0,470,0,-1,0,0,113,21,-1,0,14,Fulham,Tottenham,Man Utd,Sheffield United,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,6.3
John,Egan,DEF,SHU,4900000,2,4,0.7,1.42857142857143E-07,8.16326530612245E-07,0,799498,1,9,0,0,0,0,0,0.8,5726,-1,0,4,1,0.3,0,1.5,0,0,0,0,0,3.7,27918,0,-1,0,0,461,256,0,1,50,Man City,Chelsea,West Ham,West Brom,Leicester,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.9,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8.9
Anwar,El Ghazi,MID,AVL,5800000,0,0,0,0,0,0,8728,0,0,0,0,0,0,0,0,185,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2772,0,-1,0,0,0,61,0,0,0,Southampton,Arsenal,Brighton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,El Mohamady,DEF,AVL,4400000,1,2,0.4,9.09090909090909E-08,4.54545454545455E-07,0,20250,0,0,0,0,0,0,0,0.5,481,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.3,7224,0,-1,0,0,33,148,0,0,8,Southampton,Arsenal,Brighton,West Ham,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8
Harvey,Elliott,MID,LIV,4400000,0,0,0,0,0,0,13502,0,0,0,0,0,0,0,0,395,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,9893,0,-1,0,0,0,26,0,0,0,West Ham,Man City,Leicester,Brighton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4400000,3,10,1.66666666666667,3.78787878787879E-07,2.27272727272727E-06,0,119662,0,4,0,0,0,0,0,2.3,3108,-1,0,10,1,0.3,0,1.2,0,0,2,0,0,1.5,168590,0,-1,0,0,360,4796,0,0,62,Man Utd,Aston Villa,Leeds United F.C.,Wolverhampton,Tottenham,1,0.8,1.3,0.8,1.1,1,1,0.8,0.8,1,1,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,1.7,1.5,0.8,0.9,0.8,1.5,0.9,1,1.2,1.1,0.8,0.8,0.8,9.7
,Emerson,DEF,CHE,4800000,0,0,0,0,0,0,9282,0,0,0,0,0,0,0,0,277,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2440,0,-1,0,0,0,65,0,0,0,Burnley,Sheffield United,Newcastle,Tottenham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,16394,0,0,0,0,0,0,0,0,66,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,10329,0,-1,0,0,0,20,0,0,0,Southampton,Arsenal,Brighton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,0,8,2,3.63636363636364E-07,1.45454545454545E-06,0,8774,3,5,0,0,0,0,0,1.5,1001,0,0,8,0,0.3,0,1.5,0,0,1,0,0,0.2,10896,0,-1,0,0,349,96,0,0,48,Leeds United F.C.,Wolverhampton,Liverpool,Fulham,Sheffield United,0,1,2.4,1,2,1,1,2.2,1.2,2.2,1.9,1,1,1.3,1,2.2,2.1,1,2.5,1,2,1,2.5,1.6,2.2,1,1,1.1,1,3,1.7,1,6.4
Eberechi,Eze,MID,CRY,5800000,1,8,1.33333333333333,2.29885057471264E-07,1.37931034482759E-06,0,36501,0,8,0,0,0,0,0,1.4,924,-2,0,8,2,0.1,0,0.7,0,0,0,0,0,0.3,16555,0,-1,0,0,227,171,0,0,27,Wolverhampton,Leeds United F.C.,Burnley,Newcastle,West Brom,0.7,0.7,1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,1.1,0.7,1,0.7,0.7,0.7,15.3
Lukasz,Fabianski,GLK,WHU,5000000,2,26,3.7,7.4E-07,5.2E-06,0,54474,0,10,0,17,0,0,0,5.2,1534,0,0,26,0,0.8,0,4.2,3,0,2,0,0,1.6,39530,0,-1,0,0,630,6226,0,0,121,Liverpool,Fulham,Sheffield United,Aston Villa,Man Utd,4.7,3.3,4,3,4.1,4.2,4.5,3.6,2.8,2.3,2.8,3.9,3.2,4.4,4.6,4.9,4.4,3.4,2,5,2.1,5.6,3.8,4.3,2.5,3.9,2.9,4.9,2.6,4,4,2.8,11.9
,Fabinho,MID,LIV,5500000,0,14,2.3,4.18181818181818E-07,2.54545454545455E-06,0,109011,1,12,0,0,0,0,0,2.5,10928,0,0,14,0,0.2,0,1.2,0,0,1,0,1,1.2,65868,0,-1,0,0,482,86,0,0,85,West Ham,Man City,Leicester,Brighton,Wolverhampton,0,0,0,0,0,1.9,1.2,1.2,1.9,1.9,1.2,1.8,1.2,1.8,1.4,1.4,1.3,2.7,1.7,2.3,1.7,1.5,1.3,1.3,1.2,2.1,1.3,1.6,1.8,1.6,2.4,1.4,13.4
,Fabio Silva,FWD,WOL,5200000,1,3,1,1.92307692307692E-07,5.76923076923077E-07,0,81826,0,3,0,0,0,0,0,0.6,1131,-3,1,3,3,0,0,0.2,0,0,0,0,0,0.6,24937,0,-1,0,0,41,352,-1,0,6,Crystal Palace,Leicester,Southampton,Arsenal,Liverpool,0.6,0.9,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.8,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.8,0.5,0.5,5.8
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,37682,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,1.8,27832,0,-1,0,0,0,423,0,0,0,West Brom,West Ham,Everton,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,32968,0,0,0,0,0,0,0,0.3,318,-4,1,2,4,0,0,0,0,0,0,0,0,0.2,4609,0,-1,0,0,2,8,-1,0,8,Liverpool,Fulham,Sheffield United,Aston Villa,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,4000000,0,0,0,0,0,0,75526,0,0,0,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0.9,24858,0,-1,0,0,0,106,0,0,0,Wolverhampton,Leeds United F.C.,Burnley,Newcastle,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,10500000,2,36,6,5.71428571428571E-07,3.42857142857143E-06,0,934805,1,11,0,0,0,3,0,3.4,36355,0,0,36,0,0.5,1,5.5,6,0,1,0,2,21.5,1236131,0,-1,0,2,479,17593,0,0,144,Arsenal,Everton,West Brom,Southampton,West Ham,5,7.6,6.1,6.8,7.8,4.3,9,4.2,9,4.9,3,8.9,5.9,6.4,7.4,5.9,5.5,8.1,4.4,7.3,6.4,4.6,6.3,4.5,8.6,5.6,9,4,7.6,3.7,5.4,7.9,67.5
,Fernandes,MID,TOT,4800000,0,0,0,0,0,0,5101,0,0,0,0,0,0,0,0,121,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1659,0,-1,0,0,0,54,0,0,0,Brighton,West Brom,Man City,Chelsea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4900000,3,16,2.3,4.69387755102041E-07,3.26530612244898E-06,0,61991,0,11,0,0,0,0,0,3.3,1235,-1,0,16,1,0.3,0,1.7,1,0,1,0,0,1,23995,0,-1,0,0,630,545,0,0,117,Everton,Southampton,Chelsea,Crystal Palace,Aston Villa,1.2,1.2,1.2,2.4,2.8,1.5,2.3,1.2,3.3,2,1.2,2.2,2.2,1.2,1.4,1.9,1.2,1.9,3.4,1.4,2.2,1.2,2.2,1.2,2.8,1.4,2.6,1.5,3.3,2.7,1.3,2.4,19.3
,Fernandinho,DEF,MCI,5400000,0,5,1,1.85185185185185E-07,9.25925925925926E-07,0,77002,0,2,0,0,0,0,0,0.9,3619,-1,0,5,1,0.1,0,0.3,0,0,0,0,0,0.8,38473,0,-1,0,0,154,15,0,0,24,Sheffield United,Liverpool,Tottenham,Burnley,Fulham,0,0,0,0,0.5,1.3,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.6,0.5,0.5,0.5,1,0.5,0.5,0.9,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,7.7
Sam,Field,MID,WBA,4800000,0,3,0.5,1.04166666666667E-07,6.25E-07,0,1506,0,2,0,0,0,0,0,0.6,43,-2,0,3,2,0,0,0.2,0,0,0,0,0,0,365,0,-1,0,0,61,7,0,0,16,Fulham,Tottenham,Man Utd,Sheffield United,Crystal Palace,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2
Roberto,Firmino,FWD,LIV,9300000,2,26,3.7,3.97849462365591E-07,2.79569892473118E-06,0,220631,1,13,0,0,0,1,0,2.8,6510,-2,0,26,2,0.5,0,4.5,3,0,1,0,2,2.5,79049,0,-1,0,0,560,1248,0,0,114,West Ham,Man City,Leicester,Brighton,Wolverhampton,3.2,3,2.8,4.8,2.6,4.6,3.2,4.2,4.6,4.7,2.8,3.8,3.9,5,3.3,4.2,3.5,5.4,4,4.3,4.1,2.6,2.9,3,2.5,4.8,3.7,5,4.1,4,4.8,5,48.2
John,Fleck,MID,SHU,5700000,0,5,0.833333333333333,1.46198830409357E-07,8.7719298245614E-07,0,32867,0,4,0,0,0,0,0,0.9,419,-3,0,5,3,0,0,0.2,0,0,0,0,0,0.1,5356,0,-1,0,0,179,5,0,0,25,Man City,Chelsea,West Ham,West Brom,Leicester,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8
Phil,Foden,MID,MCI,6600000,1,26,4.3,6.51515151515152E-07,3.93939393939394E-06,0,448440,0,5,0,0,0,2,0,3.9,43345,1,0,26,-1,0.7,0,4.3,2,0,1,0,1,8.9,773586,0,-1,0,0,385,11782,0,0,85,Sheffield United,Liverpool,Tottenham,Burnley,Fulham,5.7,3.3,4.7,4.6,4.4,4.4,4.9,3.3,3.6,3.9,3.7,3.7,3.8,4.3,5.7,5.9,2.8,2.6,3.7,3.8,2.9,5,4,6.2,3.5,3.9,4.7,3,3.6,4.9,4.5,4.4,32.6
Wes,Foderingham,GLK,SHU,4400000,0,0,0,0,0,0,4854,0,0,0,0,0,0,0,0,86,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1167,0,-1,0,0,0,31,0,0,0,Man City,Chelsea,West Ham,West Brom,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,0,7,1.16666666666667,2.33333333333333E-07,1.4E-06,0,1007,1,1,0,0,0,0,0,1.4,175,0,0,7,0,0.4,0,1.8,0,0,1,0,0,0.1,7104,0,-1,0,0,180,946,0,0,41,Leeds United F.C.,Wolverhampton,Liverpool,Fulham,Sheffield United,0.9,0.6,1.1,0.6,0.8,0.6,0.6,1,0.6,1,0.8,0.6,0.6,0.6,0.6,1,0.9,0.6,1.1,0.6,0.8,0.6,1.1,0.7,1,0.6,0.6,0.6,0.6,1.8,0.7,0.6,4.2
Pablo,Fornals,MID,WHU,6400000,10,39,5.6,8.75E-07,6.09375E-06,0,18300,1,9,0,0,0,2,0,6.1,1857,-1,0,39,1,1,0,6.5,5,0,2,0,3,0.8,54967,0,-1,0,1,589,26194,0,0,117,Liverpool,Fulham,Sheffield United,Aston Villa,Man Utd,4.7,5.9,7.9,3.3,4,7.9,5.1,6,5.1,5.5,6.2,6.6,6.2,5,4.6,6.2,7.6,7,3.6,5.1,4.7,7,5.6,6.6,4.3,7.6,4.9,8.4,6,7,6.8,6.4,36.1
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1570,0,0,0,0,0,0,0,0,15,-2,0,0,2,0,0,0,0,0,0,0,0,0,127,0,-1,0,0,0,3,0,0,0,Leicester,Crystal Palace,Arsenal,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,0,0,0,0,0,49891,0,0,0,0,0,0,0,0,2191,0,0,0,0,0,0,0,0,0,0,0,0,3.3,208845,0,-1,0,0,0,3944,0,0,0,Aston Villa,Newcastle,Wolverhampton,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Fosu-Mensah,DEF,MUN,4400000,0,0,0,0,0,0,6390,1,2,0,0,0,0,0,0,202,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3807,0,-1,0,0,80,74,0,0,17,Arsenal,Everton,West Brom,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,8135,0,0,0,0,0,0,0,0,146,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1333,0,-1,0,0,0,7,0,0,0,Brighton,West Brom,Man City,Chelsea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5700000,4,13,2.16666666666667,3.80116959064327E-07,2.28070175438596E-06,0,62620,0,5,0,0,0,0,0,2.3,484,-3,1,13,3,0.5,0,2.7,0,0,1,0,2,0.3,12038,0,-1,0,0,185,339,-1,0,34,Everton,Southampton,Chelsea,Crystal Palace,Aston Villa,1.1,1.4,1.1,1.2,1.6,1.2,2.3,1.1,1.2,1.1,1.1,2.5,1.5,1.1,1.6,1.1,1.2,1.5,1.9,1.1,1.8,1.1,1.9,1.1,2.6,1.1,1.1,1.1,2.9,1.1,1.7,2.1,3
,Fred,MID,MUN,5300000,2,8,1.6,3.0188679245283E-07,1.50943396226415E-06,0,8597,2,4,0,0,0,0,0,1.5,330,-2,0,8,2,0.3,0,1.8,0,0,2,0,0,0.1,4940,0,-1,0,0,289,613,0,0,44,Arsenal,Everton,West Brom,Southampton,West Ham,0.8,1,0.8,0.8,1.1,0.8,1.7,0.8,1.9,0.8,0.8,1.4,0.8,0.9,1,0.8,0.8,1.1,0.8,0.9,0.8,0.8,0.8,0.8,1.3,0.8,1.5,0.8,1,0.8,0.8,1.1,7
Ryan,Fredericks,DEF,WHU,4400000,0,4,0.666666666666667,1.51515151515151E-07,9.09090909090909E-07,0,36009,2,4,0,0,0,0,0,0.9,538,-1,0,4,1,0,0,0,0,0,0,0,1,0.3,9307,0,-1,0,0,228,108,0,0,43,Liverpool,Fulham,Sheffield United,Aston Villa,Man Utd,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.5,0.3,0.8,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,17.7
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,-1,0,0,0,5,0,0,0,Man City,Chelsea,West Ham,West Brom,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,7,1.16666666666667,2.59259259259259E-07,1.55555555555556E-06,0,4857,1,1,0,0,0,0,0,1.6,164,0,0,7,0,0.3,0,1.5,1,0,1,0,0,0.2,6878,0,-1,0,0,100,340,0,0,26,Leeds United F.C.,Wolverhampton,Liverpool,Fulham,Sheffield United,0.9,0.6,1.1,0.6,0.8,0.6,0.6,1,0.6,1,0.8,0.6,0.6,0.6,0.6,1,0.9,0.6,1.1,0.6,0.8,0.6,1.1,0.7,1,0.6,0.6,0.6,0.6,1.8,0.7,0.6,3
Darnell,Furlong,DEF,WBA,4500000,1,15,2.5,5.55555555555556E-07,3.33333333333333E-06,0,6458,1,12,0,0,0,0,0,3.3,269,0,0,15,0,0.6,0,2.5,1,0,1,0,1,0.1,7201,0,-1,0,0,518,104,0,0,82,Fulham,Tottenham,Man Utd,Sheffield United,Crystal Palace,2.3,1.2,3.8,2,2.8,1.9,3.2,1.8,2.5,1.2,2.3,2.3,2.2,3.5,1.9,2,2.3,3,2.7,1.6,1.3,2.3,1.6,1.7,1.7,3.3,2.6,2.2,2.1,2.9,2.2,2.2,18.7
,Gabriel,DEF,ARS,5100000,7,30,5,9.80392156862745E-07,5.88235294117647E-06,0,469791,1,4,0,0,0,1,0,5.9,12860,1,0,30,-1,0.6,0,3.2,5,0,2,0,0,11.4,834359,0,-1,0,1,540,10521,0,0,129,Man Utd,Aston Villa,Leeds United F.C.,Wolverhampton,Tottenham,7.5,5.1,6.1,6,6.3,5.4,4.9,4.1,5,5.8,5.8,7,4,3.4,5.9,6.3,7,3.9,6.9,7.5,7,3.6,6.3,6.9,5.8,5.5,4.6,5.7,6.3,5.3,6.3,4.8,24.8
