FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Issa,Diop,DEF,WHU,4300000,0,4,0.19047619047619,4.4296788482835E-08,9.30232558139535E-07,0,96920,1,5,0,0,0,0,0,0.9,325,-2,0,4,2,0,0,0,0,0,0,0,0,0.4,15666,0,-1,0,0,297,147,0,0,40,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.7
Moussa,Djenepo,MID,SOU,5400000,2,33,1.65,3.05555555555556E-07,6.11111111111111E-06,0,22057,3,15,0,0,0,1,0,6.1,45,-1,0,33,1,0.1,0,0.8,0,0,3,0,2,0.1,17481,0,-1,0,0,802,21,0,0,96,Man Utd,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,0.8,0.9,1.1,2,1,1.3,1,0.8,1.3,1.1,1,0,0.8,0.8,1.1,0.9,0.8,31.6
Matt,Doherty,DEF,TOT,5600000,0,30,1.5,2.67857142857143E-07,5.35714285714286E-06,0,1485784,1,9,0,0,0,0,0,5.4,1859,-4,0,30,4,0,0,0.2,3,0,3,0,1,4.3,209648,0,-1,0,1,795,921,0,1,127,Chelsea,West Brom,Man City,West Ham,Burnley,0.8,1,1.4,1.2,0.9,1.2,1.3,0.8,0.8,0.9,0.9,0,0.9,0.9,1.4,1,1.1,28.9
Abdoulaye,Doucoure,MID,EVE,5200000,2,49,2.6,5E-07,9.42307692307692E-06,0,236701,5,24,0,0,0,1,0,9.4,533,-3,0,49,3,0.2,0,1.2,2,0,4,0,2,0.7,112482,0,-1,0,1,1628,108,0,0,295,Leeds United F.C.,Man Utd,Fulham,Man City,Liverpool,2.4,1.9,3.2,1.6,1.8,2.1,2.2,2.6,1.7,2.3,1.4,2.2,1.3,2,2.7,1.9,1.4,74.6
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,969608,0,0,0,0,0,0,0,0,3362,-2,0,0,2,0,0,0,0,0,0,0,0,3.8,252878,0,-1,0,0,0,0,0,0,0,Everton,Crystal Palace,Arsenal,Wolverhampton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,1,47,2.5,5.10204081632653E-07,9.59183673469388E-06,0,41130,3,23,0,0,0,0,0,9.6,357,-1,0,47,1,0.6,0,2.8,0,0,9,0,2,0.2,27297,0,-1,0,0,1660,95,0,1,216,West Ham,Arsenal,Brighton,Leicester,Leeds United F.C.,1.6,1.5,2,1.3,2.1,2,2.1,2.8,1.9,1.4,1.4,2,2.3,1.2,1.4,1.8,1.9,55
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,10173,0,0,0,0,0,0,0,0,71,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6788,0,-1,0,0,0,21,0,0,0,Burnley,Liverpool,Tottenham,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,6502,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6951,0,-1,0,0,0,100,0,0,0,Man City,Brighton,Crystal Palace,Fulham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4800000,0,0,0,0,0,0,24278,0,0,0,0,0,0,0,0,221,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,8353,0,-1,0,0,0,273,0,0,0,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5437,0,0,0,0,0,0,0,0,10,-2,0,0,2,0,0,0,0,0,0,0,0,0,662,0,-1,0,0,0,0,0,0,0,Liverpool,Burnley,Aston Villa,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,4,0.19047619047619,4.32900432900433E-08,9.09090909090909E-07,0,2283,0,2,0,0,0,0,0,0.9,18,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0,1195,0,-1,0,0,151,25,0,0,15,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Lewis,Dunk,DEF,BHA,4800000,8,65,3.4,7.08333333333333E-07,1.35416666666667E-05,0,524202,4,26,0,0,0,2,0,13.5,1280,-2,0,65,2,1.3,0,6,8,0,6,0,0,2.8,153119,1,-1,0,1,1710,13700,0,1,339,Liverpool,Burnley,Aston Villa,Crystal Palace,West Brom,4,3.3,3.8,4.1,4,3.2,2.8,2.9,4.1,2.6,3,3.3,2.6,4.1,3.9,4.8,4.2,72.5
Jimmy,Dunne,DEF,BUR,3800000,0,8,0.4,1.05263157894737E-07,2.10526315789474E-06,0,706344,0,5,0,0,0,1,0,2.1,5830,-2,0,8,2,0,0,0,0,0,0,0,0,4.5,927199,0,-1,0,0,180,8455,0,0,35,Man City,Brighton,Crystal Palace,Fulham,West Brom,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.6
,Ederson,GLK,MCI,6100000,5,93,4.7,7.70491803278689E-07,1.52459016393443E-05,0,463132,2,12,0,32,0,0,0,15.2,10571,1,-1,93,-1,1,0,6,1,0,13,0,0,8.5,660320,0,-1,0,0,1800,21553,1,0,382,Burnley,Liverpool,Tottenham,Everton,Arsenal,4.9,5.7,10.4,6,6.5,6,5.7,6.9,5.6,4.8,5.8,0,5.1,5.7,4.3,5,4.7,27.8
Kyle,Edwards,MID,WBA,4700000,0,5,0.238095238095238,5.06585612968592E-08,1.06382978723404E-06,0,2710,0,3,0,0,0,0,0,1.1,20,-3,0,5,3,0,0,0,0,0,0,0,0,0,941,0,-1,0,0,114,4,0,0,15,Sheffield United,Tottenham,Man Utd,Burnley,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.4
John,Egan,DEF,SHU,4700000,7,30,1.5,3.19148936170213E-07,6.38297872340426E-06,0,933709,6,33,0,0,0,0,0,6.4,742,-3,0,30,3,0.6,0,3,3,0,1,0,1,1.9,38614,0,-1,0,0,1721,358,0,1,240,West Brom,Chelsea,West Ham,Fulham,Liverpool,1.1,0.9,1.1,1.1,1.3,0.9,1,1.1,0.8,1.1,1.1,0.9,0.9,1.3,0.9,0.8,1,44.7
Anwar,El Ghazi,MID,AVL,5600000,1,51,2.68421052631579,4.79323308270677E-07,9.10714285714286E-06,0,425572,1,5,0,0,0,5,0,9.1,9445,-4,0,51,4,0.1,0,0.8,6,0,3,0,0,1.4,506031,0,-1,0,1,562,228,0,0,167,West Ham,Arsenal,Brighton,Leicester,Leeds United F.C.,1.8,1.7,2.2,1.5,2.3,2.2,2.4,3.1,2.1,1.5,1.6,2.2,2.5,1.4,1.6,2,2.1,80.6
Ahmed,El Mohamady,DEF,AVL,4300000,0,12,0.631578947368421,1.468788249694E-07,2.7906976744186E-06,0,41560,0,0,0,0,0,0,0,2.8,330,-2,0,12,2,0,0,0,2,0,1,0,0,0.3,25744,0,-1,0,1,129,85,0,0,43,West Ham,Arsenal,Brighton,Leicester,Leeds United F.C.,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,12.2
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,20036,0,0,0,0,0,0,0,0,73,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12394,0,-1,0,0,0,0,0,0,0,Brighton,Man City,Leicester,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4300000,0,23,1.0952380952381,2.54706533776301E-07,5.34883720930233E-06,0,253359,2,12,0,0,0,0,0,5.3,2063,-2,0,23,2,0.1,0,0.4,0,0,3,0,0,1,258504,0,-1,0,0,908,292,0,0,140,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,Leicester,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.5,20.8
,Emerson,DEF,CHE,4700000,0,7,0.333333333333333,7.09219858156028E-08,1.48936170212766E-06,0,17868,0,0,0,0,0,0,0,1.5,90,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,9080,0,-1,0,0,88,58,0,0,24,Tottenham,Sheffield United,Newcastle,Southampton,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,18605,0,0,0,0,0,0,0,0,43,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,11493,0,-1,0,0,0,22,0,0,0,West Ham,Arsenal,Brighton,Leicester,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,7,61,3.4,6.18181818181818E-07,1.10909090909091E-05,0,53501,5,19,0,0,0,0,0,11.1,1149,0,0,61,0,0.9,0,4.8,6,0,7,0,1,0.7,87574,1,-1,0,0,1595,1928,0,0,326,Fulham,Wolverhampton,Liverpool,Aston Villa,Arsenal,4.1,4.3,3.9,4.2,3.4,3.7,3.1,3.6,4.6,4.2,3.5,3.9,3,2.6,4.3,3.2,2.8,40.9
Eberechi,Eze,MID,CRY,5800000,7,72,3.6,6.20689655172414E-07,1.24137931034483E-05,0,152507,2,31,0,0,0,3,0,12.4,1944,-2,0,72,2,0.9,0,5,10,0,2,0,4,1,180789,0,-1,0,2,1408,10776,0,0,278,Newcastle,Leeds United F.C.,Burnley,Brighton,Fulham,3.1,3.1,4.4,2.9,3.9,2.6,4,2.7,3.3,3.8,2.6,2.7,3.1,4.1,2.9,3.2,2,92.3
Lukasz,Fabianski,GLK,WHU,5100000,2,83,4,7.84313725490196E-07,1.62745098039216E-05,0,372992,1,28,0,57,0,0,0,16.3,3637,1,0,83,-1,0.5,0,2.4,9,0,6,0,0,3.8,486692,0,-1,1,1,1890,9892,0,0,379,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,5,4.9,4.3,4,5.1,3.4,5.1,4.6,5.1,4.1,3.8,4.1,4.2,3.4,4.4,5,4,41.9
,Fabinho,MID,LIV,5400000,0,40,1.9047619047619,3.52733686067019E-07,7.40740740740741E-06,0,174050,4,18,0,0,0,0,0,7.4,1921,-1,0,40,1,0.1,0,0.6,2,0,6,0,1,0.9,104662,0,-1,0,0,1472,29,0,0,264,Brighton,Man City,Leicester,Everton,Sheffield United,0,0,0,0,0,1.3,1,1.3,1.1,1,1.2,1.4,1,1.3,1.4,1.4,1.2,38.9
,Fabio Silva,FWD,WOL,5200000,1,31,1.9,3.65384615384615E-07,5.96153846153846E-06,0,215765,2,18,0,0,0,2,0,6,5948,-3,0,31,3,0.4,0,2,2,0,0,0,0,1.3,212254,0,-1,0,0,701,1543,0,0,85,Arsenal,Leicester,Southampton,Leeds United F.C.,Newcastle,1.2,1.2,1.1,1.3,1.5,1,1.6,1,1.2,1.4,1.8,1.4,1.5,1.5,1.2,1.4,1.2,49.1
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,79234,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,1.4,48145,0,-1,0,0,0,151,0,0,0,Leicester,West Ham,Everton,Burnley,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,35143,0,0,0,0,0,0,0,0.3,34,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4675,0,-1,0,0,2,0,0,0,8,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3800000,0,0,0,0,0,0,118453,0,0,0,0,0,0,0,0,799,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,41332,0,-1,0,0,0,2918,0,0,0,Newcastle,Leeds United F.C.,Burnley,Brighton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11400000,17,162,7.4,6.49122807017544E-07,1.42105263157895E-05,0,1968196,4,22,0,0,0,12,0,14.2,6025,9,0,162,-9,0.5,1,5.3,25,0,8,0,11,57.2,5003595,0,-1,0,7,1835,78604,0,0,576,Southampton,Everton,West Brom,Newcastle,Chelsea,9.2,8.3,10.5,9.4,9.6,7.4,8.2,8.3,8.8,9.4,9.5,10.3,7.4,8.8,7.2,9.2,9.4,261.3
,Fernandes,MID,TOT,4700000,0,0,0,0,0,0,7832,0,0,0,0,0,0,0,0,140,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3097,0,-1,0,0,0,0,0,0,0,Chelsea,West Brom,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4700000,0,34,2.1,4.46808510638298E-07,7.23404255319149E-06,0,164985,2,26,0,0,0,0,0,7.2,1320,-3,0,34,3,0.1,0,0.3,4,0,3,0,0,0.6,96310,1,-1,0,0,1381,8,0,0,252,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,0,0,0,0,0,2,1.9,1.6,1.5,1.5,1.9,1.9,1.8,1.8,2.6,1.6,1.9,40
,Fernandinho,DEF,MCI,5400000,0,27,1.35,2.5E-07,5E-06,0,104703,1,3,0,0,0,0,0,5,810,-1,0,27,1,0.4,0,2.3,2,0,3,0,0,0.7,57480,0,-1,0,0,517,497,0,0,121,Burnley,Liverpool,Tottenham,Everton,Arsenal,0.7,0.9,1.5,0.9,1,0.9,0.8,1.3,0.8,0.7,0.9,0,0.7,0.8,0.7,0.7,0.7,18.1
Will,Ferry,MID,SOU,4500000,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,-1,0,0,0,13,0,0,0,Man Utd,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Field,MID,WBA,4800000,0,3,1,2.08333333333333E-07,6.25E-07,0,2374,0,2,0,0,0,0,0,0.6,15,-2,0,3,2,0,0,0,0,0,0,0,0,0,928,0,-1,0,0,61,0,0,0,16,Sheffield United,Tottenham,Man Utd,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ryan,Finnigan,MID,SOU,4500000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,-1,0,0,0,15,0,0,0,Man Utd,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Firmino,FWD,LIV,9500000,2,86,3.9,4.10526315789474E-07,9.05263157894737E-06,0,667729,1,23,0,0,0,6,0,9.1,39976,0,0,86,0,0.3,0,3.2,10,0,6,0,4,8.2,943671,0,-1,0,1,1695,15645,0,0,357,Brighton,Man City,Leicester,Everton,Sheffield United,4.3,3.7,4.1,3.8,4.5,4.6,3.6,3.9,3.9,3.5,4.3,4.9,4.1,4.3,4.7,3.7,5.4,165.4
John,Fleck,MID,SHU,5600000,1,38,2.4,4.28571428571429E-07,6.78571428571429E-06,0,40273,2,22,0,0,0,0,0,6.8,372,-4,0,38,4,0.6,0,3.4,1,0,1,0,3,0.1,11668,0,-1,0,0,1234,121,0,0,184,West Brom,Chelsea,West Ham,Fulham,Liverpool,2,1.9,1.5,1.8,1.4,1.9,1.5,1.4,1.8,1.5,1.5,1.8,1.5,1.8,2,1.8,2.3,62.5
Phil,Foden,MID,MCI,6200000,0,67,3.35,5.40322580645161E-07,1.08064516129032E-05,0,1592896,0,6,0,0,0,4,0,10.8,59945,-3,0,67,3,0.5,0,3.2,8,0,5,0,3,8,1866233,0,-1,0,2,929,5095,0,0,239,Burnley,Liverpool,Tottenham,Everton,Arsenal,3.2,1.9,5.9,2.7,2.9,2.4,2.8,3.5,2.5,2.9,2.2,0,2,3.4,2.9,2.7,3,104.2
Wes,Foderingham,GLK,SHU,4300000,0,0,0,0,0,0,7756,0,0,0,0,0,0,0,0,53,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2350,0,-1,0,0,0,41,0,0,0,West Brom,Chelsea,West Ham,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,0,49,3.1,6.2E-07,9.8E-06,0,86002,4,16,0,0,0,0,0,9.8,7405,0,0,49,0,0.4,0,1.8,4,0,5,0,1,0.6,124247,0,-1,0,1,1390,237,0,0,283,Fulham,Wolverhampton,Liverpool,Aston Villa,Arsenal,0,0,0,0,0,3.2,2.7,3.1,4.2,3.7,3,3.4,2.6,2.3,3.8,2.8,2.5,44.4
Pablo,Fornals,MID,WHU,6000000,1,76,3.6,6E-07,1.26666666666667E-05,0,253572,2,18,0,0,0,2,0,12.7,1745,-5,0,76,5,0.5,0,2.8,7,0,7,0,5,0.7,274161,0,-1,0,0,1537,340,0,0,227,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,2.8,3.5,4.7,2.8,2.2,2.9,2.9,2.8,3.1,2.5,3.6,3.4,3.9,3,3.4,3.9,3.4,79.3
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1927,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0,399,0,-1,0,0,0,11,0,0,0,Everton,Crystal Palace,Arsenal,Wolverhampton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,6,0.3,7.5E-08,1.5E-06,0,215069,0,0,0,1,0,0,0,1.5,6595,0,0,6,0,0,0,0,0,0,1,0,0,6.4,618707,0,-1,0,0,90,5740,0,0,24,Man Utd,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,1.2
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,9987,1,2,0,0,0,0,0,0,82,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5074,0,-1,0,0,80,0,0,0,17,Southampton,Everton,West Brom,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,9625,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1531,0,-1,0,0,0,0,0,0,0,Chelsea,West Brom,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,2,25,1.19047619047619,2.12585034013605E-07,4.46428571428571E-06,0,77994,0,12,0,0,0,0,0,4.5,98,-4,0,25,4,0.2,0,1,0,0,2,0,3,0.2,16125,0,-1,0,0,566,117,0,1,100,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.9,0.6,43.7
,Fred,MID,MUN,5300000,3,34,2.1,3.9622641509434E-07,6.41509433962264E-06,0,24941,3,13,0,0,0,0,0,6.4,352,-2,0,34,2,0.3,0,1.8,0,0,7,0,0,0.2,21198,0,-1,0,0,1272,198,0,0,212,Southampton,Everton,West Brom,Newcastle,Chelsea,1.3,1.1,1.8,1.4,1.4,1,1.1,1.1,1.2,1.4,1.6,1.7,1,1.2,1,1.3,1.4,53.9
Ryan,Fredericks,DEF,WHU,4200000,2,15,0.714285714285714,1.70068027210884E-07,3.57142857142857E-06,0,52104,2,7,0,0,0,0,0,3.6,198,-3,0,15,3,0.2,0,0.8,0,0,1,0,1,0.2,19757,0,-1,0,0,422,240,0,0,91,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,32.6
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,0,0,0,0,West Brom,Chelsea,West Ham,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,24,1.14285714285714,2.53968253968254E-07,5.33333333333333E-06,0,39386,4,9,0,0,0,0,0,5.3,261,0,0,24,0,0,0,0,2,0,3,0,0,0.2,42658,0,-1,0,0,701,69,0,0,112,Fulham,Wolverhampton,Liverpool,Aston Villa,Arsenal,0.8,0.8,0.7,0.8,0.6,0.6,0.6,0.6,1,0.8,0.6,0.7,0.6,0.6,0.8,0.6,0.6,19.2
Darnell,Furlong,DEF,WBA,4500000,0,41,2,4.44444444444444E-07,9.11111111111111E-06,0,44175,2,42,0,0,0,1,0,9.1,1171,0,0,41,0,0.1,0,0.6,2,0,2,0,2,0.3,51354,1,-1,0,0,1626,67,0,0,227,Sheffield United,Tottenham,Man Utd,Burnley,Brighton,1.4,1.5,1.5,1.5,1.4,1.2,1.6,1,1.3,1.3,1.8,1.9,2.1,2,1.9,1.7,1.5,62.3
,Gabriel,DEF,ARS,5000000,1,48,3.7,7.4E-07,9.6E-06,0,1144331,1,14,0,0,0,2,0,9.6,3206,0,0,48,0,0,0,0.2,6,0,3,0,0,4.9,1018931,0,-1,0,1,1096,909,0,1,233,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,Leicester,4.8,4.7,2.8,5,4.5,4,3.3,4.7,4.5,3.9,4.1,2.7,3.5,4,3.6,4.1,3.5,47.1
Conor,Gallagher,MID,WBA,5500000,1,40,2.5,4.54545454545455E-07,7.27272727272727E-06,0,16454,6,29,0,0,0,2,0,7.3,186,0,0,40,0,0.1,0,0.8,3,0,2,0,0,0.1,18129,0,-1,0,0,1355,24,0,0,190,Sheffield United,Tottenham,Man Utd,Burnley,Brighton,2.8,1.8,1.2,2.3,1.8,2,1.4,1.6,1.8,1.9,1.8,1.6,2,2,1.4,1.6,2.1,55.3
Eric,Garcia,DEF,MCI,4700000,0,3,0.15,3.19148936170213E-08,6.38297872340426E-07,0,24404,0,6,0,0,0,0,0,0.6,118,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,10717,0,-1,0,0,200,120,0,0,35,Burnley,Liverpool,Tottenham,Everton,Arsenal,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,6810,0,0,0,0,0,0,0,0,21,-1,0,0,1,0,0,0,0,0,0,0,0,0,2403,0,-1,0,0,0,0,0,0,0,Southampton,Everton,West Brom,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,1,14,0.666666666666667,1.12994350282486E-07,2.3728813559322E-06,0,6831,0,3,0,0,0,1,0,2.4,106,-1,0,14,1,0.1,0,0.5,3,0,0,0,0,0,5849,0,-1,0,0,95,88,0,0,45,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.5
Paulo,Gazzaniga,GLK,TOT,4300000,0,0,0,0,0,0,18721,0,0,0,0,0,0,0,0,379,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,4988,0,-1,0,0,0,0,0,0,0,Chelsea,West Brom,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,-1,0,0,0,9,0,0,0,Leeds United F.C.,Man Utd,Fulham,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,WBA,4300000,0,5,0.238095238095238,5.53709856035437E-08,1.16279069767442E-06,0,51503,1,25,0,0,0,0,0,1.2,207,-2,0,5,2,0.1,0,0.6,0,0,0,0,0,0.2,10157,0,-1,0,0,810,40,0,1,107,Sheffield United,Tottenham,Man Utd,Burnley,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,20.8
Morgan,Gibbs-White,MID,WOL,4900000,0,3,0.142857142857143,2.91545189504373E-08,6.12244897959184E-07,0,839,0,1,0,0,0,0,0,0.6,19,-1,0,3,1,0.1,0,0.6,0,0,0,0,0,0,641,0,-1,0,0,93,9,0,0,15,Arsenal,Leicester,Southampton,Leeds United F.C.,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Ben,Gibson,DEF,BUR,3900000,0,0,0,0,0,0,19129,0,0,0,0,0,0,0,0,55,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6239,0,-1,0,0,0,0,0,0,0,Man City,Brighton,Crystal Palace,Fulham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Gillespie,GLK,NEW,4300000,0,0,0,0,0,0,5647,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2407,0,-1,0,0,0,12,0,0,0,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,CHE,4400000,0,2,0.0952380952380952,2.16450216450216E-08,4.54545454545455E-07,0,15344,0,0,0,0,0,0,0,0.5,172,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,9757,0,-1,0,0,34,63,0,0,10,Tottenham,Sheffield United,Newcastle,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
