FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,-1,0,0,0,17,0,0,0,Everton,Leeds United F.C.,West Brom,Crystal Palace,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6600000,2,80,4.4,6.66666666666667E-07,1.21212121212121E-05,0,2114692,2,17,0,0,0,7,0,12.1,24487,1,-1,80,-1,0.6,0,3.8,13,0,5,0,3,12.5,2376646,0,-1,0,1,1329,32307,1,0,235,Leeds United F.C.,Man Utd,Arsenal,Wolverhampton,Leicester,4.7,4.6,4.6,4.2,4.5,5.3,4.2,4.6,4.4,5.1,5.1,5.5,130
Alphonse,Areola,GLK,FUL,4500000,8,107,4,8.88888888888889E-07,2.37777777777778E-05,0,257428,0,30,0,89,0,0,0,23.8,2883,0,0,107,0,1.1,0,5,8,0,9,0,0,4.9,506574,0,-1,0,1,2430,12685,0,0,513,Liverpool,Man City,Leeds United F.C.,Aston Villa,Wolverhampton,5.6,5.4,3.8,5.2,5.6,5.4,0,4.1,4,3.7,5.1,4,66.1
Stuart,Armstrong,MID,SOU,5500000,5,79,3.6,6.54545454545455E-07,1.43636363636364E-05,0,119261,3,32,0,0,0,3,0,14.4,1046,0,0,79,0,0.4,0,2.3,4,0,8,0,4,0.4,118685,0,-1,0,1,1822,1093,0,0,292,Sheffield United,Man City,Brighton,Burnley,West Brom,5.9,3.7,0,4.3,3.4,3.7,0,2.9,2.5,3.7,3.5,2.6,99.6
Kepa,Arrizabalaga,GLK,CHE,4700000,0,15,0.555555555555556,1.18203309692671E-07,3.19148936170213E-06,0,173912,0,6,0,12,0,0,0,3.2,310,-3,0,15,3,0.4,0,1.8,2,0,1,0,0,0.6,49687,0,-1,0,0,360,106,0,0,69,Everton,Leeds United F.C.,West Brom,Crystal Palace,Brighton,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.8
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,-1,0,0,0,47,0,0,0,Chelsea,Burnley,Crystal Palace,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6139,0,0,0,0,0,0,0,0,6,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,West Brom,Aston Villa,Brighton,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11400000,8,104,4.5,3.94736842105263E-07,9.12280701754386E-06,0,3325283,2,20,0,0,0,9,0,9.1,8281,-6,-1,104,6,0.7,0,7.8,10,0,7,0,1,7.9,743100,1,-1,0,2,1851,38499,1,0,288,Burnley,Tottenham,West Ham,Liverpool,Sheffield United,5.6,3.8,4.5,3.4,5.9,4.5,4,5,5,4.6,4.2,4.4,139
Serge,Aurier,DEF,TOT,5200000,0,61,2.34615384615385,4.51183431952663E-07,1.17307692307692E-05,0,448673,0,13,0,0,0,2,0,11.7,2266,-3,0,61,3,0.2,0,1.2,2,0,5,0,1,1.4,270710,0,-1,0,0,1155,46,0,0,268,Crystal Palace,Arsenal,Aston Villa,Newcastle,Man Utd,0,2.5,2.4,1.7,2.2,1.9,0,2.1,1.8,2.8,2.3,2.2,64.4
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,72888,0,5,0,0,0,0,0,1,56,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,Newcastle,Crystal Palace,Chelsea,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,1,57,2.4,4.28571428571429E-07,1.01785714285714E-05,0,531551,2,31,0,0,0,1,0,10.2,2522,-4,0,57,4,0.4,0,2.3,2,0,5,0,4,1.7,202731,0,-1,0,0,1573,1297,0,0,173,Tottenham,West Brom,Everton,Chelsea,Southampton,1.6,2.3,0,2.1,1.7,1.6,1.9,1.8,2,1.7,1.9,2.1,74.9
Luke,Ayling,DEF,LEE,4400000,1,64,2.4,5.45454545454545E-07,1.45454545454545E-05,0,469904,5,46,0,0,0,0,0,14.5,2110,-1,0,64,1,0.6,0,2.8,1,0,8,0,0,2.4,365101,0,-1,0,0,2409,1855,0,0,475,West Ham,Chelsea,Fulham,Sheffield United,Man City,2.5,1.8,2.5,2.1,2.8,2.4,2.2,2.2,1.8,1.9,1.6,2.3,124
Cesar,Azpilicueta,DEF,CHE,5700000,9,91,5.1,8.94736842105263E-07,1.59649122807018E-05,0,535720,4,9,0,0,0,1,0,16,3334,-3,0,91,3,1.1,0,6.2,10,0,11,0,1,5.3,402846,0,-1,0,1,1490,21998,0,0,382,Everton,Leeds United F.C.,West Brom,Crystal Palace,Brighton,4.9,5.9,0,6.9,6,6.3,6.6,6.7,6.5,6.6,6,6.8,74.5
Eric,Bailly,DEF,MUN,4800000,0,27,1,2.08333333333333E-07,5.625E-06,0,78283,2,11,0,0,0,0,0,5.6,394,-2,0,27,2,0.3,0,1.6,6,0,3,0,0,0.3,71481,0,-1,0,0,638,151,0,0,144,Man City,West Ham,Brighton,Tottenham,Burnley,0.7,0.6,0,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.7,16.4
Fabian,Balbuena,DEF,WHU,4200000,0,40,3.3,7.85714285714286E-07,9.52380952380952E-06,0,284764,1,16,0,0,0,1,0,9.5,569,-3,0,40,3,0,0,0,0,0,4,0,0,0.6,300941,0,-1,0,0,1080,230,0,0,185,Leeds United F.C.,Man Utd,Arsenal,Wolverhampton,Leicester,3,3.8,3.8,3.9,3.2,2.8,3.1,3,2.5,3.4,3.8,3.4,32.4
George,Baldock,DEF,SHU,4900000,1,43,1.9,3.87755102040816E-07,8.77551020408163E-06,0,313477,4,35,0,0,0,0,0,8.8,597,-6,0,43,6,0.6,0,2.8,2,0,1,0,2,0.8,51875,0,-1,0,0,2023,140,0,0,240,Southampton,Leicester,Leeds United F.C.,Arsenal,Wolverhampton,1.5,1.4,0,1.2,1.8,1.6,1.5,1.2,1.7,1.2,1,1.4,67.2
Gareth,Bale,MID,TOT,9400000,14,57,2.19230769230769,2.33224222585925E-07,6.06382978723404E-06,0,169175,1,7,0,0,0,5,0,6.1,3500,-1,-1,57,1,0.9,0,8,8,0,3,0,2,5.5,592642,0,-1,0,2,496,274662,1,0,186,Crystal Palace,Arsenal,Aston Villa,Newcastle,Man Utd,1.5,1.4,1.3,1.6,1.1,1.9,0,2.5,1.5,1.7,1.2,1.4,67.9
Patrick,Bamford,FWD,LEE,6800000,2,144,5.3,7.79411764705882E-07,2.11764705882353E-05,0,3604640,1,44,0,0,0,13,0,21.2,58743,13,0,144,-13,0.5,0,3.3,16,0,8,0,8,51.7,6906549,0,-1,0,3,2325,37603,0,0,472,West Ham,Chelsea,Fulham,Sheffield United,Man City,5.6,5.3,6.7,7.3,5.2,6.4,5.7,6.8,5.9,6.3,6.1,6.5,204.2
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,-1,0,0,0,31,0,0,0,Leeds United F.C.,Man Utd,Arsenal,Wolverhampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.0740740740740741,1.68350168350168E-08,4.54545454545455E-07,0,43126,2,8,0,0,0,0,0,0.5,73,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.2,12932,0,-1,0,0,273,26,0,0,28,Arsenal,Everton,Southampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,5.9
Ross,Barkley,MID,AVL,5900000,1,60,2.4,4.06779661016949E-07,1.01694915254237E-05,0,497424,0,16,0,0,0,3,0,10.2,1559,-1,0,60,1,0.2,0,1.4,4,0,7,0,1,0.9,504148,0,-1,0,1,1158,1059,0,0,211,Wolverhampton,Newcastle,Tottenham,Fulham,Liverpool,1.9,1.8,1.4,1.7,1.5,1.3,2,2.2,1.2,1.5,1.5,1.6,102.1
Ashley,Barnes,FWD,BUR,6000000,0,48,2.7,4.5E-07,8E-06,0,148370,4,17,0,0,0,3,0,8,2674,0,0,48,0,0.3,0,1.8,7,0,6,0,0,0.4,159997,0,-1,0,0,1290,91,0,0,100,Arsenal,Everton,Southampton,Newcastle,Man Utd,0,0,0,2.1,2.9,2.2,2,2,2.4,2.2,2.4,2.6,88.1
Harvey,Barnes,MID,LEI,6800000,0,126,5,7.35294117647059E-07,1.85294117647059E-05,0,2357591,0,25,0,0,0,9,0,18.5,109256,-2,1,126,2,0.8,0,5.2,13,0,7,0,5,7.1,2579167,0,-1,0,2,1944,660,-1,0,348,Brighton,Sheffield United,Man City,West Ham,West Brom,0,0,0,0,5.3,5.7,5,5.3,5.4,5,5.5,4.3,172.7
Kyle,Bartley,DEF,WBA,4400000,6,63,3.1,7.04545454545455E-07,1.43181818181818E-05,0,30968,3,33,0,0,0,3,0,14.3,1490,-1,0,63,1,1.4,0,6,3,0,4,0,1,0.4,45795,0,-1,0,1,1689,2835,0,0,314,Newcastle,Crystal Palace,Chelsea,Southampton,Leicester,2.8,2.9,0,2.7,3,3.3,3.6,4.2,3.8,3.6,3.6,2.8,74.3
Chris,Basham,DEF,SHU,4600000,0,38,1.5,3.26086956521739E-07,8.26086956521739E-06,0,147467,3,39,0,0,0,0,0,8.3,569,-4,0,38,4,0,0,0.2,2,0,0,0,1,0.5,39967,0,-1,0,0,2036,26,0,0,296,Southampton,Leicester,Leeds United F.C.,Arsenal,Wolverhampton,0,0,0,0.8,1.2,1.1,1,0.8,1.2,0.8,0.8,1,71.7
Michy,Batshuayi,FWD,CRY,5700000,0,34,1.25925925925926,2.20922677063028E-07,5.96491228070175E-06,0,182546,0,14,0,0,0,1,0,6,608,-3,0,34,3,0.1,0,0.5,1,0,2,0,2,0.6,69863,0,-1,0,0,693,231,0,0,83,Tottenham,West Brom,Everton,Chelsea,Southampton,0.6,0.8,0,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,39.6
Jan,Bednarek,DEF,SOU,4900000,6,87,3.2,6.53061224489796E-07,1.77551020408163E-05,0,1120988,3,41,0,0,0,1,0,17.8,7292,4,0,87,-4,0.4,0,1.8,11,0,9,0,1,6.6,1397571,1,-1,0,2,2335,3002,0,1,476,Sheffield United,Man City,Brighton,Burnley,West Brom,6.2,3.4,0,3.3,3.3,3.8,0,3.3,3.7,3.7,3.1,3.3,71.9
Hector,Bellerin,DEF,ARS,5100000,0,83,3.8,7.45098039215686E-07,1.62745098039216E-05,0,1059940,8,23,0,0,0,1,0,16.3,11828,1,0,83,-1,0.5,0,2.5,15,0,6,0,3,4.3,985864,0,-1,0,3,1910,1095,0,0,385,Burnley,Tottenham,West Ham,Liverpool,Sheffield United,4,3.7,4.8,4.5,3.9,4.2,2.8,3.8,4.5,3.9,4.1,3.9,86.2
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5006,0,0,0,0,0,0,0,0,3,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Brighton,Sheffield United,Man City,West Ham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28127,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Aston Villa,Liverpool,West Ham,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6000000,3,43,1.65384615384615,2.75641025641026E-07,7.16666666666667E-06,0,57241,0,11,0,0,0,0,0,7.2,381,0,0,43,0,0.4,0,2.2,0,0,3,0,4,0.2,64098,0,-1,0,0,949,554,0,0,147,Leeds United F.C.,Man Utd,Arsenal,Wolverhampton,Leicester,0.9,0.8,0.8,0.8,0.8,0.9,0.9,1.1,0.8,1,1.1,1.1,66.8
Josh,Benson,MID,BUR,4500000,0,10,0.37037037037037,8.23045267489712E-08,2.22222222222222E-06,0,3770,0,7,0,0,0,0,0,2.2,21,0,0,10,0,0,0,0,0,0,1,0,0,0,4173,0,-1,0,0,260,24,0,0,27,Arsenal,Everton,Southampton,Newcastle,Man Utd,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Christian,Benteke,FWD,CRY,5500000,7,62,3,5.45454545454545E-07,1.12727272727273E-05,0,140522,0,19,0,0,0,5,0,11.3,1480,0,0,62,0,0.7,0,3.7,7,0,3,0,2,0.7,166785,0,-1,0,2,1060,8351,0,1,176,Tottenham,West Brom,Everton,Chelsea,Southampton,2.4,3.2,0,2.9,2.5,2.3,2.7,2.5,2.8,2.4,2.7,2.9,96.5
Gaetano,Berardi,DEF,LEE,4000000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-1,0,0,0,10,0,0,0,West Ham,Chelsea,Fulham,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Sander,Berge,MID,SHU,4900000,0,29,2.2,4.48979591836735E-07,5.91836734693878E-06,0,31523,4,19,0,0,0,1,0,5.9,103,-1,0,29,1,0,0,0,1,0,0,0,1,0.1,23846,0,-1,0,0,1015,33,0,0,148,Southampton,Leicester,Leeds United F.C.,Arsenal,Wolverhampton,0,0,0,1.4,1.4,1.2,1.7,1.1,1.7,1.7,1.4,2.1,47
Steven,Bergwijn,MID,TOT,7000000,0,39,1.5,2.14285714285714E-07,5.57142857142857E-06,0,109594,2,11,0,0,0,0,0,5.6,363,-5,0,39,5,0,0,0,0,0,5,0,3,0.4,33497,0,-1,0,0,1018,141,0,0,78,Crystal Palace,Arsenal,Aston Villa,Newcastle,Man Utd,0.8,0.8,0.8,0.8,0.8,1,0,1.4,0.8,0.9,0.8,0.8,34.1
