FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ross,Barkley,MID,CHE,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,8904,0,0,0,0,0,0,0,0.3,1054,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.3,3308,0,-1,0,0,40,210,0,0,5,West Brom,Crystal Palace,Southampton,Man Utd,Burnley,0.6,0.5,0.5,0.5,0.5,0.5,1.5,0.5,0.5,0.6,1.1,0.5,0.6,0.5,0.5,0.5,1,0.5,0.5,0.9,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,2.4
Ashley,Barnes,FWD,BUR,6000000,0,0,0,0,0,0,5068,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0.1,325,0,-1,0,0,0,39,0,0,0,Southampton,Newcastle,West Brom,Tottenham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Barnes,MID,LEI,7000000,2,18,6,8.57142857142857E-07,2.57142857142857E-06,0,110807,0,4,0,0,0,1,0,2.6,7703,0,0,18,0,0.9,0,6,3,0,1,0,1,4.3,124932,0,-1,0,0,270,43631,0,0,48,Man City,West Ham,Aston Villa,Arsenal,Leeds United F.C.,4.4,3.6,6.7,7.9,5.1,3.4,7.6,5.7,8.7,3.3,4.3,9,3.4,4.4,9,3,6.9,8,4,9,9,3.1,8.1,3.9,9,6.9,7.4,3.1,7.6,4.2,3.9,7.2,3.2,4.7,9,3,31.3
Kyle,Bartley,DEF,WBA,4500000,7,8,2.7,6E-07,1.77777777777778E-06,0,3473,0,11,0,0,0,1,0,1.8,375,0,0,8,0,0.6,0,2.7,0,0,0,0,0,0.2,2645,0,-1,0,0,270,1547,0,0,46,Chelsea,Southampton,Burnley,Brighton,Fulham,1.4,1.4,1.4,3.2,3,1.4,3,2.4,2.5,4.1,2.6,3.2,4.1,1.4,1.4,3,4.1,2.1,1.4,3.1,3.4,2.5,1.9,1.4,1.4,2.6,1.4,4.1,1.4,2.1,3.7,1.4,2.6,2.6,1.4,1.5,12.3
Chris,Basham,DEF,SHU,5000000,2,5,1.7,3.4E-07,1E-06,0,41238,0,4,0,0,0,0,0,1,4110,0,0,5,0,0.3,0,1.7,0,0,0,0,0,1.6,8621,0,-1,0,0,227,461,0,0,32,Leeds United F.C.,Arsenal,Fulham,Liverpool,Man City,0.8,1,0.8,2.3,1.2,2.1,0.8,1.2,0.8,0.8,1.5,1.4,0.8,0.8,1.1,0.8,0.8,1.3,1,0.8,0.8,1.3,1.3,1.5,0.8,0.8,1.9,0.8,0.8,2.1,0.8,1.6,1.5,0.8,2.6,0.8,6.3
Michy,Batshuayi,FWD,CRY,5900000,1,2,1,1.69491525423729E-07,3.38983050847458E-07,0,85911,0,0,0,0,0,0,0,0.3,9340,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,1.2,17754,0,-1,0,0,24,344,0,0,2,Everton,Chelsea,Brighton,Fulham,Wolverhampton,0,0,0.5,1.1,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,1.5,0.5,0.6,0.8,0.9,1,0.7,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.4
Jan,Bednarek,DEF,SOU,4500000,8,9,3,6.66666666666667E-07,2E-06,0,61549,0,6,0,0,0,0,0,2,2300,0,0,9,0,0.7,0,3,2,0,1,0,0,2.2,7080,0,-1,0,1,225,2834,0,0,52,Burnley,West Brom,Chelsea,Everton,Aston Villa,1.5,2.4,4,1.5,3.4,1.5,4.1,3.8,2.9,3.6,2.2,3.3,2.6,2.4,3.9,1.5,1.7,2,4.4,2.6,4.5,2.1,2,1.5,2.8,1.5,3.1,2.5,2.4,3.8,2.1,1.6,4.3,2.2,2.2,2.6,5.4
Hector,Bellerin,DEF,ARS,5000000,0,7,3.5,7E-07,1.4E-06,0,96592,1,1,0,0,0,0,0,1.4,6773,0,0,7,0,0.5,0,2.3,0,0,1,0,0,4.8,100317,0,-1,0,0,180,6490,0,0,33,Liverpool,Sheffield United,Man City,Leicester,Man Utd,5.2,3.4,3.8,1.8,4.4,4.2,2.4,1.8,4.9,2.1,2,2.3,1.8,4.7,4.1,3.6,1.8,2.1,3.6,5.2,5,1.8,3,3.2,2.9,1.8,4.4,3.4,4.6,1.8,1.8,5.2,2,5.2,3.9,1.8,5.7
Filip,Benkovic,DEF,LEI,4400000,0,0,0,0,0,0,3246,0,0,0,0,0,0,0,0,138,-1,0,0,1,0,0,0,0,0,0,0,0,0,86,0,-1,0,0,0,8,0,0,0,Man City,West Ham,Aston Villa,Arsenal,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4500000,0,0,0,0,0,0,10033,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2916,0,-1,0,0,0,190,0,0,0,West Ham,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,-1,0,0,0,75,0,0,0,Southampton,Newcastle,West Brom,Tottenham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,5500000,1,1,0.5,9.09090909090909E-08,1.81818181818182E-07,0,17261,0,0,0,0,0,0,0,0.2,397,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.2,11281,0,-1,0,0,8,492,0,0,3,Everton,Chelsea,Brighton,Fulham,Wolverhampton,0.2,0.3,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4
Sander,Berge,MID,SHU,5000000,2,5,1.7,3.4E-07,1E-06,0,3850,0,2,0,0,0,0,0,1,428,0,0,5,0,0.3,0,1.7,0,0,0,0,0,0.2,3134,0,-1,0,0,194,368,0,0,27,Leeds United F.C.,Arsenal,Fulham,Liverpool,Man City,0.8,1,0.9,0.9,0.8,1.7,0.8,1,0.8,0.8,0.8,1.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,1.7,0.8,1.2,0.8,1.2,0.8,0.8,1.8,0.8,1.5,0.8,1,2.6,1,10
Steven,Bergwijn,MID,TOT,7300000,1,3,1.5,2.05479452054795E-07,4.10958904109589E-07,0,59237,0,2,0,0,0,0,0,0.4,3108,-2,0,3,2,0.1,0,1,0,0,0,0,0,0.6,5581,0,-1,0,0,81,677,0,0,8,Newcastle,Man Utd,West Ham,Burnley,Brighton,0.8,0.8,0.8,1,0.8,1.1,0.8,1.8,0.8,0.8,1.1,0.8,1.9,0.8,0.8,1.2,1.4,0.8,1.9,0.8,0.8,0.8,1.1,0.8,0.8,1.2,0.8,2.2,0.8,1.2,1.8,0.8,0.8,0.8,0.8,0.9,6.4
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,-1,0,0,0,22,0,0,0,Leicester,Leeds United F.C.,Arsenal,West Ham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernard,MID,EVE,5900000,0,0,0,0,0,0,6187,0,0,0,0,0,0,0,0,548,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1735,0,-1,0,0,0,156,0,0,0,Crystal Palace,Brighton,Liverpool,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,BHA,4000000,0,0,0,0,0,0,222939,0,0,0,0,0,0,0,0,19501,0,0,0,0,0,0,0,0,0,0,0,0,10.8,76475,0,-1,0,0,0,4491,0,0,0,Man Utd,Everton,Crystal Palace,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo Silva,MID,MCI,7400000,0,0,0,0,0,0,30316,0,0,0,0,0,0,0,0,2639,-1,1,0,1,0,0,0,0,0,0,0,0,0.4,2990,0,-1,0,0,0,66,-1,0,0,Leicester,Leeds United F.C.,Arsenal,West Ham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bertrand,DEF,SOU,5000000,8,9,3,6E-07,1.8E-06,0,27330,1,6,0,0,0,0,0,1.8,1275,0,0,9,0,0.6,0,3,2,0,1,0,0,1.2,9345,0,-1,0,1,270,2654,0,0,50,Burnley,West Brom,Chelsea,Everton,Aston Villa,1.5,2.4,4,1.5,3.4,1.5,4.1,3.8,2.9,3.6,2.2,3.3,2.6,2.4,3.9,1.5,1.7,2,4.4,2.6,4.5,2.1,2,1.5,2.8,1.5,3.1,2.5,2.4,3.8,2.1,1.6,4.3,2.2,2.2,2.6,10.2
Marcus,Bettinelli,GLK,FUL,4400000,0,0,0,0,0,0,2742,0,0,0,0,0,0,0,0,138,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,165,0,-1,0,0,0,32,-1,0,0,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,MID,BHA,4500000,0,2,1,2.22222222222222E-07,4.44444444444444E-07,0,121211,0,3,0,0,0,0,0,0.4,7776,0,0,2,0,0.2,0,0.7,0,0,1,0,0,3.5,68410,0,-1,0,0,178,2086,0,1,16,Man Utd,Everton,Crystal Palace,West Brom,Tottenham,0.5,0.6,0.5,0.5,0.9,0.5,0.6,0.5,0.5,0.5,1,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1,0.8,0.5,1.1,0.5,0.5,0.6,2
Jayden,Bogle,DEF,SHU,4500000,0,0,0,0,0,0,3087,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0.1,617,0,-1,0,0,0,30,0,0,0,Leeds United F.C.,Arsenal,Fulham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Bogusz,MID,LEE,4500000,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,-1,0,0,0,230,0,0,0,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5500000,0,7,2.3,4.18181818181818E-07,1.27272727272727E-06,0,38574,0,7,0,0,0,0,0,1.3,4134,0,0,7,0,0.4,0,2.3,0,0,1,0,0,2.5,35922,0,-1,0,0,270,2545,0,0,52,West Ham,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,2.7,1.2,1.4,1.2,1.2,1.9,1.2,2.4,3.4,1.4,1.2,1.7,1.2,2.7,2.9,1.2,1.2,3.4,2.4,1.2,1.2,1.3,1.2,3.4,3.3,1.2,2.4,1.2,2.7,1.2,1.2,2.6,1.2,3.1,1.3,1.2,6.1
Leo,Bonatini,FWD,WOL,5000000,0,0,0,0,0,0,15763,0,0,0,0,0,0,0,0,2291,0,0,0,0,0,0,0,0,0,0,0,0,0.3,7605,0,-1,0,0,0,36,0,0,0,West Ham,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,2295,0,0,0,0,0,0,0,0,171,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,397,0,-1,0,0,0,41,0,0,0,Burnley,West Brom,Chelsea,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6300000,15,19,6.3,1E-06,3.01587301587302E-06,0,56492,0,3,0,0,0,2,0,3,2035,-2,0,19,2,1,0,6.3,2,0,1,0,0,0.8,8517,0,-1,0,1,257,5679,0,0,55,Wolverhampton,Leicester,Tottenham,Man City,Liverpool,3.7,7.1,9.4,3.4,8.2,6.1,9.2,7.2,3.7,5.5,4.3,9.4,3.6,7.7,8.6,4.5,6.4,4.8,3.4,8.6,9.4,7.2,3.2,4.8,4.3,5.1,4.3,9.4,3.2,9.4,3.2,7.9,4.7,9.4,8.4,7.4,17.7
Robbie,Brady,MID,BUR,5000000,0,1,1,2E-07,2E-07,0,2242,0,1,0,0,0,0,0,0.2,318,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.1,567,0,-1,0,0,39,8,0,0,4,Southampton,Newcastle,West Brom,Tottenham,Chelsea,0,0,0,0,0,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.7,0.5,0.5,0.5,2.5
Jarrad,Branthwaite,DEF,EVE,4000000,0,0,0,0,0,0,118451,0,0,0,0,0,0,0,0,7408,0,0,0,0,0,0,0,0,0,0,0,0,2.3,16354,0,-1,0,0,0,118,0,0,0,Crystal Palace,Brighton,Liverpool,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,-1,0,0,0,21,0,0,0,Leicester,Leeds United F.C.,Arsenal,West Ham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,9998,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9707,0,-1,0,0,0,5,0,0,0,Fulham,Liverpool,Leicester,Leeds United F.C.,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4500000,0,0,0,0,0,0,184784,0,0,0,0,0,0,0,0,18846,0,0,0,0,0,0,0,0,0,0,0,0,5.1,151085,0,-1,0,0,0,4803,0,0,0,Arsenal,Aston Villa,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Brownhill,MID,BUR,5000000,2,4,2,4E-07,8E-07,0,940,0,5,0,0,0,0,0,0.8,104,0,0,4,0,0.4,0,2,0,0,0,0,0,0,995,0,-1,0,0,180,129,0,0,19,Southampton,Newcastle,West Brom,Tottenham,Chelsea,1.7,3,1.2,1,1,2.2,1,1,1,1.2,1.3,1,1,1.7,1.3,1.1,1.1,1.6,2,1,1,1,1,1.8,1,1.3,1,1,1,1,2.2,1,2,1,1,1.5,9.7
Joe,Bryan,DEF,FUL,5000000,0,4,2,4E-07,8E-07,0,22879,0,7,0,0,0,0,0,0.8,1865,0,0,4,0,0.3,0,1.3,0,0,0,0,1,0.8,7888,0,-1,0,0,180,421,0,0,32,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,West Brom,1.8,3,2.1,1.3,1,2,1,1.4,1.7,1.4,1,3,1,2.4,1.2,1.3,1,2.2,1.9,1,1,1,1.3,1.7,3,1.1,1,2.5,1,1.7,1,2.9,1,1,2,1,3.6
Oliver,Burke,MID,SHU,4500000,3,5,2.5,5.55555555555556E-07,1.11111111111111E-06,0,33253,0,1,0,0,0,0,0,1.1,2464,0,0,5,0,0.4,0,1.7,0,0,1,0,0,1.3,49337,0,-1,0,0,163,5781,0,0,9,Leeds United F.C.,Arsenal,Fulham,Liverpool,Man City,1.2,1.9,1.8,1.8,1.2,2.9,1.2,1.9,1.2,1.6,1.2,3.1,1.3,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.8,2.9,1.2,2.3,1.4,2.2,1.2,1.2,3.2,1.2,2.6,1.2,1.9,3.8,1.9,7.8
Dan,Burn,DEF,BHA,4400000,0,1,0.5,1.13636363636364E-07,2.27272727272727E-07,0,17054,0,0,0,0,0,0,0,0.2,1667,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.6,2452,0,-1,0,0,32,205,-1,0,4,Man Utd,Everton,Crystal Palace,West Brom,Tottenham,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.3,0.2,0.5,0.2,0.2,0.2,0.5
David,Button,GLK,WBA,4000000,0,0,0,0,0,0,47536,0,0,0,0,0,0,0,0,3545,0,0,0,0,0,0,0,0,0,0,0,0,4.8,42708,0,-1,0,0,0,3061,0,0,0,Chelsea,Southampton,Burnley,Brighton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,1,0.5,1.25E-07,2.5E-07,0,68287,0,0,0,0,0,0,0,0.2,5692,0,0,1,0,0.1,0,0.3,0,0,0,0,0,3,121210,0,-1,0,0,22,5549,0,0,2,West Ham,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.8,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.1
Willy,Caballero,GLK,CHE,4900000,1,1,0.5,1.02040816326531E-07,2.04081632653061E-07,0,8420,0,3,0,0,0,0,0,0.2,629,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.3,2762,0,-1,0,0,90,345,0,0,7,West Brom,Crystal Palace,Southampton,Man Utd,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4
Gary,Cahill,DEF,CRY,4500000,0,0,0,0,0,0,2361,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0.1,431,0,-1,0,0,0,25,0,0,0,Everton,Chelsea,Brighton,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5400000,0,1,0.5,9.25925925925926E-08,1.85185185185185E-07,0,8680,1,3,0,0,0,0,0,0.2,471,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.2,1143,0,-1,0,0,90,81,0,0,11,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,West Brom,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,1.7
,Callum Robinson,FWD,WBA,5500000,13,16,5.3,9.63636363636364E-07,2.90909090909091E-06,0,13207,0,7,0,0,0,2,0,2.9,3096,0,0,16,0,1,0,5.3,3,0,0,0,0,0.5,26146,0,-1,0,1,214,17632,0,0,53,Chelsea,Southampton,Burnley,Brighton,Fulham,3.9,5.8,6,8,8,4.8,7.4,6.2,5.7,8,6.8,3.2,7.5,5.1,3.6,7,8,5.9,5.3,7.6,8,6.5,7,3.7,3,5.9,3.2,8,5.8,6.5,4.2,3.2,6.8,3.7,3.7,5.9,15
Dominic,Calvert-Lewin,FWD,EVE,7400000,6,31,10.3,1.39189189189189E-06,4.18918918918919E-06,0,179657,0,3,0,0,0,5,0,4.2,10683,4,-1,31,-4,1.4,0,10.3,5,0,1,0,0,31.6,1639821,0,-1,0,1,248,270956,1,0,129,Crystal Palace,Brighton,Liverpool,Southampton,Newcastle,13.9,9.3,10.3,13.7,12.32,12.6,12.32,12.9,14.4,9.3,12.32,10.2,14.8,12.6,10.6,12.32,11.5,9.5,8.6,14.3,14.4,10.3,12.32,13.7,12.32,12.6,12.32,13.5,12.32,9.4,12.32,9.5,12.32,12.1,9.3,14.4,41.7
Leonardo,Campana,FWD,WOL,5000000,0,0,0,0,0,0,10818,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0.4,8310,0,-1,0,0,0,908,0,0,0,West Ham,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5400000,0,0,0,0,0,0,35727,0,0,0,0,0,0,0,0,4977,-1,1,0,1,0,0,0,0,0,0,0,0,0.6,9754,0,-1,0,0,0,31,-1,0,0,Leicester,Leeds United F.C.,Arsenal,West Ham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4384,0,-1,0,0,0,667,0,0,0,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,NEW,5500000,4,7,2.3,4.18181818181818E-07,1.27272727272727E-06,0,30187,0,2,0,0,0,0,0,1.3,2602,0,0,7,0,0.4,0,2.3,0,0,1,0,1,0.7,35323,0,-1,0,0,145,558,0,0,15,Tottenham,Burnley,Man Utd,Wolverhampton,Everton,3.4,1.2,1.2,3.4,1.2,2.1,1.2,2.1,1.4,1.2,2.1,1.2,2.5,1.2,1.2,2.9,2.5,1.2,2.3,1.2,1.2,3.4,2.8,1.2,3.4,1.2,3.4,1.2,2.6,1.2,2.9,1.2,2.4,1.2,1.2,3.4,9.8
Cameron,Carter-Vickers,DEF,TOT,4000000,0,0,0,0,0,0,6941,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0.4,8116,0,-1,0,0,0,680,0,0,0,Newcastle,Man Utd,West Ham,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Casey,DEF,LEE,4000000,0,0,0,0,0,0,15240,0,0,0,0,0,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5094,0,-1,0,0,0,421,0,0,0,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,0,5,5,1E-06,1E-06,0,7692,1,0,0,0,0,0,0,1,814,0,0,5,0,0.5,0,2.5,0,0,1,0,0,0.5,11823,0,-1,0,0,90,566,0,0,27,Fulham,Liverpool,Leicester,Leeds United F.C.,Southampton,6.2,6.1,4.5,4.5,4.8,5.4,2.5,6.1,2.8,7.5,5,5.8,7.1,7.5,6.2,3.1,2.5,4.1,3,4.9,4.2,6.6,3.3,3.3,4.4,7.5,6.4,4.5,7.5,6.4,4.9,3.1,7.1,5.5,6.9,4.3,6.9
,Casilla,GLK,LEE,4400000,0,0,0,0,0,0,55102,0,0,0,0,0,0,0,0,4269,-1,0,0,1,0,0,0,0,0,0,0,0,1.8,9076,0,-1,0,0,0,683,0,0,0,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Castagne,DEF,LEI,5600000,4,27,9,1.60714285714286E-06,4.82142857142857E-06,0,129512,0,4,0,0,0,1,0,4.8,7142,1,0,27,-1,1.6,0,9,4,0,1,0,3,12.2,691020,0,-1,0,2,270,125773,0,0,92,Man City,West Ham,Aston Villa,Arsenal,Leeds United F.C.,12.7,9,10.7,13.5,10.2,7.8,13.5,8.4,13.1,4.9,4.6,13.5,10.7,12.3,13.5,7.8,9.1,9.9,8.4,13.5,13.5,8.7,12.7,7.9,13.5,10.3,11.6,10.7,13.5,9.2,11.5,9.6,5.4,12.7,13.5,6,19
