FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Cavaleiro,MID,FUL,5500000,0,4,2,3.63636363636364E-07,7.27272727272727E-07,0,3791,0,7,0,0,0,0,0,0.7,280,0,0,4,0,0.2,0,1.3,0,0,0,0,0,0.1,1837,0,-1,0,0,180,146,0,0,21,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,West Brom,1.1,2.7,2,1,1,1.5,1,1.2,1,1,1,3,1.1,2.2,1.5,1,1,2.6,1.6,1,1,1.7,1.1,1,1.5,1,1,1.7,1,1.6,1,2.5,1,1.4,1,1,7.4
,Ceballos,MID,ARS,5000000,0,9,4.5,9E-07,1.8E-06,0,61146,0,1,0,0,0,0,0,1.8,4631,0,0,9,0,0.6,0,3,3,0,0,0,1,2.2,73321,0,-1,0,0,102,7990,0,0,37,Liverpool,Sheffield United,Man City,Leicester,Man Utd,5.1,4.6,2.7,2.2,2.9,4.4,3.2,2.2,6.5,3.8,4.5,5.4,2.2,6.8,5.3,2.4,2.2,4.8,2.2,6.8,5.5,2.4,2.2,4.3,4.9,2.2,5.1,2.2,6.1,3.6,2.7,6.8,2.6,6.8,2.7,2.2,10.7
,Cedric,DEF,ARS,4800000,0,0,0,0,0,0,22667,0,0,0,0,0,0,0,0,1245,-2,1,0,2,0,0,0,0,0,0,0,0,0.3,1366,0,-1,0,0,0,16,-1,0,0,Liverpool,Sheffield United,Man City,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,112,-1,0,0,1,0,0,0,0,0,0,0,0,0,187,0,-1,0,0,0,18,0,0,0,Arsenal,Aston Villa,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,ARS,4500000,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,-1,0,0,0,11,0,0,0,Liverpool,Sheffield United,Man City,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5500000,0,0,0,0,0,0,38100,0,0,0,0,0,0,0,0,4559,0,0,0,0,0,0,0,0,0,0,0,0,1.6,53683,0,-1,0,0,0,5905,0,0,0,West Brom,Crystal Palace,Southampton,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tahith,Chong,MID,MUN,4500000,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,-1,0,0,0,29,0,0,0,Brighton,Tottenham,Newcastle,Chelsea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4900000,0,0,0,0,0,0,2296,0,0,0,0,0,0,0,0,188,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,739,0,-1,0,0,0,117,0,0,0,Man City,West Ham,Aston Villa,Arsenal,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5000000,0,-1,-0.3,-6E-08,-2E-07,0,9114,1,6,0,0,0,0,0,-0.2,935,0,0,-1,0,-0.1,0,-0.3,0,0,0,0,0,0.3,4485,0,-1,0,0,225,479,0,1,26,West Brom,Crystal Palace,Southampton,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
Cyrus,Christie,DEF,FUL,4400000,0,0,0,0,0,0,6025,0,0,0,0,0,0,0,0,459,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,286,0,-1,0,0,0,5,0,0,0,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,0,0,0,0,0,1687,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0.1,867,0,-1,0,0,0,6,0,0,0,Tottenham,Burnley,Man Utd,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Clarke,DEF,BHA,4500000,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,-1,0,0,0,15,0,0,0,Man Utd,Everton,Crystal Palace,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,5000000,-1,8,2.7,5.4E-07,1.6E-06,0,132068,1,7,0,0,0,0,0,1.6,14810,0,0,8,0,0.5,0,2.7,2,0,1,0,0,9.5,153919,0,-1,0,0,270,9423,0,0,44,West Ham,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,3.4,1.4,1.8,1.4,1.4,2.5,1.4,3,4.1,1.8,1.4,2.3,1.4,3.4,3.6,1.4,1.4,4.1,3,1.4,1.4,1.7,1.4,4.1,4,1.4,3,1.4,3.4,1.4,1.4,3.2,1.4,3.8,1.8,1.4,5.4
Seamus,Coleman,DEF,EVE,5000000,6,13,4.3,8.6E-07,2.6E-06,0,45271,0,3,0,0,0,0,0,2.6,3164,0,0,13,0,0.9,0,4.3,1,0,1,0,1,2.2,118535,0,-1,0,0,270,17886,0,0,64,Crystal Palace,Brighton,Liverpool,Southampton,Newcastle,5.1,2.2,4.3,2.9,6.4,5,5.8,2.7,3.9,2.5,4.3,2.5,5.9,4.2,3,6.4,6,2.2,2.2,3.2,5.7,2.7,6.4,2.9,6.4,3.1,5.4,5,6.1,2.2,5.1,5.3,5.7,4.7,2.6,5.1,11.6
Aaron,Connolly,FWD,BHA,5500000,2,11,3.7,6.72727272727273E-07,2E-06,0,22880,0,4,0,0,0,1,0,2,3090,0,0,11,0,0.7,0,3.7,2,0,1,0,0,0.8,35614,0,-1,0,0,207,3459,0,0,26,Man Utd,Everton,Crystal Palace,West Brom,Tottenham,2.1,4.3,4,2,5.6,1.8,2.8,1.8,1.8,4.4,5.6,1.9,4.8,1.8,1.8,4.7,4,1.9,1.8,5.2,4.8,1.8,1.8,5.6,1.8,3.9,1.8,5.1,1.8,5.6,5.2,1.8,5.6,1.8,1.8,4.7,12.2
Liam,Cooper,DEF,LEE,4400000,6,7,3.5,7.95454545454545E-07,1.59090909090909E-06,0,22498,0,3,0,0,0,0,0,1.6,1113,-1,0,7,1,0.5,0,2.3,0,0,1,0,0,0.7,13184,0,-1,0,0,180,2863,0,0,39,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,3.8,3.9,2.5,4.3,1.9,3.1,2.4,1.8,5.2,2.9,1.8,3.7,3,3.4,4.2,2.8,1.8,5.2,2.5,1.8,4.5,3.1,5.2,5,3.6,2.4,3.7,4.3,3.1,4.3,4.5,4,1.8,2.2,1.8,2.9,4.7
Jack,Cork,MID,BUR,5000000,0,0,0,0,0,0,10180,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,9691,0,-1,0,0,0,5,0,0,0,Southampton,Newcastle,West Brom,Tottenham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Costa,MID,LEE,5600000,3,22,7.3,1.30357142857143E-06,3.92857142857143E-06,0,110928,0,7,0,0,0,2,0,3.9,16831,1,0,22,-1,1.3,0,7.3,2,0,1,0,1,9,621014,0,-1,0,1,245,63166,0,0,62,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,9.2,6.2,6.6,8.9,5.7,4.6,7.4,9,11,7,6.3,4.9,9.8,8.7,10.7,10.8,6.5,11,7.2,7.9,7.3,8.8,11,10.5,8.4,5.9,11,10.2,4.6,6.2,6.6,11,5.5,8.2,7.9,7.7,19.7
Aaron,Cresswell,DEF,WHU,4900000,7,9,3,6.12244897959184E-07,1.83673469387755E-06,0,25083,0,4,0,0,0,0,0,1.8,1324,-1,0,9,1,0.6,0,3,1,0,1,0,0,0.9,4874,0,-1,0,0,270,1059,0,0,60,Wolverhampton,Leicester,Tottenham,Man City,Liverpool,1.5,2.5,4,2.3,4.5,1.5,3.7,3.6,2.8,1.8,2.8,4.5,1.5,1.6,1.7,1.5,1.6,3.1,2.9,4.2,3.6,2.7,1.5,3.1,1.5,3.6,1.5,4.5,1.5,4.5,1.5,2.3,1.5,3.8,3.3,1.5,17.1
Stuart,Dallas,DEF,LEE,4500000,6,10,3.3,7.33333333333333E-07,2.22222222222222E-06,0,98796,0,7,0,0,0,0,0,2.2,8194,0,0,10,0,0.7,0,3.3,0,0,1,0,1,5,134912,0,-1,0,0,270,10213,0,0,61,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,3.5,3.6,2.3,4,1.7,2.8,2.2,1.6,4.8,2.6,1.6,3.3,2.7,3.1,3.9,2.6,1.6,4.9,2.2,1.6,4.1,2.8,4.9,4.7,3.3,2.2,3.4,4,2.8,4.1,4.1,3.6,1.6,2,1.6,2.6,12.4
,Dalot,DEF,MUN,5000000,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0.1,262,0,-1,0,0,0,13,0,0,0,Brighton,Tottenham,Newcastle,Chelsea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Dann,DEF,CRY,4500000,0,7,7,1.55555555555556E-06,1.55555555555556E-06,0,36345,0,0,0,0,0,0,0,1.6,6017,0,0,7,0,0.5,0,2.3,1,0,1,0,0,1,43505,0,-1,0,0,90,45,0,0,24,Everton,Chelsea,Brighton,Fulham,Wolverhampton,0,0,0,9.2,10.5,7.8,6.2,5.4,8.7,5.9,9.1,8.9,8.1,6.2,10,8.1,8.1,8.5,7.8,10.5,5.1,8.7,9.7,7.9,10.1,8.4,10.3,4.9,7.6,4.6,6.8,10.3,8.4,10.3,7.5,10.1,2.4
Karl,Darlow,GLK,NEW,5000000,8,17,5.7,1.14E-06,3.4E-06,0,22122,0,4,0,18,0,0,0,3.4,912,0,0,17,0,1.1,0,5.7,3,0,1,0,0,0.6,32532,0,-1,0,0,270,8130,0,0,76,Tottenham,Burnley,Man Utd,Wolverhampton,Everton,8.6,2.8,2.8,8.6,2.8,5.9,2.8,8.6,8.6,2.8,6.3,2.8,8.5,2.8,2.8,8.6,8.5,2.8,6.1,2.8,2.8,8.6,8.6,2.8,8.6,2.8,8.6,2.8,7.2,2.8,8.6,2.8,7.7,2.8,2.8,8.6,12.1
,David Luiz,DEF,ARS,5500000,0,1,0.5,9.09090909090909E-08,1.81818181818182E-07,0,32998,0,0,0,0,0,0,0,0.2,1109,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.9,10580,0,-1,0,0,1,1435,0,0,3,Liverpool,Sheffield United,Man City,Leicester,Man Utd,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.4,0.2,0.2,0
Ben,Davies,DEF,TOT,5000000,2,5,1.7,3.4E-07,1E-06,0,68109,0,4,0,0,0,0,0,1,6731,0,0,5,0,0.3,0,1.7,0,0,0,0,0,2,30065,0,-1,0,0,270,947,0,0,33,Newcastle,Man Utd,West Ham,Burnley,Brighton,0.8,1.7,0.8,1,0.8,1.6,0.8,2.5,0.8,1.5,2.6,0.8,2.5,0.8,0.8,2.2,1.8,0.8,1.9,0.8,0.8,1.5,1.7,0.8,0.8,1.5,0.8,2.6,0.8,0.8,1.8,0.8,0.8,0.8,0.9,1.2,12.3
Tom,Davies,MID,EVE,5400000,1,2,1,1.85185185185185E-07,3.7037037037037E-07,0,3736,0,0,0,0,0,0,0,0.4,237,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.1,1319,0,-1,0,0,2,213,0,0,6,Crystal Palace,Brighton,Liverpool,Southampton,Newcastle,0.5,0.5,0.5,0.5,1.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2
Keinan,Davis,FWD,AVL,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,363563,0,0,0,0,0,0,0,0.2,44304,0,0,1,0,0.1,0,0.5,0,0,0,0,0,14.5,310323,0,-1,0,0,28,14690,0,0,3,Fulham,Liverpool,Leicester,Leeds United F.C.,Southampton,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.6,0.8,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,1.5,0.5,0.9,0.5,0.5,0.6,0.5,0.6,0.5,1.1,0.5,2.3
Leif,Davis,DEF,LEE,4000000,0,0,0,0,0,0,27412,0,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,1.3,11110,0,-1,0,0,0,865,0,0,0,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,De Bruyne,MID,MCI,11600000,2,15,7.5,6.46551724137931E-07,1.29310344827586E-06,0,212907,0,6,0,0,0,1,0,1.3,25085,1,0,15,-1,0.6,0,7.5,3,0,0,0,1,43.1,1326016,0,-1,0,0,180,61111,0,0,55,Leicester,Leeds United F.C.,Arsenal,West Ham,Sheffield United,5.8,5.8,7.5,8.9,9.6,6.3,11.2,10.1,9.1,5.3,7.8,8.4,6.4,9.5,11.2,6.6,7.5,9.2,10.3,8.7,8.9,5.6,9.3,7.1,6.7,11.2,6.8,7.6,7.6,9.3,11.1,4.9,6,11.2,11.2,8.1,28.4
David,de Gea,GLK,MUN,5500000,2,3,1.5,2.72727272727273E-07,5.45454545454545E-07,0,60069,0,5,0,5,0,0,0,0.5,8368,0,0,3,0,0.3,0,1.5,0,0,0,0,0,4.3,44966,0,-1,0,0,180,1738,0,0,25,Brighton,Tottenham,Newcastle,Chelsea,Arsenal,1.1,0.8,2.2,0.8,0.8,0.8,0.8,0.8,1,1,1.1,0.8,0.8,0.8,1.6,1,1.8,1.2,0.8,0.8,0.8,0.9,0.8,1.7,0.8,0.8,0.8,0.8,1.2,0.8,0.8,1.3,1.4,0.8,0.8,1.7,4.3
Bobby,Decordova-Reid,FWD,FUL,5500000,0,6,3,5.45454545454545E-07,1.09090909090909E-06,0,6632,0,0,0,0,0,1,0,1.1,682,0,0,6,0,0.4,0,2,0,0,0,0,0,0.2,7389,0,-1,0,0,47,295,0,0,32,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,West Brom,1.5,4.5,3.7,2.1,2.5,3.3,1.5,3,3.2,1.5,1.5,4.5,2.1,4.5,3.3,2.5,1.5,4.5,4.5,1.5,1.5,2.8,2.3,2.6,3.6,2.2,1.8,1.7,1.5,3.2,1.7,4.5,2.2,2.6,3.6,1.5,5.4
Liam,Delap,FWD,MCI,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,10321,0,4,0,0,0,0,0,0.2,3599,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.6,42324,0,-1,0,0,39,12623,0,0,0,Leicester,Leeds United F.C.,Arsenal,West Ham,Sheffield United,0.5,0.5,0.5,0.5,0.5,0.5,1.1,0.6,0.9,0.5,0.6,0.5,0.5,0.5,1,0.5,0.5,0.8,0.6,0.5,0.5,0.5,0.5,0.5,0.6,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.9,0.5,0.2
Fabian,Delph,MID,EVE,4900000,0,0,0,0,0,0,1589,0,0,0,0,0,0,0,0,106,-1,0,0,1,0,0,0,0,0,0,0,0,0,368,0,-1,0,0,0,111,0,0,0,Crystal Palace,Brighton,Liverpool,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leander,Dendoncker,MID,WOL,5000000,0,4,2,4E-07,8E-07,0,56386,0,1,0,0,0,0,0,0.8,5501,0,0,4,0,0.3,0,1.3,0,0,1,0,0,1.7,18650,0,-1,0,0,102,982,0,0,13,West Ham,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,1.7,1,1,1,1,1.4,1,1.8,1.7,1,1,1.7,1,1,2.8,1,1,2.7,1,1,1,1.6,1,3,1.9,1,1,1,2.6,1,1,1.8,1,2.4,1.9,1,3.6
Grady,Diangana,MID,WBA,5500000,2,11,3.7,6.72727272727273E-07,2E-06,0,17386,0,10,0,0,0,1,0,2,1815,0,0,11,0,0.7,0,3.7,0,0,0,0,0,0.7,22531,0,-1,0,0,233,3939,0,0,34,Chelsea,Southampton,Burnley,Brighton,Fulham,1.8,3.5,2.9,5.6,5.4,1.8,2.1,3.5,1.8,5.6,1.9,3.4,3.8,1.8,1.8,3.8,5.6,1.8,2.8,4.6,5,1.8,3.6,1.8,1.8,1.9,2,5.4,3.5,3.1,4.1,1.8,4,1.8,1.8,2.3,15.8
Eric,Dier,DEF,TOT,5000000,2,5,1.7,3.4E-07,1E-06,0,33757,0,4,0,0,0,0,0,1,3150,0,0,5,0,0.3,0,1.7,0,0,0,0,0,1.6,23846,0,-1,0,0,270,1306,0,0,34,Newcastle,Man Utd,West Ham,Burnley,Brighton,0.8,1.7,0.8,1,0.8,1.6,0.8,2.5,0.8,1.5,2.6,0.8,2.5,0.8,0.8,2.2,1.8,0.8,1.9,0.8,0.8,1.5,1.7,0.8,0.8,1.5,0.8,2.6,0.8,0.8,1.8,0.8,0.8,0.8,0.9,1.2,5.5
Lucas,Digne,DEF,EVE,6100000,6,19,6.3,1.0327868852459E-06,3.11475409836066E-06,0,176672,0,3,0,0,0,0,0,3.1,12337,1,0,19,-1,1,0,6.3,4,0,1,0,2,14.8,529520,0,-1,0,1,270,45950,0,0,79,Crystal Palace,Brighton,Liverpool,Southampton,Newcastle,8.5,3.2,6.3,5.5,9.4,7.7,9.4,5,6.9,4.7,7.5,4.7,9.1,7.4,5.6,9.4,8.8,3.7,3.2,5.9,8.8,5,9.4,5.5,9.4,5.7,9,8.3,9.4,3.4,8.6,7.7,9.3,7.4,4.9,8.5,22.6
Issa,Diop,DEF,WHU,4500000,0,2,1,2.22222222222222E-07,4.44444444444444E-07,0,47221,0,4,0,0,0,0,0,0.4,4859,0,0,2,0,0.2,0,0.7,0,0,0,0,0,1,5740,0,-1,0,0,180,38,0,0,25,Wolverhampton,Leicester,Tottenham,Man City,Liverpool,0,0,0.8,0.5,1.2,0.5,0.7,0.7,0.5,0.5,0.5,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.7,0.5,0.5,0.5,0.5,0.7,0.5,1.1,0.5,1.5,0.5,0.5,0.5,0.7,0.6,0.5,4.3
Moussa,Djenepo,MID,SOU,5500000,3,9,3,5.45454545454545E-07,1.63636363636364E-06,0,3808,0,5,0,0,0,0,0,1.6,433,0,0,9,0,0.5,0,3,0,0,1,0,1,0.1,6415,0,-1,0,0,179,739,0,0,19,Burnley,West Brom,Chelsea,Everton,Aston Villa,1.8,2,3.3,2.1,2.1,1.6,3.6,1.7,3.5,3.4,2.1,1.5,3.3,1.8,1.5,1.5,1.5,1.9,3.3,1.5,4.5,1.7,1.5,2.1,2.6,1.6,2.9,2.9,2,1.9,1.5,1.5,1.9,2.8,1.9,1.9,3.4
Matt,Doherty,DEF,TOT,5900000,2,4,1.3,2.20338983050847E-07,6.77966101694915E-07,0,562524,1,4,0,0,0,0,0,0.7,54376,-1,1,4,1,0.2,0,1.3,0,0,0,0,0,16.2,88445,0,-1,0,0,255,3798,-1,0,21,Newcastle,Man Utd,West Ham,Burnley,Brighton,0.6,1.2,0.6,0.7,0.6,1.1,0.6,1.8,0.6,1,1.9,0.6,1.8,0.6,0.6,1.5,1.2,0.6,1.3,0.6,0.6,1,1.1,0.6,0.6,1,0.6,2,0.6,0.6,1.2,0.6,0.6,0.6,0.6,0.7,12.2
Abdoulaye,Doucoure,MID,EVE,5500000,2,6,2,3.63636363636364E-07,1.09090909090909E-06,0,82655,1,3,0,0,0,0,0,1.1,6402,0,0,6,0,0.4,0,2,0,0,1,0,0,1.9,43359,0,-1,0,0,244,1539,0,0,45,Crystal Palace,Brighton,Liverpool,Southampton,Newcastle,1,1,1,1.3,3,1,2.4,1,1.4,1,1.1,1,1.9,1,1,2.6,1.6,1,1,1,1,1,1.4,1.3,2.4,1,1.5,1,2.5,1,1.5,1.2,1.4,1.3,1,1,13
Barry,Douglas,DEF,LEE,4000000,0,0,0,0,0,0,313934,0,0,0,0,0,0,0,0,25001,0,0,0,0,0,0,0,0,0,0,0,0,10.8,73687,0,-1,0,0,0,4750,0,0,0,Sheffield United,Man City,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,5000000,0,3,3,6E-07,6E-07,0,8625,0,0,0,0,0,0,0,0.6,778,0,0,3,0,0.3,0,1.5,0,0,1,0,0,0.4,5705,0,-1,0,0,90,397,0,0,15,Fulham,Liverpool,Leicester,Leeds United F.C.,Southampton,3.6,1.5,1.8,1.7,3.2,2.4,1.5,2.2,1.5,3.9,2.7,2.3,1.7,3.6,1.5,1.5,1.9,2.1,2,1.6,1.7,3.9,1.5,1.5,1.5,4.5,2.9,2.6,2.2,1.5,1.8,2.4,1.5,1.5,3.2,1.5,5.9
Tommy,Doyle,MID,MCI,4500000,0,0,0,0,0,0,2266,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1833,0,-1,0,0,0,181,0,0,0,Leicester,Leeds United F.C.,Arsenal,West Ham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,-1,0,0,0,157,0,0,0,Southampton,Newcastle,West Brom,Tottenham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,5000000,0,0,0,0,0,0,10829,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0.3,490,0,-1,0,0,0,58,0,0,0,Tottenham,Burnley,Man Utd,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4400000,0,0,0,0,0,0,3468,0,0,0,0,0,0,0,0,186,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,299,0,-1,0,0,0,34,0,0,0,Man Utd,Everton,Crystal Palace,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-1,0,0,0,4,0,0,0,Tottenham,Burnley,Man Utd,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,5000000,-2,6,2,4E-07,1.2E-06,0,122386,1,6,0,0,0,0,0,1.2,20022,0,0,6,0,0.4,0,2,1,0,1,0,0,7.2,44220,1,-1,0,0,270,2232,0,0,47,Man Utd,Everton,Crystal Palace,West Brom,Tottenham,1,1.1,1.9,1,2.5,1,2.7,1,1,1.6,2.3,1,2.2,1,1,1.9,1.1,1,1,3,1.4,1.1,1,2.1,1,1,1,2.2,1,3,2.3,1,3,1,1,1.9,5.2
Jimmy,Dunne,DEF,BUR,4000000,2,8,4,1E-06,2E-06,0,56451,0,5,0,0,0,1,0,2,6621,0,0,8,0,1,0,4,0,0,0,0,0,6.1,398095,0,-1,0,0,180,58279,0,0,35,Southampton,Newcastle,West Brom,Tottenham,Chelsea,3.4,6,4.2,2.1,3,4.9,5.3,3.9,2,3.9,5,3.1,2.3,5.1,3.1,6,4.5,5.7,6,4.7,2,3.9,3.5,5.1,2.9,2.1,2.3,2,2,4.5,6,3.5,4.6,3.1,4.9,4.7,12.6
,Ederson,GLK,MCI,6000000,0,2,1,1.66666666666667E-07,3.33333333333333E-07,0,62823,0,6,0,2,0,0,0,0.3,9911,0,0,2,0,0.2,0,1,0,0,0,0,0,5.5,67823,0,-1,0,0,180,4061,0,0,24,Leicester,Leeds United F.C.,Arsenal,West Ham,Sheffield United,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.7,0.5,0.6,0.5,1,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,1.5,0.6,0.5,1.9
