FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Dias,DEF,MCI,5500000,2,17,3.4,6.18181818181818E-07,3.09090909090909E-06,0,31902,1,3,0,0,0,0,0,3.1,1579,0,0,17,0,0.7,0,3.8,0,0,2,0,0,1.7,142056,0,-1,0,0,450,3117,0,0,95,Liverpool,Tottenham,Burnley,Fulham,Man Utd,4.4,3.6,2.9,3.4,5.1,3.7,2,2.2,2.4,3.1,2.7,4.2,3.4,3,4.3,4.3,2,4,3.5,3.8,3.5,3.6,4.7,1.9,4.7,2.6,3.5,2.3,3.3,3.4,2.6,8.8
Eric,Dier,DEF,TOT,4900000,6,21,3,6.12244897959184E-07,4.28571428571429E-06,0,96681,0,6,0,0,0,0,0,4.3,1079,-1,0,21,1,0.7,0,3.5,0,0,2,0,0,1.3,59961,0,-1,0,0,630,1326,0,0,114,West Brom,Man City,Chelsea,Arsenal,Crystal Palace,3.3,3.1,3,2.1,3.4,4,1.5,3.5,2,1.5,4.4,3.4,2.9,3.3,1.5,2.3,4.5,3.7,1.7,2.7,3.8,1.5,3.2,2.6,2.4,3.3,1.7,3.7,2.2,1.7,4.4,11.5
Lucas,Digne,DEF,EVE,6100000,1,26,3.7,6.0655737704918E-07,4.26229508196721E-06,0,938640,0,12,0,0,0,0,0,4.3,11595,1,0,26,-1,0.2,0,1.5,7,0,1,0,3,12,1074575,0,-1,0,1,611,11096,0,1,138,Man Utd,Fulham,Leeds United F.C.,Burnley,Chelsea,4.5,3.6,2.5,4.6,3,5,4.2,3.6,5.1,4.3,3.8,4.9,2.6,2.9,4,5.6,4.1,4.5,3.3,3.2,3.6,3.6,5,3.5,2.5,4.2,3.7,4,3.7,4.4,4.8,37.1
Issa,Diop,DEF,WHU,4400000,0,2,0.285714285714286,6.49350649350649E-08,4.54545454545455E-07,0,75679,1,4,0,0,0,0,0,0.5,582,-1,1,2,1,0,0,0,0,0,0,0,0,0.6,9013,0,-1,0,0,207,122,-1,0,25,Fulham,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Moussa,Djenepo,MID,SOU,5400000,3,17,2.42857142857143,4.4973544973545E-07,3.14814814814815E-06,0,15352,1,5,0,0,0,1,0,3.1,52,-1,0,17,1,0.1,0,0.8,0,0,2,0,1,0.1,12269,0,-1,0,0,306,134,0,0,49,Newcastle,Wolverhampton,Man Utd,Brighton,Sheffield United,1.7,1.4,1.2,1.6,2.7,1.6,1.5,1.7,1.7,1.5,2.1,2.3,1.8,1.2,1.7,1.8,2,1.5,1.3,2.3,1.8,1.6,2.1,1.5,1.8,1.2,1.2,1.2,2.3,1.4,1.3,14.3
Matt,Doherty,DEF,TOT,5800000,9,21,3.5,6.03448275862069E-07,3.62068965517241E-06,0,1137350,1,5,0,0,0,0,0,3.6,7169,-2,0,21,2,0.7,0,4.2,0,0,2,0,1,8.4,151055,0,-1,0,1,525,2624,0,0,97,West Brom,Man City,Chelsea,Arsenal,Crystal Palace,4.1,3.6,3.8,2.7,4.2,4.9,1.8,4.4,2.6,1.8,5.2,4.2,3.7,4.1,1.8,3,5.2,4.5,2.2,3.4,4.7,1.9,4,3,3,4.2,2.2,4.5,2.8,2.2,5.2,17.9
Abdoulaye,Doucoure,MID,EVE,5300000,1,16,2,3.77358490566038E-07,3.0188679245283E-06,0,160641,3,14,0,0,0,0,0,3,1836,-2,0,16,2,0.2,0,1.2,0,0,1,0,1,1.1,69224,0,-1,0,0,648,328,0,0,111,Man Utd,Fulham,Leeds United F.C.,Burnley,Chelsea,1,1.3,1,1.9,1,1.8,1.3,1.9,1,1.2,1.1,1.3,1,1.2,1.7,1.4,1.6,1,1.4,1.1,1.4,1.2,1.2,1.3,1,1.2,1,1,1.9,1.4,1,33.4
Barry,Douglas,DEF,LEE,3900000,0,0,0,0,0,0,723529,0,0,0,0,0,0,0,0,7505,-1,0,0,1,0,0,0,0,0,0,0,0,5.8,154005,0,-1,0,0,0,168,0,0,0,Crystal Palace,Arsenal,Everton,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,0,16,2.7,5.51020408163265E-07,3.26530612244898E-06,0,21248,2,9,0,0,0,0,0,3.3,329,-1,0,16,1,0.4,0,2.2,0,0,3,0,1,0.3,12981,0,-1,0,0,525,294,0,0,71,Arsenal,Brighton,West Ham,Newcastle,Wolverhampton,2.7,1.4,2.4,1.4,2.5,1.5,2.7,1.4,2.4,2.9,1.4,1.5,3.6,2,1.4,1.4,2.7,1.4,3.3,1.4,3,3.6,1.7,1.8,1.4,1.8,2.4,1.4,1.7,2.8,1.4,20.1
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,5415,0,0,0,0,0,0,0,0,131,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4123,0,-1,0,0,0,163,0,0,0,Liverpool,Tottenham,Burnley,Fulham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,2254,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3013,0,-1,0,0,0,56,0,0,0,Brighton,Crystal Palace,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4900000,0,0,0,0,0,0,16519,0,0,0,0,0,0,0,0,147,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1055,0,-1,0,0,0,12,0,0,0,Southampton,Chelsea,Crystal Palace,Aston Villa,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4400000,0,0,0,0,0,0,4768,0,0,0,0,0,0,0,0,32,-1,0,0,1,0,0,0,0,0,0,0,0,0,475,0,-1,0,0,0,1,0,0,0,Burnley,Aston Villa,Liverpool,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,0,0,0,0,0,1229,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,132,0,-1,0,0,0,9,0,0,0,Southampton,Chelsea,Crystal Palace,Aston Villa,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4800000,0,5,1,2.08333333333333E-07,1.04166666666667E-06,0,431099,1,11,0,0,0,0,0,1,2670,-2,0,5,2,0,0,-0.2,1,0,1,0,0,2.8,59909,1,-1,0,0,450,272,0,1,62,Burnley,Aston Villa,Liverpool,Southampton,Leicester,0.5,0.8,0.6,0.5,0.8,0.5,0.5,0.6,0.5,0.5,1,0.6,0.5,0.5,0.7,0.7,0.5,0.6,0.5,0.5,0.5,0.5,1.3,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.6,11.5
Jimmy,Dunne,DEF,BUR,4000000,0,8,1.33333333333333,3.33333333333333E-07,2E-06,0,312866,0,5,0,0,0,1,0,2,8860,0,0,8,0,0,0,0,0,0,0,0,0,6.9,715985,0,-1,0,0,180,5222,0,0,35,Brighton,Crystal Palace,Man City,Everton,Arsenal,0.9,0.8,1.6,0.7,1.1,1.4,0.7,1.1,0.7,0.7,1.2,1.1,0.7,0.8,1,0.7,0.9,0.7,1,0.7,0.7,0.7,0.7,0.7,2,1,0.7,0.9,0.7,0.9,0.9,12.6
,Ederson,GLK,MCI,6000000,2,23,3.3,5.5E-07,3.83333333333333E-06,0,177101,0,9,0,15,0,0,0,3.8,3537,0,0,23,0,0.7,0,4.2,0,0,2,0,0,5.8,183383,0,-1,0,0,630,1424,0,0,115,Liverpool,Tottenham,Burnley,Fulham,Man Utd,4.2,3.5,2.8,3.2,4.9,3.6,1.9,2.1,2.3,3,2.6,4,3.3,2.8,4.2,4.1,1.9,3.9,3.4,3.7,3.3,3.5,4.5,1.8,4.5,2.5,3.3,2.2,3.1,3.3,2.5,10.8
Kyle,Edwards,MID,WBA,4800000,1,5,0.714285714285714,1.48809523809524E-07,1.04166666666667E-06,0,1803,0,3,0,0,0,0,0,1,23,-2,0,5,2,0.1,0,0.5,0,0,0,0,0,0,522,0,-1,0,0,114,14,0,0,15,Tottenham,Man Utd,Sheffield United,Crystal Palace,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,6.3
John,Egan,DEF,SHU,4800000,-1,3,0.4,8.33333333333333E-08,6.25E-07,0,817457,2,13,0,0,0,0,0,0.6,4491,-2,1,3,2,0.2,0,1,0,0,0,0,0,3.4,28523,0,-1,0,0,551,155,-1,1,56,Chelsea,West Ham,West Brom,Leicester,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.7
Anwar,El Ghazi,MID,AVL,5800000,0,0,0,0,0,0,9162,0,0,0,0,0,0,0,0,96,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2860,0,-1,0,0,0,27,0,0,0,Arsenal,Brighton,West Ham,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,El Mohamady,DEF,AVL,4400000,0,2,0.333333333333333,7.57575757575757E-08,4.54545454545455E-07,0,21325,0,0,0,0,0,0,0,0.5,221,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.3,7461,0,-1,0,0,33,68,0,0,8,Arsenal,Brighton,West Ham,Newcastle,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8
Harvey,Elliott,MID,LIV,4400000,0,0,0,0,0,0,14312,0,0,0,0,0,0,0,0,173,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,9950,0,-1,0,0,0,3,0,0,0,Man City,Leicester,Brighton,Wolverhampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4400000,0,10,1.42857142857143,3.24675324675325E-07,2.27272727272727E-06,0,127529,0,4,0,0,0,0,0,2.3,1913,-1,0,10,1,0.2,0,0.8,0,0,2,0,0,1.7,188763,0,-1,0,0,360,4870,0,0,62,Aston Villa,Leeds United F.C.,Wolverhampton,Tottenham,Burnley,0.7,1.1,0.7,0.9,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.7,1.2,1.3,0.7,0.7,0.7,1.3,0.8,0.7,1,0.8,0.7,0.7,0.7,9.7
,Emerson,DEF,CHE,4800000,0,0,0,0,0,0,9806,0,0,0,0,0,0,0,0,142,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2561,0,-1,0,0,0,38,0,0,0,Sheffield United,Newcastle,Tottenham,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,16538,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,10384,0,-1,0,0,0,20,0,0,0,Arsenal,Brighton,West Ham,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,5,13,2.6,4.72727272727273E-07,2.36363636363636E-06,0,10851,4,5,0,0,0,0,0,2.4,436,0,0,13,0,0.5,0,2.8,0,0,2,0,0,0.2,11092,0,-1,0,0,439,95,0,0,66,Wolverhampton,Liverpool,Fulham,Sheffield United,Brighton,1.3,3.5,1.3,2.9,1.3,1.3,3,1.7,2.9,2.7,1.3,1.3,2.1,1.3,2.9,3.1,1.8,3.8,1.3,2.9,1.3,3.5,2,3.2,1.3,1.6,1.7,1.3,3.9,2.6,1.3,6.4
Eberechi,Eze,MID,CRY,5800000,13,21,3,5.17241379310345E-07,3.62068965517241E-06,0,38688,0,9,0,0,0,1,0,3.6,463,-2,0,21,2,0.7,0,3.8,3,0,0,0,1,0.4,23170,0,-1,0,1,317,6407,0,0,73,Leeds United F.C.,Burnley,Newcastle,West Brom,Tottenham,2.1,3.2,2.5,2.1,1.7,1.9,2.1,2.2,1.6,3.7,2.2,1.6,2.5,2.8,2.5,2.9,2.9,2.2,3.2,2.3,3.3,1.7,1.8,2.1,1.5,3.1,2.2,3.2,1.6,2.6,1.5,25.8
Lukasz,Fabianski,GLK,WHU,5000000,15,41,5.1,1.02E-06,8.2E-06,0,59078,0,10,0,20,0,0,0,8.2,978,0,0,41,0,1.3,0,6.5,6,0,3,0,0,1.9,64167,0,-1,1,1,720,9851,0,0,162,Fulham,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,6.1,6.2,5.5,5.8,6.7,7.2,5.7,5.1,3.9,4.5,6.6,5.4,6.2,6.9,7.6,6.2,5.5,3.9,7,3.8,7.6,6.2,6.5,4,5.9,4.5,7.4,5,6.1,6.2,5,16.2
,Fabinho,MID,LIV,5400000,0,14,2.3,4.25925925925926E-07,2.59259259259259E-06,0,123760,1,12,0,0,0,0,0,2.6,3153,-1,0,14,1,0.1,0,0.8,0,0,1,0,1,1,65984,0,-1,0,0,482,33,0,0,85,Man City,Leicester,Brighton,Wolverhampton,Fulham,0,0,0,0,0,1.2,1.2,2.1,1.8,1.2,1.8,1.2,1.7,1.4,1.5,1.3,2.3,1.8,2.4,2,1.5,1.2,1.6,1.2,2.1,1.4,1.8,1.8,1.6,2.4,1.5,13.4
,Fabio Silva,FWD,WOL,5200000,1,4,1,1.92307692307692E-07,7.69230769230769E-07,0,84690,0,3,0,0,0,0,0,0.8,631,-3,0,4,3,0.1,0,0.5,0,0,0,0,0,0.6,25898,0,-1,0,0,52,306,0,0,8,Leicester,Southampton,Arsenal,Liverpool,Aston Villa,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,5.8
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,39994,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,1.7,29068,0,-1,0,0,0,328,0,0,0,West Ham,Everton,Leicester,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,33524,0,0,0,0,0,0,0,0.3,166,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4615,0,-1,0,0,2,1,0,0,8,Fulham,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,4000000,0,0,0,0,0,0,79052,0,0,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0.8,25146,0,-1,0,0,0,104,0,0,0,Leeds United F.C.,Burnley,Newcastle,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,10500000,17,53,7.6,7.23809523809524E-07,5.04761904761905E-06,0,1053038,2,12,0,0,0,5,0,5,7528,0,0,53,0,0.8,1,8.2,9,0,1,0,3,21.4,1343105,0,-1,0,3,569,85875,0,0,195,Everton,West Brom,Southampton,West Ham,Man City,10.5,8.3,9.6,10.5,5.8,11.4,5.4,11.4,7.4,4.3,11.3,8.8,7.4,11.3,7.6,7.6,11,6.4,10.7,9.9,6.4,8.6,6.6,11.4,6.6,11.4,5.6,11.3,4.3,7.9,10.9,84.8
,Fernandes,MID,TOT,4800000,0,0,0,0,0,0,5366,0,0,0,0,0,0,0,0,64,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1783,0,-1,0,0,0,36,0,0,0,West Brom,Man City,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4900000,0,16,2,4.08163265306122E-07,3.26530612244898E-06,0,66499,1,13,0,0,0,0,0,3.3,1474,-1,0,16,1,0.2,0,1.2,1,0,1,0,0,0.9,26148,0,-1,0,0,720,186,0,0,128,Southampton,Chelsea,Crystal Palace,Aston Villa,West Brom,1,1,1.7,2.4,1.4,1.9,1.2,2.7,1.8,1,1.7,2,1,1.1,1.7,1,1.5,3,1.4,1.7,1,1.7,1,2.2,1.3,2.2,1.3,2.5,2.1,1,1.7,21.4
,Fernandinho,DEF,MCI,5400000,0,5,0.833333333333333,1.54320987654321E-07,9.25925925925926E-07,0,82928,0,2,0,0,0,0,0,0.9,1457,-1,0,5,1,0,0,0.2,0,0,0,0,0,0.7,38494,0,-1,0,0,154,7,0,0,24,Liverpool,Tottenham,Burnley,Fulham,Man Utd,0,0,0,0.4,1,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,7.7
Sam,Field,MID,WBA,4800000,0,3,0.428571428571429,8.92857142857143E-08,6.25E-07,0,1591,0,2,0,0,0,0,0,0.6,19,-2,0,3,2,0,0,0,0,0,0,0,0,0,383,0,-1,0,0,61,3,0,0,16,Tottenham,Man Utd,Sheffield United,Crystal Palace,Newcastle,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2
Roberto,Firmino,FWD,LIV,9200000,1,27,3.4,3.69565217391304E-07,2.93478260869565E-06,0,240000,1,14,0,0,0,1,0,2.9,2832,-3,0,27,3,0.4,0,3.5,3,0,1,0,2,2.3,81796,0,-1,0,0,618,933,0,0,115,Man City,Leicester,Brighton,Wolverhampton,Fulham,2.9,2.3,3.6,2.5,3.6,2.7,3.4,4.2,4.1,2.3,2.9,3.3,4,2.6,3.4,3.1,4.5,3.9,4.1,4,2.2,2.4,3.2,2.4,4.5,3.5,4.7,3.5,3.4,3.9,4.6,48.2
John,Fleck,MID,SHU,5700000,0,5,0.714285714285714,1.2531328320802E-07,8.7719298245614E-07,0,33868,0,4,0,0,0,0,0,0.9,209,-3,0,5,3,0,0,0,0,0,0,0,0,0.1,5382,0,-1,0,0,179,6,0,0,25,Chelsea,West Ham,West Brom,Leicester,Southampton,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8
Phil,Foden,MID,MCI,6600000,0,26,4.33333333333333,6.56565656565657E-07,3.93939393939394E-06,0,570758,0,5,0,0,0,2,0,3.9,19176,1,0,26,-1,0.5,0,3.2,2,0,1,0,1,7.5,788525,0,-1,0,0,385,3730,0,0,85,Liverpool,Tottenham,Burnley,Fulham,Man Utd,3.3,4.8,4.4,4.8,5,5,3.5,3.7,4.1,4.2,3.8,3.9,4.6,5.5,6.1,3.1,2.6,4.7,3.7,2.6,4.9,4.3,5.9,3.2,4.7,4.4,3,3.2,5.1,4.7,4.4,32.6
Wes,Foderingham,GLK,SHU,4400000,0,0,0,0,0,0,5126,0,0,0,0,0,0,0,0,71,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1250,0,-1,0,0,0,27,0,0,0,Chelsea,West Ham,West Brom,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,5,14,2,4E-07,2.8E-06,0,1870,2,2,0,0,0,0,0,2.8,203,0,0,14,0,0.7,0,3.5,0,0,2,0,0,0.2,11247,0,-1,0,0,360,1141,0,0,80,Wolverhampton,Liverpool,Fulham,Sheffield United,Brighton,1,2.4,1,2,1,1,2.1,1.1,2,1.9,1,1,1.3,1,2,2.1,1.1,2.7,1,1.9,1,2.5,1.3,2.2,1,1,1.1,1,3,1.8,1,6.5
Pablo,Fornals,MID,WHU,6400000,3,42,5.2,8.125E-07,6.5625E-06,0,29006,1,9,0,0,0,2,0,6.6,4984,-1,0,42,1,0.7,0,4.2,5,0,3,0,3,1.8,140277,0,-1,0,0,660,5812,0,0,123,Fulham,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,6.2,7.3,3.4,3.6,7.2,5.2,5.5,5.1,4.7,5.4,6.5,5.8,4,4.4,6.1,6.3,6.6,3.6,4.9,4.3,6.4,5.2,5.7,3.5,6.5,4.3,7.7,5.8,6.1,6,5.8,37.3
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1602,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0,142,0,-1,0,0,0,4,0,0,0,Crystal Palace,Arsenal,Everton,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,0,0,0,0,0,55152,0,0,0,0,0,0,0,0,1366,0,0,0,0,0,0,0,0,0,0,0,0,3.4,220974,0,-1,0,0,0,3290,0,0,0,Newcastle,Wolverhampton,Man Utd,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Fosu-Mensah,DEF,MUN,4400000,0,0,0,0,0,0,6847,1,2,0,0,0,0,0,0,128,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3918,0,-1,0,0,80,51,0,0,17,Everton,West Brom,Southampton,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,8409,0,0,0,0,0,0,0,0,64,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1342,0,-1,0,0,0,4,0,0,0,West Brom,Man City,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5700000,0,13,1.85714285714286,3.25814536340852E-07,2.28070175438596E-06,0,64371,0,5,0,0,0,0,0,2.3,570,-3,0,13,3,0.4,0,2,0,0,1,0,2,0.3,13066,0,-1,0,0,185,125,0,0,34,Southampton,Chelsea,Crystal Palace,Aston Villa,West Brom,1,0.9,0.9,1.4,1.2,1.8,1.1,1,0.9,0.9,2,1.4,0.9,1.2,0.9,1,1.2,1.5,0.9,1.4,0.9,1.4,0.9,2.1,0.9,0.9,0.9,2,0.9,1.4,1.5,3
,Fred,MID,MUN,5300000,1,9,1.5,2.83018867924528E-07,1.69811320754717E-06,0,9544,3,5,0,0,0,0,0,1.7,259,-2,0,9,2,0.3,0,1.8,0,0,2,0,0,0.2,6026,0,-1,0,0,379,487,0,0,58,Everton,West Brom,Southampton,West Ham,Man City,0.9,0.8,0.8,0.9,0.8,1.6,0.8,1.5,0.8,0.8,1.2,0.8,0.8,1.1,0.8,0.8,1.1,0.8,1,0.8,0.8,0.8,0.8,1.1,0.8,1.4,0.8,1.1,0.8,0.8,1,11
Ryan,Fredericks,DEF,WHU,4400000,0,4,0.571428571428571,1.2987012987013E-07,9.09090909090909E-07,0,37433,2,4,0,0,0,0,0,0.9,302,-1,0,4,1,0,0,0,0,0,0,0,1,0.3,9564,0,-1,0,0,228,71,0,0,43,Fulham,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,17.7
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,-1,0,0,0,1,0,0,0,Chelsea,West Ham,West Brom,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,6,15,2.14285714285714,4.76190476190476E-07,3.33333333333333E-06,0,5457,1,2,0,0,0,0,0,3.3,133,0,0,15,0,0.8,0,3.5,1,0,2,0,0,0.2,8663,0,-1,0,0,280,428,0,0,61,Wolverhampton,Liverpool,Fulham,Sheffield United,Brighton,1.1,2.7,1.1,2.2,1.1,1.1,2.3,1.2,2.2,2.1,1.1,1.1,1.5,1.1,2.2,2.3,1.3,2.9,1.1,2.1,1.1,2.7,1.5,2.4,1.1,1.1,1.3,1.1,3.2,2,1.1,4.7
