FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Josh,Benson,MID,BUR,4500000,0,9,0.473684210526316,1.05263157894737E-07,2E-06,0,3145,0,7,0,0,0,0,0,2,31,0,0,9,0,0,0,0,0,0,1,0,0,0,3792,0,-1,0,0,251,8,0,0,24,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.3
Christian,Benteke,FWD,CRY,5500000,0,39,2.8,5.09090909090909E-07,7.09090909090909E-06,0,101214,0,13,0,0,0,3,0,7.1,2378,0,0,39,0,0.4,0,2.2,3,0,1,0,2,0.7,130848,0,-1,0,1,686,864,0,1,103,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,2.8,2.6,2.4,2.6,2.7,3,2.3,3.1,2.4,2.4,2.4,1.8,2.4,2.3,2.7,2.2,2.2,2.2,65.9
Sander,Berge,MID,SHU,4900000,0,29,2.2,4.48979591836735E-07,5.91836734693878E-06,0,29913,4,19,0,0,0,1,0,5.9,52,-1,0,29,1,0,0,0,1,0,0,0,1,0.1,22925,0,-1,0,0,1015,21,0,0,148,Man City,West Brom,Chelsea,West Ham,Fulham,0,0,0,0,0,0,0,0,1.2,1.6,1.3,1.4,1.6,1.4,1.5,1.7,1.6,1.9,47
Steven,Bergwijn,MID,TOT,7000000,0,34,1.78947368421053,2.55639097744361E-07,4.85714285714286E-06,0,101335,2,9,0,0,0,0,0,4.9,225,-5,0,34,5,0.4,0,3,0,0,5,0,3,0.4,28378,0,-1,0,0,844,241,0,0,62,Brighton,Chelsea,West Brom,Man City,West Ham,1.3,0.9,1.1,0.9,1.1,1.2,0.9,1.2,1.1,1.3,0.9,1.3,0,1.6,1.3,1.1,0.9,1.1,30.7
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1239,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,-1,0,0,0,3,0,0,0,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernard,MID,EVE,5700000,0,13,0.722222222222222,1.26705653021442E-07,2.28070175438596E-06,0,18877,2,4,0,0,0,1,0,2.3,70,-3,0,13,3,0,0,0,1,0,1,0,0,0.1,10680,0,-1,0,0,271,17,0,0,44,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.8
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,767277,0,3,0,0,0,0,0,1.3,6616,-1,0,5,1,0.1,0,0.4,0,0,0,0,0,6,319447,0,-1,0,0,205,0,0,0,30,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,3,39,2.05263157894737,2.77382645803698E-07,5.27027027027027E-06,0,108106,1,4,0,0,0,1,0,5.3,1810,-1,0,39,1,0.5,0,3.5,1,0,7,0,1,1,114600,0,-1,0,0,1030,1379,0,0,185,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,2.3,1.5,1,1.2,1.2,1.4,1,1.2,1.6,1.1,1.3,1,0,1,1.5,1.3,1.4,1.4,63.6
Ryan,Bertrand,DEF,SOU,5000000,2,56,3.1,6.2E-07,1.12E-05,0,143278,5,20,0,0,0,0,0,11.2,337,0,0,56,0,0.4,0,1.8,2,0,7,0,0,0.8,95317,0,-1,0,0,1608,381,0,0,259,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,3.6,3.5,2.1,4.2,3,2.5,2.6,3,2.7,3.2,3.3,3.8,0,3.1,3.1,3.6,2.6,3.2,47.8
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5374,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,MID,BHA,4400000,0,36,2,4.54545454545455E-07,8.18181818181818E-06,0,489643,6,25,0,0,0,1,0,8.2,1813,-1,1,36,1,0.1,0,0.6,2,0,4,0,0,1.8,315372,0,-1,0,0,1492,206,-1,1,224,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,1,1,1.7,1,1.2,1.7,1,1.2,1.4,1.2,1.1,1.3,2,1.1,1.3,1.1,1,1.4,50.8
Jayden,Bogle,DEF,SHU,4300000,2,17,0.85,1.97674418604651E-07,3.95348837209302E-06,0,10138,1,8,0,0,0,1,0,4,44,-2,0,17,2,0.5,0,2,0,0,1,0,0,0.1,6337,0,-1,0,0,433,113,0,0,66,Man City,West Brom,Chelsea,West Ham,Fulham,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,27.1
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,2888,0,0,0,0,0,0,0,0,6,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5400000,2,56,3.7,6.85185185185185E-07,1.03703703703704E-05,0,232026,1,20,0,0,0,1,0,10.4,860,-1,0,56,1,0.7,0,4,4,0,5,0,1,1.5,149610,0,-1,0,0,1350,837,0,0,278,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,3.7,4.3,4,2.8,3.3,3,4.2,4.9,4.5,4.7,4.1,4.1,4,4.4,3.9,3.7,3.5,4.4,45.4
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,27818,0,0,0,0,0,0,0,0,17,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4714,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6200000,2,85,4,6.45161290322581E-07,1.37096774193548E-05,0,634370,0,22,0,0,0,5,0,13.7,3261,-3,0,85,3,0.7,0,4.2,5,0,6,0,3,2.6,684567,0,-1,0,2,1620,1064,0,0,265,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,3.1,3.1,4,5.4,3.2,2.6,3.5,3.5,3.3,3.7,3.1,4.1,3.9,4.5,3.7,4.3,4.5,4.2,114.1
Robbie,Brady,MID,BUR,5000000,2,41,2.7,5.4E-07,8.2E-06,0,12857,2,5,0,0,0,1,0,8.2,119,0,0,41,0,0.4,0,2.2,3,0,7,0,1,0.1,12697,0,-1,0,0,958,36,0,0,147,Chelsea,Man City,Brighton,Crystal Palace,West Brom,2,1.7,2.2,1.6,2.3,2,1.8,2.4,1.6,1.9,2.5,1.9,2,2,2.2,1.9,1.6,3,44.4
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,300829,0,0,0,0,0,0,0,0,1169,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,140402,0,-1,0,0,0,0,0,0,0,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Southampton,West Ham,Arsenal,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,SHU,4500000,2,22,1.1,2.44444444444444E-07,4.88888888888889E-06,0,1053890,0,10,0,0,0,0,0,4.9,10268,0,0,22,0,0.3,0,1.2,0,0,1,0,0,7.5,1207031,0,-1,0,0,723,7386,0,0,51,Man City,West Brom,Chelsea,West Ham,Fulham,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,25.1
Josh,Brownhill,MID,BUR,4900000,0,41,2.3,4.69387755102041E-07,8.36734693877551E-06,0,7829,1,18,0,0,0,0,0,8.4,99,-1,0,41,1,0.3,0,1.6,0,0,7,0,0,0.1,7282,0,-1,0,0,1575,3,0,0,203,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0,1.3,1.7,1.2,1.8,1.5,1.3,1.8,1.2,1.4,1.9,1.4,1.5,1.5,1.7,1.4,1.2,2.4,57.4
Joe,Bryan,DEF,FUL,4600000,0,12,0.631578947368421,1.37299771167048E-07,2.60869565217391E-06,0,65352,2,13,0,0,0,0,0,2.6,119,-4,0,12,4,0.1,0,0.4,0,0,0,0,1,0.3,14716,0,-1,0,0,449,16,0,0,85,West Brom,Leicester,West Ham,Everton,Sheffield United,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,17.5
Kean,Bryan,DEF,SHU,3900000,0,11,0.55,1.41025641025641E-07,2.82051282051282E-06,0,25539,0,3,0,0,0,1,0,2.8,426,-1,0,11,1,0.4,0,1.6,0,0,0,0,0,0.3,42466,0,-1,0,0,227,756,0,0,44,Man City,West Brom,Chelsea,West Ham,Fulham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12
Oliver,Burke,MID,SHU,4200000,2,28,1.4,3.33333333333333E-07,6.66666666666667E-06,0,289891,2,12,0,0,0,1,0,6.7,3775,-3,0,28,3,0.5,0,2.2,0,0,1,0,1,1.7,335724,0,-1,0,0,834,3661,0,0,72,Man City,West Brom,Chelsea,West Ham,Fulham,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.9,53.9
Dan,Burn,DEF,BHA,4200000,0,21,1.05,2.5E-07,5E-06,0,50427,3,14,0,0,0,0,0,5,326,-3,0,21,3,0.3,0,1.2,0,0,2,0,0,0.4,22082,1,-1,0,0,911,121,0,0,122,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0.5,0.7,0.5,0.6,0.6,0.7,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.7,0.6,1,0.7,21.7
Jack,Butland,GLK,CRY,4500000,0,0,0,0,0,0,3435,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4614,0,-1,0,0,0,16,0,0,0,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Button,GLK,WBA,4000000,0,2,0.1,2.5E-08,5E-07,0,222025,0,2,0,4,0,0,0,0.5,1123,0,0,2,0,0.1,0,0.4,0,0,0,0,0,4.1,194162,0,-1,0,0,90,794,0,0,18,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,0.05,1.28205128205128E-08,2.56410256410256E-07,0,259017,0,0,0,0,0,0,0,0.3,1554,-1,0,1,1,0,0,0,0,0,0,0,0,2.2,256028,0,-1,0,0,22,335,0,0,2,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Willy,Caballero,GLK,CHE,4700000,0,1,0.05,1.06382978723404E-08,2.12765957446809E-07,0,20710,0,3,0,0,0,0,0,0.2,36,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,5341,0,-1,0,0,90,10,0,0,7,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,0,7,0.35,7.77777777777778E-08,1.55555555555556E-06,0,16256,0,19,0,0,0,0,0,1.6,98,0,0,7,0,0,0,0.2,0,0,0,0,0,0.1,14672,0,-1,0,0,630,87,0,0,89,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.9
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,-1,0,0,0,8,0,0,0,West Ham,Brighton,Man City,Leicester,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,1.42105263157895,2.73279352226721E-07,5.19230769230769E-06,0,26080,2,15,0,0,0,1,0,5.2,69,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,10749,0,-1,0,0,758,20,0,0,160,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0,0.7,0.9,0.7,0.7,0.9,57.3
,Callum Robinson,FWD,WBA,5400000,1,50,2.5,4.62962962962963E-07,9.25925925925926E-06,0,165486,0,32,0,0,0,2,0,9.3,3425,-1,0,50,1,0.6,0,3,4,0,2,0,3,1,209449,0,-1,0,1,1111,2374,0,0,167,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,2.2,2.6,2.2,1.7,2,2.2,2.4,2.4,1.8,1.8,2,2.3,1.8,2,2,2.2,1.7,2.3,48.9
Dominic,Calvert-Lewin,FWD,EVE,7600000,2,99,5.5,7.23684210526316E-07,1.30263157894737E-05,0,4381095,3,22,0,0,0,11,0,13,35483,6,0,99,-6,0.2,0,1.3,10,0,5,0,4,38.6,6190675,0,-1,0,2,1583,47398,0,0,346,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,7.1,7.4,7.4,6.8,7.1,6.3,6.2,6,7.9,7.4,7.9,5.6,6.8,5.2,6.3,7,6.3,5.4,147.9
Leonardo,Campana,FWD,WOL,4800000,0,0,0,0,0,0,36137,0,0,0,0,0,0,0,0,198,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,24018,0,-1,0,0,0,120,0,0,0,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,6000000,0,86,5.7,9.5E-07,1.43333333333333E-05,0,510889,3,6,0,0,0,1,0,14.3,20340,5,0,86,-5,0.9,0,5.5,13,0,9,0,2,20.5,2010024,0,-1,0,1,1279,31588,0,0,353,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,7.6,6.5,6.9,6.8,7.5,8,7.6,7.1,8.3,7.2,6.4,7.2,0,6.7,7.1,5.6,6.8,6.4,96.7
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,18635,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0.3,33152,0,-1,0,0,0,55,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,4,1,1.44927536231884E-07,5.79710144927536E-07,0,8305,0,0,0,0,0,0,0,0.6,345,-1,0,4,1,0.1,0,0.6,0,0,0,0,0,0.2,16403,0,-1,0,0,25,955,0,0,10,Brighton,Chelsea,West Brom,Man City,West Ham,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0,0.5,0.5,0.5,0.5,0.5,3.6
Andy,Carroll,FWD,NEW,5200000,0,24,1.2,2.30769230769231E-07,4.61538461538462E-06,0,85911,1,8,0,0,0,1,0,4.6,657,-3,0,24,3,0.4,0,2,3,0,1,0,1,0.4,69958,0,-1,0,0,359,184,0,0,64,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0.7,0.9,0.7,0.6,0.6,0.7,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.7,23.5
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,1847,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3258,0,-1,0,0,0,20,0,0,0,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,32194,0,0,0,0,0,0,0,0,76,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,Brighton,Chelsea,West Brom,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Casey,DEF,LEE,3900000,0,0,0,0,0,0,98874,0,0,0,0,0,0,0,0,621,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,108167,0,-1,0,0,0,87,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,9,72,4,8E-07,1.44E-05,0,102679,5,21,0,0,0,0,0,14.4,866,0,0,72,0,0.8,0,4,8,0,9,0,2,1.2,158479,0,-1,0,1,1582,3745,0,0,349,Southampton,West Ham,Arsenal,Brighton,Leicester,3.5,5,4.6,4.5,4.2,4.2,5.5,3.6,4.2,4.8,5,5.6,4.7,4.2,4.7,4.5,4.4,3.9,69.1
,Casilla,GLK,LEE,4200000,0,2,0.105263157894737,2.5062656641604E-08,4.76190476190476E-07,0,130114,0,1,0,1,0,0,0,0.5,219,-3,0,2,3,0.1,0,0.5,0,0,0,0,0,0.9,28072,0,-1,0,0,90,114,0,0,12,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Timothy,Castagne,DEF,LEI,5700000,1,54,4.2,7.36842105263158E-07,9.47368421052632E-06,0,1700837,1,13,0,0,0,1,0,9.5,3393,2,0,54,-2,0.6,0,3.4,4,0,4,0,3,4.9,1681842,0,-1,0,2,1085,2989,0,0,233,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,0,5.4,5.6,5.3,5.6,4.7,5,4.4,4.8,5.7,5.6,4.8,5.2,4,3.8,5.9,4.4,3.8,47.7
,Cavaleiro,MID,FUL,5300000,6,52,2.9,5.47169811320755E-07,9.81132075471698E-06,0,24645,1,23,0,0,0,3,0,9.8,290,-2,0,52,2,0.8,1,4.2,4,0,3,0,0,0.2,23798,0,-1,0,1,1297,235,0,0,127,West Brom,Leicester,West Ham,Everton,Sheffield United,2.8,1.8,2.2,2.6,3.5,1.8,1.6,1.9,2.1,1.9,2.6,2.3,0,2.2,2.9,2.1,2.1,2.7,89.3
Edinson,Cavani,FWD,MUN,7900000,2,43,3.1,3.92405063291139E-07,5.44303797468354E-06,0,458291,1,5,0,0,0,4,0,5.4,6990,-1,0,43,1,0.3,0,2.2,4,0,3,0,2,4.2,754342,0,-1,0,1,619,13872,0,0,150,Arsenal,Southampton,Everton,West Brom,Newcastle,3,2.7,2.4,3.9,3.2,2.6,2.2,2.2,3.5,2.9,3.2,2.5,3.3,2.9,2.7,2.4,2.9,2.8,55.1
,Ceballos,MID,ARS,4700000,0,33,2.1,4.46808510638298E-07,7.02127659574468E-06,0,237009,3,12,0,0,0,0,0,7,647,-3,0,33,3,0.2,0,1,3,0,4,0,1,0.7,139764,0,-1,0,0,1015,9,0,0,207,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0,0,1.2,1.1,1,1.4,1.9,1,1.4,1,2.2,1.3,1.2,1.6,1.4,1.4,1.1,1.3,54.3
,Cedric,DEF,ARS,4600000,5,20,1,2.17391304347826E-07,4.34782608695652E-06,0,36864,1,1,0,0,0,0,0,4.3,162,-4,0,20,4,0.8,0,3.8,3,0,2,0,1,0.2,10115,0,-1,0,0,275,1128,0,0,71,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0.5,0.7,0.6,0.5,0.9,0.6,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,12.9
,Chamberlain,MID,LIV,6300000,1,8,0.4,6.34920634920635E-08,1.26984126984127E-06,0,6039,0,2,0,0,0,0,0,1.3,48,-2,0,8,2,0.1,0,0.6,0,0,0,0,1,0,4487,0,-1,0,0,144,20,0,0,25,West Ham,Brighton,Man City,Leicester,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
Calum,Chambers,DEF,ARS,4500000,0,0,0,0,0,0,2344,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,0,-1,0,0,0,35,0,0,0,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kgaogelo,Chauke,MID,SOU,4500000,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,-1,0,0,0,4,0,0,0,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,6100000,0,85,5,8.19672131147541E-07,1.39344262295082E-05,0,2090597,2,17,0,0,0,2,0,13.9,39589,6,0,85,-6,0.4,0,2.6,7,0,7,0,4,23.2,3573048,0,-1,0,1,1425,9907,0,0,342,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,6,5.9,5.7,5.5,4.7,6.4,5,5.6,6.4,6.6,6,5.8,6.5,6.7,6.2,6.4,5.9,6.6,90.5
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4700000,0,2,0.1,2.12765957446809E-08,4.25531914893617E-07,0,6582,1,1,0,0,0,0,0,0.4,26,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,2864,0,-1,0,0,69,10,0,0,9,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andreas,Christensen,DEF,CHE,4700000,0,2,0.1,2.12765957446809E-08,4.25531914893617E-07,0,25665,1,10,0,0,0,0,0,0.4,65,-3,0,2,3,0,0,0,0,0,0,0,0,0.2,10131,0,-1,0,0,405,30,0,1,53,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10104,0,0,0,0,0,0,0,0,8,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,1,27,1.35,3E-07,6E-06,0,43919,2,17,0,0,0,1,0,6,324,0,0,27,0,0.2,0,0.8,0,0,2,0,0,0.2,54645,0,-1,0,0,936,88,0,0,146,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0.7,1.1,0.7,0.7,1,1.2,1,1,0.8,0.7,0.7,1,0.9,0.9,0.8,1.5,0.8,0.9,29.8
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,-1,0,0,0,5,0,0,0,West Ham,Brighton,Man City,Leicester,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,6,25,2.5,5.55555555555556E-07,5.55555555555556E-06,0,47441,1,16,0,0,0,0,0,5.6,127,0,0,25,0,0.3,0,1.2,0,0,2,0,1,0.2,56348,0,-1,0,0,875,194,0,0,147,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,3.2,1.5,1.8,2.3,2,2.7,1.9,2.6,2.6,1.8,2.1,1.4,2.1,3.6,1.8,2.7,2.5,2.3,21.2
Conor,Coady,DEF,WOL,4800000,1,49,2.5,5.20833333333333E-07,1.02083333333333E-05,0,676810,4,29,0,0,0,0,0,10.2,2751,-2,0,49,2,0.4,0,2,2,0,5,0,0,4.9,393821,0,-1,0,0,1773,611,0,0,302,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,2,2.4,2.2,1.5,1.7,1.5,2.4,2.8,2.9,2.7,2.3,2.3,2.2,2.5,2.1,2,1.9,2.5,39
