FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5400000,0,21,0.724137931034483,1.34099616858238E-07,3.88888888888889E-06,0,625229,3,7,0,0,0,1,0,3.9,287,-1,0,21,1,0,0,0,1,0,2,0,0,2.4,262143,0,-1,0,0,469,33,0,0,97,Fulham,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,16.6
Marc,Albrighton,MID,LEI,5200000,4,50,1.78571428571429,3.43406593406593E-07,9.61538461538462E-06,0,20062,2,12,0,0,0,0,0,9.6,155,-3,0,50,3,0.4,0,2,0,0,4,0,5,0.1,12205,0,-1,0,0,1240,83,0,0,210,Sheffield United,Man City,West Ham,West Brom,Crystal Palace,1.7,0,0.9,1,1.2,0.9,1,1.1,1,1.1,0.9,82.7
Toby,Alderweireld,DEF,TOT,5400000,1,70,3.9,7.22222222222222E-07,1.2962962962963E-05,0,268842,2,15,0,0,0,1,0,13,917,-1,0,70,1,0.6,0,3,4,0,8,0,0,1.8,183856,1,-1,0,1,1610,4627,0,0,348,Arsenal,Aston Villa,Newcastle,Man Utd,Everton,5.1,4.9,3.8,4.7,4.1,0,4.5,4,5.5,4.7,4.4,59.4
Trent,Alexander-Arnold,DEF,LIV,7300000,0,85,3.3,4.52054794520548E-07,1.16438356164384E-05,0,3654966,1,34,0,0,0,1,0,11.6,7752,-2,1,85,2,0.4,0,2.6,10,0,5,0,3,13.2,951975,0,-1,0,1,2129,1002,-1,0,467,Wolverhampton,Arsenal,Aston Villa,Leeds United F.C.,Newcastle,4.2,0,4.2,3.5,3.3,2.9,4.1,3,4,3.2,3.5,156
Ezgjan,Alioski,DEF,LEE,4300000,5,72,2.8,6.51162790697674E-07,1.67441860465116E-05,0,335841,4,28,0,0,0,2,0,16.7,1332,-2,0,72,2,0.3,0,1.3,6,0,7,0,0,1.9,422998,0,-1,0,2,1613,3521,0,0,318,Chelsea,Fulham,Sheffield United,Man City,Liverpool,2.4,3.1,2.8,3.4,3.1,2.9,2.7,2.5,2.3,2.1,3,79.1
,Alisson,GLK,LIV,5900000,0,80,3.5,5.93220338983051E-07,1.35593220338983E-05,0,1065129,1,26,0,50,0,0,0,13.6,1929,-1,0,80,1,0.2,0,1.4,6,0,5,0,0,5.8,443734,0,-1,1,1,2070,439,0,0,401,Wolverhampton,Arsenal,Aston Villa,Leeds United F.C.,Newcastle,4.6,0,4.6,3.8,3.6,3.2,4.5,3.3,4.4,3.5,3.8,47.7
,Allan,MID,EVE,5200000,2,29,1.07407407407407,2.06552706552707E-07,5.57692307692308E-06,0,168111,4,20,0,0,0,0,0,5.6,64,-3,0,29,3,0.2,0,1.1,0,0,3,0,0,0.6,82565,0,-1,0,0,1330,78,0,0,188,Burnley,Crystal Palace,Brighton,Tottenham,Arsenal,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,35.6
Bamidele,Alli,MID,TOT,7400000,1,14,0.518518518518518,7.00700700700701E-08,1.89189189189189E-06,0,256916,0,3,0,0,0,0,0,1.9,509,-6,0,14,6,0.2,0,1.8,0,0,1,0,1,0.6,35304,0,-1,0,0,231,902,0,0,44,Arsenal,Aston Villa,Newcastle,Man Utd,Everton,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,14.7
Miguel,Almiron,MID,NEW,5600000,0,73,3,5.35714285714286E-07,1.30357142857143E-05,0,111837,1,31,0,0,0,4,0,13,491,-4,0,73,4,0.2,0,1,7,0,3,0,1,0.3,61086,0,-1,0,1,1578,66,0,0,277,Aston Villa,Brighton,Tottenham,Burnley,West Ham,0,0,2.2,2.9,2.5,2.2,2.2,2.3,1.9,3.9,2.7,103.1
Marcos,Alonso,DEF,CHE,5700000,0,39,1.39285714285714,2.44360902255639E-07,6.84210526315789E-06,0,338957,2,7,0,0,0,1,0,6.8,7936,-3,0,39,3,0.5,0,2.7,5,0,4,0,0,2.7,286782,0,-1,0,1,703,575,0,0,158,Leeds United F.C.,West Brom,Crystal Palace,Brighton,West Ham,0.7,0,1.1,0.8,0.8,1,1,1.1,1,0.7,1,54.7
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,1339,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,0,-1,0,0,0,43,0,0,0,Man Utd,Arsenal,Wolverhampton,Leicester,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4200000,0,29,1.07407407407407,2.55731922398589E-07,6.9047619047619E-06,0,188753,2,15,0,0,0,1,0,6.9,783,-3,0,29,3,0.2,0,0.8,3,0,4,0,0,0.6,199373,0,-1,0,1,738,167,0,0,112,Southampton,Newcastle,Man Utd,Everton,Chelsea,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,32.8
Daniel,Amartey,DEF,LEI,3900000,0,20,0.714285714285714,1.83150183150183E-07,5.12820512820513E-06,0,146806,1,8,0,0,0,1,0,5.1,3718,-1,0,20,1,0.7,0,2.8,2,0,0,0,0,1.5,151567,0,-1,0,0,583,1965,0,0,109,Sheffield United,Man City,West Ham,West Brom,Crystal Palace,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.2
Ethan,Ampadu,DEF,SHU,4300000,-2,41,1.46428571428571,3.40531561461794E-07,9.53488372093023E-06,0,82472,2,36,0,0,0,0,0,9.5,412,-2,0,41,2,0.3,0,1.5,4,0,2,0,0,0.4,52017,1,-1,0,1,1870,73,0,0,310,Leicester,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,0.9,0,0.7,1.2,1.1,1,0.8,1.2,0.8,0.7,0.9,65.1
Joachim,Andersen,DEF,FUL,4500000,1,80,3.5,7.77777777777778E-07,1.77777777777778E-05,0,11891,3,22,0,0,0,0,0,17.8,554,0,0,80,0,1.1,0,5.1,7,0,9,0,1,0.4,34601,0,-1,0,1,2041,3370,0,1,403,Man City,Leeds United F.C.,Aston Villa,Wolverhampton,Arsenal,4.5,3.2,4.4,4.7,4.6,0,3.4,3.2,3.2,4.4,3.2,61
Elliot,Anderson,MID,NEW,4500000,0,1,0.037037037037037,8.23045267489712E-09,2.22222222222222E-07,0,3018,0,0,0,0,0,0,0,0.2,41,0,0,1,0,0,0,0,0,0,0,0,0,0,3500,0,-1,0,0,3,32,0,0,3,Aston Villa,Brighton,Tottenham,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,31166,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,13579,0,-1,0,0,0,26,0,0,0,Southampton,Newcastle,Man Utd,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,2,39,1.8,3.39622641509434E-07,7.35849056603774E-06,0,43198,3,21,0,0,0,0,0,7.4,87,-2,0,39,2,0.3,0,1.7,0,0,4,0,1,0.2,24249,0,-1,0,0,1356,75,0,0,180,Burnley,Crystal Palace,Brighton,Tottenham,Arsenal,1.2,0,0.9,1.3,0.9,1.2,0.9,1.1,1.7,1.1,0.9,45.5
,Anguissa,MID,FUL,4500000,2,63,2.2,4.88888888888889E-07,1.4E-05,0,421446,5,28,0,0,0,0,0,14,1056,0,0,63,0,0.3,0,1.4,4,0,6,0,3,1.5,454281,0,-1,0,0,1997,960,0,0,329,Man City,Leeds United F.C.,Aston Villa,Wolverhampton,Arsenal,1.1,1.4,1.4,1.6,1.5,0,1.5,1.8,1.4,1.3,1.6,91.6
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,-1,0,0,0,7,0,0,0,Leeds United F.C.,West Brom,Crystal Palace,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6600000,2,82,4.3,6.51515151515152E-07,1.24242424242424E-05,0,2168466,2,18,0,0,0,7,0,12.4,10279,1,0,82,-1,0.5,0,3.4,13,0,5,0,3,13.3,2470254,0,-1,0,1,1419,47917,0,0,236,Man Utd,Arsenal,Wolverhampton,Leicester,Newcastle,4.4,4.5,4.1,4.4,5.1,4.1,4.4,4.4,4.9,4.8,5.4,132.9
Alphonse,Areola,GLK,FUL,4500000,2,109,3.9,8.66666666666667E-07,2.42222222222222E-05,0,264395,0,33,0,93,0,0,0,24.2,2141,0,0,109,0,1,0,4.6,8,0,9,0,0,5.2,528991,0,-1,0,1,2520,9282,0,0,529,Man City,Leeds United F.C.,Aston Villa,Wolverhampton,Arsenal,5.1,3.7,5.1,5.3,5.3,0,4.1,3.7,3.7,5.1,3.8,69.6
Stuart,Armstrong,MID,SOU,5500000,2,86,3.6,6.54545454545455E-07,1.56363636363636E-05,0,122307,3,39,0,0,0,3,0,15.6,1108,0,0,86,0,0.5,0,3,4,0,8,0,5,0.4,121448,0,-1,0,1,1979,253,0,0,325,Brighton,Burnley,West Brom,Crystal Palace,Leicester,3.6,0,4.3,3.5,3.6,0,2.9,2.7,3.6,3.5,2.7,108.2
Kepa,Arrizabalaga,GLK,CHE,4700000,0,15,0.535714285714286,1.13981762917933E-07,3.19148936170213E-06,0,174308,0,6,0,12,0,0,0,3.2,150,-3,0,15,3,0.3,0,1.5,2,0,1,0,0,0.6,49802,0,-1,0,0,360,59,0,0,69,Leeds United F.C.,West Brom,Crystal Palace,Brighton,West Ham,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.8
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,-1,0,0,0,11,0,0,0,Burnley,Crystal Palace,Brighton,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6146,0,0,0,0,0,0,0,0,3,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Aston Villa,Brighton,Tottenham,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11400000,0,104,4.5,3.94736842105263E-07,9.12280701754386E-06,0,3345911,2,20,0,0,0,9,0,9.1,5863,-6,0,104,6,0.5,0,6.2,10,0,7,0,1,9.4,839276,1,-1,0,2,1851,57136,0,0,288,Tottenham,West Ham,Liverpool,Sheffield United,Fulham,3.8,4.4,3.4,5.9,4.4,4.1,5,5.1,4.5,4.2,4.4,139
Serge,Aurier,DEF,TOT,5200000,0,61,2.25925925925926,4.34472934472934E-07,1.17307692307692E-05,0,450971,0,13,0,0,0,2,0,11.7,481,-3,0,61,3,0.2,0,1.2,2,0,5,0,1,1.4,271715,0,-1,0,0,1155,665,0,0,268,Arsenal,Aston Villa,Newcastle,Man Utd,Everton,2.3,2.2,1.6,2.1,1.7,0,2,1.7,2.7,2.1,1.9,64.4
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,72955,0,5,0,0,0,0,0,1,28,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,Crystal Palace,Chelsea,Southampton,Leicester,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,2,59,2.4,4.28571428571429E-07,1.05357142857143E-05,0,536758,2,31,0,0,0,1,0,10.5,1826,-4,0,59,4,0.4,0,2.4,2,0,6,0,4,1.6,204818,0,-1,0,0,1656,460,0,0,182,West Brom,Everton,Chelsea,Southampton,Leicester,2.3,0,2,1.7,1.7,1.9,1.7,2,1.7,1.9,2.1,76.4
Luke,Ayling,DEF,LEE,4400000,6,70,2.5,5.68181818181818E-07,1.59090909090909E-05,0,473984,5,46,0,0,0,0,0,15.9,980,-1,0,70,1,0.6,0,2.8,1,0,9,0,0,2.5,374193,0,-1,0,0,2499,5958,0,0,498,Chelsea,Fulham,Sheffield United,Man City,Liverpool,2,2.7,2.3,2.9,2.6,2.4,2.3,2.1,2,1.7,2.6,125.9
Cesar,Azpilicueta,DEF,CHE,5800000,6,97,5.1,8.79310344827586E-07,1.67241379310345E-05,0,546290,4,9,0,0,0,1,0,16.7,6083,-2,0,97,2,1.1,0,6.2,10,0,12,0,1,5.9,461431,0,-1,0,1,1580,11190,0,0,405,Leeds United F.C.,West Brom,Crystal Palace,Brighton,West Ham,5.8,0,7,5.9,6.3,6.5,6.7,6.6,6.7,5.7,6.8,78.2
Eric,Bailly,DEF,MUN,4800000,0,27,0.964285714285714,2.00892857142857E-07,5.625E-06,0,78845,2,11,0,0,0,0,0,5.6,209,-2,0,27,2,0.3,0,1.3,6,0,3,0,0,0.3,71683,0,-1,0,0,638,82,0,0,144,West Ham,Brighton,Tottenham,Burnley,Leeds United F.C.,0.6,0,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,16.4
Fabian,Balbuena,DEF,WHU,4200000,0,40,1.48148148148148,3.52733686067019E-07,9.52380952380952E-06,0,286044,1,16,0,0,0,1,0,9.5,391,-3,0,40,3,0,0,0,0,0,4,0,0,0.6,301287,0,-1,0,0,1080,90,0,0,185,Man Utd,Arsenal,Wolverhampton,Leicester,Newcastle,1.1,1.1,1.2,0.8,0.7,0.9,0.8,0.7,0.9,1.1,0.9,32.4
George,Baldock,DEF,SHU,4900000,0,43,1.8,3.6734693877551E-07,8.77551020408163E-06,0,314841,4,40,0,0,0,0,0,8.8,242,-6,0,43,6,0.5,0,2.3,2,0,1,0,2,0.8,52069,0,-1,0,0,2113,43,0,0,246,Leicester,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,1.2,0,1.1,1.6,1.5,1.4,1.1,1.6,1.1,1,1.3,67.6
Gareth,Bale,MID,TOT,9600000,1,58,2.14814814814815,2.23765432098765E-07,6.04166666666667E-06,0,184256,1,8,0,0,0,5,0,6,8013,1,-1,58,-1,0.8,0,8,8,0,3,0,2,10.3,948850,0,-1,0,2,552,94672,1,0,187,Arsenal,Aston Villa,Newcastle,Man Utd,Everton,1.4,1.2,1.5,1.1,1.8,0,2.4,1.4,1.7,1.2,1.4,68.8
Patrick,Bamford,FWD,LEE,6800000,1,145,5.2,7.64705882352941E-07,2.13235294117647E-05,0,3813499,1,44,0,0,0,13,0,21.3,111782,13,0,145,-13,0.4,0,2.5,16,0,8,0,8,49.7,6974106,0,-1,0,3,2359,24676,0,0,475,Chelsea,Fulham,Sheffield United,Man City,Liverpool,0,6.6,7.2,5.1,6.3,5.5,6.6,6,6.1,6,6.5,205.7
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,-1,0,0,0,29,0,0,0,Man Utd,Arsenal,Wolverhampton,Leicester,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.0714285714285714,1.62337662337662E-08,4.54545454545455E-07,0,43243,2,8,0,0,0,0,0,0.5,40,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,12968,0,-1,0,0,273,11,0,0,28,Everton,Southampton,Newcastle,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,5.9
Ross,Barkley,MID,AVL,5900000,1,61,2.34615384615385,3.97653194263364E-07,1.03389830508475E-05,0,500803,0,17,0,0,0,3,0,10.3,863,-1,0,61,1,0.2,0,1.3,4,0,7,0,1,0.9,506852,0,-1,0,1,1180,1094,0,0,216,Newcastle,Tottenham,Fulham,Liverpool,Man City,1.8,1.4,1.6,1.5,1.2,2,2.1,1.2,1.4,1.4,1.6,104.1
Ashley,Barnes,FWD,BUR,6000000,0,48,2.7,4.5E-07,8E-06,0,155091,4,17,0,0,0,3,0,8,1167,0,0,48,0,0.2,0,1.5,7,0,6,0,0,0.3,160147,0,-1,0,0,1290,27,0,0,100,Everton,Southampton,Newcastle,Man Utd,Wolverhampton,0,0,2.2,2.8,2.2,2,2.1,2.5,2.2,2.5,2.6,88.1
Harvey,Barnes,MID,LEI,6800000,0,126,5,7.35294117647059E-07,1.85294117647059E-05,0,2545386,0,25,0,0,0,9,0,18.5,26446,-2,0,126,2,0.4,0,2.8,13,0,7,0,5,4.8,2579775,0,-1,0,2,1944,273,0,0,348,Sheffield United,Man City,West Ham,West Brom,Crystal Palace,0,0,0,5.3,5.8,5,5.4,5.4,5,5.4,4.4,172.7
Kyle,Bartley,DEF,WBA,4400000,2,65,3.1,7.04545454545455E-07,1.47727272727273E-05,0,35742,3,34,0,0,0,3,0,14.8,2028,-1,0,65,1,1.2,0,5.3,3,0,4,0,1,0.4,51131,0,-1,0,1,1779,516,0,0,330,Crystal Palace,Chelsea,Southampton,Leicester,Aston Villa,2.9,0,2.7,3,3.1,3.6,4.2,3.7,3.6,3.7,2.8,77
Chris,Basham,DEF,SHU,4600000,0,38,1.5,3.26086956521739E-07,8.26086956521739E-06,0,148268,3,44,0,0,0,0,0,8.3,190,-4,0,38,4,0,0,0.2,2,0,0,0,1,0.5,40027,0,-1,0,0,2126,8,0,0,307,Leicester,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,0.9,0,0.8,1.2,1.1,1,0.8,1.2,0.8,0.8,0.9,74.1
Michy,Batshuayi,FWD,CRY,5700000,0,34,1.21428571428571,2.13032581453634E-07,5.96491228070175E-06,0,183382,0,14,0,0,0,1,0,6,313,-3,0,34,3,0,0,0,1,0,2,0,2,0.6,70294,0,-1,0,0,693,162,0,0,83,West Brom,Everton,Chelsea,Southampton,Leicester,0.8,0,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,39.6
Jan,Bednarek,DEF,SOU,4900000,1,88,3,6.12244897959184E-07,1.79591836734694E-05,0,1144796,3,48,0,0,0,1,0,18,11439,4,0,88,-4,0.3,0,1.7,11,0,9,0,1,6.4,1402467,1,-1,0,2,2515,469,0,1,505,Brighton,Burnley,West Brom,Crystal Palace,Leicester,3.1,0,2.9,3.1,3.5,0,2.7,3.6,3.3,2.9,3.1,76.3
Hector,Bellerin,DEF,ARS,5100000,0,83,3.8,7.45098039215686E-07,1.62745098039216E-05,0,1076205,8,23,0,0,0,1,0,16.3,4312,1,0,83,-1,0.4,0,2,15,0,6,0,3,4.2,992199,0,-1,0,3,1910,4752,0,0,385,Tottenham,West Ham,Liverpool,Sheffield United,Fulham,3.7,4.8,4.6,4,4.2,2.9,3.8,4.5,3.9,4.1,3.8,86.2
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5009,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Sheffield United,Man City,West Ham,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28158,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Liverpool,West Ham,Fulham,Sheffield United,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6000000,1,44,1.62962962962963,2.71604938271605E-07,7.33333333333333E-06,0,58035,0,11,0,0,0,0,0,7.3,265,0,0,44,0,0.3,0,2,0,0,3,0,4,0.2,65410,0,-1,0,0,977,519,0,0,150,Man Utd,Arsenal,Wolverhampton,Leicester,Newcastle,0.8,0.8,0.8,0.8,0.9,0.9,1.1,0.9,0.9,1.1,1.1,68.2
Josh,Benson,MID,BUR,4500000,0,10,0.357142857142857,7.93650793650794E-08,2.22222222222222E-06,0,3839,0,7,0,0,0,0,0,2.2,23,0,0,10,0,0,0,0,0,0,1,0,0,0,4213,0,-1,0,0,260,13,0,0,27,Everton,Southampton,Newcastle,Man Utd,Wolverhampton,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Christian,Benteke,FWD,CRY,5500000,2,64,2.9,5.27272727272727E-07,1.16363636363636E-05,0,146987,0,19,0,0,0,5,0,11.6,3704,0,0,64,0,0.8,0,4.2,7,0,4,0,2,0.9,189164,0,-1,0,2,1150,3049,0,1,175,West Brom,Everton,Chelsea,Southampton,Leicester,3,0,2.7,2.4,2.3,2.5,2.3,2.7,2.3,2.6,2.9,103.8
Gaetano,Berardi,DEF,LEE,4000000,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,-1,0,0,0,18,0,0,0,Chelsea,Fulham,Sheffield United,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Sander,Berge,MID,SHU,4900000,0,29,1.03571428571429,2.11370262390671E-07,5.91836734693878E-06,0,31691,4,19,0,0,0,1,0,5.9,27,-1,0,29,1,0,0,0,1,0,0,0,1,0.1,23920,0,-1,0,0,1015,8,0,0,148,Leicester,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.6,47
Steven,Bergwijn,MID,TOT,7000000,0,39,1.44444444444444,2.06349206349206E-07,5.57142857142857E-06,0,110118,2,11,0,0,0,0,0,5.6,175,-5,0,39,5,0,0,0,0,0,5,0,3,0.4,33807,0,-1,0,0,1018,215,0,0,78,Arsenal,Aston Villa,Newcastle,Man Utd,Everton,0.7,0.7,0.8,0.7,0.9,0,1.3,0.7,0.9,0.7,0.7,34.1
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1457,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,0,-1,0,0,0,4,0,0,0,Fulham,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
