FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Claudio,Gomes,MID,MCI,4500000,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,-1,0,0,0,9,0,0,0,Chelsea,Newcastle,Brighton,Everton,,0,0,0,0,0
Joseph,Gomez,DEF,LIV,5200000,0,10,1.4,2.69230769230769E-07,1.92307692307692E-06,0,379279,0,14,0,0,0,0,0,1.9,83,-3,0,10,3,0,0,0,0,0,0,0,0,1,109805,0,-1,0,0,589,14,0,0,94,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0,12.5
Mace,Goodridge,MID,BUR,4500000,0,0,0,0,0,0,1425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,0,-1,0,0,0,0,0,0,0,Fulham,Leeds United F.C.,Liverpool,Sheffield United,,0,0,0,0,0
Anthony,Gordon,MID,EVE,4300000,0,3,1,2.32558139534884E-07,6.97674418604651E-07,0,144799,0,0,0,0,0,0,0,0.7,98,-2,0,3,2,0,0,0,0,0,0,0,0,0.4,112153,0,-1,0,0,87,0,0,0,11,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0,0,0,0,3.1
Kyron,Gordon,DEF,SHU,4000000,0,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,0,-1,0,0,0,22,0,0,0,Crystal Palace,Everton,Newcastle,Burnley,,0,0,0,0,0
Karlan,Grant,FWD,WBA,5600000,0,38,1.11764705882353,1.99579831932773E-07,6.78571428571429E-06,0,14729,1,24,0,0,0,1,0,6.8,26,-4,0,38,4,0,0,0.2,3,0,3,0,0,0,15169,0,-1,0,0,1100,14,0,0,97,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0.6,0.6,0.6,0.6,41.2
Lee,Grant,GLK,MUN,4000000,0,0,0,0,0,0,6951,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9044,0,-1,0,0,0,20,0,0,0,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0,0,0,0,0
Demarai,Gray,MID,LEI,5100000,0,1,1,1.96078431372549E-07,1.96078431372549E-07,0,14352,0,0,0,0,0,0,0,0.2,6,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,2724,0,-1,0,0,18,0,0,0,3,Newcastle,Man Utd,Chelsea,Tottenham,,0,0,0,0,0.5
Jack,Grealish,MID,AVL,7500000,0,129,5.9,7.86666666666667E-07,1.72E-05,0,5345860,6,24,0,0,0,6,0,17.2,6334,5,0,129,-5,0,0,0,13,0,12,0,12,14.1,5394190,0,-1,0,2,1977,887,0,0,495,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,6.3,6.2,6.3,249.1
Mason,Greenwood,MID,MUN,7200000,18,103,3.12121212121212,4.33501683501684E-07,1.43055555555556E-05,0,832757,2,21,0,0,0,7,0,14.3,27515,-3,0,103,3,1,0,7.2,9,0,7,0,2,9.9,1098345,0,-1,0,3,1704,19554,0,0,318,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,6.5,0,2.7,2.6,140.1
Sam,Greenwood,FWD,LEE,4500000,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,-1,0,0,0,141,0,0,0,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0
Kamil,Grosicki,MID,WBA,5200000,0,8,0.235294117647059,4.52488687782805E-08,1.53846153846154E-06,0,7910,0,5,0,0,0,0,0,1.5,4,-3,0,8,3,0,0,0,0,0,0,0,1,0,1087,0,-1,0,0,147,8,0,0,29,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0.1,0.1,0.1,0.1,7.2
Pascal,Gro?,MID,BHA,5800000,6,107,3.5,6.03448275862069E-07,1.8448275862069E-05,0,149947,3,23,0,0,0,3,0,18.4,514,-2,0,107,2,0.8,1,4.8,11,0,10,0,7,0.4,155476,0,-1,0,0,2209,2371,0,0,477,Wolverhampton,West Ham,Man City,Arsenal,,2.9,3.1,2.4,3,196.6
Jay-Roy,Grot,MID,LEE,4700000,0,0,0,0,0,0,3577,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,1206,0,-1,0,0,0,0,0,0,0,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0
Vicente,Guaita,GLK,CRY,4800000,8,121,3.5,7.29166666666667E-07,2.52083333333333E-05,0,522412,2,59,0,104,0,0,0,25.2,5153,-2,0,121,2,0.6,0,2.8,15,0,8,0,0,4.1,607904,0,-1,1,4,3150,1340,0,0,613,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,5.7,4.1,4.1,4.6,79.2
Johann Berg,Gudmundsson,MID,BUR,5400000,0,45,2.4,4.44444444444444E-07,8.33333333333333E-06,0,21237,2,18,0,0,0,2,0,8.3,28,-1,0,45,1,0.1,0,0.5,3,0,3,0,0,0,17406,0,-1,0,0,1160,40,0,0,154,Fulham,Leeds United F.C.,Liverpool,Sheffield United,,2.1,1.7,1.2,2.4,42.1
Matteo,Guendouzi,MID,ARS,4700000,0,0,0,0,0,0,13202,0,0,0,0,0,0,0,0,4,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2725,0,-1,0,0,0,0,0,0,0,West Brom,Chelsea,Crystal Palace,Brighton,,0,0,0,0,0
Frederic,Guilbert,DEF,AVL,4300000,0,0,0,0,0,0,10184,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2055,0,-1,0,0,0,0,0,0,0,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,0,0,0,0
Ilkay,Gundogan,MID,MCI,5600000,1,145,4.26470588235294,7.61554621848739E-07,2.58928571428571E-05,0,2832600,1,12,0,0,0,12,0,25.9,27568,1,0,145,-1,0.1,1,0.7,21,0,12,0,3,18.5,4204284,0,-1,0,6,1880,13781,0,0,570,Chelsea,Newcastle,Brighton,Everton,,4,4.3,4.3,4,194.2
Angus,Gunn,GLK,SOU,4300000,0,0,0,0,0,0,18907,0,0,0,0,0,0,0,0,14,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2885,0,-1,0,0,0,0,0,0,0,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,West Ham,0,0,0,0,0
Antwoine,Hackford,FWD,SHU,4400000,0,1,0.0294117647058824,6.68449197860963E-09,2.27272727272727E-07,0,20313,0,0,0,0,0,0,0,0.2,354,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,27323,0,-1,0,0,10,111,0,0,3,Crystal Palace,Everton,Newcastle,Burnley,,0,0,0,0,1.8
Sebastien,Haller,FWD,WHU,6100000,0,41,2.6,4.26229508196721E-07,6.72131147540984E-06,0,94421,0,12,0,0,0,3,0,6.7,26,-4,0,41,4,0,0,0,4,0,3,0,0,0.2,60525,0,-1,0,0,932,0,0,0,113,Everton,Brighton,West Brom,Southampton,,0,0,0,0,66.2
Reece,Hannam,DEF,CRY,4000000,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,-1,0,0,0,16,0,0,0,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,0,0,0,0,0
Rekeem,Harper,MID,WBA,4300000,0,2,1,2.32558139534884E-07,4.65116279069767E-07,0,87718,0,2,0,0,0,0,0,0.5,51,-2,0,2,2,0,0,0,0,0,0,0,0,0.3,66429,0,-1,0,0,30,0,0,0,7,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0,0,0,0,1.6
Jack,Harrison,MID,LEE,5400000,2,136,4.1,7.59259259259259E-07,2.51851851851852E-05,0,780720,2,44,0,0,0,7,0,25.2,4039,-1,0,136,1,0.6,0,3,13,0,9,0,7,3.3,927364,0,-1,0,3,2576,15297,0,0,472,Tottenham,Burnley,Southampton,West Brom,,3.5,4.7,3.6,4.7,206.8
,Harry Wilson,MID,LIV,5100000,0,0,0,0,0,0,6182,0,0,0,0,0,0,0,0,3,-4,0,0,4,0,0,0,0,0,0,0,0,0,502,0,-1,0,0,0,0,0,0,0,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0,0
Joe,Hart,GLK,TOT,4200000,0,0,0,0,0,0,49345,0,0,0,0,0,0,0,0,106,-3,0,0,3,0,0,0,0,0,0,0,0,0.6,15119,0,-1,0,0,0,48,0,0,0,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,0,0,0,0,0
Taylor,Harwood-Bellis,DEF,MCI,4000000,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,-1,0,0,0,0,0,0,0,Chelsea,Newcastle,Brighton,Everton,,0,0,0,0,0
Kortney,Hause,DEF,AVL,4400000,0,28,0.848484848484849,1.92837465564738E-07,6.36363636363636E-06,0,80393,1,1,0,0,0,1,0,6.4,50,-1,0,28,1,0,0,0,3,0,3,0,0,0.1,80701,0,-1,0,1,360,27,0,0,89,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0.8,0.4,0.4,0.4,14.2
Kai,Havertz,MID,CHE,8300000,2,90,2.64705882352941,3.18922749822821E-07,1.08433734939759E-05,0,1389492,2,15,0,0,0,4,0,10.8,14326,-2,0,90,2,0.5,0,4.2,3,0,8,0,6,4,789172,0,-1,0,1,1488,7240,0,0,275,Man City,Arsenal,Leicester,Aston Villa,,3,0,1.7,1.8,110.3
Isaac,Hayden,MID,NEW,4600000,0,40,1.7,3.69565217391304E-07,8.69565217391304E-06,0,11900,8,33,0,0,0,0,0,8.7,41,-4,0,40,4,0,0,0,0,0,4,0,0,0,6909,0,-1,0,0,1942,42,0,0,211,Leicester,Man City,Sheffield United,Fulham,,0,0,0,0,55.3
Kaine,Hayden,MID,AVL,4500000,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,-1,0,0,0,11,0,0,0,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,0,0,0,0
Tom,Heaton,GLK,AVL,4500000,0,0,0,0,0,0,7422,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6271,0,-1,0,0,0,28,0,0,0,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,0,0,0,0
Michael,Hector,DEF,FUL,4100000,0,0,0,0,0,0,25465,2,10,0,0,0,0,0,0,47,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,10116,0,-1,0,0,262,93,0,0,32,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,6.9
,Hegazi,DEF,WBA,4100000,0,6,6,1.46341463414634E-06,1.46341463414634E-06,0,87362,0,0,0,0,0,0,0,1.5,10,-4,0,6,4,0,0,0,0,0,1,0,0,0.1,13027,0,-1,0,0,90,0,0,0,24,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0,0,0,0,2
Dean,Henderson,GLK,MUN,5200000,3,41,1.24242424242424,2.38927738927739E-07,7.88461538461538E-06,0,162526,2,7,0,33,0,0,0,7.9,2505,-3,0,41,3,0.5,0,2.4,1,0,4,0,0,2.2,103034,0,-1,0,0,945,790,0,0,189,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,2.4,0,0.7,0.9,21.3
Jordan,Henderson,MID,LIV,5400000,0,56,1.6969696969697,3.14253647586981E-07,1.03703703703704E-05,0,286505,0,23,0,0,0,1,0,10.4,168,-1,0,56,1,0,0,0,2,0,4,0,2,0.9,142096,0,-1,0,0,1704,3,0,0,345,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0.8,72.9
Stephen,Henderson,GLK,CRY,4000000,0,0,0,0,0,0,38462,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0.4,61829,0,-1,0,0,0,64,0,0,0,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,0,0,0,0,0
Jeff,Hendrick,MID,NEW,4500000,1,51,2.4,5.33333333333333E-07,1.13333333333333E-05,0,576739,1,24,0,0,0,2,0,11.3,255,-5,0,51,5,0,0,0.2,3,0,3,0,1,1.2,542513,0,-1,0,1,1408,132,0,1,173,Leicester,Man City,Sheffield United,Fulham,,1.6,1.3,2.9,2,39.6
Wayne,Hennessey,GLK,CRY,4300000,0,0,0,0,0,0,47384,0,0,0,0,0,0,0,0,48,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,8094,0,-1,0,0,0,37,0,0,0,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,0,0,0,0,0
,Hernandez,MID,LEE,5700000,0,22,0.647058823529412,1.13519091847265E-07,3.85964912280702E-06,0,131710,1,6,0,0,0,0,0,3.9,78,-3,0,22,3,0.1,0,0.5,0,0,0,0,2,0.2,24687,0,-1,0,0,345,112,0,0,84,Tottenham,Burnley,Southampton,West Brom,,0.3,0.3,0.3,0.3,25
Ki-Jana,Hoever,DEF,WOL,4400000,2,12,0.352941176470588,8.02139037433155E-08,2.72727272727273E-06,0,5320,1,9,0,0,0,0,0,2.7,19,-1,0,12,1,0.1,0,0.5,0,0,0,0,0,0,5699,0,-1,0,0,483,18,0,0,64,Brighton,Tottenham,Everton,Man Utd,,0.2,0.2,0.2,0.2,15.6
Pierre-Emile,H?jbjerg,MID,TOT,4900000,2,90,2.6,5.30612244897959E-07,1.83673469387755E-05,0,201221,8,41,0,0,0,1,0,18.4,721,-1,0,90,1,0.4,0,1.8,3,0,11,0,3,0.9,177365,0,-1,0,0,3150,594,0,0,505,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,2,2.1,1.6,1.8,100.6
Rob,Holding,DEF,ARS,4300000,9,96,3.4,7.90697674418605E-07,2.23255813953488E-05,0,796207,2,25,0,0,0,0,0,22.3,10740,-2,0,96,2,0.6,0,2.6,9,0,10,0,1,4.7,1038908,1,-1,0,1,2377,1472,0,0,497,West Brom,Chelsea,Crystal Palace,Brighton,,7.1,0,3.5,3.2,73.5
Mason,Holgate,DEF,EVE,4800000,2,74,3,6.25E-07,1.54166666666667E-05,0,171380,8,26,0,0,0,1,0,15.4,882,-2,0,74,2,0.4,0,1.8,4,0,8,0,0,1.1,234861,0,-1,0,1,2105,1297,0,0,388,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,7.3,2.8,3.3,4,57.8
Conor,Hourihane,MID,AVL,5900000,0,20,5,8.47457627118644E-07,3.38983050847458E-06,0,27561,0,2,0,0,0,1,0,3.4,12,-1,0,20,1,0,0,0,3,0,2,0,1,0.1,23841,0,-1,0,1,225,0,0,0,70,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,0,0,0,18.2
Callum,Hudson-Odoi,MID,CHE,5700000,2,59,1.73529411764706,3.04437564499484E-07,1.03508771929825E-05,0,143329,0,5,0,0,0,2,0,10.4,438,-3,0,59,3,0.1,0,0.6,2,0,6,0,3,0.4,129448,0,-1,0,0,1050,115,0,0,239,Man City,Arsenal,Leicester,Aston Villa,,1.8,0,0.9,0.9,109.6
Niall,Huggins,FWD,LEE,4500000,0,1,0.0294117647058824,6.5359477124183E-09,2.22222222222222E-07,0,8559,0,0,0,0,0,0,0,0.2,184,0,0,1,0,0,0,0,0,0,0,0,0,0.1,11183,0,-1,0,0,37,56,0,0,4,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0.6
Liam,Hughes,GLK,LIV,4000000,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,-1,0,0,0,10,0,0,0,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0,0
Jordan,Hugill,FWD,WHU,5500000,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,-1,0,0,0,0,0,0,0,Everton,Brighton,West Brom,Southampton,,0,0,0,0,0
Odion,Ighalo,FWD,MUN,6100000,0,1,1,1.63934426229508E-07,1.63934426229508E-07,0,24395,0,1,0,0,0,0,0,0.2,20,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,7620,0,-1,0,0,9,0,0,0,1,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0,0,0,0,0.2
Kelechi,Iheanacho,FWD,LEI,6300000,9,102,4.4,6.98412698412698E-07,1.61904761904762E-05,0,309864,1,18,0,0,0,11,0,16.2,139640,3,0,102,-3,1,1,6.4,17,0,5,0,2,25.2,2313589,0,-1,0,3,1332,19890,0,0,395,Newcastle,Man Utd,Chelsea,Tottenham,,10.4,0,4.1,4.6,164.3
Danny,Ings,FWD,SOU,8400000,13,127,4.9,5.83333333333333E-07,1.51190476190476E-05,0,3865409,1,36,0,0,0,12,0,15.1,3269,-1,0,127,1,0.6,0,4.8,21,0,6,0,4,5.9,2614051,0,-1,0,1,1987,23163,0,0,459,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,West Ham,12.9,6.1,5.8,4.7,173.7
Ryan,Inniss,DEF,CRY,4000000,0,0,0,0,0,0,6514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4884,0,-1,0,0,0,0,0,0,0,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,0,0,0,0,0
Branislav,Ivanovic,DEF,WBA,4400000,0,20,1.5,3.40909090909091E-07,4.54545454545455E-06,0,19990,2,19,0,0,0,0,0,4.5,37,-1,0,20,1,0,0,0,0,0,2,0,0,0.1,20012,0,-1,0,0,764,20,0,0,120,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0,0,0,0,19.1
Alex,Iwobi,MID,EVE,5900000,0,63,1.90909090909091,3.23574730354391E-07,1.06779661016949E-05,0,43505,0,19,0,0,0,1,0,10.7,127,-1,0,63,1,0.1,0,0.8,1,0,5,0,3,0.2,37774,0,-1,0,1,1482,132,0,0,249,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,2.4,1.8,1,1,74.9
Jose,Izquierdo,MID,BHA,5500000,0,1,0.0294117647058824,5.3475935828877E-09,1.81818181818182E-07,0,10537,0,0,0,0,0,0,0,0.2,6,0,0,1,0,0,0,0.2,0,0,0,0,0,0,10533,0,-1,0,0,8,15,0,0,2,Wolverhampton,West Ham,Man City,Arsenal,,0,0,0,0,1.2
,Jack Robinson,DEF,SHU,4200000,0,13,0.382352941176471,9.10364145658263E-08,3.0952380952381E-06,0,20615,2,10,0,0,0,0,0,3.1,75,-3,0,13,3,0,0,0,0,0,0,0,1,0.1,11121,0,-1,0,0,605,5,0,0,70,Crystal Palace,Everton,Newcastle,Burnley,,0.2,0.2,0.2,0.2,13.4
Phil,Jagielka,DEF,SHU,3900000,0,4,0.117647058823529,3.01659125188537E-08,1.02564102564103E-06,0,64715,1,12,0,0,0,0,0,1,455,-1,0,4,1,0,0,0,0,0,0,0,0,0.5,80298,1,-1,0,0,517,129,0,1,50,Crystal Palace,Everton,Newcastle,Burnley,,0.1,0.1,0.1,0.1,7.5
Alireza,Jahanbakhsh,MID,BHA,5400000,1,20,0.588235294117647,1.08932461873638E-07,3.7037037037037E-06,0,5242,2,7,0,0,0,0,0,3.7,11,-1,0,20,1,0.1,0,0.8,0,0,0,0,1,0,2467,0,-1,0,0,355,15,0,0,92,Wolverhampton,West Ham,Man City,Arsenal,,0.3,0.3,0.3,0.3,37.2
Daniel,James,MID,MUN,6200000,0,38,1.15151515151515,1.85728250244379E-07,6.12903225806452E-06,0,37189,3,6,0,0,0,3,0,6.1,219,-3,0,38,3,0.1,0,0.6,1,0,4,0,0,0.2,20137,0,-1,0,0,817,16,0,0,130,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0,0,0.6,0.6,54.1
Matty,James,MID,LEI,4300000,0,0,0,0,0,0,57940,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,29808,0,-1,0,0,0,0,0,0,0,Newcastle,Man Utd,Chelsea,Tottenham,,0,0,0,0,0
Reece,James,DEF,CHE,5100000,4,109,3.6,7.05882352941176E-07,2.13725490196078E-05,0,2275175,3,26,0,0,0,1,0,21.4,8373,1,0,109,-1,0.7,0,3.6,15,0,9,0,3,7,2188430,0,-1,0,2,2187,3250,0,0,536,Man City,Arsenal,Leicester,Aston Villa,,8.7,0,3.3,4.3,153.9
Alexandre,Jankewitz,MID,SOU,4500000,0,-1,-0.0303030303030303,-6.73400673400673E-09,-2.22222222222222E-07,0,739,0,9,0,0,0,0,0,-0.2,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,1121,0,-1,0,0,2,31,0,1,-4,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,West Ham,0,0,0,0,0.5
Daniel,Jebbison,FWD,SHU,4500000,1,1,0.0294117647058824,6.5359477124183E-09,2.22222222222222E-07,0,14,0,1,0,0,0,0,0,0.2,14,0,0,1,0,0.2,0,1,0,0,0,0,0,0,61,0,-1,0,0,25,61,0,0,-2,Crystal Palace,Everton,Newcastle,Burnley,,0,0,0,0,0.1
Jack,Jenkins,MID,LEE,4500000,0,0,0,0,0,0,1933,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,0,-1,0,0,0,10,0,0,0,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0
Teddy,Jenks,MID,BHA,4500000,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,-1,0,0,0,16,0,0,0,Wolverhampton,West Ham,Man City,Arsenal,,0,0,0,0,0
,Jesus,FWD,MCI,9100000,1,103,4,4.3956043956044E-07,1.13186813186813E-05,0,1019919,2,14,0,0,0,8,0,11.3,4158,-4,0,103,4,0.1,0,1.3,16,0,10,0,4,2.5,1040861,0,-1,0,1,1880,4222,0,0,388,Chelsea,Newcastle,Brighton,Everton,,3.4,5,4.2,3.6,167.6
Raul,Jimenez,FWD,WOL,8100000,0,43,1.26470588235294,1.56136528685548E-07,5.30864197530864E-06,0,2219242,0,10,0,0,0,4,0,5.3,357,-4,0,43,4,0,0,0,7,0,4,0,1,4.4,1160163,1,-1,0,0,824,26,0,0,148,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0.6,55
,Joelinton,FWD,NEW,5700000,1,67,2.3,4.03508771929825E-07,1.17543859649123E-05,0,134732,3,32,0,0,0,3,0,11.8,924,-3,0,67,3,0.5,0,3,5,0,3,0,2,0.4,127506,0,-1,0,1,1851,914,0,0,234,Leicester,Man City,Sheffield United,Fulham,,1.8,1.4,2.5,2,112
Stefan,Johansen,MID,FUL,4700000,0,0,0,0,0,0,3402,0,0,0,0,0,0,0,0,2,-3,0,0,3,0,0,0,0,0,0,0,0,0,438,0,-1,0,0,0,0,0,0,0,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,0
Kyle,John,DEF,EVE,4000000,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,-1,0,0,0,20,0,0,0,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0,0,0,0,0
Ben,Johnson,DEF,WHU,3900000,0,25,0.735294117647059,1.88536953242836E-07,6.41025641025641E-06,0,353273,1,10,0,0,0,1,0,6.4,1143,-1,0,25,1,0.1,0,0.5,0,0,1,0,0,2.3,325472,0,-1,0,0,516,240,0,0,104,Everton,Brighton,West Brom,Southampton,,0.4,0.4,0.4,0.4,18.9
Sam,Johnstone,GLK,WBA,4600000,2,133,3.9,8.47826086956522E-07,2.89130434782609E-05,0,349640,0,66,0,150,0,0,0,28.9,2587,1,0,133,-1,0.9,0,4.2,19,0,6,0,1,3,508358,0,-1,1,3,3060,2405,0,0,713,Arsenal,Liverpool,West Ham,Leeds United F.C.,,5.1,5,5.2,4,110.7
Curtis,Jones,MID,LIV,4400000,1,45,1.36363636363636,3.09917355371901E-07,1.02272727272727E-05,0,238121,2,13,0,0,0,1,0,10.2,390,-1,0,45,1,0.1,0,0.5,0,0,5,0,1,0.7,237660,0,-1,0,0,1095,160,0,0,199,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,1.4,0.9,1,0.7,70.6
Phil,Jones,DEF,MUN,4800000,0,0,0,0,0,0,4777,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,538,0,-1,0,0,0,0,0,0,0,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0,0,0,0,0
,Jonny,DEF,WOL,5400000,0,16,2.3,4.25925925925926E-07,2.96296296296296E-06,0,6583,0,4,0,0,0,0,0,3,36,-1,0,16,1,0,0,0,1,0,1,0,0,0,5198,0,-1,0,0,496,26,0,0,58,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,10.8
,Jordao,MID,WOL,4300000,0,0,0,0,0,0,48147,0,0,0,0,0,0,0,0,23,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,16714,0,-1,0,0,0,0,0,0,0,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0
,Jorginho,MID,CHE,4700000,3,104,4,8.51063829787234E-07,2.21276595744681E-05,0,1537486,1,14,0,0,0,6,0,22.1,7086,-3,0,104,3,0.3,2,1.6,12,0,14,0,2,4.7,1574158,0,-1,0,4,1857,1373,0,0,439,Man City,Arsenal,Leicester,Aston Villa,,6.1,0,3.4,3.5,101.7
,Jota,MID,AVL,5900000,0,0,0,0,0,0,7774,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,1439,0,-1,0,0,0,0,0,0,0,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,0,0,0,0
Diogo,Jota,MID,LIV,7000000,3,78,2.36363636363636,3.37662337662338E-07,1.11428571428571E-05,0,3146918,2,13,0,0,0,8,0,11.1,17794,5,0,78,-5,0.3,0,1.8,9,0,4,0,0,14.6,4008002,0,-1,0,0,1032,16512,0,0,212,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,3.1,2.1,2.3,1.5,114
James,Justin,DEF,LEI,4800000,0,101,4.4,9.16666666666667E-07,2.10416666666667E-05,0,3426851,4,25,0,0,0,2,0,21,2634,3,0,101,-3,0,0,0,13,0,9,0,2,6.3,2916070,0,-1,0,3,2070,33,0,0,447,Newcastle,Man Utd,Chelsea,Tottenham,,0,0,0,0,96
Ozan,Kabak,DEF,LIV,5000000,0,26,2.9,5.8E-07,5.2E-06,0,58593,3,9,0,0,0,0,0,5.2,5117,0,0,26,0,0.2,0,0.8,1,0,3,0,0,1.1,142259,0,-1,0,0,801,1834,0,0,150,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,2.6,2.7,16.7
Aboubakar,Kamara,MID,FUL,4800000,0,8,0.7,1.45833333333333E-07,1.66666666666667E-06,0,12191,1,9,0,0,0,0,0,1.7,9,-2,0,8,2,0,0,0,0,0,0,0,0,0,5026,0,-1,0,0,307,0,0,1,14,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,13.2
