FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Issa,Diop,DEF,WHU,4500000,0,2,0.5,1.11111111111111E-07,4.44444444444444E-07,0,64177,0,4,0,0,0,0,0,0.4,1366,0,0,2,0,0,0,0.2,0,0,0,0,0,0.8,7562,0,-1,0,0,180,297,0,0,25,Tottenham,Man City,Liverpool,Fulham,Sheffield United,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.3
Moussa,Djenepo,MID,SOU,5500000,0,14,3.5,6.36363636363636E-07,2.54545454545455E-06,0,11281,1,5,0,0,0,1,0,2.5,1194,0,0,14,0,0.6,0,3.2,0,0,1,0,1,0.1,11857,0,-1,0,0,233,30,0,0,37,Chelsea,Everton,Aston Villa,Newcastle,Wolverhampton,0,0,0,0,0,1.8,3.2,4.2,2.3,1.9,3.5,2.5,2.4,2.9,3.5,2.9,1.8,2.6,3.5,3.7,2.6,2.7,4.3,2.5,3.2,3.6,2.9,3,2.5,2.1,1.8,3.3,2.8,2.6,8.7
Matt,Doherty,DEF,TOT,5800000,0,4,1.3,2.24137931034483E-07,6.89655172413793E-07,0,944263,1,4,0,0,0,0,0,0.7,46748,-2,1,4,2,0.1,0,0.5,0,0,0,0,0,10.7,115283,0,-1,0,0,255,4295,-1,0,21,West Ham,Burnley,Brighton,West Brom,Man City,0.6,1.3,0.6,1.1,0.6,0.8,0.6,1,1.3,0.6,1.1,0.6,0.6,0.9,1,0.7,0.8,0.6,0.6,1.7,1.1,0.6,0.7,0.8,0.6,0.9,0.8,0.6,1.1,0.6,0.8,0.6,0.6,1.2,12.2
Abdoulaye,Doucoure,MID,EVE,5400000,2,13,2.6,4.81481481481482E-07,2.40740740740741E-06,0,127509,1,7,0,0,0,0,0,2.4,4486,-1,0,13,1,0.6,0,3,0,0,1,0,1,1.5,61258,0,-1,0,0,411,1394,0,0,83,Liverpool,Southampton,Newcastle,Man Utd,Fulham,1.3,1.9,2.6,1.3,2.6,1.4,3,1.3,2.6,1.5,3.2,1.3,1.3,2,1.3,1.3,1.3,2.1,1.9,1.7,1.3,1.9,1.8,1.9,2.1,1.5,2.3,1.3,1.7,1.3,1.9,2.4,2,1.8,22.5
Barry,Douglas,DEF,LEE,3900000,0,0,0,0,0,0,548066,0,0,0,0,0,0,0,0,40183,-1,0,0,1,0,0,0,0,0,0,0,0,8,130630,0,-1,0,0,0,8549,0,0,0,Wolverhampton,Aston Villa,Leicester,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,5000000,2,9,2.2,4.4E-07,1.8E-06,0,15944,2,2,0,0,0,0,0,1.8,800,0,0,9,0,0.4,0,2.2,0,0,3,0,0,0.3,8658,0,-1,0,0,345,291,0,0,30,Leicester,Leeds United F.C.,Southampton,Arsenal,Brighton,2,1.1,1.5,1.3,1.1,1.4,1.1,1.5,1.5,1.6,1.2,1.4,1.5,1.1,1.1,2.4,1.4,1.1,1.1,1.8,1.1,1.6,1.5,2,2.5,1.3,1.1,1.1,1.6,1.5,1.1,1.1,1.8,1.1,10
Tommy,Doyle,MID,MCI,4500000,0,0,0,0,0,0,3877,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2423,0,-1,0,0,0,107,0,0,0,Arsenal,West Ham,Sheffield United,Liverpool,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2024,0,-1,0,0,0,134,0,0,0,West Brom,Tottenham,Chelsea,Brighton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4900000,0,0,0,0,0,0,14473,0,0,0,0,0,0,0,0,415,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,883,0,-1,0,0,0,50,0,0,0,Man Utd,Wolverhampton,Everton,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4400000,0,0,0,0,0,0,4313,0,0,0,0,0,0,0,0,78,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,437,0,-1,0,0,0,7,0,0,0,Crystal Palace,West Brom,Tottenham,Burnley,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,0,0,0,0,0,1074,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,88,0,-1,0,0,0,5,0,0,0,Man Utd,Wolverhampton,Everton,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4900000,-1,5,1,2.04081632653061E-07,1.02040816326531E-06,0,258798,1,11,0,0,0,0,0,1,34576,-1,0,5,1,0.2,0,1,1,0,1,0,0,5.3,59340,1,-1,0,0,450,1079,0,1,62,Crystal Palace,West Brom,Tottenham,Burnley,Aston Villa,0,0,0,0,0.5,0.5,0.5,0.7,0.7,0.5,0.6,0.5,0.5,1.2,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.7,0.5,0.5,0.5,1.4,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,11.5
Jimmy,Dunne,DEF,BUR,4100000,0,8,4,9.75609756097561E-07,1.95121951219512E-06,0,168438,0,5,0,0,0,1,0,2,9854,1,-1,8,-1,0.5,0,2,0,0,0,0,0,8.6,680985,0,-1,0,0,180,17080,1,0,35,West Brom,Tottenham,Chelsea,Brighton,Crystal Palace,5.2,2,2.6,4.4,4.9,6,2,4.3,4.6,4.7,4.4,3,3.3,5.7,5.2,3,4.3,4.1,2,4.9,4.5,4.8,3.3,3.3,2.2,3.1,2,6,5.4,3.3,5.4,2.6,4.8,4.9,12.6
,Ederson,GLK,MCI,6000000,7,13,3.2,5.33333333333333E-07,2.16666666666667E-06,0,123958,0,7,0,11,0,0,0,2.2,4514,0,0,13,0,0.5,0,3.2,0,0,1,0,0,5.9,141562,0,-1,0,0,360,20184,0,0,66,Arsenal,West Ham,Sheffield United,Liverpool,Tottenham,2.2,3.9,3.6,3.5,3.5,2.3,2.2,4.8,3.1,2.2,1.6,2.4,3.1,1.6,3.5,3.9,2,4.3,4.4,1.6,3.1,2.2,3.1,4,3.3,4.2,1.7,3.4,1.6,3.6,1.7,3.4,3.2,1.6,9.1
Kyle,Edwards,MID,WBA,4900000,0,3,0.75,1.53061224489796E-07,6.12244897959184E-07,0,1452,0,3,0,0,0,0,0,0.6,51,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0,400,0,-1,0,0,86,12,0,0,7,Burnley,Brighton,Fulham,Tottenham,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,4.3
John,Egan,DEF,SHU,4900000,2,1,0.2,4.08163265306122E-08,2.04081632653061E-07,0,744626,1,6,0,0,0,0,0,0.2,13424,-1,0,1,1,0,0,0.2,0,0,0,0,0,4.5,26328,0,-1,0,0,281,256,0,1,23,Fulham,Liverpool,Man City,Chelsea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Anwar,El Ghazi,MID,AVL,5900000,0,0,0,0,0,0,7434,0,0,0,0,0,0,0,0,272,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2334,0,-1,0,0,0,85,0,0,0,Leicester,Leeds United F.C.,Southampton,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,El Mohamady,DEF,AVL,4400000,0,1,0.333333333333333,7.57575757575757E-08,2.27272727272727E-07,0,16588,0,0,0,0,0,0,0,0.2,701,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.4,6076,0,-1,0,0,10,344,0,0,4,Leicester,Leeds United F.C.,Southampton,Arsenal,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.7
Harvey,Elliott,MID,LIV,4400000,0,0,0,0,0,0,10195,0,0,0,0,0,0,0,0,1320,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,9589,0,-1,0,0,0,98,0,0,0,Everton,Sheffield United,West Ham,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4500000,0,7,1.75,3.88888888888889E-07,1.55555555555556E-06,0,96532,0,4,0,0,0,0,0,1.6,5068,0,0,7,0,0.2,0,1,0,0,1,0,0,1.4,143705,0,-1,0,0,270,1551,0,0,51,Man City,Leicester,Man Utd,Aston Villa,Leeds United F.C.,0.9,0.9,0.9,0.9,1,1.2,1.1,1.1,1.1,0.9,0.9,1.1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.3,1.5,0.9,0.9,0.9,1.7,1,0.9,1.3,1.2,0.9,0.9,0.9,8.4
,Emerson,DEF,CHE,4800000,0,0,0,0,0,0,7775,0,0,0,0,0,0,0,0,315,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,2004,0,-1,0,0,0,106,-1,0,0,Southampton,Man Utd,Burnley,Sheffield United,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,15931,0,0,0,0,0,0,0,0,78,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,10120,0,-1,0,0,0,64,0,0,0,Leicester,Leeds United F.C.,Southampton,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,1,3,1,1.81818181818182E-07,5.45454545454545E-07,0,5846,2,5,0,0,0,0,0,0.5,533,0,0,3,0,0.1,0,0.8,0,0,0,0,0,0.2,5911,0,-1,0,0,259,569,0,0,27,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,Liverpool,0.5,0.5,0.5,0.5,0.9,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.7,0.8,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.7,0.5,0.5,0.5,0.5,1.4,0.5,0.5,5.3
Eberechi,Eze,MID,CRY,5900000,0,6,1.5,2.54237288135593E-07,1.01694915254237E-06,0,29517,0,7,0,0,0,0,0,1,1529,-1,0,6,1,0.2,0,1.3,0,0,0,0,0,0.4,15255,0,-1,0,0,188,305,0,0,23,Brighton,Fulham,Wolverhampton,Leeds United F.C.,Burnley,0.8,0.8,0.8,0.8,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.3,0.8,0.8,0.8,1,0.8,0.8,1,0.8,0.9,0.8,1.1,0.8,0.8,0.8,0.8,0.8,0.8,1.1,0.8,0.8,0.8,8.5
Lukasz,Fabianski,GLK,WHU,5000000,2,17,3.4,6.8E-07,3.4E-06,0,43636,0,7,0,7,0,0,0,3.4,2127,0,0,17,0,0.8,0,4,0,0,2,0,0,1.5,23002,0,-1,0,0,450,2840,0,0,81,Tottenham,Man City,Liverpool,Fulham,Sheffield United,3.6,3.8,4.5,2.8,3.7,2.5,3.7,3.3,4.2,3.2,1.7,2.2,2.4,3.8,2.9,3.7,4.2,3.4,4.1,2.6,1.7,5.1,2.2,5.1,2.8,4.2,1.9,3.5,2.2,4.4,1.7,3.3,4,2.2,4.7
,Fabinho,MID,LIV,5500000,1,12,2.4,4.36363636363636E-07,2.18181818181818E-06,0,70265,1,11,0,0,0,0,0,2.2,4319,0,0,12,0,0.4,0,2,0,0,1,0,1,1.5,51943,0,-1,0,0,392,2076,0,0,73,Everton,Sheffield United,West Ham,Man City,Leicester,1.5,2.4,1.3,1.4,1.2,1.9,2,2.1,1.2,1.2,2,2.1,1.5,1.9,1.2,1.9,1.5,1.2,1.2,2.1,1.4,2.6,1.7,1.6,1.3,1.3,1.2,1.7,1.3,1.5,1.9,1.7,2.5,1.5,11.4
,Fabio Silva,FWD,WOL,5300000,0,2,1,1.88679245283019E-07,3.77358490566038E-07,0,70912,0,3,0,0,0,0,0,0.4,2017,-2,0,2,2,0.1,0,0.5,0,0,0,0,0,0.7,22754,0,-1,0,0,40,848,0,0,3,Leeds United F.C.,Newcastle,Crystal Palace,Leicester,Southampton,0.5,0.5,0.8,0.6,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.9,0.7,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.8,0.5,0.7,0.7,0.5,0.8,0.5,0.6,5.6
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,30740,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,1.8,23285,0,-1,0,0,0,1440,0,0,0,Sheffield United,Crystal Palace,West Brom,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6200000,0,2,1,1.61290322580645E-07,3.2258064516129E-07,0,29897,0,0,0,0,0,0,0,0.3,1457,-3,0,2,3,0,0,0.2,0,0,0,0,0,0.2,4566,0,-1,0,0,2,13,0,0,8,Tottenham,Man City,Liverpool,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,4000000,0,0,0,0,0,0,64113,0,0,0,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,1,23477,0,-1,0,0,0,487,0,0,0,Brighton,Fulham,Wolverhampton,Leeds United F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,10500000,11,31,7.8,7.42857142857143E-07,2.95238095238095E-06,0,759613,1,10,0,0,0,3,0,3,26405,0,0,31,0,0.9,1,9.7,6,0,0,0,2,21.3,1046026,0,-1,0,2,315,60099,0,0,123,Newcastle,Chelsea,Arsenal,Everton,West Brom,11.7,6.2,7.1,10.8,8.9,10.6,10.7,4.6,11.7,6.7,11.7,8.7,4.3,11.7,8.7,7.9,10,8.5,6.5,11.2,6.5,10.4,10.4,6.2,8.2,6,11.7,7.5,11.2,5.8,8.3,5.2,7.7,10.9,54.4
,Fernandes,MID,TOT,4900000,0,0,0,0,0,0,4342,0,0,0,0,0,0,0,0,157,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1324,0,-1,0,0,0,51,0,0,0,West Ham,Burnley,Brighton,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,5000000,0,11,2.2,4.4E-07,2.2E-06,0,49240,0,9,0,0,0,0,0,2.2,2576,0,0,11,0,0.2,0,1.2,0,0,1,0,0,1.1,21625,0,-1,0,0,450,465,0,0,87,Man Utd,Wolverhampton,Everton,Southampton,Chelsea,2.1,2.4,1.1,1.2,1.1,2.1,1.9,1.7,1.8,1.1,3.3,1.9,1.1,2.1,1.8,1.1,1.3,1.9,1.1,1.8,3.3,1.8,2.3,1.1,1.8,1.1,2.6,1.1,2.7,1.1,2.5,1.8,1.1,2.4,13
,Fernandinho,DEF,MCI,5500000,1,5,1.66666666666667,3.03030303030303E-07,9.09090909090909E-07,0,41107,0,2,0,0,0,0,0,0.9,3305,0,0,5,0,0.2,0,1.2,0,0,0,0,0,1.3,37585,0,-1,0,0,154,1338,0,0,24,Arsenal,West Ham,Sheffield United,Liverpool,Tottenham,0.8,1.5,1.3,1.3,1.3,0.8,0.8,2.5,1.1,0.8,0.8,0.8,1.1,0.8,1.3,1.5,0.8,1.7,1.8,0.8,1.1,0.8,1.5,1.6,1.2,1.6,0.8,1.2,0.8,1.4,0.8,1.2,1.2,0.8,7.7
Sam,Field,MID,WBA,4900000,0,3,0.75,1.53061224489796E-07,6.12244897959184E-07,0,1161,0,2,0,0,0,0,0,0.6,37,-1,0,3,1,0.1,0,0.7,0,0,0,0,0,0,327,0,-1,0,0,61,3,0,0,16,Burnley,Brighton,Fulham,Tottenham,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2
Roberto,Firmino,FWD,LIV,9300000,2,15,3,3.2258064516129E-07,1.61290322580645E-06,0,186495,1,11,0,0,0,0,0,1.6,10237,-2,0,15,2,0.4,0,3.5,0,0,1,0,2,2.7,59996,0,-1,0,0,409,3330,0,0,71,Everton,Sheffield United,West Ham,Man City,Leicester,2.4,2.9,1.9,3,2.1,3.8,2.6,4,2.5,2.8,4.2,3.4,2.2,3.6,3.3,4.1,2.3,2.9,2.2,3.6,2.1,3.3,3.6,2.1,2.2,2.2,1.5,3.2,2.4,4.4,2.7,3.7,4.3,3.8,36.6
John,Fleck,MID,SHU,5800000,0,5,1.25,2.1551724137931E-07,8.62068965517241E-07,0,27129,0,4,0,0,0,0,0,0.9,1403,-2,0,5,2,0.1,0,0.8,0,0,0,0,0,0.2,5286,0,-1,0,0,179,19,0,0,25,Fulham,Liverpool,Man City,Chelsea,West Ham,0,0,0,0,0,0.6,0.6,0.6,0.6,0.7,0.6,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.6,8
Phil,Foden,MID,MCI,6600000,6,19,4.8,7.27272727272727E-07,2.87878787878788E-06,0,340407,0,5,0,0,0,1,0,2.9,15068,1,0,19,-1,0.7,0,4.8,2,0,1,0,1,7.4,551068,0,-1,0,0,331,18855,0,0,60,Arsenal,West Ham,Sheffield United,Liverpool,Tottenham,3.5,5.4,7.2,2.7,6.2,4.3,3.9,5.4,4.6,5.3,3.1,5.5,5.2,2.9,3.6,5.8,5.1,7.2,4.1,2.4,4.9,3,2.4,6.6,4.5,6.6,3.3,3.8,4.3,3.8,3,6.6,6.1,3.2,24.9
Wes,Foderingham,GLK,SHU,4400000,0,0,0,0,0,0,4072,0,0,0,0,0,0,0,0,153,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,831,0,-1,0,0,0,71,0,0,0,Fulham,Liverpool,Man City,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,2,2,0.5,1E-07,4E-07,0,256,0,1,0,0,0,0,0,0.4,89,0,0,2,0,0.2,0,1,0,0,0,0,0,0,1351,0,-1,0,0,90,460,0,0,20,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,Liverpool,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,3
Pablo,Fornals,MID,WHU,6400000,2,27,5.4,8.4375E-07,4.21875E-06,0,8952,1,6,0,0,0,1,0,4.2,1433,-1,0,27,1,1,0,6.2,2,0,2,0,3,0.4,18367,0,-1,0,0,409,2084,0,0,80,Tottenham,Man City,Liverpool,Fulham,Sheffield United,6.9,3.1,4.5,5.4,8,2.9,3,6.4,4.9,5.8,4.1,5.9,6.1,6.1,5.8,4.2,3.9,4.3,7.4,6.4,3,5.8,4.6,6,4.8,6.2,3.5,7.3,4.2,8.1,4.4,6.9,6.4,5.8,23.9
Adam,Forshaw,MID,LEE,4900000,0,0,0,0,0,0,1458,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,-1,0,0,0,7,0,0,0,Wolverhampton,Aston Villa,Leicester,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,0,0,0,0,0,37522,0,0,0,0,0,0,0,0,2317,0,0,0,0,0,0,0,0,0,0,0,0,2.8,164424,0,-1,0,0,0,10657,0,0,0,Chelsea,Everton,Aston Villa,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Fosu-Mensah,DEF,MUN,4400000,0,0,0,0,0,0,5225,1,2,0,0,0,0,0,0,291,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,3252,0,-1,0,0,80,77,-1,0,17,Newcastle,Chelsea,Arsenal,Everton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4400000,0,0,0,0,0,0,6876,0,0,0,0,0,0,0,0,464,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1303,0,-1,0,0,0,4,0,0,0,West Ham,Burnley,Brighton,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5800000,1,6,1.5,2.58620689655172E-07,1.03448275862069E-06,0,57115,0,4,0,0,0,0,0,1,1129,-2,0,6,2,0.3,0,1.5,0,0,0,0,1,0.4,10949,0,-1,0,0,92,185,0,0,16,Man Utd,Wolverhampton,Everton,Southampton,Chelsea,0.8,0.9,0.8,0.9,0.8,0.8,0.8,0.8,1,0.8,0.8,0.8,0.8,1.6,0.8,0.8,0.9,0.8,0.8,0.8,0.9,0.8,1,0.8,1.1,0.8,1.5,0.8,0.8,0.8,1.2,0.8,0.8,1.2,1.4
,Fred,MID,MUN,5300000,2,4,1.33333333333333,2.51572327044025E-07,7.54716981132075E-07,0,7179,0,4,0,0,0,0,0,0.8,257,-2,1,4,2,0.2,0,1.3,0,0,0,0,0,0.1,2379,0,-1,0,0,138,134,-1,0,25,Newcastle,Chelsea,Arsenal,Everton,West Brom,1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.3,0.7,1,0.7,0.7,1,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.8,0.7,0.7,0.7,0.7,0.8,4.8
Ryan,Fredericks,DEF,WHU,4400000,0,4,1,2.27272727272727E-07,9.09090909090909E-07,0,32234,2,4,0,0,0,0,0,0.9,581,-1,0,4,1,0.2,0,1,0,0,0,0,1,0.3,8472,0,-1,0,0,228,414,0,0,43,Tottenham,Man City,Liverpool,Fulham,Sheffield United,0.5,0.6,0.7,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,1.1,0.5,1.3,0.5,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,17.7
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,-1,0,0,0,4,0,0,0,Fulham,Liverpool,Man City,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,1,0.25,5.55555555555556E-08,2.22222222222222E-07,0,3664,0,1,0,0,0,0,0,0.2,291,0,0,1,0,0,0,0.2,0,0,0,0,0,0.1,4705,0,-1,0,0,10,244,0,0,3,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.6
Darnell,Furlong,DEF,WBA,4500000,1,6,1.5,3.33333333333333E-07,1.33333333333333E-06,0,4618,1,9,0,0,0,0,0,1.3,145,0,0,6,0,0.3,0,1.3,0,0,0,0,1,0.1,3606,0,-1,0,0,293,52,0,0,38,Burnley,Brighton,Fulham,Tottenham,Man Utd,0.9,0.8,1,0.8,2.1,0.8,1.5,0.8,1.7,0.8,1.2,0.8,0.9,1,1,1.4,0.9,0.9,0.8,1.6,1.2,0.8,0.8,0.9,0.8,0.8,0.8,1.1,0.8,1.4,0.8,1.4,0.9,0.8,10.1
