FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ezgjan,Alioski,DEF,LEE,4400000,-1,34,2.61538461538462,5.94405594405594E-07,7.72727272727273E-06,0,57631,1,17,0,0,0,1,0,7.7,3293,-1,0,34,1,0.9,0,3.8,5,0,3,0,0,1.6,120069,0,-1,0,1,728,16516,0,0,155,Man Utd,Burnley,West Brom,Tottenham,Brighton,3.4,1.7,2.8,2.4,0,3.4,2.2,2.7,1.3,2.4,3.3,3,1.9,3.1,1.6,2.6,1.9,3.5,2.6,2,2.4,1.6,2.7,1.7,2.5,44.1
,Alisson,GLK,LIV,5900000,7,44,4,6.77966101694915E-07,7.45762711864407E-06,0,869370,1,10,0,23,0,0,0,7.5,2627,-1,0,44,1,0.6,0,3.5,3,0,3,0,0,6.5,309546,0,-1,1,1,990,9514,0,0,194,Crystal Palace,West Brom,Newcastle,Southampton,Man Utd,4,5.6,3.2,2.5,0,9.3,3.5,4.7,4.3,6,4,3.6,3.6,5.3,4.4,4.2,5,4.7,3.8,3.4,5.1,4.3,4.2,4,5.4,24.6
,Allan,MID,EVE,5300000,0,21,1.8,3.39622641509434E-07,3.9622641509434E-06,0,153880,4,16,0,0,0,0,0,4,2637,-2,0,21,2,0.3,0,1.5,0,0,2,0,0,0.8,81466,0,-1,0,0,1028,31,0,0,140,Arsenal,Sheffield United,Man City,West Ham,Wolverhampton,0,0,0,0,0,1.1,0.9,1,1.3,1,1.2,0.9,1.1,1.1,1.2,1.3,0.9,1.2,0.9,1.3,0.9,1.1,1.7,1.1,0.9,30.5
Bamidele,Alli,MID,TOT,7400000,0,4,0.307692307692308,4.15800415800416E-08,5.40540540540541E-07,0,244611,0,1,0,0,0,0,0,0.5,438,-6,0,4,6,0.1,0,0.4,0,0,0,0,0,0.6,19894,0,-1,0,0,74,163,0,0,13,Leicester,Wolverhampton,Fulham,Leeds United F.C.,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.2
Miguel,Almiron,MID,NEW,5600000,2,30,2.5,4.46428571428571E-07,5.35714285714286E-06,0,72263,1,12,0,0,0,1,0,5.4,1206,-4,0,30,4,0.7,0,3.8,2,0,2,0,1,0.4,30829,0,-1,0,0,672,533,0,0,111,Fulham,Man City,Liverpool,Leicester,Sheffield United,1.9,1.4,1.3,1.2,3,2.3,1.3,2.1,1.5,1.8,2,1.9,1.8,2.3,1.2,2.1,1.2,2.6,1.5,1.2,1.6,2.1,1.4,2.6,2,43.5
Marcos,Alonso,DEF,CHE,5700000,0,2,0.153846153846154,2.69905533063428E-08,3.50877192982456E-07,0,188798,1,6,0,0,0,0,0,0.4,800,-3,0,2,3,0,0,0,0,0,0,0,0,1.5,39574,0,-1,0,0,225,168,0,0,36,West Ham,Arsenal,Aston Villa,Man City,Fulham,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Steven,Alzate,MID,BHA,4300000,0,13,1,2.32558139534884E-07,3.02325581395349E-06,0,106579,1,11,0,0,0,0,0,3,1011,-2,0,13,2,0.2,0,0.8,0,0,2,0,0,0.7,119958,0,-1,0,0,475,3815,0,0,70,Sheffield United,West Ham,Arsenal,Wolverhampton,Man City,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,18.8
Daniel,Amartey,DEF,LEI,3900000,1,1,0.0769230769230769,1.9723865877712E-08,2.56410256410256E-07,0,97245,1,4,0,0,0,0,0,0.3,495,-1,0,1,1,0.1,0,0.2,0,0,0,0,0,0.8,46478,0,-1,0,0,174,3519,0,0,23,Tottenham,Man Utd,Crystal Palace,Newcastle,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Ethan,Ampadu,DEF,SHU,4300000,2,12,0.923076923076923,2.14669051878354E-07,2.7906976744186E-06,0,51218,0,13,0,0,0,0,0,2.8,331,-2,0,12,2,0.2,0,1,0,0,0,0,0,0.4,18367,0,-1,0,0,634,659,0,0,92,Brighton,Everton,Burnley,Crystal Palace,Newcastle,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,19.9
Joachim,Andersen,DEF,FUL,4500000,-1,20,2.5,5.55555555555556E-07,4.44444444444444E-06,0,1139,1,9,0,0,0,0,0,4.4,308,0,0,20,0,0.4,0,2,2,0,2,0,0,0,2322,0,-1,0,0,691,42,0,1,110,Newcastle,Southampton,Tottenham,Burnley,Chelsea,0,0,1.8,2.1,0,4.3,1.8,2.2,1.7,2.6,1.5,2.2,2.1,2.1,3.6,1.6,2.9,2.9,2.7,1.9,1.6,2.1,1.2,2.8,1.5,13.5
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,-1,0,0,0,117,0,0,0,Fulham,Man City,Liverpool,Leicester,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,29145,0,0,0,0,0,0,0,0,57,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11771,0,-1,0,0,0,32,0,0,0,Sheffield United,West Ham,Arsenal,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,0,14,1.07692307692308,1.99430199430199E-07,2.59259259259259E-06,0,38620,2,7,0,0,0,0,0,2.6,496,-1,0,14,1,0.1,0,0.8,0,0,2,0,0,0.2,21252,0,-1,0,0,502,56,0,0,43,Arsenal,Sheffield United,Man City,West Ham,Wolverhampton,0,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,13.6
,Anguissa,MID,FUL,4500000,2,35,2.5,5.55555555555556E-07,7.77777777777778E-06,0,206340,1,17,0,0,0,0,0,7.8,3271,0,0,35,0,0.6,0,2.8,2,0,2,0,2,2.3,304903,0,-1,0,0,1103,14334,0,0,190,Newcastle,Southampton,Tottenham,Burnley,Chelsea,2,2.2,1.5,2.3,0,3.2,1.8,1.9,1.5,1.8,1.8,3,1.3,1.2,1.7,1.7,1.6,2.1,2,1.5,1.7,2.2,1.3,1.5,1.9,54.3
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,-1,0,0,0,28,0,0,0,West Ham,Arsenal,Aston Villa,Man City,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6200000,0,28,4,6.45161290322581E-07,4.51612903225806E-06,0,734450,1,9,0,0,0,3,0,4.5,1528,-3,0,28,3,0,0,0.2,5,0,2,0,0,1.7,148640,0,-1,0,0,526,754,0,0,78,Chelsea,Brighton,Southampton,Everton,Burnley,0,0,3.6,4.5,0,8.4,5.3,4.6,4.5,4.7,5.1,3.6,3.5,3.6,5.3,3.8,3.9,3.4,5.3,3.6,4.4,3.9,5,4.6,4.3,52.4
Alphonse,Areola,GLK,FUL,4500000,3,42,3.2,7.11111111111111E-07,9.33333333333333E-06,0,95551,0,20,0,52,0,0,0,9.3,1622,0,0,42,0,0.8,0,3.5,2,0,2,0,0,1.5,87854,0,-1,0,0,1170,3728,0,0,238,Newcastle,Southampton,Tottenham,Burnley,Chelsea,2.4,3,2.7,3.1,0,6.2,2.7,3.2,2.6,3.7,2.2,3.2,3,3,4.7,2.5,4,4.1,3.9,2.8,2.4,3,1.9,3.9,2.3,38.3
Stuart,Armstrong,MID,SOU,5500000,0,45,4.1,7.45454545454545E-07,8.18181818181818E-06,0,59956,0,11,0,0,0,2,0,8.2,3299,0,0,45,0,0.5,0,2.7,2,0,5,0,2,0.7,84417,0,-1,0,1,932,1661,0,0,151,Man City,Fulham,West Ham,Liverpool,Leicester,4,3.4,4.2,3.7,0,7.5,4.3,2.9,3.2,4,4.7,4.4,3.6,4.9,4.4,3,4.9,3.8,4.1,2.4,3.5,2,4.9,3.9,3.5,47.3
Kepa,Arrizabalaga,GLK,CHE,4700000,0,6,0.461538461538462,9.81996726677578E-08,1.27659574468085E-06,0,164047,0,6,0,8,0,0,0,1.3,336,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,43879,0,-1,0,0,270,39,0,0,40,West Ham,Arsenal,Aston Villa,Man City,Fulham,0.2,0.2,0.2,0.3,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,5898,0,0,0,0,0,0,0,0,17,-3,0,0,3,0,0,0,0,0,0,0,0,0,905,0,-1,0,0,0,0,0,0,0,Fulham,Man City,Liverpool,Leicester,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11400000,0,47,3.6,3.15789473684211E-07,4.12280701754386E-06,0,3083156,2,16,0,0,0,3,0,4.1,24429,-6,0,47,6,0.2,0,2.8,4,0,3,0,1,7.9,486562,1,-1,0,1,1166,340,0,0,146,Everton,Chelsea,Brighton,West Brom,Crystal Palace,0,3,3.7,3.9,2.7,2.9,2.9,1.8,3.3,3.5,2.5,2.6,3.7,4.4,2.4,3.6,2.4,4.8,3.4,2.9,4,3.8,3.5,2.8,3,76
Serge,Aurier,DEF,TOT,5200000,1,36,4.5,8.65384615384615E-07,6.92307692307692E-06,0,311233,0,9,0,0,0,1,0,6.9,4065,-3,0,36,3,0.7,0,3.4,2,0,3,0,1,2.2,201448,0,-1,0,0,693,5524,0,0,158,Leicester,Wolverhampton,Fulham,Leeds United F.C.,Aston Villa,3.9,6,5.5,3.7,6.8,5.1,6.1,5.1,4.3,5.9,5.9,6.2,4.5,5.7,6.5,4.5,4.6,5.1,4.4,5.4,4.8,5.3,6.1,4.9,5.5,33.3
Charlie,Austin,FWD,WBA,5100000,1,3,0.230769230769231,4.52488687782805E-08,5.88235294117647E-07,0,66283,0,3,0,0,0,0,0,0.6,316,-4,0,3,4,0.1,0,0.5,0,0,0,0,0,0.2,13740,0,-1,0,0,78,353,0,0,9,Aston Villa,Liverpool,Leeds United F.C.,Arsenal,Wolverhampton,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Jordan,Ayew,FWD,CRY,5700000,2,28,2.5,4.3859649122807E-07,4.91228070175439E-06,0,459186,0,16,0,0,0,1,0,4.9,2133,-3,0,28,3,0.2,0,1.3,2,0,2,0,1,1.6,121400,0,-1,0,0,704,1040,0,0,74,Liverpool,Aston Villa,Leicester,Sheffield United,Arsenal,2.5,2,1.8,2.9,2.1,1.4,1.8,2.2,2.5,2.2,1.9,2.3,2.7,1.8,2.7,2.1,2,1.9,1.5,2.2,2.1,2.5,1.4,2.1,1.7,28.4
Luke,Ayling,DEF,LEE,4500000,-1,30,2.1,4.66666666666667E-07,6.66666666666667E-06,0,279988,2,30,0,0,0,0,0,6.7,7213,0,0,30,0,0.5,0,2.2,1,0,4,0,0,3.7,274644,0,-1,0,0,1239,3365,0,0,252,Man Utd,Burnley,West Brom,Tottenham,Brighton,2.5,1.2,2,1.7,0,2.3,1.5,1.9,1,1.7,2.5,2.2,1.3,2.3,1.1,1.9,1.3,2.6,1.9,1.4,1.7,1.1,1.9,1.2,1.8,67.1
Cesar,Azpilicueta,DEF,CHE,5600000,0,17,1.30769230769231,2.33516483516484E-07,3.03571428571429E-06,0,422541,1,3,0,0,0,0,0,3,1868,-4,1,17,4,0,0,0,0,0,2,0,1,2.6,78600,0,-1,0,0,320,314,-1,0,72,West Ham,Arsenal,Aston Villa,Man City,Fulham,0.9,1.1,0.7,1.4,0,1.5,1,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.8,1,0.8,0.7,1,0.9,1.2,0.9,0.7,1.2,14.4
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.0833333333333333,-1.70068027210884E-08,-2.04081632653061E-07,0,21278,1,7,0,0,0,0,0,-0.2,141,-1,0,-1,1,0,0,0,0,0,0,0,0,0.2,8782,0,-1,0,0,98,83,0,0,11,Leeds United F.C.,Leicester,Wolverhampton,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian,Balbuena,DEF,WHU,4500000,0,38,3.8,8.44444444444444E-07,8.44444444444444E-06,0,101460,1,11,0,0,0,1,0,8.4,7481,0,0,38,0,0.4,0,1.8,0,0,4,0,0,1.9,216465,0,-1,0,0,900,540,0,0,159,Chelsea,Brighton,Southampton,Everton,Burnley,0,3.4,2.9,3.4,0,8.2,4.3,4.9,5.4,4.2,3.8,3.2,4.9,2.9,5.3,4.5,4.7,3,3.6,3.3,4.4,2.8,4,4.5,3.5,28
George,Baldock,DEF,SHU,5100000,2,22,1.6,3.13725490196078E-07,4.31372549019608E-06,0,272342,1,25,0,0,0,0,0,4.3,1905,-4,0,22,4,0.3,0,1.5,0,0,0,0,1,1.3,42613,0,-1,0,0,1260,163,0,0,157,Brighton,Everton,Burnley,Crystal Palace,Newcastle,0.9,0.8,1.1,1.1,0.8,0.8,1.5,1.6,1.4,0.9,1.3,1,1.5,0.9,1.1,1,1,1.3,1.2,0.9,0.9,1.3,0.8,0.8,0.9,51.2
Gareth,Bale,MID,TOT,9300000,1,14,1.07692307692308,1.15798180314309E-07,1.50537634408602E-06,0,145834,0,4,0,0,0,1,0,1.5,1036,-2,0,14,2,0,0,0.2,3,0,1,0,0,0.3,157034,0,-1,0,0,160,156,0,0,37,Leicester,Wolverhampton,Fulham,Leeds United F.C.,Aston Villa,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,16.1
Patrick,Bamford,FWD,LEE,6400000,2,83,5.9,9.21875E-07,1.296875E-05,0,1353624,1,28,0,0,0,9,0,13,24386,9,-1,83,-9,0.7,0,4.2,11,0,4,0,3,42.8,3924542,0,-1,0,1,1186,98698,1,0,272,Man Utd,Burnley,West Brom,Tottenham,Brighton,8.9,5.8,8.1,7.8,0,13.8,8.8,8.5,6.3,7.5,8.4,7.2,4.6,7.5,5.8,8.1,7.2,6.6,7.3,6.2,8.6,5.9,8,6.9,7.5,115.7
Phil,Bardsley,DEF,BUR,4500000,0,1,0.0833333333333333,1.85185185185185E-08,2.22222222222222E-07,0,38581,2,8,0,0,0,0,0,0.2,130,0,0,1,0,0,0,0,0,0,0,0,0,0.2,10838,0,-1,0,0,270,65,0,0,24,Wolverhampton,Leeds United F.C.,Sheffield United,Fulham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,AVL,5900000,0,32,2.90909090909091,4.9306625577812E-07,5.42372881355932E-06,0,437973,0,9,0,0,0,2,0,5.4,3261,-1,0,32,1,0,0,0,4,0,2,0,1,1.1,464780,0,-1,0,1,494,260,0,0,116,West Brom,Crystal Palace,Chelsea,Man Utd,Tottenham,0,1.6,2.7,2.6,1.5,1.7,3.5,2.3,1.6,1.7,2.9,1.5,3.1,1.9,3.2,3.9,2.1,1.7,1.5,2.4,2.9,1.5,2.2,2.5,1.7,57.8
Ashley,Barnes,FWD,BUR,6000000,6,20,2,3.33333333333333E-07,3.33333333333333E-06,0,15072,1,12,0,0,0,1,0,3.3,198,0,0,20,0,0.3,0,1.8,0,0,3,0,0,0.1,10086,0,-1,0,0,613,261,0,0,47,Wolverhampton,Leeds United F.C.,Sheffield United,Fulham,West Ham,1.3,1.8,1.8,1.7,0,2.8,1,1.3,1.2,1.5,2,1.7,1.5,1.2,1.6,1,1.2,1.4,2,1.3,1,1.7,1.1,1.5,2,30.1
Harvey,Barnes,MID,LEI,6700000,3,48,3.7,5.52238805970149E-07,7.16417910447761E-06,0,683701,0,13,0,0,0,3,0,7.2,6236,-3,1,48,3,0.3,0,2.3,4,0,3,0,1,2.8,586234,0,-1,0,0,919,1923,-1,0,124,Tottenham,Man Utd,Crystal Palace,Newcastle,Southampton,3.5,1.8,3.1,4.4,0,6,4,2.4,3.9,3.6,2.2,3.8,2.8,4.1,4.4,4.8,2.5,3.9,3.7,2.6,3.3,2.8,3.6,3.8,2.2,72.4
Kyle,Bartley,DEF,WBA,4400000,0,18,2.2,5E-07,4.09090909090909E-06,0,19472,1,20,0,0,0,1,0,4.1,374,-1,0,18,1,0.3,0,1.3,0,0,1,0,0,0.1,14699,0,-1,0,0,720,5,0,0,104,Aston Villa,Liverpool,Leeds United F.C.,Arsenal,Wolverhampton,0,1.7,1.3,2.2,0,3.9,3,2.2,1.5,1.4,1.9,1.7,1.6,1.2,1.7,1.3,1.3,1.7,1.7,2.4,2.5,2.2,2.5,2.2,1.6,27.5
Chris,Basham,DEF,SHU,4700000,1,21,1.5,3.19148936170213E-07,4.46808510638298E-06,0,115734,1,24,0,0,0,0,0,4.5,1010,-3,0,21,3,0.3,0,1.3,2,0,0,0,0,0.8,25618,0,-1,0,0,1156,180,0,0,171,Brighton,Everton,Burnley,Crystal Palace,Newcastle,0.8,0.8,1,1,0.8,0.8,1.4,1.4,1.3,0.8,1.2,0.9,1.3,0.8,1,0.9,0.9,1.2,1.1,0.8,0.8,1.2,0.8,0.8,0.8,40.3
