FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5400000,0,47,4.3,7.96296296296296E-07,8.7037037037037E-06,0,227833,0,10,0,0,0,1,0,8.7,1560,-1,0,47,1,0.6,0,3.2,4,0,5,0,0,1.8,142959,1,-1,0,1,980,759,0,0,219,Liverpool,Brighton,Chelsea,West Brom,Man City,5.7,5.1,4.2,5.1,5.6,5.6,4.4,5.5,5.8,4.4,4.3,5,4.8,0,4.7,4.8,5.8,5,5.4,42.4
Trent,Alexander-Arnold,DEF,LIV,7300000,0,53,3.1,4.24657534246575E-07,7.26027397260274E-06,0,3347215,1,21,0,0,0,0,0,7.3,6311,-2,0,53,2,0.4,0,3.2,4,0,4,0,2,13.3,645813,0,-1,0,0,1395,2113,0,0,293,Tottenham,West Ham,Brighton,Man City,Leicester,2.7,3.2,2.9,4.6,3.1,2.4,2.6,3.7,3.4,2.8,3.4,3.5,2.6,2.8,3.5,3,3.4,2.7,3.8,97
Ezgjan,Alioski,DEF,LEE,4500000,0,55,3.2,7.11111111111111E-07,1.22222222222222E-05,0,198889,3,21,0,0,0,2,0,12.2,10797,0,0,55,0,0.2,0,1,6,0,5,0,0,2.8,358207,0,-1,0,2,1092,1889,0,0,234,Newcastle,Leicester,Everton,Crystal Palace,Arsenal,2.8,3.6,2.2,3.5,3.9,4,3.2,3.8,2.6,3.8,2.9,4.2,3.8,3.2,3.4,2.4,3.3,2.5,3.3,57.7
,Alisson,GLK,LIV,5900000,0,67,4.2,7.11864406779661E-07,1.13559322033898E-05,0,946806,1,13,0,35,0,0,0,11.4,2131,-1,0,67,1,0.7,0,4.2,6,0,5,0,0,6.8,400162,0,-1,1,1,1440,2394,0,0,301,Tottenham,West Ham,Brighton,Man City,Leicester,4.3,5,4.5,6.2,4.8,3.9,4.1,5.6,5.2,4.5,5.2,5.3,4.2,4.4,5.4,4.7,5.2,4.3,5.7,34.2
,Allan,MID,EVE,5200000,0,21,1.8,3.46153846153846E-07,4.03846153846154E-06,0,164686,4,16,0,0,0,0,0,4,262,-3,0,21,3,0,0,0,0,0,2,0,0,0.7,81647,0,-1,0,0,1028,7,0,0,140,Leicester,Newcastle,Leeds United F.C.,Man Utd,Fulham,0,1.1,1.3,1,1,0.9,1.1,1.1,1.2,1.5,0.9,1.3,0.9,1.2,0.9,1.1,1.6,1.1,0.9,30.5
Bamidele,Alli,MID,TOT,7400000,0,4,0.222222222222222,3.003003003003E-08,5.40540540540541E-07,0,248499,0,1,0,0,0,0,0,0.5,213,-6,0,4,6,0,0,0,0,0,0,0,0,0.5,21309,0,-1,0,0,74,8,0,0,13,Liverpool,Brighton,Chelsea,West Brom,Man City,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,5.2
Miguel,Almiron,MID,NEW,5600000,9,48,2.7,4.82142857142857E-07,8.57142857142857E-06,0,89215,1,22,0,0,0,2,0,8.6,415,-4,0,48,4,0.5,0,2.7,4,0,2,0,1,0.4,42952,0,-1,0,0,1095,259,0,0,181,Leeds United F.C.,Everton,Crystal Palace,Southampton,Chelsea,2,2.2,2.1,2.5,1.9,1.7,2.4,2.5,1.6,2.2,1.8,2.4,2,1.4,1.8,1.8,1.8,3.3,2.1,67.7
Marcos,Alonso,DEF,CHE,5600000,0,2,0.105263157894737,1.8796992481203E-08,3.57142857142857E-07,0,197245,1,6,0,0,0,0,0,0.4,245,-4,0,2,4,0,0,0,0,0,0,0,0,1.4,41156,0,-1,0,0,225,64,0,0,36,Wolverhampton,Burnley,Tottenham,Sheffield United,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,-1,0,0,0,80,0,0,0,Crystal Palace,Liverpool,Aston Villa,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4300000,0,14,0.736842105263158,1.71358629130967E-07,3.25581395348837E-06,0,157884,1,13,0,0,0,0,0,3.3,2055,-2,0,14,2,0,0,0,0,0,2,0,0,0.8,177347,0,-1,0,0,520,192,0,0,74,Fulham,Tottenham,Liverpool,Burnley,Aston Villa,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.6
Daniel,Amartey,DEF,LEI,3900000,0,3,0.157894736842105,4.04858299595142E-08,7.69230769230769E-07,0,118412,1,5,0,0,0,0,0,0.8,766,-1,0,3,1,0,0,0,0,0,0,0,0,0.9,76322,0,-1,0,0,264,372,0,0,40,Everton,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Ethan,Ampadu,DEF,SHU,4300000,2,28,1.47368421052632,3.42717258261934E-07,6.51162790697674E-06,0,65017,1,21,0,0,0,0,0,6.5,479,-2,0,28,2,0.7,0,3,3,0,1,0,0,0.5,38017,0,-1,0,1,1150,412,0,0,186,Man Utd,Man City,West Brom,Chelsea,West Ham,1.1,1.4,1.1,0.8,1,1,1.4,0.9,0.9,1.1,0.8,1,1.1,0.8,0.8,1.2,0.8,0.7,0.9,41.4
Joachim,Andersen,DEF,FUL,4500000,6,36,2.8,6.22222222222222E-07,8E-06,0,2882,2,13,0,0,0,0,0,8,74,0,0,36,0,0.6,0,2.5,2,0,4,0,0,0,4695,0,-1,0,0,1141,245,0,1,201,Brighton,West Brom,Leicester,West Ham,Everton,2.5,3.1,2.4,3,2.3,2.7,2.6,3,4,2,2.9,3.5,3,0,2.1,2.5,1.8,3.2,2.3,25.7
Elliot,Anderson,MID,NEW,4500000,0,1,0.0526315789473684,1.16959064327485E-08,2.22222222222222E-07,0,1708,0,0,0,0,0,0,0,0.2,51,0,0,1,0,0,0,0.2,0,0,0,0,0,0,2370,0,-1,0,0,3,20,0,0,3,Leeds United F.C.,Everton,Crystal Palace,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,29944,0,0,0,0,0,0,0,0,25,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12293,0,-1,0,0,0,34,0,0,0,Fulham,Tottenham,Liverpool,Burnley,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,2,22,1.29411764705882,2.44173140954495E-07,4.15094339622642E-06,0,41043,2,9,0,0,0,0,0,4.2,101,-2,0,22,2,0.4,0,2.3,0,0,2,0,1,0.2,22276,0,-1,0,0,660,34,0,0,78,Leicester,Newcastle,Leeds United F.C.,Man Utd,Fulham,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.9,0.6,0.8,0.6,0.7,0.6,0.6,1,0.6,0.6,21.7
,Anguissa,MID,FUL,4500000,3,49,2.6,5.77777777777778E-07,1.08888888888889E-05,0,325200,4,21,0,0,0,0,0,10.9,6021,0,0,49,0,0.7,0,3,4,0,4,0,3,2.2,413254,0,-1,0,0,1541,2448,0,0,264,Brighton,West Brom,Leicester,West Ham,Everton,2.2,2.4,1.5,1.9,2.2,3.1,1.5,1.3,1.6,1.8,1.5,2.2,1.9,0,1.8,2.4,1.7,1.7,2.4,75.3
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,-1,0,0,0,6,0,0,0,Wolverhampton,Burnley,Tottenham,Sheffield United,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6400000,5,53,4.4,6.875E-07,8.28125E-06,0,829793,1,11,0,0,0,5,0,8.3,11056,-1,0,53,1,0.9,0,6,11,0,3,0,1,14.7,1268977,0,-1,0,1,825,62852,0,0,158,Crystal Palace,Liverpool,Aston Villa,Fulham,Sheffield United,5.5,5.4,4.3,5.1,5.9,4.4,3.5,4.5,5.2,4.2,4.4,4.5,5.5,4.5,4.6,4.5,5.5,5.8,5,86.8
Alphonse,Areola,GLK,FUL,4500000,10,68,3.8,8.44444444444444E-07,1.51111111111111E-05,0,165069,0,24,0,72,0,0,0,15.1,1874,0,0,68,0,1,0,4.5,7,0,4,0,0,2.9,264263,0,-1,0,1,1620,7792,0,0,345,Brighton,West Brom,Leicester,West Ham,Everton,4,4.7,3.8,4.7,3.7,4.2,4,4.7,5.5,3.3,4.6,5.3,4.7,0,3.4,3.9,3,4.8,3.7,51.9
Stuart,Armstrong,MID,SOU,5500000,8,62,3.9,7.09090909090909E-07,1.12727272727273E-05,0,94796,0,16,0,0,0,3,0,11.3,606,0,0,62,0,0.8,0,4.3,3,0,7,0,2,0.4,94737,0,-1,0,1,1304,621,0,0,217,Arsenal,Aston Villa,Man Utd,Newcastle,Wolverhampton,3.6,3.2,2.8,3.5,4.4,4.1,3.6,4.5,4.1,3.1,4.7,3.9,4,0,3.3,2.3,4.4,3.8,3,67.2
Kepa,Arrizabalaga,GLK,CHE,4700000,0,6,0.315789473684211,6.71892497200448E-08,1.27659574468085E-06,0,168544,0,6,0,8,0,0,0,1.3,130,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,44673,0,-1,0,0,270,54,0,0,40,Wolverhampton,Burnley,Tottenham,Sheffield United,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6048,0,0,0,0,0,0,0,0,7,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Everton,Crystal Palace,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,0,71,4.2,3.71681415929204E-07,6.28318584070796E-06,0,3236182,2,16,0,0,0,5,0,6.3,11400,-7,0,71,7,0.5,0,5.2,6,0,7,0,1,6.8,560211,1,-1,0,1,1514,348,0,0,202,Southampton,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,0,0,4.2,3.7,3.5,3.3,4.2,5.1,3.2,4.1,3.2,5.6,4.2,3.6,4.7,4.4,4.2,3.5,3.9,101.8
Serge,Aurier,DEF,TOT,5200000,0,46,4.6,8.84615384615385E-07,8.84615384615385E-06,0,392062,0,11,0,0,0,2,0,8.8,1118,-3,0,46,3,0.5,0,2.5,2,0,3,0,1,1.8,248256,0,-1,0,0,873,1462,0,0,202,Liverpool,Brighton,Chelsea,West Brom,Man City,6.1,5.6,4.6,5.6,6,6.2,4.9,6,6.4,4.8,4.7,5.5,5.3,0,5.2,5.3,6.2,5.5,5.9,49.5
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,71364,0,5,0,0,0,0,0,1,133,-4,0,5,4,0,0,0.2,0,0,0,0,0,0.2,16185,0,-1,0,0,135,0,0,0,10,Man City,Fulham,Sheffield United,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,4,37,2.3,4.10714285714286E-07,6.60714285714286E-06,0,490390,0,20,0,0,0,1,0,6.6,829,-4,0,37,4,0.4,0,2,2,0,2,0,2,1.5,145170,0,-1,0,0,868,695,0,0,104,West Ham,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,1.7,2,1.9,1.7,1.8,1.9,2.2,1.6,2.4,1.9,1.7,1.8,1.2,1.7,1.8,1.9,1.6,1.6,1.6,41.2
Luke,Ayling,DEF,LEE,4500000,2,46,2.4,5.33333333333333E-07,1.02222222222222E-05,0,400077,3,35,0,0,0,0,0,10.2,3661,0,0,46,0,0.3,0,1.3,1,0,6,0,0,2.8,324556,0,-1,0,0,1689,735,0,0,350,Newcastle,Leicester,Everton,Crystal Palace,Arsenal,1.7,2.4,1.3,2.3,2.6,2.7,2.1,2.5,1.6,2.5,1.9,3.1,2.5,2,2.2,1.5,2.1,1.6,2.1,86.1
Cesar,Azpilicueta,DEF,CHE,5600000,7,38,2,3.57142857142857E-07,6.78571428571429E-06,0,444885,3,7,0,0,0,0,0,6.8,466,-4,0,38,4,0.6,0,3.2,2,0,5,0,1,2.4,89244,0,-1,0,0,770,567,0,0,174,Wolverhampton,Burnley,Tottenham,Sheffield United,Newcastle,2.2,1.5,1.4,1.3,1.3,1,1.7,1.1,1.3,1.8,1.8,1.5,1.4,1.7,1.9,2.3,1.7,1.4,1.7,37.2
Eric,Bailly,DEF,MUN,4900000,0,19,1,2.04081632653061E-07,3.87755102040816E-06,0,51516,2,11,0,0,0,0,0,3.9,3399,-1,0,19,1,0.7,0,3.2,4,0,2,0,0,0.6,68730,0,-1,0,0,548,377,0,0,119,Sheffield United,Arsenal,Southampton,Everton,West Brom,0,0.7,0.5,0.5,0.7,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.7,15.2
Fabian,Balbuena,DEF,WHU,4400000,0,40,3.3,7.5E-07,9.09090909090909E-06,0,245553,1,16,0,0,0,1,0,9.1,2836,-1,0,40,1,0,0,0,0,0,4,0,0,1.1,296608,0,-1,0,0,1080,253,0,0,185,Crystal Palace,Liverpool,Aston Villa,Fulham,Sheffield United,3.3,4.3,3.8,3.8,3.4,2.8,4.1,2.6,4,3.5,3.9,3.1,2.6,3,3.2,2.6,3.3,3.9,3.1,32.4
George,Baldock,DEF,SHU,4900000,2,27,1.6,3.26530612244898E-07,5.51020408163265E-06,0,300432,2,28,0,0,0,0,0,5.5,401,-6,0,27,6,0.1,0,0.5,0,0,0,0,1,0.9,46623,0,-1,0,0,1530,80,0,0,175,Man Utd,Man City,West Brom,Chelsea,West Ham,1.3,1.6,1.3,1,1.2,1.2,1.6,1,1.1,1.3,0.9,1.2,1.3,1,0.9,1.4,0.9,0.8,1,57.3
Gareth,Bale,MID,TOT,9300000,0,14,0.777777777777778,8.36320191158901E-08,1.50537634408602E-06,0,153876,0,4,0,0,0,1,0,1.5,156,-2,0,14,2,0,0,0,3,0,1,0,0,0.3,158639,0,-1,0,0,160,102,0,0,37,Liverpool,Brighton,Chelsea,West Brom,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,16.1
Patrick,Bamford,FWD,LEE,6700000,1,104,5.5,8.2089552238806E-07,1.55223880597015E-05,0,2358781,1,33,0,0,0,10,0,15.5,116241,12,0,104,-12,0.3,0,1.7,13,0,6,0,5,48.8,5417170,0,-1,0,2,1605,13576,0,0,332,Newcastle,Leicester,Everton,Crystal Palace,Arsenal,7.5,7.3,5.7,7.5,6.8,6.5,5.3,6.2,5.7,7.4,7.2,5.3,6.9,5.9,7.8,5.6,6.7,6,6.8,143.5
Phil,Bardsley,DEF,BUR,4400000,0,1,0.0555555555555556,1.26262626262626E-08,2.27272727272727E-07,0,41360,2,8,0,0,0,0,0,0.2,71,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,12074,0,-1,0,0,270,36,0,0,24,Aston Villa,Chelsea,Man City,Brighton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,AVL,5900000,2,40,2.35294117647059,3.98803589232303E-07,6.77966101694915E-06,0,469158,0,12,0,0,0,2,0,6.8,776,-1,0,40,1,0.3,0,2,4,0,4,0,1,0.8,471348,0,-1,0,1,722,520,0,0,136,Burnley,Southampton,West Ham,Arsenal,Brighton,2.1,1.5,1.5,1.3,1.9,1.2,1.9,1.8,1.9,2.5,1.8,1.2,1.3,1.9,1.9,1.2,1.3,1.6,1.6,70.8
Ashley,Barnes,FWD,BUR,6000000,0,35,2.3,3.83333333333333E-07,5.83333333333333E-06,0,35485,4,15,0,0,0,2,0,5.8,1589,0,0,35,0,0.4,0,2.5,4,0,5,0,0,0.3,43036,0,-1,0,0,1020,164,0,0,70,Aston Villa,Chelsea,Man City,Brighton,Crystal Palace,0,1.5,1.6,1.9,2.2,2.2,1.8,1.4,2,1.6,1.4,2.3,2,1.6,1.5,2,1.6,2,2.2,63.9
Harvey,Barnes,MID,LEI,6800000,6,86,4.5,6.61764705882353E-07,1.26470588235294E-05,0,849388,0,18,0,0,0,6,0,12.6,7979,-2,0,86,2,0.9,0,5.8,7,0,5,0,3,5.7,977926,0,-1,0,1,1459,18556,0,0,227,Everton,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,5.4,3.8,5.1,4.7,3.5,4.2,3.6,5.4,5.9,5.7,3.6,4.6,4.7,4.2,4.4,4.9,4.4,4.7,3.5,124.4
Kyle,Bartley,DEF,WBA,4400000,1,25,2.1,4.77272727272727E-07,5.68181818181818E-06,0,22363,1,25,0,0,0,1,0,5.7,96,-1,0,25,1,0.4,0,1.8,0,0,1,0,1,0.1,15894,0,-1,0,0,969,130,0,0,151,Man City,Fulham,Sheffield United,Tottenham,Man Utd,2.8,1.9,1.5,1.6,1.7,1.6,1.4,1.3,1.7,1.1,1.4,1.5,1.9,2,2.2,2.1,2.2,1.9,1.6,38.8
Chris,Basham,DEF,SHU,4600000,2,30,1.5,3.26086956521739E-07,6.52173913043478E-06,0,133292,1,32,0,0,0,0,0,6.5,431,-4,0,30,4,0.3,0,1.2,2,0,0,0,0,0.6,35230,0,-1,0,0,1639,125,0,0,250,Man Utd,Man City,West Brom,Chelsea,West Ham,1.2,1.5,1.2,0.9,1.1,1.1,1.4,0.9,1,1.1,0.8,1.1,1.1,0.9,0.8,1.3,0.8,0.8,0.9,55.6
Michy,Batshuayi,FWD,CRY,5700000,6,27,1.42105263157895,2.49307479224377E-07,4.73684210526316E-06,0,171850,0,10,0,0,0,1,0,4.7,219,-3,0,27,3,0.3,0,1.8,1,0,1,0,2,0.6,59237,0,-1,0,0,457,530,0,0,73,West Ham,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,0.8,0.9,0.9,0.8,0.8,0.9,1,0.7,1.1,0.8,0.8,0.8,0.7,0.8,0.8,0.9,0.7,0.7,0.7,31.1
Jan,Bednarek,DEF,SOU,4900000,1,81,4.3,8.77551020408163E-07,1.6530612244898E-05,0,516969,1,21,0,0,0,1,0,16.5,22402,4,0,81,-4,0.6,0,3,11,0,8,0,1,12.9,1282037,0,-1,0,2,1620,11582,0,0,383,Arsenal,Aston Villa,Man Utd,Newcastle,Wolverhampton,5.5,5.6,5.3,3.5,6.3,4.8,4,4,4.9,4.2,5.1,5.1,6.1,0,4.9,5,6,4.4,4.9,53.2
Hector,Bellerin,DEF,ARS,5100000,1,62,3.6,7.05882352941176E-07,1.2156862745098E-05,0,920229,7,17,0,0,0,0,0,12.2,9834,1,0,62,-1,0.4,0,2.2,11,0,5,0,3,4.8,888087,0,-1,0,3,1460,1235,0,0,291,Southampton,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,3,3.8,4.6,4.5,2.8,5,4.2,3.8,3,4.4,4.6,3.7,4.2,2.7,3.3,4,3.4,4,3.2,63.8
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,4902,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Everton,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,27639,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Chelsea,Crystal Palace,Arsenal,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
