FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4800000,0,0,0,0,0,0,5889,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0,1537,0,-1,0,0,0,0,0,0,0,Man City,Liverpool,Leicester,Sheffield United,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,Abraham,FWD,CHE,7200000,6,60,4.3,5.97222222222222E-07,8.33333333333333E-06,0,365841,0,9,0,0,0,6,0,8.3,2924,-3,0,60,3,0.6,0,4,8,0,5,0,2,3,254074,0,-1,0,1,777,17104,0,0,216,Arsenal,Aston Villa,Man City,Fulham,Leicester,4.9,3.3,4.4,0,10,5,4.5,4.8,5.6,5.3,3.8,4.8,4.6,4.9,4.3,5.5,5.5,5.3,4,5.4,3.6,4.6,4.2,4.7,77
Che,Adams,FWD,SOU,6100000,2,69,4.6,7.54098360655738E-07,1.13114754098361E-05,0,592358,1,18,0,0,0,4,0,11.3,20199,1,0,69,-1,0.6,0,3.5,9,0,6,0,5,9.5,982134,0,-1,0,1,1289,20789,0,0,232,Fulham,West Ham,Liverpool,Leicester,Leeds United F.C.,5.1,4.9,5.9,0,10.8,5.2,3.8,5.8,6,5.6,4.9,4.8,5.9,5.9,5.1,5.1,5.2,6.5,3.9,4.8,4.6,6.1,5,4.3,94.1
Tosin,Adarabioyo,DEF,FUL,4500000,6,38,3.5,7.77777777777778E-07,8.44444444444444E-06,0,3541,1,12,0,0,0,0,0,8.4,426,0,0,38,0,1,0,4.3,5,0,3,0,1,0.2,13527,0,-1,0,1,990,1523,0,0,188,Southampton,Tottenham,Burnley,Chelsea,Man Utd,3.2,3.4,3.4,0,7,3.2,3.8,2.9,4.3,2.7,3.5,3.7,3.7,5,2.9,4.5,4.7,4.3,3.1,2.6,3.5,2.4,4.4,2.7,29.6
,Adrian,GLK,LIV,4300000,0,2,0.142857142857143,3.32225913621262E-08,4.65116279069767E-07,0,51843,0,9,0,7,0,0,0,0.5,306,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,50069,0,-1,0,0,180,197,0,0,28,West Brom,Newcastle,Southampton,Man Utd,Burnley,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Sergio,Aguero,FWD,MCI,10300000,1,5,1.2,1.16504854368932E-07,4.85436893203884E-07,0,434638,0,1,0,0,0,0,0,0.5,3047,-2,0,5,2,0,0,0.3,0,0,1,0,0,1.5,253975,0,-1,0,0,136,1595,0,0,17,Newcastle,Everton,Chelsea,Brighton,Crystal Palace,0.8,0.6,0.6,0.8,1,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.8,0.6,0.8,0.7,0.6,10.4
Ola,Aina,DEF,FUL,4500000,6,42,3.5,7.77777777777778E-07,9.33333333333333E-06,0,20243,0,13,0,0,0,1,0,9.3,641,0,0,42,0,0.7,0,3.2,3,0,3,0,0,0.4,42455,0,-1,0,1,1080,1769,0,0,200,Southampton,Tottenham,Burnley,Chelsea,Man Utd,3.2,3.4,3.4,0,7,3.2,3.8,2.9,4.3,2.7,3.5,3.7,3.7,5,2.9,4.5,4.7,4.3,3.1,2.6,3.5,2.4,4.4,2.7,39.4
Rayan,Ait Nouri,DEF,WOL,5000000,0,20,1.42857142857143,2.85714285714286E-07,4E-06,0,32259,0,5,0,0,0,1,0,4,324,0,0,20,0,0,0,0.2,3,0,1,0,0,0.2,39973,0,-1,0,1,333,100,0,0,76,Tottenham,Man Utd,Brighton,Everton,West Brom,0.7,1.1,0.7,0.7,1.2,0.7,0.9,1.1,0.7,0.7,0.7,0.7,1.2,1.2,1.3,1.2,0.8,0.9,0.8,0.9,0.8,0.8,0.7,1,22.6
Oluwasemilogo Adesewo Ibidapo,Ajayi,DEF,WBA,4800000,8,30,2.1,4.375E-07,6.25E-06,0,23031,2,30,0,0,0,1,0,6.2,134,-2,0,30,2,0.7,0,3.5,1,0,1,0,1,0.2,10381,0,-1,0,1,1260,413,0,0,185,Liverpool,Leeds United F.C.,Arsenal,Wolverhampton,West Ham,1.7,1.2,2,0,3.8,2.8,2,1.5,1.6,1.8,1.5,1.5,1.1,1.7,1.2,1.1,1.4,1.7,2.2,2.3,2.1,2.2,2.1,1.4,27.3
Albian,Ajeti,FWD,WHU,5500000,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,-1,0,0,0,2,0,0,0,Brighton,Southampton,Everton,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ake,DEF,MCI,5400000,7,21,1.61538461538462,2.99145299145299E-07,3.88888888888889E-06,0,561222,3,7,0,0,0,1,0,3.9,1005,-1,0,21,1,0.2,0,1.3,1,0,2,0,0,3.2,255782,0,-1,0,0,469,1490,0,0,97,Newcastle,Everton,Chelsea,Brighton,Crystal Palace,0.8,0.8,0.8,1,1.3,1.1,1.1,1,1.1,0.9,1.4,1.4,1.2,1,1.6,1.1,0.8,1.5,0.9,1.1,0.9,0.8,0.9,0.8,16.5
Marc,Albrighton,MID,LEI,5300000,2,20,1.42857142857143,2.69541778975741E-07,3.77358490566038E-06,0,13446,1,7,0,0,0,0,0,3.8,69,-2,0,20,2,0.4,0,2,0,0,2,0,1,0.1,5165,0,-1,0,0,610,143,0,0,97,Man Utd,Crystal Palace,Newcastle,Southampton,Chelsea,0.7,0.7,1.1,0,1.4,0.9,0.7,0.9,0.8,0.7,0.9,0.7,0.9,1,1.2,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.7,32.7
Toby,Alderweireld,DEF,TOT,5400000,0,34,3.4,6.2962962962963E-07,6.2962962962963E-06,0,177269,0,10,0,0,0,0,0,6.3,709,-1,0,34,1,0.2,0,1.3,3,0,4,0,0,1.7,85322,1,-1,0,0,890,3074,0,0,188,Wolverhampton,Fulham,Leeds United F.C.,Aston Villa,Sheffield United,4.3,3.6,2.3,4.8,3.6,3.9,3.5,2.5,3.8,4.6,4.3,2.8,3.6,4.5,2.6,3.2,3.2,3,3.9,2.9,3.5,4.1,2.9,4,32.9
Trent,Alexander-Arnold,DEF,LIV,7200000,2,37,2.8,3.88888888888889E-07,5.13888888888889E-06,0,3170016,1,19,0,0,0,0,0,5.1,5242,-3,0,37,3,0.4,0,2.7,4,0,2,0,2,14.6,567268,0,-1,0,0,1049,13151,0,0,225,West Brom,Newcastle,Southampton,Man Utd,Burnley,3.3,1.9,1.6,0,5.4,2.3,2.8,2.4,4,2.5,2.1,2.2,3.1,2.8,2.3,3,2.6,2.2,2,3.1,2.3,2.6,2.3,3.2,61.6
Ezgjan,Alioski,DEF,LEE,4400000,6,40,2.85714285714286,6.49350649350649E-07,9.09090909090909E-06,0,66783,1,17,0,0,0,1,0,9.1,2191,-1,0,40,1,0.7,0,3.3,5,0,4,0,0,1.9,151739,0,-1,0,1,818,7688,0,0,181,Burnley,West Brom,Tottenham,Brighton,Southampton,2.1,3.2,2.9,0,3.9,2.5,3.1,1.7,2.8,3.6,3.4,2.1,3.4,1.9,3,2.2,3.9,3,2.5,2.7,1.9,2.9,2.1,2.9,44.1
,Alisson,GLK,LIV,5900000,2,46,3.8,6.44067796610169E-07,7.79661016949152E-06,0,877478,1,11,0,25,0,0,0,7.8,2462,-1,0,46,1,0.4,0,2.5,3,0,3,0,0,6.7,329696,0,-1,1,1,1080,3097,0,0,207,West Brom,Newcastle,Southampton,Man Utd,Burnley,5,3.2,2.7,0,8.5,3.7,4.4,3.9,5.5,4,3.4,3.6,4.8,4.4,3.6,4.7,4,3.5,3.2,4.8,3.7,4.2,3.7,4.8,24.6
,Allan,MID,EVE,5300000,0,21,1.8,3.39622641509434E-07,3.9622641509434E-06,0,157864,4,16,0,0,0,0,0,4,806,-2,0,21,2,0.2,0,1.2,0,0,2,0,0,0.8,81510,0,-1,0,0,1028,23,0,0,140,Sheffield United,Man City,West Ham,Wolverhampton,Aston Villa,0,0,0,0,0,0.9,1,1.2,0.9,1.2,0.9,1.1,1,1.3,1.3,0.9,1.2,0.9,1.2,0.9,1,1.7,1.2,0.9,30.5
Bamidele,Alli,MID,TOT,7400000,0,4,0.285714285714286,3.86100386100386E-08,5.40540540540541E-07,0,245347,0,1,0,0,0,0,0,0.5,157,-6,0,4,6,0,0,0.3,0,0,0,0,0,0.5,20212,0,-1,0,0,74,107,0,0,13,Wolverhampton,Fulham,Leeds United F.C.,Aston Villa,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
Miguel,Almiron,MID,NEW,5600000,2,32,2.5,4.46428571428571E-07,5.71428571428571E-06,0,75643,1,14,0,0,0,1,0,5.7,539,-4,0,32,4,0.6,0,3.4,2,0,2,0,1,0.4,31787,0,-1,0,0,753,207,0,0,123,Man City,Liverpool,Leicester,Sheffield United,Arsenal,1.4,1.2,1.2,3,2.2,1.4,2,1.4,1.7,1.8,1.8,1.9,2.3,1.2,2.1,1.3,2.6,1.6,1.2,1.5,2.2,1.3,2.6,2,47.8
Marcos,Alonso,DEF,CHE,5600000,0,2,0.142857142857143,2.55102040816327E-08,3.57142857142857E-07,0,191049,1,6,0,0,0,0,0,0.4,546,-4,0,2,4,0,0,0,0,0,0,0,0,1.5,40205,0,-1,0,0,225,94,0,0,36,Arsenal,Aston Villa,Man City,Fulham,Leicester,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Steven,Alzate,MID,BHA,4300000,1,14,1,2.32558139534884E-07,3.25581395348837E-06,0,110654,1,13,0,0,0,0,0,3.3,1272,-2,0,14,2,0.2,0,0.8,0,0,2,0,0,0.9,138535,0,-1,0,0,520,5853,0,0,74,West Ham,Arsenal,Wolverhampton,Man City,Leeds United F.C.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,18.8
Daniel,Amartey,DEF,LEI,3900000,0,1,0.0714285714285714,1.83150183150183E-08,2.56410256410256E-07,0,99405,1,4,0,0,0,0,0,0.3,758,-1,0,1,1,0.1,0,0.2,0,0,0,0,0,0.9,57464,0,-1,0,0,174,1573,0,0,23,Man Utd,Crystal Palace,Newcastle,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Ethan,Ampadu,DEF,SHU,4300000,2,14,1,2.32558139534884E-07,3.25581395348837E-06,0,52413,0,14,0,0,0,0,0,3.3,288,-2,0,14,2,0.2,0,1,0,0,0,0,0,0.4,21281,0,-1,0,0,724,871,0,0,105,Everton,Burnley,Crystal Palace,Newcastle,Tottenham,0.5,0.5,0.5,0.5,0.5,0.7,0.8,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,22
Joachim,Andersen,DEF,FUL,4500000,6,26,2.9,6.44444444444444E-07,5.77777777777778E-06,0,1601,1,9,0,0,0,0,0,5.8,42,0,0,26,0,0.6,0,2.8,2,0,3,0,0,0,2620,0,-1,0,0,781,118,0,1,134,Southampton,Tottenham,Burnley,Chelsea,Man Utd,2.4,2.6,2.6,0,5.2,2.4,2.9,2.1,3.3,2,2.7,2.8,2.8,4.1,2.1,3.5,3.7,3.3,2.3,1.9,2.6,1.8,3.4,2,15.8
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,0,-1,0,0,0,38,0,0,0,Man City,Liverpool,Leicester,Sheffield United,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,29301,0,0,0,0,0,0,0,0,36,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11819,0,-1,0,0,0,21,0,0,0,West Ham,Arsenal,Wolverhampton,Man City,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,1,15,1.07142857142857,2.02156334231806E-07,2.83018867924528E-06,0,39322,2,7,0,0,0,0,0,2.8,105,-2,0,15,2,0.2,0,1,0,0,2,0,0,0.2,21399,0,-1,0,0,518,39,0,0,48,Sheffield United,Man City,West Ham,Wolverhampton,Aston Villa,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,14.4
,Anguissa,MID,FUL,4500000,2,37,2.5,5.55555555555556E-07,8.22222222222222E-06,0,217780,2,17,0,0,0,0,0,8.2,3879,0,0,37,0,0.7,0,3,2,0,3,0,2,2.6,342235,0,-1,0,0,1193,9101,0,0,198,Southampton,Tottenham,Burnley,Chelsea,Man Utd,2,1.7,2.3,0,3.1,1.9,2,1.4,1.8,1.8,2.9,1.4,1.2,1.6,1.7,1.7,2.2,1.9,1.5,1.6,2.3,1.5,1.5,1.9,62.7
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,-1,0,0,0,17,0,0,0,Arsenal,Aston Villa,Man City,Fulham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6200000,0,28,4,6.45161290322581E-07,4.51612903225806E-06,0,738676,1,9,0,0,0,3,0,4.5,1004,-3,0,28,3,0,0,0.2,5,0,2,0,0,1.6,150256,0,-1,0,0,526,727,0,0,78,Brighton,Southampton,Everton,Burnley,West Brom,0,0,4.1,0,8.8,5.2,4.7,4.3,4.4,5.2,3.8,3.3,3.8,5.1,4.1,3.8,3.7,5.2,3.8,4.2,4,4.8,4.5,4.1,52.4
Alphonse,Areola,GLK,FUL,4500000,8,50,3.6,8E-07,1.11111111111111E-05,0,101106,0,20,0,54,0,0,0,11.1,1660,0,0,50,0,1,0,4.5,4,0,3,0,0,1.6,98547,0,-1,0,0,1260,4211,0,0,263,Southampton,Tottenham,Burnley,Chelsea,Man Utd,3.3,3.6,3.6,0,7.2,3.3,4,3,4.5,2.9,3.7,3.9,3.8,5.1,3,4.7,4.9,4.5,3.3,2.7,3.6,2.6,4.5,2.8,39.2
Stuart,Armstrong,MID,SOU,5500000,3,48,4,7.27272727272727E-07,8.72727272727273E-06,0,70887,0,11,0,0,0,2,0,8.7,1452,0,0,48,0,0.5,0,2.8,2,0,6,0,2,0.6,86595,0,-1,0,1,1022,685,0,0,159,Fulham,West Ham,Liverpool,Leicester,Leeds United F.C.,3.6,3.9,3.3,0,7.8,3.9,2.6,3.2,4.1,4.5,4.1,3.6,5.1,4.1,3.5,4.7,4.1,3.7,2.6,3.2,2.2,4.5,3.7,3.4,49.1
Kepa,Arrizabalaga,GLK,CHE,4700000,0,6,0.428571428571429,9.11854103343465E-08,1.27659574468085E-06,0,165054,0,6,0,8,0,0,0,1.3,222,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,43967,0,-1,0,0,270,23,0,0,40,Arsenal,Aston Villa,Man City,Fulham,Leicester,0.2,0.2,0.2,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,5935,0,0,0,0,0,0,0,0,12,-3,0,0,3,0,0,0,0,0,0,0,0,0,910,0,-1,0,0,0,0,0,0,0,Man City,Liverpool,Leicester,Sheffield United,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11400000,0,47,3.6,3.15789473684211E-07,4.12280701754386E-06,0,3129918,2,16,0,0,0,3,0,4.1,5576,-6,0,47,6,0.2,0,2.3,4,0,3,0,1,7.3,488820,1,-1,0,1,1166,1768,0,0,146,Chelsea,Brighton,West Brom,Crystal Palace,Newcastle,3,3.7,3.9,2.7,3,3.1,1.9,3.4,3.5,2.7,2.5,3.8,4.3,2.4,3.3,2.3,5,3.4,2.9,4,3.7,3.2,3,3,76
Serge,Aurier,DEF,TOT,5200000,0,36,4.5,8.65384615384615E-07,6.92307692307692E-06,0,320272,0,9,0,0,0,1,0,6.9,1732,-3,0,36,3,0.5,0,2.8,2,0,3,0,1,2.4,221935,0,-1,0,0,693,6346,0,0,158,Wolverhampton,Fulham,Leeds United F.C.,Aston Villa,Sheffield United,6.1,5.3,3.7,6.8,5.4,5.8,5.2,3.9,5.6,6.1,6.2,4.4,5.4,6.5,4,4.9,4.9,4.6,5.7,4.5,5.3,5.9,4.4,5.9,33.3
Charlie,Austin,FWD,WBA,5100000,1,4,0.285714285714286,5.60224089635854E-08,7.84313725490196E-07,0,67000,0,3,0,0,0,0,0,0.8,153,-4,0,4,4,0.1,0,0.7,0,0,0,0,0,0.2,14371,0,-1,0,0,90,143,0,0,12,Liverpool,Leeds United F.C.,Arsenal,Wolverhampton,West Ham,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Jordan,Ayew,FWD,CRY,5600000,0,28,2.5,4.46428571428571E-07,5E-06,0,465248,0,16,0,0,0,1,0,5,1588,-4,1,28,4,0.2,0,1,2,0,2,0,1,1.5,124302,0,-1,0,0,704,475,-1,0,74,Aston Villa,Leicester,Sheffield United,Arsenal,Man City,2.1,1.8,2.7,2.2,1.5,1.9,2.2,2.6,2.2,1.9,2.4,2.5,2.1,2.5,2.1,2,1.8,1.6,2.4,1.9,2.6,1.3,2,1.9,28.4
Luke,Ayling,DEF,LEE,4500000,6,36,2.4,5.33333333333333E-07,8E-06,0,298189,2,30,0,0,0,0,0,8,4854,0,0,36,0,0.5,0,2.2,1,0,5,0,0,3.6,286820,0,-1,0,0,1329,2884,0,0,278,Burnley,West Brom,Tottenham,Brighton,Southampton,1.6,2.5,2.2,0,2.9,1.9,2.4,1.3,2.1,2.8,2.6,1.6,2.6,1.4,2.3,1.7,3.2,2.3,1.9,2.1,1.4,2.2,1.6,2.2,67.1
Cesar,Azpilicueta,DEF,CHE,5600000,0,24,1.71428571428571,3.06122448979592E-07,4.28571428571429E-06,0,427261,1,3,0,0,0,0,0,4.3,1872,-4,0,24,4,0.2,0,1.2,1,0,3,0,1,2.6,84222,0,-1,0,0,410,303,0,0,104,Arsenal,Aston Villa,Man City,Fulham,Leicester,1.5,1.1,2.1,0,2.4,1.7,1.1,1.1,1.1,0.9,0.9,1.3,0.9,1,1.2,1.5,1.3,1,1.4,1.4,1.8,1.4,0.9,1.7,17.8
Eric,Bailly,DEF,MUN,4900000,1,0,0,0,0,0,21581,1,9,0,0,0,0,0,0,95,-1,0,0,1,0,0,0.2,0,0,0,0,0,0.2,9626,0,-1,0,0,188,581,0,0,27,Leicester,Wolverhampton,Aston Villa,Liverpool,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fabian,Balbuena,DEF,WHU,4400000,1,40,3.3,7.5E-07,9.09090909090909E-06,0,110267,1,16,0,0,0,1,0,9.1,2979,-1,0,40,1,0.3,0,1.2,0,0,4,0,0,2.2,249654,0,-1,0,0,1080,7495,0,0,185,Brighton,Southampton,Everton,Burnley,West Brom,2.9,2.3,2.6,0,6.9,3.6,4.1,4.3,3.4,3.1,2.7,4.2,2.5,4.2,3.7,3.8,2.5,2.8,2.7,3.3,2.5,3,3.6,2.8,30
George,Baldock,DEF,SHU,5000000,1,23,1.5,3E-07,4.6E-06,0,277941,2,26,0,0,0,0,0,4.6,1108,-5,0,23,5,0.3,0,1.3,0,0,0,0,1,1.2,43586,0,-1,0,0,1350,398,0,0,161,Everton,Burnley,Crystal Palace,Newcastle,Tottenham,0.8,0.9,1.1,0.8,0.8,1.3,1.5,1.2,0.8,1.2,1,1.2,0.8,1.1,0.8,0.9,1.1,1.2,0.8,1,1.1,0.8,0.8,0.8,52.5
Gareth,Bale,MID,TOT,9300000,0,14,1,1.0752688172043E-07,1.50537634408602E-06,0,147888,0,4,0,0,0,1,0,1.5,464,-2,0,14,2,0,0,0.2,3,0,1,0,0,0.3,157339,0,-1,0,0,160,55,0,0,37,Wolverhampton,Fulham,Leeds United F.C.,Aston Villa,Sheffield United,0,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,16.1
Patrick,Bamford,FWD,LEE,6400000,6,89,5.9,9.21875E-07,1.390625E-05,0,1408429,1,28,0,0,0,10,0,13.9,11855,9,0,89,-9,0.7,0,4.8,11,0,5,0,3,45.6,4196358,0,-1,0,1,1276,67873,0,0,302,Burnley,West Brom,Tottenham,Brighton,Southampton,6.3,8.1,8.1,0,13.8,8.7,8.7,6.4,7.5,8.2,7.3,4.6,7.1,6,8.1,7.3,6.6,7.4,6.7,8.4,6.1,7.8,6.9,7.5,117.5
Phil,Bardsley,DEF,BUR,4500000,0,1,0.0769230769230769,1.70940170940171E-08,2.22222222222222E-07,0,39096,2,8,0,0,0,0,0,0.2,96,0,0,1,0,0,0,0,0,0,0,0,0,0.2,11062,0,-1,0,0,270,62,0,0,24,Leeds United F.C.,Sheffield United,Fulham,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,AVL,5900000,0,32,2.66666666666667,4.51977401129943E-07,5.42372881355932E-06,0,446968,0,9,0,0,0,2,0,5.4,2412,-1,0,32,1,0,0,0,4,0,2,0,1,1,465281,0,-1,0,1,494,46,0,0,116,Crystal Palace,Chelsea,Man Utd,Tottenham,Everton,0,0,2.2,1.3,1.4,3.1,2.2,1.4,1.3,2.6,1.3,2.7,1.7,2.8,3.6,1.7,1.6,1.3,1.9,2.5,1.3,2.1,2.4,1.5,57.8
Ashley,Barnes,FWD,BUR,6000000,1,23,2.1,3.5E-07,3.83333333333333E-06,0,15820,2,13,0,0,0,1,0,3.8,262,0,0,23,0,0.4,0,2.3,2,0,3,0,0,0.2,13595,0,-1,0,0,703,1141,0,0,43,Leeds United F.C.,Sheffield United,Fulham,West Ham,Liverpool,1.8,2,1.7,0,2.9,1,1.3,1.3,1.7,2.2,1.8,1.7,1.4,1.6,1.2,1.3,1.7,2.1,1.4,1.3,1.7,1.3,1.7,2.2,40.9
Harvey,Barnes,MID,LEI,6700000,7,55,3.9,5.82089552238806E-07,8.2089552238806E-06,0,699421,0,15,0,0,0,4,0,8.2,1679,-3,0,55,3,0.5,0,3.2,4,0,3,0,1,2.8,602329,0,-1,0,0,1009,12880,0,0,145,Man Utd,Crystal Palace,Newcastle,Southampton,Chelsea,2,3.6,4.8,0,6.1,4.3,2.6,4.3,4.1,2.3,4.3,2.8,4.4,4.5,5.1,2.5,4,3.8,2.6,3.8,3,3.8,4,2.3,78.8
Kyle,Bartley,DEF,WBA,4400000,0,18,2.2,5E-07,4.09090909090909E-06,0,20421,1,20,0,0,0,1,0,4.1,191,-1,0,18,1,0.2,0,1,0,0,1,0,0,0.1,14717,0,-1,0,0,720,6,0,0,104,Liverpool,Leeds United F.C.,Arsenal,Wolverhampton,West Ham,0,0,0,0,0,2.9,2.1,1.6,1.7,1.9,1.7,1.6,1.2,1.9,1.3,1.2,1.5,1.8,2.4,2.5,2.2,2.3,2.2,1.6,27.5
Chris,Basham,DEF,SHU,4700000,2,23,1.5,3.19148936170213E-07,4.8936170212766E-06,0,118740,1,25,0,0,0,0,0,4.9,531,-3,0,23,3,0.3,0,1.3,2,0,0,0,0,0.7,26415,0,-1,0,0,1246,384,0,0,181,Everton,Burnley,Crystal Palace,Newcastle,Tottenham,0.8,0.9,1.1,0.8,0.8,1.3,1.5,1.2,0.8,1.2,1,1.2,0.8,1.1,0.8,0.9,1.1,1.2,0.8,1,1.1,0.8,0.8,0.8,41.8
Michy,Batshuayi,FWD,CRY,5700000,1,20,2,3.50877192982456E-07,3.50877192982456E-06,0,165475,0,9,0,0,0,0,0,3.5,357,-3,0,20,3,0.1,0,0.7,0,0,1,0,2,0.6,54521,0,-1,0,0,422,107,0,0,45,Aston Villa,Leicester,Sheffield United,Arsenal,Man City,1.4,1.2,1.9,1.5,1,1.3,1.5,1.9,1.5,1.3,1.7,1.7,1.5,1.8,1.5,1.4,1.3,1.1,1.7,1.3,1.9,1,1.4,1.3,26.1
Jan,Bednarek,DEF,SOU,4700000,9,65,4.3,9.14893617021277E-07,1.38297872340426E-05,0,181055,1,16,0,0,0,1,0,13.8,3559,2,0,65,-2,1.2,0,5.7,9,0,6,0,1,8.5,606572,0,-1,0,2,1260,120806,0,0,304,Fulham,West Ham,Liverpool,Leicester,Leeds United F.C.,4.7,5.8,6,0,9.2,5.6,4.8,5.7,3.9,6.2,4.3,3.7,4.4,4.6,4.6,4.8,5,5.7,5.2,4.1,4.9,5.7,4.1,5.2,44
Hector,Bellerin,DEF,ARS,5100000,2,47,3.6,7.05882352941176E-07,9.2156862745098E-06,0,730111,5,16,0,0,0,0,0,9.2,4672,1,0,47,-1,0.1,0,0.7,9,0,3,0,3,5.1,721230,0,-1,0,2,1137,13749,0,0,228,Chelsea,Brighton,West Brom,Crystal Palace,Newcastle,2.8,3.7,4.4,4,2.5,2.9,3.6,4.5,5.1,2.6,4.8,4.2,4,2.9,4.5,4.3,3.8,4,2.6,3.4,4.2,3.1,4.3,3.1,50.1
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,4736,0,0,0,0,0,0,0,0,10,-2,0,0,2,0,0,0,0,0,0,0,0,0,243,0,-1,0,0,0,3,0,0,0,Man Utd,Crystal Palace,Newcastle,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
