FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernardo Silva,MID,MCI,7400000,0,74,2.46666666666667,3.33333333333333E-07,1E-05,0,214743,3,9,0,0,0,2,0,10,727,-1,0,74,1,0.2,0,1.5,4,0,11,0,4,1.1,227884,0,-1,0,1,1717,289,0,0,329,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,0,1.7,1.8,1.6,0,1.5,1.9,1.9,1.9,1.8,109.6
Ryan,Bertrand,DEF,SOU,5000000,0,76,2.8,5.6E-07,1.52E-05,0,170764,5,46,0,0,0,0,0,15.2,146,0,0,76,0,0.6,0,2.8,4,0,8,0,2,0.9,128407,0,-1,0,0,2418,204,0,0,374,Burnley,West Brom,Crystal Palace,Leicester,Liverpool,0,2.6,2.8,3.2,0,2.5,3.4,3,2.5,2.7,63.9
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5495,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Aston Villa,Wolverhampton,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0
Nathan,Bishop,GLK,MUN,4000000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,-1,0,0,0,8,0,0,0,Brighton,Tottenham,Burnley,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,MID,BHA,4400000,3,58,2.1,4.77272727272727E-07,1.31818181818182E-05,0,536702,6,32,0,0,0,1,0,13.2,453,-1,0,58,1,0.5,0,2.2,2,0,8,0,0,1.5,343180,0,-1,0,0,2302,227,0,1,351,Newcastle,Man Utd,Everton,Chelsea,Sheffield United,1.5,1.2,1.3,1.3,2.1,1.3,1.4,1.3,1,1.4,68.1
Jayden,Bogle,DEF,SHU,4300000,0,28,0.96551724137931,2.24538893344026E-07,6.51162790697674E-06,0,15684,2,16,0,0,0,2,0,6.5,20,-2,0,28,2,0,0,0.2,0,0,1,0,0,0.1,12212,0,-1,0,1,803,2,0,0,114,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,0,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,46
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,3006,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,Fulham,Sheffield United,Man City,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5400000,0,60,3.5,6.48148148148148E-07,1.11111111111111E-05,0,262728,1,22,0,0,0,1,0,11.1,58,-1,0,60,1,0.1,0,0.4,4,0,5,0,1,1.2,157442,0,-1,0,0,1530,68,0,0,305,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,4.6,4.1,4.2,3.6,3.9,3.7,3.2,3.3,4.3,52.8
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,28183,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4772,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,Burnley,West Brom,Crystal Palace,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,5900000,7,103,3.6,6.10169491525424E-07,1.74576271186441E-05,0,739822,0,26,0,0,0,6,0,17.5,745,-6,0,103,6,0.4,0,2.6,5,0,7,0,3,1.7,718601,0,-1,0,2,2016,258,0,0,325,Arsenal,Wolverhampton,Leicester,Newcastle,Chelsea,3.1,3,2.9,3.2,3.5,3.8,3.3,3.3,3.6,3.8,133.5
Robbie,Brady,MID,BUR,5000000,0,44,2.3,4.6E-07,8.8E-06,0,15928,3,6,0,0,0,1,0,8.8,9,0,0,44,0,0.1,0,0.4,3,0,7,0,1,0.1,13250,0,-1,0,0,1047,8,0,0,157,Southampton,Newcastle,Man Utd,Wolverhampton,West Ham,0,1.5,1.8,1.3,1.5,1.6,1.9,1.6,1.2,2.4,47.2
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,326813,0,0,0,0,0,0,0,0,99,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,140402,0,-1,0,0,0,0,0,0,0,Crystal Palace,Brighton,Tottenham,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Tottenham,Fulham,Liverpool,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,SHU,4400000,0,26,0.896551724137931,2.03761755485893E-07,5.90909090909091E-06,0,1399783,0,12,0,0,0,0,0,5.9,2785,-1,0,26,1,0.1,0,0.6,0,0,1,0,0,5.7,1413605,0,-1,0,0,853,1384,0,0,62,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,0,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,33.4
Nathan,Broadhead,MID,EVE,4500000,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,-1,0,0,0,2,0,0,0,Crystal Palace,Brighton,Tottenham,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,0,0,0
Josh,Brownhill,MID,BUR,4900000,0,53,2.2,4.48979591836735E-07,1.08163265306122E-05,0,9273,1,25,0,0,0,0,0,10.8,5,-1,0,53,1,0.4,0,2.2,0,0,8,0,0,0,7958,0,-1,0,0,2050,6,0,0,254,Southampton,Newcastle,Man Utd,Wolverhampton,West Ham,0,1.4,1.7,1.2,1.4,1.5,1.8,1.5,1.1,2.2,69.3
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,-1,0,0,0,3,0,0,0,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0
Joe,Bryan,DEF,FUL,4600000,0,13,0.448275862068966,9.74512743628186E-08,2.82608695652174E-06,0,68351,2,13,0,0,0,0,0,2.8,52,-4,0,13,4,0,0,0.2,0,0,0,0,1,0.3,16470,0,-1,0,0,464,6,0,0,88,Leeds United F.C.,Aston Villa,Wolverhampton,Arsenal,Chelsea,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,17.6
Kean,Bryan,DEF,SHU,3900000,0,19,0.655172413793103,1.67992926613616E-07,4.87179487179487E-06,0,42912,1,15,0,0,0,1,0,4.9,137,-1,0,19,1,0.4,0,1.4,0,0,1,0,0,0.4,70170,1,-1,0,0,744,139,0,0,107,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,25.7
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,871,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,-1,0,0,0,7,0,0,0,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0
Oliver,Burke,MID,SHU,4100000,0,38,2,4.8780487804878E-07,9.26829268292683E-06,0,384811,2,16,0,0,0,1,0,9.3,781,-4,0,38,4,0.2,0,0.8,0,0,1,0,2,1.6,421754,0,-1,0,0,1023,1554,0,0,92,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,0,1.1,1.2,1.1,1.4,1,1.5,1.5,1.2,1.8,58.4
Dan,Burn,DEF,BHA,4200000,0,39,1.39285714285714,3.31632653061225E-07,9.28571428571429E-06,0,76890,5,21,0,0,0,0,0,9.3,745,-3,0,39,3,0.2,0,0.8,0,0,4,0,0,0.8,80303,1,-1,0,0,1514,49,0,0,206,Newcastle,Man Utd,Everton,Chelsea,Sheffield United,0.7,1.1,0.7,0.8,0.8,0.7,1.2,1.1,1.2,1.1,50.1
Jack,Butland,GLK,CRY,4500000,0,0,0,0,0,0,4554,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5451,0,-1,0,0,0,11,0,0,0,Everton,Chelsea,Southampton,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0
David,Button,GLK,WBA,3900000,0,2,0.0689655172413793,1.7683465959328E-08,5.12820512820513E-07,0,288660,0,2,0,4,0,0,0,0.5,510,-1,0,2,1,0,0,0,0,0,0,0,0,3.6,228564,0,-1,0,0,90,859,0,0,18,Chelsea,Southampton,Leicester,Aston Villa,Wolverhampton,0,0,0,0,0,0,0,0,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,305963,0,0,0,0,0,0,0,0.3,228,-1,0,1,1,0,0,0,0,0,0,0,0,1.6,256762,0,-1,0,0,22,0,0,0,2,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0.1
Willy,Caballero,GLK,CHE,4600000,0,1,0.0344827586206897,7.49625187406297E-09,2.17391304347826E-07,0,21861,0,3,0,0,0,0,0,0.2,14,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,5764,0,-1,0,0,90,7,0,0,7,West Brom,Crystal Palace,Brighton,West Ham,Fulham,0,0,0,0,0,0,0,0,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,0,37,2.6,5.77777777777778E-07,8.22222222222222E-06,0,23668,3,27,0,0,0,1,0,8.2,61,0,0,37,0,1,0,4.4,4,0,3,0,0,0.2,27247,0,-1,0,1,1260,85,0,0,214,Everton,Chelsea,Southampton,Leicester,Man City,0,2,2.5,1.6,2.1,3.4,1.9,2.9,2.8,2.9,38.7
Moises,Caicedo,MID,BHA,5000000,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,-1,0,0,0,2,0,0,0,Newcastle,Man Utd,Everton,Chelsea,Sheffield United,0,0,0,0,0,0,0,0,0,0,0
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,-1,0,0,0,4,0,0,0,Arsenal,Aston Villa,Leeds United F.C.,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,0.931034482758621,1.79045092838196E-07,5.19230769230769E-06,0,27779,2,15,0,0,0,1,0,5.2,8,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,11403,0,-1,0,0,758,8,0,0,160,Leeds United F.C.,Aston Villa,Wolverhampton,Arsenal,Chelsea,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,57.3
,Callum Robinson,FWD,WBA,5200000,0,52,2.5,4.80769230769231E-07,1E-05,0,233753,0,33,0,0,0,2,0,10,266,-3,0,52,3,0,0,0,4,0,2,0,3,0.5,239804,0,-1,0,1,1178,174,0,0,169,Chelsea,Southampton,Leicester,Aston Villa,Wolverhampton,0,1.6,2.4,2.2,1.8,2.2,2.1,2.1,1.9,1.9,54.4
Dominic,Calvert-Lewin,FWD,EVE,7600000,0,136,5.4,7.10526315789474E-07,1.78947368421053E-05,0,6444449,3,30,0,0,0,14,0,17.9,7253,6,0,136,-6,0.4,0,3.2,16,0,7,0,6,35.8,8055837,0,-1,0,3,2151,11993,0,0,448,Crystal Palace,Brighton,Tottenham,Arsenal,Aston Villa,0,7.1,7.3,5.8,7.1,5.1,6.1,7,6.1,6,192.7
Leonardo,Campana,FWD,WOL,4800000,0,0,0,0,0,0,40940,0,0,0,0,0,0,0,0,47,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,27731,0,-1,0,0,0,47,0,0,0,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,6100000,0,122,5.3,8.68852459016393E-07,2E-05,0,1327769,4,11,0,0,0,1,0,20,6016,6,0,122,-6,0.5,0,3.3,16,0,13,0,3,20.9,2850280,0,-1,0,2,1946,2828,0,0,513,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,0,6.7,6.2,7.1,0,6.3,6.5,6,6.6,5.4,138.1
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,23773,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34603,0,-1,0,0,0,6,0,0,0,Fulham,Sheffield United,Man City,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,7,1,1.44927536231884E-07,1.01449275362319E-06,0,23508,1,1,0,0,0,0,0,1,50,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,24876,0,-1,0,0,170,39,0,0,13,Aston Villa,Newcastle,Man Utd,Everton,Sheffield United,0.5,0.5,0.5,0.5,0,0.7,0.5,0.5,0.5,0.5,12.9
Andy,Carroll,FWD,NEW,5100000,0,28,1,1.96078431372549E-07,5.49019607843137E-06,0,97337,1,8,0,0,0,1,0,5.5,143,-4,0,28,4,0.1,0,0.4,3,0,1,0,1,0.3,77604,0,-1,0,0,374,95,0,0,73,Brighton,Tottenham,Burnley,West Ham,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,27.6
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,8195,0,0,0,0,0,0,0,0,62,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,15487,0,-1,0,0,0,50,0,0,0,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,34126,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,Aston Villa,Newcastle,Man Utd,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0
Oliver,Casey,DEF,LEE,3800000,0,0,0,0,0,0,115687,0,0,0,0,0,0,0,0,131,-2,1,0,2,0,0,0,0,0,0,0,0,0.9,112076,0,-1,0,0,0,309,-1,0,0,Fulham,Sheffield United,Man City,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,0,85,4,8E-07,1.7E-05,0,191323,5,24,0,0,0,0,0,17,205,0,0,85,0,0,0,0,8,0,11,0,2,0.8,209890,0,-1,0,1,1822,187,0,0,408,Tottenham,Fulham,Liverpool,Man City,West Brom,4.3,4.6,5.7,5.3,5.1,4.4,4.9,4.4,4.3,4.2,76.6
,Casilla,GLK,LEE,4200000,0,2,0.0714285714285714,1.70068027210884E-08,4.76190476190476E-07,0,138760,0,1,0,1,0,0,0,0.5,71,-3,0,2,3,0,0,0,0,0,0,0,0,0.8,31384,0,-1,0,0,90,14,0,0,12,Fulham,Sheffield United,Man City,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0.8
Timothy,Castagne,DEF,LEI,5700000,0,67,3.7,6.49122807017544E-07,1.17543859649123E-05,0,1817558,1,19,0,0,0,1,0,11.8,501,2,0,67,-2,0.5,0,2.6,4,0,5,0,3,4,1729665,0,-1,0,2,1535,261,0,0,319,Man City,West Ham,West Brom,Crystal Palace,Southampton,0,4.8,4.6,4.4,4.3,3.6,3.5,4.8,3.8,3.6,66.1
,Cavaleiro,MID,FUL,5300000,2,70,2.5,4.71698113207547E-07,1.32075471698113E-05,0,37753,2,29,0,0,0,3,0,13.2,237,-2,0,70,2,0.4,1,2.2,4,0,6,0,0,0.2,38526,0,-1,0,1,1896,29,0,0,195,Leeds United F.C.,Aston Villa,Wolverhampton,Arsenal,Chelsea,1.7,1.8,1.9,1.9,0,1.9,2.2,1.9,1.7,1.9,119.4
Edinson,Cavani,FWD,MUN,7800000,0,60,3.3,4.23076923076923E-07,7.69230769230769E-06,0,988629,1,9,0,0,0,6,0,7.7,959,-2,0,60,2,0.1,0,0.4,6,0,4,0,2,1.8,1079197,0,-1,0,1,919,658,0,0,222,Brighton,Tottenham,Burnley,Leeds United F.C.,Liverpool,0,3.1,3.2,3.1,3.1,3.1,2.9,2.9,2.9,3,76.1
,Ceballos,MID,ARS,4700000,0,40,1.42857142857143,3.03951367781155E-07,8.51063829787234E-06,0,244208,3,14,0,0,0,0,0,8.5,51,-3,0,40,3,0.1,0,0.4,3,0,4,0,2,0.7,141188,0,-1,0,0,1117,14,0,0,230,West Ham,Liverpool,Sheffield United,Fulham,Everton,0.7,0.7,1.2,0.7,0.7,0.8,0.9,0.7,0.7,0.7,58.7
,Cedric,DEF,ARS,4600000,0,28,1,2.17391304347826E-07,6.08695652173913E-06,0,51034,1,8,0,0,0,0,0,6.1,113,-4,0,28,4,0.2,0,0.8,3,0,2,0,1,0.3,28721,0,-1,0,0,699,48,0,0,121,West Ham,Liverpool,Sheffield United,Fulham,Everton,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,26.5
,Chamberlain,MID,LIV,6300000,0,12,0.413793103448276,6.56814449917898E-08,1.9047619047619E-06,0,7174,0,5,0,0,0,0,0,1.9,7,-2,0,12,2,0.1,0,0.4,0,0,0,0,1,0,5242,0,-1,0,0,221,10,0,0,31,Arsenal,Aston Villa,Leeds United F.C.,Newcastle,Man Utd,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.2
Calum,Chambers,DEF,ARS,4500000,4,6,0.214285714285714,4.76190476190476E-08,1.33333333333333E-06,0,3278,0,4,0,0,0,0,0,1.3,20,0,0,6,0,0.3,0,1.2,0,0,0,0,1,0,3165,0,-1,0,0,180,86,0,0,38,West Ham,Liverpool,Sheffield United,Fulham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Kgaogelo,Chauke,MID,SOU,4400000,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,822,0,-1,0,0,0,10,0,0,0,Burnley,West Brom,Crystal Palace,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5800000,0,104,5,8.62068965517241E-07,1.79310344827586E-05,0,3098999,3,18,0,0,0,2,0,17.9,1636,3,0,104,-3,0.6,0,3.4,7,0,10,0,4,12.3,3720843,0,-1,0,1,1756,3053,0,0,424,West Brom,Crystal Palace,Brighton,West Ham,Fulham,0,6.9,5.7,6,6.3,6.5,6.5,6.6,5.7,6.6,107.6
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1481,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Brighton,Tottenham,Burnley,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4700000,0,13,0.448275862068966,9.53778429933969E-08,2.76595744680851E-06,0,7156,1,2,0,0,0,0,0,2.8,5,-3,0,13,3,0.2,0,0.8,0,0,2,0,0,0,3227,0,-1,0,0,301,3,0,0,56,Man City,West Ham,West Brom,Crystal Palace,Southampton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Andreas,Christensen,DEF,CHE,4700000,0,41,1.41379310344828,3.00807043286867E-07,8.72340425531915E-06,0,35944,1,11,0,0,0,0,0,8.7,330,-3,0,41,3,1.3,0,6,6,0,5,0,0,0.9,71660,0,-1,0,1,999,4590,0,1,233,West Brom,Crystal Palace,Brighton,West Ham,Fulham,0,1.1,0.8,0.8,1,1,1.2,1,0.8,1.1,29.6
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10233,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Aston Villa,Wolverhampton,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0
Carney,Chukwuemeka,MID,AVL,4500000,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,-1,0,0,0,0,0,0,0,Tottenham,Fulham,Liverpool,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,1,40,2.2,4.88888888888889E-07,8.88888888888889E-06,0,54541,3,29,0,0,0,1,0,8.9,305,0,0,40,0,0.5,0,2.2,2,0,3,0,0,0.2,63667,1,-1,0,0,1564,39,0,0,246,Brighton,Tottenham,Burnley,West Ham,Liverpool,1.7,1.8,1.6,2.3,2.5,2.1,1.8,2.5,2,2.2,47.7
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,Newcastle,Man Utd,Everton,Chelsea,Sheffield United,0,0,0,0,0,0,0,0,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,-1,0,0,0,0,0,0,0,Arsenal,Aston Villa,Leeds United F.C.,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,0,28,0.96551724137931,2.1455938697318E-07,6.22222222222222E-06,0,56419,2,22,0,0,0,0,0,6.2,28,0,0,28,0,0,0,0,0,0,2,0,1,0.1,59936,0,-1,0,0,1145,0,0,0,172,Everton,Chelsea,Southampton,Leicester,Man City,0,0,0.5,0.5,0.5,0.8,0.5,0.6,0.6,0.6,27.2
Conor,Coady,DEF,WOL,4800000,0,85,3,6.25E-07,1.77083333333333E-05,0,746050,4,37,0,0,0,1,0,17.7,606,-2,0,85,2,1.1,0,5.2,6,0,8,0,0,4.6,442734,0,-1,0,0,2493,2276,0,0,456,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,3.7,3.3,3.4,2.9,3.2,2.9,2.5,2.6,3.5,64.5
Seamus,Coleman,DEF,EVE,4800000,0,32,1.14285714285714,2.38095238095238E-07,6.66666666666667E-06,0,264197,0,15,0,0,0,0,0,6.7,81,-2,0,32,2,0.3,0,1.4,1,0,2,0,1,0.6,224489,0,-1,0,0,898,43,0,0,178,Crystal Palace,Brighton,Tottenham,Arsenal,Aston Villa,0,0.6,0.7,0.6,0.9,0.6,0.8,0.6,0.8,1,37.2
Aaron,Connolly,FWD,BHA,5200000,0,36,1.28571428571429,2.47252747252747E-07,6.92307692307692E-06,0,109696,0,15,0,0,0,2,0,6.9,51,-3,0,36,3,0.1,0,0.4,2,0,1,0,1,0.3,83841,0,-1,0,0,715,66,0,0,87,Newcastle,Man Utd,Everton,Chelsea,Sheffield United,0.9,0.7,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.7,45
Liam,Cooper,DEF,LEE,4300000,0,52,2.5,5.81395348837209E-07,1.2093023255814E-05,0,99501,3,38,0,0,0,1,0,12.1,323,-2,0,52,2,0.4,0,1.8,2,0,5,0,0,0.4,69465,0,-1,0,0,1871,8,0,0,413,Fulham,Sheffield United,Man City,Liverpool,Man Utd,0,0,0,2.6,2.5,2.2,2.1,2,1.8,2.6,82.9
Theo,Corbeanu,MID,WOL,4500000,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,-1,0,0,0,3,0,0,0,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,0,18,0.620689655172414,1.24137931034483E-07,3.6E-06,0,11680,1,12,0,0,0,0,0,3.6,5,0,0,18,0,0.2,0,1.2,0,0,2,0,0,0,11114,0,-1,0,0,735,0,0,0,74,Southampton,Newcastle,Man Utd,Wolverhampton,West Ham,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.9
,Costa,MID,LEE,5000000,0,56,2,4E-07,1.12E-05,0,1055176,0,21,0,0,0,3,0,11.2,368,-5,0,56,5,0.4,0,2,2,0,2,0,4,2.2,1060684,1,-1,0,1,923,55,0,0,144,Fulham,Sheffield United,Man City,Liverpool,Man Utd,1.5,2.2,1,1,1,1.4,1.1,1.6,1.2,1.6,59
Vladimir,Coufal,DEF,WHU,4600000,0,91,3.6,7.82608695652174E-07,1.97826086956522E-05,0,556719,3,31,0,0,0,0,0,19.8,3336,1,0,91,-1,0.5,0,2.2,9,0,8,0,4,5.6,981273,0,-1,0,0,2244,1069,0,0,454,Arsenal,Wolverhampton,Leicester,Newcastle,Chelsea,4.4,4.4,3.6,3.2,3.9,3.3,3.1,3.6,4.2,3.9,100.9
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,-1,0,0,0,3,0,0,0,Arsenal,Wolverhampton,Leicester,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5900000,0,135,4.7,7.96610169491525E-07,2.28813559322034E-05,0,1177215,2,35,0,0,0,0,0,22.9,4505,9,0,135,-9,0.6,0,3.4,20,0,10,0,10,28.7,3250935,0,-1,0,3,2610,5181,0,0,622,Arsenal,Wolverhampton,Leicester,Newcastle,Chelsea,6.3,5.8,5.3,4.8,5.7,5,4.7,5.4,6,5.7,129.8
Charlie,Cresswell,DEF,LEE,4000000,0,0,0,0,0,0,6088,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10338,0,-1,0,0,0,44,0,0,0,Fulham,Sheffield United,Man City,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,1146,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,0,-1,0,0,0,9,0,0,0,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0
