FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rhian,Brewster,FWD,SHU,4200000,0,32,0.914285714285714,2.17687074829932E-07,7.61904761904762E-06,0,1537234,1,16,0,0,0,0,0,7.6,1611,-3,0,32,3,0.2,0,0.8,0,0,2,0,0,5,1494769,0,-1,0,0,1079,1995,0,0,81,Everton,Newcastle,Burnley,,,0.5,0.5,0.5,44.6
Nathan,Broadhead,MID,EVE,4500000,0,1,0.0285714285714286,6.34920634920635E-09,2.22222222222222E-07,0,123,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190,0,-1,0,0,2,3,0,0,5,Sheffield United,Wolverhampton,Man City,,,0,0,0,0.2
Josh,Brownhill,MID,BUR,4900000,2,71,2.3,4.69387755102041E-07,1.44897959183673E-05,0,9979,2,38,0,0,0,0,0,14.5,39,-1,0,71,1,0.6,0,3,0,0,10,0,1,0.1,9334,0,-1,0,0,2677,25,0,0,335,Leeds United F.C.,Liverpool,Sheffield United,,,1.6,1.2,2.4,95
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,-1,0,0,0,3,0,0,0,Everton,Newcastle,Burnley,,,0,0,0,0
Joe,Bryan,DEF,FUL,4500000,1,15,0.428571428571429,9.52380952380952E-08,3.33333333333333E-06,0,69418,2,15,0,0,0,0,0,3.3,18,-5,0,15,5,0.1,0,0.5,0,0,0,0,1,0.3,16863,0,-1,0,0,498,16,0,0,94,Southampton,Man Utd,Newcastle,,,0.2,0.2,0.2,19.9
Kean,Bryan,DEF,SHU,3900000,0,29,0.828571428571429,2.12454212454212E-07,7.43589743589744E-06,0,54284,1,17,0,0,0,1,0,7.4,203,-1,0,29,1,0.5,0,2,0,0,2,0,0,0.5,86027,1,-1,0,0,1003,348,0,0,149,Everton,Newcastle,Burnley,,,0.4,0.4,0.4,32.7
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,0,-1,0,0,0,21,0,0,0,Tottenham,Everton,Man Utd,,,0,0,0,0
Oliver,Burke,MID,SHU,4100000,0,46,1.8,4.39024390243902E-07,1.1219512195122E-05,0,447193,2,21,0,0,0,1,0,11.2,3157,-4,0,46,4,0.2,0,1,0,0,1,0,2,2.1,520689,0,-1,0,0,1260,336,0,0,114,Everton,Newcastle,Burnley,,,0,0,0,65.9
Dan,Burn,DEF,BHA,4200000,3,56,1.6,3.80952380952381E-07,1.33333333333333E-05,0,100573,5,24,0,0,0,0,0,13.3,315,-3,0,56,3,0.8,0,3.2,1,0,6,0,0,0.7,96899,1,-1,0,0,1877,354,0,0,289,West Ham,Man City,Arsenal,,,1.4,1.4,1.4,66.6
Jack,Butland,GLK,CRY,4500000,2,2,0.0571428571428571,1.26984126984127E-08,4.44444444444444E-07,0,5055,0,2,0,3,0,0,0,0.4,8,0,0,2,0,0.1,0,0.4,0,0,0,0,0,0.1,5924,0,-1,0,0,90,14,0,0,14,Aston Villa,Arsenal,Liverpool,,,0,0,0,0
David,Button,GLK,WBA,3900000,0,2,0.0571428571428571,1.46520146520147E-08,5.12820512820513E-07,0,326273,0,2,0,4,0,0,0,0.5,778,-1,0,2,1,0,0,0,0,0,0,0,0,3.7,274083,0,-1,0,0,90,296,0,0,18,Liverpool,West Ham,Leeds United F.C.,,,0,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,314380,0,0,0,0,0,0,0,0.3,173,-1,0,1,1,0,0,0,0,0,0,0,0,1.5,256762,0,-1,0,0,22,0,0,0,2,Tottenham,Everton,Man Utd,,,0,0,0,0.1
Willy,Caballero,GLK,CHE,4600000,0,1,0.0277777777777778,6.03864734299517E-09,2.17391304347826E-07,0,22303,0,3,0,0,0,0,0,0.2,11,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,5993,0,-1,0,0,90,9,0,0,7,Leicester,Aston Villa,,,,0,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,1,51,2.8,6.22222222222222E-07,1.13333333333333E-05,0,28916,3,34,0,0,0,1,0,11.3,167,0,0,51,0,0.5,0,2.4,6,0,4,0,1,0.2,36120,0,-1,0,1,1620,125,0,0,292,Aston Villa,Arsenal,Liverpool,,,2.9,3,3.4,51.6
Moises,Caicedo,MID,BHA,5000000,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,-1,0,0,0,6,0,0,0,West Ham,Man City,Arsenal,,,0,0,0,0
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,-1,0,0,0,1,0,0,0,West Brom,Burnley,Crystal Palace,,,0,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,2.7,5.19230769230769E-07,5.19230769230769E-06,0,28217,2,15,0,0,0,1,0,5.2,10,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,11733,0,-1,0,0,758,12,0,0,160,Southampton,Man Utd,Newcastle,,,0,0,0,57.3
,Callum Robinson,FWD,WBA,5200000,0,77,2.9,5.57692307692308E-07,1.48076923076923E-05,0,286157,0,40,0,0,0,5,0,14.8,918,-3,0,77,3,0.2,0,1.2,8,0,3,0,3,0.9,320235,0,-1,0,2,1492,274,0,0,275,Liverpool,West Ham,Leeds United F.C.,,,2.6,2.5,2.3,83
Dominic,Calvert-Lewin,FWD,EVE,7600000,0,159,5.3,6.97368421052632E-07,2.09210526315789E-05,0,7513178,3,33,0,0,0,16,0,20.9,6126,6,0,159,-6,0.5,0,3.5,21,0,10,0,6,34.1,8999539,0,-1,0,3,2601,8045,0,0,513,Sheffield United,Wolverhampton,Man City,,,6.8,5.7,6.1,227.9
Leonardo,Campana,FWD,WOL,4700000,0,0,0,0,0,0,42829,0,0,0,0,0,0,0,0,39,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,29394,0,-1,0,0,0,34,0,0,0,Tottenham,Everton,Man Utd,,,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5800000,11,141,5.2,8.96551724137931E-07,2.43103448275862E-05,0,2044580,5,18,0,0,0,2,0,24.3,2222,3,0,141,-3,0.8,0,4.5,18,0,14,0,4,13.7,2982439,0,-1,0,3,2289,12411,0,0,617,Newcastle,Brighton,Everton,,,6.1,6.3,5.1,163.7
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,26010,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0.2,35606,0,-1,0,0,0,19,0,0,0,Burnley,Southampton,West Brom,,,0,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,13,1.4,2.02898550724638E-07,1.88405797101449E-06,0,27314,2,2,0,0,0,1,0,1.9,27,-1,0,13,1,0,0,0,0,0,1,0,0,0.1,28585,0,-1,0,0,305,12,0,0,38,Wolverhampton,Aston Villa,Leicester,,,0.8,0.7,0.8,22
Andy,Carroll,FWD,NEW,5100000,0,29,0.828571428571429,1.62464985994398E-07,5.68627450980392E-06,0,101905,1,8,0,0,0,1,0,5.7,59,-4,0,29,4,0,0,0.2,3,0,1,0,1,0.3,79970,0,-1,0,0,375,35,0,0,76,Man City,Sheffield United,Fulham,,,0.4,0.5,0.4,27.6
Scott,Carson,GLK,MCI,3900000,7,7,0.2,5.12820512820513E-08,1.79487179487179E-06,0,11782,0,3,0,2,0,0,0,1.8,120,-1,0,7,1,0.5,0,1.8,1,0,0,0,0,0.2,22809,0,-1,1,1,90,1880,0,0,27,Newcastle,Brighton,Everton,,,0.1,0.1,0.1,3.7
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,34620,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,Wolverhampton,Aston Villa,Leicester,,,0,0,0,0
Fabio,Carvalho,MID,FUL,4500000,7,8,0.228571428571429,5.07936507936508E-08,1.77777777777778E-06,0,65,0,3,0,0,0,1,0,1.8,16,0,0,8,0,0.6,0,2.7,0,0,0,0,0,0,345,0,-1,0,0,102,99,0,0,28,Southampton,Man Utd,Newcastle,,,0.1,0.1,0.1,12.1
Oliver,Casey,DEF,LEE,3800000,0,0,0,0,0,0,128117,0,0,0,0,0,0,0,0,322,-2,0,0,2,0,0,0,0,0,0,0,0,1,131498,0,-1,0,0,0,343,0,0,0,Burnley,Southampton,West Brom,,,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,0,89,3.2,6.4E-07,1.78E-05,0,205823,6,35,0,0,0,0,0,17.8,796,0,0,89,0,0,0,0.2,8,0,11,0,2,0.8,220662,0,-1,0,1,2373,10,0,1,468,Crystal Palace,Tottenham,Chelsea,,,0,0,0,98.7
,Casilla,GLK,LEE,4100000,0,2,0.0571428571428571,1.39372822299652E-08,4.8780487804878E-07,0,141743,0,1,0,1,0,0,0,0.5,60,-4,0,2,4,0,0,0,0,0,0,0,0,0.8,32541,0,-1,0,0,90,24,0,0,12,Burnley,Southampton,West Brom,,,0,0,0,0.8
Timothy,Castagne,DEF,LEI,5800000,0,93,3.7,6.37931034482759E-07,1.60344827586207E-05,0,1999573,1,31,0,0,0,2,0,16,3256,3,0,93,-3,0.8,0,4.8,7,0,6,0,4,6.1,2084025,0,-1,0,4,2165,2139,0,0,452,Chelsea,Tottenham,,,,0,4.1,3.7,98
,Cavaleiro,MID,FUL,5300000,2,81,2.4,4.52830188679245E-07,1.52830188679245E-05,0,45733,2,40,0,0,0,3,0,15.3,113,-2,0,81,2,0.4,1,2.2,4,0,7,0,0,0.1,41929,0,-1,0,1,2285,55,0,0,245,Southampton,Man Utd,Newcastle,,,1.6,1.5,1.6,143.8
Edinson,Cavani,FWD,MUN,8000000,0,90,3.6,4.5E-07,1.125E-05,0,1284161,4,17,0,0,0,9,0,11.2,2954,0,0,90,0,0.4,0,3.6,11,0,4,0,4,6,1715737,0,-1,0,1,1278,12680,0,0,332,Fulham,Wolverhampton,,,,0,3.5,3.5,109.1
,Ceballos,MID,ARS,4700000,0,62,2.5,5.31914893617021E-07,1.31914893617021E-05,0,254294,4,17,0,0,0,0,0,13.2,303,-3,0,62,3,0.6,0,2.8,7,0,6,0,4,0.8,161405,0,-1,0,0,1609,45,0,0,331,Crystal Palace,Brighton,,,,0,1.8,1.7,92.4
,Cedric,DEF,ARS,4600000,0,28,0.777777777777778,1.69082125603865E-07,6.08695652173913E-06,0,65839,1,11,0,0,0,0,0,6.1,70,-4,0,28,4,0,0,0,3,0,2,0,1,0.3,41323,0,-1,0,0,744,17,0,0,125,Crystal Palace,Brighton,,,,0,0.4,0.4,29.2
,Chamberlain,MID,LIV,6300000,0,14,0.4,6.34920634920635E-08,2.22222222222222E-06,0,7565,0,6,0,0,0,0,0,2.2,11,-2,0,14,2,0.1,0,0.4,0,0,0,0,1,0.1,5629,0,-1,0,0,233,12,0,0,34,West Brom,Burnley,Crystal Palace,,,0.2,0.2,0.2,12.1
Calum,Chambers,DEF,ARS,4500000,0,23,0.638888888888889,1.41975308641975E-07,5.11111111111111E-06,0,15354,0,9,0,0,0,0,0,5.1,81,0,0,23,0,0.4,0,1.8,1,0,1,0,2,0.2,24715,0,-1,0,0,571,116,0,0,112,Crystal Palace,Brighton,,,,0,0.3,0.3,28.4
Kgaogelo,Chauke,MID,SOU,4400000,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,1200,0,-1,0,0,0,4,0,0,0,Fulham,Leeds United F.C.,West Ham,,,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5900000,0,126,5,8.47457627118644E-07,2.13559322033898E-05,0,3280334,3,20,0,0,0,2,0,21.4,3366,4,0,126,-4,0.7,0,4,10,0,12,0,5,13.9,4032102,0,-1,0,2,2106,4931,0,0,504,Leicester,Aston Villa,,,,0,5.4,6.8,125.1
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1496,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Fulham,Wolverhampton,,,,0,0,0,0
Hamza,Choudhury,MID,LEI,4600000,0,14,0.388888888888889,8.45410628019324E-08,3.04347826086957E-06,0,7479,1,2,0,0,0,0,0,3,17,-4,0,14,4,0,0,0.2,0,0,2,0,0,0.1,4271,0,-1,0,0,311,644,0,0,59,Chelsea,Tottenham,,,,0,0.2,0.2,7.6
Andreas,Christensen,DEF,CHE,4700000,0,61,1.69444444444444,3.60520094562648E-07,1.29787234042553E-05,0,116076,2,17,0,0,0,0,0,13,759,-3,0,61,3,0.9,0,4.2,9,0,8,0,0,1.2,177574,0,-1,0,1,1371,873,0,1,323,Leicester,Aston Villa,,,,0,1,1.4,40.9
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10258,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,Southampton,Man Utd,Newcastle,,,0,0,0,0
Carney,Chukwuemeka,MID,AVL,4500000,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,-1,0,0,0,8,0,0,0,Crystal Palace,Tottenham,Chelsea,,,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,46,2.1,4.66666666666667E-07,1.02222222222222E-05,0,63223,3,35,0,0,0,1,0,10.2,212,0,0,46,0,0.2,0,0.8,2,0,3,0,0,0.2,68803,1,-1,0,0,1890,355,0,0,291,Man City,Sheffield United,Fulham,,,2.2,1.9,2,53.9
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,West Ham,Man City,Arsenal,,,0,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,-1,0,0,0,2,0,0,0,West Brom,Burnley,Crystal Palace,,,0,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,0,28,0.8,1.77777777777778E-07,6.22222222222222E-06,0,57749,2,22,0,0,0,0,0,6.2,32,0,0,28,0,0,0,0,0,0,2,0,1,0.1,60349,0,-1,0,0,1145,1,0,0,172,Aston Villa,Arsenal,Liverpool,,,0,0.4,0.5,27.2
Conor,Coady,DEF,WOL,4900000,1,103,2.9,5.91836734693878E-07,2.10204081632653E-05,0,922073,5,48,0,0,0,1,0,21,2972,-1,0,103,1,0.4,0,2.2,7,0,10,0,0,6.7,793853,0,-1,0,0,3123,581,0,0,581,Tottenham,Everton,Man Utd,,,2.5,2.7,3.3,75.4
Seamus,Coleman,DEF,EVE,4900000,0,73,2.08571428571429,4.25655976676385E-07,1.48979591836735E-05,0,286864,0,18,0,0,0,0,0,14.9,916,-1,0,73,1,0.8,0,4,4,0,7,0,3,3.2,454611,0,-1,0,1,1436,838,0,0,336,Sheffield United,Wolverhampton,Man City,,,1.6,1.9,2.4,69.5
Aaron,Connolly,FWD,BHA,5200000,0,37,1.05714285714286,2.03296703296703E-07,7.11538461538462E-06,0,111812,0,15,0,0,0,2,0,7.1,30,-3,0,37,3,0,0,0.2,2,0,1,0,1,0.3,84621,0,-1,0,0,738,38,0,0,92,West Ham,Man City,Arsenal,,,0.5,0.5,0.5,46
Liam,Cooper,DEF,LEE,4300000,0,52,2.3,5.34883720930233E-07,1.2093023255814E-05,0,106217,3,40,0,0,0,1,0,12.1,55,-2,0,52,2,0,0,0,2,0,5,0,0,0.3,70644,0,-1,0,0,2006,38,0,1,419,Burnley,Southampton,West Brom,,,1.6,1.4,2.2,85.1
Theo,Corbeanu,MID,WOL,4400000,1,1,0.0285714285714286,6.49350649350649E-09,2.27272727272727E-07,0,540,0,0,0,0,0,0,0,0.2,4,-1,0,1,1,0,0,0.2,0,0,0,0,0,0,632,0,-1,0,0,8,6,0,0,5,Tottenham,Everton,Man Utd,,,0,0,0,0
Jack,Cork,MID,BUR,5000000,2,29,2.1,4.2E-07,5.8E-06,0,11854,2,21,0,0,0,0,0,5.8,6,0,0,29,0,0.4,0,2.2,0,0,4,0,0,0,11488,0,-1,0,0,1185,15,0,0,131,Leeds United F.C.,Liverpool,Sheffield United,,,1.4,1,2.1,30.2
,Costa,MID,LEE,5000000,0,63,2.9,5.8E-07,1.26E-05,0,1067437,0,23,0,0,0,3,0,12.6,341,-5,0,63,5,0.2,0,1,2,0,3,0,4,2.1,1063072,1,-1,0,1,1150,9,0,0,162,Burnley,Southampton,West Brom,,,0,0,0,64.7
Vladimir,Coufal,DEF,WHU,4800000,2,116,3.6,7.5E-07,2.41666666666667E-05,0,701224,3,42,0,0,0,0,0,24.2,2327,3,0,116,-3,0.7,0,3.4,11,0,8,0,8,8.1,1334700,0,-1,0,0,2874,9993,0,0,583,Brighton,West Brom,Southampton,,,3.6,3.9,3.8,147.9
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,-1,0,0,0,12,0,0,0,Brighton,West Brom,Southampton,,,0,0,0,0
Aaron,Cresswell,DEF,WHU,5600000,3,142,4.2,7.5E-07,2.53571428571429E-05,0,2305900,3,40,0,0,0,0,0,25.4,11447,6,0,142,-6,0.2,0,1.2,21,0,10,0,10,16.6,3392974,0,-1,0,3,2990,6783,0,0,680,Brighton,West Brom,Southampton,,,4.5,4.9,4.7,154.8
Charlie,Cresswell,DEF,LEE,4000000,0,0,0,0,0,0,7790,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0.1,12274,0,-1,0,0,0,28,0,0,0,Burnley,Southampton,West Brom,,,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,-1,0,0,0,11,0,0,0,Tottenham,Everton,Man Utd,,,0,0,0,0
Patrick,Cutrone,FWD,WOL,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,3431,0,0,0,0,0,0,0,0.3,1,-1,0,2,1,0,0,0,0,0,0,0,0,0,3443,0,-1,0,0,23,0,0,0,5,Tottenham,Everton,Man Utd,,,0,0,0,0.2
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,-1,0,0,0,17,0,0,0,Chelsea,Tottenham,,,,0,0,0,0
Stuart,Dallas,DEF,LEE,5400000,6,164,4.6,8.51851851851852E-07,3.03703703703704E-05,0,1744864,6,52,0,0,0,8,0,30.4,1904,9,-1,164,-9,0.9,0,4.6,15,0,11,0,3,30.3,3801747,0,-1,0,4,3230,18092,1,0,690,Burnley,Southampton,West Brom,,,4.8,4.3,5.9,168.5
,Dalot,DEF,MUN,4800000,0,0,0,0,0,0,3646,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,463,0,-1,0,0,0,0,0,0,0,Fulham,Wolverhampton,,,,0,0,0,0
Scott,Dann,DEF,CRY,4200000,0,39,1.11428571428571,2.6530612244898E-07,9.28571428571429E-06,0,135089,1,24,0,0,0,1,0,9.3,117,-3,0,39,3,0.3,0,1.2,1,0,2,0,1,0.5,107980,0,-1,0,0,1350,27,0,0,233,Aston Villa,Arsenal,Liverpool,,,0.7,0.7,0.8,40.3
Karl,Darlow,GLK,NEW,4900000,0,80,3.2,6.53061224489796E-07,1.63265306122449E-05,0,342481,3,43,0,88,0,0,0,16.3,463,-1,0,80,1,0,0,0,6,0,4,0,0,1.2,360209,0,-1,1,0,2250,18,0,0,450,Man City,Sheffield United,Fulham,,,0,0,0,68.3
,David Luiz,DEF,ARS,5400000,0,41,1.13888888888889,2.10905349794239E-07,7.59259259259259E-06,0,130391,1,20,0,0,0,1,0,7.6,89,-1,0,41,1,0,0,0.2,0,0,3,0,0,0.8,77135,0,-1,0,0,1396,16,0,1,230,Crystal Palace,Brighton,,,,0,0.6,0.6,43.9
Ben,Davies,DEF,LIV,4700000,0,0,0,0,0,0,3677,0,0,0,0,0,0,0,0,20,-3,0,0,3,0,0,0,0,0,0,0,0,0,4287,0,-1,0,0,0,0,0,0,0,West Brom,Burnley,Crystal Palace,,,0,0,0,0
Ben,Davies,DEF,TOT,4500000,0,52,2.6,5.77777777777778E-07,1.15555555555556E-05,0,270025,1,16,0,0,0,0,0,11.6,84,-5,0,52,5,0,0,0,1,0,4,0,2,0.6,131212,0,-1,0,0,1340,3,0,0,253,Wolverhampton,Aston Villa,Leicester,,,0,0,0,43.4
Tom,Davies,MID,EVE,5200000,0,44,1.25714285714286,2.41758241758242E-07,8.46153846153846E-06,0,12285,3,18,0,0,0,0,0,8.5,20,-3,0,44,3,0.2,0,0.8,1,0,5,0,1,0.1,6508,0,-1,0,0,1319,7,0,0,197,Sheffield United,Wolverhampton,Man City,,,0.9,0.6,0.6,33.3
Keinan,Davis,FWD,AVL,4200000,1,23,1.5,3.57142857142857E-07,5.47619047619048E-06,0,1836591,0,1,0,0,0,1,0,5.5,1873,-3,0,23,3,0.4,0,1.8,0,0,1,0,1,7.7,1339128,0,-1,0,0,265,1801,0,0,85,Crystal Palace,Tottenham,Chelsea,,,1.1,0.9,0.8,31.6
Leif,Davis,DEF,LEE,3800000,0,2,0.0571428571428571,1.50375939849624E-08,5.26315789473684E-07,0,142690,0,0,0,0,0,0,0,0.5,239,-2,0,2,2,0,0,0,0,0,0,0,0,1.1,107381,0,-1,0,0,31,369,0,0,5,Burnley,Southampton,West Brom,,,0,0,0,0.3
Craig,Dawson,DEF,WHU,4500000,2,68,3.4,7.55555555555556E-07,1.51111111111111E-05,0,120828,2,24,0,0,0,3,0,15.1,391,0,0,68,0,0.1,0,0.4,3,0,6,0,0,0.9,188383,2,-1,0,2,1745,523,0,1,306,Brighton,West Brom,Southampton,,,3.3,3.6,3.5,64
Kevin,De Bruyne,MID,MCI,11800000,0,128,5.3,4.49152542372881E-07,1.08474576271186E-05,0,6423524,1,17,0,0,0,5,0,10.8,15374,3,0,128,-3,0,1,0,17,0,11,0,11,12.2,5371528,0,-1,0,3,1905,60,0,0,511,Newcastle,Brighton,Everton,,,0,0,0,265.5
David,de Gea,GLK,MUN,5300000,0,88,3.5,6.60377358490566E-07,1.66037735849057E-05,0,548883,0,31,0,55,0,0,0,16.6,657,-2,0,88,2,0,0,0.2,4,0,9,0,0,3.3,420441,0,-1,0,1,2205,509,0,0,401,Fulham,Wolverhampton,,,,0,3.7,4.4,42.9
Bobby,Decordova-Reid,FWD,FUL,5300000,5,81,2.6,4.90566037735849E-07,1.52830188679245E-05,0,276123,7,29,0,0,0,5,0,15.3,310,-2,0,81,2,0.5,0,2.5,6,0,9,0,2,0.5,297575,0,-1,0,1,2187,253,0,0,317,Southampton,Man Utd,Newcastle,,,2.3,2.4,2.6,108.7
Liam,Delap,FWD,MCI,4200000,0,1,0.0285714285714286,6.80272108843537E-09,2.38095238095238E-07,0,264381,0,4,0,0,0,0,0,0.2,267,-3,1,1,3,0,0,0,0,0,0,0,0,0.9,296780,0,-1,0,0,39,598,-1,0,0,Newcastle,Brighton,Everton,,,0,0,0,0.2
Fabian,Delph,MID,EVE,4800000,0,8,0.228571428571429,4.76190476190476E-08,1.66666666666667E-06,0,5484,1,6,0,0,0,0,0,1.7,5,-2,0,8,2,0.1,0,0.3,0,0,0,0,0,0,2802,0,-1,0,0,260,9,0,0,48,Sheffield United,Wolverhampton,Man City,,,0.1,0.1,0.1,6.8
Leander,Dendoncker,MID,WOL,4600000,2,76,2.5,5.43478260869565E-07,1.65217391304348E-05,0,207882,3,31,0,0,0,1,0,16.5,483,-4,0,76,4,0.4,0,2,2,0,11,0,2,0.7,103693,1,-1,0,0,2429,154,0,0,321,Tottenham,Everton,Man Utd,,,1.4,2.2,1.5,97.9
Alfie,Devine,MID,TOT,4400000,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,1518,0,-1,0,0,0,10,0,0,0,Wolverhampton,Aston Villa,Leicester,,,0,0,0,0
Cheikh,Diaby,FWD,WBA,4500000,0,0,0,0,0,0,15138,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19880,0,-1,0,0,0,54,0,0,0,Liverpool,West Ham,Leeds United F.C.,,,0,0,0,0
Mbaye,Diagne,FWD,WBA,6000000,0,56,3.7,6.16666666666667E-07,9.33333333333333E-06,0,84830,2,17,0,0,0,3,0,9.3,358,0,0,56,0,0.5,0,3.2,3,0,4,0,5,0.3,106292,0,-1,0,0,1187,127,0,0,131,Liverpool,West Ham,Leeds United F.C.,,,3.8,3.7,3.3,65.2
Amad,Diallo,MID,MUN,5400000,0,5,0.138888888888889,2.57201646090535E-08,9.25925925925926E-07,0,3281,0,2,0,0,0,0,0,0.9,10,-1,0,5,1,0.2,0,1,0,0,0,0,1,0,3901,0,-1,0,0,77,32,0,0,17,Fulham,Wolverhampton,,,,0,0.1,0.1,3.9
Ibrahima,Diallo,MID,SOU,4500000,1,29,0.828571428571429,1.84126984126984E-07,6.44444444444444E-06,0,5820,2,18,0,0,0,0,0,6.4,14,0,0,29,0,0.2,0,0.8,0,0,3,0,0,0,7125,0,-1,0,0,908,17,0,0,119,Fulham,Leeds United F.C.,West Ham,,,0.4,0.4,0.4,27.3
Grady,Diangana,MID,WBA,5000000,1,36,1.02857142857143,2.05714285714286E-07,7.2E-06,0,78327,0,30,0,0,0,1,0,7.2,10,-5,0,36,5,0.1,0,0.4,0,0,1,0,0,0.2,46166,0,-1,0,0,1153,14,0,0,102,Liverpool,West Ham,Leeds United F.C.,,,0.5,0.5,0.5,39.3
,Dias,DEF,MCI,6000000,0,136,4.5,7.5E-07,2.26666666666667E-05,0,1554972,3,18,0,0,0,1,0,22.7,25524,5,0,136,-5,0.1,0,0.8,12,0,16,0,1,21.3,3127390,1,-1,0,1,2663,3237,0,0,623,Newcastle,Brighton,Everton,,,4.9,5.1,4.1,89.1
Eric,Dier,DEF,TOT,4600000,6,76,2.8,6.08695652173913E-07,1.65217391304348E-05,0,759452,3,32,0,0,0,0,0,16.5,346,-4,0,76,4,0.7,0,3.2,2,0,8,0,0,2.4,777815,0,-1,0,0,2430,371,0,0,446,Wolverhampton,Aston Villa,Leicester,,,3.4,2.8,2.5,70.8
