FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Issa,Diop,DEF,WHU,4300000,13,17,0.739130434782609,1.71890798786653E-07,3.95348837209302E-06,0,98922,1,5,0,0,0,1,0,4,399,-2,0,17,2,0.5,0,2.2,1,0,1,0,0,0.4,16967,0,-1,0,1,387,907,0,0,72,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.9
Moussa,Djenepo,MID,SOU,5400000,1,34,1.54545454545455,2.86195286195286E-07,6.2962962962963E-06,0,22355,3,16,0,0,0,1,0,6.3,48,-1,0,34,1,0.1,0,0.8,0,0,3,0,2,0.1,17672,0,-1,0,0,830,31,0,0,101,Wolverhampton,Chelsea,Leeds United F.C.,Everton,Sheffield United,1,1.7,0.9,1.1,0.9,0,1.1,0.9,1,0,0.8,0.8,1,0.8,0.8,31.9
Matt,Doherty,DEF,TOT,5600000,0,31,1.40909090909091,2.51623376623377E-07,5.53571428571429E-06,0,1497938,1,9,0,0,0,0,0,5.5,2451,-4,0,31,4,0.1,0,0.4,3,0,3,0,1,4.2,213149,0,-1,0,1,817,590,0,1,129,Man City,West Ham,Burnley,Crystal Palace,Arsenal,1.3,1.1,0.7,1.1,1.2,0,0.7,0.8,0.8,0,0.8,0.8,1.2,0.9,1.1,29
Abdoulaye,Doucoure,MID,EVE,5200000,2,61,2.9,5.57692307692308E-07,1.17307692307692E-05,0,244571,5,29,0,0,0,2,0,11.7,3892,-3,0,61,3,0.5,0,2.7,2,0,4,0,3,0.9,139372,0,-1,0,2,1798,463,0,0,337,Fulham,Man City,Liverpool,Southampton,Chelsea,3.6,2,2.2,2.5,2.5,0,2.1,2.8,1.7,2.5,1.6,2.4,3.3,2.3,1.7,86
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,990301,0,0,0,0,0,0,0,0,3218,-2,0,0,2,0,0,0,0,0,0,0,0,3.5,252878,0,-1,0,0,0,0,0,0,0,Arsenal,Wolverhampton,Southampton,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,2,49,2.5,5.10204081632653E-07,1E-05,0,43046,4,23,0,0,0,0,0,10,333,-1,0,49,1,0.5,0,2.3,0,0,10,0,2,0.2,27887,0,-1,0,0,1750,100,0,1,221,Brighton,Leicester,Leeds United F.C.,Wolverhampton,Newcastle,2.1,1.3,2,2,2,0,1.8,1.5,1.3,2.1,2.2,1.3,1.5,1.8,1.8,57.5
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,10505,0,0,0,0,0,0,0,0,82,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6904,0,-1,0,0,0,20,0,0,0,Tottenham,Everton,Arsenal,West Ham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,7252,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7473,0,-1,0,0,0,96,0,0,0,Crystal Palace,Fulham,West Brom,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4800000,0,0,0,0,0,0,25246,0,0,0,0,0,0,0,0,163,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,9002,0,-1,0,0,0,119,0,0,0,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5477,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,662,0,-1,0,0,0,0,0,0,0,Aston Villa,Crystal Palace,West Brom,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,5,0.217391304347826,4.94071146245059E-08,1.13636363636364E-06,0,2427,0,2,0,0,0,0,0,1.1,28,-1,0,5,1,0,0,0.1,0,0,0,0,0,0,1359,0,-1,0,0,174,31,0,0,21,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Lewis,Dunk,DEF,BHA,4900000,7,81,3.9,7.95918367346939E-07,1.6530612244898E-05,0,543589,4,27,0,0,0,3,0,16.5,4318,-1,-1,81,1,1.5,0,7.2,10,0,7,0,0,4.6,311003,1,-1,0,2,1890,65554,1,1,390,Aston Villa,Crystal Palace,West Brom,Leicester,Southampton,4.5,4.9,4.9,3.9,3.5,3.6,4.9,3.1,3.8,4.1,3.3,5.1,4.7,5.3,5.1,83.7
Jimmy,Dunne,DEF,BUR,3800000,0,8,0.363636363636364,9.56937799043062E-08,2.10526315789474E-06,0,746610,0,5,0,0,0,1,0,2.1,6232,-2,0,8,2,0,0,0,0,0,0,0,0,4.4,962276,0,-1,0,0,180,7580,0,0,35,Crystal Palace,Fulham,West Brom,Tottenham,Arsenal,0.4,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.6
,Ederson,GLK,MCI,6100000,12,107,4.9,8.0327868852459E-07,1.75409836065574E-05,0,530691,2,13,0,37,0,0,0,17.5,7123,1,0,107,-1,0.9,0,5.4,3,0,14,0,1,9.1,771645,0,-1,0,0,1980,24621,0,0,432,Tottenham,Everton,Arsenal,West Ham,Man Utd,11,6.4,6.8,6.3,5.9,0,6.1,5.3,6.3,0,5.5,5.6,4.8,5.7,5,34.5
Kyle,Edwards,MID,WBA,4700000,0,5,0.217391304347826,4.62534690101758E-08,1.06382978723404E-06,0,2809,0,3,0,0,0,0,0,1.1,23,-3,0,5,3,0,0,0,0,0,0,0,0,0,1005,0,-1,0,0,114,15,0,0,15,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.4
John,Egan,DEF,SHU,4700000,1,32,1.5,3.19148936170213E-07,6.80851063829787E-06,0,938571,6,37,0,0,0,0,0,6.8,1211,-3,0,32,3,0.4,0,2,3,0,1,0,1,1.9,39736,0,-1,0,0,1895,190,0,1,263,West Ham,Fulham,Liverpool,Southampton,Leicester,0,0,0,0.9,1,0,0.8,1.2,1.1,1,0.9,1.3,0.8,0.8,0.9,47.2
Anwar,El Ghazi,MID,AVL,5400000,0,51,2.42857142857143,4.4973544973545E-07,9.44444444444444E-06,0,464265,1,5,0,0,0,5,0,9.4,5051,-6,0,51,6,0.1,0,0.6,6,0,3,0,0,0.9,507033,0,-1,0,1,562,111,0,0,167,Brighton,Leicester,Leeds United F.C.,Wolverhampton,Newcastle,2,1.2,1.9,1.9,1.9,0,1.8,1.4,1.3,2,2.1,1.2,1.4,1.7,1.7,80.6
Ahmed,El Mohamady,DEF,AVL,4300000,1,13,0.619047619047619,1.43964562569214E-07,3.02325581395349E-06,0,43263,0,0,0,0,0,0,0,3,271,-2,0,13,2,0,0,0.1,2,0,1,0,0,0.3,26185,0,-1,0,1,158,131,0,0,50,Brighton,Leicester,Leeds United F.C.,Wolverhampton,Newcastle,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,12.7
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,20312,0,0,0,0,0,0,0,0,47,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12394,0,-1,0,0,0,0,0,0,0,Leicester,Everton,Sheffield United,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4200000,1,24,1.04347826086957,2.48447204968944E-07,5.71428571428571E-06,0,263433,2,12,0,0,0,0,0,5.7,2015,-3,0,24,3,0.1,0,0.5,0,0,3,0,0,0.9,266218,0,-1,0,0,920,1715,0,0,143,Leeds United F.C.,Man City,Leicester,Burnley,Tottenham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.1
,Emerson,DEF,CHE,4700000,0,7,0.304347826086957,6.47548566142461E-08,1.48936170212766E-06,0,18364,0,0,0,0,0,0,0,1.5,103,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,9381,0,-1,0,0,88,98,0,0,24,Newcastle,Southampton,Man Utd,Everton,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,18842,0,0,0,0,0,0,0,0,44,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,11659,0,-1,0,0,0,39,0,0,0,Brighton,Leicester,Leeds United F.C.,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,1,68,3.4,6.18181818181818E-07,1.23636363636364E-05,0,63563,7,20,0,0,0,0,0,12.4,2355,0,0,68,0,0.7,0,4,7,0,8,0,1,0.9,109252,1,-1,0,0,1775,7506,0,0,363,Liverpool,Aston Villa,Arsenal,Brighton,Sheffield United,3.8,4.2,3.6,3.8,3.2,0,4.5,4.3,3.5,3.9,3,2.7,4.2,3.2,2.8,45.1
Eberechi,Eze,MID,CRY,5800000,2,76,3.5,6.03448275862069E-07,1.31034482758621E-05,0,181180,2,36,0,0,0,3,0,13.1,9813,-2,0,76,2,0.8,0,4.8,10,0,2,0,4,1.2,221392,0,-1,0,2,1588,1885,0,0,300,Burnley,Brighton,Fulham,Tottenham,West Brom,4,2.9,3.6,2.5,3.9,0,3.2,3.5,2.4,2.6,2.8,3.9,2.8,3.1,2.1,103.2
Lukasz,Fabianski,GLK,WHU,5100000,7,96,4.2,8.23529411764706E-07,1.88235294117647E-05,0,407464,2,28,0,65,0,0,0,18.8,6015,1,0,96,-1,0.6,0,3.2,9,0,8,0,0,3.7,513288,0,-1,1,1,2070,2643,0,0,433,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,4.8,4.3,5.4,3.9,5.4,5.2,5.4,4.5,4.2,4.1,4.4,3.6,4.9,5.4,4.4,48
,Fabinho,MID,LIV,5400000,0,41,1.78260869565217,3.30112721417069E-07,7.59259259259259E-06,0,178310,5,22,0,0,0,0,0,7.6,1365,-1,0,41,1,0.1,0,0.3,2,0,6,0,1,0.8,105107,0,-1,0,0,1562,18,0,0,270,Leicester,Everton,Sheffield United,Fulham,Wolverhampton,0,0,0,0,0,0,1,0.9,1.1,1.1,0.9,1.2,1.3,1.3,1.1,39.7
,Fabio Silva,FWD,WOL,5200000,1,33,1.8,3.46153846153846E-07,6.34615384615385E-06,0,243072,2,18,0,0,0,2,0,6.3,3651,-3,0,33,3,0.2,0,0.8,2,0,0,0,0,1.1,220480,0,-1,0,0,731,2243,0,0,88,Southampton,Leeds United F.C.,Newcastle,Aston Villa,Liverpool,1,1.2,1.4,0.9,1.5,0,1.1,1.1,1.8,1.2,1.4,1.3,1.1,1.3,1.2,51.4
,Fabri,GLK,FUL,3900000,0,0,0,0,0,0,87319,0,0,0,0,0,0,0,0,1744,-1,0,0,1,0,0,0,0,0,0,0,0,1.7,81013,0,-1,0,0,0,9241,0,0,0,Everton,Burnley,Sheffield United,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,35224,0,0,0,0,0,0,0,0.3,23,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4675,0,-1,0,0,2,0,0,0,8,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3800000,0,0,0,0,0,0,124978,0,0,0,0,0,0,0,0,1375,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,50213,0,-1,0,0,0,1634,0,0,0,Burnley,Brighton,Fulham,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11500000,9,178,7.4,6.43478260869565E-07,1.54782608695652E-05,0,2014489,4,26,0,0,0,14,0,15.5,8974,10,0,178,-10,0.6,1,7.2,27,0,8,0,11,59.9,5263837,0,-1,0,7,2015,27747,0,0,628,West Brom,Newcastle,Chelsea,Man City,West Ham,10.3,9.5,9.4,7.3,8.4,0,8.9,9.3,9.5,10,7.4,8.8,7.3,9.2,9.2,281.4
,Fernandes,MID,TOT,4700000,0,0,0,0,0,0,8131,0,0,0,0,0,0,0,0,60,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3097,0,-1,0,0,0,0,0,0,0,Man City,West Ham,Burnley,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4700000,0,34,2.1,4.46808510638298E-07,7.23404255319149E-06,0,169849,2,26,0,0,0,0,0,7.2,460,-3,0,34,3,0,0,0,4,0,3,0,0,0.5,96441,1,-1,0,0,1381,11,0,0,252,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0,0,2.4,1.9,1.9,1.7,1.5,1.5,2,2,1.9,1.9,2.6,1.7,1.8,40
,Fernandinho,DEF,MCI,5400000,0,27,1.22727272727273,2.27272727272727E-07,5E-06,0,110635,1,3,0,0,0,0,0,5,1756,-1,0,27,1,0.2,0,1.1,2,0,3,0,0,0.7,58795,0,-1,0,0,517,42,0,0,121,Tottenham,Everton,Arsenal,West Ham,Man Utd,1.2,0.8,0.9,0.8,0.7,0,0.7,0.6,0.8,0,0.6,0.6,0.6,0.6,0.6,18.1
Will,Ferry,MID,SOU,4500000,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,-1,0,0,0,9,0,0,0,Wolverhampton,Chelsea,Leeds United F.C.,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Field,MID,WBA,4800000,0,3,1,2.08333333333333E-07,6.25E-07,0,2435,0,2,0,0,0,0,0,0.6,4,-2,0,3,2,0,0,0,0,0,0,0,0,0,928,0,-1,0,0,61,0,0,0,16,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ryan,Finnigan,MID,SOU,4500000,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,-1,0,0,0,21,0,0,0,Wolverhampton,Chelsea,Leeds United F.C.,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Firmino,FWD,LIV,9300000,5,93,3.9,4.19354838709677E-07,1E-05,0,927122,1,30,0,0,0,6,0,10,19042,-2,0,93,2,0.4,0,3.5,10,0,6,0,5,5.3,969513,0,-1,0,1,1875,6994,0,0,386,Leicester,Everton,Sheffield United,Fulham,Wolverhampton,4.3,3.8,4.7,4.1,3.7,0,4,3.3,4.3,4.8,4.2,4.4,4.9,3.8,5.3,188.5
John,Fleck,MID,SHU,5600000,0,40,2.4,4.28571428571429E-07,7.14285714285714E-06,0,41907,2,24,0,0,0,0,0,7.1,198,-4,0,40,4,0.4,0,2,1,0,1,0,3,0.1,12315,0,-1,0,0,1324,126,0,0,195,West Ham,Fulham,Liverpool,Southampton,Leicester,0,1.7,1.4,2,1.5,0,1.7,1.6,1.4,1.8,1.5,1.9,1.9,1.7,2.2,65.4
Phil,Foden,MID,MCI,6100000,3,86,3.90909090909091,6.40834575260805E-07,1.40983606557377E-05,0,1761447,0,7,0,0,0,5,0,14.1,35166,-4,0,86,4,0.6,0,3.7,11,0,6,0,5,10.1,2197964,0,-1,0,3,1109,23527,0,0,300,Tottenham,Everton,Arsenal,West Ham,Man Utd,7.4,3.3,3.6,3.1,3.7,0,3.3,3.6,2.9,0,2.7,4,3.7,3.7,3.7,124.7
Wes,Foderingham,GLK,SHU,4300000,0,0,0,0,0,0,8157,0,0,0,0,0,0,0,0,75,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2670,0,-1,0,0,0,97,0,0,0,West Ham,Fulham,Liverpool,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,0,49,3.1,6.2E-07,9.8E-06,0,109425,4,16,0,0,0,0,0,9.8,2093,0,0,49,0,0.3,0,1.5,4,0,5,0,1,0.3,124629,0,-1,0,1,1390,109,0,0,283,Liverpool,Aston Villa,Arsenal,Brighton,Sheffield United,0,0,0,3.4,2.8,0,4.1,3.8,3.1,3.4,2.6,2.3,3.7,2.8,2.4,44.4
Pablo,Fornals,MID,WHU,5900000,0,76,3.6,6.10169491525424E-07,1.28813559322034E-05,0,262194,2,18,0,0,0,2,0,12.9,1298,-6,0,76,6,0.2,0,1,7,0,7,0,5,0.6,275199,0,-1,0,0,1537,77,0,0,227,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,4.8,2.7,2.2,2.9,2.9,2.9,3,2.5,3.5,3.2,3.8,3,3.5,3.9,3.5,79.3
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0,440,0,-1,0,0,0,15,0,0,0,Arsenal,Wolverhampton,Southampton,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,6,0.272727272727273,6.81818181818182E-08,1.5E-06,0,268853,0,0,0,1,0,0,0,1.5,7246,0,0,6,0,0,0,0,0,0,1,0,0,5.9,638549,0,-1,0,0,90,3854,0,0,24,Wolverhampton,Chelsea,Leeds United F.C.,Everton,Sheffield United,0.1,0.2,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,1.2
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,10228,1,2,0,0,0,0,0,0,52,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5074,0,-1,0,0,80,0,0,0,17,West Brom,Newcastle,Chelsea,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,9685,0,0,0,0,0,0,0,0,21,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1531,0,-1,0,0,0,0,0,0,0,Man City,West Ham,Burnley,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,1,26,1.1304347826087,2.01863354037267E-07,4.64285714285714E-06,0,78646,0,12,0,0,0,0,0,4.6,85,-4,0,26,4,0.2,0,1.3,0,0,2,0,3,0.2,16589,0,-1,0,0,584,29,0,1,106,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,47.2
,Fred,MID,MUN,5300000,2,37,2.1,3.9622641509434E-07,6.9811320754717E-06,0,26577,3,17,0,0,0,0,0,7,361,-2,0,37,2,0.3,0,1.8,0,0,7,0,0,0.2,21991,0,-1,0,0,1401,177,0,0,233,West Brom,Newcastle,Chelsea,Man City,West Ham,1.8,1.4,1.4,1,1.1,0,1.3,1.4,1.6,1.6,1,1.2,1,1.3,1.3,58.8
Ryan,Fredericks,DEF,WHU,4200000,7,23,1,2.38095238095238E-07,5.47619047619048E-06,0,53319,2,7,0,0,0,1,0,5.5,221,-3,0,23,3,0.5,0,2,0,0,1,0,1,0.2,21344,0,-1,0,0,439,530,0,0,111,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,0.5,0.5,0.7,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,38
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,0,0,0,0,West Ham,Fulham,Liverpool,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,24,1.04347826086957,2.31884057971014E-07,5.33333333333333E-06,0,41144,4,9,0,0,0,0,0,5.3,356,0,0,24,0,0,0,0,2,0,3,0,0,0.2,43496,0,-1,0,0,701,200,0,0,112,Liverpool,Aston Villa,Arsenal,Brighton,Sheffield United,0.6,0.7,0.5,0.6,0.5,0,0.8,0.7,0.5,0.6,0.5,0.5,0.7,0.5,0.5,19.2
Darnell,Furlong,DEF,WBA,4500000,1,42,2,4.44444444444444E-07,9.33333333333333E-06,0,49372,2,42,0,0,0,1,0,9.3,387,0,0,42,0,0.1,0,0.5,2,0,2,0,2,0.2,51851,1,-1,0,0,1671,248,0,0,237,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,1.6,1.4,1.4,1.2,1.5,0,1.3,1.4,1.8,1.9,2.2,2,1.8,1.8,1.4,65.2
,Gabriel,DEF,ARS,5000000,1,51,3.4,6.8E-07,1.02E-05,0,1157908,1,17,0,0,0,2,0,10.2,2769,0,0,51,0,0.1,0,0.7,6,0,3,0,0,4.7,1023366,0,-1,0,1,1276,1226,0,1,258,Leeds United F.C.,Man City,Leicester,Burnley,Tottenham,2.7,4.6,4,3.3,3,4.2,4,3.3,3.6,2.5,3.1,3.7,3,3.5,3.2,52.4
Conor,Gallagher,MID,WBA,5500000,4,45,2.5,4.54545454545455E-07,8.18181818181818E-06,0,17215,8,32,0,0,0,2,0,8.2,130,0,0,45,0,0.3,0,1.5,3,0,2,0,1,0.1,18432,0,-1,0,0,1535,200,0,0,208,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,1.3,2.2,1.8,2,1.5,0,1.8,2,1.8,1.6,2,1.8,1.3,1.6,2,60.2
Eric,Garcia,DEF,MCI,4700000,0,3,0.136363636363636,2.90135396518375E-08,6.38297872340426E-07,0,24977,0,6,0,0,0,0,0,0.6,171,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,11215,0,-1,0,0,200,150,0,0,35,Tottenham,Everton,Arsenal,West Ham,Man Utd,0.2,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,6885,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,2403,0,-1,0,0,0,0,0,0,0,West Brom,Newcastle,Chelsea,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,2,16,0.695652173913043,1.17907148120855E-07,2.71186440677966E-06,0,7484,0,5,0,0,0,1,0,2.7,127,-1,0,16,1,0.1,0,0.7,3,0,0,0,0,0,6574,0,-1,0,0,158,235,0,0,51,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.1
Paulo,Gazzaniga,GLK,TOT,4300000,0,0,0,0,0,0,19678,0,0,0,0,0,0,0,0,182,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,4988,0,-1,0,0,0,0,0,0,0,Man City,West Ham,Burnley,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,-1,0,0,0,14,0,0,0,Fulham,Man City,Liverpool,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Gelhardt,FWD,LEE,4500000,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,-1,0,0,0,172,0,0,0,Arsenal,Wolverhampton,Southampton,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,WBA,4300000,0,5,0.217391304347826,5.05561172901921E-08,1.16279069767442E-06,0,52481,1,25,0,0,0,0,0,1.2,148,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0.2,10431,0,-1,0,0,810,78,0,1,107,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,20.8
Morgan,Gibbs-White,MID,WOL,4900000,0,4,0.173913043478261,3.54924578527063E-08,8.16326530612245E-07,0,901,0,1,0,0,0,0,0,0.8,16,-1,0,4,1,0,0,0.2,0,0,0,0,0,0,685,0,-1,0,0,95,8,0,0,18,Southampton,Leeds United F.C.,Newcastle,Aston Villa,Liverpool,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Ben,Gibson,DEF,BUR,3900000,0,0,0,0,0,0,19485,0,0,0,0,0,0,0,0,60,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6239,0,-1,0,0,0,0,0,0,0,Crystal Palace,Fulham,West Brom,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Gillespie,GLK,NEW,4300000,0,0,0,0,0,0,5870,0,0,0,0,0,0,0,0,49,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2496,0,-1,0,0,0,19,0,0,0,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,CHE,4400000,0,2,0.0869565217391304,1.97628458498024E-08,4.54545454545455E-07,0,16155,0,0,0,0,0,0,0,0.5,172,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,10048,0,-1,0,0,34,83,0,0,10,Newcastle,Southampton,Man Utd,Everton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Olivier,Giroud,FWD,CHE,6700000,9,42,1.82608695652174,2.7255029201817E-07,6.26865671641791E-06,0,273944,1,5,0,0,0,4,0,6.3,2378,-3,0,42,3,0.3,0,2.2,6,0,3,0,0,1.2,245175,0,-1,0,1,637,8241,0,0,137,Newcastle,Southampton,Man Utd,Everton,Leeds United F.C.,1.6,1.1,1.1,1.2,1.3,0,1.5,1.4,1.2,1,1.3,0.9,1.1,1.1,1,61.3
