FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ashley,Barnes,FWD,BUR,6000000,0,0,0,0,0,0,3098,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0.1,160,0,-1,0,0,0,7,0,0,0,Leicester,Southampton,Newcastle,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Barnes,MID,LEI,7000000,0,3,3,4.28571428571429E-07,4.28571428571429E-07,0,51220,0,0,0,0,0,0,0,0.4,2815,0,0,3,0,0.2,0,1.5,0,0,1,0,0,3.6,23023,0,-1,0,0,90,414,0,0,8,Burnley,Man City,West Ham,Aston Villa,Arsenal,4.3,3.7,3.4,4.3,1.5,1.5,2.3,1.5,2.2,3.5,2.8,1.9,3,4.3,1.6,1.6,2.4,3.7,1.5,1.5,1.7,1.8,1.9,3.7,2,2.2,4.1,3.7,4.3,2.8,1.8,2.1,3.1,2.1,3.7,1.9,3.6,10.2
Kyle,Bartley,DEF,WBA,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,1523,0,8,0,0,0,0,0,0.2,84,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.2,703,0,-1,0,0,180,45,0,0,22,Everton,Chelsea,Southampton,Burnley,Brighton,0.2,0.2,0.2,0.7,0.2,0.2,0.4,0.6,0.2,0.4,0.2,0.6,0.7,0.4,0.2,0.2,0.2,0.2,0.7,0.2,0.2,0.3,0.7,0.6,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.6,0.3,0.2,1.4
Chris,Basham,DEF,SHU,5000000,0,1,1,2E-07,2E-07,0,18975,0,2,0,0,0,0,0,0.2,786,0,0,1,0,0.1,0,0.5,0,0,0,0,0,2,4019,0,-1,0,0,70,125,0,0,14,Aston Villa,Leeds United F.C.,Arsenal,Fulham,Liverpool,1.2,0.5,0.5,0.5,1.2,1.4,0.5,0.9,0.6,0.5,0.5,1.4,0.7,0.5,1.2,0.9,0.5,1.1,1.2,1.2,0.8,0.7,0.7,0.5,1.4,0.7,0.5,1.4,0.5,0.5,0.5,0.9,0.9,1.1,0.5,0.5,1.4,1.5
Michy,Batshuayi,FWD,CRY,6000000,0,0,0,0,0,0,38589,0,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,1.8,13865,0,-1,0,0,0,710,0,0,0,Man Utd,Everton,Chelsea,Brighton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,30326,0,1,0,0,0,0,0,0.2,940,0,0,1,0,0.1,0,0.5,0,0,0,0,0,2.7,2400,0,-1,0,0,45,113,0,0,11,Tottenham,Burnley,West Brom,Chelsea,Everton,1.1,1.2,0.8,0.5,0.5,1.2,0.5,0.5,1.4,0.7,0.8,0.5,1.4,0.5,0.9,1.4,0.5,0.5,0.5,1.4,1.2,0.5,0.5,0.7,0.5,0.6,0.9,0.9,1.4,0.6,1.1,1.2,0.5,1.2,0.5,0.5,0.7,1
Hector,Bellerin,DEF,ARS,5000000,0,5,5,1E-06,1E-06,0,32989,1,0,0,0,0,0,0,1,1576,0,0,5,0,0.5,0,2.5,0,0,1,0,0,5,56231,0,-1,0,0,90,1781,0,0,23,West Ham,Liverpool,Sheffield United,Man City,Leicester,7.1,6.2,7.1,6.2,4.8,6.2,7.1,2.8,6,6.2,7.1,7.1,2.5,7.1,6.2,6.2,7.1,5.3,6.2,7.1,5.1,6.2,3.7,7.1,3.9,6.2,7.1,6.2,7.1,6.2,4.3,2.5,4.3,7.1,6.2,6.2,7.1,4
Filip,Benkovic,DEF,LEI,4500000,0,0,0,0,0,0,2259,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0.1,37,0,-1,0,0,0,1,0,0,0,Burnley,Man City,West Ham,Aston Villa,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4500000,0,0,0,0,0,0,4991,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1412,0,-1,0,0,0,78,0,0,0,Man City,West Ham,Fulham,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,5500000,0,0,0,0,0,0,4662,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.2,343,0,-1,0,0,0,23,0,0,0,Man Utd,Everton,Chelsea,Brighton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sander,Berge,MID,SHU,5000000,0,1,1,2E-07,2E-07,0,1667,0,0,0,0,0,0,0,0.2,92,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.2,1152,0,-1,0,0,14,72,0,0,7,Aston Villa,Leeds United F.C.,Arsenal,Fulham,Liverpool,1.2,0.5,0.5,0.5,0.5,1.4,0.5,0.6,0.5,0.5,0.5,1.4,0.5,0.5,1.2,0.5,0.5,0.7,1.2,1.2,0.5,0.5,0.5,0.5,0.5,0.7,0.5,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,2.7
Steven,Bergwijn,MID,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,30435,0,0,0,0,0,0,0,0.1,1333,-1,0,1,1,0.1,0,0.5,0,0,0,0,0,1.1,3603,0,-1,0,0,30,157,0,0,2,Southampton,Newcastle,Man Utd,West Ham,Burnley,0.5,0.5,1.2,0.6,1.2,0.5,0.5,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.2,0.6,0.5,0.5,0.5,0.5,1.2,0.5,1.4,0.5,0.5,0.7,0.5,1.4,0.5,0.5,0.8,0.5,0.5,1.4,0.5,0.6
,Bernard,MID,EVE,6000000,0,0,0,0,0,0,3018,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0.2,947,0,-1,0,0,0,34,0,0,0,West Brom,Crystal Palace,Brighton,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,BHA,4000000,0,0,0,0,0,0,97123,0,0,0,0,0,0,0,0,3178,0,0,0,0,0,0,0,0,0,0,0,0,12.5,36872,0,-1,0,0,0,1838,0,0,0,Newcastle,Man Utd,Everton,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo Silva,MID,MCI,7500000,0,0,0,0,0,0,13258,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2047,0,-1,0,0,0,100,0,0,0,Wolverhampton,Leicester,Leeds United F.C.,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bertrand,DEF,SOU,5000000,0,2,2,4E-07,4E-07,0,12178,0,1,0,0,0,0,0,0.4,319,0,0,2,0,0.2,0,1,0,0,0,0,0,1.4,3037,0,-1,0,0,90,164,0,0,15,Tottenham,Burnley,West Brom,Chelsea,Everton,2.8,2.5,2.2,1.6,1,2.5,1.2,1.2,2.8,2.1,2.2,1.2,2.8,1,2.5,2.8,1,1,1.5,2.8,2.5,1,1.5,2,1,1.8,2.5,2.5,2.8,1.8,2.8,2.5,1.1,2.5,1,1,2.1,3.7
Marcus,Bettinelli,GLK,FUL,4500000,0,0,0,0,0,0,1742,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0.1,75,0,-1,0,0,0,3,0,0,0,Leeds United F.C.,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,MID,BHA,4500000,0,2,2,4.44444444444444E-07,4.44444444444444E-07,0,32539,0,3,0,0,0,0,0,0.4,1700,0,0,2,0,0.2,0,1,0,0,0,0,0,4.8,55378,0,-1,0,0,90,2828,0,0,13,Newcastle,Man Utd,Everton,Crystal Palace,West Brom,1,2.8,1,1,1,1.6,2.8,2.5,1,2.1,1,1,2.3,1.5,1,1.2,2.5,1,1.1,2,1,2.5,2.8,1,1,1.2,1.7,1.1,2.5,1,1,1.9,1,1,1.9,2.8,1,1.7
Jayden,Bogle,DEF,SHU,4500000,0,0,0,0,0,0,1441,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0.1,376,0,-1,0,0,0,14,0,0,0,Aston Villa,Leeds United F.C.,Arsenal,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5500000,0,6,6,1.09090909090909E-06,1.09090909090909E-06,0,15748,0,0,0,0,0,0,0,1.1,567,0,0,6,0,0.5,0,3,0,0,1,0,0,2.4,9626,0,-1,0,0,90,864,0,0,25,Man City,West Ham,Fulham,Leeds United F.C.,Newcastle,8.5,7.4,5.7,3.8,6.9,8.5,5.2,8.5,6.6,7.4,8.5,8.5,7.4,8.5,7.4,7.4,3.4,8.5,7.4,7.4,7.8,6.4,7.4,4.9,5.7,7.4,8.5,7.4,8.5,4.6,8.5,8.5,7.4,8.5,7.4,3,8.5,2.2
Leo,Bonatini,FWD,WOL,5000000,0,0,0,0,0,0,5025,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5418,0,-1,0,0,0,360,0,0,0,Man City,West Ham,Fulham,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0.1,167,0,-1,0,0,0,4,0,0,0,Tottenham,Burnley,West Brom,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6400000,0,2,2,3.125E-07,3.125E-07,0,32562,0,2,0,0,0,0,0,0.3,1049,-1,0,2,1,0.2,0,1,0,0,0,0,0,1,1442,0,-1,0,0,88,77,0,0,5,Arsenal,Wolverhampton,Leicester,Tottenham,Man City,1,1.2,1,1.6,2.8,1,1.1,1.9,2.8,2.8,1,1,1,1.5,1.7,1,1,2.8,1,1,2.5,1,2.3,2,2.5,1,2.5,1,1,1.2,1,1.2,2.5,1,1.1,1,2.1,1.6
Robbie,Brady,MID,BUR,5000000,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.1,391,0,-1,0,0,0,18,0,0,0,Leicester,Southampton,Newcastle,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrad,Branthwaite,DEF,EVE,4000000,0,0,0,0,0,0,50973,0,0,0,0,0,0,0,0,3706,0,0,0,0,0,0,0,0,0,0,0,0,3.3,5896,0,-1,0,0,0,35,0,0,0,West Brom,Crystal Palace,Brighton,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,-1,0,0,0,3,0,0,0,Wolverhampton,Leicester,Leeds United F.C.,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-1,0,0,0,0,0,0,0,Sheffield United,Fulham,Liverpool,Leicester,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4500000,0,0,0,0,0,0,67785,0,0,0,0,0,0,0,0,4555,0,0,0,0,0,0,0,0,0,0,0,0,6.1,89060,0,-1,0,0,0,3750,0,0,0,Chelsea,Arsenal,Aston Villa,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Brownhill,MID,BUR,5000000,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,-1,0,0,0,3,0,0,0,Leicester,Southampton,Newcastle,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bryan,DEF,FUL,5000000,3,4,2,4E-07,8E-07,0,12162,0,7,0,0,0,0,0,0.8,586,0,0,4,0,0.4,0,2,0,0,0,0,1,0.9,2455,0,-1,0,1,180,209,0,0,32,Leeds United F.C.,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,1,2.8,1.2,1.8,2.8,2.2,2.1,1,1,2.5,2.8,2.5,1,2,2.5,2.5,2.8,2,2.1,1.8,1.1,2.5,1,2.2,2.5,2.5,2.8,1,2.5,1.5,1.2,2.8,1.6,2.8,1.6,2.5,1.2,1.5
Oliver,Burke,MID,SHU,4500000,0,0,0,0,0,0,10427,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,1,4692,0,-1,0,0,0,172,0,0,0,Aston Villa,Leeds United F.C.,Arsenal,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan,Burn,DEF,BHA,4500000,0,0,0,0,0,0,8450,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1044,0,-1,0,0,0,38,0,0,0,Newcastle,Man Utd,Everton,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Button,GLK,WBA,4000000,0,0,0,0,0,0,18456,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,5,18113,0,-1,0,0,0,670,0,0,0,Everton,Chelsea,Southampton,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,1,1,2.5E-07,2.5E-07,0,26252,0,0,0,0,0,0,0,0.2,832,0,0,1,0,0.1,0,0.5,0,0,0,0,0,2.7,61997,0,-1,0,0,22,3148,0,0,2,Man City,West Ham,Fulham,Leeds United F.C.,Newcastle,1.4,0.7,0.5,0.5,0.5,1.1,0.5,0.7,0.5,1.2,1.4,0.7,1.2,1.1,1.2,0.7,0.5,0.8,0.5,0.9,0.5,0.5,0.5,0.5,0.5,1.2,1.4,1.2,0.9,0.5,0.8,1.4,0.6,0.9,0.9,0.5,1.4,0.1
Willy,Caballero,GLK,CHE,5000000,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0.3,679,0,-1,0,0,0,25,0,0,0,Liverpool,West Brom,Crystal Palace,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0.1,225,0,-1,0,0,0,14,0,0,0,Man Utd,Everton,Chelsea,Brighton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5500000,0,1,1,1.81818181818182E-07,1.81818181818182E-07,0,3935,1,3,0,0,0,0,0,0.2,346,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.3,721,0,-1,0,0,90,51,0,0,11,Leeds United F.C.,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,0.5,1.4,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1.2,0.5,0.5,0.5,0.7,0.5,1.2,1.4,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.5,0.5,1.4,0.5,1.2,0.5,0.5,0.7,0.5,1.4,0.5,1.2,0.5,1.7
,Callum Robinson,FWD,WBA,5500000,2,3,1.5,2.72727272727273E-07,5.45454545454545E-07,0,4992,0,6,0,0,0,0,0,0.5,402,0,0,3,0,0.3,0,1.5,0,0,0,0,0,0.3,5359,0,-1,0,0,149,681,0,0,-2,Everton,Chelsea,Southampton,Burnley,Brighton,0.8,0.8,1.2,2.1,1.4,1.1,1.4,1.9,1.9,0.8,0.8,1.9,2.1,0.9,1.4,0.8,1.8,0.8,2.1,1.4,1.7,1.1,2.1,1.9,1.7,0.8,0.8,0.8,0.8,1.5,0.8,1.9,0.8,0.8,1.1,2.1,1.1,0.1
Dominic,Calvert-Lewin,FWD,EVE,7100000,14,22,11,1.54929577464789E-06,3.09859154929577E-06,0,70285,0,2,0,0,0,4,0,3.1,1737,1,0,22,-1,1.5,0,11,2,0,1,0,0,14.9,505640,0,-1,0,1,158,105944,0,0,108,West Brom,Crystal Palace,Brighton,Liverpool,Southampton,12.48,13.4,12.48,12.48,13.7,13,12.48,13.7,12.48,13.7,12.32,12.4,13.2,13.7,12.48,12.48,11.5,13.7,14.5,12.08,13.7,13.7,12.48,13.7,12.48,13.4,12.48,13.7,12.32,13.7,12.48,11,12.48,13.7,12.48,13.7,13.7,8.6
Leonardo,Campana,FWD,WOL,5000000,0,0,0,0,0,0,4532,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4064,0,-1,0,0,0,251,0,0,0,Man City,West Ham,Fulham,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5500000,0,0,0,0,0,0,6723,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,1,6303,0,-1,0,0,0,289,0,0,0,Wolverhampton,Leicester,Leeds United F.C.,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,NEW,5500000,0,2,2,3.63636363636364E-07,3.63636363636364E-07,0,12340,0,0,0,0,0,0,0,0.4,668,0,0,2,0,0.2,0,1,0,0,1,0,0,0.9,30895,0,-1,0,0,87,776,0,0,3,Brighton,Tottenham,Burnley,Man Utd,Wolverhampton,2.5,1.7,2.8,2.8,1,1,1.9,1.2,1,2.5,2.8,1.7,2.2,2.5,1.8,1,2.5,1,2.1,1,1.2,2.3,1,2.5,1,2.5,2.8,2.2,2.1,2.5,2.8,1.4,1,1,2.8,2.8,1.8,6.9
Cameron,Carter-Vickers,DEF,TOT,4000000,0,0,0,0,0,0,2553,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3421,0,-1,0,0,0,174,0,0,0,Southampton,Newcastle,Man Utd,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Casey,DEF,LEE,4000000,0,0,0,0,0,0,7272,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2433,0,-1,0,0,0,130,0,0,0,Fulham,Sheffield United,Man City,Wolverhampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3902,0,-1,0,0,0,144,0,0,0,Sheffield United,Fulham,Liverpool,Leicester,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Casilla,GLK,LEE,4500000,0,0,0,0,0,0,26619,0,0,0,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5729,0,-1,0,0,0,247,0,0,0,Fulham,Sheffield United,Man City,Wolverhampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Castagne,DEF,LEI,5500000,0,14,14,2.54545454545455E-06,2.54545454545455E-06,0,28077,0,0,0,0,0,1,0,2.5,1183,0,0,14,0,1.3,0,7,2,0,1,0,0,4.7,163162,0,-1,0,1,90,6330,0,0,38,Burnley,Man City,West Ham,Aston Villa,Arsenal,12.736,13.92,12.736,12.736,13.92,14.6,12.736,13.92,12.224,13.92,12.736,13.5,13.92,12.736,13.92,13.92,12.736,12.736,10.7,13.92,13.2,13.92,12.736,13.92,12.736,13.92,12.736,13.92,12.736,13.92,12.736,12.736,13.92,12.736,13.92,13.92,12.736,8.4
,Cavaleiro,MID,FUL,5500000,2,4,2,3.63636363636364E-07,7.27272727272727E-07,0,1681,0,7,0,0,0,0,0,0.7,149,0,0,4,0,0.4,0,2,0,0,0,0,0,0.2,892,0,-1,0,0,180,71,0,0,18,Leeds United F.C.,Aston Villa,Wolverhampton,Sheffield United,Crystal Palace,1,2.8,1,1.9,1,1,1.5,1,1,2.5,1,1.5,1,2.1,1.6,2.5,2.8,1.2,1.1,1,1.2,1.9,1,2.3,1,1,2.8,1,2.5,1.2,1,2,1,2.8,1.7,2.5,1.1,3.4
,Ceballos,MID,ARS,5000000,0,1,1,2E-07,2E-07,0,28461,0,0,0,0,0,0,0,0.2,1247,0,0,1,0,0.1,0,0.5,0,0,0,0,0,1.7,12798,0,-1,0,0,12,652,0,0,6,West Ham,Liverpool,Sheffield United,Man City,Leicester,0.6,0.5,0.8,1.2,0.5,1.2,1.4,0.5,0.5,0.5,1.4,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,0.5,1.2,0.5,1.4,0.5,1.2,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1
,Cedric,DEF,ARS,4900000,0,0,0,0,0,0,12990,0,0,0,0,0,0,0,0,235,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,971,0,-1,0,0,0,70,0,0,0,West Ham,Liverpool,Sheffield United,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,LIV,6500000,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,-1,0,0,0,5,0,0,0,Chelsea,Arsenal,Aston Villa,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,ARS,4500000,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,-1,0,0,0,2,0,0,0,West Ham,Liverpool,Sheffield United,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5500000,0,0,0,0,0,0,16771,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,1,3002,0,-1,0,0,0,225,0,0,0,Liverpool,West Brom,Crystal Palace,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tahith,Chong,MID,MUN,4500000,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,-1,0,0,0,12,0,0,0,Crystal Palace,Brighton,Tottenham,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,5000000,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0.1,326,0,-1,0,0,0,20,0,0,0,Burnley,Man City,West Ham,Aston Villa,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
