FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,3016,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5400000,0,66,3.5,6.48148148148148E-07,1.22222222222222E-05,0,267549,1,26,0,0,0,1,0,12.2,244,-1,0,66,1,0.2,0,1.2,4,0,6,0,1,1.2,165351,0,-1,0,0,1710,132,0,0,342,West Brom,Brighton,Tottenham,Everton,Man Utd,3.7,3.7,3.3,3.5,4.3,59.8
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,28259,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,West Brom,Brighton,Tottenham,Everton,Man Utd,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4784,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,Leicester,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6000000,0,129,3.9,6.5E-07,2.15E-05,0,785923,0,33,0,0,0,8,0,21.5,4917,-5,0,129,5,0.8,0,5,8,0,7,0,5,3.3,890326,0,-1,0,4,2333,3021,0,0,402,Burnley,Everton,Brighton,West Brom,Southampton,4.4,3.6,3.7,4.1,4.2,171.8
Robbie,Brady,MID,BUR,5000000,0,44,2.3,4.6E-07,8.8E-06,0,16499,3,6,0,0,0,1,0,8.8,13,0,0,44,0,0,0,0,3,0,7,0,1,0,13481,0,-1,0,0,1047,2,0,0,157,West Ham,Fulham,Leeds United F.C.,Liverpool,Sheffield United,0,0,0,0,0,47.2
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,331024,0,0,0,0,0,0,0,0,119,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,140402,0,-1,0,0,0,0,0,0,0,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Everton,Man Utd,Everton,Crystal Palace,Tottenham,0,0,0,0,0,0
Rhian,Brewster,FWD,SHU,4300000,1,32,0.96969696969697,2.25510923185342E-07,7.44186046511628E-06,0,1506638,1,16,0,0,0,0,0,7.4,2874,-2,0,32,2,0.3,0,1.2,0,0,2,0,0,5.1,1473002,0,-1,0,0,1079,1727,0,0,81,Tottenham,Crystal Palace,Everton,Newcastle,Burnley,0.5,0.7,0.5,0.5,0.5,44.6
Nathan,Broadhead,MID,EVE,4500000,0,1,0.03125,6.94444444444444E-09,2.22222222222222E-07,0,90,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0.2,0,0,0,0,0,0,161,0,-1,0,0,2,3,0,0,5,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,0,0,0,0,0,0.2
Josh,Brownhill,MID,BUR,4900000,0,61,2.2,4.48979591836735E-07,1.24489795918367E-05,0,9731,2,32,0,0,0,0,0,12.4,11,-1,0,61,1,0.3,0,1.6,0,0,9,0,0,0,8562,0,-1,0,0,2407,25,0,0,292,West Ham,Fulham,Leeds United F.C.,Liverpool,Sheffield United,1.4,1.8,1.5,1.1,2.1,83
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,-1,0,0,0,7,0,0,0,Tottenham,Crystal Palace,Everton,Newcastle,Burnley,0,0,0,0,0,0
Joe,Bryan,DEF,FUL,4500000,0,14,0.424242424242424,9.42760942760943E-08,3.11111111111111E-06,0,69192,2,14,0,0,0,0,0,3.1,20,-5,0,14,5,0,0,0.2,0,0,0,0,1,0.3,16731,0,-1,0,0,470,12,0,0,89,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0.2,0.2,0.2,0.2,0.2,17.6
Kean,Bryan,DEF,SHU,3900000,0,27,0.818181818181818,2.0979020979021E-07,6.92307692307692E-06,0,50121,1,16,0,0,0,1,0,6.9,301,-1,0,27,1,0.5,0,2,0,0,2,0,0,0.4,79934,1,-1,0,0,924,776,0,0,140,Tottenham,Crystal Palace,Everton,Newcastle,Burnley,0.4,0.4,0.4,0.4,0.4,30.9
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,1303,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,-1,0,0,0,19,0,0,0,West Brom,Brighton,Tottenham,Everton,Man Utd,0,0,0,0,0,0
Oliver,Burke,MID,SHU,4100000,1,44,1.33333333333333,3.2520325203252E-07,1.07317073170732E-05,0,425216,2,20,0,0,0,1,0,10.7,1529,-4,0,44,4,0.3,0,1.2,0,0,1,0,2,2,492036,0,-1,0,0,1196,2862,0,0,112,Tottenham,Crystal Palace,Everton,Newcastle,Burnley,0.7,0.7,0.7,0.7,0.9,65
Dan,Burn,DEF,BHA,4200000,6,52,1.57575757575758,3.75180375180375E-07,1.23809523809524E-05,0,95177,5,21,0,0,0,0,0,12.4,313,-3,0,52,3,0.6,0,2.6,0,0,6,0,0,0.7,90250,1,-1,0,0,1697,635,0,0,257,Leeds United F.C.,Wolverhampton,West Ham,Man City,Arsenal,1,1.3,1.5,1.4,1.4,58.5
Jack,Butland,GLK,CRY,4500000,0,0,0,0,0,0,4911,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5788,0,-1,0,0,0,24,0,0,0,Man City,Sheffield United,Southampton,Aston Villa,Arsenal,0,0,0,0,0,0
David,Button,GLK,WBA,3900000,0,2,0.0606060606060606,1.55400155400155E-08,5.12820512820513E-07,0,316065,0,2,0,4,0,0,0,0.5,933,-1,0,2,1,0,0,0,0,0,0,0,0,3.7,262551,0,-1,0,0,90,772,0,0,18,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,0,0,0,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,312517,0,0,0,0,0,0,0,0.3,232,-1,0,1,1,0,0,0,0,0,0,0,0,1.5,256762,0,-1,0,0,22,0,0,0,2,West Brom,Brighton,Tottenham,Everton,Man Utd,0,0,0,0,0,0.1
Willy,Caballero,GLK,CHE,4600000,0,1,0.0303030303030303,6.58761528326746E-09,2.17391304347826E-07,0,22186,0,3,0,0,0,0,0,0.2,16,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,5931,0,-1,0,0,90,4,0,0,7,Fulham,Man City,Arsenal,Leicester,Aston Villa,0,0,0,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,0,39,2.4,5.33333333333333E-07,8.66666666666667E-06,0,27434,3,32,0,0,0,1,0,8.7,134,0,0,39,0,0.1,0,0.5,4,0,3,0,0,0.2,30546,0,-1,0,1,1440,490,0,0,248,Man City,Sheffield United,Southampton,Aston Villa,Arsenal,2.8,3.1,2.4,2.4,2.8,43.8
Moises,Caicedo,MID,BHA,5000000,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,-1,0,0,0,9,0,0,0,Leeds United F.C.,Wolverhampton,West Ham,Man City,Arsenal,0,0,0,0,0,0
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,-1,0,0,0,5,0,0,0,Southampton,West Brom,Burnley,Crystal Palace,,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,2.7,5.19230769230769E-07,5.19230769230769E-06,0,28111,2,15,0,0,0,1,0,5.2,14,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,11642,0,-1,0,0,758,3,0,0,160,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,0,0,0,0,57.3
,Callum Robinson,FWD,WBA,5200000,0,74,3,5.76923076923077E-07,1.42307692307692E-05,0,266120,0,38,0,0,0,5,0,14.2,2270,-3,0,74,3,0.5,0,2.8,8,0,3,0,3,1.1,317382,0,-1,0,2,1413,717,0,0,268,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,2.8,2.9,2.7,2.7,2.5,80.7
Dominic,Calvert-Lewin,FWD,EVE,7500000,8,148,5.3,7.06666666666667E-07,1.97333333333333E-05,0,7471614,3,33,0,0,0,15,0,19.7,5021,5,0,148,-5,0.3,0,2.4,18,0,8,0,6,27.3,8397616,0,-1,0,3,2421,36090,0,0,474,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,5.1,13,6.9,5.7,5.9,209.1
Leonardo,Campana,FWD,WOL,4700000,0,0,0,0,0,0,42387,0,0,0,0,0,0,0,0,55,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,28971,0,-1,0,0,0,47,0,0,0,West Brom,Brighton,Tottenham,Everton,Man Utd,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5900000,6,129,5.2,8.8135593220339E-07,2.1864406779661E-05,0,1924638,4,13,0,0,0,1,0,21.9,8516,4,0,129,-4,0.4,0,2.3,16,0,14,0,3,14.6,2932419,0,-1,0,2,2126,5067,0,0,565,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,6.2,6.2,5.9,6.3,5.2,150.6
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,25317,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0.2,35291,0,-1,0,0,0,63,0,0,0,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,13,1.4,2.02898550724638E-07,1.88405797101449E-06,0,26763,2,2,0,0,0,1,0,1.9,128,-1,0,13,1,0,0,0.2,0,0,1,0,0,0.1,28401,0,-1,0,0,305,33,0,0,38,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,1.1,0.7,0.8,0.7,0.8,22
Andy,Carroll,FWD,NEW,5100000,0,29,0.878787878787879,1.72311348781937E-07,5.68627450980392E-06,0,101173,1,8,0,0,0,1,0,5.7,78,-4,0,29,4,0,0,0.2,3,0,1,0,1,0.3,79460,0,-1,0,0,375,70,0,0,76,Arsenal,Leicester,Man City,Sheffield United,Fulham,0.4,0.4,0.4,0.6,0.4,27.6
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,10171,0,0,0,0,0,0,0,0,70,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,18392,0,-1,0,0,0,266,0,0,0,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,34500,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0
Fabio,Carvalho,MID,FUL,4500000,1,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,3,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0.2,0,1,0,0,0,0,0,0,11,0,-1,0,0,12,11,0,0,2,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,0,0,0,0,0.3
Oliver,Casey,DEF,LEE,3800000,0,0,0,0,0,0,123797,0,0,0,0,0,0,0,0,315,-2,0,0,2,0,0,0,0,0,0,0,0,1,125645,0,-1,0,0,0,682,0,0,0,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,2,87,3.3,6.6E-07,1.74E-05,0,202207,6,32,0,0,0,0,0,17.4,210,0,0,87,0,0.1,0,0.4,8,0,11,0,2,0.8,217878,0,-1,0,1,2238,652,0,1,453,Everton,Man Utd,Everton,Crystal Palace,Tottenham,3.4,6.1,3.3,3.3,3.1,93.1
,Casilla,GLK,LEE,4200000,0,2,0.0606060606060606,1.44300144300144E-08,4.76190476190476E-07,0,140948,0,1,0,1,0,0,0,0.5,81,-3,0,2,3,0,0,0,0,0,0,0,0,0.8,32134,0,-1,0,0,90,32,0,0,12,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0.8
Timothy,Castagne,DEF,LEI,5800000,2,91,4,6.89655172413793E-07,1.56896551724138E-05,0,1840921,1,26,0,0,0,2,0,15.7,1876,3,0,91,-3,1,0,5.8,7,0,6,0,4,7.1,2012047,0,-1,0,4,1985,13849,0,0,425,Southampton,Newcastle,Man Utd,Chelsea,Tottenham,3.9,9.4,0,4.5,4,94.3
,Cavaleiro,MID,FUL,5300000,2,77,2.4,4.52830188679245E-07,1.45283018867925E-05,0,44801,2,35,0,0,0,3,0,14.5,91,-2,0,77,2,0.3,1,1.8,4,0,7,0,0,0.1,40999,0,-1,0,1,2105,30,0,0,220,Chelsea,Burnley,Southampton,Man Utd,Newcastle,1.8,2,1.7,1.5,1.7,123.2
Edinson,Cavani,FWD,MUN,7900000,0,79,3.6,4.55696202531646E-07,1E-05,0,1086344,3,12,0,0,0,8,0,10,3105,-1,0,79,1,0.6,0,4.8,10,0,4,0,3,4.2,1369856,0,-1,0,1,1139,17430,0,0,296,Aston Villa,Leicester,Fulham,Wolverhampton,,0,6.8,0,3.5,3.4,96.7
,Ceballos,MID,ARS,4700000,3,61,2.5,5.31914893617021E-07,1.29787234042553E-05,0,247896,3,16,0,0,0,0,0,13,276,-3,0,61,3,0.9,0,4.2,7,0,6,0,4,0.8,153261,0,-1,0,0,1534,875,0,0,316,Newcastle,West Brom,Chelsea,Crystal Palace,Brighton,2,3.9,0,1.7,1.7,90.4
,Cedric,DEF,ARS,4600000,0,28,0.848484848484849,1.84453227931489E-07,6.08695652173913E-06,0,62646,1,11,0,0,0,0,0,6.1,308,-4,0,28,4,0,0,0,3,0,2,0,1,0.3,41037,0,-1,0,0,744,65,0,0,125,Newcastle,West Brom,Chelsea,Crystal Palace,Brighton,0.4,0.8,0,0.4,0.4,29.2
,Chamberlain,MID,LIV,6300000,0,13,0.393939393939394,6.25300625300625E-08,2.06349206349206E-06,0,7482,0,6,0,0,0,0,0,2.1,21,-2,0,13,2,0,0,0.2,0,0,0,0,1,0.1,5508,0,-1,0,0,230,25,0,0,31,Southampton,West Brom,Burnley,Crystal Palace,,0,0.2,0.2,0.2,0.2,12.1
Calum,Chambers,DEF,ARS,4500000,1,17,0.515151515151515,1.14478114478114E-07,3.77777777777778E-06,0,11666,0,8,0,0,0,0,0,3.8,252,0,0,17,0,0.4,0,2,1,0,1,0,1,0.2,23054,0,-1,0,0,479,346,0,0,87,Newcastle,West Brom,Chelsea,Crystal Palace,Brighton,0.3,0.6,0,0.3,0.3,23.8
Kgaogelo,Chauke,MID,SOU,4400000,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,1063,0,-1,0,0,0,17,0,0,0,Leicester,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5900000,6,124,5.2,8.8135593220339E-07,2.10169491525424E-05,0,3185802,3,19,0,0,0,2,0,21,2605,4,-1,124,-4,0.8,0,5,10,0,12,0,5,14.2,3965399,0,-1,0,2,2016,20074,1,0,494,Fulham,Man City,Arsenal,Leicester,Aston Villa,6.6,13.6,0,5.7,7,123.2
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1492,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Aston Villa,Leicester,Fulham,Wolverhampton,,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4600000,0,13,0.393939393939394,8.56389986824769E-08,2.82608695652174E-06,0,7376,1,2,0,0,0,0,0,2.8,15,-4,0,13,4,0,0,0,0,0,2,0,0,0.1,3522,0,-1,0,0,301,16,0,0,56,Southampton,Newcastle,Man Utd,Chelsea,Tottenham,0.2,0.4,0,0.2,0.2,7.5
Andreas,Christensen,DEF,CHE,4700000,8,60,1.81818181818182,3.86847195357834E-07,1.27659574468085E-05,0,89135,2,16,0,0,0,0,0,12.8,622,-3,0,60,3,1.1,0,5,9,0,8,0,0,1.3,158111,0,-1,0,2,1326,4641,0,1,323,Fulham,Man City,Arsenal,Leicester,Aston Villa,1.4,3.2,0,1.1,1.5,40.9
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10251,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,0,0,0,0,0
Carney,Chukwuemeka,MID,AVL,4500000,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,-1,0,0,0,4,0,0,0,Everton,Man Utd,Everton,Crystal Palace,Tottenham,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,1,46,2.1,4.66666666666667E-07,1.02222222222222E-05,0,61198,3,35,0,0,0,1,0,10.2,149,0,0,46,0,0.3,0,1.2,2,0,3,0,0,0.2,66614,1,-1,0,0,1890,167,0,0,291,Arsenal,Leicester,Man City,Sheffield United,Fulham,1.9,1.5,2.2,1.9,2,53.9
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Wolverhampton,West Ham,Man City,Arsenal,0,0,0,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,-1,0,0,0,3,0,0,0,Southampton,West Brom,Burnley,Crystal Palace,,0,0,0,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,0,28,0.875,1.94444444444444E-07,6.22222222222222E-06,0,57458,2,22,0,0,0,0,0,6.2,21,0,0,28,0,0,0,0,0,0,2,0,1,0.1,60113,0,-1,0,0,1145,47,0,0,172,Man City,Sheffield United,Southampton,Aston Villa,Arsenal,0.6,0.8,0.5,0.5,0.6,27.2
Conor,Coady,DEF,WOL,5000000,1,100,3,6E-07,2E-05,0,818790,4,44,0,0,0,1,0,20,6694,0,0,100,0,0.6,0,3,7,0,10,0,0,7.9,787111,0,-1,0,0,2898,909,0,0,539,West Brom,Brighton,Tottenham,Everton,Man Utd,2.9,2.9,2.6,2.7,3.4,71.7
Seamus,Coleman,DEF,EVE,4900000,1,61,1.90625,3.89030612244898E-07,1.24489795918367E-05,0,276219,0,18,0,0,0,0,0,12.4,1209,-1,0,61,1,1.2,0,5.8,4,0,5,0,3,2.4,376239,0,-1,0,1,1272,13692,0,0,293,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,1.3,3.8,1.4,1.7,2.1,60.2
Aaron,Connolly,FWD,BHA,5200000,0,37,1.12121212121212,2.15617715617716E-07,7.11538461538462E-06,0,111455,0,15,0,0,0,2,0,7.1,37,-3,0,37,3,0,0,0.2,2,0,1,0,1,0.3,84351,0,-1,0,0,738,32,0,0,92,Leeds United F.C.,Wolverhampton,West Ham,Man City,Arsenal,0.6,0.6,0.6,0.6,0.6,46
Liam,Cooper,DEF,LEE,4300000,0,52,2.3,5.34883720930233E-07,1.2093023255814E-05,0,105535,3,40,0,0,0,1,0,12.1,56,-2,0,52,2,-0.1,0,-0.5,2,0,5,0,0,0.3,70267,0,-1,0,0,2006,33,0,1,419,Brighton,Tottenham,Burnley,Southampton,West Brom,1.9,1.8,1.7,1.5,2.1,85.1
Theo,Corbeanu,MID,WOL,4400000,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,5,-1,1,0,1,0,0,0,0,0,0,0,0,0,533,0,-1,0,0,0,4,-1,0,0,West Brom,Brighton,Tottenham,Everton,Man Utd,0,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,0,22,0.666666666666667,1.33333333333333E-07,4.4E-06,0,11786,2,15,0,0,0,0,0,4.4,6,0,0,22,0,0.2,0,0.8,0,0,3,0,0,0,11295,0,-1,0,0,915,11,0,0,92,West Ham,Fulham,Leeds United F.C.,Liverpool,Sheffield United,0.3,0.3,0.3,0.3,0.3,24.2
,Costa,MID,LEE,5000000,0,63,1.90909090909091,3.81818181818182E-07,1.26E-05,0,1063714,0,23,0,0,0,3,0,12.6,486,-5,0,63,5,0.4,0,1.8,2,0,3,0,4,2.1,1062989,1,-1,0,1,1150,23,0,0,162,Brighton,Tottenham,Burnley,Southampton,West Brom,0,1,1.5,1.1,1.5,64.7
Vladimir,Coufal,DEF,WHU,4700000,0,105,3.6,7.65957446808511E-07,2.23404255319149E-05,0,660590,3,39,0,0,0,0,0,22.3,4208,2,0,105,-2,0.6,0,2.8,9,0,8,0,7,6.8,1183720,0,-1,0,0,2604,4900,0,0,530,Burnley,Everton,Brighton,West Brom,Southampton,3.3,3.1,3.5,3.9,3.9,131.4
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,-1,0,0,0,3,0,0,0,Burnley,Everton,Brighton,West Brom,Southampton,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5600000,0,136,4.4,7.85714285714286E-07,2.42857142857143E-05,0,2157176,3,37,0,0,0,0,0,24.3,53865,6,0,136,-6,0,0,0.2,20,0,10,0,10,17.8,3346103,0,-1,0,3,2752,425,0,0,634,Burnley,Everton,Brighton,West Brom,Southampton,0,0,0,5.2,5.2,134.5
Charlie,Cresswell,DEF,LEE,4000000,0,0,0,0,0,0,7374,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.1,11773,0,-1,0,0,0,62,0,0,0,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,1369,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,0,-1,0,0,0,5,0,0,0,West Brom,Brighton,Tottenham,Everton,Man Utd,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,3429,0,0,0,0,0,0,0,0.3,1,-1,0,2,1,0,0,0,0,0,0,0,0,0,3443,0,-1,0,0,23,0,0,0,5,West Brom,Brighton,Tottenham,Everton,Man Utd,0,0,0,0,0,0.2
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,-1,0,0,0,18,0,0,0,Southampton,Newcastle,Man Utd,Chelsea,Tottenham,0,0,0,0,0,0
Stuart,Dallas,DEF,LEE,5300000,1,149,4.4,8.30188679245283E-07,2.81132075471698E-05,0,1587912,6,51,0,0,0,7,0,28.1,16028,8,0,149,-8,1.2,0,6.2,14,0,10,0,3,28,3459144,0,-1,0,4,3050,14907,0,0,640,Brighton,Tottenham,Burnley,Southampton,West Brom,5,4.8,4.6,4.3,5.5,151.6
,Dalot,DEF,MUN,4800000,0,0,0,0,0,0,3643,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,463,0,-1,0,0,0,0,0,0,0,Aston Villa,Leicester,Fulham,Wolverhampton,,0,0,0,0,0,0
Scott,Dann,DEF,CRY,4200000,1,35,1.09375,2.60416666666667E-07,8.33333333333333E-06,0,133281,1,21,0,0,0,1,0,8.3,86,-3,0,35,3,0.1,0,0.5,1,0,2,0,0,0.5,104107,0,-1,0,0,1260,486,0,0,214,Man City,Sheffield United,Southampton,Aston Villa,Arsenal,0.9,1,0.7,0.7,0.8,38.1
Karl,Darlow,GLK,NEW,4900000,0,80,3.2,6.53061224489796E-07,1.63265306122449E-05,0,336834,3,43,0,88,0,0,0,16.3,918,-1,0,80,1,0,0,0,6,0,4,0,0,1.2,359940,0,-1,1,0,2250,23,0,0,450,Arsenal,Leicester,Man City,Sheffield United,Fulham,0,0,0,0,0,68.3
,David Luiz,DEF,ARS,5400000,1,41,1.24242424242424,2.30078563411897E-07,7.59259259259259E-06,0,129157,1,20,0,0,0,1,0,7.6,145,-1,0,41,1,0,0,0.2,0,0,3,0,0,0.8,77032,0,-1,0,0,1396,222,0,1,230,Newcastle,West Brom,Chelsea,Crystal Palace,Brighton,0,0,0,0.7,0.6,43.9
Ben,Davies,DEF,LIV,4700000,0,0,0,0,0,0,3537,0,0,0,0,0,0,0,0,27,-3,0,0,3,0,0,0,0,0,0,0,0,0,4205,0,-1,0,0,0,22,0,0,0,Southampton,West Brom,Burnley,Crystal Palace,,0,0,0,0,0,0
Ben,Davies,DEF,TOT,4500000,0,52,2.6,5.77777777777778E-07,1.15555555555556E-05,0,268802,1,16,0,0,0,0,0,11.6,168,-5,0,52,5,0,0,0,1,0,4,0,2,0.6,131146,0,-1,0,0,1340,4,0,0,253,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,43.4
Tom,Davies,MID,EVE,5200000,0,41,1.28125,2.46394230769231E-07,7.88461538461538E-06,0,12138,3,18,0,0,0,0,0,7.9,33,-3,0,41,3,0.3,0,1.4,1,0,4,0,1,0.1,6291,0,-1,0,0,1229,33,0,0,192,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,0.6,1.2,0.9,0.6,0.6,31.8
Keinan,Davis,FWD,AVL,4200000,1,19,1.6,3.80952380952381E-07,4.52380952380952E-06,0,1802430,0,0,0,0,0,1,0,4.5,3353,-3,0,19,3,0.5,0,2.2,0,0,0,0,1,7.8,1309801,0,-1,0,0,157,2583,0,0,73,Everton,Man Utd,Everton,Crystal Palace,Tottenham,1.2,1.6,1.2,1,0.8,26.6
Leif,Davis,DEF,LEE,3800000,0,2,0.0606060606060606,1.59489633173844E-08,5.26315789473684E-07,0,138731,0,0,0,0,0,0,0,0.5,261,-2,0,2,2,0,0,0,0,0,0,0,0,1.1,101499,0,-1,0,0,31,656,0,0,5,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0.3
