FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4800000,0,0,0,0,0,0,5953,0,0,0,0,0,0,0,0,17,-2,0,0,2,0,0,0,0,0,0,0,0,0,1543,0,-1,0,0,0,2,0,0,0,Leicester,Sheffield United,Arsenal,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,Abraham,FWD,CHE,7200000,0,60,4.3,5.97222222222222E-07,8.33333333333333E-06,0,424970,0,9,0,0,0,6,0,8.3,11830,-3,0,60,3,0.4,0,3.1,8,0,5,0,2,3,315802,0,-1,0,1,777,5498,0,0,216,Man City,Fulham,Leicester,Wolverhampton,Burnley,4.6,0,10,5.1,4.8,4.4,5.6,5.3,3.9,4.8,4.6,4.7,4.4,5.6,5.3,5.3,3.8,5.6,3.6,4.3,4.4,4.4,77
Che,Adams,FWD,SOU,6100000,0,70,4.4,7.21311475409836E-07,1.14754098360656E-05,0,784442,1,18,0,0,0,4,0,11.5,30345,1,0,70,-1,0.5,0,2.9,9,0,6,0,5,7.8,1081850,0,-1,0,1,1346,13221,0,0,232,Liverpool,Leicester,Leeds United F.C.,Arsenal,Aston Villa,5.5,0,10.1,4.5,3.9,5.1,5.3,5.3,4.8,4.7,5.6,5.5,4.5,5,5.3,6.3,3.6,4.6,4.4,5.8,4.6,3.9,98.6
Tosin,Adarabioyo,DEF,FUL,4500000,0,38,3.5,7.77777777777778E-07,8.44444444444444E-06,0,8310,1,12,0,0,0,0,0,8.4,1873,0,0,38,0,1.1,0,5,5,0,3,0,1,0.3,25638,0,-1,0,1,990,3991,0,0,188,Chelsea,Man Utd,Brighton,West Brom,Leicester,0,0,7.4,3.3,4,3.1,4.5,2.9,3.6,3.7,3.9,5.1,2.9,4.3,4.9,4.1,3.1,2.6,3.9,2.6,4.2,2.9,29.6
,Adrian,GLK,LIV,4300000,0,2,0.125,2.90697674418605E-08,4.65116279069767E-07,0,54157,0,9,0,7,0,0,0,0.5,473,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,50822,0,-1,0,0,180,232,0,0,28,Southampton,Man Utd,Burnley,Tottenham,West Ham,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Sergio,Aguero,FWD,MCI,10300000,1,6,1.2,1.16504854368932E-07,5.8252427184466E-07,0,452995,0,2,0,0,0,0,0,0.6,3214,-2,0,6,2,0,0,0.5,0,0,1,0,0,1.6,272705,0,-1,0,0,140,6486,0,0,20,Chelsea,Brighton,Crystal Palace,Aston Villa,West Brom,0.6,0.8,1.6,0.7,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.6,10.4
Ola,Aina,DEF,FUL,4500000,0,42,3.5,7.77777777777778E-07,9.33333333333333E-06,0,26570,0,13,0,0,0,1,0,9.3,1953,0,0,42,0,0.8,0,3.4,3,0,3,0,0,0.4,52759,0,-1,0,1,1080,1063,0,0,200,Chelsea,Man Utd,Brighton,West Brom,Leicester,0,0,7.4,3.3,4,3.1,4.5,2.9,3.6,3.7,3.9,5.1,2.9,4.3,4.9,4.1,3.1,2.6,3.9,2.6,4.2,2.9,39.4
Rayan,Ait Nouri,DEF,WOL,5000000,1,24,1.5,3E-07,4.8E-06,0,34659,0,9,0,0,0,1,0,4.8,579,0,0,24,0,0.1,0,0.7,3,0,1,0,0,0.2,42150,0,-1,0,1,528,533,0,0,98,Brighton,Everton,West Brom,Chelsea,Crystal Palace,0.8,0.8,1.3,0.8,0.9,1.1,0.8,0.8,0.8,0.8,1.2,1.4,1.4,1.3,0.9,1,1.1,1,0.9,0.8,0.8,1.2,28
Oluwasemilogo Adesewo Ibidapo,Ajayi,DEF,WBA,4800000,0,31,1.9,3.95833333333333E-07,6.45833333333333E-06,0,26288,2,39,0,0,0,1,0,6.5,870,-2,0,31,2,0.4,0,2.1,2,0,1,0,1,0.2,16986,0,-1,0,0,1440,411,0,0,202,Arsenal,Wolverhampton,West Ham,Man City,Fulham,1.5,0,3.4,2.4,1.7,1.3,1.3,1.5,1.3,1.2,1,1.5,1,1,1.2,1.5,1.9,2,1.7,1.9,1.8,1.2,38
Albian,Ajeti,FWD,WHU,5500000,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,-1,0,0,0,4,0,0,0,Everton,Burnley,West Brom,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ake,DEF,MCI,5400000,0,21,1.5,2.77777777777778E-07,3.88888888888889E-06,0,571016,3,7,0,0,0,1,0,3.9,4166,-1,0,21,1,0.2,0,1.3,1,0,2,0,0,3.2,261474,0,-1,0,0,469,1299,0,0,97,Chelsea,Brighton,Crystal Palace,Aston Villa,West Brom,0,0.8,2.3,1,1,0.8,1,0.8,1.1,1.3,1.1,0.9,1.5,1,0.8,1.2,0.9,0.9,0.8,0.8,0.8,0.8,16.6
Marc,Albrighton,MID,LEI,5300000,5,25,1.5625,2.94811320754717E-07,4.71698113207547E-06,0,14251,1,8,0,0,0,0,0,4.7,171,-2,0,25,2,0.5,0,2.4,0,0,2,0,2,0.1,5951,0,-1,0,0,700,188,0,0,114,Newcastle,Southampton,Chelsea,Everton,Leeds United F.C.,1.1,0,1.6,1.1,0.8,1,0.9,0.8,0.9,0.8,1.1,1.2,1.2,0.8,0.9,0.9,0.8,0.9,0.8,0.8,0.9,0.8,38.1
Toby,Alderweireld,DEF,TOT,5400000,13,47,4.3,7.96296296296296E-07,8.7037037037037E-06,0,186684,0,10,0,0,0,1,0,8.7,1874,-1,0,47,1,0.6,0,3.5,4,0,5,0,0,1.9,103954,1,-1,0,1,980,11833,0,0,219,Leeds United F.C.,Aston Villa,Sheffield United,Liverpool,Brighton,3.5,6.2,5,5.6,5,3.9,5.2,5.7,5.9,4.7,5.3,5.9,4,4.4,4.9,4.5,5.4,4.3,4.8,5.8,4.5,5.5,42.4
Trent,Alexander-Arnold,DEF,LIV,7300000,0,43,3.1,4.24657534246575E-07,5.89041095890411E-06,0,3222984,1,19,0,0,0,0,0,5.9,13910,-2,0,43,2,0.4,0,3.1,4,0,3,0,2,14.3,615282,0,-1,0,0,1139,5643,0,0,248,Southampton,Man Utd,Burnley,Tottenham,West Ham,2.1,0,6.8,2.6,3.4,2.8,4.5,3.1,2.4,2.7,3.7,3.3,2.8,3.4,3.2,2.5,2.4,3.5,2.8,3.3,2.7,3.8,77.5
Ezgjan,Alioski,DEF,LEE,4500000,1,53,3.5,7.77777777777778E-07,1.17777777777778E-05,0,96072,2,20,0,0,0,2,0,11.8,10653,0,0,53,0,0.9,0,3.9,6,0,5,0,0,2.9,274421,0,-1,0,2,971,19183,0,0,219,Tottenham,Brighton,Southampton,Newcastle,Leicester,3.7,0,5.7,3.2,4.2,2.4,3.9,4.5,4.4,3.3,4.5,2.8,4.1,3.1,4.7,4.2,3.6,3.7,2.6,3.8,3,3.9,55.4
,Alisson,GLK,LIV,5900000,0,52,4,6.77966101694915E-07,8.8135593220339E-06,0,899966,1,11,0,27,0,0,0,8.8,6081,-1,0,52,1,0.5,0,2.9,3,0,4,0,0,6.7,355877,0,-1,1,1,1170,8028,0,0,232,Southampton,Man Utd,Burnley,Tottenham,West Ham,3.2,0,9.7,3.9,4.8,4.1,5.8,4.5,3.6,4,5.3,4.8,4.1,4.9,4.7,3.8,3.7,5,4.2,4.7,4,5.3,27.8
,Allan,MID,EVE,5300000,0,21,1.8,3.39622641509434E-07,3.9622641509434E-06,0,161338,4,16,0,0,0,0,0,4,1022,-2,0,21,2,0.2,0,1,0,0,2,0,0,0.7,81570,0,-1,0,0,1028,15,0,0,140,West Ham,Wolverhampton,Aston Villa,Leicester,Newcastle,0,0,0,0,1.1,1.2,0.9,1.2,0.9,1.1,1,1.4,1.4,0.9,1.3,0.9,1.2,0.9,1,1.7,1.1,0.9,30.5
Bamidele,Alli,MID,TOT,7400000,0,4,0.266666666666667,3.6036036036036E-08,5.40540540540541E-07,0,246544,0,1,0,0,0,0,0,0.5,405,-6,0,4,6,0,0,0.3,0,0,0,0,0,0.5,20712,0,-1,0,0,74,115,0,0,13,Leeds United F.C.,Aston Villa,Sheffield United,Liverpool,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
Miguel,Almiron,MID,NEW,5600000,2,35,2.3,4.10714285714286E-07,6.25E-06,0,79471,1,15,0,0,0,1,0,6.2,927,-4,0,35,4,0.5,0,2.8,2,0,2,0,1,0.4,34414,0,-1,0,0,839,1414,0,0,132,Leicester,Sheffield United,Arsenal,Leeds United F.C.,Everton,1.2,2.7,1.8,1.3,1.8,1.4,1.7,1.5,1.4,1.7,2.1,1.2,1.9,1.2,2.1,1.4,1.2,1.4,1.8,1.2,2.5,1.8,49.2
Marcos,Alonso,DEF,CHE,5600000,0,2,0.125,2.23214285714286E-08,3.57142857142857E-07,0,193865,1,6,0,0,0,0,0,0.4,747,-4,0,2,4,0,0,0,0,0,0,0,0,1.4,40569,0,-1,0,0,225,88,0,0,36,Man City,Fulham,Leicester,Wolverhampton,Burnley,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Steven,Alzate,MID,BHA,4300000,0,14,0.875,2.03488372093023E-07,3.25581395348837E-06,0,127528,1,13,0,0,0,0,0,3.3,3920,-2,0,14,2,0.2,0,0.7,0,0,2,0,0,1.1,167352,0,-1,0,0,520,2961,0,0,74,Wolverhampton,Man City,Leeds United F.C.,Fulham,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,19.6
Daniel,Amartey,DEF,LEI,3900000,0,3,0.1875,4.80769230769231E-08,7.69230769230769E-07,0,105475,1,5,0,0,0,0,0,0.8,1552,-1,0,3,1,0.1,0,0.4,0,0,0,0,0,1,66610,0,-1,0,0,264,2106,0,0,40,Newcastle,Southampton,Chelsea,Everton,Leeds United F.C.,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Ethan,Ampadu,DEF,SHU,4300000,1,17,1.0625,2.47093023255814E-07,3.95348837209302E-06,0,55344,0,17,0,0,0,0,0,4,701,-2,0,17,2,0.3,0,1.3,0,0,0,0,0,0.5,25555,0,-1,0,0,880,867,0,0,134,Crystal Palace,Newcastle,Tottenham,Man Utd,Man City,0.6,0.5,0.5,0.7,0.9,0.7,0.5,0.7,0.6,0.8,0.5,0.6,0.5,0.5,0.6,0.7,0.5,0.5,0.7,0.5,0.5,0.5,28.3
Joachim,Andersen,DEF,FUL,4500000,0,26,2.9,6.44444444444444E-07,5.77777777777778E-06,0,1971,1,9,0,0,0,0,0,5.8,101,0,0,26,0,0.7,0,3,2,0,3,0,0,0,3290,0,-1,0,0,781,106,0,1,134,Chelsea,Man Utd,Brighton,West Brom,Leicester,0,0,5.5,2.5,3,2.3,3.4,2.1,2.7,2.8,2.9,4.2,2.2,3.3,3.8,3.1,2.3,1.9,3,1.9,3.2,2.2,15.8
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,0,-1,0,0,0,83,0,0,0,Leicester,Sheffield United,Arsenal,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,29524,0,0,0,0,0,0,0,0,49,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11982,0,-1,0,0,0,40,0,0,0,Wolverhampton,Man City,Leeds United F.C.,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,1,16,1.06666666666667,2.0125786163522E-07,3.0188679245283E-06,0,39997,2,8,0,0,0,0,0,3,184,-2,0,16,2,0.2,0,1,0,0,2,0,0,0.2,21693,0,-1,0,0,544,80,0,0,52,West Ham,Wolverhampton,Aston Villa,Leicester,Newcastle,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,15.5
,Anguissa,MID,FUL,4500000,0,37,2.5,5.55555555555556E-07,8.22222222222222E-06,0,255453,2,17,0,0,0,0,0,8.2,9957,0,0,37,0,0.5,0,2.2,2,0,3,0,2,2.4,368183,0,-1,0,0,1193,2826,0,0,198,Chelsea,Man Utd,Brighton,West Brom,Leicester,0,0,3.3,1.9,2.1,1.5,1.8,1.8,3,1.3,1.2,1.6,1.7,1.6,2.2,1.8,1.5,1.6,2.6,1.6,1.4,2.1,62.7
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,-1,0,0,0,20,0,0,0,Man City,Fulham,Leicester,Wolverhampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6200000,1,30,3.3,5.32258064516129E-07,4.83870967741936E-06,0,748357,1,9,0,0,0,3,0,4.8,3384,-3,0,30,3,0,0,0.3,5,0,2,0,0,1.9,184089,0,-1,0,0,570,9079,0,0,83,Everton,Burnley,West Brom,Crystal Palace,Liverpool,3.2,0,6.9,3.8,3.5,3.1,3.4,4,2.6,2.5,2.8,3.6,2.8,2.8,2.8,3.7,3,2.9,3,3.8,3.7,3.1,56.7
Alphonse,Areola,GLK,FUL,4500000,0,50,3.6,8E-07,1.11111111111111E-05,0,116649,0,20,0,54,0,0,0,11.1,4735,0,0,50,0,1.1,0,5,4,0,3,0,0,1.8,134654,0,-1,0,0,1260,7355,0,0,263,Chelsea,Man Utd,Brighton,West Brom,Leicester,0,0,7.6,3.4,4.1,3.3,4.6,3,3.8,3.8,4,5.2,3,4.5,5.1,4.3,3.2,2.7,4.1,2.7,4.3,3.1,39.2
Stuart,Armstrong,MID,SOU,5500000,0,49,3.8,6.90909090909091E-07,8.90909090909091E-06,0,81904,0,11,0,0,0,2,0,8.9,2120,0,0,49,0,0.4,0,2.3,2,0,6,0,2,0.5,90074,0,-1,0,1,1034,459,0,0,161,Liverpool,Leicester,Leeds United F.C.,Arsenal,Aston Villa,3.1,0,7.2,3.4,2.6,2.8,3.8,4.1,3.9,3.5,4.9,3.7,3.1,4.7,4,3.5,2.3,3,2.2,4.3,3.4,3.1,49.3
Kepa,Arrizabalaga,GLK,CHE,4700000,0,6,0.375,7.97872340425532E-08,1.27659574468085E-06,0,166557,0,6,0,8,0,0,0,1.3,351,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,44155,0,-1,0,0,270,59,0,0,40,Man City,Fulham,Leicester,Wolverhampton,Burnley,0.2,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,5993,0,0,0,0,0,0,0,0,18,-3,0,0,3,0,0,0,0,0,0,0,0,0,917,0,-1,0,0,0,1,0,0,0,Leicester,Sheffield United,Arsenal,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11400000,3,53,3.5,3.07017543859649E-07,4.64912280701754E-06,0,3159503,2,16,0,0,0,3,0,4.6,9880,-6,0,53,6,0.2,0,2.6,4,0,5,0,1,7.2,510806,1,-1,0,1,1346,2321,0,0,154,West Brom,Crystal Palace,Newcastle,Southampton,Man Utd,4,2.6,3.1,3.2,2,3.1,3.2,2.5,2.4,3.6,4,2.2,3.2,2.3,4.9,3.4,2.7,3.8,3.5,3.1,2.7,2.8,84.6
Serge,Aurier,DEF,TOT,5200000,0,36,2.4,4.61538461538462E-07,6.92307692307692E-06,0,351213,0,9,0,0,0,1,0,6.9,9530,-3,0,36,3,0.3,0,1.8,2,0,3,0,1,2.2,234801,0,-1,0,0,693,1898,0,0,158,Leeds United F.C.,Aston Villa,Sheffield United,Liverpool,Brighton,1.3,2.8,2.1,2.5,2.1,1.5,2.2,3.2,2.7,1.9,2.3,2.7,1.6,1.8,2,1.8,2.4,1.7,2,2.7,1.8,2.4,33.3
Charlie,Austin,FWD,WBA,5100000,1,5,0.3125,6.12745098039216E-08,9.80392156862745E-07,0,68450,0,5,0,0,0,0,0,1,365,-4,0,5,4,0.1,0,0.7,0,0,0,0,0,0.2,15695,0,-1,0,0,135,350,0,0,10,Arsenal,Wolverhampton,West Ham,Man City,Fulham,0.2,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Jordan,Ayew,FWD,CRY,5600000,1,30,2.3,4.10714285714286E-07,5.35714285714286E-06,0,474540,0,16,0,0,0,1,0,5.4,2097,-4,0,30,4,0.2,0,0.9,2,0,2,0,1,1.5,130995,0,-1,0,0,752,1714,0,0,79,Sheffield United,Arsenal,Man City,West Ham,Wolverhampton,2.5,1.7,1.2,1.6,2,2,1.8,1.9,2.1,2.3,1.6,2.3,1.9,1.7,1.8,1.4,2,1.8,2.3,1.3,1.6,1.6,30
Luke,Ayling,DEF,LEE,4500000,1,43,2.5,5.55555555555556E-07,9.55555555555555E-06,0,331855,2,33,0,0,0,0,0,9.6,8315,0,0,43,0,0.5,0,2.1,1,0,6,0,0,3.3,308228,0,-1,0,0,1509,3454,0,0,323,Tottenham,Brighton,Southampton,Newcastle,Leicester,2.2,0,3.3,1.9,2.6,1.4,2.4,2.8,2.8,1.9,2.8,1.6,2.5,1.8,3.3,2.6,2.1,2.3,1.5,2.3,1.8,2.3,76.4
Cesar,Azpilicueta,DEF,CHE,5600000,1,26,1.625,2.90178571428571E-07,4.64285714285714E-06,0,436102,2,7,0,0,0,0,0,4.6,1671,-4,0,26,4,0.2,0,1.3,1,0,3,0,1,2.5,85848,0,-1,0,0,590,352,0,0,128,Man City,Fulham,Leicester,Wolverhampton,Burnley,2,0,2.2,1.7,1.2,0.9,1,0.8,0.8,1.3,0.8,0.9,1.2,1.4,1.1,0.9,1.3,1.4,1.6,1.2,0.9,1.4,27.2
Eric,Bailly,DEF,MUN,4900000,1,10,0.666666666666667,1.36054421768707E-07,2.04081632653061E-06,0,24201,2,10,0,0,0,0,0,2,1359,-1,0,10,1,0.3,0,1.6,3,0,1,0,0,0.6,32255,0,-1,0,0,368,12007,0,0,70,Aston Villa,Burnley,Liverpool,Fulham,Sheffield United,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,9.2
Fabian,Balbuena,DEF,WHU,4400000,0,40,3.3,7.5E-07,9.09090909090909E-06,0,150602,1,16,0,0,0,1,0,9.1,12550,-1,0,40,1,0.2,0,0.7,0,0,4,0,0,1.9,281212,0,-1,0,0,1080,3582,0,0,185,Everton,Burnley,West Brom,Crystal Palace,Liverpool,2.8,0,7.3,3.5,4.2,4.1,3.5,3.2,2.7,4.2,2.5,4,3.5,3.8,2.7,2.7,2.8,3.2,2.5,3.2,3.8,2.9,32.4
George,Baldock,DEF,SHU,5000000,0,25,1.6,3.2E-07,5E-06,0,286298,2,27,0,0,0,0,0,5,1987,-5,0,25,5,0.2,0,1.1,0,0,0,0,1,1.1,45536,0,-1,0,0,1440,461,0,0,170,Crystal Palace,Newcastle,Tottenham,Man Utd,Man City,1.2,0.8,0.8,1.4,1.7,1.3,0.8,1.3,1.2,1.4,0.9,1.2,1,0.9,1.1,1.3,0.8,1,1.3,0.8,0.8,1.1,55.4
Gareth,Bale,MID,TOT,9300000,0,14,0.933333333333333,1.00358422939068E-07,1.50537634408602E-06,0,151346,0,4,0,0,0,1,0,1.5,899,-2,0,14,2,0,0,0.2,3,0,1,0,0,0.3,157529,0,-1,0,0,160,31,0,0,37,Leeds United F.C.,Aston Villa,Sheffield United,Liverpool,Brighton,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,16.1
Patrick,Bamford,FWD,LEE,6600000,2,101,5.9,8.93939393939394E-07,1.53030303030303E-05,0,1568878,1,31,0,0,0,10,0,15.3,79539,11,0,101,-11,0.8,0,5.6,13,0,6,0,5,46.9,4635227,0,-1,0,2,1456,69543,0,0,326,Tottenham,Brighton,Southampton,Newcastle,Leicester,7.7,0,13.8,8.4,8.6,6.5,7.7,7.9,7.1,5.2,6.9,6.4,8,7.3,6.6,7.4,6.8,8.5,5.9,7.3,7,7.4,141.1
Phil,Bardsley,DEF,BUR,4500000,0,1,0.0666666666666667,1.48148148148148E-08,2.22222222222222E-07,0,40025,2,8,0,0,0,0,0,0.2,150,0,0,1,0,0,0,0,0,0,0,0,0,0.2,11461,0,-1,0,0,270,56,0,0,24,Man Utd,West Ham,Liverpool,Aston Villa,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,AVL,5900000,0,32,2.28571428571429,3.87409200968523E-07,5.42372881355932E-06,0,458472,0,9,0,0,0,2,0,5.4,2075,-1,0,32,1,0,0,0,4,0,2,0,1,0.9,465775,0,-1,0,1,494,126,0,0,116,Man Utd,Tottenham,Everton,Man City,Burnley,0,1.1,2.4,2.2,1.7,1.2,1.1,2,1.1,2,1.5,2.1,2.8,1.6,1.2,1.1,1.7,2,1.1,1.4,1.7,1.3,57.8
Ashley,Barnes,FWD,BUR,6000000,0,25,2.1,3.5E-07,4.16666666666667E-06,0,19699,2,13,0,0,0,1,0,4.2,1094,0,0,25,0,0.4,0,2.3,2,0,4,0,0,0.3,23506,0,-1,0,0,781,1322,0,0,40,Man Utd,West Ham,Liverpool,Aston Villa,Chelsea,0,1.6,2.6,1.1,1.2,1.5,1.8,1.9,2,1.5,1.4,1.5,1.4,1.2,1.8,1.7,1.3,1.3,1.6,1.4,1.8,2,49.1
Harvey,Barnes,MID,LEI,6800000,2,65,4.1,6.02941176470588E-07,9.55882352941176E-06,0,735384,0,17,0,0,0,5,0,9.6,15549,-2,-1,65,2,0.5,0,3.3,5,0,3,0,1,4.1,752493,0,-1,0,0,1189,10648,1,0,167,Newcastle,Southampton,Chelsea,Everton,Leeds United F.C.,4.9,0,7,4.7,3,4.7,4.1,2.7,4.2,3,4.9,4.8,5.2,2.8,4.3,4.1,3,4.3,3.6,3.9,4.2,2.5,90.1
Kyle,Bartley,DEF,WBA,4400000,1,19,2.1,4.77272727272727E-07,4.31818181818182E-06,0,21420,1,20,0,0,0,1,0,4.3,104,-1,0,19,1,0,0,0.1,0,0,1,0,0,0.1,14771,0,-1,0,0,744,24,0,0,109,Arsenal,Wolverhampton,West Ham,Man City,Fulham,1.7,0,4,2.8,2,1.6,1.5,1.8,1.6,1.4,1.2,1.8,1.2,1.2,1.4,1.8,2.2,2.4,2,2.2,2.1,1.5,27.9
Chris,Basham,DEF,SHU,4600000,1,26,1.5,3.26086956521739E-07,5.65217391304348E-06,0,123262,1,28,0,0,0,0,0,5.7,974,-4,0,26,4,0.3,0,1.3,2,0,0,0,0,0.7,29152,0,-1,0,0,1426,942,0,0,205,Crystal Palace,Newcastle,Tottenham,Man Utd,Man City,1,0.8,0.8,1.3,1.5,1.2,0.8,1.2,1,1.3,0.8,1.1,0.9,0.8,1,1.2,0.8,0.9,1.2,0.8,0.8,1,48.4
Michy,Batshuayi,FWD,CRY,5700000,0,20,1.25,2.19298245614035E-07,3.50877192982456E-06,0,167947,0,9,0,0,0,0,0,3.5,655,-3,0,20,3,0.1,0,0.4,0,0,1,0,2,0.6,55792,0,-1,0,0,422,394,0,0,45,Sheffield United,Arsenal,Man City,West Ham,Wolverhampton,1,0.6,0.6,0.6,0.8,0.8,0.6,0.7,0.8,0.9,0.6,0.9,0.7,0.6,0.6,0.6,0.8,0.6,0.9,0.6,0.6,0.6,26.1
Jan,Bednarek,DEF,SOU,4900000,0,72,4.5,9.18367346938776E-07,1.46938775510204E-05,0,254646,1,16,0,0,0,1,0,14.7,26829,4,0,72,-4,1,0,4.7,10,0,7,0,1,12,992208,0,-1,0,2,1350,35144,0,0,330,Liverpool,Leicester,Leeds United F.C.,Arsenal,Aston Villa,6.5,0,9.8,5.7,5.5,5.9,4.1,6.6,4.8,4.2,4.8,4.8,4.7,5.6,5.6,6.2,5.5,4.6,5.5,6.2,4.3,5.7,46.7
Hector,Bellerin,DEF,ARS,5100000,0,53,3.5,6.86274509803922E-07,1.03921568627451E-05,0,774598,6,16,0,0,0,0,0,10.4,20963,1,0,53,-1,0.3,0,1.4,9,0,4,0,3,6.2,842909,0,-1,0,2,1280,13504,0,0,256,West Brom,Crystal Palace,Newcastle,Southampton,Man Utd,4.4,4,2.5,3,3.6,4.4,4.7,2.5,4.7,4.2,3.7,2.7,4.5,4.3,3.7,3.9,2.5,3.2,3.9,3,4.1,2.8,56.1
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0,262,0,-1,0,0,0,2,0,0,0,Newcastle,Southampton,Chelsea,Everton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,27252,0,0,0,0,0,0,0,0,80,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3890,0,-1,0,0,0,7,0,0,0,Brighton,Everton,West Brom,Chelsea,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
