FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5400000,1,14,1.27272727272727,2.35690235690236E-07,2.59259259259259E-06,0,546383,3,7,0,0,0,1,0,2.6,1482,-1,0,14,1,0,0,0.2,0,0,1,0,0,3.4,251400,0,-1,0,0,379,525,0,0,65,West Brom,Southampton,Newcastle,Everton,Chelsea,1.1,0.6,0.6,0.6,0.6,0.7,1,0.6,0.8,0.7,0.7,0.6,0.9,0.9,1.1,0.6,1.1,0.6,0.6,1,0.7,0.6,0.6,0.6,0.6,0.6,12.8
Marc,Albrighton,MID,LEI,5300000,0,16,1.33333333333333,2.51572327044025E-07,3.0188679245283E-06,0,12758,0,5,0,0,0,0,0,3,114,-2,0,16,2,0.4,0,2,0,0,1,0,1,0.1,4558,0,-1,0,0,440,46,0,0,81,Everton,Tottenham,Man Utd,Crystal Palace,Newcastle,0.7,0.7,0.7,0.7,0.9,0,1.4,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.8,1,1,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,24.6
Toby,Alderweireld,DEF,TOT,5400000,1,35,3.9,7.22222222222222E-07,6.48148148148148E-06,0,169729,0,8,0,0,0,0,0,6.5,563,-1,0,35,1,0.6,0,3,3,0,4,0,0,1.6,71953,0,-1,0,0,800,1701,0,0,170,Liverpool,Leicester,Wolverhampton,Fulham,Leeds United F.C.,5,3.2,5.1,4.3,2.7,5.7,4.6,5.3,4.3,3.1,4.8,5.1,5.1,3.8,4.5,5.6,3.4,4,4.4,3.4,4.5,4,4.4,4.9,3.8,4.5,28.5
Trent,Alexander-Arnold,DEF,LIV,7200000,2,26,2.4,3.33333333333333E-07,3.61111111111111E-06,0,3140542,1,18,0,0,0,0,0,3.6,3958,-3,0,26,3,0.1,0,1,4,0,1,0,1,13.3,438829,0,-1,0,0,869,5966,0,0,176,Tottenham,Crystal Palace,West Brom,Newcastle,Southampton,1.7,1.7,2.8,1.4,1.2,0,5,1.5,2.1,2,3.4,1.7,1.6,1.8,2.5,2.1,1.8,2.4,2.2,1.7,1.5,3,1.9,1.8,2,2.6,55.1
Ezgjan,Alioski,DEF,LEE,4400000,8,35,2.91666666666667,6.62878787878788E-07,7.95454545454546E-06,0,51624,1,11,0,0,0,1,0,8,932,-1,0,35,1,1.1,0,4.8,5,0,3,0,0,1,76191,0,-1,0,2,638,9071,0,0,144,Newcastle,Man Utd,Burnley,West Brom,Tottenham,1.5,4.4,2.2,3.3,2.9,0,3.9,2.7,3.1,1.5,2.7,3.9,3.6,2.1,3.6,1.7,3.1,2.3,3.9,3.3,2.9,3,1.6,3.4,2,2.9,39.9
,Alisson,GLK,LIV,5900000,2,37,3.7,6.27118644067797E-07,6.27118644067797E-06,0,862757,1,10,0,20,0,0,0,6.3,1714,-1,0,37,1,0.5,0,2.8,3,0,2,0,0,6.3,290288,0,-1,1,1,900,3569,0,0,168,Tottenham,Crystal Palace,West Brom,Newcastle,Southampton,3.4,3.4,5.1,2.9,2.1,0,9.1,3.1,4,3.9,5.6,3.4,3.3,3.5,4.7,4,3.5,4.5,4.2,3.4,3,5.1,3.8,3.6,3.8,4.8,22
,Allan,MID,EVE,5300000,1,21,1.8,3.39622641509434E-07,3.9622641509434E-06,0,147514,4,16,0,0,0,0,0,4,1033,-2,0,21,2,0.3,0,1.8,0,0,2,0,0,0.9,81396,0,-1,0,0,1028,196,0,0,140,Leicester,Arsenal,Sheffield United,Man City,West Ham,0,0,0,1,0.9,1,1.1,0.9,1,1.3,1.1,1.2,0.9,1.2,1,1.3,1.1,0.9,1.1,0.9,1.3,0.9,1,1.8,1.1,0.9,30.5
Bamidele,Alli,MID,TOT,7400000,1,4,0.333333333333333,4.5045045045045E-08,5.40540540540541E-07,0,243805,0,1,0,0,0,0,0,0.5,220,-6,0,4,6,0.1,0,0.4,0,0,0,0,0,0.6,19584,0,-1,0,0,74,127,0,0,13,Liverpool,Leicester,Wolverhampton,Fulham,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.2
Miguel,Almiron,MID,NEW,5600000,1,28,2.54545454545455,4.54545454545455E-07,5E-06,0,69337,1,11,0,0,0,1,0,5,677,-4,0,28,4,0.6,0,3.5,2,0,2,0,1,0.4,27308,0,-1,0,0,582,959,0,0,99,Leeds United F.C.,Fulham,Man City,Liverpool,Leicester,2.5,1.8,1.4,1.3,1.3,3.2,2.5,1.3,2.1,1.4,1.7,2,2.2,1.7,2.3,1.3,2.2,1.3,2.8,1.4,1.3,1.5,2.1,1.4,2.6,2.1,39.1
Marcos,Alonso,DEF,CHE,5700000,0,2,0.166666666666667,2.92397660818713E-08,3.50877192982456E-07,0,186595,1,6,0,0,0,0,0,0.4,672,-3,0,2,3,0,0,0,0,0,0,0,0,1.5,39222,0,-1,0,0,225,84,0,0,36,Wolverhampton,West Ham,Arsenal,Aston Villa,Man City,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Steven,Alzate,MID,BHA,4400000,3,13,1.08333333333333,2.46212121212121E-07,2.95454545454545E-06,0,104112,1,11,0,0,0,0,0,3,650,-1,0,13,1,0.2,0,0.8,0,0,2,0,0,0.6,114746,0,-1,0,0,475,140,0,0,70,Fulham,Sheffield United,West Ham,Arsenal,Wolverhampton,0.5,0.8,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.6,18.8
Daniel,Amartey,DEF,LEI,3900000,0,0,0,0,0,0,95935,1,4,0,0,0,0,0,0,346,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,42419,0,-1,0,0,144,167,0,0,19,Everton,Tottenham,Man Utd,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Ethan,Ampadu,DEF,SHU,4300000,0,9,0.75,1.74418604651163E-07,2.09302325581395E-06,0,50357,0,9,0,0,0,0,0,2.1,163,-2,0,9,2,0.1,0,0.6,0,0,0,0,0,0.4,16842,0,-1,0,0,454,106,0,0,63,Man Utd,Brighton,Everton,Burnley,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.7
Joachim,Andersen,DEF,FUL,4500000,8,21,3,6.66666666666667E-07,4.66666666666667E-06,0,694,1,8,0,0,0,0,0,4.7,43,0,0,21,0,0.6,0,2.6,2,0,2,0,0,0,1618,0,-1,0,0,630,199,0,0,108,Brighton,Newcastle,Southampton,Tottenham,Burnley,2.7,2.3,2.6,2.4,3,0,6.1,2.6,2.8,2.4,3.3,1.9,3.1,2.7,3.1,4.4,2.1,3.7,3.7,3.6,2.3,2.2,2.9,1.6,4.2,2,11.9
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,-1,0,0,0,72,0,0,0,Leeds United F.C.,Fulham,Man City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,29007,0,0,0,0,0,0,0,0,31,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11696,0,-1,0,0,0,17,0,0,0,Fulham,Sheffield United,West Ham,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,0,14,1.16666666666667,2.16049382716049E-07,2.59259259259259E-06,0,37736,2,7,0,0,0,0,0,2.6,128,-1,0,14,1,0.2,0,1,0,0,2,0,0,0.2,20985,0,-1,0,0,502,79,0,0,43,Leicester,Arsenal,Sheffield United,Man City,West Ham,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,13.5
,Anguissa,MID,FUL,4500000,3,33,2.5,5.55555555555556E-07,7.33333333333333E-06,0,197691,1,16,0,0,0,0,0,7.3,2084,0,0,33,0,0.7,0,3,2,0,2,0,2,2.1,281505,0,-1,0,0,1013,3296,0,0,173,Brighton,Newcastle,Southampton,Tottenham,Burnley,1.9,2.1,2.1,1.5,2.4,0,3.1,1.8,1.8,1.5,1.7,1.7,3,1.2,1.2,1.8,1.6,1.8,2,2,1.4,1.6,2.3,1.3,1.8,1.8,51
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-1,0,0,0,12,0,0,0,Wolverhampton,West Ham,Arsenal,Aston Villa,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6200000,0,28,4,6.45161290322581E-07,4.51612903225806E-06,0,730044,1,9,0,0,0,3,0,4.5,1246,-3,0,28,3,0,0,0.2,5,0,2,0,0,1.7,147558,0,-1,0,0,526,148,0,0,78,Crystal Palace,Chelsea,Brighton,Southampton,Everton,0,0,4.4,3.5,4.3,0,8.8,5,4.8,4.8,4.7,5.2,3.4,3.5,3.5,5.3,3.7,3.8,3.7,5.4,3.4,4.7,4.1,4.9,4.4,4.2,52.4
Alphonse,Areola,GLK,FUL,4500000,9,39,3.2,7.11111111111111E-07,8.66666666666667E-06,0,91818,0,19,0,48,0,0,0,8.7,702,0,0,39,0,0.8,0,3.6,2,0,2,0,0,1.4,77649,0,-1,0,0,1080,2191,0,0,223,Brighton,Newcastle,Southampton,Tottenham,Burnley,3,2.6,2.9,2.7,3.3,0,6.6,2.8,3.1,2.7,3.6,2.1,3.4,3,3.4,4.7,2.3,4,4.1,3.9,2.6,2.4,3.2,1.8,4.6,2.2,35.3
Stuart,Armstrong,MID,SOU,5500000,2,45,4.1,7.45454545454545E-07,8.18181818181818E-06,0,51736,0,11,0,0,0,2,0,8.2,1673,0,0,45,0,0.6,0,3.2,2,0,5,0,2,0.8,80380,0,-1,0,1,932,1317,0,0,151,Arsenal,Man City,Fulham,West Ham,Liverpool,4,4.1,3.4,4,3.9,0,7.4,4.3,3.1,3.5,4.1,4.6,4.2,3.4,5,4.4,3.1,5,3.7,4.1,2.3,3.6,2.1,4.8,3.7,3.3,47.3
Kepa,Arrizabalaga,GLK,CHE,4700000,0,6,0.5,1.06382978723404E-07,1.27659574468085E-06,0,162920,0,6,0,8,0,0,0,1.3,294,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,43792,0,-1,0,0,270,25,0,0,40,Wolverhampton,West Ham,Arsenal,Aston Villa,Man City,0.2,0.2,0.2,0.2,0.3,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,5856,0,0,0,0,0,0,0,0,13,-3,0,0,3,0,0,0,0,0,0,0,0,0,903,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Fulham,Man City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11400000,10,47,3.6,3.15789473684211E-07,4.12280701754386E-06,0,3044775,2,16,0,0,0,3,0,4.1,7348,-6,1,47,6,0.3,0,3.4,4,0,3,0,1,8.4,482276,1,-1,0,1,1166,1271,-1,0,146,Southampton,Everton,Chelsea,Brighton,West Brom,3.1,3.6,2.7,3.7,3.8,2.6,2.7,2.9,2,3.3,3.7,2.4,2.7,3.5,4.6,2.1,3.5,2.5,5,3.3,3,4.1,3.8,3.5,2.8,2.9,76
Serge,Aurier,DEF,TOT,5200000,1,35,5,9.61538461538461E-07,6.73076923076923E-06,0,303904,0,7,0,0,0,1,0,6.7,1190,-3,0,35,3,0.8,0,4.4,2,0,3,0,1,2.1,181524,0,-1,0,0,630,5637,0,0,152,Liverpool,Leicester,Wolverhampton,Fulham,Leeds United F.C.,6.5,4.7,6.8,6.1,4,7.5,6.5,6.9,6.2,4.5,6.7,6.5,7.1,5.5,6.4,7.4,4.9,5.7,5.7,5,6.3,5.7,6.3,6.5,5.5,6.4,31.9
Charlie,Austin,FWD,WBA,5100000,1,2,0.166666666666667,3.26797385620915E-08,3.92156862745098E-07,0,65503,0,1,0,0,0,0,0,0.4,190,-4,0,2,4,0.1,0,0.4,0,0,0,0,0,0.2,12884,0,-1,0,0,65,203,0,0,6,Man City,Aston Villa,Liverpool,Leeds United F.C.,Arsenal,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Jordan,Ayew,FWD,CRY,5700000,1,26,2.6,4.56140350877193E-07,4.56140350877193E-06,0,451895,0,9,0,0,0,1,0,4.6,1879,-3,0,26,3,0.2,0,1.2,2,0,2,0,1,1.6,119210,0,-1,0,0,614,389,0,0,70,West Ham,Liverpool,Aston Villa,Leicester,Sheffield United,1.7,2.9,2.3,2.1,3.1,2.2,1.5,1.9,2.2,2.7,2.4,2.2,2.3,2.9,1.9,2.9,2.2,2,1.9,1.5,2.2,2.4,2.8,1.7,2.1,1.9,25.1
Luke,Ayling,DEF,LEE,4500000,1,31,2.4,5.33333333333333E-07,6.88888888888889E-06,0,259255,2,24,0,0,0,0,0,6.9,4066,0,0,31,0,0.6,0,2.8,1,0,4,0,0,3.9,267418,0,-1,0,0,1149,2271,0,0,234,Newcastle,Man Utd,Burnley,West Brom,Tottenham,1.2,3.5,1.6,2.4,2.1,0,2.7,2,2.3,1.2,2,3,2.7,1.6,2.7,1.2,2.3,1.7,3,2.5,2.1,2.2,1.2,2.6,1.5,2.1,61.9
Cesar,Azpilicueta,DEF,CHE,5700000,0,17,1.41666666666667,2.48538011695906E-07,2.98245614035088E-06,0,415904,1,3,0,0,0,0,0,3,2092,-3,0,17,3,0,0,0,0,0,2,0,1,2.7,78020,0,-1,0,0,320,125,0,0,72,Wolverhampton,West Ham,Arsenal,Aston Villa,Man City,1.1,0.9,1.3,0.8,1.5,0,1.8,1.2,0.8,0.8,0.9,0.7,0.7,1.1,0.7,0.9,1,1.1,0.9,0.7,1.1,1,1.3,1,0.7,1.3,14.4
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.0909090909090909,-1.85528756957328E-08,-2.04081632653061E-07,0,21016,1,7,0,0,0,0,0,-0.2,65,-1,0,-1,1,0,0,0,0,0,0,0,0,0.2,8624,0,-1,0,0,98,54,0,0,11,Sheffield United,Leeds United F.C.,Leicester,Wolverhampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian,Balbuena,DEF,WHU,4500000,0,38,3.8,8.44444444444444E-07,8.44444444444444E-06,0,70265,1,11,0,0,0,1,0,8.4,5868,0,0,38,0,0.5,0,2.2,0,0,4,0,0,2.3,215397,0,-1,0,0,900,3027,0,0,159,Crystal Palace,Chelsea,Brighton,Southampton,Everton,0,3.5,3.6,2.8,3.2,0,8.7,4.2,5.2,5.4,4.2,4,3.1,4.8,2.7,5.7,4.4,4.8,3.2,3.7,3.1,4.6,2.9,4,4.4,3.4,28
George,Baldock,DEF,SHU,5100000,0,19,1.6,3.13725490196078E-07,3.72549019607843E-06,0,266023,1,21,0,0,0,0,0,3.7,1202,-4,0,19,4,0.2,0,1.2,0,0,0,0,1,1.3,41666,0,-1,0,0,1080,231,0,0,139,Man Utd,Brighton,Everton,Burnley,Crystal Palace,1.4,1,0.8,1.2,1.1,0.8,0.8,1.9,1.5,1.4,0.8,1.3,1,1.6,0.9,1.1,1,1,1.2,1.3,0.9,0.9,1.3,0.8,0.9,1,47.3
Gareth,Bale,MID,TOT,9300000,0,13,1.08333333333333,1.16487455197133E-07,1.39784946236559E-06,0,142389,0,3,0,0,0,1,0,1.4,1255,-2,1,13,2,0,0,0,3,0,1,0,0,0.4,156782,0,-1,0,0,115,36,-1,0,33,Liverpool,Leicester,Wolverhampton,Fulham,Leeds United F.C.,0,0,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.7,0.6,0.5,0.5,0.5,13.8
Patrick,Bamford,FWD,LEE,6300000,6,81,6.2,9.84126984126984E-07,1.28571428571429E-05,0,1284473,1,22,0,0,0,9,0,12.9,12938,8,0,81,-8,0.7,0,4.6,11,0,4,0,3,41,3716308,0,-1,0,1,1096,43400,0,0,271,Newcastle,Man Utd,Burnley,West Brom,Tottenham,6.6,9.3,6.5,8.5,8.4,0,14.2,9.3,9.1,6.8,7.7,9,7.7,5.2,7.9,5.7,8.7,7.2,7.3,7.9,6.4,9.1,5.7,9,7.4,7.8,114.2
Phil,Bardsley,DEF,BUR,4500000,0,1,0.0909090909090909,2.02020202020202E-08,2.22222222222222E-07,0,38076,2,8,0,0,0,0,0,0.2,163,0,0,1,0,0,0,0,0,0,0,0,0,0.2,10695,0,-1,0,0,270,4,0,0,24,Aston Villa,Wolverhampton,Leeds United F.C.,Sheffield United,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,AVL,5900000,0,32,3.2,5.42372881355932E-07,5.42372881355932E-06,0,428058,0,9,0,0,0,2,0,5.4,2155,-1,0,32,1,0,0,0.2,4,0,2,0,1,1.3,464004,0,-1,0,1,494,310,0,0,116,Burnley,West Brom,Crystal Palace,Chelsea,Man Utd,0,3.4,1.8,3.1,3.3,1.6,2.1,4.1,2.6,1.8,1.9,3.3,1.6,3.6,2.1,3.7,4.5,2.3,2,1.9,2.8,3.2,1.6,2.5,2.9,1.9,57.8
Ashley,Barnes,FWD,BUR,6000000,0,13,1.6,2.66666666666667E-07,2.16666666666667E-06,0,14499,1,12,0,0,0,0,0,2.2,108,0,0,13,0,0.1,0,0.8,0,0,2,0,0,0.1,9626,0,-1,0,0,507,91,0,0,15,Aston Villa,Wolverhampton,Leeds United F.C.,Sheffield United,Fulham,1.2,0.8,1.3,1.3,1.2,0,1.9,0.8,0.9,0.9,1,1.3,1.2,1,0.8,1.1,0.8,0.8,1,1.5,0.9,0.8,1.2,0.8,1.2,1.6,28.5
Harvey,Barnes,MID,LEI,6800000,2,45,3.8,5.58823529411765E-07,6.61764705882353E-06,0,654575,0,13,0,0,0,3,0,6.6,6588,-2,0,45,2,0.3,0,2.2,4,0,2,0,1,3.1,582330,0,-1,0,0,836,1354,0,0,117,Everton,Tottenham,Man Utd,Crystal Palace,Newcastle,3.2,3.6,2.2,3,4.5,0,6.3,3.9,2.5,3.9,3.6,2.6,4.1,3,4.1,4.7,4.9,2.9,3.8,4,2.9,3.2,2.9,4,3.8,2.3,65.3
Kyle,Bartley,DEF,WBA,4400000,0,18,2.2,5E-07,4.09090909090909E-06,0,18054,1,20,0,0,0,1,0,4.1,432,-1,0,18,1,0.4,0,1.6,0,0,1,0,0,0.1,14682,0,-1,0,0,720,0,0,0,104,Man City,Aston Villa,Liverpool,Leeds United F.C.,Arsenal,0,0,1.8,1.3,2.2,0,3.8,3,2.2,1.6,1.4,2.4,1.8,1.7,1.2,1.6,1.4,1.2,1.6,1.6,2.3,2.5,2.2,2.7,2.1,1.5,27.5
Chris,Basham,DEF,SHU,4700000,0,19,1.6,3.40425531914894E-07,4.04255319148936E-06,0,112694,0,20,0,0,0,0,0,4,566,-3,0,19,3,0.3,0,1.2,2,0,0,0,0,0.8,24637,0,-1,0,0,976,159,0,0,148,Man Utd,Brighton,Everton,Burnley,Crystal Palace,1.4,1,0.8,1.2,1.1,0.8,0.8,1.9,1.5,1.4,0.8,1.3,1,1.6,0.9,1.1,1,1,1.2,1.3,0.9,0.9,1.3,0.8,0.9,1,35.6
