FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marc,Albrighton,MID,LEI,5200000,0,56,1.80645161290323,3.47394540942928E-07,1.07692307692308E-05,0,21686,2,13,0,0,0,0,0,10.8,139,-3,0,56,3,0.4,0,2,0,0,4,0,6,0.1,14773,0,-1,0,0,1341,346,0,0,237,West Brom,Crystal Palace,Southampton,Newcastle,Man Utd,1.2,1,1,1,0.9,1.1,0.9,92.1
Toby,Alderweireld,DEF,TOT,5400000,3,73,3.6,6.66666666666667E-07,1.35185185185185E-05,0,298118,2,18,0,0,0,1,0,13.5,3034,-1,0,73,1,0.1,0,0.8,4,0,8,0,0,1.8,213531,1,-1,0,1,1790,399,0,0,375,Everton,Southampton,Sheffield United,Leeds United F.C.,Wolverhampton,7.5,0,4,3.7,4.7,4.1,3.9,63.3
Trent,Alexander-Arnold,DEF,LIV,7500000,8,125,4.2,5.6E-07,1.66666666666667E-05,0,3720754,1,36,0,0,0,2,0,16.7,2416,0,-1,125,0,1.4,0,10.3,22,0,7,0,5,18,1401066,0,-1,0,4,2489,122691,1,0,600,Leeds United F.C.,Newcastle,Man Utd,Southampton,West Brom,4.9,4.2,5.7,4.3,5.4,4.6,4.8,195.5
Ezgjan,Alioski,DEF,LEE,4300000,1,81,2.7,6.27906976744186E-07,1.88372093023256E-05,0,367324,6,32,0,0,0,2,0,18.8,2008,-2,0,81,2,0.5,0,2.3,6,0,7,0,1,1.9,453511,0,-1,0,2,1961,1992,0,0,357,Liverpool,Man Utd,Brighton,Tottenham,Burnley,2.9,2.7,2.5,2.2,2.2,2,2.7,97.8
,Alisson,GLK,LIV,5900000,3,101,3.7,6.27118644067797E-07,1.71186440677966E-05,0,1082034,1,28,0,65,0,0,0,17.1,1586,-1,0,101,1,0.7,0,4,8,0,7,0,0,6,474687,0,-1,1,2,2430,7538,0,0,504,Leeds United F.C.,Newcastle,Man Utd,Southampton,West Brom,4.1,3.4,4.8,3.5,4.5,3.8,4,60.2
,Allan,MID,EVE,5200000,2,31,1.8,3.46153846153846E-07,5.96153846153846E-06,0,168973,4,22,0,0,0,0,0,6,51,-3,0,31,3,0.1,0,0.7,0,0,3,0,0,0.6,82988,0,-1,0,0,1420,61,0,0,199,Tottenham,Arsenal,Aston Villa,West Ham,Sheffield United,0.9,1.2,0.9,1,1.6,1,0.9,38.8
Bamidele,Alli,MID,TOT,7400000,1,15,0.483870967741936,6.53879686137751E-08,2.02702702702703E-06,0,265432,0,3,0,0,0,0,0,2,312,-6,0,15,6,0,0,0.2,0,0,1,0,1,0.6,39465,0,-1,0,0,232,128,0,0,47,Everton,Southampton,Sheffield United,Leeds United F.C.,Wolverhampton,0.4,0,0.2,0.2,0.2,0.2,0.2,14.7
Miguel,Almiron,MID,NEW,5600000,3,84,3,5.35714285714286E-07,1.5E-05,0,116353,2,39,0,0,0,4,0,15,981,-4,0,84,4,0.5,0,3,8,0,3,0,2,0.4,68138,0,-1,0,1,1924,926,0,0,324,West Ham,Liverpool,Arsenal,Leicester,Man City,2.5,2.1,2.1,2.3,1.9,3.9,2.8,120.8
Marcos,Alonso,DEF,CHE,5700000,6,48,1.54838709677419,2.71646859083192E-07,8.42105263157895E-06,0,411231,2,12,0,0,0,1,0,8.4,3210,-3,0,48,3,0.5,0,3,5,0,5,0,1,2.8,364420,0,-1,0,1,859,1739,0,0,192,Brighton,West Ham,Fulham,Man City,Arsenal,1,1.2,1.1,1.4,1.1,0.9,1.2,62.2
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2855,0,-1,0,0,0,69,0,0,0,Newcastle,Chelsea,Burnley,Everton,Brighton,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4200000,0,29,0.935483870967742,2.22734254992319E-07,6.9047619047619E-06,0,196583,2,15,0,0,0,1,0,6.9,559,-3,0,29,3,0,0,0,3,0,4,0,0,0.6,200891,0,-1,0,1,738,107,0,0,112,Chelsea,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.8
Daniel,Amartey,DEF,LEI,3900000,0,20,0.645161290322581,1.65425971877585E-07,5.12820512820513E-06,0,177248,2,12,0,0,0,1,0,5.1,1701,-1,0,20,1,0,0,0,2,0,0,0,0,1.5,178540,0,-1,0,0,718,875,0,0,124,West Brom,Crystal Palace,Southampton,Newcastle,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.7
Ethan,Ampadu,DEF,SHU,4300000,2,44,1.41935483870968,3.30082520630158E-07,1.02325581395349E-05,0,87615,3,41,0,0,0,0,0,10.2,492,-2,0,44,2,0.2,0,1,4,0,2,0,0,0.4,55690,1,-1,0,1,2087,668,0,0,341,Wolverhampton,Brighton,Tottenham,Crystal Palace,Everton,1,0.9,0.7,1.1,0.8,0.7,0.8,70.1
Joachim,Andersen,DEF,FUL,4500000,1,90,3.3,7.33333333333333E-07,2E-05,0,30676,5,29,0,0,0,1,0,20,2627,0,0,90,0,0.2,0,1,7,0,9,0,1,0.5,64659,0,-1,0,2,2401,380,0,1,455,Arsenal,Chelsea,Burnley,Southampton,Man Utd,4.2,0,3.4,2.7,2.9,4.1,3,74.5
Elliot,Anderson,MID,NEW,4500000,0,1,0.032258064516129,7.16845878136201E-09,2.22222222222222E-07,0,3315,0,0,0,0,0,0,0,0.2,38,0,0,1,0,0,0,0,0,0,0,0,0,0,3786,0,-1,0,0,3,40,0,0,3,West Ham,Liverpool,Arsenal,Leicester,Man City,0,0,0,0,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,31591,0,0,0,0,0,0,0,0,36,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,13830,0,-1,0,0,0,40,0,0,0,Chelsea,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,0,40,1.33333333333333,2.51572327044025E-07,7.54716981132075E-06,0,44345,3,21,0,0,0,0,0,7.5,100,-2,0,40,2,0.1,0,0.3,0,0,4,0,1,0.2,24691,0,-1,0,0,1386,13,0,0,186,Tottenham,Arsenal,Aston Villa,West Ham,Sheffield United,0.7,0.7,0.7,0.7,1,0.7,0.7,46.7
,Anguissa,MID,FUL,4500000,2,68,2.2,4.88888888888889E-07,1.51111111111111E-05,0,441786,5,32,0,0,0,0,0,15.1,1749,0,0,68,0,0.2,0,1,4,0,6,0,3,1.3,464858,0,-1,0,0,2204,495,0,0,338,Arsenal,Chelsea,Burnley,Southampton,Man Utd,1.6,0,1.5,1.7,1.5,1.3,1.5,103.7
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,-1,0,0,0,4,0,0,0,Brighton,West Ham,Fulham,Man City,Arsenal,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6500000,0,90,4.3,6.61538461538462E-07,1.38461538461538E-05,0,2943926,3,21,0,0,0,7,0,13.8,66672,0,0,90,0,0,0,0.3,13,0,5,0,5,6.1,2687046,0,-1,0,1,1544,134,0,0,255,Newcastle,Chelsea,Burnley,Everton,Brighton,0,0,0,0,0,4.6,5.6,150.2
Alphonse,Areola,GLK,FUL,4600000,2,115,3.6,7.82608695652174E-07,2.5E-05,0,331561,1,40,0,102,0,0,0,25,7765,1,0,115,-1,0.4,0,1.7,8,0,9,0,0,4.9,582948,0,-1,0,1,2880,1223,0,0,573,Arsenal,Chelsea,Burnley,Southampton,Man Utd,4.7,0,3.8,3.1,3.3,4.6,3.4,76.9
Stuart,Armstrong,MID,SOU,5500000,2,97,3.6,6.54545454545455E-07,1.76363636363636E-05,0,133262,3,46,0,0,0,4,0,17.6,1086,0,0,97,0,0.7,0,3.7,4,0,8,0,5,0.4,131707,0,-1,0,1,2237,375,0,0,372,Tottenham,Leicester,Liverpool,Fulham,Leeds United F.C.,2.5,0,3,2.7,3.6,3.5,2.5,128.1
Kepa,Arrizabalaga,GLK,CHE,4700000,9,24,0.774193548387097,1.64722031571723E-07,5.1063829787234E-06,0,175640,0,6,0,14,0,0,0,5.1,137,-3,0,24,3,0.6,0,3,5,0,2,0,0,0.6,51052,0,-1,0,0,450,663,0,0,99,Brighton,West Ham,Fulham,Man City,Arsenal,0.4,0.4,0.4,0.5,0.4,0.4,0.4,9.6
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,-1,0,0,0,25,0,0,0,Tottenham,Arsenal,Aston Villa,West Ham,Sheffield United,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6163,0,0,0,0,0,0,0,0,3,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,West Ham,Liverpool,Arsenal,Leicester,Man City,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,0,108,4.3,3.80530973451327E-07,9.5575221238938E-06,0,3789582,2,25,0,0,0,9,0,9.6,16282,-7,0,108,7,0.1,0,0.7,10,0,7,0,1,7,1139888,1,-1,0,2,2007,446,0,0,306,Fulham,Everton,Newcastle,West Brom,Chelsea,0,0,4.6,4.7,4.3,4.1,4.1,144.9
Serge,Aurier,DEF,TOT,5200000,3,65,3.8,7.30769230769231E-07,1.25E-05,0,460715,0,19,0,0,0,2,0,12.5,2314,-3,0,65,3,0.2,0,1,2,0,5,0,1,1.5,290773,0,-1,0,0,1425,496,0,0,300,Everton,Southampton,Sheffield United,Leeds United F.C.,Wolverhampton,8.1,0,4.3,4,5.1,4.4,4.2,73.3
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,73148,0,5,0,0,0,0,0,1,26,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,Leicester,Aston Villa,Wolverhampton,Arsenal,Liverpool,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,0,63,2.3,4.10714285714286E-07,1.125E-05,0,553351,2,35,0,0,0,1,0,11.2,777,-4,0,63,4,0.4,0,2,2,0,6,0,4,1.5,208405,0,-1,0,0,1814,331,0,0,204,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,0,1.8,1.5,1.9,1.7,1.8,1.9,83.4
Luke,Ayling,DEF,LEE,4400000,2,78,2.4,5.45454545454545E-07,1.77272727272727E-05,0,507362,5,50,0,0,0,0,0,17.7,1682,-1,0,78,1,0.5,0,2,1,0,9,0,0,2.5,410688,0,-1,0,0,2859,1324,0,0,553,Liverpool,Man Utd,Brighton,Tottenham,Burnley,2.5,2.3,2,1.8,1.8,1.6,2.3,139.8
Miguel,Azeez,MID,ARS,4500000,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,-1,0,0,0,40,0,0,0,Fulham,Everton,Newcastle,West Brom,Chelsea,0,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,5900000,0,99,4.7,7.96610169491525E-07,1.67796610169492E-05,0,663131,4,15,0,0,0,1,0,16.8,12144,-1,0,99,1,0.1,0,0.7,10,0,12,0,1,8.2,754978,0,-1,0,1,1760,7174,0,0,434,Brighton,West Ham,Fulham,Man City,Arsenal,5.5,6,5.8,6.2,5.8,5.1,6.2,84.1
Eric,Bailly,DEF,MUN,4800000,0,27,0.870967741935484,1.81451612903226E-07,5.625E-06,0,81075,2,11,0,0,0,0,0,5.6,224,-2,0,27,2,0,0,0,6,0,3,0,0,0.3,72081,0,-1,0,0,638,17,0,0,144,Burnley,Leeds United F.C.,Liverpool,Aston Villa,Leicester,0,0.4,0.5,0.5,0.4,0.4,0.5,16.4
Fabian,Balbuena,DEF,WHU,4100000,0,40,1.29032258064516,3.147128245476E-07,9.75609756097561E-06,0,290368,1,18,0,0,0,1,0,9.8,327,-4,0,40,4,0,0,0,0,0,4,0,0,0.6,302815,0,-1,0,0,1117,140,0,0,190,Newcastle,Chelsea,Burnley,Everton,Brighton,0.6,0.7,0.6,0.6,0.7,0.8,0.8,34
George,Baldock,DEF,SHU,4900000,2,47,1.7,3.46938775510204E-07,9.59183673469388E-06,0,318898,4,45,0,0,0,0,0,9.6,543,-6,0,47,6,0.3,0,1.3,2,0,1,0,2,0.8,55645,0,-1,0,0,2337,866,0,0,274,Wolverhampton,Brighton,Tottenham,Crystal Palace,Everton,1.4,1.2,1,1.4,1,0.9,1.1,72.2
Gareth,Bale,MID,TOT,9100000,9,69,2.2258064516129,2.44594115561857E-07,7.58241758241758E-06,0,1183548,1,10,0,0,0,6,0,7.6,43348,-4,1,69,4,0.3,0,2.8,10,0,3,0,2,3.5,1444463,0,-1,0,2,644,2071,-1,0,220,Everton,Southampton,Sheffield United,Leeds United F.C.,Wolverhampton,3.6,0,2.5,1.6,1.6,1.2,1.5,81.8
Patrick,Bamford,FWD,LEE,6500000,2,164,5.1,7.84615384615385E-07,2.52307692307692E-05,0,4624479,2,47,0,0,0,14,0,25.2,25684,10,0,164,-10,0.4,0,2.7,19,0,8,0,10,44,7314637,0,-1,0,4,2634,42981,0,0,524,Liverpool,Man Utd,Brighton,Tottenham,Burnley,5.7,5.5,6.2,5.8,6.1,6,6.3,232.8
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,-1,0,0,0,40,0,0,0,Newcastle,Chelsea,Burnley,Everton,Brighton,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.0645161290322581,1.46627565982405E-08,4.54545454545455E-07,0,43591,2,8,0,0,0,0,0,0.5,25,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,13163,0,-1,0,0,273,25,0,0,28,Man Utd,Wolverhampton,West Ham,Fulham,Leeds United F.C.,0,0,0,0,0,0,0,5.9
Ross,Barkley,MID,AVL,5800000,1,64,2.13333333333333,3.67816091954023E-07,1.10344827586207E-05,0,513945,0,19,0,0,0,3,0,11,407,-2,0,64,2,0.1,0,0.7,4,0,7,0,1,0.8,512939,0,-1,0,1,1255,409,0,0,225,Man City,West Brom,Everton,Man Utd,Crystal Palace,1.1,1.7,1.8,1.1,1.2,1.2,1.3,110.4
Ashley,Barnes,FWD,BUR,6000000,0,48,2.7,4.5E-07,8E-06,0,162844,4,17,0,0,0,3,0,8,241,0,0,48,0,0,0,0,7,0,6,0,0,0.2,160467,0,-1,0,0,1290,42,0,0,100,Man Utd,Wolverhampton,West Ham,Fulham,Leeds United F.C.,0,0,0,0,0,2.2,2.7,88.1
Harvey,Barnes,MID,LEI,6600000,0,126,5,7.57575757575758E-07,1.90909090909091E-05,0,2699269,0,25,0,0,0,9,0,19.1,3543,-4,0,126,4,0,0,0,13,0,7,0,5,3,2581036,0,-1,0,2,1944,96,0,0,348,West Brom,Crystal Palace,Southampton,Newcastle,Man Utd,0,0,0,0,0,5.4,4.3,172.7
Kyle,Bartley,DEF,WBA,4400000,0,72,3.1,7.04545454545455E-07,1.63636363636364E-05,0,50746,3,36,0,0,0,3,0,16.4,966,-1,0,72,1,0.5,0,2.3,3,0,5,0,1,0.3,58472,0,-1,0,1,1953,75,0,0,370,Leicester,Aston Villa,Wolverhampton,Arsenal,Liverpool,0,3.4,3.9,3.5,3.7,3.9,2.8,83.7
Chris,Basham,DEF,SHU,4600000,0,38,1.5,3.26086956521739E-07,8.26086956521739E-06,0,150593,3,44,0,0,0,0,0,8.3,210,-4,0,38,4,0,0,0,2,0,0,0,1,0.5,40292,0,-1,0,0,2126,36,0,0,307,Wolverhampton,Brighton,Tottenham,Crystal Palace,Everton,0,0,0,1.2,0.8,0.8,0.9,74.1
Michy,Batshuayi,FWD,CRY,5700000,0,40,1.29032258064516,2.26372382569327E-07,7.01754385964912E-06,0,185668,0,14,0,0,0,2,0,7,156,-3,0,40,3,0.5,0,3,2,0,2,0,2,0.6,71501,0,-1,0,0,699,214,0,0,109,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,0,0.7,0.6,0.8,0.6,0.7,0.7,44.9
Jan,Bednarek,DEF,SOU,4800000,1,91,2.8,5.83333333333333E-07,1.89583333333333E-05,0,1238106,3,55,0,0,0,1,0,19,7428,3,0,91,-3,0.2,0,1,11,0,9,0,1,5.4,1416242,1,-1,0,2,2785,497,0,1,548,Tottenham,Leicester,Liverpool,Fulham,Leeds United F.C.,2.2,0,2.5,3.4,2.9,2.7,2.8,84.6
Hector,Bellerin,DEF,ARS,5000000,2,85,3.7,7.4E-07,1.7E-05,0,1133336,8,24,0,0,0,1,0,17,2791,0,0,85,0,0.1,0,0.7,15,0,6,0,3,3.9,1027115,0,-1,0,3,1977,1780,0,0,389,Fulham,Everton,Newcastle,West Brom,Chelsea,3.8,2.9,3.8,4.1,4,4,3.6,87.8
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5022,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,West Brom,Crystal Palace,Southampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28264,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Sheffield United,Burnley,West Brom,Brighton,Tottenham,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,5900000,1,49,1.58064516129032,2.67905959540733E-07,8.30508474576271E-06,0,62208,0,15,0,0,0,0,0,8.3,244,-1,0,49,1,0.2,0,1,0,0,3,0,4,0.2,68041,0,-1,0,0,1088,90,0,0,171,Newcastle,Chelsea,Burnley,Everton,Brighton,0.8,0.9,1,0.8,0.8,0.9,1,75
Josh,Benson,MID,BUR,4400000,0,10,0.32258064516129,7.33137829912023E-08,2.27272727272727E-06,0,4002,0,7,0,0,0,0,0,2.3,21,-1,0,10,1,0,0,0,0,0,1,0,0,0,4332,0,-1,0,0,260,16,0,0,27,Man Utd,Wolverhampton,West Ham,Fulham,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Christian,Benteke,FWD,CRY,5500000,0,74,3.1,5.63636363636364E-07,1.34545454545455E-05,0,177397,0,24,0,0,0,6,0,13.5,1376,0,0,74,0,0.9,0,5,9,0,4,0,2,0.8,205360,0,-1,0,2,1316,2483,0,1,214,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,0,2.9,2.5,3.1,2.7,2.9,3,116.2
Gaetano,Berardi,DEF,LEE,4000000,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,-1,0,0,0,21,0,0,0,Liverpool,Man Utd,Brighton,Tottenham,Burnley,0,0,0,0,0,0,0,0
Sander,Berge,MID,SHU,4900000,0,29,0.935483870967742,1.90915075707702E-07,5.91836734693878E-06,0,32048,4,19,0,0,0,1,0,5.9,70,-1,0,29,1,0,0,0,1,0,0,0,1,0.1,24161,0,-1,0,0,1015,7,0,0,148,Wolverhampton,Brighton,Tottenham,Crystal Palace,Everton,0,0,0,0.5,0.5,0.5,0.5,47
Steven,Bergwijn,MID,TOT,7000000,1,41,1.32258064516129,1.88940092165899E-07,5.85714285714286E-06,0,112161,2,11,0,0,0,0,0,5.9,197,-5,0,41,5,0,0,0.2,0,0,5,0,3,0.4,35364,0,-1,0,0,1049,33,0,0,86,Everton,Southampton,Sheffield United,Leeds United F.C.,Wolverhampton,1.5,0,1.1,0.7,0.7,0.7,0.7,35.9
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1518,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,-1,0,0,0,9,0,0,0,Aston Villa,Crystal Palace,Chelsea,Newcastle,Brighton,0,0,0,0,0,0,0,0
,Bernard,MID,EVE,5700000,0,18,0.6,1.05263157894737E-07,3.15789473684211E-06,0,21587,2,4,0,0,0,1,0,3.2,55,-3,0,18,3,0,0,0,1,0,2,0,0,0.1,12557,0,-1,0,0,390,11,0,0,65,Tottenham,Arsenal,Aston Villa,West Ham,Sheffield United,0.3,0.3,0.3,0.3,0.3,0.3,0.3,29
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,896645,0,3,0,0,0,0,0,1.3,1356,-1,0,5,1,0,0,0,0,0,0,0,0,4.2,319447,0,-1,0,0,205,0,0,0,30,Chelsea,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,0,0,0,0,0,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,11,91,3.8,5.13513513513513E-07,1.22972972972973E-05,0,234259,4,12,0,0,0,2,0,12.3,1640,-1,0,91,1,0.8,0,5.7,9,0,11,0,7,1,235778,0,-1,0,2,1897,1696,0,0,396,Aston Villa,Crystal Palace,Chelsea,Newcastle,Brighton,3.3,0,3.1,3.4,3.6,3.7,3.3,128.8
Ryan,Bertrand,DEF,SOU,5000000,0,78,2.7,5.4E-07,1.56E-05,0,178285,5,51,0,0,0,0,0,15.6,1292,0,0,78,0,0.1,0,0.7,4,0,8,0,2,0.9,133093,0,-1,0,0,2598,141,0,0,404,Tottenham,Leicester,Liverpool,Fulham,Leeds United F.C.,0,0,2.4,3.2,2.8,2.5,2.7,71.4
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5514,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,Arsenal,Chelsea,Burnley,Southampton,Man Utd,0,0,0,0,0,0,0,0
