FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Bamidele,Alli,MID,TOT,8000000,1,1,7.23362913010526E-29,9.04203641263158E-36,1.25E-07,0,23311,0,0,0,0,0,0,0,0.1,23311,0,0,1,0,0.1,0,1,0,0,0,0,0,3.7,3331,0,-1,0,0,45,3331,0,0,3,Everton,Southampton,Newcastle,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
Miguel,Almiron,MID,NEW,6000000,4,4,2.8934516520421E-28,4.82241942007017E-35,6.66666666666667E-07,0,3136,0,0,0,0,0,0,0,0.7,3136,0,0,4,0,0.7,0,4,0,0,0,0,1,1.1,1985,0,-1,0,0,5,1985,0,0,13,West Ham,Brighton,Tottenham,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
Marcos,Alonso,DEF,CHE,6000000,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,0,0,0,0,3.6,2154,0,-1,0,0,0,2154,0,0,0,Brighton,Liverpool,West Brom,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4500000,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0.4,516,0,-1,0,0,0,516,0,0,0,Chelsea,Newcastle,Man Utd,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Amartey,DEF,LEI,4000000,0,0,0,0,0,0,3272,0,0,0,0,0,0,0,0,3272,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3094,0,-1,0,0,0,3094,0,0,0,West Brom,Burnley,Man City,West Ham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,DEF,SHU,4500000,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,1,2097,0,-1,0,0,0,2097,0,0,0,Wolverhampton,Aston Villa,Leeds United F.C.,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,0,0,0,0,0.3,153,0,-1,0,0,0,153,0,0,0,Chelsea,Newcastle,Man Utd,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5500000,3,3,0.0789473684210526,1.43540669856459E-08,5.45454545454545E-07,0,1124,0,0,0,0,0,0,0,0.5,1124,0,0,3,0,0.5,0,3,0,0,1,0,0,0.4,1714,0,-1,0,0,67,1714,0,0,11,Tottenham,West Brom,Crystal Palace,Brighton,Liverpool,0.1,0.1,0,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,2.7
,Anguissa,MID,FUL,4500000,1,1,7.23362913010526E-29,1.60747314002339E-35,2.22222222222222E-07,0,1859,0,0,0,0,0,0,0,0.2,1859,0,0,1,0,0.2,0,1,0,0,0,0,0,0.8,1091,0,-1,0,0,27,1091,0,0,4,Arsenal,Leeds United F.C.,Aston Villa,Wolverhampton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Michail,Antonio,FWD,WHU,6500000,2,2,0.0526315789473684,8.09716599190283E-09,3.07692307692308E-07,0,53840,0,2,0,0,0,0,0,0.3,53840,0,0,2,0,0.3,0,2,0,0,0,0,0,10.1,7731,0,-1,0,0,90,7731,0,0,0,Newcastle,Arsenal,Wolverhampton,Leicester,Tottenham,0,0,0.1,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,8
Alphonse,Areola,GLK,FUL,4500000,0,0,0,0,0,0,4132,0,0,0,0,0,0,0,0,4132,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3892,0,-1,0,0,0,3892,0,0,0,Arsenal,Leeds United F.C.,Aston Villa,Wolverhampton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart,Armstrong,MID,SOU,5500000,0,0,0,0,0,0,3255,0,0,0,0,0,0,0,0,3255,0,0,0,0,0,0,0,0,0,0,0,0,0.3,72,0,-1,0,0,0,72,0,0,0,Crystal Palace,Tottenham,Burnley,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,5000000,0,0,0,0,0,0,4495,0,0,0,0,0,0,0,0,4495,0,0,0,0,0,0,0,0,0,0,0,0,2.3,3186,0,-1,0,0,0,3186,0,0,0,Brighton,Liverpool,West Brom,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5500000,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0.1,122,0,-1,0,0,0,122,0,0,0,West Ham,Brighton,Tottenham,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,12000000,7,7,0.184210526315789,1.53508771929825E-08,5.83333333333333E-07,0,72393,1,0,0,0,0,1,0,0.6,72393,0,0,7,0,0.6,0,7,0,0,1,0,0,47.3,31189,0,-1,0,0,90,31189,0,0,19,Fulham,West Ham,Liverpool,Sheffield United,Man City,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.3,10.6
Serge,Aurier,DEF,TOT,5500000,0,0,0,0,0,0,19488,0,0,0,0,0,0,0,0,19488,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1938,0,-1,0,0,0,1938,0,0,0,Everton,Southampton,Newcastle,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,WBA,5500000,0,0,0,0,0,0,6034,0,0,0,0,0,0,0,0,6034,0,0,0,0,0,0,0,0,0,0,0,0,1,1742,0,-1,0,0,0,1742,0,0,0,Leicester,Everton,Chelsea,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,6000000,2,2,0.0526315789473684,8.7719298245614E-09,3.33333333333333E-07,0,22150,0,0,0,0,0,0,0,0.3,22150,0,0,2,0,0.3,0,2,0,0,1,0,0,6.6,7888,0,-1,0,0,90,7888,0,0,-7,Southampton,Man Utd,Everton,Chelsea,Brighton,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0,0,2.9
Luke,Ayling,DEF,LEE,4500000,0,0,0,0,0,0,6390,0,4,0,0,0,0,0,0,6390,0,0,0,0,0,0,0,0,0,0,0,0,4.2,13076,0,-1,0,0,90,13076,0,0,15,Liverpool,Fulham,Sheffield United,Man City,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Cesar,Azpilicueta,DEF,CHE,6000000,0,0,0,0,0,0,13028,0,0,0,0,0,0,0,0,13028,0,0,0,0,0,0,0,0,0,0,0,0,8,4617,0,-1,0,0,0,4617,0,0,0,Brighton,Liverpool,West Brom,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5000000,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0.3,480,0,-1,0,0,0,480,0,0,0,Crystal Palace,Brighton,Tottenham,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4500000,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0.2,156,0,-1,0,0,0,156,0,0,0,Newcastle,Arsenal,Wolverhampton,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Baldock,DEF,SHU,5500000,0,0,0,0,0,0,7390,0,2,0,0,0,0,0,0,7390,0,0,0,0,0,0,0,0,0,0,0,0,5,2500,0,-1,0,0,43,2500,0,0,1,Wolverhampton,Aston Villa,Leeds United F.C.,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Bamford,FWD,LEE,5500000,7,7,0.184210526315789,3.34928229665072E-08,1.27272727272727E-06,0,13805,0,3,0,0,0,1,0,1.3,13805,0,0,7,0,1.3,0,7,1,0,0,0,0,6.8,130596,0,-1,0,0,61,130596,0,0,28,Liverpool,Fulham,Sheffield United,Man City,Wolverhampton,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.3,6.8
Phil,Bardsley,DEF,BUR,4500000,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1050,0,-1,0,0,0,1050,0,0,0,Leicester,Southampton,Newcastle,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,6000000,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0.3,623,0,-1,0,0,0,623,0,0,0,Brighton,Liverpool,West Brom,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Barnes,FWD,BUR,6000000,0,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,0,0,0,0,0.1,71,0,-1,0,0,0,71,0,0,0,Leicester,Southampton,Newcastle,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Barnes,MID,LEI,7000000,3,3,0.0789473684210526,1.12781954887218E-08,4.28571428571429E-07,0,11970,0,0,0,0,0,0,0,0.4,11970,0,0,3,0,0.4,0,3,0,0,1,0,0,4.1,3844,0,-1,0,0,90,3844,0,0,8,West Brom,Burnley,Man City,West Ham,Aston Villa,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.2
Kyle,Bartley,DEF,WBA,4500000,1,1,0.0263157894736842,5.84795321637427E-09,2.22222222222222E-07,0,417,0,3,0,0,0,0,0,0.2,417,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,313,0,-1,0,0,90,313,0,0,11,Leicester,Everton,Chelsea,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
Chris,Basham,DEF,SHU,5000000,0,0,0,0,0,0,3601,0,2,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1497,0,-1,0,0,43,1497,0,0,6,Wolverhampton,Aston Villa,Leeds United F.C.,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CRY,6000000,0,0,0,0,0,0,10642,0,0,0,0,0,0,0,0,10642,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5609,0,-1,0,0,0,5609,0,0,0,Southampton,Man Utd,Everton,Chelsea,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4500000,1,1,7.23362913010526E-29,1.60747314002339E-35,2.22222222222222E-07,0,7632,0,1,0,0,0,0,0,0.2,7632,0,0,1,0,0.2,0,1,0,0,0,0,0,3.2,933,0,-1,0,0,45,933,0,0,11,Crystal Palace,Tottenham,Burnley,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,5000000,5,5,0.131578947368421,2.63157894736842E-08,1E-06,0,7454,1,0,0,0,0,0,0,1,7454,0,0,5,0,1,0,5,0,0,1,0,0,4.7,15608,0,-1,0,0,90,15608,0,0,23,Fulham,West Ham,Liverpool,Sheffield United,Man City,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,4
Filip,Benkovic,DEF,LEI,4500000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20,0,-1,0,0,0,20,0,0,0,West Brom,Burnley,Man City,West Ham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4500000,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0.5,774,0,-1,0,0,0,774,0,0,0,Sheffield United,Man City,West Ham,Fulham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,5500000,0,0,0,0,0,0,2173,0,0,0,0,0,0,0,0,2173,0,0,0,0,0,0,0,0,0,0,0,0,0.2,124,0,-1,0,0,0,124,0,0,0,Southampton,Man Utd,Everton,Chelsea,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sander,Berge,MID,SHU,5000000,0,0,0,0,0,0,629,0,0,0,0,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0.2,176,0,-1,0,0,0,176,0,0,0,Wolverhampton,Aston Villa,Leeds United F.C.,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Bergwijn,MID,TOT,7500000,1,1,7.23362913010526E-29,9.64483884014035E-36,1.33333333333333E-07,0,8885,0,0,0,0,0,0,0,0.1,8885,0,0,1,0,0.1,0,1,0,0,0,0,0,1.4,1807,0,-1,0,0,30,1807,0,0,2,Everton,Southampton,Newcastle,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
,Bernard,MID,EVE,6000000,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0.2,444,0,-1,0,0,0,444,0,0,0,Tottenham,West Brom,Crystal Palace,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
