FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Michy,Batshuayi,FWD,CRY,5800000,0,2,1,1.72413793103448E-07,3.44827586206897E-07,0,111057,0,0,0,0,0,0,0,0.3,2243,-2,0,2,2,0.1,0,0.5,0,0,0,0,0,0.8,18012,0,-1,0,0,24,146,0,0,2,Chelsea,Brighton,Fulham,Wolverhampton,Leeds United F.C.,0.7,0.5,1.1,0.5,0.5,0.9,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,1.1,0.5,0.5,1.1,0.6,1.1,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.4
Jan,Bednarek,DEF,SOU,4500000,6,15,3.8,8.44444444444444E-07,3.33333333333333E-06,0,69142,0,6,0,0,0,0,0,3.3,1249,0,0,15,0,0.8,0,3.8,2,0,2,0,0,2.2,15987,0,-1,0,0,315,695,0,0,77,West Brom,Chelsea,Everton,Aston Villa,Newcastle,3.5,5.7,1.9,5.4,1.9,5.1,4.1,5,3.8,3.4,3.9,4.9,3.6,4.1,3.3,3.7,2.8,4.6,5.7,5.4,3.4,2.4,2.6,4.6,1.9,4.9,2.7,4.5,4.1,5.7,2.2,5.7,2.5,2.1,3.8,5.4
Hector,Bellerin,DEF,ARS,5000000,8,15,3.8,7.6E-07,3E-06,0,128408,2,5,0,0,0,0,0,3,5490,0,0,15,0,0.8,0,3.8,0,0,1,0,2,4.6,120349,0,-1,0,1,360,3319,0,0,83,Sheffield United,Man City,Leicester,Man Utd,Aston Villa,4.3,5.7,2.7,5.7,5.1,2.9,3.9,4.5,3.2,2.6,2.2,2.9,4.6,4,4.6,1.9,3.2,4.6,4.7,5,2.6,4.5,3.3,4.4,2.8,3.3,4.6,4.2,3,1.9,5,4.1,5.4,4.8,1.9,7.6
Filip,Benkovic,DEF,LEI,4400000,0,0,0,0,0,0,3644,0,0,0,0,0,0,0,0,53,-1,0,0,1,0,0,0,0,0,0,0,0,0,115,0,-1,0,0,0,5,0,0,0,West Ham,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,12598,0,0,0,0,0,0,0,0,338,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,3373,0,-1,0,0,0,64,0,0,0,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,-1,0,0,0,37,0,0,0,Newcastle,West Brom,Tottenham,Chelsea,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,5500000,0,1,0.333333333333333,6.06060606060606E-08,1.81818181818182E-07,0,18651,0,0,0,0,0,0,0,0.2,334,0,0,1,0,0,0,0.2,0,0,0,0,0,0.2,12890,0,-1,0,0,8,224,0,0,3,Chelsea,Brighton,Fulham,Wolverhampton,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4
Sander,Berge,MID,SHU,5000000,1,6,1.5,3E-07,1.2E-06,0,5196,1,4,0,0,0,0,0,1.2,206,0,0,6,0,0.3,0,1.5,0,0,0,0,0,0.2,4179,0,-1,0,0,284,176,0,0,35,Arsenal,Fulham,Liverpool,Man City,Chelsea,0.8,0.8,0.8,0.8,1.1,0.8,0.8,0.8,0.9,0.8,1.3,0.8,1.1,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,1.3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.8,0.8,1.6,0.8,10
Steven,Bergwijn,MID,TOT,7200000,0,3,1,1.38888888888889E-07,4.16666666666667E-07,0,67184,0,2,0,0,0,0,0,0.4,1054,-3,0,3,3,0.1,0,0.8,0,0,0,0,0,0.6,7454,0,-1,0,0,81,344,0,0,8,Man Utd,West Ham,Burnley,Brighton,West Brom,0.6,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,6.4
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,-1,0,0,0,4,0,0,0,Leeds United F.C.,Arsenal,West Ham,Sheffield United,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernard,MID,EVE,5900000,0,0,0,0,0,0,7663,0,0,0,0,0,0,0,0,263,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2390,0,-1,0,0,0,111,0,0,0,Brighton,Liverpool,Southampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,BHA,4000000,0,0,0,0,0,0,280660,0,0,0,0,0,0,0,0,8557,0,0,0,0,0,0,0,0,0,0,0,0,10,91265,0,-1,0,0,0,2067,0,0,0,Everton,Crystal Palace,West Brom,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo Silva,MID,MCI,7400000,1,1,0.5,6.75675675675676E-08,1.35135135135135E-07,0,34149,0,0,0,0,0,0,0,0.1,569,-1,0,1,1,0,0,0.3,0,0,0,0,0,0.4,6819,0,-1,0,0,25,816,0,0,5,Leeds United F.C.,Arsenal,West Ham,Sheffield United,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,2.3
Ryan,Bertrand,DEF,SOU,5000000,6,15,3.8,7.6E-07,3E-06,0,32851,1,6,0,0,0,0,0,3,925,0,0,15,0,0.8,0,3.8,2,0,2,0,0,1.3,21961,0,-1,0,0,360,705,0,0,70,West Brom,Chelsea,Everton,Aston Villa,Newcastle,3.5,5.7,1.9,5.4,1.9,5.1,4.1,5,3.8,3.4,3.9,4.9,3.6,4.1,3.3,3.7,2.8,4.6,5.7,5.4,3.4,2.4,2.6,4.6,1.9,4.9,2.7,4.5,4.1,5.7,2.2,5.7,2.5,2.1,3.8,10.2
Marcus,Bettinelli,GLK,FUL,4400000,0,0,0,0,0,0,3180,0,0,0,0,0,0,0,0,54,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,239,0,-1,0,0,0,21,0,0,0,Wolverhampton,Sheffield United,Crystal Palace,West Brom,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,MID,BHA,4500000,9,11,3.7,8.22222222222222E-07,2.44444444444444E-06,0,140260,0,7,0,0,0,1,0,2.4,3406,0,0,11,0,0.6,0,2.8,2,0,1,0,0,3.4,85214,0,-1,0,1,268,8728,0,1,49,Everton,Crystal Palace,West Brom,Tottenham,Burnley,3.8,3.3,1.8,5.1,1.8,3.4,1.8,1.8,3.8,5.6,2.4,3.3,1.8,1.8,4.1,3.8,1.8,1.8,4.1,5.2,1.8,1.8,4.3,1.8,4.6,1.8,4.7,1.8,5.2,5.3,1.8,4.4,1.8,1.8,3.5,9.1
Jayden,Bogle,DEF,SHU,4400000,0,0,0,0,0,0,3862,0,0,0,0,0,0,0,0,101,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,705,0,-1,0,0,0,16,-1,0,0,Arsenal,Fulham,Liverpool,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Bogusz,MID,LEE,4500000,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,0,-1,0,0,0,84,0,0,0,Man City,Wolverhampton,Aston Villa,Leicester,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5500000,6,13,3.2,5.81818181818182E-07,2.36363636363636E-06,0,55175,0,7,0,0,0,0,0,2.4,2278,0,0,13,0,0.6,0,3.2,0,0,2,0,0,2.3,41740,0,-1,0,0,360,525,0,0,78,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,Leicester,1.8,2.6,1.6,3.1,2.9,1.6,2.7,4.8,3.8,1.7,3.8,1.7,4.8,4,1.6,2.6,4.7,4.2,2,1.6,2.9,1.6,4.4,4.6,3.4,4.8,2.7,4,2.8,2,3.5,1.6,3.9,2,3.4,6.1
Leo,Bonatini,FWD,WOL,4900000,0,0,0,0,0,0,19991,0,0,0,0,0,0,0,0,565,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7716,0,-1,0,0,0,22,0,0,0,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,50,-1,0,0,1,0,0,0,0,0,0,0,0,0,513,0,-1,0,0,0,8,0,0,0,West Brom,Chelsea,Everton,Aston Villa,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6300000,8,27,6.8,1.07936507936508E-06,4.28571428571429E-06,0,66440,0,3,0,0,0,3,0,4.3,1735,-2,0,27,2,1.1,0,6.8,2,0,2,0,0,1.3,45675,0,-1,0,1,344,7690,0,0,87,Leicester,Tottenham,Man City,Liverpool,Fulham,6.7,9,5.1,7.3,8.4,8.5,7.2,6.9,6.6,6.3,9.4,6.1,8.3,6.6,8.4,8.1,5.7,6,6,10.1,9.5,6.9,7.3,6.8,8.3,7.5,7.8,6.5,10.2,5.7,9.2,7,10.2,7.5,7.9,17.7
Robbie,Brady,MID,BUR,5000000,0,1,0.5,1E-07,2E-07,0,2814,0,1,0,0,0,0,0,0.2,52,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,603,0,-1,0,0,39,11,0,0,4,Newcastle,West Brom,Tottenham,Chelsea,Brighton,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,2.5
Jarrad,Branthwaite,DEF,EVE,4000000,0,0,0,0,0,0,139900,0,0,0,0,0,0,0,0,3098,0,0,0,0,0,0,0,0,0,0,0,0,2,16885,0,-1,0,0,0,74,0,0,0,Brighton,Liverpool,Southampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,979,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,-1,0,0,0,7,0,0,0,Leeds United F.C.,Arsenal,West Ham,Sheffield United,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10071,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9738,0,-1,0,0,0,7,0,0,0,Liverpool,Leicester,Leeds United F.C.,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,SHU,4500000,0,0,0,0,0,0,231390,0,0,0,0,0,0,0,0,5832,0,0,0,0,0,0,0,0,0,0,0,0,5.7,237392,0,-1,0,0,0,32106,0,0,0,Arsenal,Fulham,Liverpool,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Brownhill,MID,BUR,5000000,2,6,2,4E-07,1.2E-06,0,1317,0,8,0,0,0,0,0,1.2,65,0,0,6,0,0.4,0,2,0,0,0,0,0,0,1433,0,-1,0,0,270,43,0,0,29,Newcastle,West Brom,Tottenham,Chelsea,Brighton,2.6,1.5,1,1,2.3,1,1.4,1,1.1,1.1,1,1.2,1.4,1,1.4,1,1,2,1,1,1,1,1.9,1,1.2,1,1.7,1,1.7,1.6,1,2.3,1,1,2.1,12.8
Joe,Bryan,DEF,FUL,4900000,2,6,1.5,3.06122448979592E-07,1.22448979591837E-06,0,32110,1,11,0,0,0,0,0,1.2,1080,-1,0,6,1,0.3,0,1.5,0,0,0,0,1,0.7,8788,0,-1,0,0,336,139,0,0,60,Wolverhampton,Sheffield United,Crystal Palace,West Brom,West Ham,1.5,1.2,0.8,0.8,0.9,0.8,0.9,2.1,1,0.8,1.6,0.8,1.4,1.3,1,0.8,1.4,1.2,0.8,0.8,0.8,0.8,1.5,2.1,0.8,0.8,1.9,0.8,0.8,0.8,1.8,0.8,0.9,2.2,0.8,10.3
Oliver,Burke,MID,SHU,4500000,1,6,2,4.44444444444444E-07,1.33333333333333E-06,0,44885,0,1,0,0,0,0,0,1.3,1555,0,0,6,0,0.3,0,1.5,0,0,1,0,0,1.3,66432,0,-1,0,0,218,1165,0,0,7,Arsenal,Fulham,Liverpool,Man City,Chelsea,1,1.2,1.2,1,1.8,1.1,1.2,1,1.4,1,2.1,1,1.7,1,1,1,1.4,1.2,1.2,1,1,2,1,1,1,1,1,1,1.3,1,1.6,1,1,2.4,1.1,7.8
Dan,Burn,DEF,BHA,4400000,0,1,0.333333333333333,7.57575757575757E-08,2.27272727272727E-07,0,21588,0,0,0,0,0,0,0,0.2,680,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.5,3090,0,-1,0,0,32,103,0,0,4,Everton,Crystal Palace,West Brom,Tottenham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5
David,Button,GLK,WBA,4000000,0,0,0,0,0,0,59661,0,0,0,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,4.7,52977,0,-1,0,0,0,1309,0,0,0,Southampton,Burnley,Brighton,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,1,0.333333333333333,8.33333333333333E-08,2.5E-07,0,86244,0,0,0,0,0,0,0,0.2,2868,0,0,1,0,0,0,0.2,0,0,0,0,0,2.9,135280,0,-1,0,0,22,1516,0,0,2,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
Willy,Caballero,GLK,CHE,4900000,0,1,0.333333333333333,6.80272108843537E-08,2.04081632653061E-07,0,10615,0,3,0,0,0,0,0,0.2,464,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.3,3211,0,-1,0,0,90,41,0,0,7,Crystal Palace,Southampton,Man Utd,Burnley,Sheffield United,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4
Gary,Cahill,DEF,CRY,4500000,0,0,0,0,0,0,2848,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0.1,542,0,-1,0,0,0,30,0,0,0,Chelsea,Brighton,Fulham,Wolverhampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5300000,2,4,1.3,2.45283018867925E-07,7.54716981132075E-07,0,10925,2,7,0,0,0,0,0,0.8,291,-2,1,4,2,0.2,0,1,0,0,0,0,0,0.2,1353,0,-1,0,0,270,35,-1,0,40,Wolverhampton,Sheffield United,Crystal Palace,West Brom,West Ham,0.8,1.1,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,1.5,0.6,1,1.1,0.6,0.6,1.3,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,1.1,0.6,0.9,0.9,0.6,7.9
,Callum Robinson,FWD,WBA,5500000,1,17,4.2,7.63636363636364E-07,3.09090909090909E-06,0,27525,0,8,0,0,0,2,0,3.1,2517,0,0,17,0,0.8,0,4.2,3,0,0,0,0,1,75486,0,-1,0,1,273,4217,0,0,56,Southampton,Burnley,Brighton,Fulham,Tottenham,4.4,5,6.3,6.3,4.8,6.3,5.2,4.7,6.3,6.1,2.8,4.9,4,3.7,3.2,4.2,4,4.8,5.4,6.3,4.9,6.3,3.9,3.1,5.2,3.4,5.6,3.4,4.5,2.9,3,3.7,3.2,3.7,4.7,15
Dominic,Calvert-Lewin,FWD,EVE,7600000,6,37,9.2,1.21052631578947E-06,4.86842105263158E-06,0,215521,0,5,0,0,0,6,0,4.9,6305,6,-1,37,-6,1.2,0,9.2,5,0,1,0,0,43.7,2501004,0,-1,0,1,338,151790,1,0,157,Brighton,Liverpool,Southampton,Newcastle,Man Utd,9.4,10.3,13.4,13.8,10.4,13.8,11.2,13.8,8.6,13.5,11.3,12.7,10,11.2,12.9,10.2,10.9,9.2,13.3,13.8,10.2,13.8,10.6,13.8,10.5,12.9,11.4,13.8,10,12,9.1,10.8,11.7,9.7,13.8,51
Leonardo,Campana,FWD,WOL,5000000,0,0,0,0,0,0,14626,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0.4,9970,0,-1,0,0,0,282,0,0,0,Fulham,Leeds United F.C.,Newcastle,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5400000,0,0,0,0,0,0,43565,0,0,0,0,0,0,0,0,1018,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,9854,0,-1,0,0,0,25,0,0,0,Leeds United F.C.,Arsenal,West Ham,Sheffield United,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6673,0,-1,0,0,0,363,0,0,0,Man City,Wolverhampton,Aston Villa,Leicester,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,NEW,5500000,0,7,2.33333333333333,4.24242424242424E-07,1.27272727272727E-06,0,38424,0,2,0,0,0,0,0,1.3,1708,0,0,7,0,0.3,0,1.8,0,0,1,0,1,0.6,37834,0,-1,0,0,145,257,0,0,15,Burnley,Man Utd,Wolverhampton,Everton,Southampton,1.2,1.2,2.2,1.2,2.4,1.2,2.8,1.5,1.2,2.6,1.2,3.3,1.2,1.2,2.9,2,1.2,2.2,1.2,1.2,3.1,3.5,1.2,3.3,1.2,3.5,1.2,3.5,1.2,2.6,1.2,2.4,1.2,1.2,3.5,9.8
Cameron,Carter-Vickers,DEF,TOT,4000000,0,0,0,0,0,0,9211,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10280,0,-1,0,0,0,332,0,0,0,Man Utd,West Ham,Burnley,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Casey,DEF,LEE,4000000,0,0,0,0,0,0,18984,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0.7,6228,0,-1,0,0,0,149,0,0,0,Man City,Wolverhampton,Aston Villa,Leicester,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,0,11,5.5,1.1E-06,2.2E-06,0,10568,1,0,0,0,0,0,0,2.2,429,0,0,11,0,0.7,0,3.7,0,0,2,0,0,0.5,16363,0,-1,0,0,180,593,0,0,55,Liverpool,Leicester,Leeds United F.C.,Southampton,Arsenal,6.6,5.8,4.5,4.6,5.5,3.3,6,3.2,7.8,5.6,6.9,7.1,8.2,8.2,4.9,3.5,7.4,5.8,6.8,5.7,7.6,4.8,5.3,6.5,8.2,7.1,5.2,8.2,6.4,6.8,4.1,6.6,7.5,7.6,5,12.2
,Casilla,GLK,LEE,4400000,0,0,0,0,0,0,70234,0,0,0,0,0,0,0,0,2609,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,10250,0,-1,0,0,0,93,0,0,0,Man City,Wolverhampton,Aston Villa,Leicester,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Castagne,DEF,LEI,5700000,1,28,7,1.2280701754386E-06,4.91228070175439E-06,0,163978,0,7,0,0,0,1,0,4.9,6855,2,0,28,-2,1.2,0,7,4,0,1,0,3,17.2,1052153,0,-1,0,2,360,44314,0,0,110,West Ham,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,8.8,8.7,8.4,8.2,7.9,10.5,6.7,9.9,4.4,4.6,10.5,7.6,10.1,10.5,6.5,5.9,6.7,5.9,10.5,10.5,7.7,9.9,7.4,10.5,8.7,10.5,7.4,9,8.5,8.4,8.8,4.2,10.5,10.5,6.3,19
,Cavaleiro,MID,FUL,5400000,2,8,2,3.7037037037037E-07,1.48148148148148E-06,0,5069,0,11,0,0,0,0,0,1.5,159,-1,1,8,1,0.4,0,2,0,0,0,0,0,0.1,2234,0,-1,0,0,336,50,-1,0,29,Wolverhampton,Sheffield United,Crystal Palace,West Brom,West Ham,1.6,2.1,1,1,1.1,1,1.3,1.5,1,1,2.7,1,2,2.1,1,1,2.4,1.5,1,1,1.3,1.3,1.1,1.5,1,1,1.1,1,1.2,1,2.1,1,1.8,1.8,1,14.9
,Ceballos,MID,ARS,5000000,3,12,4,8E-07,2.4E-06,0,83581,1,2,0,0,0,0,0,2.4,3822,0,0,12,0,0.6,0,3,3,0,1,0,1,2.3,96379,0,-1,0,0,212,2084,0,0,63,Sheffield United,Man City,Leicester,Man Utd,Aston Villa,5,3.5,2.6,4.1,3,3.1,3,4.6,3.5,3.4,3.1,2.2,5.4,3.6,2.5,2.4,4.1,2.8,3.8,2.8,2.8,2,3.2,4.7,2.8,2.6,2.3,4.8,3.7,2.8,5.9,3.7,4.8,2.6,2.4,12.7
,Cedric,DEF,ARS,4800000,0,0,0,0,0,0,25725,0,0,0,0,0,0,0,0,236,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1679,0,-1,0,0,0,111,0,0,0,Sheffield United,Man City,Leicester,Man Utd,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,58,-1,0,0,1,0,0,0,0,0,0,0,0,0,237,0,-1,0,0,0,11,0,0,0,Aston Villa,Everton,Sheffield United,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,ARS,4500000,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,-1,0,0,0,5,0,0,0,Sheffield United,Man City,Leicester,Man Utd,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5500000,18,18,6,1.09090909090909E-06,3.27272727272727E-06,0,50545,0,0,0,0,0,1,0,3.3,1683,0,0,18,0,0.8,0,4.5,3,0,1,0,1,4.3,239746,0,-1,0,1,90,168960,0,0,51,Crystal Palace,Southampton,Man Utd,Burnley,Sheffield United,4.9,3,9,9,5.1,9,3,3,6.2,9,4.8,7.6,5.1,4.1,8,9,4.5,3.6,9,9,3,7.9,4.3,3,7.5,9,4.7,9,3,8.1,3.2,9,3.7,3,9,14.8
