FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5500000,0,13,3.2,5.81818181818182E-07,2.36363636363636E-06,0,295560,2,6,0,0,0,1,0,2.4,29435,0,0,13,0,0.5,0,2.8,0,0,1,0,0,6.7,238669,0,-1,0,0,289,762,0,0,57,West Ham,Sheffield United,Liverpool,Tottenham,Burnley,0,2.9,3.8,3.1,3.1,3,4.8,3.5,1.7,1.8,2.4,2.9,2.1,4,2.8,2.9,4.2,3.5,1.7,2.6,2.9,3.7,3.9,3,4.2,1.7,3.2,2.1,3.2,2.5,3.2,2.9,1.8,10.8
Marc,Albrighton,MID,LEI,5300000,1,3,0.6,1.13207547169811E-07,5.66037735849057E-07,0,9805,0,0,0,0,0,0,0,0.6,194,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.1,2787,0,-1,0,0,35,42,0,0,13,Arsenal,Leeds United F.C.,Wolverhampton,Liverpool,Fulham,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.6
Toby,Alderweireld,DEF,TOT,5400000,0,3,0.6,1.11111111111111E-07,5.55555555555556E-07,0,116573,0,4,0,0,0,0,0,0.6,1557,-1,0,3,1,0,0,0.2,0,0,0,0,0,1.7,31157,0,-1,0,0,180,1029,0,0,27,Burnley,Brighton,West Brom,Man City,Chelsea,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,5.9
Trent,Alexander-Arnold,DEF,LIV,7400000,2,17,2.8,3.78378378378378E-07,2.2972972972973E-06,0,1461065,1,14,0,0,0,0,0,2.3,60041,-1,1,17,1,0.3,0,2.2,4,0,1,0,1,35,343269,0,-1,0,0,538,12175,-1,0,120,Sheffield United,West Ham,Man City,Leicester,Brighton,2.5,2.4,3.6,1.6,2.3,2.5,3.1,1.4,2.5,3,2.5,1.4,2.6,3.3,2.5,2.5,1.7,3.9,3.4,1.5,2.2,2.5,2.4,2.1,2,2.5,2.1,1.5,4.2,1.8,2.2,3.4,3.4,35.9
Ezgjan,Alioski,DEF,LEE,4400000,7,10,2,4.54545454545455E-07,2.27272727272727E-06,0,30192,0,1,0,0,0,0,0,2.3,350,-1,0,10,1,0.5,0,2.2,1,0,1,0,0,0.4,10292,0,-1,0,0,156,1704,0,0,37,Aston Villa,Leicester,Crystal Palace,Arsenal,Everton,1.9,1,1.9,1.3,1.3,1.7,1,1,3,1.1,1.6,1.8,1,1,1.8,2.5,1,1.6,1.5,1.8,1,1.8,1,2.3,1,2.7,1.5,1.8,1.7,1,2.5,1,1.3,9.9
,Alisson,GLK,LIV,5900000,2,19,4.8,8.13559322033898E-07,3.22033898305085E-06,0,707965,0,5,0,6,0,0,0,3.2,10187,-1,0,19,1,0.2,0,1,2,0,1,0,0,7.3,225489,0,-1,1,1,360,7274,0,0,79,Sheffield United,West Ham,Man City,Leicester,Brighton,5.5,5.4,6.2,3.9,5.2,5.7,6.6,3.6,5.6,6.3,5.6,3.2,5.7,5.7,5.5,5.5,4.2,6.6,6.9,3.7,5.1,5.6,5.4,4.9,4.7,5.5,4.8,3.8,7.2,4.3,5.1,6.9,7,9
,Allan,MID,EVE,5400000,2,10,2,3.7037037037037E-07,1.85185185185185E-06,0,119570,1,7,0,0,0,0,0,1.9,1576,-1,0,10,1,0.2,0,1,0,0,1,0,0,1.1,69795,0,-1,0,0,450,939,0,0,54,Southampton,Newcastle,Man Utd,Fulham,Leeds United F.C.,1.2,1.9,1,1.9,1,2.3,1,2.1,1.2,2,1,1,1.4,1,1,1,1.6,1.6,1,1,1.1,1.3,1.2,1.3,1,1.6,1,1.1,1,1.4,1.6,1,1,10.4
Bamidele,Alli,MID,TOT,7500000,0,2,0.4,5.33333333333333E-08,2.66666666666667E-07,0,231625,0,0,0,0,0,0,0,0.3,988,-5,0,2,5,0,0,0.2,0,0,0,0,0,0.7,16051,0,-1,0,0,66,475,0,0,8,Burnley,Brighton,West Brom,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
Miguel,Almiron,MID,NEW,5800000,1,9,1.8,3.10344827586207E-07,1.55172413793103E-06,0,55271,1,5,0,0,0,0,0,1.6,942,-2,0,9,2,0.2,0,1,0,0,0,0,1,0.5,15841,0,-1,0,0,218,178,0,0,47,Wolverhampton,Everton,Southampton,Chelsea,Crystal Palace,1.3,0.9,1.2,0.9,0.9,0.9,0.9,1.5,0.9,0.9,0.9,0.9,1.9,1,0.9,1.4,0.9,0.9,1.2,1.5,0.9,1.2,0.9,1.5,0.9,2.1,0.9,0.9,0.9,2,0.9,1.1,1.8,20.5
Marcos,Alonso,DEF,CHE,5800000,0,2,0.4,6.89655172413793E-08,3.44827586206897E-07,0,142426,1,6,0,0,0,0,0,0.3,4425,-2,0,2,2,0,0,0,0,0,0,0,0,2,33336,0,-1,0,0,225,522,0,0,36,Man Utd,Burnley,Sheffield United,Newcastle,Tottenham,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.5
Steven,Alzate,MID,BHA,4500000,1,9,1.8,4E-07,2E-06,0,68972,1,11,0,0,0,0,0,2,2120,0,0,9,0,0.2,0,0.7,0,0,1,0,0,1.1,111400,0,-1,0,0,350,326,0,0,59,West Brom,Tottenham,Burnley,Aston Villa,Liverpool,1,1.5,0.9,0.9,0.9,0.9,1.9,1.7,1.3,1.2,0.9,0.9,0.9,1.4,0.9,0.9,0.9,2,0.9,0.9,1.2,0.9,1.1,0.9,1.4,0.9,1.2,1.8,0.9,1.2,0.9,0.9,0.9,15.9
Daniel,Amartey,DEF,LEI,4000000,0,0,0,0,0,0,70475,1,4,0,0,0,0,0,0,2502,0,0,0,0,0,0,0,0,0,0,0,0,1.1,38986,0,-1,0,0,144,115,0,0,19,Arsenal,Leeds United F.C.,Wolverhampton,Liverpool,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Ethan,Ampadu,DEF,SHU,4500000,1,4,0.8,1.77777777777778E-07,8.88888888888889E-07,0,34534,0,4,0,0,0,0,0,0.9,757,0,0,4,0,0.2,0,0.8,0,0,0,0,0,0.6,14102,0,-1,0,0,239,279,0,0,35,Liverpool,Man City,Chelsea,West Ham,West Brom,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.5,0.4,0.4,0.4,1,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,7.4
Joachim,Andersen,DEF,FUL,4500000,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,-1,0,0,0,7,0,0,0,Crystal Palace,West Brom,West Ham,Everton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,26746,0,0,0,0,0,0,0,0,239,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11001,0,-1,0,0,0,48,0,0,0,West Brom,Tottenham,Burnley,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5500000,0,8,2,3.63636363636364E-07,1.45454545454545E-06,0,28428,1,5,0,0,0,0,0,1.5,635,0,0,8,0,0.1,0,0.3,0,0,1,0,0,0.3,18301,0,-1,0,0,303,389,0,0,31,Southampton,Newcastle,Man Utd,Fulham,Leeds United F.C.,1.2,1.9,1,1.9,1,2.3,1,2.1,1.2,2,1,1,1.4,1,1,1,1.6,1.6,1,1,1.1,1.3,1.2,1.3,1,1.6,1,1.1,1,1.4,1.6,1,1,8.3
,Anguissa,MID,FUL,4500000,2,13,2.2,4.88888888888889E-07,2.88888888888889E-06,0,130557,1,11,0,0,0,0,0,2.9,3659,0,0,13,0,0.4,0,1.8,0,0,0,0,1,2.3,222560,0,-1,0,0,452,988,0,0,92,Crystal Palace,West Brom,West Ham,Everton,Leicester,1.1,1.4,1.7,1.1,2.5,1.2,1.1,1.1,2.3,1.2,2,2.7,1.1,1.1,1.9,1.6,1.1,1.1,1.9,1.7,1.1,1.1,1.1,1.1,1.2,1.1,1.4,1.1,1.6,1.3,1.5,2,1.1,26.6
Michail,Antonio,FWD,WHU,6300000,8,27,4.5,7.14285714285714E-07,4.28571428571429E-06,0,540121,1,8,0,0,0,3,0,4.3,10444,-2,0,27,2,0.8,0,4.8,5,0,2,0,0,4,118461,0,-1,0,0,481,5734,0,0,77,Man City,Liverpool,Fulham,Sheffield United,Aston Villa,0,5.1,5.2,6,3.2,4.3,5.9,6.1,4.6,5.1,4.3,5.4,5.7,4.6,5.5,5,4.2,6.8,5.6,5,5,3.8,6.8,5.1,4.1,3.1,6.6,3.5,6.7,4,6.7,5.3,4.5,52.3
Alphonse,Areola,GLK,FUL,4500000,3,11,2.2,4.88888888888889E-07,2.44444444444444E-06,0,60861,0,11,0,22,0,0,0,2.4,1597,0,0,11,0,0.6,0,2.5,0,0,0,0,0,1.3,46531,0,-1,0,0,450,1666,0,0,87,Crystal Palace,West Brom,West Ham,Everton,Leicester,1.9,1.6,2.1,1.1,2.8,3.1,1.8,1.1,2.1,1.1,2.1,2.8,2.1,1.1,1.9,1.9,1.1,1.2,1.5,1.2,2.1,2.3,2.4,1.1,2.1,1.3,1.7,1.1,1.9,1.3,1.1,3.3,1.1,16.2
Stuart,Armstrong,MID,SOU,5500000,3,14,3.5,6.36363636363636E-07,2.54545454545455E-06,0,20047,0,3,0,0,0,0,0,2.5,305,0,0,14,0,0.5,0,3,0,0,3,0,1,0.2,6597,0,-1,0,0,332,242,0,0,45,Everton,Aston Villa,Newcastle,Wolverhampton,Man Utd,2.8,1.9,2.6,2.8,1.9,3.2,4.4,2.2,2.5,3.7,2.8,2.5,3.2,4.1,3.5,2,3.2,3.7,3.2,2.7,3,3.9,2.7,3.3,3.6,2.7,2.8,2,2.1,1.8,3.1,2.4,2.7,17.2
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,2,4.16666666666667E-07,1.25E-06,0,137408,0,6,0,8,0,0,0,1.2,6186,-2,0,6,2,0.1,0,0.7,0,0,0,0,0,1,42896,0,-1,0,0,270,41,0,0,40,Man Utd,Burnley,Sheffield United,Newcastle,Tottenham,0,0,0,0,0,1,1.2,1.6,1.2,1.3,1.2,2.4,2.3,2.1,1.3,1.3,1.6,1.5,1,1,2.2,1,1.4,1.9,1.6,1.7,1,1.7,1.3,2.6,1.6,1,1.7,5
Christian,Atsu,MID,NEW,5300000,0,0,0,0,0,0,4758,0,0,0,0,0,0,0,0,248,-2,0,0,2,0,0,0,0,0,0,0,0,0,836,0,-1,0,0,0,4,0,0,0,Wolverhampton,Everton,Southampton,Chelsea,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11700000,2,20,3.3,2.82051282051282E-07,1.70940170940171E-06,0,2378462,1,7,0,0,0,1,0,1.7,47415,-3,1,20,3,0.2,0,2,0,0,1,0,1,15.9,351358,0,-1,0,0,540,2926,-1,0,73,Leicester,Man Utd,Aston Villa,Leeds United F.C.,Wolverhampton,2,2.7,2,2.7,3.1,2.8,3.5,3.4,2.6,2.6,2.7,2.2,2.7,2.5,2.1,1.8,2.4,1.6,2.3,2.4,3.6,3.9,2.1,2.3,2.4,3.4,2.9,2.7,3.2,3.7,2.2,1.6,2.5,31.3
Serge,Aurier,DEF,TOT,5200000,0,13,2.6,5E-07,2.5E-06,0,194982,0,4,0,0,0,1,0,2.5,2708,-3,0,13,3,0.6,0,3.2,1,0,0,0,1,2.7,121167,0,-1,0,0,180,4875,0,0,60,Burnley,Brighton,West Brom,Man City,Chelsea,3.6,1.3,2.5,2.7,2.6,1.8,2.9,3.1,1.3,2.8,1.4,1.3,2.9,2.6,2,2.6,1.3,1.8,3.9,2.8,1.5,2.2,2.4,1.3,2.8,2.2,2.1,3.4,1.4,2.4,1.5,1.4,3.6,18.4
Charlie,Austin,FWD,WBA,5200000,0,0,0,0,0,0,57380,0,0,0,0,0,0,0,0,722,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,9070,0,-1,0,0,0,190,0,0,0,Brighton,Fulham,Tottenham,Man Utd,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5700000,0,11,2.8,4.91228070175439E-07,1.92982456140351E-06,0,371681,0,7,0,0,0,0,0,1.9,14381,-3,1,11,3,0.1,0,0.7,0,0,1,0,1,2.1,73245,0,-1,0,0,341,68,-1,0,14,Fulham,Wolverhampton,Leeds United F.C.,Burnley,Newcastle,0,1.5,2.2,3.1,2.4,2.2,2.9,1.7,2.9,1.5,1.7,3.3,1.6,2,2,1.9,3,2.5,2.7,3.1,3.4,3.6,3.3,2.5,2.2,2,1.6,3.1,2.7,2.6,1.8,3,2,10.3
Luke,Ayling,DEF,LEE,4500000,6,17,2.8,6.22222222222222E-07,3.77777777777778E-06,0,156404,1,9,0,0,0,0,0,3.8,2076,0,0,17,0,0.9,0,4,1,0,2,0,0,4.2,186191,0,-1,0,0,540,9668,0,0,105,Aston Villa,Leicester,Crystal Palace,Arsenal,Everton,3.1,1.4,3.1,2.2,2.3,2.8,1.7,1.4,4.2,1.9,2.8,3,1.4,1.4,3.1,3.9,1.4,2.7,2.6,3,1.8,3,1.5,3.7,1.8,4.1,2.5,2.6,2.8,1.4,3.9,1.7,2.3,30.2
Cesar,Azpilicueta,DEF,CHE,5900000,6,17,3.4,5.76271186440678E-07,2.88135593220339E-06,0,281837,1,3,0,0,0,0,0,2.9,2995,-1,0,17,1,0.7,0,4,0,0,2,0,1,4.2,51251,0,-1,0,0,320,6210,0,0,72,Man Utd,Burnley,Sheffield United,Newcastle,Tottenham,5.1,4.7,2.9,3.7,1.7,1.7,2.8,3.6,2.9,3.1,2.9,4.4,4.7,4.5,3.1,3.1,3.7,3.4,1.8,2.1,3.7,1.8,3.2,4,3.6,3.8,2.1,3.7,3,4.7,3.6,1.9,3.7,14.4
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.25,-5.10204081632653E-08,-2.04081632653061E-07,0,16036,1,7,0,0,0,0,0,-0.2,1150,-1,0,-1,1,-0.1,0,-0.7,0,0,0,0,0,0.2,8027,0,-1,0,0,98,19,0,0,11,Chelsea,Arsenal,Everton,West Brom,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian,Balbuena,DEF,WHU,4400000,1,20,5,1.13636363636364E-06,4.54545454545455E-06,0,20014,1,4,0,0,0,1,0,4.5,1534,-1,0,20,1,1.1,0,5,0,0,2,0,0,0.9,62713,0,-1,0,0,360,5553,0,0,82,Man City,Liverpool,Fulham,Sheffield United,Aston Villa,6.4,6.7,5.4,5.9,5.3,5.4,5.6,7,5.9,3.9,3.9,5.1,6.2,5.5,6.4,6.6,6.4,7.4,5.3,3.4,6.9,3.3,7.5,6.2,6.2,3.7,6.4,4.7,7.5,3.5,5.9,5.9,4.1,12.9
George,Baldock,DEF,SHU,5400000,1,11,1.8,3.33333333333333E-07,2.03703703703704E-06,0,187699,1,9,0,0,0,0,0,2,4442,-1,0,11,1,0.4,0,2,0,0,0,0,1,2.3,33180,0,-1,0,0,540,426,0,0,72,Liverpool,Man City,Chelsea,West Ham,West Brom,1.5,2.1,1.1,1.1,1.1,0.9,0.9,2.1,1.2,0.9,1.9,1.3,0.9,0.9,2.7,2.1,1.4,1,1.3,1.7,1.6,0.9,1.9,1.1,1.1,1.4,1.3,0.9,1.3,1.7,0.9,1.3,1.2,23
Gareth,Bale,MID,TOT,9500000,0,1,0.2,2.10526315789474E-08,1.05263157894737E-07,0,33211,0,3,0,0,0,0,0,0.1,1867,0,0,1,0,0,0,0.2,0,0,0,0,0,1.3,120608,0,-1,0,0,18,4659,0,0,-1,Burnley,Brighton,West Brom,Man City,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Patrick,Bamford,FWD,LEE,5900000,17,49,8.2,1.38983050847458E-06,8.30508474576271E-06,0,682128,1,8,0,0,0,6,0,8.3,7007,4,-1,49,-4,1.2,0,7,8,0,2,0,2,27.3,2081216,0,-1,0,1,490,203943,1,0,177,Aston Villa,Leicester,Crystal Palace,Arsenal,Everton,10.8,6.7,11.3,10.3,12.3,11.5,7.7,7.8,12.3,8,11.4,12.3,9.3,8.2,12.3,12.3,8.4,10.3,11.2,10.6,6.9,11.5,7.6,12.3,9.2,11.9,9.6,7.6,12.3,7.7,12.3,11.1,10.1,59
Phil,Bardsley,DEF,BUR,4500000,0,1,0.3,6.66666666666667E-08,2.22222222222222E-07,0,26088,2,8,0,0,0,0,0,0.2,1343,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.4,10269,0,-1,0,0,270,9,0,0,24,Tottenham,Chelsea,Brighton,Crystal Palace,Man City,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Ross,Barkley,MID,AVL,6000000,2,22,5.5,9.16666666666667E-07,3.66666666666667E-06,0,51324,0,5,0,0,0,2,0,3.7,8854,0,0,22,0,0.8,0,5,3,0,1,0,0,4.2,313496,0,-1,0,1,310,18382,0,0,73,Leeds United F.C.,Southampton,Arsenal,Brighton,West Ham,4.3,6.1,5.3,4.7,6.2,4.6,6.4,6.2,6.1,5,6.1,7,3.9,5,8.2,5.9,5,6.1,6.9,3.8,6.9,5.6,7.6,7.6,5.3,4.5,4.5,6.6,6.7,3.4,4.3,7.1,4.8,29.4
Ashley,Barnes,FWD,BUR,6000000,0,3,1.5,2.5E-07,5E-07,0,8251,1,3,0,0,0,0,0,0.5,342,0,0,3,0,0.2,0,1,0,0,1,0,0,0.1,4305,0,-1,0,0,152,264,0,0,4,Tottenham,Chelsea,Brighton,Crystal Palace,Man City,0.8,0.8,1.6,1,1,0.8,0.9,0.8,0.8,1.3,0.8,0.9,1,0.9,0.8,0.9,0.8,0.8,1.2,0.9,1.9,0.8,1.2,0.8,0.8,0.8,1.8,0.8,0.8,1.9,0.8,0.8,1.4,13.6
