FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Matt,Doherty,DEF,TOT,5800000,0,24,4,6.89655172413793E-07,4.13793103448276E-06,0,1317316,1,5,0,0,0,0,0,4.1,13338,-2,0,24,2,0.5,0,3,3,0,2,0,1,6.4,185604,0,-1,0,1,525,3183,0,0,97,Arsenal,Crystal Palace,Liverpool,Leicester,Wolverhampton,4.1,4.6,5.5,2.8,5.2,4,2.5,5.9,4.9,5.1,4.9,2.5,4.6,5.5,5.3,3.5,4.4,6,3.3,4.7,4.2,3.9,5,3.4,5.1,4.6,3.5,5.2,24.4
Abdoulaye,Doucoure,MID,EVE,5300000,2,29,2.6,4.90566037735849E-07,5.47169811320755E-06,0,181451,3,18,0,0,0,1,0,5.5,2328,-2,0,29,2,0.8,0,4.3,2,0,1,0,1,1.1,89866,0,-1,0,1,908,856,0,0,178,Burnley,Chelsea,Leicester,Arsenal,Sheffield United,2.6,1.4,2.2,1.6,3,1.5,1.6,1.9,2.1,1.3,1.8,2.6,2,2,1.3,2.1,2.1,2.2,2.1,1.7,2.3,1.3,2.4,1.3,1.9,2.6,1.9,1.4,51.7
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,805124,0,0,0,0,0,0,0,0,4590,-2,0,0,2,0,0,0,0,0,0,0,0,5,180478,0,-1,0,0,0,2912,0,0,0,Chelsea,West Ham,Newcastle,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,0,23,2.6,5.30612244897959E-07,4.69387755102041E-06,0,27708,2,13,0,0,0,0,0,4.7,582,-1,0,23,1,0.5,0,2.3,0,0,4,0,1,0.3,18876,0,-1,0,0,779,209,0,0,108,Wolverhampton,Burnley,West Brom,Crystal Palace,Chelsea,0,2.1,1.8,2.4,1.4,2.3,2.2,1.3,1.4,2.8,2,1.3,1.3,2.6,1.3,2.8,1.6,3,3.3,1.6,1.4,1.3,2.1,2.5,1.3,1.6,2.2,1.3,30.5
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,7173,0,0,0,0,0,0,0,0,138,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5467,0,-1,0,0,0,92,0,0,0,Fulham,Man Utd,West Brom,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,3227,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3695,0,-1,0,0,0,51,0,0,0,Everton,Arsenal,Aston Villa,Wolverhampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4900000,0,0,0,0,0,0,18004,0,0,0,0,0,0,0,0,135,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1260,0,-1,0,0,0,18,0,0,0,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5040,0,0,0,0,0,0,0,0,16,-2,1,0,2,0,0,0,0,0,0,0,0,0,536,0,-1,0,0,0,1,-1,0,0,Southampton,Leicester,Fulham,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,181,0,-1,0,0,0,5,0,0,0,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4800000,0,10,1.4,2.91666666666667E-07,2.08333333333333E-06,0,452496,1,13,0,0,0,0,0,2.1,1464,-2,0,10,2,0.4,0,1.7,2,0,1,0,0,2.6,66868,1,-1,0,0,630,508,0,1,98,Southampton,Leicester,Fulham,Sheffield United,West Ham,0.7,1,1,0.7,1.1,0.9,1,1.3,1,0.8,0.7,1.2,0.9,0.7,1,0.9,0.7,0.7,0.7,1.5,0.7,0.8,0.9,0.7,1,0.9,1.3,1.3,15.1
Jimmy,Dunne,DEF,BUR,3900000,0,8,0.888888888888889,2.27920227920228E-07,2.05128205128205E-06,0,416938,0,5,0,0,0,1,0,2.1,7770,-1,0,8,1,0,0,0,0,0,0,0,0,6,759808,0,-1,0,0,180,7650,0,0,35,Everton,Arsenal,Aston Villa,Wolverhampton,Leeds United F.C.,0.4,0.6,0.6,0.5,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.7,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.5,0.4,0.4,0.4,0.6,0.4,12.6
,Ederson,GLK,MCI,6000000,6,37,3.7,6.16666666666667E-07,6.16666666666667E-06,0,226446,0,11,0,17,0,0,0,6.2,5488,0,0,37,0,0.7,0,4,1,0,4,0,0,6.1,254194,0,-1,0,0,900,6292,0,0,170,Fulham,Man Utd,West Brom,Southampton,Newcastle,4.4,5.2,5,2.4,3,2.7,3.2,3.7,4.8,3.6,3.9,3.7,4.3,3,4.7,4.6,4.6,3.7,4.9,3.9,3,4.6,3.7,3.3,3,3.5,3.6,2.9,15.6
Kyle,Edwards,MID,WBA,4800000,0,5,0.5,1.04166666666667E-07,1.04166666666667E-06,0,2124,0,3,0,0,0,0,0,1,31,-2,0,5,2,0,0,0.2,0,0,0,0,0,0,629,0,-1,0,0,114,3,0,0,15,Crystal Palace,Newcastle,Man City,Aston Villa,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.4
John,Egan,DEF,SHU,4800000,1,7,0.7,1.45833333333333E-07,1.45833333333333E-06,0,869583,3,17,0,0,0,0,0,1.5,2638,-2,0,7,2,0.3,0,1.3,0,0,0,0,0,2.7,30735,0,-1,0,0,821,73,0,1,93,Leicester,Southampton,Man Utd,Brighton,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.5
Anwar,El Ghazi,MID,AVL,5700000,0,3,0.333333333333333,5.84795321637427E-08,5.26315789473684E-07,0,10221,0,0,0,0,0,0,0,0.5,117,-3,0,3,3,0.2,0,1,0,0,0,0,0,0.1,3413,0,-1,0,0,34,55,0,0,10,Wolverhampton,Burnley,West Brom,Crystal Palace,Chelsea,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Ahmed,El Mohamady,DEF,AVL,4300000,0,3,0.333333333333333,7.75193798449612E-08,6.97674418604651E-07,0,24680,0,0,0,0,0,0,0,0.7,266,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.3,8677,0,-1,0,0,35,169,0,0,11,Wolverhampton,Burnley,West Brom,Crystal Palace,Chelsea,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.1
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,16535,0,0,0,0,0,0,0,0,228,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11371,0,-1,0,0,0,57,0,0,0,Wolverhampton,Fulham,Tottenham,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4400000,0,12,1.2,2.72727272727273E-07,2.72727272727273E-06,0,170726,0,7,0,0,0,0,0,2.7,2391,-1,0,12,1,0.1,0,0.5,0,0,2,0,0,1.3,206693,0,-1,0,0,450,1607,0,0,74,Tottenham,Burnley,Southampton,Everton,Chelsea,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.6,1,0.6,0.6,0.9,0.6,0.6,0.6,0.6,12.2
,Emerson,DEF,CHE,4700000,0,1,0.1,2.12765957446809E-08,2.12765957446809E-07,0,11022,0,0,0,0,0,0,0,0.2,149,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,3022,0,-1,0,0,8,50,0,0,5,Leeds United F.C.,Everton,Wolverhampton,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,17400,0,0,0,0,0,0,0,0,65,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,10467,0,-1,0,0,0,4,0,0,0,Wolverhampton,Burnley,West Brom,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,2,15,1.9,3.45454545454545E-07,2.72727272727273E-06,0,16506,4,11,0,0,0,0,0,2.7,829,0,0,15,0,0.3,0,1.8,0,0,2,0,0,0.4,31250,1,-1,0,0,709,1047,0,0,106,Sheffield United,Brighton,Everton,Tottenham,Man Utd,1.6,1,1,1.6,1.3,1.5,1.6,1,1,1.2,1,1.7,1.8,1.8,2.2,1.2,1.6,1,1.7,1.9,1.8,1.5,1.4,1,1,2.5,1.4,1,15.7
Eberechi,Eze,MID,CRY,5800000,5,30,3,5.17241379310345E-07,5.17241379310345E-06,0,60220,0,13,0,0,0,1,0,5.2,2220,-2,0,30,2,0.5,0,3,3,0,0,0,2,0.7,68550,0,-1,0,1,587,4449,0,0,119,West Brom,Tottenham,West Ham,Liverpool,Aston Villa,2.1,1.9,1.8,2.2,2.1,2.1,3.7,2.4,1.5,2.5,2.9,2.8,2.7,3.2,2.3,2.9,2,3.6,1.8,2.2,2.2,1.7,2.2,2.3,3.2,1.9,2.5,1.5,41.5
Lukasz,Fabianski,GLK,WHU,5100000,2,55,5,9.80392156862745E-07,1.07843137254902E-05,0,100287,0,14,0,33,0,0,0,10.8,5158,1,0,55,-1,1.4,0,7.2,8,0,4,0,0,4.6,276701,0,-1,1,1,990,18338,0,0,225,Man Utd,Leeds United F.C.,Crystal Palace,Chelsea,Brighton,6,6.4,6.8,5.4,5.4,4.3,4.8,7.1,5.8,5.6,7.1,7.3,6.2,5.7,4.4,6.4,4.4,7.4,6.2,6.4,4.9,5.8,4.4,6.1,4.4,6,5.9,5.4,24.5
,Fabinho,MID,LIV,5400000,3,22,2.4,4.44444444444444E-07,4.07407407407407E-06,0,136206,1,13,0,0,0,0,0,4.1,993,-1,0,22,1,0.4,0,2,0,0,3,0,1,0.9,75712,0,-1,0,0,752,1536,0,0,133,Wolverhampton,Fulham,Tottenham,Crystal Palace,West Brom,2,1.5,1.2,1.2,2.5,2.1,1.2,2.2,1.2,1.4,1.3,1.8,1.6,1.6,1.8,2.4,2,1.3,1.5,1.8,1.2,2,1.9,1.4,2.1,1.5,1.9,1.8,20
,Fabio Silva,FWD,WOL,5200000,1,6,1,1.92307692307692E-07,1.15384615384615E-06,0,92213,1,6,0,0,0,0,0,1.2,1030,-3,0,6,3,0.2,0,0.8,0,0,0,0,0,0.6,36430,0,-1,0,0,143,1491,0,0,10,Liverpool,Aston Villa,Chelsea,Burnley,Tottenham,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,13.7
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,48967,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,1.7,35015,0,-1,0,0,0,377,0,0,0,Man City,Liverpool,Brighton,Newcastle,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,34356,0,0,0,0,0,0,0,0.3,65,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4646,0,-1,0,0,2,3,0,0,8,Man Utd,Leeds United F.C.,Crystal Palace,Chelsea,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3900000,0,0,0,0,0,0,90282,0,0,0,0,0,0,0,0,521,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,28898,0,-1,0,0,0,538,0,0,0,West Brom,Tottenham,West Ham,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,10900000,6,80,8,7.3394495412844E-07,7.3394495412844E-06,0,1198244,2,14,0,0,0,7,0,7.3,32426,4,0,80,-4,0.8,1,9,14,0,2,0,5,41,2956453,0,-1,0,4,794,61321,0,0,296,West Ham,Man City,Sheffield United,Leeds United F.C.,Leicester,10.7,7.8,11.8,7.5,11.7,9.3,6.4,11.5,8.4,9,12,9.7,8.7,10.8,8.3,11.3,9.2,8.3,9.2,8.7,11.1,9,12,7.4,11.4,7,9.4,10.8,128.1
,Fernandes,MID,TOT,4800000,0,0,0,0,0,0,6152,0,0,0,0,0,0,0,0,91,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2124,0,-1,0,0,0,24,0,0,0,Arsenal,Crystal Palace,Liverpool,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4800000,0,20,2,4.16666666666667E-07,4.16666666666667E-06,0,83244,2,15,0,0,0,0,0,4.2,774,-2,0,20,2,0.4,0,2,1,0,2,0,0,0.8,32714,1,-1,0,0,900,1636,0,0,152,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0,1.6,1.9,1.3,2.4,1.9,1,1.7,2.4,1,1.3,1.5,1,1.5,2.6,1.6,1.7,1.1,1.8,1,1.8,1.4,2.1,1.4,1.9,2.1,1.1,1.8,24.1
,Fernandinho,DEF,MCI,5400000,0,6,0.666666666666667,1.23456790123457E-07,1.11111111111111E-06,0,89855,0,2,0,0,0,0,0,1.1,565,-1,0,6,1,0,0,0.2,0,0,0,0,0,0.7,40763,0,-1,0,0,199,220,0,0,32,Fulham,Man Utd,West Brom,Southampton,Newcastle,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.3
Sam,Field,MID,WBA,4800000,0,3,0.3,6.25E-08,6.25E-07,0,1968,0,2,0,0,0,0,0,0.6,15,-2,0,3,2,0,0,0,0,0,0,0,0,0,632,0,-1,0,0,61,2,0,0,16,Crystal Palace,Newcastle,Man City,Aston Villa,Liverpool,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2
Roberto,Firmino,FWD,LIV,9200000,2,37,3.4,3.69565217391304E-07,4.02173913043478E-06,0,272679,1,15,0,0,0,2,0,4,3505,-3,0,37,3,0.3,0,2.8,3,0,3,0,2,2.3,106650,0,-1,0,0,870,2706,0,0,149,Wolverhampton,Fulham,Tottenham,Crystal Palace,West Brom,3.3,3.7,2.7,3.4,4.4,4,2.5,3.6,3.4,3,2.4,3.9,3.4,3.6,3.8,3.9,4.4,2.3,2.6,3.2,2.8,3.6,3.7,3.9,3.9,2.9,3.2,4.8,71.6
John,Fleck,MID,SHU,5600000,2,11,1.8,3.21428571428571E-07,1.96428571428571E-06,0,35235,0,8,0,0,0,0,0,2,86,-4,0,11,4,0.4,0,2,0,0,0,0,0,0.1,6120,0,-1,0,0,449,33,0,0,62,Leicester,Southampton,Man Utd,Brighton,Everton,0.9,0.9,0.9,1.3,1,1.4,0.9,1,0.9,1.1,0.9,1.4,0.9,1,1.2,0.9,1.1,1.2,0.9,1.5,0.9,1,0.9,1.1,0.9,1.2,1.6,1.2,20.2
Phil,Foden,MID,MCI,6400000,0,31,3.44444444444444,5.38194444444444E-07,4.84375E-06,0,821468,0,5,0,0,0,2,0,4.8,28100,-1,1,31,1,0.2,0,1.2,2,0,1,0,2,5.3,875619,0,-1,0,0,426,2691,-1,0,102,Fulham,Man Utd,West Brom,Southampton,Newcastle,3.5,2.7,4.2,2.3,3.2,3,2.8,3.2,3.2,2.9,4.3,3.5,1.7,2.2,3.2,3,2.1,2.9,3.4,3,2.7,2.8,3.6,1.9,2.6,3.7,3.1,3.2,38.1
Wes,Foderingham,GLK,SHU,4400000,0,0,0,0,0,0,5919,0,0,0,0,0,0,0,0,73,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1454,0,-1,0,0,0,25,0,0,0,Leicester,Southampton,Man Utd,Brighton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,2,20,2.9,5.8E-07,4E-06,0,11903,2,8,0,0,0,0,0,4,1728,0,0,20,0,0.6,0,2.8,2,0,2,0,0,0.7,57646,0,-1,0,0,630,1647,0,0,121,Sheffield United,Brighton,Everton,Tottenham,Man Utd,3.1,1.8,1.4,3,2.6,2.9,3,1.4,1.9,2.4,1.4,3.2,3.4,3.3,3.9,2.5,3.1,2,3.1,3.5,3.4,2.9,2.7,2.1,1.4,4.3,2.7,1.4,18.1
Pablo,Fornals,MID,WHU,6400000,2,51,4.6,7.1875E-07,7.96875E-06,0,123443,2,12,0,0,0,2,0,8,8880,-1,1,51,1,0.5,0,3,5,0,4,0,4,1.9,237226,0,-1,0,0,899,2756,-1,0,130,Man Utd,Leeds United F.C.,Crystal Palace,Chelsea,Brighton,3.2,5.7,4.6,4.7,4.6,4.1,5,5.9,5.4,3.4,3.8,4.8,4.9,6,3.3,3.4,3.9,4.6,4.3,4.4,3.6,5.9,3.9,5.7,4.6,5.2,4.8,5.2,46.3
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1728,0,0,0,0,0,0,0,0,23,-2,0,0,2,0,0,0,0,0,0,0,0,0,259,0,-1,0,0,0,6,0,0,0,Chelsea,West Ham,Newcastle,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,0,0,0,0,0,78287,0,0,0,0,0,0,0,0,1652,0,0,0,0,0,0,0,0,0,0,0,0,3.7,273580,0,-1,0,0,0,3683,0,0,0,Brighton,Sheffield United,Arsenal,Man City,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,7836,1,2,0,0,0,0,0,0,81,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,4282,0,-1,0,0,80,35,0,0,17,West Ham,Man City,Sheffield United,Leeds United F.C.,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,8984,0,0,0,0,0,0,0,0,31,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1413,0,-1,0,0,0,5,0,0,0,Arsenal,Crystal Palace,Liverpool,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,0,13,1.3,2.32142857142857E-07,2.32142857142857E-06,0,72692,0,5,0,0,0,0,0,2.3,228,-4,0,13,4,0,0,0,0,0,1,0,2,0.2,13320,0,-1,0,0,185,23,0,0,34,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0,0.7,1,0.6,0.6,0.6,0.6,1.2,0.9,0.6,0.8,0.6,0.6,0.7,0.7,0.6,0.7,0.6,0.8,0.6,1,0.6,0.6,0.6,0.8,0.6,0.7,0.7,3
,Fred,MID,MUN,5300000,0,14,1.8,3.39622641509434E-07,2.64150943396226E-06,0,13616,3,7,0,0,0,0,0,2.6,686,-2,0,14,2,0.3,0,1.7,0,0,3,0,0,0.2,11179,0,-1,0,0,552,322,0,0,86,West Ham,Man City,Sheffield United,Leeds United F.C.,Leicester,1.1,0.9,1.9,0.9,1.4,0.9,0.9,1.3,0.9,1.3,1.5,0.9,0.9,1.3,0.9,1.3,0.9,0.9,0.9,0.9,1.2,1,1.6,0.9,1.3,0.9,0.9,1.2,20.5
Ryan,Fredericks,DEF,WHU,4300000,0,4,0.4,9.30232558139535E-08,9.30232558139535E-07,0,41460,2,4,0,0,0,0,0,0.9,449,-2,0,4,2,0,0,0,0,0,0,0,1,0.2,10445,0,-1,0,0,228,16,0,0,43,Man Utd,Leeds United F.C.,Crystal Palace,Chelsea,Brighton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.7
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,-1,0,0,0,10,0,0,0,Leicester,Southampton,Man Utd,Brighton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,1,19,1.9,4.22222222222222E-07,4.22222222222222E-06,0,11428,2,7,0,0,0,0,0,4.2,891,0,0,19,0,0.6,0,2.5,2,0,2,0,0,0.4,32836,0,-1,0,0,521,815,0,0,84,Sheffield United,Brighton,Everton,Tottenham,Man Utd,1.6,1,1,1.6,1.3,1.5,1.6,1,1,1.2,1,1.7,1.8,1.8,2.2,1.2,1.6,1,1.7,1.9,1.8,1.5,1.4,1,1,2.5,1.4,1,15.5
Darnell,Furlong,DEF,WBA,4500000,1,26,2.6,5.77777777777778E-07,5.77777777777778E-06,0,13259,1,19,0,0,0,0,0,5.8,599,0,0,26,0,0.6,0,2.8,1,0,2,0,2,0.2,18488,1,-1,0,0,878,365,0,0,139,Crystal Palace,Newcastle,Man City,Aston Villa,Liverpool,3,1.8,2.7,2.4,2.4,1.8,2.8,2.2,2.2,3.7,2.7,1.9,1.9,2.9,2,2.2,1.8,1.8,1.7,1.6,2.3,2.1,2.7,3.1,2.7,3.5,2.9,2.1,41.7
,Gabriel,DEF,ARS,5100000,1,46,4.6,9.01960784313725E-07,9.01960784313725E-06,0,578970,1,11,0,0,0,2,0,9,12505,1,0,46,-1,0.8,0,4,6,0,3,0,0,11.6,961704,0,-1,0,1,900,16204,0,0,211,Tottenham,Burnley,Southampton,Everton,Chelsea,5.6,4.6,4.3,4.7,3.4,5.8,5.7,5.6,3.3,4.2,5,6.2,6.9,3.4,6,6.1,5.8,3.3,6.2,6.1,5.8,5.1,3.3,5.6,5.8,5.2,5.4,4.2,39.9
Conor,Gallagher,MID,WBA,5500000,7,26,3.7,6.72727272727273E-07,4.72727272727273E-06,0,1721,3,10,0,0,0,2,0,4.7,221,0,0,26,0,0.9,0,5,3,0,2,0,0,0.1,5422,0,-1,0,0,630,1407,0,0,107,Crystal Palace,Newcastle,Man City,Aston Villa,Liverpool,3.7,3.9,2,2.6,1.8,3.1,3.5,2.6,2.7,3.3,4,4.3,2.8,2.5,3.7,3.7,3.8,2,3.7,2.9,4.1,3.1,3,4,3.4,3.1,3.5,3.7,35.3
Eric,Garcia,DEF,MCI,4800000,0,3,0.333333333333333,6.94444444444444E-08,6.25E-07,0,19732,0,6,0,0,0,0,0,0.6,317,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.2,9630,0,-1,0,0,200,109,0,0,35,Fulham,Man Utd,West Brom,Southampton,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,5993,0,0,0,0,0,0,0,0,74,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2252,0,-1,0,0,0,10,0,0,0,West Ham,Man City,Sheffield United,Leeds United F.C.,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,0,0,0,0,0,0,2419,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,458,0,-1,0,0,0,10,0,0,0,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,TOT,4400000,0,0,0,0,0,0,14496,0,0,0,0,0,0,0,0,223,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,3723,0,-1,0,0,0,67,0,0,0,Arsenal,Crystal Palace,Liverpool,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,-1,0,0,0,7,0,0,0,Burnley,Chelsea,Leicester,Arsenal,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
