FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Moussa,Djenepo,MID,SOU,5400000,0,30,1.76470588235294,3.26797385620915E-07,5.55555555555556E-06,0,21153,3,9,0,0,0,1,0,5.6,96,-1,0,30,1,0.2,0,1.2,0,0,3,0,2,0.1,17346,0,-1,0,0,694,3,0,0,91,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,0,0,0,0,0,1.1,1.3,1.2,1,1.6,1.1,0.9,1.5,1.2,1.1,0,0.9,0.9,1.3,1.1,0.9,29
Matt,Doherty,DEF,TOT,5700000,0,29,1.8125,3.17982456140351E-07,5.08771929824561E-06,0,1451381,1,6,0,0,0,0,0,5.1,1960,-3,0,29,3,0.2,0,1,3,0,3,0,1,4.8,205093,0,-1,0,1,705,209,0,1,120,Fulham,Sheffield United,Liverpool,Brighton,Chelsea,1.5,1.3,1.8,1.3,1,1.5,2.2,1.8,1.2,1.6,1.8,1.1,1.1,1.4,1.2,0,1.1,1.2,1.8,1.3,1.6,28.4
Abdoulaye,Doucoure,MID,EVE,5300000,1,45,2.6,4.90566037735849E-07,8.49056603773585E-06,0,214738,5,21,0,0,0,1,0,8.5,1581,-2,0,45,2,0.5,0,2.8,2,0,4,0,2,1,111707,0,-1,0,1,1448,196,0,0,255,Wolverhampton,Leicester,Newcastle,Leeds United F.C.,Man Utd,2,0,1.3,1.9,2.3,1.8,2,1.4,2,2.1,2.3,2.7,1.7,2.4,1.4,2.4,1.3,2.1,2.8,2,1.5,65.6
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,912935,0,0,0,0,0,0,0,0,4518,-2,0,0,2,0,0,0,0,0,0,0,0,4.5,245519,0,-1,0,0,0,2513,0,0,0,Brighton,Newcastle,Leicester,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,0,33,2.4,4.89795918367347E-07,6.73469387755102E-06,0,37132,2,16,0,0,0,0,0,6.7,242,-1,0,33,1,0.4,0,2,0,0,7,0,1,0.2,24327,0,-1,0,0,1223,371,0,1,166,Man City,Newcastle,Burnley,Southampton,West Ham,0,2.9,2.3,1.8,1.4,1.3,2.2,1.2,2,1.7,2.2,2.9,1.7,1.2,1.2,1.9,2.1,1.2,1.5,1.7,1.6,41.6
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,9329,0,0,0,0,0,0,0,0,99,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6551,0,-1,0,0,0,8,0,0,0,Brighton,Crystal Palace,Aston Villa,West Brom,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,5211,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5816,0,-1,0,0,0,92,0,0,0,Man Utd,West Ham,Liverpool,Aston Villa,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4800000,0,0,0,0,0,0,21172,0,0,0,0,0,0,0,0,579,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,6621,0,-1,0,0,0,182,0,0,0,Sheffield United,Arsenal,Aston Villa,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5322,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,639,0,-1,0,0,0,3,0,0,0,Man City,Leeds United F.C.,Fulham,Tottenham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,2,4,0.25,5.68181818181818E-08,9.09090909090909E-07,0,1743,0,2,0,0,0,0,0,0.9,33,-1,0,4,1,0.2,0,0.7,0,0,0,0,0,0,858,0,-1,0,0,151,41,0,0,15,Sheffield United,Arsenal,Aston Villa,Leeds United F.C.,Everton,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Lewis,Dunk,DEF,BHA,4800000,2,37,2.5,5.20833333333333E-07,7.70833333333333E-06,0,499134,4,26,0,0,0,2,0,7.7,1747,-2,0,37,2,0.9,0,4.3,4,0,2,0,0,2.5,111965,1,-1,0,1,1350,978,0,1,229,Man City,Leeds United F.C.,Fulham,Tottenham,Liverpool,3.3,2,2.4,1.6,2.6,2.1,2.2,2.7,2.8,1.7,1.7,1.5,2.8,1.5,1.8,2.2,1.6,2.7,2.6,3.4,2.9,53
Jimmy,Dunne,DEF,BUR,3900000,0,8,0.533333333333333,1.36752136752137E-07,2.05128205128205E-06,0,604512,0,5,0,0,0,1,0,2.1,9099,-1,0,8,1,0,0,0,0,0,0,0,0,4.7,844461,0,-1,0,0,180,279,0,0,35,Man Utd,West Ham,Liverpool,Aston Villa,Chelsea,0,0.6,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.6
,Ederson,GLK,MCI,6000000,6,63,4.2,7E-07,1.05E-05,0,388957,1,12,0,26,0,0,0,10.5,4459,0,0,63,0,0.7,0,4,1,0,8,0,0,5.9,388488,0,-1,0,0,1350,21035,0,0,278,Brighton,Crystal Palace,Aston Villa,West Brom,Sheffield United,4.5,11.1,5.3,4.8,4.2,4.9,4.2,5.5,5.8,5.3,4.7,6.1,4.9,4.2,5.5,0,4.7,4.4,3.7,4.3,3.9,23.2
Kyle,Edwards,MID,WBA,4700000,0,5,0.294117647058824,6.25782227784731E-08,1.06382978723404E-06,0,2513,0,3,0,0,0,0,0,1.1,14,-3,0,5,3,0,0,0,0,0,0,0,0,0,831,0,-1,0,0,114,9,0,0,15,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.4
John,Egan,DEF,SHU,4700000,7,22,1.3,2.76595744680851E-07,4.68085106382979E-06,0,914808,4,28,0,0,0,0,0,4.7,966,-3,0,22,3,0.5,0,2.3,1,0,1,0,0,2.1,36130,0,-1,0,1,1451,140,0,1,185,Newcastle,Tottenham,Man Utd,Man City,West Brom,0.6,0.6,1,1.3,0.9,0.6,1,0.8,1.1,0.6,0.9,0.8,0.6,0.8,0.9,0.6,0.7,1,0.6,0.6,0.7,34.5
Anwar,El Ghazi,MID,AVL,5800000,0,47,3.13333333333333,5.40229885057471E-07,8.10344827586207E-06,0,141395,1,3,0,0,0,5,0,8.1,12836,-2,0,47,2,1.3,0,7.4,6,0,3,0,0,3.8,408355,0,-1,0,1,478,14745,0,0,154,Man City,Newcastle,Burnley,Southampton,West Ham,0,4.5,3.4,2.7,2.2,2.1,3.2,1.8,3.1,2.6,3.3,4.2,2.6,2,1.9,2.9,3.2,1.6,2.3,2.7,2.4,79.1
Ahmed,El Mohamady,DEF,AVL,4300000,0,12,0.8,1.86046511627907E-07,2.7906976744186E-06,0,36703,0,0,0,0,0,0,0,2.8,351,-2,0,12,2,0.4,0,1.8,2,0,1,0,0,0.3,24345,0,-1,0,1,129,200,0,0,43,Man City,Newcastle,Burnley,Southampton,West Ham,0,1.1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,12.2
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,19022,0,0,0,0,0,0,0,0,59,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12348,0,-1,0,0,0,24,0,0,0,Man Utd,Burnley,Tottenham,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4400000,0,21,1.23529411764706,2.80748663101604E-07,4.77272727272727E-06,0,218684,2,12,0,0,0,0,0,4.8,2532,-1,0,21,1,0.3,0,1.3,0,0,3,0,0,1.3,250817,0,-1,0,0,873,749,0,0,131,Crystal Palace,Newcastle,Southampton,Man Utd,Wolverhampton,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.6,1.1,0.6,0.6,0.8,0.6,0.6,0.6,0.6,19
,Emerson,DEF,CHE,4700000,0,7,0.411764705882353,8.76095118898623E-08,1.48936170212766E-06,0,16631,0,0,0,0,0,0,0,1.5,102,-3,0,7,3,0.3,0,1.5,0,0,1,0,0,0.1,8587,0,-1,0,0,88,65,0,0,24,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,18213,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,11148,0,-1,0,0,0,21,0,0,0,Man City,Newcastle,Burnley,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,0,37,2.8,5.09090909090909E-07,6.72727272727273E-06,0,39096,5,15,0,0,0,0,0,6.7,533,0,0,37,0,0.6,0,3.4,3,0,4,0,1,0.5,57435,1,-1,0,0,1159,1033,0,0,217,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0,3.7,2.7,1.7,3.1,3.4,3.1,3.6,2.3,2.9,2,2.7,3.5,3.6,2.6,2.8,2.2,1.6,3.5,2.4,1.7,27.9
Eberechi,Eze,MID,CRY,5800000,0,47,2.76470588235294,4.76673427991886E-07,8.10344827586207E-06,0,122089,2,23,0,0,0,2,0,8.1,2651,-2,0,47,2,0.3,0,1.7,5,0,0,0,3,0.9,143270,0,-1,0,1,958,796,0,0,187,Arsenal,Man City,West Ham,Wolverhampton,Newcastle,2.2,1.4,2.3,2.6,2.3,2.1,3,2.2,2.7,1.7,2.9,1.7,2.2,2.5,1.7,2.1,1.9,3.1,1.7,2.1,1.4,68.4
Lukasz,Fabianski,GLK,WHU,5100000,0,71,4.4,8.62745098039216E-07,1.3921568627451E-05,0,288494,1,21,0,49,0,0,0,13.9,10323,1,0,71,-1,0.5,0,2.6,9,0,5,0,0,4,416227,0,-1,1,1,1440,9850,0,0,308,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0,10.7,5.4,6.2,6.2,5.4,4.8,4.2,5.7,4.1,6,5.2,5.6,4.3,4.4,4.3,4.9,3.8,5,6,4.5,36.8
,Fabinho,MID,LIV,5400000,0,37,2.5,4.62962962962963E-07,6.85185185185185E-06,0,158199,2,17,0,0,0,0,0,6.9,595,-1,0,37,1,0.4,0,2.2,2,0,5,0,1,1,100258,0,-1,0,0,1292,634,0,0,241,Man Utd,Burnley,Tottenham,West Ham,Brighton,0,4,1.4,1.6,2.1,1.7,1.8,1.9,2.6,2.3,1.4,2.1,1.8,1.5,1.7,2.2,1.3,2.3,2.1,1.9,2,34.7
,Fabio Silva,FWD,WOL,5200000,2,23,1.8,3.46153846153846E-07,4.42307692307692E-06,0,138439,1,15,0,0,0,1,0,4.4,4967,-3,0,23,3,0.5,0,2.6,1,0,0,0,0,1.4,140405,0,-1,0,0,598,7228,0,0,54,Everton,West Brom,Chelsea,Crystal Palace,Arsenal,1.2,1.7,0.9,1.4,1.1,1.2,0.9,1.2,1.4,1,1.6,0.9,1.1,1.1,1.7,1.3,1.4,1.5,1,1.2,1.3,36.3
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,67921,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,1.5,45148,0,-1,0,0,0,320,0,0,0,Tottenham,Chelsea,Man Utd,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,34963,0,0,0,0,0,0,0,0.3,8,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4672,0,-1,0,0,2,2,0,0,8,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3900000,0,0,0,0,0,0,110368,0,0,0,0,0,0,0,0,677,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,35711,0,-1,0,0,0,61,0,0,0,Arsenal,Man City,West Ham,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11300000,2,132,7.8,6.90265486725664E-07,1.16814159292035E-05,0,1637880,4,19,0,0,0,11,0,11.7,23328,8,0,132,-8,0.7,1,8.2,22,0,5,0,8,53,4339681,0,-1,0,6,1387,23423,0,0,476,Burnley,Liverpool,Fulham,Sheffield United,Arsenal,10.6,18.5,9.9,11.2,10.2,9,10.9,9.7,10.3,8.3,9.3,9.1,9.6,9.9,10.2,10.8,8.7,10,8.1,10.3,9.9,210.1
,Fernandes,MID,TOT,4700000,0,0,0,0,0,0,7266,0,0,0,0,0,0,0,0,31,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2911,0,-1,0,0,0,15,0,0,0,Fulham,Sheffield United,Liverpool,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4700000,2,34,2.1,4.46808510638298E-07,7.23404255319149E-06,0,122774,2,26,0,0,0,0,0,7.2,5721,-3,0,34,3,0.5,0,2.3,4,0,3,0,0,1.1,94479,1,-1,0,0,1381,458,0,0,252,Sheffield United,Arsenal,Aston Villa,Leeds United F.C.,Everton,1.6,4.4,1.2,1.5,2.1,1.4,1.3,2.1,2.3,2.1,1.7,1.7,1.2,1.6,2,2,1.7,1.9,2.7,1.5,1.8,40
,Fernandinho,DEF,MCI,5400000,0,13,0.866666666666667,1.60493827160494E-07,2.40740740740741E-06,0,99071,1,3,0,0,0,0,0,2.4,451,-1,0,13,1,0.1,0,0.4,0,0,1,0,0,0.7,52120,0,-1,0,0,337,402,0,0,68,Brighton,Crystal Palace,Aston Villa,West Brom,Sheffield United,0.4,1,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.6,0.4,0.4,0.5,0,0.4,0.4,0.4,0.4,0.4,11.5
Sam,Field,MID,WBA,4800000,0,3,0.176470588235294,3.67647058823529E-08,6.25E-07,0,2206,0,2,0,0,0,0,0,0.6,3,-2,0,3,2,0,0,0,0,0,0,0,0,0,754,0,-1,0,0,61,1,0,0,16,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2
Roberto,Firmino,FWD,LIV,9300000,0,70,4.1,4.40860215053763E-07,7.52688172043011E-06,0,478065,1,19,0,0,0,5,0,7.5,7586,-2,0,70,2,0.7,0,6.2,9,0,5,0,3,4.5,455417,0,-1,0,1,1393,31091,0,0,287,Man Utd,Burnley,Tottenham,West Ham,Brighton,0,9.2,3.7,3.5,5.1,4.4,4.7,4.3,4.7,5.3,3.5,4.5,4.3,3.9,4,5.2,4.3,4.7,4.8,3.5,6.1,126.9
John,Fleck,MID,SHU,5600000,3,24,2,3.57142857142857E-07,4.28571428571429E-06,0,37999,1,16,0,0,0,0,0,4.3,222,-4,0,24,4,0.3,0,1.8,0,0,1,0,1,0.1,9185,0,-1,0,0,874,31,0,0,128,Newcastle,Tottenham,Man Utd,Man City,West Brom,1.4,1,1,1,1.6,1.3,1.3,1.3,1.1,1.4,1.4,1,1.4,1.1,1.1,1.3,1.1,1.2,1.4,1.5,1.7,37
Phil,Foden,MID,MCI,6200000,11,59,3.93333333333333,6.34408602150538E-07,9.51612903225807E-06,0,1077775,0,6,0,0,0,4,0,9.5,7103,-3,0,59,3,0.9,0,5.6,8,0,3,0,3,6.2,1201865,0,-1,0,2,668,89268,0,0,191,Brighton,Crystal Palace,Aston Villa,West Brom,Sheffield United,4,6.9,4.3,5.5,4.1,2.3,3.3,3.9,3.8,2.9,3.5,4.3,3.8,3.9,3.2,0,2.8,4.1,4,3.9,3.7,70.3
Wes,Foderingham,GLK,SHU,4300000,0,0,0,0,0,0,7177,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1972,0,-1,0,0,0,11,0,0,0,Newcastle,Tottenham,Man Utd,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,0,40,3.3,6.6E-07,8E-06,0,59576,2,13,0,0,0,0,0,8,952,0,0,40,0,0.6,0,2.8,3,0,4,0,1,0.7,101227,0,-1,0,1,1080,1535,0,0,229,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0,4.9,3.4,2.2,3.9,4.3,3.9,4.5,3,3.6,2.7,3.5,4.1,4.5,3.4,3.6,2.9,2.1,4.4,3.1,2.3,35.1
Pablo,Fornals,MID,WHU,6100000,0,62,3.9,6.39344262295082E-07,1.01639344262295E-05,0,231040,2,15,0,0,0,2,0,10.2,1157,-4,0,62,4,0.3,0,1.8,5,0,6,0,4,0.8,263104,0,-1,0,0,1262,1187,0,0,167,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0,8.9,3.1,3.2,3.5,3.8,5.1,3,2.7,3.5,3.2,3.3,3.5,2.9,4.3,3.7,4.4,3.4,4.2,4.6,4,61.3
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,3,-2,0,0,2,0,0,0,0,0,0,0,0,0,346,0,-1,0,0,0,3,0,0,0,Brighton,Newcastle,Leicester,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,6,0.352941176470588,8.82352941176471E-08,1.5E-06,0,145131,0,0,0,1,0,0,0,1.5,4690,0,0,6,0,0.3,0,1.2,0,0,1,0,0,5.1,435587,0,-1,0,0,90,26336,0,0,24,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,1.2
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,9114,1,2,0,0,0,0,0,0,44,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5002,0,-1,0,0,80,16,0,0,17,Burnley,Liverpool,Fulham,Sheffield United,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,9473,0,0,0,0,0,0,0,0,10,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1524,0,-1,0,0,0,3,0,0,0,Fulham,Sheffield United,Liverpool,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,-2,17,1.0625,1.89732142857143E-07,3.03571428571429E-06,0,76883,0,8,0,0,0,0,0,3,85,-4,0,17,4,0.1,0,0.7,0,0,1,0,3,0.2,15586,0,-1,0,0,315,4,0,1,52,Sheffield United,Arsenal,Aston Villa,Leeds United F.C.,Everton,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,13.8
,Fred,MID,MUN,5300000,0,23,1.4375,2.7122641509434E-07,4.33962264150943E-06,0,21492,3,12,0,0,0,0,0,4.3,329,-2,0,23,2,0.2,0,1,0,0,4,0,0,0.2,19225,0,-1,0,0,912,112,0,0,146,Burnley,Liverpool,Fulham,Sheffield United,Arsenal,1,1.5,1.2,0.9,0.7,0.7,1.1,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.9,0.9,0.7,0.7,0.7,0.8,0.7,34.1
Ryan,Fredericks,DEF,WHU,4200000,0,11,0.647058823529412,1.5406162464986E-07,2.61904761904762E-06,0,48540,2,4,0,0,0,0,0,2.6,355,-3,0,11,3,0.3,0,1.4,0,0,1,0,1,0.2,16999,0,-1,0,0,319,109,0,0,69,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26.8
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,-1,0,0,0,0,0,0,0,Newcastle,Tottenham,Man Utd,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,24,1.41176470588235,3.13725490196078E-07,5.33333333333333E-06,0,34161,4,9,0,0,0,0,0,5.3,349,0,0,24,0,0,0,0,2,0,3,0,0,0.3,41376,0,-1,0,0,701,142,0,0,112,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0,1.4,0.9,0.7,1.1,1.2,1.1,1.3,0.7,1,0.7,0.9,1.4,1.3,0.9,1,0.7,0.7,1.3,0.8,0.7,19.2
Darnell,Furlong,DEF,WBA,4500000,0,38,2.4,5.33333333333333E-07,8.44444444444444E-06,0,32158,2,35,0,0,0,1,0,8.4,632,0,0,38,0,0.2,0,1,2,0,2,0,2,0.3,41815,1,-1,0,0,1418,907,0,0,206,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0,5.1,3.3,2.4,2,1.9,2.2,1.9,1.7,1.5,2.2,1.4,1.6,1.8,2.3,2.7,2.8,2.7,2.8,2.5,1.8,58.3
,Gabriel,DEF,ARS,5000000,0,47,3.9,7.8E-07,9.4E-06,0,1101115,1,13,0,0,0,2,0,9.4,4266,0,0,47,0,0,0,-0.2,6,0,3,0,0,5.4,1013026,0,-1,0,1,1051,103,0,1,224,Crystal Palace,Newcastle,Southampton,Man Utd,Wolverhampton,0,2.9,3.6,4.2,5.2,5.5,3.1,5.1,5,4.4,3.1,5.5,5,4.4,4.4,2.8,4,4.5,3.9,4.9,3.4,46
Conor,Gallagher,MID,WBA,5500000,0,36,2.8,5.09090909090909E-07,6.54545454545455E-06,0,13635,5,25,0,0,0,2,0,6.5,340,0,0,36,0,0.3,0,1.6,3,0,2,0,0,0.1,17241,0,-1,0,0,1159,12,0,0,160,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0,4.2,1.8,2.5,3.4,2,1.5,2.7,2.2,2.4,1.8,2,2.2,2.4,2.5,2.1,2.4,2.6,1.9,2.1,2.4,48.3
Eric,Garcia,DEF,MCI,4700000,0,3,0.2,4.25531914893617E-08,6.38297872340426E-07,0,23627,0,6,0,0,0,0,0,0.6,46,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,9926,0,-1,0,0,200,11,0,0,35,Brighton,Crystal Palace,Aston Villa,West Brom,Sheffield United,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,6611,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,2394,0,-1,0,0,0,2,0,0,0,Burnley,Liverpool,Fulham,Sheffield United,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,0,11,0.6875,1.16525423728814E-07,1.86440677966102E-06,0,5038,0,3,0,0,0,1,0,1.9,194,-1,0,11,1,0.1,0,0.5,3,0,0,0,0,0,4794,0,-1,0,0,60,84,0,0,38,Sheffield United,Arsenal,Aston Villa,Leeds United F.C.,Everton,0.3,0.6,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.1
Paulo,Gazzaniga,GLK,TOT,4300000,0,0,0,0,0,0,17324,0,0,0,0,0,0,0,0,82,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,4690,0,-1,0,0,0,21,0,0,0,Fulham,Sheffield United,Liverpool,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,-1,0,0,0,4,0,0,0,Wolverhampton,Leicester,Newcastle,Leeds United F.C.,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,WBA,4300000,0,2,0.117647058823529,2.7359781121751E-08,4.65116279069767E-07,0,49444,1,14,0,0,0,0,0,0.5,108,-2,0,2,2,0.2,0,0.8,0,0,0,0,0,0.2,8827,0,-1,0,0,450,58,0,1,55,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.7
Morgan,Gibbs-White,MID,WOL,4900000,2,2,0.117647058823529,2.40096038415366E-08,4.08163265306122E-07,0,656,0,1,0,0,0,0,0,0.4,14,-1,0,2,1,0.1,0,0.4,0,0,0,0,0,0,462,0,-1,0,0,63,30,0,0,6,Everton,West Brom,Chelsea,Crystal Palace,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Ben,Gibson,DEF,BUR,3900000,0,0,0,0,0,0,18151,0,0,0,0,0,0,0,0,72,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6125,0,-1,0,0,0,40,0,0,0,Man Utd,West Ham,Liverpool,Aston Villa,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
