FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jayden,Bogle,DEF,SHU,4300000,6,36,1.125,2.61627906976744E-07,8.37209302325581E-06,0,16480,2,18,0,0,0,2,0,8.4,36,-2,0,36,2,0.5,0,2,0,0,2,0,0,0.1,12649,0,-1,0,1,972,33,0,0,146,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,0.6,0.6,0.7,0.6,0.6,0.6,54.9
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,3016,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,Man Utd,Brighton,Tottenham,Burnley,Southampton,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5400000,0,66,3.5,6.48148148148148E-07,1.22222222222222E-05,0,266387,1,26,0,0,0,1,0,12.2,271,-1,0,66,1,0.3,0,1.5,4,0,6,0,1,1.2,164767,0,-1,0,0,1710,255,0,0,342,Burnley,West Brom,Brighton,Tottenham,Everton,3.4,3.6,3.8,3.3,3.4,4.2,59.8
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,28247,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,Burnley,West Brom,Brighton,Tottenham,Everton,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4784,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,Leicester,Liverpool,Fulham,Leeds United F.C.,West Ham,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6000000,2,129,3.9,6.5E-07,2.15E-05,0,770625,0,33,0,0,0,8,0,21.5,3041,-5,0,129,5,1,0,6.2,8,0,7,0,5,3.2,867026,0,-1,0,4,2333,6671,0,0,402,Chelsea,Burnley,Everton,Brighton,West Brom,3.7,4.2,3.7,3.7,3.9,4.3,171.8
Robbie,Brady,MID,BUR,5000000,0,44,1.375,2.75E-07,8.8E-06,0,16423,3,6,0,0,0,1,0,8.8,15,0,0,44,0,0,0,0,3,0,7,0,1,0.1,13466,0,-1,0,0,1047,8,0,0,157,Wolverhampton,West Ham,Fulham,Leeds United F.C.,Liverpool,0,0,0,0,0,1,47.2
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,330472,0,0,0,0,0,0,0,0,126,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,140402,0,-1,0,0,0,0,0,0,0,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,West Brom,Everton,Man Utd,Crystal Palace,Tottenham,0,0,0,0,0,0,0
Rhian,Brewster,FWD,SHU,4300000,2,31,0.96875,2.25290697674419E-07,7.2093023255814E-06,0,1490007,1,15,0,0,0,0,0,7.2,3203,-2,0,31,2,0.3,0,1.2,0,0,2,0,0,5.2,1468004,0,-1,0,0,1034,1369,0,0,78,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,0.5,0.5,0.7,0.5,0.5,0.5,42.8
Nathan,Broadhead,MID,EVE,4500000,0,1,0.032258064516129,7.16845878136201E-09,2.22222222222222E-07,0,75,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0,0,0.2,0,0,0,0,0,0,137,0,-1,0,0,2,7,0,0,5,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,0,0,0,0,0,0,0.2
Josh,Brownhill,MID,BUR,4900000,3,61,2.2,4.48979591836735E-07,1.24489795918367E-05,0,9650,2,32,0,0,0,0,0,12.4,17,-1,0,61,1,0.4,0,2,0,0,9,0,0,0,8449,0,-1,0,0,2407,21,0,0,292,Wolverhampton,West Ham,Fulham,Leeds United F.C.,Liverpool,1.4,1.4,1.8,1.5,1.1,2.1,83
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,-1,0,0,0,6,0,0,0,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,0,0,0,0,0,0,0
Joe,Bryan,DEF,FUL,4500000,0,14,0.424242424242424,9.42760942760943E-08,3.11111111111111E-06,0,69111,2,14,0,0,0,0,0,3.1,21,-5,0,14,5,0.1,0,0.3,0,0,0,0,1,0.3,16688,0,-1,0,0,470,14,0,0,89,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,0.2,0.2,0.2,0.2,0.2,17.6
Kean,Bryan,DEF,SHU,3900000,6,27,0.84375,2.16346153846154E-07,6.92307692307692E-06,0,48757,1,16,0,0,0,1,0,6.9,272,-1,0,27,1,0.5,0,2,0,0,2,0,0,0.4,76001,1,-1,0,0,924,770,0,0,140,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,0.4,0.4,0.5,0.4,0.4,0.4,30.9
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,0,-1,0,0,0,20,0,0,0,Burnley,West Brom,Brighton,Tottenham,Everton,0,0,0,0,0,0,0
Oliver,Burke,MID,SHU,4100000,1,43,1.34375,3.27743902439024E-07,1.04878048780488E-05,0,419063,2,17,0,0,0,1,0,10.5,1461,-4,0,43,4,0.3,0,1.2,0,0,1,0,2,1.9,481300,0,-1,0,0,1151,2382,0,0,103,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,0.7,0.7,0.7,0.7,0.7,0.9,61.3
Dan,Burn,DEF,BHA,4200000,0,46,1.4375,3.42261904761905E-07,1.0952380952381E-05,0,92217,5,21,0,0,0,0,0,11,539,-3,0,46,3,0.4,0,1.8,0,0,5,0,0,0.7,89030,1,-1,0,0,1607,207,0,0,233,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,Man City,0.8,0.8,1.1,1.3,1.3,1.1,52.7
Jack,Butland,GLK,CRY,4500000,0,0,0,0,0,0,4842,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5710,0,-1,0,0,0,18,0,0,0,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,0,0,0,0,0,0,0
David,Button,GLK,WBA,3900000,0,2,0.0625,1.6025641025641E-08,5.12820512820513E-07,0,312282,0,2,0,4,0,0,0,0.5,674,-1,0,2,1,0,0,0,0,0,0,0,0,3.7,259163,0,-1,0,0,90,729,0,0,18,Aston Villa,Wolverhampton,Arsenal,Liverpool,West Ham,0,0,0,0,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,311616,0,0,0,0,0,0,0,0.3,241,-1,0,1,1,0,0,0,0,0,0,0,0,1.5,256762,0,-1,0,0,22,0,0,0,2,Burnley,West Brom,Brighton,Tottenham,Everton,0,0,0,0,0,0,0.1
Willy,Caballero,GLK,CHE,4600000,0,1,0.03125,6.79347826086957E-09,2.17391304347826E-07,0,22139,0,3,0,0,0,0,0,0.2,10,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,5907,0,-1,0,0,90,5,0,0,7,West Ham,Fulham,Man City,Arsenal,Leicester,0,0,0,0,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,0,39,2.4,5.33333333333333E-07,8.66666666666667E-06,0,26752,3,32,0,0,0,1,0,8.7,260,0,0,39,0,0.2,0,0.7,4,0,3,0,0,0.2,29851,0,-1,0,1,1440,12,0,0,248,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,0,2.9,1.7,2.4,2.4,2.7,43.8
Moises,Caicedo,MID,BHA,5000000,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,-1,0,0,0,2,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,Man City,0,0,0,0,0,0,0
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,-1,0,0,0,3,0,0,0,Newcastle,Man Utd,Southampton,West Brom,Burnley,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,0.818181818181818,1.57342657342657E-07,5.19230769230769E-06,0,28070,2,15,0,0,0,1,0,5.2,8,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,11602,0,-1,0,0,758,8,0,0,160,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,0,0,0,0,0.4,57.3
,Callum Robinson,FWD,WBA,5200000,2,74,3,5.76923076923077E-07,1.42307692307692E-05,0,254533,0,38,0,0,0,5,0,14.2,2359,-3,0,74,3,1.1,0,5.5,8,0,3,0,3,1.2,312216,0,-1,0,2,1413,1842,0,0,268,Aston Villa,Wolverhampton,Arsenal,Liverpool,West Ham,2.5,2.9,2.9,2.7,2.7,2.5,80.7
Dominic,Calvert-Lewin,FWD,EVE,7500000,2,140,5.2,6.93333333333333E-07,1.86666666666667E-05,0,7410193,3,31,0,0,0,14,0,18.7,11704,5,0,140,-5,0.1,0,1,16,0,8,0,6,27.3,8331081,0,-1,0,3,2331,10505,0,0,448,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,7,5,5.9,6.7,5.7,5.8,199.7
Leonardo,Campana,FWD,WOL,4800000,0,0,0,0,0,0,42186,0,0,0,0,0,0,0,0,67,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,28818,0,-1,0,0,0,28,0,0,0,Burnley,West Brom,Brighton,Tottenham,Everton,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5900000,0,123,5.1,8.64406779661017E-07,2.08474576271186E-05,0,1880047,4,13,0,0,0,1,0,20.8,9470,4,0,123,-4,0.1,0,0.3,16,0,13,0,3,14.9,2911789,0,-1,0,2,2036,6463,0,0,534,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,6,6.1,5.7,6.2,5.1,146.8
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,25128,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0.2,35134,0,-1,0,0,0,25,0,0,0,Man Utd,Brighton,Tottenham,Burnley,Southampton,0,0,0,0,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,13,1.4,2.02898550724638E-07,1.88405797101449E-06,0,26235,2,2,0,0,0,1,0,1.9,166,-1,0,13,1,0,0,0.2,0,0,1,0,0,0.1,28268,0,-1,0,0,305,97,0,0,38,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,1.1,0.7,0.8,0.7,0.8,22
Andy,Carroll,FWD,NEW,5100000,0,29,0.90625,1.77696078431373E-07,5.68627450980392E-06,0,100663,1,8,0,0,0,1,0,5.7,143,-4,0,29,4,0,0,0.2,3,0,1,0,1,0.3,79261,0,-1,0,0,375,59,0,0,76,Liverpool,Arsenal,Leicester,Man City,Sheffield United,0.5,0.5,0.5,0.5,0.6,0.5,27.6
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,9860,0,0,0,0,0,0,0,0,84,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,17779,0,-1,0,0,0,94,0,0,0,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,34444,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0,0
Oliver,Casey,DEF,LEE,3800000,0,0,0,0,0,0,122502,0,0,0,0,0,0,0,0,337,-2,0,0,2,0,0,0,0,0,0,0,0,1,123859,0,-1,0,0,0,391,0,0,0,Man Utd,Brighton,Tottenham,Burnley,Southampton,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,0,85,3.4,6.8E-07,1.7E-05,0,201436,6,31,0,0,0,0,0,17,369,0,0,85,0,0,0,0,8,0,11,0,2,0.8,216424,0,-1,0,1,2148,392,0,1,440,West Brom,Everton,Man Utd,Crystal Palace,Tottenham,3.7,3.5,3.8,3.4,3.5,3.2,90.2
,Casilla,GLK,LEE,4200000,0,2,0.0625,1.48809523809524E-08,4.76190476190476E-07,0,140636,0,1,0,1,0,0,0,0.5,78,-3,0,2,3,0,0,0,0,0,0,0,0,0.8,32004,0,-1,0,0,90,31,0,0,12,Man Utd,Brighton,Tottenham,Burnley,Southampton,0,0,0,0,0,0,0.8
Timothy,Castagne,DEF,LEI,5800000,0,80,3.8,6.55172413793103E-07,1.37931034482759E-05,0,1835473,1,24,0,0,0,1,0,13.8,863,3,-1,80,-3,0.6,0,3.2,6,0,6,0,4,6,1913162,0,-1,0,3,1805,7228,1,0,393,Crystal Palace,Southampton,Newcastle,Man Utd,Chelsea,4.3,3.6,3.8,4.9,4.1,3.7,81.7
,Cavaleiro,MID,FUL,5300000,0,75,2.4,4.52830188679245E-07,1.41509433962264E-05,0,44360,2,33,0,0,0,3,0,14.2,73,-2,0,75,2,0.3,1,1.7,4,0,7,0,0,0.1,40713,0,-1,0,1,2028,50,0,0,214,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,1.7,2,1.7,1.5,1.7,122.9
Edinson,Cavani,FWD,MUN,7900000,1,79,3.6,4.55696202531646E-07,1E-05,0,1033113,3,12,0,0,0,8,0,10,12013,-1,0,79,1,0.6,0,4.8,10,0,4,0,3,4.4,1337664,0,-1,0,1,1139,6563,0,0,296,Leeds United F.C.,Liverpool,Aston Villa,Leicester,Fulham,3.5,3.4,3.5,3.3,3.5,3.3,96.7
,Ceballos,MID,ARS,4700000,2,58,2.5,5.31914893617021E-07,1.23404255319149E-05,0,246350,3,16,0,0,0,0,0,12.3,299,-3,0,58,3,1,0,4.5,7,0,5,0,4,0.7,149648,0,-1,0,0,1444,710,0,0,305,Everton,Newcastle,West Brom,Chelsea,Crystal Palace,1.6,2,2.1,1.9,1.7,1.7,85
,Cedric,DEF,ARS,4600000,0,28,0.875,1.90217391304348E-07,6.08695652173913E-06,0,60690,1,11,0,0,0,0,0,6.1,424,-4,0,28,4,0,0,0,3,0,2,0,1,0.3,40815,0,-1,0,0,744,32,0,0,125,Everton,Newcastle,West Brom,Chelsea,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,29.2
,Chamberlain,MID,LIV,6300000,0,13,0.40625,6.4484126984127E-08,2.06349206349206E-06,0,7426,0,6,0,0,0,0,0,2.1,12,-2,0,13,2,0,0,0.2,0,0,0,0,1,0.1,5469,0,-1,0,0,230,12,0,0,31,Newcastle,Man Utd,Southampton,West Brom,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,12.1
Calum,Chambers,DEF,ARS,4500000,2,16,0.5,1.11111111111111E-07,3.55555555555556E-06,0,10065,0,8,0,0,0,0,0,3.6,272,0,0,16,0,0.5,0,2.2,1,0,1,0,1,0.2,21916,0,-1,0,0,442,368,0,0,82,Everton,Newcastle,West Brom,Chelsea,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,21.8
Kgaogelo,Chauke,MID,SOU,4400000,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,1016,0,-1,0,0,0,13,0,0,0,Leicester,Liverpool,Fulham,Leeds United F.C.,West Ham,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5800000,12,118,5.1,8.79310344827586E-07,2.03448275862069E-05,0,3177106,3,19,0,0,0,2,0,20.3,1600,3,0,118,-3,0.6,0,3.5,10,0,11,0,5,13.2,3874277,0,-1,0,2,1936,25616,0,0,478,West Ham,Fulham,Man City,Arsenal,Leicester,6.5,6.5,6.8,6.5,5.7,6.8,122.1
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1492,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Liverpool,Aston Villa,Leicester,Fulham,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4600000,0,13,0.40625,8.83152173913044E-08,2.82608695652174E-06,0,7333,1,2,0,0,0,0,0,2.8,10,-4,0,13,4,0,0,0,0,0,2,0,0,0.1,3456,0,-1,0,0,301,11,0,0,56,Crystal Palace,Southampton,Newcastle,Man Utd,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Andreas,Christensen,DEF,CHE,4700000,5,52,1.625,3.45744680851064E-07,1.1063829787234E-05,0,86948,2,16,0,0,0,0,0,11.1,318,-3,0,52,3,0.6,0,2.8,7,0,7,0,0,1.1,143127,0,-1,0,1,1236,976,0,1,294,West Ham,Fulham,Man City,Arsenal,Leicester,1.3,1.2,1.5,1.2,0.9,1.3,38.8
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10248,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,0,0,0,0,0,0
Carney,Chukwuemeka,MID,AVL,4500000,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,-1,0,0,0,5,0,0,0,West Brom,Everton,Man Utd,Crystal Palace,Tottenham,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,2,45,2.1,4.66666666666667E-07,1E-05,0,60192,3,33,0,0,0,1,0,10,185,0,0,45,0,0.3,0,1.2,2,0,3,0,0,0.2,66117,1,-1,0,0,1807,89,0,0,276,Liverpool,Arsenal,Leicester,Man City,Sheffield United,2.3,1.9,1.6,2.3,1.9,2,53
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,Man City,0,0,0,0,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,-1,0,0,0,2,0,0,0,Newcastle,Man Utd,Southampton,West Brom,Burnley,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,0,28,0.903225806451613,2.00716845878136E-07,6.22222222222222E-06,0,57374,2,22,0,0,0,0,0,6.2,16,0,0,28,0,0,0,0,0,0,2,0,1,0.1,60020,0,-1,0,0,1145,21,0,0,172,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,0.5,0.7,0.5,0.5,0.5,0.6,27.2
Conor,Coady,DEF,WOL,5000000,0,99,3.1,6.2E-07,1.98E-05,0,790733,4,44,0,0,0,1,0,19.8,4420,0,-1,99,0,0.7,0,3.5,7,0,10,0,0,8.2,780834,0,-1,0,0,2853,3449,1,0,535,Burnley,West Brom,Brighton,Tottenham,Everton,2.8,3,3.1,2.7,2.8,3.6,71.7
Seamus,Coleman,DEF,EVE,4800000,7,60,1.93548387096774,4.03225806451613E-07,1.25E-05,0,273007,0,16,0,0,0,0,0,12.5,470,-2,0,60,2,1.5,0,7,4,0,5,0,3,1.6,312061,0,-1,0,1,1182,16063,0,0,278,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,2,1.4,2,1.4,1.8,2.2,57.8
Aaron,Connolly,FWD,BHA,5200000,1,37,1.15625,2.22355769230769E-07,7.11538461538462E-06,0,111284,0,15,0,0,0,2,0,7.1,44,-3,0,37,3,0,0,0.2,2,0,1,0,1,0.3,84230,0,-1,0,0,738,25,0,0,92,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,Man City,0.7,0.6,0.6,0.6,0.6,0.6,46
Liam,Cooper,DEF,LEE,4300000,0,52,2.3,5.34883720930233E-07,1.2093023255814E-05,0,104867,3,40,0,0,0,1,0,12.1,176,-2,0,52,2,0,0,0,2,0,5,0,0,0.4,70186,0,-1,0,0,2006,6,0,1,419,Man Utd,Brighton,Tottenham,Burnley,Southampton,0,0,1.8,1.6,1.6,2.1,85.1
Theo,Corbeanu,MID,WOL,4500000,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,-1,0,0,0,1,0,0,0,Burnley,West Brom,Brighton,Tottenham,Everton,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,3,22,0.6875,1.375E-07,4.4E-06,0,11765,2,15,0,0,0,0,0,4.4,5,0,0,22,0,0.2,0,1,0,0,3,0,0,0,11232,0,-1,0,0,915,17,0,0,92,Wolverhampton,West Ham,Fulham,Leeds United F.C.,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,24.2
,Costa,MID,LEE,5000000,3,63,1.96875,3.9375E-07,1.26E-05,0,1061983,0,23,0,0,0,3,0,12.6,300,-5,0,63,5,0.4,0,1.8,2,0,3,0,4,2.2,1062883,1,-1,0,1,1150,136,0,0,162,Man Utd,Brighton,Tottenham,Burnley,Southampton,0,1.3,1,1.6,1.1,1.5,64.7
Vladimir,Coufal,DEF,WHU,4700000,2,105,3.6,7.65957446808511E-07,2.23404255319149E-05,0,648134,3,39,0,0,0,0,0,22.3,1856,2,0,105,-2,0.7,0,3.5,9,0,8,0,7,6.5,1142688,0,-1,0,0,2604,11036,0,0,530,Chelsea,Burnley,Everton,Brighton,West Brom,3.8,3.1,3.2,3.6,3.8,4,131.4
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,-1,0,0,0,10,0,0,0,Chelsea,Burnley,Everton,Brighton,West Brom,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5700000,0,136,4.4,7.71929824561404E-07,2.3859649122807E-05,0,1947623,3,37,0,0,0,0,0,23.9,50361,7,0,136,-7,0,0,0.2,20,0,10,0,10,20.3,3344332,0,-1,0,3,2752,756,0,0,634,Chelsea,Burnley,Everton,Brighton,West Brom,0,0,4.3,4.8,5,5.3,134.5
Charlie,Cresswell,DEF,LEE,4000000,0,0,0,0,0,0,7174,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0.1,11505,0,-1,0,0,0,69,0,0,0,Man Utd,Brighton,Tottenham,Burnley,Southampton,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,1356,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,-1,0,0,0,5,0,0,0,Burnley,West Brom,Brighton,Tottenham,Everton,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,3427,0,0,0,0,0,0,0,0.3,0,-1,0,2,1,0,0,0,0,0,0,0,0,0,3443,0,-1,0,0,23,0,0,0,5,Burnley,West Brom,Brighton,Tottenham,Everton,0,0,0,0,0,0,0.2
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,-1,0,0,0,14,0,0,0,Crystal Palace,Southampton,Newcastle,Man Utd,Chelsea,0,0,0,0,0,0,0
Stuart,Dallas,DEF,LEE,5200000,6,148,4.5,8.65384615384615E-07,2.84615384615385E-05,0,1565432,6,49,0,0,0,7,0,28.5,1933,7,0,148,-7,1.2,0,6.5,14,0,10,0,3,26.2,3288229,0,-1,0,4,2960,42036,0,0,627,Man Utd,Brighton,Tottenham,Burnley,Southampton,5.7,5.3,5,4.6,4.5,5.7,147.5
,Dalot,DEF,MUN,4800000,0,0,0,0,0,0,3642,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,463,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Liverpool,Aston Villa,Leicester,Fulham,0,0,0,0,0,0,0
Scott,Dann,DEF,CRY,4200000,0,33,1.06451612903226,2.53456221198157E-07,7.85714285714286E-06,0,133014,1,17,0,0,0,1,0,7.9,37,-3,0,33,3,0,0,0,1,0,2,0,0,0.5,103459,0,-1,0,0,1080,15,0,0,193,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,0.5,0.9,0.5,0.6,0.6,0.8,34.8
Karl,Darlow,GLK,NEW,4900000,0,80,3.2,6.53061224489796E-07,1.63265306122449E-05,0,332584,3,43,0,88,0,0,0,16.3,1581,-1,0,80,1,0,0,0,6,0,4,0,0,1.3,359865,0,-1,1,0,2250,21,0,0,450,Liverpool,Arsenal,Leicester,Man City,Sheffield United,0,0,0,0,0,3.7,68.3
,David Luiz,DEF,ARS,5400000,0,40,1.25,2.31481481481481E-07,7.40740740740741E-06,0,128612,1,20,0,0,0,1,0,7.4,227,-1,0,40,1,0,0,0,0,0,3,0,0,0.8,76621,0,-1,0,0,1344,15,0,1,223,Everton,Newcastle,West Brom,Chelsea,Crystal Palace,0,0,0,0.7,0.7,0.6,41
Ben,Davies,DEF,LIV,4700000,0,0,0,0,0,0,3465,0,0,0,0,0,0,0,0,26,-3,1,0,3,0,0,0,0,0,0,0,0,0,4165,0,-1,0,0,0,11,-1,0,0,Newcastle,Man Utd,Southampton,West Brom,Burnley,0,0,0,0,0,0,0
Ben,Davies,DEF,TOT,4500000,0,52,1.57575757575758,3.5016835016835E-07,1.15555555555556E-05,0,268034,1,16,0,0,0,0,0,11.6,206,-5,0,52,5,0,0,0,1,0,4,0,2,0.6,131104,0,-1,0,0,1340,3,0,0,253,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,1,43.4
Tom,Davies,MID,EVE,5200000,1,41,1.32258064516129,2.54342431761787E-07,7.88461538461538E-06,0,12049,3,18,0,0,0,0,0,7.9,31,-3,0,41,3,0.3,0,1.8,1,0,4,0,1,0.1,6217,0,-1,0,0,1229,11,0,0,192,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,0.7,0.7,0.7,1,0.7,0.7,31.8
Keinan,Davis,FWD,AVL,4200000,5,18,1.6,3.80952380952381E-07,4.28571428571429E-06,0,1785754,0,0,0,0,0,1,0,4.3,3119,-3,0,18,3,0.6,0,2.5,0,0,0,0,1,7.8,1299195,0,-1,0,0,156,2529,0,0,71,West Brom,Everton,Man Utd,Crystal Palace,Tottenham,1.1,1.2,0.8,1.2,1.1,0.8,26.5
