FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Lucas,Digne,DEF,EVE,6000000,0,39,4.3,7.16666666666667E-07,6.5E-06,0,1663066,0,15,0,0,0,0,0,6.5,4715,0,0,39,0,0.3,0,1.7,8,0,1,0,6,5,1282891,0,-1,0,1,791,12598,0,1,192,Leicester,Newcastle,Leeds United F.C.,Man Utd,Fulham,0,3.7,3.7,4.7,6,5.2,5.5,4,4.3,4.3,5.7,5.5,5,3.7,6.2,4.7,5.7,4.5,5.7,5.7,51.7
Issa,Diop,DEF,WHU,4300000,0,4,0.235294117647059,5.47195622435021E-08,9.30232558139535E-07,0,94800,1,5,0,0,0,0,0,0.9,640,-2,0,4,2,0,0,0,0,0,0,0,0,0.4,14909,0,-1,0,0,297,268,0,0,40,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.7
Moussa,Djenepo,MID,SOU,5400000,0,30,1.76470588235294,3.26797385620915E-07,5.55555555555556E-06,0,21659,3,9,0,0,0,1,0,5.6,247,-1,0,30,1,0.2,0,1,0,0,3,0,2,0.1,17366,0,-1,0,0,694,9,0,0,91,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,0,0,0,0,0,1.3,1.1,1.1,1.5,1.2,0.9,1.4,1.1,1.1,0,0.9,0.9,1.2,1.1,0.9,29
Matt,Doherty,DEF,TOT,5700000,0,29,1.70588235294118,2.99277605779154E-07,5.08771929824561E-06,0,1465415,1,6,0,0,0,0,0,5.1,7710,-3,0,29,3,0.2,0,1.2,3,0,3,0,1,4.6,205911,0,-1,0,1,705,395,0,1,120,Sheffield United,Liverpool,Brighton,Chelsea,West Brom,0,1.6,1.2,0.9,1.2,1.9,1.5,1,1.5,1.7,0.9,1,1.1,1.1,0,1.1,1.1,1.6,1.2,1.4,28.4
Abdoulaye,Doucoure,MID,EVE,5300000,0,45,2.6,4.90566037735849E-07,8.49056603773585E-06,0,229435,5,21,0,0,0,1,0,8.5,6029,-2,0,45,2,0.6,0,3,2,0,4,0,2,0.8,111781,0,-1,0,1,1448,32,0,0,255,Leicester,Newcastle,Leeds United F.C.,Man Utd,Fulham,0,0,2,2.3,1.8,1.9,1.3,1.9,2,2.2,2.5,1.7,2.3,1.3,2.3,1.3,2,2.9,2,1.3,65.6
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,935963,0,0,0,0,0,0,0,0,8838,-2,0,0,2,0,0,0,0,0,0,0,0,4.2,252878,0,-1,0,0,0,1352,0,0,0,Brighton,Newcastle,Leicester,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,2,35,2.3,4.69387755102041E-07,7.14285714285714E-06,0,38436,2,18,0,0,0,0,0,7.1,619,-1,0,35,1,0.4,0,1.8,0,0,7,0,1,0.2,25729,0,-1,0,0,1313,365,0,1,174,Man City,Newcastle,Burnley,Southampton,West Ham,2.8,2.2,1.6,1.2,1.2,1.9,1.2,1.9,1.6,2.1,2.6,1.5,1.2,1.2,1.6,2.1,1.2,1.4,1.6,1.3,46
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,9673,0,0,0,0,0,0,0,0,178,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6619,0,-1,0,0,0,56,0,0,0,Crystal Palace,Aston Villa,West Brom,Sheffield United,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,5701,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6276,0,-1,0,0,0,172,0,0,0,West Ham,Liverpool,Aston Villa,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4800000,0,0,0,0,0,0,22761,0,0,0,0,0,0,0,0,575,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7570,0,-1,0,0,0,279,0,0,0,Arsenal,Aston Villa,Leeds United F.C.,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5369,0,0,0,0,0,0,0,0,27,-2,0,0,2,0,0,0,0,0,0,0,0,0,662,0,-1,0,0,0,1,0,0,0,Leeds United F.C.,Fulham,Tottenham,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,4,0.235294117647059,5.3475935828877E-08,9.09090909090909E-07,0,1942,0,2,0,0,0,0,0,0.9,87,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0,1093,0,-1,0,0,151,61,0,0,15,Arsenal,Aston Villa,Leeds United F.C.,Everton,Crystal Palace,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Lewis,Dunk,DEF,BHA,4800000,8,45,2.8,5.83333333333333E-07,9.375E-06,0,508956,4,26,0,0,0,2,0,9.4,2972,-2,0,45,2,1.1,0,5.4,6,0,3,0,0,2.5,120430,1,-1,0,1,1440,6115,0,1,258,Leeds United F.C.,Fulham,Tottenham,Liverpool,Burnley,2.3,3,2,2.9,2.5,2.7,3.2,3,2,1.9,2,3.2,1.9,2.1,2.4,2,3.1,2.8,3.9,3.3,56.2
Jimmy,Dunne,DEF,BUR,3800000,0,8,0.5,1.31578947368421E-07,2.10526315789474E-06,0,652019,0,5,0,0,0,1,0,2.1,17165,-2,1,8,2,0,0,0,0,0,0,0,0,4.2,856500,0,-1,0,0,180,11352,-1,0,35,West Ham,Liverpool,Aston Villa,Chelsea,Man City,0,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.6
,Ederson,GLK,MCI,6000000,13,76,4.5,7.5E-07,1.26666666666667E-05,0,412989,1,12,0,30,0,0,0,12.7,10299,0,0,76,0,0.8,0,5,1,0,10,0,0,6.9,498709,0,-1,0,0,1530,38224,0,0,324,Crystal Palace,Aston Villa,West Brom,Sheffield United,Burnley,12.1,5.4,5.5,4.5,5.2,4.7,5.9,5.9,5.7,5.2,6.6,5.2,4.6,5.9,0,5.2,4.8,4,4.6,4.5,25.4
Kyle,Edwards,MID,WBA,4700000,0,5,0.294117647058824,6.25782227784731E-08,1.06382978723404E-06,0,2573,0,3,0,0,0,0,0,1.1,34,-3,0,5,3,0,0,0,0,0,0,0,0,0,871,0,-1,0,0,114,26,0,0,15,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.4
John,Egan,DEF,SHU,4700000,0,22,1.2,2.5531914893617E-07,4.68085106382979E-06,0,923859,5,31,0,0,0,0,0,4.7,5386,-3,0,22,3,0.5,0,2.4,1,0,1,0,0,2,36630,0,-1,0,0,1541,84,0,1,200,Tottenham,Man Utd,Man City,West Brom,Chelsea,0,0,1,0.8,0.6,0.7,0.7,1,0.6,0.7,0.7,0.6,0.7,0.8,0.6,0.6,0.9,0.6,0.6,0.6,37.1
Anwar,El Ghazi,MID,AVL,5800000,1,48,3.2,5.51724137931035E-07,8.27586206896552E-06,0,211257,1,5,0,0,0,5,0,8.3,36339,-2,0,48,2,0.7,0,3.8,6,0,3,0,0,4.1,501526,0,-1,0,1,500,13506,0,0,159,Man City,Newcastle,Burnley,Southampton,West Ham,4.7,3.5,2.7,2.1,2,3.2,1.6,3.1,2.7,3.4,4.2,2.6,1.9,1.9,2.7,3.4,1.6,2.4,2.7,2.3,79.6
Ahmed,El Mohamady,DEF,AVL,4300000,0,12,0.8,1.86046511627907E-07,2.7906976744186E-06,0,38654,0,0,0,0,0,0,0,2.8,810,-2,0,12,2,0,0,0.2,2,0,1,0,0,0.3,25190,0,-1,0,1,129,241,0,0,43,Man City,Newcastle,Burnley,Southampton,West Ham,1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,12.2
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,19412,0,0,0,0,0,0,0,0,175,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12394,0,-1,0,0,0,11,0,0,0,Man Utd,Burnley,Tottenham,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4400000,1,22,1.22222222222222,2.77777777777778E-07,5E-06,0,232309,2,12,0,0,0,0,0,5,5453,-1,0,22,1,0.3,0,1.2,0,0,3,0,0,1.2,254042,0,-1,0,0,896,1368,0,0,136,Newcastle,Southampton,Man Utd,Wolverhampton,Aston Villa,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,1,0.6,0.6,0.7,0.6,0.6,0.6,0.6,19.6
,Emerson,DEF,CHE,4700000,0,7,0.411764705882353,8.76095118898623E-08,1.48936170212766E-06,0,17209,0,0,0,0,0,0,0,1.5,279,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,8833,0,-1,0,0,88,106,0,0,24,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,18346,0,0,0,0,0,0,0,0,78,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,11281,0,-1,0,0,0,72,0,0,0,Man City,Newcastle,Burnley,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,14,51,3.4,6.18181818181818E-07,9.27272727272727E-06,0,42419,5,15,0,0,0,0,0,9.3,1726,0,0,51,0,0.9,0,5,5,0,6,0,1,0.6,68517,1,-1,0,1,1339,7019,0,0,267,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,5,3.7,2.3,4.1,4.4,3.9,4.6,3.1,3.7,2.9,3.6,4.3,4.3,3.3,3.7,3,2.3,4.5,3.2,2.3,33.6
Eberechi,Eze,MID,CRY,5800000,2,52,2.88888888888889,4.98084291187739E-07,8.96551724137931E-06,0,135179,2,27,0,0,0,2,0,9,4989,-2,0,52,2,0.4,0,2.2,5,0,1,0,3,0.9,150180,0,-1,0,1,1138,4087,0,0,203,Man City,West Ham,Wolverhampton,Newcastle,Leeds United F.C.,1.4,2.2,2.8,2.4,2.2,3,2.3,2.7,1.9,2.8,1.7,2.4,2.5,1.9,2.1,2,3.1,1.8,2.1,1.4,74.4
Lukasz,Fabianski,GLK,WHU,5100000,8,79,4.4,8.62745098039216E-07,1.54901960784314E-05,0,330166,1,22,0,53,0,0,0,15.5,9501,1,0,79,-1,0.7,0,3.4,9,0,6,0,0,4.1,462169,0,-1,1,1,1620,8403,0,0,346,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,10.1,5.4,6.1,6.1,5.5,5,4.2,5.6,4.1,5.9,5.2,5.7,4.1,4.3,4.2,4.9,4,4.9,5.6,4.5,38.9
,Fabinho,MID,LIV,5400000,3,40,2.4,4.44444444444444E-07,7.40740740740741E-06,0,161719,4,18,0,0,0,0,0,7.4,2167,-1,0,40,1,0.3,0,1.8,2,0,6,0,1,1,103599,0,-1,0,0,1472,1564,0,0,264,Man Utd,Burnley,Tottenham,West Ham,Brighton,3.6,1.3,1.4,2,1.5,1.5,1.8,2.3,2.1,1.4,1.9,1.6,1.3,1.6,2.2,1.2,2.1,1.7,1.8,1.8,38.9
,Fabio Silva,FWD,WOL,5200000,6,29,2.1,4.03846153846154E-07,5.57692307692308E-06,0,163843,2,18,0,0,0,2,0,5.6,11462,-3,0,29,3,0.5,0,2.6,2,0,0,0,0,1.7,187402,0,-1,0,0,688,26553,0,0,79,West Brom,Chelsea,Crystal Palace,Arsenal,Leicester,2,1.1,1.7,1.3,1.3,1.1,1.5,1.7,1.3,1.9,1,1.3,1.5,2.2,1.5,1.7,1.8,1.3,1.6,1.5,48.9
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,73290,0,0,0,0,0,0,0,0,1735,0,0,0,0,0,0,0,0,0,0,0,0,1.5,46678,0,-1,0,0,0,408,0,0,0,Chelsea,Man Utd,Brighton,West Brom,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,35020,0,0,0,0,0,0,0,0.3,37,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4675,0,-1,0,0,2,1,0,0,8,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3900000,0,0,0,0,0,0,113752,0,0,0,0,0,0,0,0,1091,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,36024,0,-1,0,0,0,177,0,0,0,Man City,West Ham,Wolverhampton,Newcastle,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11300000,8,140,7.4,6.54867256637168E-07,1.23893805309735E-05,0,1743684,4,20,0,0,0,11,0,12.4,24626,8,0,140,-8,0.6,1,6.3,22,0,6,0,9,54.2,4540926,0,-1,0,6,1565,132993,0,0,499,Liverpool,Fulham,Sheffield United,Arsenal,Southampton,17.1,9.6,10.2,9.2,8.4,10.4,9.2,9.4,7.4,8,8.5,8.9,9.3,9.3,10.1,7.6,9.3,6.6,9.2,9.5,225.4
,Fernandes,MID,TOT,4700000,0,0,0,0,0,0,7445,0,0,0,0,0,0,0,0,112,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3002,0,-1,0,0,0,53,0,0,0,Sheffield United,Liverpool,Brighton,Chelsea,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4700000,0,34,2.1,4.46808510638298E-07,7.23404255319149E-06,0,143299,2,26,0,0,0,0,0,7.2,7229,-3,0,34,3,0.5,0,2.2,4,0,3,0,0,0.8,96158,1,-1,0,0,1381,122,0,0,252,Arsenal,Aston Villa,Leeds United F.C.,Everton,Crystal Palace,0,0,0,0,0,1.3,2.1,2.3,1.9,1.7,1.5,1.3,1.5,1.8,1.8,1.8,1.8,2.7,1.6,1.8,40
,Fernandinho,DEF,MCI,5400000,6,19,1.1875,2.19907407407407E-07,3.51851851851852E-06,0,101023,1,3,0,0,0,0,0,3.5,942,-1,0,19,1,0.3,0,1.6,0,0,2,0,0,0.7,54027,0,-1,0,0,427,1100,0,0,94,Crystal Palace,Aston Villa,West Brom,Sheffield United,Burnley,1.7,0.7,0.7,0.6,0.6,0.6,0.8,0.8,0.7,0.6,1,0.6,0.6,0.8,0,0.6,0.6,0.6,0.6,0.6,13.6
Will,Ferry,MID,SOU,4500000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-1,0,0,0,27,0,0,0,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Field,MID,WBA,4800000,0,3,0.176470588235294,3.67647058823529E-08,6.25E-07,0,2230,0,2,0,0,0,0,0,0.6,16,-2,0,3,2,0,0,0,0,0,0,0,0,0,794,0,-1,0,0,61,37,0,0,16,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2
Roberto,Firmino,FWD,LIV,9300000,3,73,3.8,4.08602150537634E-07,7.8494623655914E-06,0,538920,1,20,0,0,0,5,0,7.8,36862,-2,0,73,2,0.2,0,1.8,9,0,6,0,3,4.8,545415,0,-1,0,1,1510,15349,0,0,299,Man Utd,Burnley,Tottenham,West Ham,Brighton,7.8,3.4,2.9,4.5,3.7,3.8,4,4.1,4.8,3.2,3.8,3.5,3.4,3.5,4.8,3.7,4.2,4.1,3.1,5.3,143.2
John,Fleck,MID,SHU,5600000,6,30,2.3,4.10714285714286E-07,5.35714285714286E-06,0,38777,1,19,0,0,0,0,0,5.4,223,-4,0,30,4,0.4,0,2.2,1,0,1,0,2,0.1,9400,0,-1,0,0,964,118,0,0,156,Tottenham,Man Utd,Man City,West Brom,Chelsea,1.3,1.2,1.2,1.9,1.7,1.4,1.5,1.4,1.9,1.5,1.2,1.6,1.4,1.4,1.8,1.3,1.6,1.8,1.7,2.1,46
Phil,Foden,MID,MCI,6300000,4,63,3.9375,6.25E-07,1E-05,0,1160325,0,6,0,0,0,4,0,10,57493,-2,0,63,2,1,0,6,8,0,4,0,3,10.9,1660420,0,-1,0,2,788,96766,0,0,213,Crystal Palace,Aston Villa,West Brom,Sheffield United,Burnley,6.9,3.9,5.7,4,2.1,3.3,3.6,3.6,2.9,3.4,4.4,3.4,3.9,3.1,0,2.7,4,3.9,3.7,3.9,91.6
Wes,Foderingham,GLK,SHU,4300000,0,0,0,0,0,0,7408,0,0,0,0,0,0,0,0,100,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2096,0,-1,0,0,0,47,0,0,0,Tottenham,Man Utd,Man City,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,6,46,3.3,6.6E-07,9.2E-06,0,66196,4,13,0,0,0,0,0,9.2,3815,0,0,46,0,0.4,0,1.8,4,0,5,0,1,0.7,111910,0,-1,0,1,1222,5646,0,0,259,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,4.8,3.5,2.2,4,4.2,3.8,4.5,3,3.5,2.8,3.5,4.2,4.1,3.1,3.6,2.8,2.2,4.3,3,2.2,38.7
Pablo,Fornals,MID,WHU,6100000,9,71,3.9,6.39344262295082E-07,1.16393442622951E-05,0,237705,2,15,0,0,0,2,0,11.6,2761,-4,0,71,4,0.5,0,3,7,0,7,0,5,0.9,270917,0,-1,0,0,1380,2492,0,0,196,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,8.3,3,3,3.4,3.7,5.3,2.9,2.5,3.4,3.3,3.1,3.6,2.6,4.2,3.5,4.4,3.5,4,4.3,3.9,67
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1889,0,0,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0,364,0,-1,0,0,0,15,0,0,0,Brighton,Newcastle,Leicester,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,6,0.352941176470588,8.82352941176471E-08,1.5E-06,0,174025,0,0,0,1,0,0,0,1.5,11359,0,0,6,0,0.4,0,1.5,0,0,1,0,0,5.9,538770,0,-1,0,0,90,30034,0,0,24,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,1.2
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,9483,1,2,0,0,0,0,0,0,264,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5074,0,-1,0,0,80,26,0,0,17,Liverpool,Fulham,Sheffield United,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,9533,0,0,0,0,0,0,0,0,46,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1531,0,-1,0,0,0,3,0,0,0,Sheffield United,Liverpool,Brighton,Chelsea,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,0,17,1,1.78571428571429E-07,3.03571428571429E-06,0,77296,0,8,0,0,0,0,0,3,167,-4,0,17,4,-0.1,0,-0.3,0,0,1,0,3,0.2,15669,0,-1,0,0,315,77,0,1,52,Arsenal,Aston Villa,Leeds United F.C.,Everton,Crystal Palace,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,13.8
,Fred,MID,MUN,5300000,5,28,2,3.77358490566038E-07,5.28301886792453E-06,0,22807,3,13,0,0,0,0,0,5.3,743,-2,0,28,2,0.3,0,1.5,0,0,5,0,0,0.2,20050,0,-1,0,0,1092,566,0,0,177,Liverpool,Fulham,Sheffield United,Arsenal,Southampton,2.4,2,1.5,1.2,1.1,1.6,1.3,1.3,1,1,1.1,1.2,1.3,1.4,1.5,1,1.3,1,1.2,1.3,43.4
Ryan,Fredericks,DEF,WHU,4200000,0,11,0.647058823529412,1.5406162464986E-07,2.61904761904762E-06,0,50106,2,4,0,0,0,0,0,2.6,677,-3,0,11,3,0.3,0,1.2,0,0,1,0,1,0.2,18681,0,-1,0,0,319,525,0,0,69,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26.8
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,10,0,0,0,Tottenham,Man Utd,Man City,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,24,1.41176470588235,3.13725490196078E-07,5.33333333333333E-06,0,36516,4,9,0,0,0,0,0,5.3,1000,0,0,24,0,0,0,0,2,0,3,0,0,0.2,42107,0,-1,0,0,701,223,0,0,112,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,1.4,0.9,0.7,1.1,1.2,1,1.3,0.7,0.9,0.7,0.9,1.4,1.2,0.8,0.9,0.7,0.7,1.3,0.7,0.7,19.2
Darnell,Furlong,DEF,WBA,4500000,2,40,2.2,4.88888888888889E-07,8.88888888888889E-06,0,36076,2,35,0,0,0,1,0,8.9,1731,0,0,40,0,0.2,0,0.8,2,0,2,0,2,0.3,45990,1,-1,0,0,1446,431,0,0,213,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,4.3,2.9,2.1,1.6,1.6,1.8,1.7,1.5,1.4,2,1.3,1.4,1.5,2,2.3,2.4,2.3,2.4,1.9,1.6,59.8
,Gabriel,DEF,ARS,5000000,0,47,3.9,7.8E-07,9.4E-06,0,1117754,1,13,0,0,0,2,0,9.4,8906,0,0,47,0,0,0,0,6,0,3,0,0,5.2,1015319,0,-1,0,1,1051,1237,0,1,224,Newcastle,Southampton,Man Utd,Wolverhampton,Aston Villa,3.1,3.5,4,5.2,5.4,3.1,5.1,4.9,4.3,3.1,5.1,5,4.2,4.5,3,3.9,4.2,3.8,4.8,3.5,46
Conor,Gallagher,MID,WBA,5500000,1,37,2.6,4.72727272727273E-07,6.72727272727273E-06,0,14921,6,27,0,0,0,2,0,6.7,348,0,0,37,0,0.2,0,1.2,3,0,2,0,0,0.1,17428,0,-1,0,0,1249,148,0,0,173,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,3.7,1.5,2.1,2.9,1.8,1.3,2.4,2,2.2,1.5,1.8,1.8,2.1,2,1.8,2.1,2.1,1.6,1.7,2.1,53.2
Eric,Garcia,DEF,MCI,4700000,0,3,0.1875,3.98936170212766E-08,6.38297872340426E-07,0,23871,0,6,0,0,0,0,0,0.6,151,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,10067,0,-1,0,0,200,110,0,0,35,Crystal Palace,Aston Villa,West Brom,Sheffield United,Burnley,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,6698,0,0,0,0,0,0,0,0,42,-1,0,0,1,0,0,0,0,0,0,0,0,0,2403,0,-1,0,0,0,6,0,0,0,Liverpool,Fulham,Sheffield United,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,0,11,0.647058823529412,1.09670987038883E-07,1.86440677966102E-06,0,5833,0,3,0,0,0,1,0,1.9,349,-1,0,11,1,0,0,0.2,3,0,0,0,0,0,5269,0,-1,0,0,60,224,0,0,38,Arsenal,Aston Villa,Leeds United F.C.,Everton,Crystal Palace,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.1
Paulo,Gazzaniga,GLK,TOT,4300000,0,0,0,0,0,0,17722,0,0,0,0,0,0,0,0,196,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,4817,0,-1,0,0,0,64,0,0,0,Sheffield United,Liverpool,Brighton,Chelsea,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,-1,0,0,0,12,0,0,0,Leicester,Newcastle,Leeds United F.C.,Man Utd,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,WBA,4300000,2,4,0.235294117647059,5.47195622435021E-08,9.30232558139535E-07,0,50165,1,18,0,0,0,0,0,0.9,310,-2,0,4,2,0.2,0,0.8,0,0,0,0,0,0.2,9277,0,-1,0,0,630,267,0,1,83,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.3
