FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Abdoulaye,Doucoure,MID,EVE,5300000,9,25,2.8,5.28301886792453E-07,4.71698113207547E-06,0,169306,3,16,0,0,0,1,0,4.7,764,-2,0,25,2,0.6,0,3,2,0,1,0,1,1.1,73303,0,-1,0,1,738,2555,0,0,154,Fulham,Leeds United F.C.,Burnley,Chelsea,Leicester,2.3,1.8,3.4,1.8,2.6,1.9,3.3,1.8,2.1,2.1,2.2,1.5,2.2,2.7,2.5,2.6,1.4,2.7,2,2.3,2.4,2.2,2.3,1.4,2.5,1.4,1.8,3.1,2.7,1.9,43.6
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,765910,0,0,0,0,0,0,0,0,5416,-2,1,0,2,0,0,0,0,0,0,0,0,5.3,157098,0,-1,0,0,0,2584,-1,0,0,Arsenal,Everton,Chelsea,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,2,21,2.6,5.30612244897959E-07,4.28571428571429E-06,0,23434,2,11,0,0,0,0,0,4.3,453,-1,0,21,1,0.7,0,3.3,0,0,4,0,1,0.3,16142,0,-1,0,0,689,577,0,0,91,Brighton,West Ham,Newcastle,Wolverhampton,Burnley,1.3,2.1,1.3,2.4,1.3,2.7,1.3,2.2,2.8,1.3,1.3,3.5,2,1.3,1.3,2.5,1.3,2.9,1.7,2.7,3.4,1.6,1.6,1.3,1.6,2.3,1.3,1.6,2.7,1.3,27.2
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,6188,0,0,0,0,0,0,0,0,177,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4946,0,-1,0,0,0,93,0,0,0,Tottenham,Burnley,Fulham,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,2616,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3242,0,-1,0,0,0,40,0,0,0,Crystal Palace,Man City,Everton,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4900000,0,0,0,0,0,0,17126,0,0,0,0,0,0,0,0,148,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1159,0,-1,0,0,0,28,0,0,0,Chelsea,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4400000,0,0,0,0,0,0,4895,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0,519,0,-1,0,0,0,3,0,0,0,Aston Villa,Liverpool,Southampton,Leicester,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,163,0,-1,0,0,0,1,0,0,0,Chelsea,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4800000,2,7,1.2,2.5E-07,1.45833333333333E-06,0,440978,1,12,0,0,0,0,0,1.5,1414,-2,0,7,2,0.1,0,0.5,1,0,1,0,0,2.7,62276,1,-1,0,0,540,698,0,1,79,Aston Villa,Liverpool,Southampton,Leicester,Fulham,1,0.9,0.6,0.9,0.7,0.6,0.7,0.6,0.8,1.2,0.7,0.6,0.6,0.9,0.9,0.6,0.9,0.7,0.6,0.6,0.6,1.7,0.6,0.6,0.7,0.6,0.7,0.7,0.9,1,13.6
Jimmy,Dunne,DEF,BUR,4000000,0,8,1.14285714285714,2.85714285714286E-07,2E-06,0,351796,0,5,0,0,0,1,0,2,7558,0,0,8,0,0,0,0,0,0,0,0,0,6.6,733615,0,-1,0,0,180,2556,0,0,35,Crystal Palace,Man City,Everton,Arsenal,Aston Villa,0.6,1.2,0.6,1,1,0.6,0.8,0.6,0.6,0.9,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.6,1.6,0.8,0.6,0.7,0.6,0.6,0.7,12.6
,Ederson,GLK,MCI,6000000,1,25,3.1,5.16666666666667E-07,4.16666666666667E-06,0,199741,0,11,0,15,0,0,0,4.2,7008,0,0,25,0,0.6,0,3.3,1,0,2,0,0,5.6,192684,0,-1,0,0,720,3065,0,0,122,Tottenham,Burnley,Fulham,Man Utd,West Brom,3.4,2.3,3,4.6,3.1,1.9,2.2,2.1,2.5,2.3,3.7,3.2,2.6,3.8,3.7,1.6,3.9,3.1,3.4,3,3.6,3.7,1.9,3.9,2.5,3,2,2.7,2.9,2,13.2
Kyle,Edwards,MID,WBA,4800000,0,5,0.625,1.30208333333333E-07,1.04166666666667E-06,0,1930,0,3,0,0,0,0,0,1,31,-2,0,5,2,0.1,0,0.5,0,0,0,0,0,0,573,0,-1,0,0,114,9,0,0,15,Man Utd,Sheffield United,Crystal Palace,Newcastle,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.4
John,Egan,DEF,SHU,4800000,2,5,0.6,1.25E-07,1.04166666666667E-06,0,846871,2,14,0,0,0,0,0,1,3268,-2,0,5,2,0.2,0,1,0,0,0,0,0,3,29086,0,-1,0,0,641,178,0,1,71,West Ham,West Brom,Leicester,Southampton,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.4
Anwar,El Ghazi,MID,AVL,5800000,1,2,0.285714285714286,4.92610837438424E-08,3.44827586206897E-07,0,9598,0,0,0,0,0,0,0,0.3,78,-2,0,2,2,0.1,0,0.7,0,0,0,0,0,0.1,3108,0,-1,0,0,18,59,0,0,7,Brighton,West Ham,Newcastle,Wolverhampton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4
Ahmed,El Mohamady,DEF,AVL,4300000,0,2,0.285714285714286,6.64451827242525E-08,4.65116279069767E-07,0,22774,0,0,0,0,0,0,0,0.5,299,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.3,7929,0,-1,0,0,33,127,0,0,8,Brighton,West Ham,Newcastle,Wolverhampton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,15161,0,0,0,0,0,0,0,0,162,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,10083,0,-1,0,0,0,103,-1,0,0,Leicester,Brighton,Wolverhampton,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4400000,0,12,1.5,3.40909090909091E-07,2.72727272727273E-06,0,152325,0,7,0,0,0,0,0,2.7,4573,-1,0,12,1,0.3,0,1.2,0,0,2,0,0,1.5,199127,0,-1,0,0,450,774,0,0,74,Leeds United F.C.,Wolverhampton,Tottenham,Burnley,Southampton,0,0.8,1,0.8,0.8,0.9,0.8,1,1,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.8,1.1,1.5,0.8,0.8,0.8,1.5,0.8,0.8,1,0.8,0.8,0.8,0.8,12.2
,Emerson,DEF,CHE,4800000,1,1,0.125,2.60416666666667E-08,2.08333333333333E-07,0,10333,0,0,0,0,0,0,0,0.2,86,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,2749,0,-1,0,0,8,67,0,0,5,Newcastle,Tottenham,Leeds United F.C.,Everton,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,16919,0,0,0,0,0,0,0,0,87,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,10447,0,-1,0,0,0,2,0,0,0,Brighton,West Ham,Newcastle,Wolverhampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,-1,12,2,3.63636363636364E-07,2.18181818181818E-06,0,12080,4,8,0,0,0,0,0,2.2,458,0,0,12,0,0.4,0,2.2,0,0,2,0,0,0.3,17713,1,-1,0,0,529,1686,0,0,73,Liverpool,Fulham,Sheffield United,Brighton,Everton,2.2,1.1,1.9,1,1,2,1.5,1.8,1.6,1,1,1.2,1,1.8,2,1.4,2.4,1,1.7,1,2.3,1.6,1.9,1.1,1.5,1.1,1,3,1.5,1,9.3
Eberechi,Eze,MID,CRY,5800000,2,23,2.875,4.95689655172414E-07,3.96551724137931E-06,0,45675,0,10,0,0,0,1,0,4,1621,-2,0,23,2,0.9,0,5.3,3,0,0,0,1,0.5,38111,0,-1,0,1,407,917,0,0,87,Burnley,Newcastle,West Brom,Tottenham,West Ham,3,2.7,2.1,1.6,1.5,2,1.9,1.8,3.6,2.1,1.6,2.6,3.2,2,2.3,2.7,1.9,3.1,2.1,3.1,1.6,1.7,2.2,1.4,2.3,2.1,2.9,1.5,2.3,1.4,25.8
Lukasz,Fabianski,GLK,WHU,5000000,9,50,5.6,1.12E-06,1E-05,0,70978,0,10,0,25,0,0,0,10,2585,0,0,50,0,1.7,0,8.7,8,0,4,0,0,3,144875,0,-1,1,1,810,14834,0,0,192,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,Crystal Palace,6.8,6,6.6,6.8,8.4,5.7,6.2,4.4,5,7.7,6.3,6.5,7.9,8.1,6.6,6.8,4.9,7.5,5.4,8.4,7.1,6.8,5.6,6.1,5.6,8,5.6,6.4,7,6.6,19.7
,Fabinho,MID,LIV,5400000,3,17,2.4,4.44444444444444E-07,3.14814814814815E-06,0,131534,1,12,0,0,0,0,0,3.1,821,-1,0,17,1,0.2,0,1,0,0,2,0,1,0.9,67100,0,-1,0,0,572,950,0,0,101,Leicester,Brighton,Wolverhampton,Fulham,Tottenham,1.2,1.7,2.2,1.7,1.2,1.2,2.2,1.8,1.3,1.9,1.2,1.8,1.3,1.6,1.4,2,1.8,2.5,2.2,1.5,1.4,1.8,1.2,2,1.8,1.9,2.2,1.8,2.6,1.8,15.7
,Fabio Silva,FWD,WOL,5200000,0,4,1,1.92307692307692E-07,7.69230769230769E-07,0,87832,0,3,0,0,0,0,0,0.8,535,-3,0,4,3,0.1,0,0.5,0,0,0,0,0,0.5,27091,0,-1,0,0,52,210,0,0,8,Southampton,Arsenal,Liverpool,Aston Villa,Chelsea,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,6.1
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,43255,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,1.7,31808,0,-1,0,0,0,296,0,0,0,Everton,Leicester,Man City,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,33994,0,0,0,0,0,0,0,0.3,89,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4618,0,-1,0,0,2,1,0,0,8,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3900000,0,0,0,0,0,0,84939,0,0,0,0,0,0,0,0,607,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,26442,0,-1,0,0,0,269,0,0,0,Burnley,Newcastle,West Brom,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,10800000,11,64,8,7.40740740740741E-07,5.92592592592593E-06,0,1077177,2,12,0,0,0,6,0,5.9,9524,3,-1,64,-3,0.9,1,10,12,0,2,0,3,35.4,2408357,0,-1,0,4,659,95626,1,0,239,West Brom,Southampton,West Ham,Man City,Sheffield United,8.3,10.7,10.9,6.3,12,6.4,12,8.9,4.4,11.7,9.4,7.7,12,8.9,7.7,11.8,7.7,11.3,11.1,7.4,9.5,7,12,6.7,12,6,12,5.3,8.5,11.4,104.9
,Fernandes,MID,TOT,4800000,0,0,0,0,0,0,5708,0,0,0,0,0,0,0,0,91,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1951,0,-1,0,0,0,39,0,0,0,Man City,Chelsea,Arsenal,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4900000,-1,15,1.7,3.46938775510204E-07,3.06122448979592E-06,0,73543,1,15,0,0,0,0,0,3.1,1314,-1,0,15,1,0.2,0,1,1,0,1,0,0,0.9,27345,1,-1,0,0,810,323,0,0,130,Chelsea,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,0.8,1.2,1.7,1.2,1.2,1.2,2,1.5,0.8,1.2,1.6,0.8,0.8,1.5,0.9,0.9,2.6,1.4,1.3,0.8,1.1,0.8,1.6,1.2,1.5,1.1,1.6,1.6,1,1.2,22.4
,Fernandinho,DEF,MCI,5400000,0,5,0.714285714285714,1.32275132275132E-07,9.25925925925926E-07,0,87506,0,2,0,0,0,0,0,0.9,801,-1,0,5,1,0,0,0,0,0,0,0,0,0.7,38543,0,-1,0,0,154,11,0,0,24,Tottenham,Burnley,Fulham,Man Utd,West Brom,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,7.7
Sam,Field,MID,WBA,4800000,0,3,0.375,7.8125E-08,6.25E-07,0,1718,0,2,0,0,0,0,0,0.6,31,-2,0,3,2,0,0,0,0,0,0,0,0,0,588,0,-1,0,0,61,3,0,0,16,Man Utd,Sheffield United,Crystal Palace,Newcastle,Man City,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2
Roberto,Firmino,FWD,LIV,9200000,6,33,3.7,4.02173913043478E-07,3.58695652173913E-06,0,254230,1,14,0,0,0,2,0,3.6,1768,-3,0,33,3,0.3,0,3,3,0,2,0,2,2.2,88090,0,-1,0,0,708,2317,0,0,138,Leicester,Brighton,Wolverhampton,Fulham,Tottenham,3,4.1,3.5,4,2.8,3.9,4.6,4.4,2.8,3.2,3.4,4.3,2.6,4,3.7,4.4,4.3,4.5,4.8,2.5,2.9,3.5,2.6,4.3,4.4,4.9,4.4,4,4.3,5.3,66.6
John,Fleck,MID,SHU,5600000,2,7,0.875,1.5625E-07,1.25E-06,0,34509,0,5,0,0,0,0,0,1.2,57,-4,0,7,4,0.1,0,0.7,0,0,0,0,0,0.1,5563,0,-1,0,0,269,72,0,0,41,West Ham,West Brom,Leicester,Southampton,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.9
Phil,Foden,MID,MCI,6500000,1,27,3.85714285714286,5.93406593406593E-07,4.15384615384615E-06,0,694486,0,5,0,0,0,2,0,4.2,21808,0,0,27,0,0.1,0,0.7,2,0,1,0,1,6.1,806993,0,-1,0,0,403,4802,0,0,88,Tottenham,Burnley,Fulham,Man Utd,West Brom,4.2,3.5,4,4.3,4.1,3.2,3.4,3.7,3.5,3.1,3.4,4.2,4.6,5.4,2.6,2,4.2,3.3,2,4,4.1,4.5,2.8,3.9,4,2.6,2.8,4.2,4,3.5,33
Wes,Foderingham,GLK,SHU,4400000,0,0,0,0,0,0,5445,0,0,0,0,0,0,0,0,52,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1337,0,-1,0,0,0,17,0,0,0,West Ham,West Brom,Leicester,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,1,17,3.4,6.8E-07,3.4E-06,0,4545,2,5,0,0,0,0,0,3.4,386,0,0,17,0,0.8,0,3.8,2,0,2,0,0,0.3,23769,0,-1,0,0,450,5241,0,0,95,Liverpool,Fulham,Sheffield United,Brighton,Everton,4.6,2.6,4.1,1.8,1.7,4.4,2.8,4,3.6,1.7,2.1,3,1.7,4,4.2,3.3,4.9,2.5,3.8,2.1,4.8,3.4,4.1,2.7,3.4,2.6,1.8,5.1,3.4,1.7,11.9
Pablo,Fornals,MID,WHU,6400000,6,48,5.3,8.28125E-07,7.5E-06,0,60160,1,9,0,0,0,2,0,7.5,4928,-1,0,48,1,1,0,6.3,5,0,4,0,4,1.9,177566,0,-1,0,0,735,10460,0,0,137,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,Crystal Palace,7.1,3.7,3.9,6.5,6,5.2,5.6,4.7,5.4,6.8,6.1,3.9,4.8,5.8,5.8,7,3.9,5.1,5.1,6.3,5.4,5.5,4.4,6.1,5.1,7.7,6,5.8,6.1,6.8,41.1
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1649,0,0,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0,180,0,-1,0,0,0,6,0,0,0,Arsenal,Everton,Chelsea,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,0,0,0,0,0,62319,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,3.7,251177,0,-1,0,0,0,2833,0,0,0,Wolverhampton,Man Utd,Brighton,Sheffield United,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Fosu-Mensah,DEF,MUN,4400000,0,0,0,0,0,0,7286,1,2,0,0,0,0,0,0,104,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4080,0,-1,0,0,80,22,0,0,17,West Brom,Southampton,West Ham,Man City,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,8712,0,0,0,0,0,0,0,0,63,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1377,0,-1,0,0,0,3,0,0,0,Man City,Chelsea,Arsenal,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5700000,0,13,1.625,2.85087719298246E-07,2.28070175438596E-06,0,69114,0,5,0,0,0,0,0,2.3,786,-3,0,13,3,0.3,0,1.8,0,0,1,0,2,0.2,13212,0,-1,0,0,185,15,0,0,34,Chelsea,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,0,0,0,0,0,1,0.8,0.8,0.8,1.6,1.1,0.8,0.9,0.8,1,0.9,1.1,1.1,1.1,0.8,1,0.8,1.6,0.8,0.8,0.8,1.2,0.8,1.3,1,3
,Fred,MID,MUN,5300000,3,12,1.7,3.20754716981132E-07,2.26415094339623E-06,0,10836,3,5,0,0,0,0,0,2.3,311,-2,0,12,2,0.4,0,2,0,0,3,0,0,0.2,8236,0,-1,0,0,462,478,0,0,74,West Brom,Southampton,West Ham,Man City,Sheffield United,0.8,1,1.1,0.8,1.9,0.8,1.6,0.8,0.8,1.3,0.8,0.9,1.4,0.8,0.8,1.4,0.8,1.1,1.1,0.8,0.8,0.8,1.4,0.8,1.6,0.8,1.3,0.8,0.8,1.2,15
Ryan,Fredericks,DEF,WHU,4300000,0,4,0.5,1.16279069767442E-07,9.30232558139535E-07,0,38965,2,4,0,0,0,0,0,0.9,282,-2,0,4,2,0,0,0,0,0,0,0,1,0.3,9996,0,-1,0,0,228,98,0,0,43,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.7
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,-1,0,0,0,7,0,0,0,West Ham,West Brom,Leicester,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,1,17,2.125,4.72222222222222E-07,3.77777777777778E-06,0,7059,1,4,0,0,0,0,0,3.8,364,0,0,17,0,0.9,0,4,2,0,2,0,0,0.3,16454,0,-1,0,0,341,2428,0,0,70,Liverpool,Fulham,Sheffield United,Brighton,Everton,2.4,1.2,2.1,1.1,1.1,2.2,1.6,2,1.8,1.1,1.1,1.4,1.1,2,2.1,1.6,2.6,1.1,1.9,1.1,2.5,1.7,2.1,1.2,1.6,1.2,1.1,3.2,1.7,1.1,9.3
Darnell,Furlong,DEF,WBA,4500000,2,19,2.4,5.33333333333333E-07,4.22222222222222E-06,0,8641,1,14,0,0,0,0,0,4.2,204,0,0,19,0,0.4,0,1.8,1,0,1,0,1,0.1,8686,0,-1,0,0,698,666,0,0,102,Man Utd,Sheffield United,Crystal Palace,Newcastle,Man City,3.6,1.9,2.8,1.7,3,1.6,2.4,1.3,2.1,2,2.1,2.9,2.2,2,2.2,2.8,2.5,1.6,1.6,1.9,1.4,1.5,1.8,2.4,2.6,2.6,2.5,2.7,2.3,2,32.1
,Gabriel,DEF,ARS,5100000,6,37,4.6,9.01960784313725E-07,7.25490196078431E-06,0,531432,1,7,0,0,0,1,0,7.3,7136,1,0,37,-1,0.8,0,4,5,0,3,0,0,11.3,888055,0,-1,0,1,720,3786,0,0,165,Leeds United F.C.,Wolverhampton,Tottenham,Burnley,Southampton,5.8,5.8,6.2,3.9,4.2,4.3,3.4,5.5,5.9,6,3.7,3.9,4.7,6,6.8,3.2,5.4,6.6,6.7,2.9,5.8,5.8,5.8,5,3.4,5.2,5.2,4.9,5.7,3.8,29.9
Conor,Gallagher,MID,WBA,5500000,1,9,1.8,3.27272727272727E-07,1.63636363636364E-06,0,938,2,5,0,0,0,0,0,1.6,49,0,0,9,0,0.3,0,1.5,0,0,1,0,0,0,1450,0,-1,0,0,450,129,0,0,43,Man Utd,Sheffield United,Crystal Palace,Newcastle,Man City,1.2,1.6,1.1,1.2,0.9,0.9,0.9,0.9,0.9,0.9,1,0.9,1.3,1.7,1.2,0.9,1.7,1,1.1,0.9,1.1,0.9,1.3,1.3,1.1,1.4,1.2,0.9,1,1.3,20.8
Eric,Garcia,DEF,MCI,4800000,0,2,0.285714285714286,5.95238095238095E-08,4.16666666666667E-07,0,18064,0,6,0,0,0,0,0,0.4,272,-2,0,2,2,0,0,0,0,0,0,0,0,0.2,8817,0,-1,0,0,180,156,0,0,33,Tottenham,Burnley,Fulham,Man Utd,West Brom,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,5648,0,0,0,0,0,0,0,0,38,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2082,0,-1,0,0,0,5,0,0,0,West Brom,Southampton,West Ham,Man City,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,393,0,-1,0,0,0,14,0,0,0,Chelsea,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,TOT,4400000,0,0,0,0,0,0,13248,0,0,0,0,0,0,0,0,175,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,3372,0,-1,0,0,0,36,0,0,0,Man City,Chelsea,Arsenal,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
