FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5500000,0,13,1.85714285714286,3.37662337662338E-07,2.36363636363636E-06,0,475676,2,6,0,0,0,1,0,2.4,23647,0,0,13,0,0,0,0,0,0,1,0,0,4.3,247367,0,-1,0,0,289,35,0,0,57,Tottenham,Burnley,Fulham,Man Utd,West Brom,0,0,0,0,0,0.9,0.9,0.9,1.1,0.9,1.8,1.5,1.1,1.8,1.7,0.9,1.9,1.4,1.8,1.3,1.7,1.8,0.9,1.9,1.1,1.4,0.9,1.2,1.3,0.9,10.8
Marc,Albrighton,MID,LEI,5300000,2,8,1,1.88679245283019E-07,1.50943396226415E-06,0,11368,0,4,0,0,0,0,0,1.5,88,-2,0,8,2,0.3,0,1.5,0,0,0,0,0,0.1,3315,0,-1,0,0,260,75,0,0,41,Liverpool,Fulham,Sheffield United,Brighton,Everton,0.5,0.5,0.9,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,12.2
Toby,Alderweireld,DEF,TOT,5400000,6,26,4.3,7.96296296296296E-07,4.81481481481482E-06,0,134756,0,5,0,0,0,0,0,4.8,3686,-1,0,26,1,1.1,0,5.8,3,0,3,0,0,1.8,56156,0,-1,0,0,530,1572,0,0,116,Man City,Chelsea,Arsenal,Crystal Palace,Liverpool,0,0,3.5,5.5,6.3,2.3,5.8,3.7,2.2,6.4,5.7,4.6,5.4,2.3,3.8,6.4,5.6,2.8,4.7,6.4,3,5.1,3.5,4.3,5.5,3.1,5.7,4.5,2.6,6.4,18.7
Trent,Alexander-Arnold,DEF,LIV,7300000,0,21,2.6,3.56164383561644E-07,2.87671232876712E-06,0,2744086,1,16,0,0,0,0,0,2.9,124356,-2,0,21,2,0.2,0,1.3,4,0,1,0,1,17.9,386700,0,-1,0,0,690,172,0,0,144,Leicester,Brighton,Wolverhampton,Fulham,Tottenham,0,0,0,0,0,2.1,2.6,1.8,1.3,2,3.1,2.4,2.1,1.9,3.3,2.7,1.7,2.1,2.6,2.2,1.7,2.8,1.9,2.2,1.9,3.9,2.1,2.2,2.7,3.2,45.1
Ezgjan,Alioski,DEF,LEE,4400000,9,20,2.5,5.68181818181818E-07,4.54545454545455E-06,0,38107,0,6,0,0,0,0,0,4.5,546,-1,0,20,1,0.7,0,3.3,4,0,2,0,0,0.4,16989,0,-1,0,1,345,803,0,0,82,Arsenal,Everton,Chelsea,West Ham,Newcastle,1.7,1.7,2,1.9,1.2,3.8,1.3,2.6,2.7,1.4,1.3,2.2,3,1.2,2.3,3.1,2.6,1.2,2.5,1.2,2.4,1.5,3.6,2.3,2.3,2.3,1.2,3.1,1.5,1.9,21.4
,Alisson,GLK,LIV,5900000,8,31,4.4,7.45762711864407E-07,5.25423728813559E-06,0,758017,0,7,0,13,0,0,0,5.3,3263,-1,0,31,1,0.7,0,4,3,0,2,0,0,7.3,261886,0,-1,1,1,630,4667,0,0,132,Leicester,Brighton,Wolverhampton,Fulham,Tottenham,3.9,4.5,6.2,4.6,3.4,4.6,5.6,4.2,2.9,4.4,5.3,5.1,4.8,4.4,5.9,5.6,3.9,4.8,5.5,5,3.9,5.8,4.3,4.8,4.3,6.6,4.7,4.9,5.8,6.4,15.3
,Allan,MID,EVE,5300000,2,14,1.8,3.39622641509434E-07,2.64150943396226E-06,0,136415,3,14,0,0,0,0,0,2.6,1032,-2,0,14,2,0.3,0,1.5,0,0,1,0,0,1,76899,0,-1,0,0,720,578,0,0,94,Fulham,Leeds United F.C.,Burnley,Chelsea,Leicester,1.1,0.9,1.8,0.9,1.3,0.9,1.7,0.9,1,1,1.1,0.9,1.1,1.3,1.2,1.3,0.9,1.3,0.9,1.1,1.2,1.1,1.1,0.9,1.2,0.9,0.9,1.6,1.4,0.9,19
Bamidele,Alli,MID,TOT,7400000,0,2,0.25,3.37837837837838E-08,2.7027027027027E-07,0,239719,0,0,0,0,0,0,0,0.3,483,-6,0,2,6,0,0,0,0,0,0,0,0,0.6,17578,0,-1,0,0,66,142,0,0,8,Man City,Chelsea,Arsenal,Crystal Palace,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Miguel,Almiron,MID,NEW,5700000,1,15,1.875,3.28947368421053E-07,2.63157894736842E-06,0,62680,1,7,0,0,0,0,0,2.6,422,-3,0,15,3,0.3,0,1.8,0,0,1,0,1,0.4,17567,0,-1,0,0,415,181,0,0,61,Chelsea,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,0.9,0.9,1.3,1.3,1.5,1.3,1.1,0.9,0.9,1.9,1.4,0.9,1.2,1,1.3,1.1,1.4,1.3,1.4,0.9,1.3,0.9,2,1,0.9,0.9,1.5,0.9,1.6,1.3,26.7
Marcos,Alonso,DEF,CHE,5700000,0,2,0.25,4.3859649122807E-08,3.50877192982456E-07,0,172697,1,6,0,0,0,0,0,0.4,1679,-3,0,2,3,0,0,0,0,0,0,0,0,1.7,37383,0,-1,0,0,225,313,0,0,36,Newcastle,Tottenham,Leeds United F.C.,Everton,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Steven,Alzate,MID,BHA,4500000,0,9,1.125,2.5E-07,2E-06,0,90312,1,11,0,0,0,0,0,2,1502,0,0,9,0,0,0,0.2,0,0,1,0,0,0.8,113268,0,-1,0,0,350,112,0,0,59,Aston Villa,Liverpool,Southampton,Leicester,Fulham,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,16.1
Daniel,Amartey,DEF,LEI,3900000,0,0,0,0,0,0,87617,1,4,0,0,0,0,0,0,829,-1,0,0,1,0,0,0,0,0,0,0,0,0.9,40409,0,-1,0,0,144,139,0,0,19,Liverpool,Fulham,Sheffield United,Brighton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Ethan,Ampadu,DEF,SHU,4400000,2,8,1,2.27272727272727E-07,1.81818181818182E-06,0,44116,0,6,0,0,0,0,0,1.8,487,-1,0,8,1,0.3,0,1.3,0,0,0,0,0,0.5,15956,0,-1,0,0,364,131,0,0,55,West Ham,West Brom,Leicester,Southampton,Man Utd,0,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.5,0.5,0.5,1.3,0.9,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,11.7
Joachim,Andersen,DEF,FUL,4500000,1,9,1.125,2.5E-07,2E-06,0,281,0,4,0,0,0,0,0,2,21,0,0,9,0,0.7,0,3,0,0,1,0,0,0,579,0,-1,0,0,270,40,0,0,46,Everton,Leicester,Man City,Liverpool,Brighton,0.6,0.7,1,0.9,0.6,0.6,0.6,0.6,0.7,0.9,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,1,0.6,0.8,0.8,0.7,0.6,0.6,0.6,0.6,1.4,0.6,5.1
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,28196,0,0,0,0,0,0,0,0,81,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11442,0,-1,0,0,0,23,0,0,0,Aston Villa,Liverpool,Southampton,Leicester,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,0,9,1.125,2.08333333333333E-07,1.66666666666667E-06,0,34937,1,6,0,0,0,0,0,1.7,333,-1,0,9,1,0,0,0.2,0,0,1,0,0,0.3,19859,0,-1,0,0,362,123,0,0,33,Fulham,Leeds United F.C.,Burnley,Chelsea,Leicester,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,9.1
,Anguissa,MID,FUL,4500000,1,19,2.1,4.66666666666667E-07,4.22222222222222E-06,0,167752,1,12,0,0,0,0,0,4.2,2432,0,0,19,0,0.4,0,2,0,0,1,0,1,1.8,231312,0,-1,0,0,653,510,0,0,119,Everton,Leicester,Man City,Liverpool,Brighton,1.5,1.6,1.1,1.1,1.3,1.4,1.8,1.5,2.1,1,1.1,1.4,1.5,1,1.4,1.2,2.1,1,1,1.1,1.2,1.3,1.8,1.5,1,1.2,1.5,1,1.5,1.5,36.7
Michail,Antonio,FWD,WHU,6200000,0,27,4.5,7.25806451612903E-07,4.35483870967742E-06,0,685120,1,8,0,0,0,3,0,4.4,2618,-3,0,27,3,0,0,0,5,0,2,0,0,2.1,130822,0,-1,0,0,481,808,0,0,77,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,Crystal Palace,0,0,4.5,5.7,6.8,4,5.3,3.9,5,5.9,4.2,5.2,5.6,5.3,5.4,5.9,3.8,4.9,4.5,6.4,4.1,3.4,4,5.8,3.9,5.7,5.6,5.5,5.3,5.7,52.1
Alphonse,Areola,GLK,FUL,4500000,2,23,2.9,6.44444444444444E-07,5.11111111111111E-06,0,76446,0,15,0,33,0,0,0,5.1,1208,0,0,23,0,0.9,0,4,0,0,1,0,0,1.3,61773,0,-1,0,0,720,916,0,0,147,Everton,Leicester,Man City,Liverpool,Brighton,2,3.1,3.8,3.6,2.3,2.2,2.5,2.8,3.2,3.5,2,2.4,2.7,2,3.1,1.7,2.6,2.5,3,3.8,1.9,3.3,3.5,3.3,1.7,2,2.3,1.4,4.4,2.2,24.4
Stuart,Armstrong,MID,SOU,5500000,0,29,4.8,8.72727272727273E-07,5.27272727272727E-06,0,27884,0,6,0,0,0,1,0,5.3,1337,0,0,29,0,0.8,0,4.5,2,0,4,0,2,0.6,44290,0,-1,0,1,512,4351,0,0,88,Wolverhampton,Man Utd,Brighton,Sheffield United,Arsenal,4.1,3.8,4.4,6.8,4.7,4.8,4.4,5.5,4.6,5,5,5.1,3.6,4.8,4.6,6.4,4.8,4,5.8,5.3,4.7,5.8,4.7,5.6,3.7,4.1,2.7,6.3,4.9,3.6,29.1
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.75,1.5625E-07,1.25E-06,0,156243,0,6,0,8,0,0,0,1.2,675,-2,0,6,2,0,0,0,0,0,0,0,0,0.7,43297,0,-1,0,0,270,47,0,0,40,Newcastle,Tottenham,Leeds United F.C.,Everton,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,5582,0,0,0,0,0,0,0,0,33,-3,0,0,3,0,0,0,0,0,0,0,0,0,874,0,-1,0,0,0,6,0,0,0,Chelsea,Crystal Palace,Aston Villa,West Brom,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11700000,3,33,3.7,3.16239316239316E-07,2.82051282051282E-06,0,2726152,2,10,0,0,0,2,0,2.8,33508,-3,0,33,3,0.3,0,3.8,1,0,3,0,1,12.4,454366,0,-1,0,0,806,2443,0,0,115,Leeds United F.C.,Wolverhampton,Tottenham,Burnley,Southampton,4.5,3.6,4.2,3,3.5,3.7,2.3,3.9,4.2,2.9,2.9,3.2,1.8,3.7,3.9,2.4,2.3,4.4,5.3,1.8,3.3,2.2,5.2,3.5,2.9,4.1,3.5,3.5,2.6,2.6,49.2
Serge,Aurier,DEF,TOT,5200000,6,19,2.375,4.56730769230769E-07,3.65384615384615E-06,0,278155,0,4,0,0,0,1,0,3.7,1097,-3,0,19,3,0.3,0,1.5,1,0,1,0,1,1.7,134203,0,-1,0,0,270,1668,0,0,81,Man City,Chelsea,Arsenal,Crystal Palace,Liverpool,2.1,2,1.3,2.4,2.8,1.2,2.5,1.4,1.2,3,2.4,1.9,2.3,1.2,1.5,3.4,2.4,1.2,1.9,3,1.2,2.1,1.9,1.7,2.4,1.2,2.5,1.8,1.2,2.9,21.3
Charlie,Austin,FWD,WBA,5100000,0,0,0,0,0,0,62407,0,0,0,0,0,0,0,0,283,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,10576,0,-1,0,0,0,109,0,0,0,Man Utd,Sheffield United,Crystal Palace,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5700000,2,22,3.1,5.43859649122807E-07,3.85964912280702E-06,0,409280,0,9,0,0,0,1,0,3.9,1678,-3,0,22,3,0.6,0,3.7,2,0,1,0,1,1.9,94157,0,-1,0,0,519,1864,0,0,56,Burnley,Newcastle,West Brom,Tottenham,West Ham,2.9,3.7,2.7,2.4,1.6,3.6,2.7,2.5,3.8,2.3,2.4,2.7,2.9,3,2.9,2.6,2.8,4,3,3.8,2.8,2.5,2.4,1.8,3,3,3.1,2.2,2.6,2.3,19.3
Luke,Ayling,DEF,LEE,4500000,6,23,2.6,5.77777777777778E-07,5.11111111111111E-06,0,215145,1,17,0,0,0,0,0,5.1,3033,0,0,23,0,0.4,0,2,1,0,3,0,0,3.9,222190,0,-1,0,0,789,1364,0,0,161,Arsenal,Everton,Chelsea,West Ham,Newcastle,1.8,1.8,2.2,2,1.3,3.9,1.4,2.8,2.9,1.5,1.3,2.3,3.2,1.3,2.5,3.3,2.8,1.3,2.7,1.3,2.6,1.6,3.7,2.5,2.4,2.5,1.3,3.3,1.6,2,40.8
Cesar,Azpilicueta,DEF,CHE,5800000,0,17,2.125,3.66379310344828E-07,2.93103448275862E-06,0,360317,1,3,0,0,0,0,0,2.9,7798,-2,0,17,2,0,0,0,0,0,2,0,1,3.4,74449,0,-1,0,0,320,706,0,0,72,Newcastle,Tottenham,Leeds United F.C.,Everton,Wolverhampton,1.5,1.1,1.1,1.1,1.9,1.7,2.3,1.1,2.3,2.2,1.7,2,1.2,2,1.8,1.1,1.1,2.2,1.1,1.8,2.1,1.7,1.7,1.2,1.8,1.7,2.7,1.6,1.1,2.3,14.4
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.142857142857143,-2.91545189504373E-08,-2.04081632653061E-07,0,19982,1,7,0,0,0,0,0,-0.2,186,-1,0,-1,1,0,0,0,0,0,0,0,0,0.2,8147,0,-1,0,0,98,19,0,0,11,West Brom,Southampton,West Ham,Man City,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian,Balbuena,DEF,WHU,4400000,6,33,4.7,1.06818181818182E-06,7.5E-06,0,39055,1,6,0,0,0,1,0,7.5,1142,-1,0,33,1,1,0,4.3,0,0,4,0,0,1.5,126204,0,-1,0,0,630,4136,0,0,139,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,Crystal Palace,5.3,4.7,5.6,5.3,6.9,4.4,4.8,3.3,3.8,6.1,4.8,5.2,6.7,6.5,5.1,5.3,3.7,6.3,4.1,7,5.8,5.5,4.3,4.7,4.3,6.3,4.3,5,5.5,5.2,18.6
George,Baldock,DEF,SHU,5200000,2,15,1.7,3.26923076923077E-07,2.88461538461538E-06,0,232405,1,15,0,0,0,0,0,2.9,2172,-3,0,15,3,0.2,0,1.3,0,0,0,0,1,1.7,37012,0,-1,0,0,810,547,0,0,114,West Ham,West Brom,Leicester,Southampton,Man Utd,1.2,1.3,0.8,0.8,1.6,1.1,0.8,1.6,1.2,0.8,0.8,2.6,2,1.2,0.8,1.2,1.2,1.5,0.9,1.5,0.8,1.2,1.1,1.3,0.8,1.4,1.5,0.8,1,0.8,37.6
Gareth,Bale,MID,TOT,9500000,0,13,1.625,1.71052631578947E-07,1.36842105263158E-06,0,96877,0,3,0,0,0,1,0,1.4,7202,0,0,13,0,0.3,0,3,3,0,1,0,0,0.9,152890,0,-1,0,0,115,731,0,0,33,Man City,Chelsea,Arsenal,Crystal Palace,Liverpool,0.8,1.1,0.8,0.8,0.8,0.8,1.1,0.8,0.8,1.2,1.8,0.8,1.2,0.8,0.8,1,1,0.8,0.8,1.3,0.8,1.3,0.8,1.1,1.2,0.9,1.4,0.8,0.8,1.4,13.8
Patrick,Bamford,FWD,LEE,6100000,2,60,6.7,1.0983606557377E-06,9.83606557377049E-06,0,929438,1,16,0,0,0,7,0,9.8,31538,6,0,60,-6,0.6,0,3.7,9,0,3,0,2,35.7,2950351,0,-1,0,1,760,33298,0,0,199,Arsenal,Everton,Chelsea,West Ham,Newcastle,5.8,9.7,8.5,6.1,7.3,10,6,9.6,10,8.1,7.2,10,10,7.7,8.8,9.6,7.7,4.9,7.9,5.5,9.5,7.3,9.7,8,6.3,10,5.4,10,8.4,7.8,80.9
Phil,Bardsley,DEF,BUR,4500000,0,1,0.142857142857143,3.17460317460317E-08,2.22222222222222E-07,0,33688,2,8,0,0,0,0,0,0.2,175,0,0,1,0,0,0,0,0,0,0,0,0,0.3,10561,0,-1,0,0,270,28,0,0,24,Crystal Palace,Man City,Everton,Arsenal,Aston Villa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Ross,Barkley,MID,AVL,6000000,1,32,4.57142857142857,7.61904761904762E-07,5.33333333333333E-06,0,214130,0,9,0,0,0,2,0,5.3,27832,0,0,32,0,0.6,0,3.3,4,0,2,0,1,4,460077,0,-1,0,1,494,2211,0,0,116,Brighton,West Ham,Newcastle,Wolverhampton,Burnley,0,5,3.3,5.4,3.4,6,3.3,5.2,6.1,2.3,3.4,6.9,4.8,3.2,2.9,5.7,2.3,6.3,4.1,5.9,6.9,4,4,2.6,4.1,5.4,2.3,4.1,6,2.6,57.8
Ashley,Barnes,FWD,BUR,6000000,0,9,1.8,3E-07,1.5E-06,0,11384,1,7,0,0,0,0,0,1.5,205,0,0,9,0,0.2,0,1.5,0,0,2,0,0,0.1,7559,0,-1,0,0,381,126,0,0,5,Crystal Palace,Man City,Everton,Arsenal,Aston Villa,1.4,1.5,1,1.5,1.7,0.9,1.8,1.1,1.2,1.5,1,0.9,1.2,0.9,0.9,1.6,1.1,1.9,0.9,1.6,0.9,1.1,1,2.2,1,0.9,1.7,0.9,1,2,21.4
Harvey,Barnes,MID,LEI,6900000,2,36,4,5.79710144927536E-07,5.21739130434783E-06,0,509028,0,11,0,0,0,2,0,5.2,6301,-1,0,36,1,0.5,0,3.5,4,0,2,0,1,3.7,483452,0,-1,0,0,673,6099,0,0,91,Liverpool,Fulham,Sheffield United,Brighton,Everton,3.3,3.2,6,2.4,2.7,5,2,3.3,4.9,2,3.2,4.5,2.1,4.8,4.5,2,4.7,2.2,4.8,3.9,6,2,4.1,3.2,2.6,4,2.6,5.1,4.3,2,54.4
Kyle,Bartley,DEF,WBA,4400000,2,12,2,4.54545454545455E-07,2.72727272727273E-06,0,13704,1,15,0,0,0,1,0,2.7,129,-1,0,12,1,0.2,0,0.8,0,0,0,0,0,0.2,11189,0,-1,0,0,540,149,0,0,76,Man Utd,Sheffield United,Crystal Palace,Newcastle,Man City,3,1.4,2.1,1.2,2.3,1.2,1.8,1,1.6,1.5,1.5,2.3,1.7,1.5,1.6,2.1,1.9,1.2,1.2,1.4,1,1.1,1.3,1.8,2,2,1.9,2.1,1.7,1.5,18.1
