FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Abdoulaye,Doucoure,MID,EVE,5300000,2,31,2.6,4.90566037735849E-07,5.84905660377358E-06,0,187235,4,18,0,0,0,1,0,5.8,639,-2,0,31,2,0.7,0,3.8,2,0,2,0,1,1.1,92012,0,-1,0,1,998,419,0,0,181,Chelsea,Leicester,Arsenal,Sheffield United,Man City,1.5,2.3,1.8,3.1,1.6,1.6,1.9,2,1.4,1.6,2.5,2,2.2,1.3,1.9,2.1,2.4,2.1,1.7,2.4,1.3,2.4,1.3,1.9,2.7,2.1,1.4,53.5
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,816188,0,0,0,0,0,0,0,0,1532,-2,0,0,2,0,0,0,0,0,0,0,0,5,187735,0,-1,0,0,0,1389,0,0,0,West Ham,Newcastle,Man Utd,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,0,23,2.3,4.69387755102041E-07,4.69387755102041E-06,0,29169,2,13,0,0,0,0,0,4.7,562,-1,0,23,1,0.3,0,1.3,0,0,5,0,1,0.3,19313,0,-1,0,0,863,32,0,1,111,Wolverhampton,Burnley,West Brom,Crystal Palace,Chelsea,0,0,2,1.2,1.9,1.9,1.2,1.2,2.4,1.5,1.2,1.2,2.2,1.2,2.3,1.5,2.4,2.8,1.5,1.2,1.2,1.7,2,1.2,1.5,1.8,1.2,32.3
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,7423,0,0,0,0,0,0,0,0,50,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5666,0,-1,0,0,0,29,0,0,0,Man Utd,West Brom,Southampton,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,3459,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3851,0,-1,0,0,0,21,0,0,0,Arsenal,Aston Villa,Wolverhampton,Leeds United F.C.,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4900000,0,0,0,0,0,0,18183,0,0,0,0,0,0,0,0,42,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1285,0,-1,0,0,0,9,0,0,0,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5085,0,0,0,0,0,0,0,0,7,-2,0,0,2,0,0,0,0,0,0,0,0,0,564,0,-1,0,0,0,1,0,0,0,Leicester,Fulham,Sheffield United,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,0,0,0,0,0,1411,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,189,0,-1,0,0,0,2,0,0,0,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4800000,0,10,1.2,2.5E-07,2.08333333333333E-06,0,458374,2,15,0,0,0,0,0,2.1,642,-2,0,10,2,0.3,0,1.2,2,0,1,0,0,2.5,68151,1,-1,0,0,720,382,0,1,107,Leicester,Fulham,Sheffield United,West Ham,Arsenal,0.8,0.8,0.6,0.9,0.7,0.9,1,0.7,0.7,0.6,0.9,0.7,0.6,0.7,0.7,0.6,0.6,0.6,1.3,0.6,0.6,0.7,0.6,0.8,0.7,1.1,1,17.8
Jimmy,Dunne,DEF,BUR,3900000,0,8,0.8,2.05128205128205E-07,2.05128205128205E-06,0,432136,0,5,0,0,0,1,0,2.1,2583,-1,0,8,1,0,0,0,0,0,0,0,0,6,775264,0,-1,0,0,180,3289,0,0,35,Arsenal,Aston Villa,Wolverhampton,Leeds United F.C.,Sheffield United,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.6,0.4,12.6
,Ederson,GLK,MCI,6000000,6,43,3.9,6.5E-07,7.16666666666667E-06,0,242326,0,11,0,19,0,0,0,7.2,1485,0,0,43,0,0.8,0,4.8,1,0,5,0,0,6,262699,0,-1,0,0,990,3715,0,0,193,Man Utd,West Brom,Southampton,Newcastle,Everton,5.5,5.4,2.4,3.1,2.9,3.3,4,5.1,3.8,4.4,3.9,4.4,3.6,4.9,5,5,4,5.6,4.2,3.5,4.8,3.9,3.8,3.5,3.4,3.8,3.4,17.2
Kyle,Edwards,MID,WBA,4800000,0,5,0.454545454545455,9.46969696969697E-08,1.04166666666667E-06,0,2179,0,3,0,0,0,0,0,1,8,-2,0,5,2,0,0,0,0,0,0,0,0,0,640,0,-1,0,0,114,3,0,0,15,Newcastle,Man City,Aston Villa,Liverpool,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.4
John,Egan,DEF,SHU,4800000,1,8,0.7,1.45833333333333E-07,1.66666666666667E-06,0,877467,3,20,0,0,0,0,0,1.7,991,-2,0,8,2,0.3,0,1.2,0,0,0,0,0,2.6,30971,0,-1,0,0,911,25,0,1,102,Southampton,Man Utd,Brighton,Everton,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.5
Anwar,El Ghazi,MID,AVL,5700000,7,10,1.11111111111111,1.94931773879142E-07,1.75438596491228E-06,0,10401,0,0,0,0,0,1,0,1.8,37,-3,0,10,3,0.5,0,3,1,0,0,0,0,0.1,3761,0,-1,0,0,49,220,0,0,33,Wolverhampton,Burnley,West Brom,Crystal Palace,Chelsea,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,7.9
Ahmed,El Mohamady,DEF,AVL,4300000,0,3,0.333333333333333,7.75193798449612E-08,6.97674418604651E-07,0,25328,0,0,0,0,0,0,0,0.7,124,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.3,9046,0,-1,0,0,35,67,0,0,11,Wolverhampton,Burnley,West Brom,Crystal Palace,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.1
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,17046,0,0,0,0,0,0,0,0,45,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11506,0,-1,0,0,0,19,0,0,0,Fulham,Tottenham,Crystal Palace,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4400000,0,12,1.09090909090909,2.47933884297521E-07,2.72727272727273E-06,0,174837,0,7,0,0,0,0,0,2.7,774,-1,0,12,1,0,0,0,0,0,2,0,0,1.3,211051,0,-1,0,0,450,889,0,0,74,Burnley,Southampton,Everton,Chelsea,Brighton,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.8,0.5,0.5,0.6,0.6,0.5,0.5,0.5,12.2
,Emerson,DEF,CHE,4700000,0,1,0.0909090909090909,1.93423597678917E-08,2.12765957446809E-07,0,11256,0,0,0,0,0,0,0,0.2,46,-3,0,1,3,0,0,0.2,0,0,0,0,0,0.1,3117,0,-1,0,0,8,15,0,0,5,Everton,Wolverhampton,West Ham,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,17480,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,10500,0,-1,0,0,0,12,0,0,0,Wolverhampton,Burnley,West Brom,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,0,15,1.9,3.45454545454545E-07,2.72727272727273E-06,0,18672,4,11,0,0,0,0,0,2.7,301,0,0,15,0,0.1,0,0.5,0,0,2,0,0,0.4,33376,1,-1,0,0,709,195,0,0,106,Brighton,Everton,Tottenham,Man Utd,Crystal Palace,1,1,1.5,1.4,1.6,1.4,1,1,1.2,1,1.7,1.8,1.9,2.1,1.4,1.6,1,1.7,2,1.9,1.5,1.3,1,1,2.5,1.4,1,15.7
Eberechi,Eze,MID,CRY,5800000,1,31,2.81818181818182,4.858934169279E-07,5.3448275862069E-06,0,65591,0,13,0,0,0,1,0,5.3,606,-2,0,31,2,0.4,0,2.5,3,0,0,0,2,0.7,74263,0,-1,0,1,598,1070,0,0,123,Tottenham,West Ham,Liverpool,Aston Villa,Leicester,1.8,1.9,2.1,1.9,1.9,3.4,2.3,1.4,2.1,2.8,2.5,2.4,3,2.3,2.8,1.9,3.1,1.6,2.1,2,1.6,2.3,2.2,3.1,1.5,2.4,1.4,41.5
Lukasz,Fabianski,GLK,WHU,5100000,3,58,4.8,9.41176470588235E-07,1.13725490196078E-05,0,112224,1,15,0,39,0,0,0,11.4,2384,1,0,58,-1,0.8,0,4.2,8,0,4,0,0,4.8,301932,0,-1,1,1,1080,4756,0,0,242,Leeds United F.C.,Crystal Palace,Chelsea,Brighton,Southampton,5.9,6.2,5.3,4.8,4,4.8,6.5,5.6,5.8,6.8,6.9,6.1,5.3,4.3,6.1,4.2,7.2,6,6.1,4.7,5.3,4.2,6,4.1,5.9,5.9,4.7,28.9
,Fabinho,MID,LIV,5400000,0,22,2.4,4.44444444444444E-07,4.07407407407407E-06,0,138146,1,13,0,0,0,0,0,4.1,291,-1,0,22,1,0.4,0,2,0,0,3,0,1,1,79163,0,-1,0,0,752,669,0,0,133,Fulham,Tottenham,Crystal Palace,West Brom,Newcastle,1.5,1.4,1.2,2.5,1.9,1.2,2.5,1.2,1.4,1.3,1.9,1.8,1.7,1.8,2.3,2.3,1.3,1.6,1.7,1.2,1.8,1.8,1.4,2,1.5,1.9,1.8,20
,Fabio Silva,FWD,WOL,5200000,2,8,1.1,2.11538461538462E-07,1.53846153846154E-06,0,95000,1,7,0,0,0,0,0,1.5,453,-3,0,8,3,0.2,0,1,0,0,0,0,0,0.6,39669,0,-1,0,0,233,948,0,0,13,Aston Villa,Chelsea,Burnley,Tottenham,Man Utd,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.8,0.7,0.6,0.7,0.6,0.6,0.6,19.3
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,50733,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,1.7,36165,0,-1,0,0,0,167,0,0,0,Liverpool,Brighton,Newcastle,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,34470,0,0,0,0,0,0,0,0.3,30,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4655,0,-1,0,0,2,2,0,0,8,Leeds United F.C.,Crystal Palace,Chelsea,Brighton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3900000,0,0,0,0,0,0,91682,0,0,0,0,0,0,0,0,212,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,29946,0,-1,0,0,0,205,0,0,0,Tottenham,West Ham,Liverpool,Aston Villa,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,10900000,3,83,7.5,6.88073394495413E-07,7.61467889908257E-06,0,1328784,2,14,0,0,0,7,0,7.6,5710,4,0,83,-4,0.7,1,7.5,14,0,3,0,5,40.5,3046498,0,-1,0,4,884,27020,0,0,303,Man City,Sheffield United,Leeds United F.C.,Leicester,Wolverhampton,7.5,11,7,11.1,9,5.4,10.6,7.9,8.5,11.2,8.3,7.8,10.3,7.5,10.5,8.4,7.2,9,7.8,10.2,8.6,11.2,7.2,10.2,6.6,8.9,9.9,136.3
,Fernandes,MID,TOT,4700000,0,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,30,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2226,0,-1,0,0,0,28,0,0,0,Crystal Palace,Liverpool,Leicester,Wolverhampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4800000,0,20,2,4.16666666666667E-07,4.16666666666667E-06,0,86423,2,15,0,0,0,0,0,4.2,760,-2,0,20,2,0.3,0,1.3,1,0,2,0,0,0.8,36226,1,-1,0,0,900,143,0,0,152,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,1.6,1.8,1.5,2.3,2.1,1,1.7,2.4,1,1.3,1.5,1,1.5,2.7,1.8,1.8,1.1,1.8,1,1.8,1.4,2.2,1.5,2,2.2,1.2,1.9,24.1
,Fernandinho,DEF,MCI,5400000,5,11,1.1,2.03703703703704E-07,2.03703703703704E-06,0,90758,1,2,0,0,0,0,0,2,102,-1,0,11,1,0.3,0,1.5,0,0,1,0,0,0.7,41237,0,-1,0,0,289,205,0,0,55,Man Utd,West Brom,Southampton,Newcastle,Everton,0.9,0.9,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.6,0.9,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,10.2
Sam,Field,MID,WBA,4800000,0,3,0.272727272727273,5.68181818181818E-08,6.25E-07,0,2027,0,2,0,0,0,0,0,0.6,5,-2,0,3,2,0,0,0,0,0,0,0,0,0,673,0,-1,0,0,61,5,0,0,16,Newcastle,Man City,Aston Villa,Liverpool,Leeds United F.C.,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2
Roberto,Firmino,FWD,LIV,9200000,0,37,3.4,3.69565217391304E-07,4.02173913043478E-06,0,280482,1,15,0,0,0,2,0,4,967,-3,0,37,3,0.3,0,2.5,3,0,3,0,2,2.3,112721,0,-1,0,0,870,615,0,0,149,Fulham,Tottenham,Crystal Palace,West Brom,Newcastle,3.6,2.9,3.5,4.4,3.8,2.2,3.9,3.3,2.9,2.4,4,3.5,3.6,3.7,3.8,4.6,2.2,2.8,3.1,2.6,3.4,3.7,3.6,3.7,2.9,3.1,4.8,71.8
John,Fleck,MID,SHU,5600000,2,13,1.9,3.39285714285714E-07,2.32142857142857E-06,0,35503,0,11,0,0,0,0,0,2.3,27,-4,0,13,4,0.4,0,2,0,0,0,0,0,0.1,6261,0,-1,0,0,539,24,0,0,74,Southampton,Man Utd,Brighton,Everton,Burnley,1,1,1.4,1.1,1.6,1,1,1,1.2,1,1.6,1,1.1,1.3,1,1.2,1.4,1,1.5,1.1,1.1,1.1,1.1,1,1.3,1.5,1.5,20.2
Phil,Foden,MID,MCI,6400000,0,31,3.1,4.84375E-07,4.84375E-06,0,882988,0,5,0,0,0,2,0,4.8,6504,-1,0,31,1,0.2,0,1.2,2,0,1,0,2,4.6,883269,0,-1,0,0,426,2659,0,0,102,Man Utd,West Brom,Southampton,Newcastle,Everton,2.2,3.6,1.8,2.6,2.4,2.3,2.8,2.7,2.4,3.9,2.9,1.6,2.1,2.6,2.5,1.9,2.4,3.3,2.6,2.4,2.2,3,1.7,2.4,2.8,2.6,2.7,38.1
Wes,Foderingham,GLK,SHU,4400000,0,0,0,0,0,0,6095,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1490,0,-1,0,0,0,6,0,0,0,Southampton,Man Utd,Brighton,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,0,20,2.9,5.8E-07,4E-06,0,16224,2,8,0,0,0,0,0,4,731,0,0,20,0,0.2,0,1,2,0,2,0,0,0.6,60610,0,-1,0,0,630,278,0,0,121,Brighton,Everton,Tottenham,Man Utd,Crystal Palace,1.8,1.4,3,2.7,3.1,2.8,1.5,1.7,2.5,1.5,3.3,3.3,3.5,3.8,2.7,3.1,2.1,3.2,3.7,3.6,2.9,2.6,2,1.4,4.4,2.7,1.6,18.1
Pablo,Fornals,MID,WHU,6400000,2,53,4.4,6.875E-07,8.28125E-06,0,143610,2,13,0,0,0,2,0,8.3,3791,-1,0,53,1,0.4,0,2.8,5,0,4,0,4,1.7,245240,0,-1,0,0,989,940,0,0,140,Leeds United F.C.,Crystal Palace,Chelsea,Brighton,Southampton,5.2,4,4.6,4.1,3.8,4.8,5.3,5.2,3.6,3.7,4.4,4.8,5.7,3.2,3.3,3.7,4.5,4.3,4.2,3.4,5.4,3.6,5.6,4.1,5.1,4.7,4.4,48.7
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,283,0,-1,0,0,0,2,0,0,0,West Ham,Newcastle,Man Utd,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,0,0,0,0,0,83150,0,0,0,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,3.8,281079,0,-1,0,0,0,1242,0,0,0,Sheffield United,Arsenal,Man City,Fulham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,8014,1,2,0,0,0,0,0,0,21,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,4353,0,-1,0,0,80,10,0,0,17,Man City,Sheffield United,Leeds United F.C.,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,9054,0,0,0,0,0,0,0,0,14,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1419,0,-1,0,0,0,2,0,0,0,Crystal Palace,Liverpool,Leicester,Wolverhampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,0,13,1.3,2.32142857142857E-07,2.32142857142857E-06,0,73193,0,5,0,0,0,0,0,2.3,60,-4,0,13,4,0,0,0,0,0,1,0,2,0.2,13378,0,-1,0,0,185,6,0,0,34,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0,0.9,0.6,0.6,0.6,0.6,1.2,0.9,0.6,0.8,0.6,0.6,0.7,0.7,0.6,0.8,0.6,0.9,0.6,1,0.6,0.6,0.6,0.8,0.6,0.8,0.8,3
,Fred,MID,MUN,5300000,3,17,1.9,3.58490566037736E-07,3.20754716981132E-06,0,14594,3,7,0,0,0,0,0,3.2,124,-2,0,17,2,0.4,0,2,0,0,4,0,0,0.2,11834,0,-1,0,0,642,194,0,0,103,Man City,Sheffield United,Leeds United F.C.,Leicester,Wolverhampton,1,2.1,1,1.6,1.1,1,1.5,1,1.4,1.6,1,1,1.5,1,1.4,1,1,1,1,1.3,1.2,1.7,1,1.3,1,1.1,1.3,23.3
Ryan,Fredericks,DEF,WHU,4200000,0,4,0.363636363636364,8.65800865800866E-08,9.52380952380952E-07,0,42421,2,4,0,0,0,0,0,1,115,-3,1,4,3,0,0,0,0,0,0,0,1,0.2,10621,0,-1,0,0,228,111,-1,0,43,Leeds United F.C.,Crystal Palace,Chelsea,Brighton,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.7
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,-1,0,0,0,0,0,0,0,Southampton,Man Utd,Brighton,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,19,1.72727272727273,3.83838383838384E-07,4.22222222222222E-06,0,13777,2,7,0,0,0,0,0,4.2,382,0,0,19,0,0.2,0,0.8,2,0,2,0,0,0.4,34686,0,-1,0,0,521,171,0,0,84,Brighton,Everton,Tottenham,Man Utd,Crystal Palace,0.9,0.9,1.3,1.2,1.4,1.2,0.9,0.9,1.1,0.9,1.5,1.5,1.7,1.8,1.2,1.4,0.9,1.5,1.7,1.7,1.3,1.2,0.9,0.9,2.2,1.2,0.9,15.5
Darnell,Furlong,DEF,WBA,4500000,7,33,3,6.66666666666667E-07,7.33333333333333E-06,0,15674,2,21,0,0,0,1,0,7.3,191,0,0,33,0,0.9,0,4,2,0,2,0,2,0.2,20029,1,-1,0,0,968,722,0,0,160,Newcastle,Man City,Aston Villa,Liverpool,Leeds United F.C.,2.2,3.4,2.9,3.2,2.3,3.7,3,2.8,4.5,3.5,2.5,2.4,3.6,2.6,2.7,2,2.5,2.2,2.2,2.6,2.9,3.3,4,3.4,4.4,3.5,2.6,49
,Gabriel,DEF,ARS,5100000,0,46,4.6,9.01960784313725E-07,9.01960784313725E-06,0,603513,1,11,0,0,0,2,0,9,4565,1,0,46,-1,0.7,0,3.8,6,0,3,0,0,11.7,991590,0,-1,0,1,900,2358,0,0,211,Burnley,Southampton,Everton,Chelsea,Brighton,5.2,4.2,4.6,3.8,5.7,5.7,5.7,3.3,3.9,5.2,6,6.7,3.8,6.3,6.1,5.8,3.9,6.3,6.4,5.6,5.7,3.6,5.1,6,5.1,5.6,4.4,39.8
Conor,Gallagher,MID,WBA,5500000,2,28,3.5,6.36363636363636E-07,5.09090909090909E-06,0,2644,3,11,0,0,0,2,0,5.1,195,0,0,28,0,0.9,0,5,3,0,2,0,0,0.1,9935,0,-1,0,0,709,635,0,0,120,Newcastle,Man City,Aston Villa,Liverpool,Leeds United F.C.,3.4,1.8,2.2,1.8,2.9,3.5,2.6,2.5,3.2,3.9,4.1,2.6,2.3,3.5,3.3,3.2,2.1,3.3,2.8,3.6,3.1,2.6,3.9,3.2,3,3,3.3,40.1
Eric,Garcia,DEF,MCI,4800000,0,3,0.3,6.25E-08,6.25E-07,0,20708,0,6,0,0,0,0,0,0.6,297,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.2,9723,0,-1,0,0,200,6,0,0,35,Man Utd,West Brom,Southampton,Newcastle,Everton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,6108,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2307,0,-1,0,0,0,1,0,0,0,Man City,Sheffield United,Leeds United F.C.,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,8,8,0.8,1.35593220338983E-07,1.35593220338983E-06,0,2456,0,0,0,0,0,1,0,1.4,19,-1,0,8,1,0.5,0,2.7,3,0,0,0,0,0,672,0,-1,0,1,21,194,0,0,30,West Brom,Leeds United F.C.,Fulham,Man City,Liverpool,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,10.7
Paulo,Gazzaniga,GLK,TOT,4300000,0,0,0,0,0,0,14892,0,0,0,0,0,0,0,0,64,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3875,0,-1,0,0,0,24,0,0,0,Crystal Palace,Liverpool,Leicester,Wolverhampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,-1,0,0,0,1,0,0,0,Chelsea,Leicester,Arsenal,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,WBA,4300000,1,-2,-0.181818181818182,-4.22832980972516E-08,-4.65116279069767E-07,0,45574,0,9,0,0,0,0,0,-0.5,51,-2,0,-2,2,0,0,0.2,0,0,0,0,0,0.2,5637,0,-1,0,0,180,49,0,1,20,Newcastle,Man City,Aston Villa,Liverpool,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
Morgan,Gibbs-White,MID,WOL,4900000,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,306,0,-1,0,0,0,0,0,0,0,Aston Villa,Chelsea,Burnley,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
