FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast,ICTIndex
Joe,Bryan,DEF,FUL,4500000,10,25,0.694444444444444,1.54320987654321E-07,5.55555555555556E-06,0,69502,2,16,0,0,0,1,0,5.6,26,-5,0,25,5,0.6,0,2.8,2,0,0,0,1,0.3,17209,0,-1,0,1,588,293,0,0,120,Man Utd,Newcastle,,,,0.4,0.3,28.7
Kean,Bryan,DEF,SHU,3900000,0,29,0.805555555555556,2.06552706552707E-07,7.43589743589744E-06,0,55646,1,17,0,0,0,1,0,7.4,151,-1,0,29,1,0.4,0,1.6,0,0,2,0,0,0.5,87363,1,-1,0,0,1003,209,0,0,149,Newcastle,Burnley,,,,0.4,0.4,32.7
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,1495,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2263,0,-1,0,0,0,21,0,0,0,Everton,Man Utd,,,,0,0,0
Oliver,Burke,MID,SHU,4100000,0,46,1.8,4.39024390243902E-07,1.1219512195122E-05,0,458845,2,21,0,0,0,1,0,11.2,1283,-4,0,46,4,0.2,0,0.8,0,0,1,0,2,2,522761,0,-1,0,0,1260,423,0,0,114,Newcastle,Burnley,,,,0,0,65.9
Dan,Burn,DEF,BHA,4200000,7,63,1.75,4.16666666666667E-07,1.5E-05,0,102368,5,26,0,0,0,1,0,15,139,-3,0,63,3,0.9,0,3.8,1,0,6,0,0,0.7,99187,1,-1,0,1,1967,742,0,0,314,Man City,Arsenal,,,,1.7,1.7,76.6
Jack,Butland,GLK,CRY,4500000,0,2,0.0555555555555556,1.23456790123457E-08,4.44444444444444E-07,0,5104,0,2,0,3,0,0,0,0.4,7,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.1,6055,0,-1,0,0,90,13,0,0,14,Arsenal,Liverpool,,,,0,0,1.7
David,Button,GLK,WBA,3900000,0,2,0.0555555555555556,1.42450142450142E-08,5.12820512820513E-07,0,330795,0,2,0,4,0,0,0,0.5,556,-1,0,2,1,0,0,0,0,0,0,0,0,3.7,275988,0,-1,0,0,90,253,0,0,18,West Ham,Leeds United F.C.,,,,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,315066,0,0,0,0,0,0,0,0.3,118,-1,0,1,1,0,0,0,0,0,0,0,0,1.4,256762,0,-1,0,0,22,0,0,0,2,Everton,Man Utd,,,,0,0,0.1
Willy,Caballero,GLK,CHE,4600000,0,1,0.0277777777777778,6.03864734299517E-09,2.17391304347826E-07,0,22352,0,3,0,0,0,0,0,0.2,11,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,6014,0,-1,0,0,90,3,0,0,7,Leicester,Aston Villa,,,,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,0,51,2.8,6.22222222222222E-07,1.13333333333333E-05,0,29863,3,34,0,0,0,1,0,11.3,93,0,0,51,0,0.4,0,2,6,0,4,0,1,0.2,36675,0,-1,0,1,1620,71,0,0,292,Arsenal,Liverpool,,,,3,3.4,59.4
Moises,Caicedo,MID,BHA,5000000,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,-1,0,0,0,4,0,0,0,Man City,Arsenal,,,,0,0,0
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,-1,0,0,0,3,0,0,0,Burnley,Crystal Palace,,,,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,2.7,5.19230769230769E-07,5.19230769230769E-06,0,28251,2,15,0,0,0,1,0,5.2,5,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,11840,0,-1,0,0,758,2,0,0,160,Man Utd,Newcastle,,,,0,0,57.3
,Callum Robinson,FWD,WBA,5200000,0,77,2.9,5.57692307692308E-07,1.48076923076923E-05,0,290880,0,40,0,0,0,5,0,14.8,552,-3,0,77,3,0.2,0,1,8,0,3,0,3,0.8,321851,0,-1,0,2,1492,215,0,0,275,West Ham,Leeds United F.C.,,,,2.6,2.3,83
Dominic,Calvert-Lewin,FWD,EVE,7600000,1,162,5.1,6.71052631578947E-07,2.13157894736842E-05,0,7608987,3,34,0,0,0,16,0,21.3,17494,6,0,162,-6,0.5,0,4,21,0,10,0,6,33.2,9021840,0,-1,0,3,2735,1796,0,0,516,Wolverhampton,Man City,,,,5.5,5.8,237.5
Leonardo,Campana,FWD,WOL,4700000,0,0,0,0,0,0,42959,0,0,0,0,0,0,0,0,23,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,29566,0,-1,0,0,0,29,0,0,0,Everton,Man Utd,,,,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5800000,-3,138,4.9,8.44827586206897E-07,2.37931034482759E-05,0,2095445,5,21,0,0,0,2,0,23.8,39533,3,0,138,-3,0.5,0,3,18,0,14,0,4,13.6,3024553,0,-1,0,3,2298,882,0,1,610,Brighton,Everton,,,,0,0,163.7
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,26266,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.2,35676,0,-1,0,0,0,8,0,0,0,Southampton,West Brom,,,,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,13,1.4,2.02898550724638E-07,1.88405797101449E-06,0,27452,2,2,0,0,0,1,0,1.9,25,-1,0,13,1,0,0,0,0,0,1,0,0,0.1,28643,0,-1,0,0,305,17,0,0,38,Aston Villa,Leicester,,,,0.7,0.8,22
Andy,Carroll,FWD,NEW,5100000,0,29,0.805555555555556,1.57952069716776E-07,5.68627450980392E-06,0,102164,1,8,0,0,0,1,0,5.7,38,-4,0,29,4,0,0,0,3,0,1,0,1,0.3,80190,0,-1,0,0,375,29,0,0,76,Sheffield United,Fulham,,,,0.4,0.4,27.6
Scott,Carson,GLK,MCI,3900000,0,7,0.194444444444444,4.98575498575499E-08,1.79487179487179E-06,0,12967,0,3,0,2,0,0,0,1.8,223,-1,0,7,1,0.4,0,1.4,1,0,0,0,0,0.3,33550,0,-1,1,0,90,891,0,0,27,Brighton,Everton,,,,0.1,0.1,3.7
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,34656,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,Aston Villa,Leicester,,,,0,0,0
Fabio,Carvalho,MID,FUL,4500000,2,10,0.277777777777778,6.17283950617284E-08,2.22222222222222E-06,0,185,0,4,0,0,0,1,0,2.2,28,0,0,10,0,0.6,0,2.5,0,0,0,0,0,0,1060,0,-1,0,0,164,149,0,0,33,Man Utd,Newcastle,,,,0.1,0.1,18.2
Oliver,Casey,DEF,LEE,3800000,0,0,0,0,0,0,129708,0,0,0,0,0,0,0,0,192,-2,0,0,2,0,0,0,0,0,0,0,0,1,133183,0,-1,0,0,0,215,0,0,0,Southampton,West Brom,,,,0,0,0
Matthew,Cash,DEF,AVL,5000000,0,89,3.2,6.4E-07,1.78E-05,0,208817,6,35,0,0,0,0,0,17.8,491,0,0,89,0,0,0,0.1,8,0,11,0,2,0.7,220708,0,-1,0,1,2373,24,0,1,468,Tottenham,Chelsea,,,,0,0,98.7
,Casilla,GLK,LEE,4100000,9,11,0.305555555555556,7.45257452574526E-08,2.68292682926829E-06,0,142100,0,1,0,4,0,0,0,2.7,51,-4,0,11,4,0.4,0,1.5,2,0,1,0,0,0.8,33563,0,-1,0,1,180,894,0,0,42,Southampton,West Brom,,,,0.2,0.2,3.2
Timothy,Castagne,DEF,LEI,5800000,1,94,3.6,6.20689655172414E-07,1.62068965517241E-05,0,2021748,1,33,0,0,0,2,0,16.2,1480,3,0,94,-3,0.7,0,4.2,7,0,6,0,4,5.9,2090863,0,-1,0,4,2255,1468,0,0,463,Chelsea,Tottenham,,,,3.9,3.6,99.3
,Cavaleiro,MID,FUL,5300000,2,83,2.4,4.52830188679245E-07,1.56603773584906E-05,0,46317,2,41,0,0,0,3,0,15.7,41,-2,0,83,2,0.4,1,2,4,0,7,0,0,0.1,42276,0,-1,0,1,2375,73,0,0,252,Man Utd,Newcastle,,,,1.5,1.7,147.3
Edinson,Cavani,FWD,MUN,8000000,9,99,3.8,4.75E-07,1.2375E-05,0,1302626,4,18,0,0,0,10,0,12.4,2108,0,0,99,0,0.5,0,4.2,14,0,4,0,4,6.7,1786602,0,-1,0,2,1364,12581,0,0,367,Fulham,Wolverhampton,,,,3.8,3.8,115
,Ceballos,MID,ARS,4700000,0,62,2.5,5.31914893617021E-07,1.31914893617021E-05,0,255902,4,17,0,0,0,0,0,13.2,110,-3,0,62,3,0.3,0,1.2,7,0,6,0,4,0.8,161562,0,-1,0,0,1609,23,0,0,331,Crystal Palace,Brighton,,,,1.8,1.7,92.4
,Cedric,DEF,ARS,4600000,0,28,0.777777777777778,1.69082125603865E-07,6.08695652173913E-06,0,66288,1,11,0,0,0,0,0,6.1,52,-4,0,28,4,0,0,0,3,0,2,0,1,0.3,41435,0,-1,0,0,744,21,0,0,125,Crystal Palace,Brighton,,,,0.4,0.4,29.2
,Chamberlain,MID,LIV,6300000,0,14,0.388888888888889,6.17283950617284E-08,2.22222222222222E-06,0,7602,0,6,0,0,0,0,0,2.2,11,-2,0,14,2,0,0,0.3,0,0,0,0,1,0.1,5683,0,-1,0,0,233,16,0,0,34,Burnley,Crystal Palace,,,,0.2,0.2,12.1
Calum,Chambers,DEF,ARS,4500000,0,23,0.638888888888889,1.41975308641975E-07,5.11111111111111E-06,0,15801,0,9,0,0,0,0,0,5.1,54,0,0,23,0,0.4,0,1.8,1,0,1,0,2,0.2,25307,0,-1,0,0,571,57,0,0,112,Crystal Palace,Brighton,,,,0.3,0.3,28.4
Kgaogelo,Chauke,MID,SOU,4400000,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,1232,0,-1,0,0,0,4,0,0,0,Leeds United F.C.,West Ham,,,,0,0,0
Benjamin,Chilwell,DEF,CHE,5900000,5,131,5,8.47457627118644E-07,2.22033898305085E-05,0,3295292,3,21,0,0,0,2,0,22.2,1447,4,0,131,-4,0.7,0,4.2,10,0,12,0,6,14,4058202,0,-1,0,2,2196,9350,0,0,524,Leicester,Aston Villa,,,,5.3,6.8,128.7
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Fulham,Wolverhampton,,,,0,0,0
Hamza,Choudhury,MID,LEI,4600000,0,14,0.388888888888889,8.45410628019324E-08,3.04347826086957E-06,0,7553,1,2,0,0,0,0,0,3,26,-4,0,14,4,0,0,0.2,0,0,2,0,0,0.1,4779,0,-1,0,0,311,44,0,0,59,Chelsea,Tottenham,,,,0.2,0.2,7.6
Andreas,Christensen,DEF,CHE,4700000,0,61,1.69444444444444,3.60520094562648E-07,1.29787234042553E-05,0,120578,2,17,0,0,0,0,0,13,868,-3,0,61,3,0.7,0,3.5,9,0,8,0,0,1.2,179500,0,-1,0,1,1371,207,0,1,323,Leicester,Aston Villa,,,,0.9,1.4,40.9
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10263,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,Man Utd,Newcastle,,,,0,0,0
Carney,Chukwuemeka,MID,AVL,4500000,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,-1,0,0,0,10,0,0,0,Tottenham,Chelsea,,,,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,46,2.1,4.66666666666667E-07,1.02222222222222E-05,0,64233,3,35,0,0,0,1,0,10.2,57,0,0,46,0,0.1,0,0.6,2,0,3,0,0,0.2,70664,1,-1,0,0,1890,101,0,0,291,Sheffield United,Fulham,,,,1.8,2,53.9
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,Man City,Arsenal,,,,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,-1,0,0,0,0,0,0,0,Burnley,Crystal Palace,,,,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,0,28,0.777777777777778,1.7283950617284E-07,6.22222222222222E-06,0,57900,2,22,0,0,0,0,0,6.2,24,0,0,28,0,0,0,0,0,0,2,0,1,0.1,60355,0,-1,0,0,1145,1,0,0,172,Arsenal,Liverpool,,,,0,0.5,27.2
Conor,Coady,DEF,WOL,4900000,1,104,2.9,5.91836734693878E-07,2.12244897959184E-05,0,938322,5,48,0,0,0,1,0,21.2,1615,-1,0,104,1,0.2,0,1,7,0,10,0,0,6.6,796257,0,-1,0,0,3167,302,0,0,588,Everton,Man Utd,,,,2.7,3.2,79.2
Seamus,Coleman,DEF,EVE,4900000,1,76,2.11111111111111,4.30839002267574E-07,1.55102040816327E-05,0,295660,0,19,0,0,0,0,0,15.5,1789,-1,0,76,1,0.8,0,3.8,4,0,7,0,3,3.1,458132,0,-1,0,1,1570,241,0,0,352,Wolverhampton,Man City,,,,1.9,2.5,72
Aaron,Connolly,FWD,BHA,5200000,0,37,1.02777777777778,1.97649572649573E-07,7.11538461538462E-06,0,111967,0,15,0,0,0,2,0,7.1,25,-3,0,37,3,0,0,0.2,2,0,1,0,1,0.3,84787,0,-1,0,0,738,22,0,0,92,Man City,Arsenal,,,,0.5,0.5,46
Liam,Cooper,DEF,LEE,4300000,6,58,2.4,5.58139534883721E-07,1.34883720930233E-05,0,106460,3,40,0,0,0,1,0,13.5,20,-2,0,58,2,0.2,0,1,2,0,6,0,0,0.3,70779,0,-1,0,0,2096,63,0,1,442,Southampton,West Brom,,,,1.6,2.3,87.8
Theo,Corbeanu,MID,WOL,4400000,0,1,1,2.27272727272727E-07,2.27272727272727E-07,0,570,0,0,0,0,0,0,0,0.2,5,-1,0,1,1,0,0,0.2,0,0,0,0,0,0,680,0,-1,0,0,8,30,0,0,5,Everton,Man Utd,,,,0,0,2.4
Jack,Cork,MID,BUR,5000000,0,29,2.1,4.2E-07,5.8E-06,0,11903,2,21,0,0,0,0,0,5.8,7,0,0,29,0,0.4,0,2,0,0,4,0,0,0,11561,0,-1,0,0,1185,20,0,0,131,Liverpool,Sheffield United,,,,1,2.1,30.2
,Costa,MID,LEE,5000000,0,63,2.9,5.8E-07,1.26E-05,0,1068308,0,23,0,0,0,3,0,12.6,146,-5,0,63,5,0.2,0,0.8,2,0,3,0,4,2.1,1063090,1,-1,0,1,1150,1,0,0,162,Southampton,West Brom,,,,0,0,64.7
Vladimir,Coufal,DEF,WHU,4800000,0,116,3.6,7.5E-07,2.41666666666667E-05,0,713255,3,42,0,0,0,0,0,24.2,1350,3,0,116,-3,0.5,0,2.6,11,0,8,0,8,8.5,1373505,0,-1,0,0,2874,3063,0,0,583,West Brom,Southampton,,,,3.9,3.9,147.9
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,-1,0,0,0,5,0,0,0,West Brom,Southampton,,,,0,0,0
Aaron,Cresswell,DEF,WHU,5600000,0,142,4.2,7.5E-07,2.53571428571429E-05,0,2315587,3,40,0,0,0,0,0,25.4,1490,6,0,142,-6,0.2,0,1.2,21,0,10,0,10,17.2,3456849,0,-1,0,3,2990,10224,0,0,680,West Brom,Southampton,,,,4.9,4.8,154.8
Charlie,Cresswell,DEF,LEE,4000000,0,0,0,0,0,0,7955,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.1,12425,0,-1,0,0,0,27,0,0,0,Southampton,West Brom,,,,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,0,-1,0,0,0,13,0,0,0,Everton,Man Utd,,,,0,0,0
Patrick,Cutrone,FWD,WOL,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,3433,0,0,0,0,0,0,0,0.3,0,-1,0,2,1,0,0,0,0,0,0,0,0,0,3443,0,-1,0,0,23,0,0,0,5,Everton,Man Utd,,,,0,0,0.2
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,-1,0,0,0,13,0,0,0,Chelsea,Tottenham,,,,0,0,0
Stuart,Dallas,DEF,LEE,5400000,5,169,4.6,8.51851851851852E-07,3.12962962962963E-05,0,1755208,7,52,0,0,0,8,0,31.3,1249,9,0,169,-9,0.9,0,4.7,15,0,12,0,3,31.3,3896797,0,-1,0,4,3320,15772,0,0,710,Southampton,West Brom,,,,4.4,5.9,170.3
,Dalot,DEF,MUN,4800000,0,0,0,0,0,0,3646,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,463,0,-1,0,0,0,0,0,0,0,Fulham,Wolverhampton,,,,0,0,0
Scott,Dann,DEF,CRY,4200000,0,39,1.08333333333333,2.57936507936508E-07,9.28571428571429E-06,0,135701,1,24,0,0,0,1,0,9.3,45,-3,0,39,3,0.2,0,1,1,0,2,0,1,0.5,108062,0,-1,0,0,1350,10,0,0,233,Arsenal,Liverpool,,,,0.7,0.8,40.3
Karl,Darlow,GLK,NEW,4900000,0,80,3.2,6.53061224489796E-07,1.63265306122449E-05,0,344446,3,43,0,88,0,0,0,16.3,269,-1,0,80,1,0,0,0,6,0,4,0,0,1.2,360308,0,-1,1,0,2250,28,0,0,450,Sheffield United,Fulham,,,,0,0,68.3
,David Luiz,DEF,ARS,5400000,0,41,2,3.7037037037037E-07,7.59259259259259E-06,0,130697,1,20,0,0,0,1,0,7.6,68,-1,0,41,1,0,0,0.2,0,0,3,0,0,0.8,77185,0,-1,0,0,1396,19,0,1,230,Crystal Palace,Brighton,,,,0,0,43.9
Ben,Davies,DEF,LIV,4700000,0,0,0,0,0,0,3735,0,0,0,0,0,0,0,0,22,-3,0,0,3,0,0,0,0,0,0,0,0,0,4326,0,-1,0,0,0,20,0,0,0,Burnley,Crystal Palace,,,,0,0,0
Ben,Davies,DEF,TOT,4500000,0,52,2.6,5.77777777777778E-07,1.15555555555556E-05,0,270313,1,16,0,0,0,0,0,11.6,42,-5,0,52,5,0,0,0,1,0,4,0,2,0.6,131241,0,-1,0,0,1340,10,0,0,253,Aston Villa,Leicester,,,,0,0,43.4
Tom,Davies,MID,EVE,5200000,0,44,1.22222222222222,2.35042735042735E-07,8.46153846153846E-06,0,12362,3,18,0,0,0,0,0,8.5,11,-3,0,44,3,0.1,0,0.7,1,0,5,0,1,0.1,6531,0,-1,0,0,1319,4,0,0,197,Wolverhampton,Man City,,,,0.6,0.6,33.3
Keinan,Davis,FWD,AVL,4200000,0,23,1.5,3.57142857142857E-07,5.47619047619048E-06,0,1846103,0,1,0,0,0,1,0,5.5,1486,-3,0,23,3,0.4,0,1.6,0,0,1,0,1,7.7,1350627,0,-1,0,0,265,988,0,0,85,Tottenham,Chelsea,,,,0.9,0.8,31.7
Leif,Davis,DEF,LEE,3800000,0,2,0.0555555555555556,1.46198830409357E-08,5.26315789473684E-07,0,144180,0,0,0,0,0,0,0,0.5,213,-2,0,2,2,0,0,0,0,0,0,0,0,1.1,109279,0,-1,0,0,31,239,0,0,5,Southampton,West Brom,,,,0,0,0.3
Craig,Dawson,DEF,WHU,4500000,0,68,3.4,7.55555555555556E-07,1.51111111111111E-05,0,122681,2,24,0,0,0,3,0,15.1,168,0,0,68,0,0.2,0,1,3,0,6,0,0,0.9,191434,2,-1,0,2,1745,215,0,1,306,West Brom,Southampton,,,,3.6,3.5,64
Kevin,De Bruyne,MID,MCI,11800000,0,128,3.55555555555556,3.01318267419962E-07,1.08474576271186E-05,0,6445276,1,17,0,0,0,5,0,10.8,2123,3,0,128,-3,0,1,0,17,0,11,0,11,12,5375455,0,-1,0,3,1905,907,0,0,511,Brighton,Everton,,,,3.3,3,265.5
David,de Gea,GLK,MUN,5300000,3,91,3.5,6.60377358490566E-07,1.71698113207547E-05,0,551686,0,32,0,59,0,0,0,17.2,271,-2,0,91,2,0.2,0,0.8,4,0,9,0,0,3.3,423811,0,-1,0,1,2295,400,0,0,416,Fulham,Wolverhampton,,,,3.7,4.3,46.4
Bobby,Decordova-Reid,FWD,FUL,5300000,5,86,2.7,5.09433962264151E-07,1.62264150943396E-05,0,277444,7,30,0,0,0,5,0,16.2,182,-2,0,86,2,0.7,0,3.5,6,0,9,0,3,0.5,299298,0,-1,0,1,2277,541,0,0,335,Man Utd,Newcastle,,,,2.5,2.8,112.4
Liam,Delap,FWD,MCI,4200000,0,1,0.0277777777777778,6.61375661375661E-09,2.38095238095238E-07,0,265735,0,4,0,0,0,0,0,0.2,247,-3,0,1,3,0,0,0,0,0,0,0,0,0.9,300891,0,-1,0,0,39,545,0,0,0,Brighton,Everton,,,,0,0,0.2
Fabian,Delph,MID,EVE,4800000,0,8,0.222222222222222,4.62962962962963E-08,1.66666666666667E-06,0,5500,1,6,0,0,0,0,0,1.7,2,-2,0,8,2,0.1,0,0.3,0,0,0,0,0,0,2825,0,-1,0,0,260,5,0,0,48,Wolverhampton,Man City,,,,0.1,0.1,6.8
Leander,Dendoncker,MID,WOL,4600000,0,76,2.5,5.43478260869565E-07,1.65217391304348E-05,0,210102,3,31,0,0,0,1,0,16.5,187,-4,0,76,4,0.3,0,1.4,2,0,11,0,2,0.7,104550,1,-1,0,0,2429,117,0,0,321,Everton,Man Utd,,,,2.3,1.5,98.7
Alfie,Devine,MID,TOT,4400000,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,1551,0,-1,0,0,0,8,0,0,0,Aston Villa,Leicester,,,,0,0,0
Cheikh,Diaby,FWD,WBA,4500000,0,0,0,0,0,0,15390,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20133,0,-1,0,0,0,44,0,0,0,West Ham,Leeds United F.C.,,,,0,0,0
Mbaye,Diagne,FWD,WBA,6000000,0,56,3.7,6.16666666666667E-07,9.33333333333333E-06,0,87075,2,17,0,0,0,3,0,9.3,216,0,0,56,0,0.4,0,2.7,3,0,4,0,5,0.3,106831,0,-1,0,0,1187,70,0,0,131,West Ham,Leeds United F.C.,,,,3.7,3.4,65.2
Amad,Diallo,MID,MUN,5400000,1,6,0.166666666666667,3.08641975308642E-08,1.11111111111111E-06,0,3354,0,2,0,0,0,0,0,1.1,15,-1,0,6,1,0.2,0,1.2,0,0,0,0,1,0,4198,0,-1,0,0,84,120,0,0,17,Fulham,Wolverhampton,,,,0.1,0.1,4
Ibrahima,Diallo,MID,SOU,4500000,1,30,0.833333333333333,1.85185185185185E-07,6.66666666666667E-06,0,5912,2,19,0,0,0,0,0,6.7,12,0,0,30,0,0.2,0,0.8,0,0,3,0,0,0,7209,0,-1,0,0,920,15,0,0,123,Leeds United F.C.,West Ham,,,,0.4,0.4,28.9
Grady,Diangana,MID,WBA,5000000,0,37,1.02777777777778,2.05555555555556E-07,7.4E-06,0,78359,0,30,0,0,0,1,0,7.4,6,-5,0,37,5,0.1,0,0.5,0,0,1,0,0,0.2,46216,0,-1,0,0,1180,7,0,0,106,West Ham,Leeds United F.C.,,,,0.5,0.5,40.6
,Dias,DEF,MCI,6000000,1,137,4.4,7.33333333333333E-07,2.28333333333333E-05,0,1633622,3,21,0,0,0,1,0,22.8,8558,5,0,137,-5,0.1,0,0.8,12,0,16,0,1,20.6,3143243,1,-1,0,1,2753,4082,0,0,636,Brighton,Everton,,,,5,4,92.2
Eric,Dier,DEF,TOT,4600000,0,76,2.7,5.8695652173913E-07,1.65217391304348E-05,0,761248,3,34,0,0,0,0,0,16.5,303,-4,0,76,4,0.6,0,2.8,2,0,8,0,0,2.4,781881,0,-1,0,0,2474,205,0,0,455,Aston Villa,Leicester,,,,2.7,2.3,74.5
Lucas,Digne,DEF,EVE,6200000,1,113,3.9,6.29032258064516E-07,1.82258064516129E-05,0,2127324,2,37,0,0,0,0,0,18.2,6332,2,0,113,-2,0.8,0,5,16,0,8,0,9,12.3,2335158,0,-1,0,2,2545,2364,0,1,557,Wolverhampton,Man City,,,,4.8,5.6,136
Issa,Diop,DEF,WHU,4300000,0,40,1.11111111111111,2.58397932816537E-07,9.30232558139535E-06,0,114024,3,22,0,0,0,2,0,9.3,120,-2,0,40,2,0.3,0,1.2,1,0,2,0,0,0.6,48815,1,-1,0,1,1377,55,0,0,228,West Brom,Southampton,,,,0.6,0.6,44.3
Moussa,Djenepo,MID,SOU,5400000,2,46,1.27777777777778,2.36625514403292E-07,8.51851851851852E-06,0,23523,5,27,0,0,0,1,0,8.5,5,-1,0,46,1,0.1,0,0.5,0,0,3,0,2,0.1,18874,0,-1,0,0,1229,3,0,0,140,Leeds United F.C.,West Ham,,,,0.7,0.6,44.1
Matt,Doherty,DEF,TOT,5600000,0,45,1.25,2.23214285714286E-07,8.03571428571429E-06,0,1539490,2,13,0,0,0,0,0,8,77,-4,0,45,4,0,0,0,4,0,4,0,2,3.8,233538,0,-1,0,1,1141,42,0,1,197,Aston Villa,Leicester,,,,0.8,0.6,44.3
Abdoulaye,Doucoure,MID,EVE,5100000,1,77,2.8,5.49019607843137E-07,1.50980392156863E-05,0,281962,6,33,0,0,0,2,0,15.1,27,-4,0,77,4,0.2,0,1,2,0,8,0,3,0.6,151634,0,-1,0,2,2342,16,0,0,406,Wolverhampton,Man City,,,,2,2,98.9
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,1034826,0,0,0,0,0,0,0,0,260,-2,0,0,2,0,0,0,0,0,0,0,0,2.8,252878,0,-1,0,0,0,0,0,0,0,Southampton,West Brom,,,,0,0,0
,Douglas Luiz,MID,AVL,4800000,0,71,2.2,4.58333333333333E-07,1.47916666666667E-05,0,47761,8,41,0,0,0,0,0,14.8,22,-2,0,71,2,0.4,0,1.7,0,0,12,0,2,0.2,32534,0,-1,0,0,2764,19,0,1,354,Tottenham,Chelsea,,,,1.3,1.3,88.4
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,11254,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,7373,0,-1,0,0,0,4,0,0,0,Brighton,Everton,,,,0,0,0
Cody,Drameh,DEF,LEE,4000000,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,-1,0,0,0,5,0,0,0,Southampton,West Brom,,,,0,0,0
