FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5300000,1,97,2.9,5.47169811320755E-07,1.83018867924528E-05,0,589063,7,39,0,0,0,2,0,18.3,0,-2,0,97,2,0.7,0,3.5,6,0,7,0,2,5,406664,1,-1,0,2,2957,0,0,0,576,Burnley,,,,,1.6,115.2
Trent,Alexander-Arnold,DEF,LIV,7700000,1,210,5.5,7.14285714285714E-07,2.72727272727273E-05,0,2030884,5,32,0,0,0,4,0,27.3,0,7,0,210,-7,0.9,0,7,24,0,14,0,15,39.1,3086983,0,-1,0,8,3173,0,0,0,904,Bournemouth,,,,,6.2,282.8
,Alisson,GLK,LIV,6200000,2,122,4.2,6.7741935483871E-07,1.96774193548387E-05,0,2109958,0,24,0,58,0,0,0,19.7,0,2,0,122,-2,0.2,0,1.5,11,0,13,0,1,9.2,834369,0,-1,0,1,2543,0,0,1,558,Bournemouth,,,,,4.2,51.5
Thomas,Allan,MID,NEW,4500000,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651,0,-1,0,0,0,0,0,0,0,Southampton,,,,,0,0
Bamidele,Alli,MID,TOT,8300000,1,117,4.17857142857143,5.03442340791738E-07,1.40963855421687E-05,0,1643325,2,25,0,0,0,8,0,14.1,0,-2,0,117,2,0.1,0,0.5,12,0,4,0,6,2.7,1729296,0,-1,0,2,1845,0,0,0,349,Burnley,,,,,3.6,148.9
Miguel,Almiron,MID,NEW,5800000,2,109,3,5.17241379310345E-07,1.87931034482759E-05,0,146397,5,48,0,0,0,4,0,18.8,0,-2,0,109,2,0.4,0,2.5,5,0,12,0,2,0.8,141225,0,-1,0,1,3020,0,0,0,356,Southampton,,,,,2.1,168
Marcos,Alonso,DEF,CHE,6100000,11,100,3.57142857142857,5.85480093676815E-07,1.63934426229508E-05,0,671763,4,18,0,0,0,4,0,16.4,0,-4,0,100,4,0.9,0,5.5,11,0,7,0,4,3.1,529044,0,-1,0,4,1429,0,0,0,395,Everton,,,,,3.8,124.3
Steven,Alzate,MID,BHA,4400000,0,33,1.17857142857143,2.67857142857143E-07,7.5E-06,0,17026,1,18,0,0,0,0,0,7.5,0,-1,0,33,1,0,0,0,0,0,3,0,0,0.1,21609,0,-1,0,0,1181,0,0,0,183,Wolverhampton,,,,,0.6,62.3
Ibrahim,Amadou,MID,NOR,4500000,0,18,1.6,3.55555555555556E-07,4E-06,0,12196,1,20,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,1,0,0,0.1,11824,0,-1,0,0,756,0,0,0,122,Sheffield United,,,,,0,22.7
Daniel,Amartey,MID,LEI,4200000,0,0,0,0,0,0,45941,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,37069,0,-1,0,7,0,0,0,0,0,Aston Villa,,,,,0,0
Luke,Amos,MID,TOT,4400000,0,0,0,0,0,0,1661,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1342,0,-1,0,0,0,0,0,0,0,Burnley,,,,,0,0
Ethan,Ampadu,MID,CHE,4300000,0,0,0,0,0,0,2843,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,1935,0,-1,0,0,0,0,0,0,0,Everton,,,,,0,0
Joseph,Anang,GLK,WHU,4000000,0,0,0,0,0,0,8334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,15384,0,-1,0,0,0,0,0,0,0,Arsenal,,,,,0,0
Florin,Andone,FWD,BHA,4700000,0,5,0.178571428571429,3.79939209726444E-08,1.06382978723404E-06,0,197685,0,2,0,0,0,1,0,1.1,0,-3,0,5,3,0,0,0,1,0,0,0,0,0.3,160457,0,-1,0,0,71,0,0,1,20,Wolverhampton,,,,,0.1,7.6
,Andre Gomes,MID,EVE,5200000,2,39,1.39285714285714,2.67857142857143E-07,7.5E-06,0,73633,6,20,0,0,0,0,0,7.5,0,-3,0,39,3,0.8,0,4.3,3,0,5,0,1,0.3,18746,0,-1,0,0,1457,0,0,0,184,Chelsea,,,,,0.7,36.4
,Angelino,DEF,MCI,4600000,0,11,1.8,3.91304347826087E-07,2.39130434782609E-06,0,30225,1,7,0,0,0,0,0,2.4,0,-4,0,11,4,0,0,0,1,0,0,0,1,0.1,18965,0,-1,0,0,422,0,0,0,94,Man Utd,,,,,0,31.6
Faustino,Anjorin,MID,CHE,4500000,0,1,0.0357142857142857,7.93650793650794E-09,2.22222222222222E-07,0,372,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,542,0,-1,0,0,19,0,0,0,1,Everton,,,,,0,1
Michail,Antonio,MID,WHU,7100000,0,111,4.6,6.47887323943662E-07,1.56338028169014E-05,0,146465,3,30,0,0,0,10,0,15.6,0,1,0,111,-1,0.7,0,5.3,8,0,3,0,4,5.4,451097,0,-1,0,2,1767,0,0,0,284,Arsenal,,,,,3.9,201.7
Stuart,Armstrong,MID,SOU,5200000,1,98,3.5,6.73076923076923E-07,1.88461538461538E-05,0,77343,4,25,0,0,0,5,0,18.8,0,-3,0,98,3,0.3,0,1.7,10,0,7,0,4,1,139604,0,-1,0,1,1706,0,0,0,301,Newcastle,,,,,3.3,112.4
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1674,0,-1,0,0,0,0,0,0,0,Arsenal,,,,,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,6770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7889,0,-1,0,0,0,0,0,0,0,Brighton,,,,,0,0
Christian,Atsu,MID,NEW,5300000,0,37,1.32142857142857,2.49326145552561E-07,6.9811320754717E-06,0,29290,2,15,0,0,0,0,0,7,0,-2,0,37,2,0,0,0,0,0,3,0,3,0.1,24108,0,-1,0,0,738,0,0,0,104,Southampton,,,,,0.7,36.3
Pierre-Emerick,Aubameyang,FWD,ARS,10900000,16,205,5.7,5.22935779816514E-07,1.88073394495413E-05,0,4120318,3,44,0,0,0,22,0,18.8,0,-1,0,205,1,0.8,0,9,37,0,10,0,5,22.4,3870546,0,-1,0,5,3136,0,0,1,807,West Ham,,,,,7.5,285.2
Serge,Aurier,DEF,TOT,5100000,2,124,3.8,7.45098039215686E-07,2.43137254901961E-05,0,1115196,2,33,0,0,0,1,0,24.3,0,1,0,124,-1,0.8,0,4,15,0,9,0,7,7.7,1604925,1,-1,0,1,2699,0,0,1,623,Burnley,,,,,2.5,141.6
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,11275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,18000,0,-1,0,0,0,0,0,0,0,Burnley,,,,,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,9311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,-1,0,0,0,0,0,0,0,Newcastle,,,,,0,0
Jordan,Ayew,FWD,CRY,5100000,5,132,3.6,7.05882352941176E-07,2.58823529411765E-05,0,1618161,6,45,0,0,0,9,0,25.9,0,1,0,132,-1,0.6,0,3,19,0,12,0,3,7.3,1864841,0,-1,0,1,3148,0,0,0,443,Watford,,,,,3.9,192.4
Cesar,Azpilicueta,DEF,CHE,6100000,5,130,3.6,5.9016393442623E-07,2.13114754098361E-05,0,719587,1,53,0,0,0,2,0,21.3,0,1,0,130,-1,0.4,0,2.5,16,0,8,0,6,8.8,764717,0,-1,0,4,3229,0,0,0,700,Everton,,,,,3.8,205.4
Eric,Bailly,DEF,MUN,4700000,0,9,0.321428571428571,6.83890577507599E-08,1.91489361702128E-06,0,12117,0,1,0,0,0,0,0,1.9,0,-3,0,9,3,0,0,0,0,0,1,0,0,0.1,12133,0,-1,0,0,148,0,0,0,40,Man City,,,,,0.2,3.3
Leighton,Baines,DEF,EVE,4900000,1,14,0.5,1.02040816326531E-07,2.85714285714286E-06,0,18735,0,8,0,0,0,0,0,2.9,0,-1,0,14,1,0.1,0,0.3,0,0,0,0,1,0.2,17286,0,-1,0,0,400,0,0,0,89,Chelsea,,,,,0.2,21.2
Fabian,Balbuena,DEF,WHU,4300000,0,40,1.42857142857143,3.32225913621262E-07,9.30232558139535E-06,0,53019,2,24,0,0,0,1,0,9.3,0,-2,0,40,2,0.1,0,0.3,3,0,3,0,0,0.3,40446,0,-1,0,1,1176,0,0,0,210,Arsenal,,,,,0.7,43.6
George,Baldock,DEF,SHU,5000000,1,142,3.7,7.4E-07,2.84E-05,0,957343,7,39,0,0,0,2,0,28.4,0,5,0,142,-5,0.3,0,1.3,7,0,13,0,4,11.6,1751132,0,-1,0,1,3420,0,0,0,602,Norwich,,,,,4.3,128.6
Leon,Balogun,DEF,BHA,4300000,0,0,0,0,0,0,5318,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,1364,0,-1,0,0,0,0,0,0,0,Wolverhampton,,,,,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,22868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,26158,0,-1,0,0,0,0,0,0,0,Wolverhampton,,,,,0,0
Beni,Baningime,MID,EVE,4400000,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1611,0,-1,0,0,0,0,0,0,0,Chelsea,,,,,0,0
Phil,Bardsley,DEF,BUR,4400000,0,78,3.7,8.40909090909091E-07,1.77272727272727E-05,0,36074,6,19,0,0,0,0,0,17.7,0,-1,0,78,1,0.9,0,4,6,0,9,0,2,2.1,180668,0,-1,0,1,1890,0,0,0,358,Tottenham,,,,,4.7,62.5
Ross,Barkley,MID,CHE,5600000,1,61,2.17857142857143,3.89030612244898E-07,1.08928571428571E-05,0,522348,0,14,0,0,0,1,0,10.9,0,-4,0,61,4,0.1,0,0.5,5,0,5,0,5,1.6,163615,0,-1,0,2,1095,0,0,0,208,Everton,,,,,1.5,98.2
Ashley,Barnes,FWD,BUR,6100000,0,61,2.17857142857143,3.57142857142857E-07,1E-05,0,1184946,4,21,0,0,0,6,0,10,0,-4,0,61,4,0,0,0,6,0,8,0,0,2.1,1128731,0,-1,0,1,1350,0,0,0,161,Tottenham,,,,,1.8,75.9
Harvey,Barnes,MID,LEI,5800000,1,133,3.7,6.37931034482759E-07,2.29310344827586E-05,0,613738,0,24,0,0,0,6,0,22.9,0,-2,0,133,2,0.3,0,2,9,0,9,0,10,2.1,730142,0,-1,0,2,2075,0,0,0,394,Aston Villa,,,,,3.2,193.7
Chris,Basham,DEF,SHU,4600000,1,123,3.2,6.95652173913044E-07,2.67391304347826E-05,0,164553,4,37,0,0,0,0,0,26.7,0,1,0,123,-1,0.3,0,1.3,6,0,13,0,1,2.1,297917,0,-1,0,0,3242,0,0,0,639,Norwich,,,,,3.5,102.7
,Baston,FWD,AVL,5300000,0,2,1,1.88679245283019E-07,3.77358490566038E-07,0,1458,0,2,0,0,0,0,0,0.4,0,-2,0,2,2,0,0,0,0,0,0,0,0,0,1732,0,-1,0,0,16,0,0,0,5,Leicester,,,,,0,0.4
Lewis,Bate,MID,CHE,4500000,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,-1,0,0,0,0,0,0,0,Everton,,,,,0,0
Michy,Batshuayi,FWD,CHE,6600000,0,28,1,1.51515151515152E-07,4.24242424242424E-06,0,136050,0,8,0,0,0,1,0,4.2,0,-4,0,28,4,0,0,0,1,0,0,0,2,0.5,98087,0,-1,0,0,224,0,0,0,59,Everton,,,,,0.5,28.3
Jan,Bednarek,DEF,SOU,4400000,0,84,2.5,5.68181818181818E-07,1.90909090909091E-05,0,119330,4,57,0,0,0,1,0,19.1,0,-1,0,84,1,0.2,0,0.7,5,0,7,0,1,1.3,156585,1,-1,0,0,3057,0,0,0,539,Newcastle,,,,,2.4,87.5
Asmir,Begovic,GLK,BOU,4200000,0,0,0,0,0,0,158719,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,12767,0,-1,0,0,0,0,0,0,0,Liverpool,,,,,0,0
Hector,Bellerin,DEF,ARS,5200000,0,44,1.62962962962963,3.13390313390313E-07,8.46153846153846E-06,0,159819,2,18,0,0,0,1,0,8.5,0,-3,0,44,3,0,0,0,4,0,4,0,0,1,206616,0,-1,0,0,1156,0,0,0,204,West Ham,,,,,1.6,37
Filip,Benkovic,DEF,LEI,3900000,0,0,0,0,0,0,2787,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,4445,0,-1,0,0,0,0,0,0,0,Aston Villa,,,,,0,0
Ryan,Bennett,DEF,LEI,4800000,0,32,1.14285714285714,2.38095238095238E-07,6.66666666666667E-06,0,46207,2,17,0,0,0,0,0,6.7,0,-2,0,32,2,0.6,0,2.7,2,0,3,0,0,0.3,19653,0,-1,0,0,932,0,0,0,176,Aston Villa,,,,,1,21.8
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,-1,0,0,0,0,0,0,0,Tottenham,,,,,0,0
Nabil,Bentaleb,MID,NEW,4700000,1,19,0.678571428571429,1.44376899696049E-07,4.04255319148936E-06,0,3550,2,16,0,0,0,0,0,4,0,-3,0,19,3,0.4,0,2,0,0,2,0,0,0,4598,0,-1,0,0,747,0,0,0,113,Southampton,,,,,0.3,22.5
Christian,Benteke,FWD,CRY,5700000,0,42,1.8,3.15789473684211E-07,7.36842105263158E-06,0,89535,4,18,0,0,0,2,0,7.4,0,-3,0,42,3,0,0,0,1,0,5,0,1,0.5,45012,0,-1,0,0,1252,0,0,1,133,Watford,,,,,1.3,110.9
Sander,Berge,MID,SHU,4700000,2,40,2.9,6.17021276595745E-07,8.51063829787234E-06,0,17608,0,11,0,0,0,1,0,8.5,0,-3,0,40,3,0.4,0,1.7,3,0,4,0,1,0.2,32425,0,-1,0,0,943,0,0,0,147,Norwich,,,,,2.4,30.3
Steven,Bergwijn,MID,TOT,6900000,1,43,1.53571428571429,2.22567287784679E-07,6.23188405797101E-06,0,314011,2,9,0,0,0,3,0,6.2,0,-6,0,43,6,0.1,0,1,5,0,2,0,1,0.8,364933,0,-1,0,0,699,0,0,0,141,Burnley,,,,,0.8,50.8
,Bernard,MID,EVE,6400000,1,72,2.57142857142857,4.01785714285714E-07,1.125E-05,0,223423,2,12,0,0,0,3,0,11.2,0,-1,0,72,1,0.2,0,1.3,6,0,9,0,2,0.6,204451,0,-1,0,2,1269,0,0,0,237,Chelsea,,,,,1.3,89.8
,Bernardo,DEF,BHA,4300000,1,21,0.75,1.74418604651163E-07,4.88372093023256E-06,0,13987,1,17,0,0,0,0,0,4.9,0,-2,0,21,2,0.1,0,0.3,3,0,1,0,0,0.1,8311,0,-1,0,0,675,0,0,0,121,Wolverhampton,,,,,0.4,31.9
,Bernardo Silva,MID,MCI,7600000,1,116,4.2962962962963,5.65302144249513E-07,1.52631578947368E-05,0,2194989,5,24,0,0,0,6,0,15.3,0,-4,0,116,4,0.3,0,2,7,0,9,0,7,8.1,1071058,0,-1,0,2,2021,0,0,0,526,Man Utd,,,,,2.8,232.5
Ryan,Bertrand,DEF,SOU,4800000,2,75,2.3,4.79166666666667E-07,1.5625E-05,0,103024,3,52,0,0,0,1,0,15.6,0,-2,0,75,2,0.6,0,2.7,0,0,7,0,1,1,100271,0,-1,0,0,2742,0,0,1,432,Newcastle,,,,,2.1,121.1
Muhamed,Besic,MID,SHU,4300000,0,9,1,2.32558139534884E-07,2.09302325581395E-06,0,20742,2,2,0,0,0,0,0,2.1,0,-2,0,9,2,0,0,0,0,0,0,0,0,0.1,12427,0,-1,0,0,243,0,0,0,40,Norwich,,,,,0,8.5
Philip,Billing,MID,BOU,4900000,1,68,2,4.08163265306122E-07,1.38775510204082E-05,0,30373,8,41,0,0,0,1,0,13.9,0,-1,0,68,1,0.2,0,1,5,0,5,0,1,0.2,28012,0,-1,0,1,2526,0,0,0,347,Liverpool,,,,,1,112.9
Yves,Bissouma,MID,BHA,5000000,7,39,1.39285714285714,2.78571428571429E-07,7.8E-06,0,2011,4,18,0,0,0,1,0,7.8,0,0,0,39,0,0.7,0,3.3,0,0,4,0,0,0,2389,0,-1,0,0,1253,0,0,0,207,Wolverhampton,,,,,0.7,45.1
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,-1,0,0,0,0,0,0,0,Leicester,,,,,0,0
Willy,Boly,DEF,WOL,4900000,1,97,3.46428571428571,7.06997084548105E-07,1.97959183673469E-05,0,800667,1,15,0,0,0,0,0,19.8,0,-1,0,97,1,0.7,0,3.5,10,0,12,0,1,4.1,648412,0,-1,0,0,1980,0,0,1,470,Brighton,,,,,3.4,68.4
Gaetan,Bong,DEF,BHA,4200000,0,3,0.8,1.9047619047619E-07,7.14285714285714E-07,0,8768,0,3,0,0,0,0,0,0.7,0,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,2474,0,-1,0,0,57,0,0,0,15,Wolverhampton,,,,,0,5
Artur,Boruc,GLK,BOU,4200000,0,0,0,0,0,0,22938,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,9525,0,-1,0,0,0,0,0,0,0,Liverpool,,,,,0,0
Sofiane,Boufal,MID,SOU,5500000,0,34,1.21428571428571,2.20779220779221E-07,6.18181818181818E-06,0,18958,2,17,0,0,0,0,0,6.2,0,0,0,34,0,0,0,0,0,0,1,0,3,0.1,16381,0,-1,0,0,753,0,0,0,99,Newcastle,,,,,0.6,62
Jarrod,Bowen,MID,WHU,6400000,1,44,1.57142857142857,2.45535714285714E-07,6.875E-06,0,23103,0,13,0,0,0,1,0,6.9,0,-1,0,44,1,0.4,0,2.7,3,0,1,0,4,0.2,37556,0,-1,0,0,916,0,0,0,173,Arsenal,,,,,0.8,79.8
Robbie,Brady,MID,BUR,5500000,1,32,1.14285714285714,2.07792207792208E-07,5.81818181818182E-06,0,5083,1,10,0,0,0,1,0,5.8,0,0,0,32,0,0.2,0,1,0,0,1,0,2,0,4428,0,-1,0,0,445,0,0,0,112,Tottenham,,,,,0.6,34.9
Jarrad,Branthwaite,DEF,EVE,4000000,1,11,0.392857142857143,9.82142857142857E-08,2.75E-06,0,1844,0,6,0,0,0,0,0,2.8,0,0,0,11,0,0.9,0,3.7,2,0,1,0,0,0.4,28273,0,-1,0,0,299,0,0,0,69,Chelsea,,,,,0.2,6.9
Claudio,Bravo,GLK,MCI,4700000,0,11,0.407407407407407,8.6682427107959E-08,2.34042553191489E-06,0,37332,0,7,0,8,0,0,0,2.3,0,-3,0,11,3,0,0,0,0,0,1,0,0,0.3,23508,0,-1,0,0,346,0,0,0,69,Man Utd,,,,,0.2,5.8
Rhian,Brewster,FWD,LIV,4200000,0,0,0,0,0,0,98659,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,83506,0,-1,0,9,0,0,0,0,0,Bournemouth,,,,,0,0
Armando,Broja,FWD,CHE,4500000,0,1,0.0357142857142857,7.93650793650794E-09,2.22222222222222E-07,0,1239,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1710,0,-1,0,0,4,0,0,0,2,Everton,,,,,0,0
David,Brooks,MID,BOU,6100000,2,21,0.75,1.22950819672131E-07,3.44262295081967E-06,0,24266,1,12,0,0,0,1,0,3.4,0,-4,0,21,4,0.2,0,1.5,1,0,1,0,0,0.1,9101,0,-1,0,0,505,0,0,0,73,Liverpool,,,,,0.4,25.4
Josh,Brownhill,MID,BUR,4800000,1,21,0.75,1.5625E-07,4.375E-06,0,810,2,10,0,0,0,0,0,4.4,0,-2,0,21,2,0.4,0,2,0,0,4,0,0,0,1938,0,-1,0,0,805,0,0,0,111,Tottenham,,,,,0.4,20.8
Emiliano,Buendia,MID,NOR,6000000,0,94,2.6,4.33333333333333E-07,1.56666666666667E-05,0,232493,6,54,0,0,0,1,0,15.7,0,0,0,94,0,-0.2,0,-1,12,0,3,0,7,0.7,224010,0,-1,0,1,2458,0,0,1,464,Sheffield United,,,,,0,231.1
Dan,Burn,DEF,BHA,4500000,2,86,2.5,5.55555555555556E-07,1.91111111111111E-05,0,40985,5,42,0,0,0,0,0,19.1,0,0,0,86,0,1,0,4.3,3,0,9,0,0,0.3,50645,0,-1,0,0,2879,0,0,0,480,Wolverhampton,,,,,1.3,104.2
David,Button,GLK,BHA,3900000,0,0,0,0,0,0,1153130,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,18.2,815602,0,-1,0,2,0,0,0,0,0,Wolverhampton,,,,,0,0
Oskar,Buur,DEF,WOL,4000000,0,0,0,0,0,0,7078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,12504,0,-1,0,0,0,0,0,0,0,Brighton,,,,,0,0
Sam,Byram,DEF,NOR,4300000,0,32,1.14285714285714,2.6578073089701E-07,7.44186046511628E-06,0,12201,4,23,0,0,0,0,0,7.4,0,-2,0,32,2,0,0,0,2,0,3,0,0,0.1,6933,0,-1,0,0,1292,0,0,0,201,Sheffield United,,,,,0.6,60.2
Willy,Caballero,GLK,CHE,4800000,6,13,0.464285714285714,9.67261904761905E-08,2.70833333333333E-06,0,19528,0,7,0,10,0,0,0,2.7,0,-2,0,13,2,0.6,0,3,0,0,1,0,0,0.2,12472,0,-1,0,0,450,0,0,0,74,Everton,,,,,0.2,9
Gary,Cahill,DEF,CRY,4300000,0,70,2.8,6.51162790697674E-07,1.62790697674419E-05,0,246334,1,35,0,0,0,0,0,16.3,0,-2,0,70,2,0,0,0,4,0,7,0,1,1.2,180390,0,-1,0,0,2167,0,0,0,395,Watford,,,,,0,83.4
,Callum Robinson,MID,SHU,4900000,0,33,2.1,4.28571428571429E-07,6.73469387755102E-06,0,98126,1,6,0,0,0,1,0,6.7,0,-6,0,33,6,0,0,0,1,0,2,0,2,0.2,49974,0,-1,0,1,669,0,0,0,73,Norwich,,,,,1.4,30.4
,Callum Wilson,FWD,BOU,7400000,5,116,3.3,4.45945945945946E-07,1.56756756756757E-05,0,1794434,9,53,0,0,0,8,0,15.7,0,-6,0,116,6,0.5,0,3.5,8,0,4,0,6,4.2,915252,0,-1,0,1,2906,0,0,0,321,Liverpool,,,,,2,162.6
Dominic,Calvert-Lewin,FWD,EVE,6100000,1,126,3.5,5.73770491803279E-07,2.0655737704918E-05,0,1743179,9,43,0,0,0,13,0,20.7,0,1,0,126,-1,0.2,0,1.3,15,0,8,0,1,7.9,2164953,0,-1,0,2,2621,0,0,0,385,Chelsea,,,,,2.7,206.3
