FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Christian,Benteke,FWD,CRY,5700000,1,9,1.1,1.92982456140351E-07,1.57894736842105E-06,0,61661,1,3,0,0,0,0,0,1.6,304,-3,0,9,3,0.1,0,0.5,0,0,1,0,0,0.6,24968,0,-1,0,0,246,168,0,0,35,Man City,Arsenal,Leicester,Chelsea,Liverpool,0.6,0.6,0.8,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,1,0.6,0.6,0.8,0.6,0.7,0.6,1,0.6,1,20.6
,Bernard,MID,EVE,6500000,10,27,3.375,5.19230769230769E-07,4.15384615384615E-06,0,174771,2,3,0,0,0,2,0,4.2,338,0,0,27,0,0.4,0,2.5,5,0,3,0,0,0.9,176250,0,-1,0,2,418,1930,0,0,82,West Ham,Brighton,Tottenham,Southampton,Norwich,3.1,2.6,3.4,3.1,4.2,1.7,1.9,2.9,1.7,3.7,4.1,2.6,1.7,3.9,2.2,4,2.6,4.3,2.4,4.2,1.9,2.4,1.8,3.5,1.7,3.1,2.9,3.1,4.3,4.1,33.7
,Bernardo,DEF,BHA,4300000,0,2,0.25,5.81395348837209E-08,4.65116279069767E-07,0,7009,0,3,0,0,0,0,0,0.5,70,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1521,0,-1,0,0,67,1,0,0,14,Aston Villa,Everton,Norwich,Man Utd,Leicester,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
,Bernardo Silva,MID,MCI,7900000,6,41,5.125,6.4873417721519E-07,5.18987341772152E-06,0,1248536,2,8,0,0,0,4,0,5.2,8623,-1,0,41,1,0.9,0,6.8,2,0,2,0,2,14.7,576094,0,-1,0,1,461,13570,0,0,174,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,5,5,4.9,4.8,4.6,6.1,5.4,6.5,5.7,5.5,6.5,6,6,4.4,6.7,7.7,4.4,4.9,4.2,5.8,4.5,6.4,4.8,3.9,6.7,6.2,6,6.4,6,6.5,76
Ryan,Bertrand,DEF,SOU,4800000,1,5,0.8,1.66666666666667E-07,1.04166666666667E-06,0,42670,1,13,0,0,0,0,0,1,214,-2,1,5,2,0.2,0,0.8,0,0,0,0,0,0.6,7795,0,-1,0,0,481,130,-1,0,50,Wolverhampton,Leicester,Man City,Everton,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.2
Muhamed,Besic,MID,SHU,4500000,0,0,0,0,0,0,11208,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5485,0,-1,0,0,0,45,0,0,0,Arsenal,West Ham,Burnley,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,BOU,5000000,3,18,2,4E-07,3.6E-06,0,10810,3,12,0,0,0,0,0,3.6,138,0,0,18,0,0.6,0,2.8,0,0,1,0,1,0.2,10376,0,-1,0,0,763,175,0,0,110,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,1.8,1.3,1.8,1.3,1.5,1,1,1,1,1.7,1.5,1.3,1,1.8,1,1.6,1.2,2.2,1.1,1.1,1,1.9,1.4,1.7,1,1.3,1.4,1,1.2,1,34.2
Yves,Bissouma,MID,BHA,5000000,0,3,0.375,7.5E-08,6E-07,0,329,0,0,0,0,0,0,0,0.6,13,0,0,3,0,0.2,0,0.8,0,0,0,0,0,0,341,0,-1,0,0,63,11,0,0,10,Aston Villa,Everton,Norwich,Man Utd,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.4
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,6571,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,-1,0,0,0,5,0,0,0,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5000000,2,34,4.2,8.4E-07,6.8E-06,0,330749,0,7,0,0,0,0,0,6.8,2688,0,0,34,0,0.9,0,4.5,7,0,3,0,1,6.3,309509,0,-1,0,0,720,9819,0,1,170,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,3.7,5.4,3.9,5.5,3.2,4.6,4.8,4,5.5,3.5,3.4,4.4,4.6,5.8,4.9,3.9,4,5.5,5.2,4.5,4.4,4.9,3.4,4.8,4.3,5.9,6,3.2,6,4,28.6
Gaetan,Bong,DEF,BHA,4400000,0,3,0.375,8.52272727272727E-08,6.81818181818182E-07,0,5103,0,3,0,0,0,0,0,0.7,62,-1,0,3,1,0.1,0,0.5,0,0,0,0,0,0.1,1358,0,-1,0,0,57,16,0,0,15,Aston Villa,Everton,Norwich,Man Utd,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Artur,Boruc,GLK,BOU,4400000,0,0,0,0,0,0,13746,0,0,0,0,0,0,0,0,152,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,4700,0,-1,0,0,0,61,0,0,0,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,1,19,2.375,4.31818181818182E-07,3.45454545454545E-06,0,9821,0,8,0,0,0,0,0,3.5,245,0,0,19,0,0.3,0,1.5,0,0,1,0,2,0.2,12429,0,-1,0,0,381,58,0,0,59,Wolverhampton,Leicester,Man City,Everton,Arsenal,2.3,1.5,1.2,1.6,1.9,1.9,1.9,2.1,1.2,1.3,1.5,2,1.4,1.3,1.6,1.6,1.5,1.8,1.2,1.7,1.7,1.5,1.6,2.1,1.2,1.6,1.4,1.7,2.3,1.9,34.1
Robbie,Brady,MID,BUR,5500000,2,4,0.5,9.09090909090909E-08,7.27272727272727E-07,0,1273,0,1,0,0,0,0,0,0.7,16,0,0,4,0,0.2,0,1,0,0,0,0,0,0,596,0,-1,0,0,72,34,0,0,14,Leicester,Chelsea,Sheffield United,West Ham,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.7
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,14683,0,0,0,0,0,0,0,0,121,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,3088,0,-1,0,0,0,42,0,0,0,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4400000,0,0,0,0,0,0,45221,0,0,0,0,0,0,0,0,677,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,40752,0,-1,0,0,0,679,0,0,0,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,17271,0,0,0,0,0,0,0,0,43,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,462,0,-1,0,0,0,7,0,0,0,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,3,33,3.7,6.16666666666667E-07,5.5E-06,0,109905,1,20,0,0,0,0,0,5.5,3252,0,0,33,0,0.4,0,2.2,3,0,1,0,4,1.7,171912,0,-1,0,1,802,348,0,0,142,Bournemouth,Man Utd,Brighton,Watford,Everton,2.9,4.9,2.6,4.9,2,4.4,3.1,4.9,1.8,4.5,1.8,4.1,5.1,1.8,4.9,1.8,2.6,3,2.9,4.3,4.4,3.8,4.5,2.3,4.7,2.6,3.8,1.8,4.8,1.8,75.5
Dan,Burn,DEF,BHA,4500000,1,25,2.8,6.22222222222222E-07,5.55555555555556E-06,0,9957,0,12,0,0,0,0,0,5.6,189,0,0,25,0,0.8,0,3.5,0,0,3,0,0,0.3,17927,0,-1,0,0,810,236,0,0,138,Aston Villa,Everton,Norwich,Man Utd,Leicester,2.4,3.7,3.1,1.9,3.3,2.2,1.9,2.2,2.1,2.7,2.2,1.9,2.4,2.6,3.3,1.5,2.5,3.2,3.2,3.7,2,2.5,2,3.6,1.6,2.3,1.9,2.5,3.6,1.4,34.2
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,370730,0,0,0,0,0,0,0,0,5677,0,0,0,0,0,0,0,0,0,0,0,0,23.9,341299,0,-1,0,0,0,1469,0,0,0,Aston Villa,Everton,Norwich,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,2,0.25,5.68181818181818E-08,4.54545454545455E-07,0,6069,1,5,0,0,0,0,0,0.5,93,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,4009,0,-1,0,0,181,21,0,0,26,Bournemouth,Man Utd,Brighton,Watford,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.2
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,8472,0,0,0,0,0,0,0,0,102,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,2291,0,-1,0,0,0,43,-1,0,0,Newcastle,Burnley,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,1,19,2.7,6E-07,4.22222222222222E-06,0,79674,1,9,0,0,0,0,0,4.2,737,0,0,19,0,0.6,0,2.8,1,0,2,0,0,1.8,58438,0,-1,0,0,630,780,0,0,121,Man City,Arsenal,Leicester,Chelsea,Liverpool,2.1,1.4,3.4,1.4,2.4,1.4,2.1,1.7,2.8,2.2,3,1.8,1.4,2.7,1.4,2.3,2.9,1.9,3.7,1.4,3.3,1.4,1.6,2.7,1.4,2.5,1.8,3.7,1.4,3.4,28.8
,Callum Wilson,FWD,BOU,8000000,2,50,5.6,7E-07,6.25E-06,0,812522,1,13,0,0,0,5,0,6.2,12215,0,0,50,0,0.5,0,4.2,4,0,1,0,3,14.3,618316,0,-1,0,1,787,12509,0,0,179,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,8.4,6.8,8.4,5.6,6.2,6.6,5.2,6.2,6.7,7.8,7.6,6,6.2,8.1,6.3,7.1,7.5,6.4,5.8,7.5,6.2,8,5.9,6.7,5.8,8.4,7.8,7,6.9,5.7,66.3
Dominic,Calvert-Lewin,FWD,EVE,5800000,0,20,2.9,5E-07,3.44827586206897E-06,0,119958,1,8,0,0,0,2,0,3.4,2133,-2,0,20,2,0.3,0,2,0,0,2,0,0,1.1,71021,0,-1,0,0,476,548,0,0,59,West Ham,Brighton,Tottenham,Southampton,Norwich,2.8,1.9,3.8,2.8,4.4,1.6,2,3.2,1.8,3.3,3.4,1.7,2.4,3,2,2.8,2.6,3.5,2.1,3.9,2.2,2.5,2.7,3.4,2.3,2.8,1.8,3.2,2.1,3.1,24.7
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,-1,0,0,0,2,0,0,0,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4700000,0,1,0.125,2.65957446808511E-08,2.12765957446809E-07,0,41339,0,0,0,0,0,0,0,0.2,131,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,2928,0,-1,0,0,5,23,0,0,3,Man City,Arsenal,Leicester,Chelsea,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,9,11,1.375,2.59433962264151E-07,2.07547169811321E-06,0,86744,1,2,0,0,0,0,0,2.1,347,-2,0,11,2,0.5,0,2.5,3,0,1,0,0,0.9,43433,0,-1,0,0,217,6718,0,0,65,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,0.8,1,0.7,0.8,0.7,1.1,0.7,1.1,0.7,1,0.7,0.7,1.2,0.9,1.2,1.2,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.9,1.1,0.7,0.7,0.8,0.9,19.4
Todd,Cantwell,MID,NOR,4900000,3,36,4,8.16326530612245E-07,7.3469387755102E-06,0,682667,1,19,0,0,0,2,0,7.3,22861,4,0,36,-4,0.4,0,2.2,2,0,1,0,2,22.9,2106215,0,-1,0,0,765,7206,0,0,127,Bournemouth,Man Utd,Brighton,Watford,Everton,3.3,5.5,2.9,5.4,2.2,5,3.5,5.5,2,5,2,4.6,5.6,2,5.4,2,3,3.4,3.3,4.7,4.9,4.2,5.1,2.7,5.2,2.9,4.3,2.1,5.4,2,62
Etienne,Capoue,MID,WAT,4800000,0,10,1.7,3.54166666666667E-07,2.08333333333333E-06,0,49745,2,19,0,0,0,0,0,2.1,625,-2,0,10,2,0.2,0,1,0,0,0,0,0,0.4,11198,0,-1,0,0,532,11,0,0,76,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0,0,0,0,0,1.1,0.8,1.6,0.8,1.5,1.7,1,1.2,1,1.1,0.8,1.3,0.9,0.8,0.8,0.8,1.2,0.8,1,0.8,1.5,1.4,0.8,0.8,0.8,12.9
,Carlos Sanchez,MID,WHU,4400000,0,3,0.375,8.52272727272727E-08,6.81818181818182E-07,0,18588,0,0,0,0,0,0,0,0.7,265,-1,0,3,1,0,0,0,0,0,0,0,0,0.4,13415,0,-1,0,0,14,214,0,0,9,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,NEW,5400000,1,4,0.5,9.25925925925926E-08,7.40740740740741E-07,0,10072,0,3,0,0,0,0,0,0.7,142,-1,0,4,1,0.2,0,1,0,0,0,0,0,0.1,5293,0,-1,0,0,89,152,0,0,10,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Craig,Cathcart,DEF,WAT,4400000,2,14,2,4.54545454545455E-07,3.18181818181818E-06,0,173429,1,11,0,0,0,0,0,3.2,434,-1,0,14,1,0.5,0,2.2,0,0,1,0,0,1.5,10363,0,-1,0,0,630,128,0,0,98,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,1.2,1.1,1.4,1,1.5,1.4,1,2.4,1.2,2.3,1.9,2.1,1.3,1,2.1,1.3,2.4,1,1,1.4,1.2,2.1,1,1.3,1,2,2.3,1.4,1.1,1,12.5
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,295,0,-1,0,0,0,6,0,0,0,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5500000,0,22,2.8,5.09090909090909E-07,4E-06,0,761449,0,7,0,0,0,0,0,4,9404,0,0,22,0,0.3,0,1.5,3,0,1,0,2,8.3,982909,0,-1,0,1,434,1727,0,0,90,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,3.5,3.2,2.7,1.4,2.2,1.5,2.8,1.8,1.4,1.6,2.4,2,3.1,1.6,3.1,1.5,1.8,2.9,2.7,1.4,2.2,2.1,2.5,3,2.4,2.5,1.4,1.6,1.4,3,29.5
,Cedric,DEF,SOU,4900000,0,9,1.125,2.29591836734694E-07,1.83673469387755E-06,0,16392,0,4,0,0,0,0,0,1.8,208,-1,0,9,1,0,0,0.2,0,0,1,0,0,0.2,6001,0,-1,0,0,270,7,0,0,53,Wolverhampton,Leicester,Man City,Everton,Arsenal,0,0,0.6,0.8,0.6,0.6,0.6,0.9,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,13.6
Nathaniel,Chalobah,MID,WAT,4400000,2,3,0.375,8.52272727272727E-08,6.81818181818182E-07,0,10739,0,1,0,0,0,0,0,0.7,131,-1,0,3,1,0.1,0,0.5,0,0,0,0,0,0.2,5899,0,-1,0,0,109,211,0,0,14,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8
,Chamberlain,MID,LIV,6200000,1,8,1,1.61290322580645E-07,1.29032258064516E-06,0,27294,0,3,0,0,0,0,0,1.3,195,-3,0,8,3,0.1,0,0.5,0,0,0,0,0,0.3,10661,0,-1,0,0,225,121,0,0,42,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.4
Calum,Chambers,DEF,ARS,4400000,0,22,2.75,6.25E-07,5E-06,0,55995,1,2,0,0,0,1,0,5,700,-1,0,22,1,0.9,0,4,2,0,2,0,0,1.5,87472,0,-1,0,0,315,2661,0,0,79,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,3.1,3.6,2.2,1.9,2.1,1.5,2.5,2.4,1.9,2.5,1.4,2.3,3.5,2.1,2.6,1.8,1.4,3.5,3.6,1.8,2.8,1.9,2.4,3.1,1.9,3.2,2.1,2.2,2.3,3.1,20
James,Chester,DEF,AVL,4400000,0,0,0,0,0,0,5660,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,190,0,-1,0,0,0,2,0,0,0,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,137984,0,4,0,0,0,1,0,1.5,167,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86688,0,-1,0,1,106,6,0,0,27,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5400000,2,23,3.3,6.11111111111111E-07,4.25925925925926E-06,0,191813,1,6,0,0,0,0,0,4.3,1767,-1,0,23,1,0.5,0,2.8,0,0,2,0,1,4.4,131959,0,-1,0,0,630,4189,0,0,108,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,3.5,2.7,2.3,3.6,2.1,4.9,4.3,2.6,4.3,2,3.2,2.7,3.2,3,1.6,3.9,3.4,2.1,2.8,1.7,4.5,2.5,3.6,2.9,4.8,2,1.6,3.8,2.4,4.7,25.3
Tahith,Chong,MID,MUN,4400000,0,2,0.25,5.68181818181818E-08,4.54545454545455E-07,0,36927,0,0,0,0,0,0,0,0.5,558,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.6,52658,0,-1,0,0,24,116,0,0,4,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4500000,0,14,1.75,3.88888888888889E-07,3.11111111111111E-06,0,58279,1,4,0,0,0,0,0,3.1,1267,0,0,14,0,0.3,0,1.2,0,0,1,0,1,1.1,79123,0,-1,0,0,318,265,0,0,65,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,1.6,1,0.9,1.4,0.9,1.5,1.6,0.9,1.6,0.9,0.9,0.9,0.9,1.1,0.9,1.1,1,0.9,0.9,0.9,1.1,0.9,1.5,0.9,1.7,0.9,0.9,1.7,0.9,1.7,15.6
Andreas,Christensen,DEF,CHE,5000000,0,8,1.3,2.6E-07,1.6E-06,0,81031,2,11,0,0,0,0,0,1.6,2188,0,0,8,0,0.2,0,1.2,0,0,1,0,0,0.8,56443,0,-1,0,0,491,14,0,0,88,Newcastle,Burnley,Watford,Crystal Palace,Man City,0,0,0.7,1.2,0.6,0.8,1,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.9,0.7,0.6,1.1,1,0.6,1.2,0.7,0.6,0.7,0.9,0.6,1,0.9,0.6,0.6,14.7
Ciaran,Clark,DEF,NEW,4300000,1,7,0.875,2.03488372093023E-07,1.62790697674419E-06,0,6168,1,1,0,0,0,0,0,1.6,55,-2,0,7,2,0.4,0,1.8,0,0,1,0,0,0.1,1849,0,-1,0,0,180,217,0,0,28,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.7,0.4,0.7,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,3.7
Leon,Clarke,FWD,SHU,4500000,0,1,0.125,2.77777777777778E-08,2.22222222222222E-07,0,1346,0,0,0,0,0,0,0,0.2,145,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,4823,0,-1,0,0,13,291,0,0,-1,Arsenal,West Ham,Burnley,Tottenham,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,173,0,-1,0,0,0,6,0,0,0,Aston Villa,Everton,Norwich,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4900000,2,23,2.9,5.91836734693878E-07,4.69387755102041E-06,0,11210,0,17,0,0,0,1,0,4.7,355,-1,0,23,1,0.4,0,2.2,2,0,1,0,0,0.3,19970,0,-1,0,0,636,250,0,0,115,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,1.4,3.2,2.2,1.5,3.2,2.6,1.4,3.4,1.6,3.3,3.6,2.4,2.9,2.4,2.6,1.4,2.9,2.1,1.4,1.8,1.7,2.7,1.8,2.4,1.6,3.3,3.1,1.8,1.4,2,47.2
Conor,Coady,DEF,WOL,5000000,1,26,2.9,5.8E-07,5.2E-06,0,49010,2,12,0,0,0,0,0,5.2,624,0,0,26,0,0.8,0,3.8,1,0,3,0,0,1.5,37757,0,-1,0,0,810,419,0,0,137,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,2,3.3,2.2,3.3,1.7,2.6,2.8,2.2,3.3,1.9,1.9,2.5,2.6,3.6,2.9,2.2,2.2,3.3,3.1,2.5,2.5,2.8,1.9,2.8,2.5,3.6,3.7,1.7,3.7,2.2,14.3
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,17564,0,0,0,0,0,0,0,0,193,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,22939,0,-1,0,0,0,12,0,0,0,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5400000,0,19,2.4,4.44444444444444E-07,3.51851851851852E-06,0,204455,2,12,0,0,0,0,0,3.5,1247,-1,0,19,1,0.3,0,1.5,2,0,2,0,1,1.9,103417,0,-1,0,0,665,270,0,1,124,West Ham,Brighton,Tottenham,Southampton,Norwich,2.4,1.3,2.8,1.7,2.7,1.3,1.5,2,1.3,2.1,2.1,2.1,1.3,2.2,1.7,3.1,1.6,3.1,1.3,3,1.3,1.9,1.2,2.8,1.5,1.8,1.3,2.8,2.3,1.6,29.3
