FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5500000,2,22,2.4,4.36363636363636E-07,4E-06,0,278378,0,13,0,0,0,0,0,4,9236,0,0,22,0,0.3,0,1.5,1,0,1,0,1,6.6,203695,0,-1,0,1,810,639,0,0,157,Watford,Liverpool,Everton,Sheffield United,West Ham,2.7,1.5,1.9,2.3,1.7,1.6,1.3,2.1,1.3,2,2.2,1.2,1.8,1.9,1.6,2.7,1.6,1.7,1.3,1.9,1.2,3,2.4,2.3,3.2,1.2,2.1,2.1,2.8,1.5,31.9
Trent,Alexander-Arnold,DEF,LIV,7200000,2,42,4.7,6.52777777777778E-07,5.83333333333333E-06,0,491945,2,7,0,0,0,1,0,5.8,6857,2,0,42,-2,0.6,0,4.5,3,0,2,0,3,30.6,940531,0,-1,0,1,810,11824,0,0,210,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,4.8,6.2,5.7,3.9,5.3,5.1,6.7,4,6,0,5,4.4,5.2,5.4,6.6,5,4.2,4.3,5.5,5.5,3.9,5.9,6.8,4.8,6.3,4.9,4.9,4.8,4.7,6.2,80.9
,Alisson,GLK,LIV,5800000,2,3,0.375,6.46551724137931E-08,5.17241379310345E-07,0,1483318,0,1,0,3,0,0,0,0.5,1369,-2,0,3,2,0.1,0,0.5,0,0,0,0,0,6.2,79121,0,-1,0,0,128,17166,0,0,22,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.5
Bamidele,Alli,MID,TOT,8400000,7,8,1,1.19047619047619E-07,9.52380952380952E-07,0,33924,1,2,0,0,0,1,0,1,290,-1,0,8,1,0.2,0,1.8,1,0,0,0,0,0.5,14557,0,-1,0,0,120,1219,0,0,27,Watford,Liverpool,Everton,Sheffield United,West Ham,0.6,0.5,0.5,0.7,0.5,0.6,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,11.6
Miguel,Almiron,MID,NEW,5800000,3,20,2.2,3.79310344827586E-07,3.44827586206897E-06,0,46369,2,11,0,0,0,0,0,3.4,255,-2,0,20,2,0.4,0,2.5,0,0,4,0,0,0.4,19617,0,-1,0,0,729,163,0,0,49,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,1.1,1.8,1.2,2.1,1.1,1.1,2.5,1.4,1.2,2.2,1.1,1.9,1.7,1.6,1.3,1.1,2.1,1.3,1.1,2.1,1.7,2.1,1.5,1.6,1.5,1.1,1.4,1.6,1.4,1.1,26.5
Marcos,Alonso,DEF,CHE,6200000,14,30,3.75,6.04838709677419E-07,4.83870967741936E-06,0,209459,3,4,0,0,0,1,0,4.8,1045,-3,0,30,3,1,0,6.2,3,0,2,0,2,3.2,99779,0,-1,0,1,436,17797,0,0,124,Newcastle,Burnley,Watford,Crystal Palace,Man City,5.2,2.5,3.7,5.3,3.2,4.3,4.9,4.2,3,3.6,3.2,3.1,3.2,3.8,4.6,3.8,3.3,5.2,4.8,2.5,5.4,3.9,3,4,4.6,3.5,4.9,4.6,3.6,3.4,36.1
Steven,Alzate,MID,BHA,4500000,1,8,1,2.22222222222222E-07,1.77777777777778E-06,0,1005,1,3,0,0,0,0,0,1.8,58,0,0,8,0,0.4,0,2,0,0,2,0,0,0,3066,0,-1,0,0,276,84,0,0,38,Aston Villa,Everton,Norwich,Man Utd,Leicester,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,10.6
Ibrahim,Amadou,MID,NOR,4500000,3,11,1.375,3.05555555555556E-07,2.44444444444444E-06,0,4816,1,12,0,0,0,0,0,2.4,93,0,0,11,0,0.4,0,2,0,0,1,0,0,0.1,8151,0,-1,0,0,504,155,0,0,78,Bournemouth,Man Utd,Brighton,Watford,Everton,0.7,1.2,0.7,1.2,0.7,1,0.7,1.2,0.7,1,0.7,0.9,1.2,0.7,1.1,0.7,0.7,0.7,0.7,0.9,1,0.8,1,0.7,1.1,0.7,0.8,0.7,1.1,0.7,14.2
Daniel,Amartey,MID,LEI,4400000,0,0,0,0,0,0,14357,0,0,0,0,0,0,0,0,192,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,9033,0,-1,0,0,0,77,0,0,0,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,-1,0,0,0,7,0,0,0,Watford,Liverpool,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,743,0,-1,0,0,0,9,0,0,0,Newcastle,Burnley,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,186234,0,2,0,0,0,1,0,1,409,-2,0,5,2,0,0,0,1,0,0,0,0,0.5,159140,0,-1,0,0,71,13,0,1,20,Aston Villa,Everton,Norwich,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5300000,2,9,1.125,2.12264150943396E-07,1.69811320754717E-06,0,59450,3,4,0,0,0,0,0,1.7,121,-2,0,9,2,0.2,0,0.8,0,0,2,0,0,0.4,11084,0,-1,0,0,411,204,0,0,52,West Ham,Brighton,Tottenham,Southampton,Norwich,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.7,0.6,0.7,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,12.9
,Angelino,DEF,MCI,4700000,0,0,0,0,0,0,12021,1,0,0,0,0,0,0,0,67,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2841,0,-1,0,0,45,25,0,0,14,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Michail,Antonio,MID,WHU,6900000,0,6,0.75,1.08695652173913E-07,8.69565217391304E-07,0,60518,0,2,0,0,0,0,0,0.9,177,-1,0,6,1,0,0,0,0,0,0,0,1,0.7,5307,0,-1,0,0,125,2,0,0,10,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.2
Stuart,Armstrong,MID,SOU,5200000,0,5,0.625,1.20192307692308E-07,9.61538461538461E-07,0,6637,1,2,0,0,0,0,0,0.9,58,-3,1,5,3,0.1,0,0.5,0,0,0,0,0,0.1,1221,0,-1,0,0,65,10,-1,0,8,Wolverhampton,Leicester,Man City,Everton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.6
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,6727,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,617,0,-1,0,0,0,6,0,0,0,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,1,19,2.7,5E-07,3.51851851851852E-06,0,18030,1,9,0,0,0,0,0,3.5,311,-1,0,19,1,0.3,0,1.5,0,0,2,0,2,0.2,19610,0,-1,0,0,438,91,0,0,61,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,1.5,2.5,1.7,2.8,1.4,1.4,3.4,2,1.7,3,1.4,2.6,2.4,2.2,1.9,1.6,2.9,1.8,1.6,2.8,2.4,2.9,2.1,2.3,2,1.4,2,2.2,2,1.5,26.2
Pierre-Emerick,Aubameyang,FWD,ARS,11100000,0,55,6.9,6.21621621621622E-07,4.95495495495496E-06,0,884115,2,11,0,0,0,7,0,5,4797,1,0,55,-1,0.4,0,4,10,0,2,0,1,28.9,1037210,0,-1,0,1,720,40158,0,0,215,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,8.4,10.4,8.4,7.2,8.9,7.6,9.5,8.2,9.3,7.6,8.5,9.7,10.4,6.9,7.3,8.6,7.6,9.1,10.2,9.1,9.2,7.9,9.7,10.4,7.8,10.3,8,8.4,7.8,10.1,78.4
Serge,Aurier,DEF,TOT,4900000,2,15,1.875,3.8265306122449E-07,3.06122448979592E-06,0,173739,0,4,0,0,0,0,0,3.1,3975,-1,0,15,1,0,0,0.2,2,0,1,0,2,1.8,260791,0,-1,0,1,300,479,0,1,65,Watford,Liverpool,Everton,Sheffield United,West Ham,1.9,1,1.2,1.5,1.1,1.1,0.9,1.4,0.9,1.3,1.5,0.9,1.2,1.3,1,1.8,1.1,1.1,0.9,1.2,0.9,2.1,1.7,1.6,2.3,0.9,1.4,1.4,2,1,20
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,-1,0,0,0,199,0,0,0,Watford,Liverpool,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8321,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.1,323,0,-1,0,0,0,12,0,0,0,Wolverhampton,Leicester,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,2,34,4.2,8.23529411764706E-07,6.66666666666667E-06,0,433904,3,7,0,0,0,3,0,6.7,7157,1,0,34,-1,0.6,0,3.2,9,0,5,0,0,7.7,707951,0,-1,0,0,629,8696,0,0,105,Man City,Arsenal,Leicester,Chelsea,Liverpool,5.2,3.3,5.8,3.5,4.6,2.8,5.5,4,5.3,2.7,5.1,4.4,3.8,5.7,3.7,5.1,3.9,2.8,5,3,6.3,3.3,3.1,5.8,2.6,5.6,2.9,6.3,2.9,6.3,45.7
Cesar,Azpilicueta,DEF,CHE,5900000,6,27,3,5.08474576271186E-07,4.57627118644068E-06,0,252326,0,14,0,0,0,0,0,4.6,1814,-1,0,27,1,0.8,0,4.8,1,0,2,0,2,6.2,122454,0,-1,0,0,810,3389,0,0,161,Newcastle,Burnley,Watford,Crystal Palace,Man City,3.9,1.7,2.7,4,2.2,3.1,3.6,3,2.1,2.6,2.3,2.2,2.3,2.7,3.3,2.7,2.3,3.8,3.5,1.7,4,2.8,2.1,2.9,3.4,2.5,3.6,3.4,2.5,2.4,43.6
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2346,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,693,0,-1,0,0,0,8,0,0,0,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,0,0,0,0,0,6974,0,0,0,0,0,0,0,0,111,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4358,0,-1,0,0,0,74,0,0,0,West Ham,Brighton,Tottenham,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4300000,0,0,0,0,0,0,18032,1,5,0,0,0,0,0,0,131,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,4123,0,-1,0,0,91,41,0,0,9,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
George,Baldock,DEF,SHU,4500000,0,30,3.8,8.44444444444444E-07,6.66666666666667E-06,0,23151,2,7,0,0,0,0,0,6.7,368,0,0,30,0,0.7,0,3.2,3,0,3,0,1,0.8,56582,0,-1,0,0,720,780,0,0,117,Arsenal,West Ham,Burnley,Tottenham,Man Utd,3.1,4.6,3.1,4.3,4.6,3.9,4.6,3.4,4.3,3.9,4,3.8,4.3,3.6,3.8,2.4,4.2,2.4,3.2,4.6,4,5.2,3.8,4.2,3.1,2.7,2.9,3.9,4.8,4.7,26.1
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,3615,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,649,0,-1,0,0,0,7,0,0,0,Aston Villa,Everton,Norwich,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,4108,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12464,0,-1,0,0,0,444,0,0,0,Aston Villa,Everton,Norwich,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-1,0,0,0,8,0,0,0,West Ham,Brighton,Tottenham,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,0,0,0,0,0,6078,0,0,0,0,0,0,0,0,59,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1707,0,-1,0,0,0,11,0,0,0,Leicester,Chelsea,Sheffield United,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5600000,1,9,1.125,2.00892857142857E-07,1.60714285714286E-06,0,415088,0,5,0,0,0,0,0,1.6,2176,-4,0,9,4,0.2,0,1,0,0,1,0,0,1.8,69947,0,-1,0,0,335,155,0,0,38,Newcastle,Burnley,Watford,Crystal Palace,Man City,0,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,1,0.7,0.6,0.6,34.8
Ashley,Barnes,FWD,BUR,6400000,0,34,4.2,6.5625E-07,5.3125E-06,0,863297,2,7,0,0,0,4,0,5.3,17684,-1,0,34,1,0.2,0,1.2,4,0,4,0,0,4.8,989852,0,-1,0,1,644,211,0,0,111,Leicester,Chelsea,Sheffield United,West Ham,Watford,0,5.4,3.7,4.9,4.4,5.8,5,4,4.8,3.7,3.2,6.3,5.4,3.9,5.7,3.2,5.5,4.8,5.3,3.1,6.2,4.1,6.3,2.8,3.7,3.5,3.5,4.4,4.2,5.1,43.9
Harvey,Barnes,MID,LEI,5900000,11,28,3.5,5.93220338983051E-07,4.74576271186441E-06,0,15244,0,4,0,0,0,1,0,4.7,201,-1,0,28,1,0.8,0,4.5,3,0,0,0,3,0.3,16630,0,-1,0,1,408,2978,0,0,97,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,4.4,3,2,4,2.5,4.1,4.5,1.8,4.5,1.8,2.7,2.1,2.6,3.4,2.1,3.4,3.2,2.8,2.2,1.8,3.4,2.6,4.2,1.9,4.6,2.3,2.9,4.5,1.8,4.5,39.8
Chris,Basham,DEF,SHU,4500000,0,26,3.25,7.22222222222222E-07,5.77777777777778E-06,0,6065,0,7,0,0,0,0,0,5.8,69,0,0,26,0,0.8,0,3.5,0,0,3,0,0,0.2,6926,0,-1,0,0,684,76,0,0,114,Arsenal,West Ham,Burnley,Tottenham,Man Utd,2.4,3.7,2.4,3.4,3.7,3.1,3.7,2.6,3.4,3.1,3.2,3,3.4,2.8,3,1.8,3.3,1.8,2.5,3.7,3.1,4.2,3,3.3,2.4,2.1,2.3,3.1,3.8,3.8,19.2
Michy,Batshuayi,FWD,CHE,6600000,0,13,1.625,2.46212121212121E-07,1.96969696969697E-06,0,44805,0,2,0,0,0,1,0,2,402,-4,0,13,4,0.3,0,2,1,0,0,0,1,0.4,9982,0,-1,0,0,45,219,0,0,33,Newcastle,Burnley,Watford,Crystal Palace,Man City,1,0.8,1.2,1.3,1.1,1,1.2,0.8,1.1,1,1,0.9,0.8,1.3,0.8,1.2,0.8,1.6,1.5,1,1.2,0.8,1,0.9,1.6,0.8,0.9,2.1,0.9,0.8,14
Jan,Bednarek,DEF,SOU,4500000,2,20,2.2,4.88888888888889E-07,4.44444444444444E-06,0,37597,1,16,0,0,0,0,0,4.4,486,0,0,20,0,0.2,0,0.8,1,0,2,0,0,0.9,44617,0,-1,0,0,810,76,0,0,138,Wolverhampton,Leicester,Man City,Everton,Arsenal,1.7,1.9,1.6,2.2,1.6,1.8,1.7,2.4,1.5,2,1.6,2.2,1.9,1.7,1.1,1.8,1.8,1.3,1.9,2.1,2.1,1.4,1.3,1.9,1.1,2.2,1.6,1.4,1.3,1.4,20.7
Asmir,Begovic,GLK,BOU,4300000,0,0,0,0,0,0,129160,0,0,0,0,0,0,0,0,726,-2,0,0,2,0,0,0,0,0,0,0,0,1.1,11434,0,-1,0,0,0,19,0,0,0,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,0,0,0,0,0,9577,0,0,0,0,0,0,0,0,282,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,19281,0,-1,0,0,0,903,0,0,0,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4900000,1,16,2,4.08163265306122E-07,3.26530612244898E-06,0,27035,2,5,0,0,0,0,0,3.3,536,-1,0,16,1,0.4,0,1.8,0,0,2,0,0,0.5,12968,0,-1,0,0,454,20,0,0,84,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,0,1.9,1.2,1.9,1,1.5,1.6,1.2,1.9,1,1,1.4,1.5,2.1,1.6,1.2,1.2,1.9,1.8,1.4,1.4,1.6,1,1.5,1.4,2.1,2.2,1,2.2,1.2,14
