FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mateo,Kovacic,MID,CHE,5500000,0,0,0,0,0,0,1633,0,0,0,0,0,0,0,0,1633,0,0,0,0,0,0,0,0,0,0,0,0,1,2539,0,-1,0,0,0,2539,0,0,0,Man Utd,Leicester,Norwich,Sheffield United,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil,Krafth,DEF,NEW,4500000,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.1,62,0,-1,0,0,0,62,0,0,0,Arsenal,Norwich,Tottenham,Watford,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim,Krul,GLK,NOR,4500000,1,1,0.0263157894736842,5.84795321637427E-09,2.22222222222222E-07,0,1101,0,4,0,4,0,0,0,0.2,1101,0,0,1,0,0.2,0,1,0,0,0,0,0,1.3,1496,0,-1,0,0,90,1496,0,0,19,Liverpool,Newcastle,Chelsea,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Alexandre,Lacazette,FWD,ARS,9500000,0,0,0,0,0,0,8806,0,0,0,0,0,0,0,0,8806,0,0,0,0,0,0,0,0,0,0,0,0,3.4,2023,0,-1,0,0,0,2023,0,0,0,Newcastle,Burnley,Liverpool,Tottenham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Lallana,MID,LIV,6000000,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0.1,88,0,-1,0,0,0,88,0,0,0,Norwich,Southampton,Arsenal,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Lamela,MID,TOT,6000000,1,1,0.0263157894736842,4.3859649122807E-09,1.66666666666667E-07,0,1449,1,1,0,0,0,0,0,0.2,1449,0,0,1,0,0.2,0,1,0,0,0,0,0,0.7,1050,0,-1,0,0,87,1050,0,0,15,Aston Villa,Man City,Newcastle,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9
Henri,Lansbury,MID,AVL,4500000,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0.2,221,0,-1,0,0,0,221,0,0,0,Tottenham,Bournemouth,Everton,Crystal Palace,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Lanzini,MID,WHU,6500000,2,2,0.0526315789473684,8.09716599190283E-09,3.07692307692308E-07,0,1499,0,5,0,0,0,0,0,0.3,1499,0,0,2,0,0.3,0,2,0,0,0,0,0,1.1,2188,0,-1,0,0,90,2188,0,0,16,Man City,Brighton,Watford,Norwich,Aston Villa,0,0,0.1,0,0,0.1,0.1,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0.1,0.1,0,0,0.1,0.1,0,4.2
Aymeric,Laporte,DEF,MCI,6500000,6,6,0.157894736842105,2.42914979757085E-08,9.23076923076923E-07,0,7078,0,0,0,0,0,0,0,0.9,7078,0,0,6,0,0.9,0,6,0,0,1,0,0,8.6,6770,0,-1,0,0,90,6770,0,0,26,West Ham,Tottenham,Bournemouth,Brighton,Norwich,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,1.8
Jamaal,Lascelles,DEF,NEW,4500000,2,2,1.44672582602105E-28,3.21494628004678E-35,4.44444444444444E-07,0,4024,0,1,0,0,0,0,0,0.4,4024,0,0,2,0,0.4,0,2,0,0,0,0,0,8.1,1544,0,-1,0,0,61,1544,0,0,8,Arsenal,Norwich,Tottenham,Watford,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moritz,Leitner,MID,NOR,4500000,0,0,0,0,0,0,318,1,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0.3,473,0,-1,0,0,32,473,0,0,-3,Liverpool,Newcastle,Chelsea,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Florian,Lejeune,DEF,NEW,4500000,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,3,0,0,0,Arsenal,Norwich,Tottenham,Watford,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,5000000,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0.2,145,0,-1,0,0,0,145,0,0,0,Burnley,Liverpool,Brighton,Man Utd,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Lennon,MID,BUR,5000000,1,1,7.23362913010526E-29,1.44672582602105E-35,2E-07,0,241,0,0,0,0,0,0,0,0.2,241,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,199,0,-1,0,0,6,199,0,0,3,Southampton,Arsenal,Wolverhampton,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Bernd,Leno,GLK,ARS,5000000,6,6,0.157894736842105,3.15789473684211E-08,1.2E-06,0,4061,0,0,0,1,0,0,0,1.2,4061,0,0,6,0,1.2,0,6,0,0,1,0,0,5.4,12777,0,-1,0,0,61,12777,0,0,22,Newcastle,Burnley,Liverpool,Tottenham,Watford,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0
Jefferson,Lerma,MID,BOU,5000000,2,2,0.0526315789473684,1.05263157894737E-08,4E-07,0,345,0,1,0,0,0,0,0,0.4,345,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,482,0,-1,0,0,90,482,0,0,13,Sheffield United,Aston Villa,Man City,Leicester,Everton,0.1,0,0,0,0,0,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.1,0.1,0,0,0,0.1,0,2.4
Jamal,Lewis,DEF,NOR,4500000,0,0,0,0,0,0,301,0,4,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0.2,391,0,-1,0,0,90,391,0,0,15,Liverpool,Newcastle,Chelsea,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
,Lewis Cook,MID,BOU,5000000,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,-1,0,0,0,11,0,0,0,Sheffield United,Aston Villa,Man City,Leicester,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Lindelof,DEF,MUN,5500000,0,0,0,0,0,0,1709,0,0,0,0,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,1.3,529,0,-1,0,0,0,529,0,0,0,Chelsea,Wolverhampton,Crystal Palace,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,MID,MUN,6500000,0,0,0,0,0,0,2092,0,0,0,0,0,0,0,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3344,0,-1,0,0,0,3344,0,0,0,Chelsea,Wolverhampton,Crystal Palace,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo,Lloris,GLK,TOT,5500000,3,3,0.0789473684210526,1.43540669856459E-08,5.45454545454545E-07,0,10705,0,1,0,3,0,0,0,0.5,10705,0,0,3,0,0.5,0,3,0,0,0,0,0,9.6,17644,0,-1,0,0,90,17644,0,0,13,Aston Villa,Man City,Newcastle,Arsenal,Crystal Palace,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,2.1
Giovani,Lo Celso,MID,TOT,7500000,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1788,0,-1,0,0,0,1788,0,0,0,Aston Villa,Man City,Newcastle,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurgen,Locadia,FWD,BHA,5500000,2,2,0.0526315789473684,9.56937799043062E-09,3.63636363636364E-07,0,626,0,0,0,0,0,0,0,0.4,626,0,0,2,0,0.4,0,2,0,0,1,0,0,0.3,521,0,-1,0,0,63,521,0,0,8,Watford,West Ham,Southampton,Man City,Burnley,0.1,0.1,0.1,0,0,0,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,0,2.4
Ruben,Loftus-Cheek,MID,CHE,6500000,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0.1,81,0,-1,0,0,0,81,0,0,0,Man Utd,Leicester,Norwich,Sheffield United,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4500000,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0.2,124,0,-1,0,0,0,124,0,0,0,Southampton,Arsenal,Wolverhampton,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,5000000,0,0,0,0,0,0,10927,0,0,0,0,0,0,0,0,10927,0,0,0,0,0,0,0,0,0,0,0,0,5.7,3971,0,-1,0,0,0,3971,0,0,0,Burnley,Liverpool,Brighton,Man Utd,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean,Longstaff,MID,NEW,5000000,2,2,0.0526315789473684,1.05263157894737E-08,4E-07,0,563,0,1,0,0,0,0,0,0.4,563,0,0,2,0,0.4,0,2,0,0,0,0,0,0.8,783,0,-1,0,0,61,783,0,0,8,Arsenal,Norwich,Tottenham,Watford,Liverpool,0,0,0,0.1,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0.1,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0,0,0,0
Ademola,Lookman,MID,EVE,5000000,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,0,0,0,4,0,0,0,Crystal Palace,Watford,Aston Villa,Wolverhampton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Lossl,GLK,EVE,4500000,0,0,0,0,0,0,1145,0,0,0,0,0,0,0,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0.7,129,0,-1,0,0,0,129,0,0,0,Crystal Palace,Watford,Aston Villa,Wolverhampton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan,Lovren,DEF,LIV,5500000,0,0,0,0,0,0,1206,0,0,0,0,0,0,0,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0.3,153,0,-1,0,0,0,153,0,0,0,Norwich,Southampton,Arsenal,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Lowton,DEF,BUR,4500000,6,6,0.157894736842105,3.50877192982456E-08,1.33333333333333E-06,0,267,0,0,0,0,0,0,0,1.3,267,0,0,6,0,1.3,0,6,0,0,1,0,0,0.3,523,0,-1,0,0,90,523,0,0,23,Southampton,Arsenal,Wolverhampton,Liverpool,Brighton,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,3.3
,Lucas Moura,MID,TOT,7500000,5,5,0.131578947368421,1.75438596491228E-08,6.66666666666667E-07,0,12350,0,1,0,0,0,0,0,0.7,12350,0,0,5,0,0.7,0,5,0,0,0,0,1,11.2,13952,0,-1,0,0,90,13952,0,0,19,Aston Villa,Man City,Newcastle,Arsenal,Crystal Palace,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.3
Romelu,Lukaku,FWD,MUN,8500000,0,0,0,0,0,0,7103,0,0,0,0,0,0,0,0,7103,0,0,0,0,0,0,0,0,0,0,0,0,0.7,88,0,-1,0,0,0,88,0,0,0,Chelsea,Wolverhampton,Crystal Palace,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Lundstram,DEF,SHU,4000000,3,3,2.17008873903158E-28,5.42522184757895E-35,7.5E-07,0,2016,0,1,0,0,0,0,0,0.8,2016,0,0,3,0,0.8,0,3,1,0,0,0,0,7.4,7238,0,-1,0,0,77,7238,0,0,20,Bournemouth,Crystal Palace,Leicester,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
James,Maddison,MID,LEI,7000000,3,3,0.0789473684210526,1.12781954887218E-08,4.28571428571429E-07,0,7595,0,0,0,0,0,0,0,0.4,7595,0,0,3,0,0.4,0,3,0,0,1,0,0,10.2,6994,0,-1,0,0,61,6994,0,0,13,Wolverhampton,Chelsea,Sheffield United,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0
Harry,Maguire,DEF,MUN,5500000,0,0,0,0,0,0,8678,0,0,0,0,0,0,0,0,8678,0,0,0,0,0,0,0,0,0,0,0,0,17.5,11198,0,-1,0,0,0,11198,0,0,0,Chelsea,Wolverhampton,Crystal Palace,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riyad,Mahrez,MID,MCI,8500000,14,14,0.368421052631579,4.3343653250774E-08,1.64705882352941E-06,0,3165,0,0,0,0,0,0,0,1.6,3165,0,0,14,0,1.6,0,14,2,0,1,0,3,1.9,22432,0,-1,0,1,90,22432,0,0,45,West Ham,Tottenham,Bournemouth,Brighton,Norwich,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14.3
Ainsley,Maitland-Niles,DEF,ARS,5000000,9,9,0.236842105263158,4.73684210526316E-08,1.8E-06,0,952,0,0,0,0,0,0,0,1.8,952,0,0,9,0,1.8,0,9,0,0,1,0,1,1.1,1428,0,-1,0,1,61,1428,0,0,42,Newcastle,Burnley,Liverpool,Tottenham,Watford,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0
Sadio,Mane,MID,LIV,11500000,1,1,7.23362913010526E-29,6.29011228704805E-36,8.69565217391304E-08,0,33790,0,0,0,0,0,0,0,0.1,33790,0,0,1,0,0.1,0,1,0,0,0,0,0,14.6,5190,0,-1,0,0,16,5190,0,0,3,Norwich,Southampton,Arsenal,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Javier,Manquillo,DEF,NEW,4500000,2,2,0.0526315789473684,1.16959064327485E-08,4.44444444444444E-07,0,143,0,1,0,0,0,0,0,0.4,143,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,80,0,-1,0,0,61,80,0,0,11,Arsenal,Norwich,Tottenham,Watford,Liverpool,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0
Solomon,March,MID,BHA,5000000,3,3,0.0789473684210526,1.57894736842105E-08,6E-07,0,480,0,0,0,0,0,0,0,0.6,480,0,0,3,0,0.6,0,3,0,0,1,0,0,0.5,611,0,-1,0,0,90,611,0,0,15,Watford,West Ham,Southampton,Man City,Burnley,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,1.6
Adrian,Mariappa,DEF,WAT,4500000,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0.3,44,0,-1,0,0,0,44,0,0,0,Brighton,Everton,West Ham,Newcastle,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,MID,MUN,7500000,0,0,0,0,0,0,3592,0,0,0,0,0,0,0,0,3592,0,0,0,0,0,0,0,0,0,0,0,0,6.2,9554,0,-1,0,0,0,9554,0,0,0,Chelsea,Wolverhampton,Crystal Palace,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinelli,FWD,ARS,4500000,0,0,0,0,0,0,1589,0,0,0,0,0,0,0,0,1589,0,0,0,0,0,0,0,0,0,0,0,0,1,4881,0,-1,0,0,0,4881,0,0,0,Newcastle,Burnley,Liverpool,Tottenham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Martinez,GLK,ARS,4500000,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0.3,347,0,-1,0,0,0,347,0,0,0,Newcastle,Burnley,Liverpool,Tottenham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Masina,DEF,WAT,4500000,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19,0,-1,0,0,0,19,0,0,0,Brighton,Everton,West Ham,Newcastle,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4500000,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0.4,185,0,-1,0,0,0,185,0,0,0,Man City,Brighton,Watford,Norwich,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Mata,MID,MUN,6500000,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0.6,961,0,-1,0,0,0,961,0,0,0,Chelsea,Wolverhampton,Crystal Palace,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja,Matic,MID,MUN,5000000,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1618,0,-1,0,0,0,1618,0,0,0,Chelsea,Wolverhampton,Crystal Palace,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Matip,DEF,LIV,5500000,0,0,0,0,0,0,5148,0,0,0,0,0,0,0,0,5148,0,0,0,0,0,0,0,0,0,0,0,0,1.1,595,0,-1,0,0,0,595,0,0,0,Norwich,Southampton,Arsenal,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal,Maupay,FWD,BHA,6000000,6,6,4.34017747806316E-28,7.23362913010526E-35,1E-06,0,591,0,0,0,0,0,1,0,1,591,0,0,6,0,1,0,6,1,0,0,0,0,0.4,3671,0,-1,0,0,26,3671,0,0,27,Watford,West Ham,Southampton,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantinos,Mavropanos,DEF,ARS,4500000,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0.1,14,0,-1,0,0,0,14,0,0,0,Newcastle,Burnley,Liverpool,Tottenham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McArthur,MID,CRY,5500000,3,3,0.0789473684210526,1.43540669856459E-08,5.45454545454545E-07,0,1769,0,0,0,0,0,0,0,0.5,1769,0,0,3,0,0.5,0,3,0,0,1,0,0,1.9,825,0,-1,0,0,90,825,0,0,15,Everton,Sheffield United,Man Utd,Aston Villa,Tottenham,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.3
Oliver,McBurnie,FWD,SHU,6000000,1,1,0.0263157894736842,4.3859649122807E-09,1.66666666666667E-07,0,284,0,0,0,0,0,0,0,0.2,284,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,108,0,-1,0,0,27,108,0,0,3,Bournemouth,Crystal Palace,Leicester,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Alex,McCarthy,GLK,SOU,4500000,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0.8,49,0,-1,0,0,0,49,0,0,0,Burnley,Liverpool,Brighton,Man Utd,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,CRY,4500000,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1499,0,-1,0,0,0,1499,0,0,0,Everton,Sheffield United,Man Utd,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
